trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  29.97169865  119.9424847   189.95058531   79.95520347   29.97169865
  119.9424847    29.97169865  119.9424847   189.95058531    9.98367242]","[  39.97558219   19.96802363   49.98128698   79.95997004   69.96129965
  179.9040636    49.92470983   89.94575622   59.95742874   59.95916387]","[ 19.97649247   9.97986523   9.98303729  39.98452213  69.96677188
  29.99257275  39.99243709  49.96989753   0.          59.98359417]","[  0.          29.9880298   39.97958555  19.97663991  49.97220037
  29.99384298  39.99135464  39.97963677  99.96362286  19.96958633]","[ 79.91449896  29.96851778  79.92602455  49.96963463  29.96875234
   9.98674159  69.95491743  29.97671365  89.97733179  79.92618967]","[ 39.96017965  39.96113144  19.97617836  39.97582287  89.94346334
  69.96404393  79.95641328  79.96511166  19.97531594  99.9541143 ]","[  89.90177272    0.           39.97607622   39.95932823   19.97890379
  119.87475015   39.96325263   19.97440267   49.96473775  129.9255197 ]","[ 59.97462828  59.96286483  19.97365446  19.97759008  19.97811106
  19.98791552  29.95779126  29.98021386  79.96077694  49.96983534]","[   0.          119.89951812   69.93964239   39.95915875  169.88845389
  179.89114073   59.95789342  249.89762959  299.865423     49.93401975]","[ 69.92741015  59.96720853  89.94130191  29.97557084   9.98137138
  39.95077092  39.96295555  39.97507771  49.97827735  29.96449079]"
"[ 189.95743846   99.92470668  209.88353879   99.92421199  129.89812368
   59.93306042  149.87476455   99.92470668  209.88353867   39.96492518]","[  39.9785447    29.94972234   69.93183154  119.97337     139.94669753
   59.96073872   39.94929282   59.93401417   39.95169286   39.97035009]","[ 19.97966535  49.98472961  39.97313784  19.99021575  29.95071817
  19.99432554  49.97205877  19.97999946  39.97969741  39.96585296]","[  39.93598236   49.96929409  189.85866887   49.95285826  119.96874526
   19.98516237   59.97353137   39.97968476   99.9616897    39.98537663]","[ 79.9677618   89.96001715  19.9704692   29.97661097  19.98044186
   9.98489138  59.93059466   0.          39.98128779   9.97955579]","[   9.99234326   39.9840636   199.86855537   19.97529782   29.95898809
    0.           19.98248183    0.           89.98521922   49.97663996]","[  99.94246907  219.8976505    59.96573348   89.96704933   29.97564177
  119.85272906    9.98345612   89.92016258   79.92325712   39.9591322 ]","[  29.9698018     9.98733169   39.9850332   189.87695734   49.961607
   59.97954122   49.98147079   59.98132616   19.97308847   29.97463527]","[ 139.93407237  149.94217246   89.96254512   99.91676275   39.97923726
   39.9628561    39.95562081   19.97512163   79.95242756   49.95656585]","[  9.98453047  79.93220791   9.98592942  59.95522498  69.98110137
  39.93115253  39.9858009   59.98395633  89.95660742  49.96730781]"
"[  29.97368013  179.94833982  199.87754423   29.97368013  179.94833982
  199.87754423    9.98211047  149.93402909   39.93761106  129.89074881]","[  69.92923689   39.95839488   59.95988037   49.95121309  159.91691492
    9.98114876   89.94107574   69.94325619   39.97923984  179.96239118]","[ 69.98872808  19.97933696  69.98819658  19.99248347  29.98636812
  19.99248721  39.95845909  39.9855991   39.98133327  19.98968006]","[  29.96007647   29.95450896   19.97076581   29.96893644    9.98757736
   79.9204395    39.97039599  119.95858626    9.98862788   89.93436166]","[ 139.9191676    29.97783556  319.82797043   39.95492147   79.91331249
  159.95414512   19.98447555   39.96463093   19.9807571    49.95586648]","[  49.96807243   69.96746948   49.98163964    9.98521594   19.97345122
   39.98080104    9.98741597   29.98365858   49.98055055  139.95418834]","[ 109.9208212     9.98530308   69.95425561   59.92234865   79.93321074
    9.98040294   69.98562083  159.82972399  119.94650648   89.95651942]","[  49.97714379   49.98232462    9.98151056   19.97039522   39.98536889
  129.9452923   129.95183415   19.97948218   39.97533991   29.9787007 ]","[  79.96033106   19.96662296  109.94910591   69.93170986   69.91471344
  129.94038646   49.95705494   99.91410841   69.94722707   69.9586239 ]","[  59.96269853  109.867517    119.92999369   39.97254031   49.96950587
   29.98036966    9.98677083    9.98028905   19.98457167   79.94385319]"
"[ 189.89295322   99.95274043  109.95751019   49.93507175  119.94079857
  129.83912734  109.90271835   49.93507175  119.94079857  129.83912734]","[  9.98180854  99.95461697  79.90348973  59.97544585  69.94878078
  79.9506345   29.96716006  19.98575198   0.          19.98822753]","[  0.           9.99128334  19.98170457  19.96790561  49.97140984
  69.94018818  69.96872394  99.98250464  29.9891947   49.94982321]","[ 29.98338738  49.9726806   39.9761749   89.94842587   9.98001365
  39.98250023  69.96069415  59.97074121  29.98715347  79.95089391]","[  29.97944039   29.96419866   49.92656027   59.93621112   29.96552461
   29.96540403   69.90937728  119.95385105   69.9596231    89.92475222]","[ 39.94284192  39.97381343  69.95228799  39.98261941  69.97156954
   9.98223615  59.97561629  49.96920754  79.90883383   9.98761043]","[ 109.92494519   59.95037556  209.92333883  279.89225891    9.98690292
   69.90670958   69.96868191   79.92668462    9.97978651   69.94491903]","[  29.96065256   69.96637832   19.96966174   49.97469004   19.97995026
   29.95966424   49.99069047  169.92906215   19.98629978   29.98051355]","[  79.9300239    59.96209684  129.87242461  149.9263875    89.94447845
   39.95634314   39.94227603   59.94201257  129.91429422   29.95029654]","[  39.9781922    89.95965552   39.98073864   39.96362181   69.94763506
   29.95591277  129.91610005  109.93295272   39.98076451  129.95591971]"
"[   9.9875994    19.96998013   19.98727769   49.94569919   29.96430599
  269.91381137  169.96438624   29.96200192   99.94917445  109.90358578]","[ 119.94146354   59.94483948  109.9352337   119.91843076   29.99053655
   29.97793397   99.91029299   19.9679873    69.98288521  149.91416784]","[  0.          59.98084066  39.93959575   9.99011877  39.97887624
  79.9334182   29.98845522  39.99045519  19.98150449  59.9523403 ]","[  29.97269793   69.92844201   29.98918631   19.97624068   29.98259361
    9.98370377   39.97087249  169.88223064   59.98452618   39.98102993]","[ 79.93972709  29.97411471   9.97911712   9.98263561  69.97792445
  49.9702627   89.96767952  19.97384279  59.94530065  59.94963454]","[ 39.98116228  69.94654657  49.96588639  19.97463034  69.92407349
  39.97843789  29.96922571  39.96643681  69.9420792    9.98123545]","[ 169.93485133  119.95114278   19.97401854   89.95612112  349.90327632
   99.94314784   89.95718692  189.87725727   69.9616642    19.98367812]","[ 129.97659265   29.98678728   39.96883479   49.97984008   49.97914285
   29.97141613   39.97709324   29.96287164   29.96200733   69.96549528]","[   9.98417259  219.85949135   99.95843629  189.91440341  199.90707538
   99.92351466   29.96766161   49.94898771   39.94449093    9.98319324]","[  29.955884    199.92469319   29.99109117   79.94575441   59.94836217
   59.9794743    59.98329831   39.98284684   89.94575805   19.97170175]"
"[  39.97477      59.93495843  109.94928009  119.95162975   89.96333267
   39.97477      59.93495842  109.94928009  119.9511111    59.9817307 ]","[ 149.90168657  109.94209421   39.9787743   209.92680448   59.95778071
   19.98725108   89.94130084   99.97761525  139.95137774   59.97864626]","[  39.95551448   79.97016938   99.92471082   29.97691772   19.9804936
   29.97637329   39.97331959   39.96833892   39.97451978  199.87555384]","[ 69.93658572  19.98206253  39.93557941  69.94765     59.95998031
  19.98823228  39.98509994  49.97329004  99.97996533  69.95065968]","[   9.98569692   49.97895435    9.9896626    19.97172627  289.79850844
   29.96858673  389.88137939    9.98352195  229.88089522   59.9711959 ]","[  19.98860678   19.98492938   69.98690011   89.97741275   29.97798454
   39.97648429   29.97266961   19.97761293    9.98287983  129.96009177]","[ 159.90971696   19.99025987  159.92545161  129.91134594   89.97156201
   39.93380638  149.8872929   149.89643678   59.95796963   19.98802954]","[ 19.97359925  39.94465523  19.97965361   9.98184451  49.95929261
  59.96993461  39.97891918  59.97004819  59.95011075  49.97142944]","[  29.96718286  349.84291773   49.94319304    9.98050879  379.83509997
   29.95759422  179.9317826    49.96679918  129.91316397   49.93819555]","[ 159.91064299   39.96338003   69.95154877  179.89228275   69.96147645
   19.98706505   79.95360808   69.96302629  189.93515317   19.96725566]"
"[  79.91221137   89.91421078  129.95046376   79.92845831   99.93538777
   59.93470767   79.94841183  119.95711035   79.91221137   89.91421078]","[   9.98251564   59.96586606  109.97254165   19.96530819   79.95354894
   39.95642798  189.8886907   169.93047699    9.98451607  319.89221728]","[  19.97770777   49.96706078   29.9825373    39.94590918   39.97786372
  109.93891121   19.98297593   69.94262275   19.97803332   39.95642141]","[  19.98869992   39.96572373   49.97496512  109.96138238   39.98218379
   69.95853273   79.97474181   59.98579522   59.96729602   79.94523281]","[  59.97079834   49.95383697   29.96271401  119.95461982   59.94259035
   79.95687532    9.98311798   39.9740518    89.8986563    69.97039652]","[ 19.97555491  29.98789643   9.98650277  19.96926454  19.97412678
  19.97219486  89.97133295  69.9590413   49.9862944    9.98563714]","[ 219.90405915   19.97688208   29.9735935    49.94695681   19.97247942
  189.91480555   49.95035142  129.92141824   69.9626451    19.98365896]","[  29.96801727   29.98865686   79.97222049   19.97650009   39.96816222
   39.96929864  119.94459777   19.97505467   99.93166577   79.92543995]","[  19.9753038    69.94157814  119.96818896   49.95522219   19.96695797
   89.95461204    9.98544397  209.84667287   89.96043036   79.95430098]","[  39.97855098   69.96710914   69.9697593   109.93709516   49.97285621
   79.96316585   69.93124237   59.98542428   39.9887258   119.96611574]"
"[  39.96744444   19.96485687  169.96211667  129.95087624   79.92796385
   79.92241325   99.96578338    9.98257872  169.9372417    79.92241325]","[  19.97310261   99.97982063   49.94525959   59.93893511   89.96604821
   49.95723306  149.91798805   59.95591347  169.94001183   29.95947377]","[ 19.98256953  19.97119053   9.99123121  99.95489668  79.96366025
  49.95019244  49.98300863  19.97292678  19.96996269  49.928366  ]","[ 209.84056091   19.98055348   29.97336155   79.93341318  139.88867238
   19.96751456   19.98181861   59.95615915   29.9774707   129.95991014]","[  99.84185617  159.87065269  169.93009449   29.97134939   59.91557006
   49.97308354  139.85658585    9.98053021   69.93054771   59.92863576]","[  19.97645871   59.95908567   49.94515999  259.88952234    9.98028959
   19.97359903   29.96918884   39.96382689   19.98064173   59.93851696]","[  69.94097979   39.96564869  109.91862745   19.96717086  259.8751804     0.
    9.98823275  119.97330858   39.94664109   29.96538582]","[  59.94933487   39.95574003   39.98589598   59.98403585   69.9302677
   99.97601088   39.97403799  149.97178303   49.9772569     9.98969637]","[  69.96227021  129.94748757  239.92545278   29.95561894  189.93424741
    9.98360537  249.91350041   89.93488826  149.92405868  139.95391945]","[ 139.90659911   39.97331765   59.95881208   49.97648952  119.95808996
   29.9767779    79.95334105  119.90412508   59.9138975    49.95297672]"
"[  79.90050694   79.98411402   29.95048723  259.80136643    0.
  209.90180229  139.91730649   29.97025683   29.96861969    0.        ]","[  49.93521961   19.98204239   39.99040136   19.96562004  539.79775775
    9.98077305  229.84791968   19.96894299   79.91152843  109.93940492]","[ 89.96045943  49.97794524  29.9898645   19.96729539  19.98979417
  79.95915145  59.98380055  49.97207821  39.97410715   9.98300441]","[ 19.98134063  29.97315929  29.9889303   39.97460569  39.97322988
  59.96158448  39.97503531  79.93915064  69.95593162  39.96797497]","[  69.97106122   49.95927318   39.9569824    59.94903646   99.93713023
    0.          109.9249618    69.95917862  149.94916799   49.97278717]","[  79.96343756  119.8892111   289.93558159   59.95561936   29.97656005
    9.98352393   49.97249397   59.9792401    39.95278386   39.986674  ]","[  29.96435178    9.98625021   39.9740506    29.97775484  149.91668313
   59.93894624  129.97557074   19.9691346   269.9157474    69.94579489]","[  39.9806279    69.96419049   49.94224211   29.98420562   39.9830884
  129.89396546   29.97290995  119.85814509   19.9839526     9.98093922]","[ 139.88381183  109.88437691  129.94459844   99.95649259  149.86154779
   79.8830259    49.97104178   19.97013687   59.93795222  199.90490418]","[  49.97900882   29.98442195  189.88695569   59.96585554   69.96962813
    0.           29.9773642    99.95054403  309.91965783   49.98065882]"
"[ 139.92225479   69.90648501   89.97829207   69.95260219   19.96705906
  199.89292975   69.906485     89.97829207  219.91184429  129.96763143]","[  99.97463447   59.96298054   19.98451229  129.96096183  159.95249564
  169.96782963  219.89612894   89.96817655  279.88675924   49.94389624]","[ 39.93292825  49.96993543   9.98700092  69.95876514  59.9787708
  19.98773363  59.97064502   9.98275769  29.97921846  49.97727553]","[  39.98532216  129.93182521   19.97356516   29.98384363   29.97880562
   99.96454694   39.98128001   89.95237023   19.98669313  109.95870766]","[ 79.94748266  19.97138705  59.95853886  19.9732673   39.97212509
  19.97405373  19.98336561  39.96836991  39.97477827  29.97847295]","[ 39.97478149  49.966649    79.96901246  49.96362939  29.96587672
  29.98875586  39.99095559  99.91660027   9.98106131  89.88391065]","[ 59.96340678  19.97982294  39.9742117   39.96465706   9.98147513
  49.96525074  59.96007672  39.97472946  29.95814168  89.96491121]","[  49.96940861  109.91842999   19.96780097   69.96496586   99.96799018
   29.98944505   39.96435121  109.96253832   49.99206997    9.98198992]","[  79.91504638   89.93353822  119.95252179   69.88504338   89.95133512
  109.93440634   69.96653899   79.91923646   79.92402769  169.90173452]","[  29.96744863   19.98857492    9.98006086  209.89217905  149.87053621
  229.93280693  119.97790504  119.9369904    29.98563707    9.98181105]"
"[  39.95435116   69.95857507  179.93834963  219.91634565   29.98015921
   59.95498036   49.96747783   69.89803347  149.95339635   29.98015921]","[  69.97148339   39.96992665    9.98464651  149.90564303  249.87499838
   99.93635613   79.96145837   49.9585948    29.98051934   99.92689012]","[ 39.97142661  29.97965582  69.95118607  59.98066651   9.98547919
  19.9888318    0.          79.9692725   19.99161194   9.98172819]","[ 19.97567599  89.95449716  29.97994352  59.97322428   9.98201984
  69.95358224   9.98909698   9.97980849  29.95958408  29.98246178]","[ 59.97482308  19.97260335  29.96900978  79.91327775  39.97038254
  49.94106418  19.97302068  79.93044372  59.96921089   9.98064894]","[ 19.97435762  39.97859036  19.97451664  29.98397615   9.97971287
  19.98464539  39.96334848   0.           9.98926835  59.97055125]","[  39.95823858  179.92576926   39.95494351  209.87491123   99.95051114
   79.96120014    9.98242948   59.95527418   79.86370934   19.9659212 ]","[  89.95746618    9.9797063    29.96721004  109.89156278  189.91248794
   89.97572537   29.98860248   59.98347898   29.97190712   29.96542365]","[  89.88689087   79.95451802  189.93993986   49.95720849   39.9475952
   49.97493234    9.98220204  149.8580168   249.88042375  189.82504422]","[  79.96391186   79.9592575    19.97495777   49.95593998    9.98088441
   79.93316036  149.92978283   49.97774024    0.           69.97053906]"
