trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  29.97357679  169.95197924   89.94408606   29.97357679  169.95197924
   89.94408606   29.97357679  169.95197924   89.94408606   29.95541604]","[ 139.91177187   29.96644839   79.96513851   79.98837714   19.96715961
  229.85184209  169.8681766   129.95003301   49.96855141   89.93540333]","[  39.96909888   19.97326049   49.9639753     9.98345921   49.975363
   29.97668429   19.98222716   39.97424955    9.9863135   109.91676912]","[ 159.93465855    9.98582801  149.93499688   69.98230724   19.99135314
   39.98769226   29.9676584     9.98334354   39.98653959   19.97729738]","[ 239.90837918   49.96631932   39.96968738   19.97640466   49.94713569
   39.96888293    9.98965731    9.9866733    69.96006541   69.96076679]","[ 59.95669443  29.9720863   49.96456992  49.96976142  39.97269741
  59.97523859  69.90808494  19.99088527  99.95718892  19.98387531]","[ 109.96430866   39.94825607   69.95149187   59.96326161    9.98063463
  159.89316544   69.90163048   39.95840802  109.94529762   89.96014345]","[  9.99126391  19.97147488  19.99161158  19.98518009  89.90451109
  79.97306132  49.97167881  39.96458213  29.98013127  79.97760444]","[  39.97733383   69.92594187  129.94244551  239.90035063   19.96546396
  239.85594819   69.94890446  119.85981518  119.93974609  179.94691499]","[  29.96749486   39.97965371  199.92884556  109.95239168   49.93294922
   59.98047503   49.97591767   59.9606978    49.97792516   69.94637002]"
"[ 129.92940923  109.88860581  319.87635887   29.95675448  129.92940924
  109.88860577   29.95675448  129.92940924  109.88860577   29.95675448]","[   9.97921871   19.96568882   79.95314845   29.96555701   29.95657701
   29.98710298   39.94858495   39.98043131  149.90526817   39.97602474]","[  9.98025118  69.97216592  29.98538423  19.98408164  29.96740478
  39.95904261  69.95166018  49.9635774   19.9727946   29.99059421]","[  29.98549158   29.96408581  119.95950643   49.94517871   59.96836767
   59.95412182   29.98845588   29.98720814   19.97605291   99.96601097]","[ 29.98276865  49.95982174   0.          19.96574553  89.9224761
  49.96310702   9.98205602  29.98449225  29.98024449  99.90914568]","[ 69.95789761  19.98080378  49.98053807  59.94568049  29.97000819
  29.97099621  39.98232939  39.96678966  39.97270807   9.98645459]","[  59.96374594   99.94331047   59.95259481  159.90595112  139.91347776
  119.90523193    9.98468198    9.98591634   79.93749167  249.90881577]","[ 209.92350468   29.97546618  139.94265353   89.96857949   79.98304726
   79.9640299    29.98894034   59.95833215   69.97761743   79.92077856]","[ 109.91574192   79.90617668  119.94272233  339.839897     19.9746525
  189.93489877   89.95404551   79.92573412  339.90321647   39.96516577]","[ 29.97189841  59.97115937  39.95203358  99.94445315  49.96966213
  49.96024294  39.98130349  69.98136953  79.9689865   69.90151805]"
"[ 309.88405355   69.96685751   59.95403256  309.88405355   69.96685751
   59.95403256  169.88373224  309.88405355   69.96685751   39.96521629]","[  49.96306428  279.84683269    9.98514717   89.97219078   99.9575735
  299.79920089   29.97279579  109.92947318   99.87404601   29.96740088]","[ 69.98782976  19.97162487  49.98200996  69.95919904  69.9666958
  19.97855566   0.          99.93290387  49.98478015  29.96981781]","[ 29.97143064  99.85428906   9.98156567  49.94102614  49.98531302
   9.98283179  39.9781385   19.97191876  69.9659246   59.9849853 ]","[  49.94095855   69.96016617    9.98642439  129.97449253   19.98142564
   79.94818999  149.95066087    9.98299531   49.96652609   99.93518179]","[ 29.96206871  59.98315329  89.92858478  79.96024386   9.98424627
  59.97701872  89.95580184  19.98799313  79.92409234   9.98473422]","[  39.95954826   69.94902057   49.9428973    69.96257425  119.94941993
   29.96571531  149.96490511   19.96951653   89.97938955   19.96516852]","[ 19.97152798  79.97170157  79.96811208  49.9636446   59.97946612
  19.98667113  39.97052882  49.98190814  69.9812005    0.        ]","[  69.95801699   19.96847062  239.93521552   19.97739756   19.96264767
  139.87351514  179.95683674  189.89818177   59.93750128  129.91286487]","[   9.97952601   59.97446388   79.97982884   49.94322967   19.97341185
    9.98584205  109.91461235   79.91377653   69.95118717   49.98271582]"
"[  59.96486695   49.96523944  149.9137356    79.9267784    59.95417416
  179.91057796  149.91951032  179.91057785  149.91951029   29.98209872]","[ 79.96773823  99.9380105   89.9546889   39.9575586   29.97941958
  49.96102654  89.93454119  79.94618295  29.95551265  39.98188205]","[  29.98252439  119.95390912   29.9764304    39.9831087    49.94381474
   29.99096931    9.98503531   99.97131606   19.96841978   29.98872913]","[ 49.98923641  39.98983421  59.96566997  29.99271276  39.98673182
  49.98395067  59.9566761   49.91217872  79.95986299  29.96920646]","[  59.97606747   19.97443737  129.92608266   29.95731426   79.957885
    9.98501093    9.9797689    79.9138115    79.96155713   19.97830756]","[  59.97362313    9.98370785    0.           29.9667969    59.97993335
   69.96324189   69.9644039    49.93167522  149.90896717  119.9540322 ]","[  69.97033956   19.96941475  189.90935944   49.94825433   89.9250628
   39.96790019    9.98414514   49.91668298  119.95426903  119.92734896]","[  39.96742421   29.96719897   49.97885665   79.97081409   29.98605334
   19.97987271  119.94251376   19.96681009    9.98097802   29.97474034]","[  69.91399314   69.95103704   19.96594619   39.96654406   29.95257661
   29.97336217   49.96909501  129.87761947   59.93240922   69.92783668]","[  19.97061491   49.96313812   89.94853137   49.98198204   19.98384426
  119.96890239   29.97113522   39.97301369  119.95176954   99.93214847]"
"[ 189.89841231  149.93533491    9.9878715    89.94673987  189.86944297
  209.94730617  189.89841233  149.93533491    9.9878715    49.95638029]","[  69.95515644  119.86351189  419.78697306  159.92701221   69.95038992
   39.97680743   39.95515033   29.95680112   49.9727557    89.94866417]","[  19.97419843  109.9557954    29.98661387   59.97518416   19.99069475
   39.97761737   59.98041801   19.97543322   79.96959036   29.9879602 ]","[ 49.96517884  29.97515375  39.98516871  39.96198883  29.9641149
  79.9281457   49.97739089  19.97487707  99.97448497  29.95890473]","[  69.90930035  109.85123298   49.96468267   39.96497429   39.97300818
  169.90239684   59.92711739   59.95521484   99.9538661    39.9727951 ]","[  29.98650987   39.98575343   79.97403292   29.96590873   19.97119278
   39.98404134  119.91235504   29.97508699   39.98106251   39.93624042]","[   9.98624303   49.9629417   199.84210622   49.95412308   29.96063585
  169.9725073   119.91670039   69.94660094  129.90721858  109.95830713]","[ 39.98524477  39.98670258  29.97889879  99.90620044  29.98586519
  49.97565179  99.94031417  59.97508837  39.97598607  29.9863993 ]","[  19.97458188   49.91200242  119.88104265  109.89949274   59.95921411
  219.95389947    9.98714271  199.88433822  599.80512655    9.98225205]","[  59.94408863   59.96633344   19.97134734   19.98386866   79.95257147
  399.70026388   19.96856737   49.97494085   49.97032476   79.90152863]"
"[  39.95174322  209.86252003  129.96605848  129.96249835  129.93380483
   49.96938105   39.95538074   39.95174322  209.86252003  129.96605848]","[   9.97924561   49.9738559   209.91571581   49.95019706  129.94805367
  249.91170138   69.97708216   79.96560475   49.95723527   29.98039133]","[ 19.98518686  29.97190005  99.94386309   9.98008982  19.98408379
  59.91268152  99.94930966  39.96632633  49.98340017  19.99079919]","[ 29.96824822  69.97317624  79.88189785  89.942313    19.97512674
  19.9728895   49.97505076   0.          49.96803868  39.98015974]","[ 109.95958342   49.92243162   69.91565063   49.96430379   19.97891634
   99.97703809   59.96139752   69.96195535   59.95501731   39.97319347]","[ 49.98036068  29.98735744  59.97921937  19.98185025  79.97428814
  59.96502778   9.98196476  19.98915797  49.97576801  59.98308373]","[  79.96211801  139.89142811   19.97352078   39.9573674   109.90161322
  189.85560982   59.90278946   49.9220756    69.96727075   89.97192518]","[  0.           9.98436052  39.98539585  39.98217329  59.96479236
  19.97238098  49.98770898  39.97744977  39.97372912  39.97563227]","[ 119.91347447   89.96401509   29.95210536   19.96728403   79.88872514
  189.89600705   99.96930569   79.951091     89.9514079    89.88377316]","[ 159.89451392   19.9732583    59.9579115    69.97475152   19.97546567
   79.95612704   49.96137922   79.94404417   29.9861896    39.97669833]"
"[ 179.86623879   59.96255261   69.94304154   49.93650113   19.9616448
   39.95573695  109.94950331   59.96029912   69.94304154   49.93650113]","[  99.92231703   89.95862589   59.97422238   99.96064567  189.7610675
   49.96498459  209.83027173  229.85444314   19.98392354    9.98440471]","[  89.97759672   19.99185815   39.98451347   89.94399216   39.97368256
  109.9627315    29.97979977   39.97380127   69.96092022   49.94713135]","[ 49.96717979  49.98283764  19.97807683  49.97130499  19.98394884
  79.97113665  79.96530414  29.98833222  29.99401455  49.97269302]","[  29.96977312   49.95992806  119.95168703   59.95775257   49.94910185
   19.98588006   79.96890726   99.98087938   29.96873723    9.98849976]","[   9.98030862   39.97625594    9.98635194   19.97188689   49.9268073
   19.98201322  149.94043387   59.97464434   29.97169568    9.98959945]","[  29.9909573    39.95415445  109.90986829  169.95835352   39.96119449
   59.98291193   29.98593804   89.96123592   69.97428987  109.95113801]","[  59.9684083    49.97959589   39.97972539   49.98519878   79.98312362
  109.96950551   59.92740268   29.98035716    9.98411585   69.98076688]","[  39.93209401  109.88123785    9.98780341  119.93483205   79.94370847
    9.98149684    9.98209217   99.91363535   29.95885341  379.82639559]","[  59.97423702   29.96559387  289.86999136   49.98465621   19.98731825
  119.89174013   49.98470864   39.9735372    39.97416514   49.97555917]"
"[  39.95590382  109.94937779   59.9611859   179.90302394   19.98684689
  129.89024811   59.97322909  179.90302403   49.93411923  109.94937782]","[ 179.96807382  199.87622941   89.9012875    69.96346055   89.93175347
   39.95480839  269.92960051   59.97919232   59.97889231   99.96385162]","[ 39.97083354  39.98130179   9.98657431  69.97832899   9.98221066
  79.96173803  69.97594222  39.98093486  49.97159825  39.93956036]","[   9.98144014   39.97707238    9.98543521   29.98654411   39.95317104
   19.98714641   59.94649513   99.96237095   49.97928579  119.97308958]","[  49.95639345   39.96690113  119.94885709  139.83771549   89.95204713
   49.96343185   39.95990514   49.97565435   39.98069653   29.96659615]","[  49.98973739   49.9714342    49.95232034   49.96870483   19.97719331
   39.97201717   19.97655264   49.9364241   119.95378464   39.97675971]","[  89.90210735  119.92237497   29.95763512  109.90609489   19.98422399
   79.95920285   29.97543091   99.95669801   99.94558009   19.96519672]","[ 69.9768114   39.95991234  49.93160065   9.98124792  49.97208274
  29.97287616   9.98581954  49.97973687  49.97363683  29.97647596]","[  69.93153223   49.94349572    0.          159.88492713   99.93937343
   79.94945402   59.96466084    9.98123074   29.97512284  319.87572156]","[ 119.90939818  149.9381191    49.97371629   69.9699223    59.96739428
   29.96113483   39.988537     29.98915641   19.97876843   49.97745336]"
"[ 19.97171297  69.94819973  59.96535012  49.93447906  19.97171297
  69.94819973  69.95510795  29.9612131   99.95042559  49.93447907]","[ 149.91956227   79.95196557   59.96471959   39.98949065  119.89747981
    9.98064327   29.97544827    9.98071769   59.97358499   39.95043012]","[  9.98378979  39.97301405  69.92977775  29.97515386  29.96602607
  19.97787226  29.96755752  39.97621569  19.98954462  29.95333221]","[ 29.96728023  39.9612312   39.97082563  79.97673239  49.97627397
  39.97611814  19.97522127  39.94085859  49.96826897  39.98700282]","[ 19.9893036   69.97479085  59.93651835  19.9685226   49.98474837
  49.97080785  69.89661686  89.97839056  59.93900998  49.93769844]","[ 49.97001893  89.98731906  39.97901556   9.98659334   9.98379113
  19.96857976  19.98540195  89.97532518  39.98083611  79.96713873]","[  69.94930461    9.97968703   29.95942563   59.91691014   59.92396545
   39.97225383   49.92723305  359.80928437   29.9684734    79.9042361 ]","[  79.97738303   59.96708419  199.95952232   29.98909154   19.98032888
   19.96994036   49.98249938   89.96758833   29.9832352   129.9631639 ]","[ 399.87262915  229.88311372    9.98124754  289.82058446  169.92079787
   49.9729847   139.86371787  109.92261118    9.9807763   139.86248104]","[   9.98106295   39.98084379   29.96044932   69.96940264   59.95720175
  249.92393267    9.98643302   29.97716772   19.9729668    49.98155974]"
"[  59.9653379   119.94485305  179.91084553   79.95603713   59.9653379
  119.94485305  179.91084553  119.94485305  179.91084553   79.95603713]","[  59.98221849   29.95675385    9.98008279   59.96243143   99.94634777
   29.97506839  139.95762625  169.88676841  149.91715478  169.95317059]","[ 59.97398031   9.98173053  49.96852116  19.98420072  39.97636664
  29.97743734  89.95761565  29.97901754  19.98601607  19.98286313]","[ 39.98423693  39.97703397  49.97133533  59.96986028   9.9879502
  19.97306843  19.97405084  39.98906991   9.98671234  49.98391351]","[ 149.95877807   59.95935943   19.96671989   29.96360331   89.97219316
   49.97675794   89.97627554   89.96026341   29.97338042   89.9366174 ]","[  59.9746112   129.94784373   39.96131654    9.9867201    69.96830534
   29.9585045    29.96208756   29.96571692   29.96995602   49.9801376 ]","[  49.97034576    9.98469158  199.93357516    9.98373055   19.9759321
    9.98112326   49.95021064   99.95388119    9.98065899   69.98047636]","[  39.9487979    59.97031334   49.97186415  159.87933639   49.97881599
   39.96807529   79.94424321    9.98376111   59.97242789   99.91670028]","[  99.92778142   99.97195632  169.92333984   79.94107938   59.96460392
   39.96282114  269.90592695   39.94635543   89.93770287  119.94954152]","[  79.97391627  109.89103614   29.97102394   69.96923932   29.98932829
  209.87901641    9.98653131   19.98438112   59.97988319   59.94099696]"
