,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,1.853012774749706e-05,2.401068319609846e-05,1.820295658970786e-05,2.178310863738957e-05,2.3385046084293354e-05,3.5604944835935415e-05,2.2362894482896627e-05,3.7726661055565964e-05,2.2846567891385184e-05,2.93407488562455e-05
1,1.3923852335006012e-05,2.695628978219088e-05,8.868897550148053e-06,2.1412496484161303e-05,2.908535459089564e-05,2.5563805628788492e-05,2.1454318885506937e-05,2.2673146411256164e-05,2.3809992460573744e-05,1.4440934001774526e-05
2,1.219404690849613e-05,2.1606961976822567e-05,1.9029134736400436e-05,2.547632651926769e-05,1.5982817797099496e-05,1.142627101795405e-05,2.613883457225042e-05,1.658032734428174e-05,1.18604667632658e-05,3.0654454965506467e-05
3,1.310461833390739e-05,3.1930286852804884e-05,3.766064314436375e-05,2.1649640341934427e-05,2.5806429773859255e-05,3.256623689219159e-05,1.890178796262727e-05,2.5593064138442892e-05,1.550174057258661e-05,1.7146715907803242e-05
4,2.2341554720096956e-05,1.8059421790313296e-05,1.7603565921626365e-05,1.896679096263455e-05,2.2540334448887897e-05,1.235011352384217e-05,2.8264285171957275e-05,2.3572869864248425e-05,1.9959200851595575e-05,1.858608204226918e-05
5,9.512195738732605e-06,1.9324851052810537e-05,3.293424580165272e-05,1.3529406309486028e-05,2.802859699309952e-05,9.342365821003084e-06,2.5477890412139223e-05,1.8057144165192967e-05,8.864596120611084e-06,1.6826889199288553e-05
6,6.894139259509911e-06,3.364878915615206e-05,2.7872109038290973e-05,3.0241948914580657e-05,1.3002287141738174e-05,2.250378611134474e-05,2.1253737044461556e-05,2.872265478876512e-05,2.07704301401354e-05,1.8628828535857813e-05
7,1.0137591188598978e-05,2.026483264649831e-05,2.8448214233434662e-05,3.492120944440934e-05,2.9895065003844126e-05,1.3797890909107294e-05,-5.543606965813762e-08,2.4617255835264654e-05,2.7351627933724738e-05,1.5526324659997484e-05
8,1.9600380639412234e-06,1.7272609047777133e-05,3.20949157087081e-05,2.509413590210489e-05,5.080087869194992e-06,1.2704044999186905e-05,1.5601154245710654e-05,1.8535260448559927e-05,2.4502756707647084e-05,2.2074165812436954e-05
9,8.069386927573166e-06,2.3198333766752206e-05,5.5582259887208295e-06,2.0533338495928046e-05,1.3790792043357585e-05,8.987291384548628e-06,2.5510371863502866e-05,2.5973742710552297e-05,2.5922924725173195e-05,1.1609016023892195e-05
10,8.227428546524064e-06,1.0257689466767838e-05,2.5536785046273127e-05,3.704034195382644e-05,1.5679297508143646e-05,1.9028401059078717e-05,1.7833102572024784e-05,3.464070237233215e-05,1.953382010675631e-05,1.790509112447761e-05
11,7.3711382751071485e-06,1.86235118999417e-05,1.683293784544623e-05,1.7644919583230082e-05,5.905080927555136e-06,1.8038324300559496e-05,4.953056680935734e-06,8.002359904574116e-06,2.5295196150903507e-05,1.703473800388086e-05
12,1.0268467231508251e-05,9.121210071181214e-06,1.4940722444846496e-05,1.864538894651575e-05,1.9086634185565113e-05,1.654422367987941e-05,1.6253028219150448e-05,2.8012502109373226e-06,2.011574341709358e-05,2.398690520861317e-05
13,1.0952337069213706e-05,1.3520913990026966e-05,1.7158078161132508e-05,2.1051678949376032e-05,1.0383880768644316e-05,1.2887839310898489e-05,1.654340336403258e-05,1.9388727679913923e-05,1.9671063747582136e-05,1.873640230612606e-05
14,1.5495513681904047e-05,1.2350594244120083e-05,4.5620639315528004e-06,1.958386367348296e-05,1.997742836991321e-05,2.1398665098193646e-05,2.8762931718810746e-05,1.5658051633876196e-05,1.1812762502282158e-05,1.835654177981712e-05
15,9.731477413557833e-06,1.3723544150403865e-05,1.8928526668516455e-05,2.082933963265168e-05,4.461245865134431e-06,8.487210990383678e-06,3.109892242206584e-05,9.15180235596738e-06,6.894992329641414e-06,9.290927296771837e-06
16,1.6673516332450155e-05,1.8944358889266145e-05,1.372002286164507e-05,2.0210973958826978e-05,1.4000640986972406e-05,9.371203696984668e-06,2.7591931271811003e-05,2.433235533474255e-05,2.592517011739149e-05,2.199798106358029e-05
17,1.5015567542200201e-05,1.2596429286522277e-05,8.724577240947988e-06,6.546366862647555e-06,6.44938542633778e-06,7.279526106384895e-06,1.7960965048852683e-05,2.300621674516159e-05,3.089374474455901e-05,1.1665495878161969e-05
18,1.6664980513000604e-05,2.14506604920708e-05,6.141459092657078e-06,2.1103641827598648e-05,1.4261885000782149e-05,1.1825914620739247e-05,2.1384833312569675e-05,1.9048977237576842e-06,5.078449515750328e-06,1.3157227892986569e-05
19,1.0948123317614439e-05,1.2715010866451608e-05,7.2069011942560744e-06,2.9841360768439985e-05,1.7036479057425515e-05,2.1099406064248147e-05,2.3360557224690604e-05,1.939308142720832e-05,1.4409013382272114e-05,1.2386965394467717e-05
20,7.849992405068902e-06,1.707779019885247e-05,2.0103411826673932e-05,1.023435636077125e-05,1.0971878387135554e-05,2.4242752595101808e-05,1.3641240242820428e-05,1.6382584536720138e-05,1.3462745352459568e-05,1.952560110826281e-05
21,7.489421495509034e-06,1.1214713055071228e-05,1.1202723364319316e-05,1.6280455611102963e-05,1.1162511703572004e-05,1.286228109121796e-05,-1.0427420493040236e-06,2.3172591896930494e-05,2.077486382364157e-05,1.4576883947052683e-05
22,1.6827014970789138e-05,1.1827107726933877e-05,8.448023147917652e-06,3.4166257234353235e-05,2.761985349703445e-05,1.558861565583179e-05,1.1758374574330664e-05,1.3126721602678275e-05,9.184903347506772e-06,1.8487940031968947e-05
23,9.021265881571697e-06,7.164851118601373e-06,1.1704828755352383e-05,1.1758345547153831e-05,1.633700227818086e-05,1.68338596627556e-05,1.706879150121323e-05,3.3618664767035997e-06,1.989292236392587e-05,1.1257831983043944e-05
24,6.196481155754547e-06,1.1234900838224336e-05,2.18976112909473e-05,9.262759534661284e-06,1.7215821799787146e-05,1.0402548773006595e-05,1.148885792210517e-05,7.918976037506098e-06,2.240211366042604e-05,1.601291900348704e-05
25,6.966534419425998e-06,8.662998617487157e-06,2.044193564085916e-05,1.0760960202389956e-05,1.3607087545128712e-05,2.07043518887355e-05,2.4831924509666617e-06,5.329210395862966e-06,1.9936079650440645e-05,-2.233786407869194e-06
26,7.46967615460429e-06,9.405709914163746e-06,8.327924573987202e-06,1.1572707564988051e-05,-3.099727979545879e-06,2.0264578673404077e-05,1.5711755424737293e-05,5.572505074552711e-06,1.6968819594045962e-05,2.753473275770681e-05
27,1.857304315827447e-05,2.8581705388842595e-05,9.359018865260379e-06,1.0990361188098383e-05,2.157595959041489e-05,1.2030278123249613e-05,9.290578566174385e-06,7.85384250382491e-06,1.2748388233253058e-05,1.1987379821722135e-05
28,1.4062764337943512e-05,8.447120070041819e-06,1.6432016424191032e-05,2.2140336901225228e-05,7.833500553563172e-06,1.6101627259228635e-05,8.9339413048394e-06,1.201719660034366e-05,1.8708624490837346e-05,6.286189039232266e-06
29,1.349987517363278e-05,1.9352440353143676e-05,2.1813016731809365e-05,4.5614188947012215e-06,3.3573615613699745e-05,1.0121203966101426e-05,3.81716692425943e-06,1.8634584294604445e-05,6.267245011944333e-06,2.5730381133643098e-05
30,1.1678705656255887e-05,1.040082655572461e-05,1.2583964426039526e-05,2.5351210635504727e-05,8.644118542470003e-06,1.4388119528968083e-05,2.367704734290113e-06,1.5660703857072563e-05,1.7741825320890736e-05,1.7903698572593887e-05
31,1.6450464492469813e-05,3.411504297684335e-05,2.0254792862330684e-05,3.082866068676164e-05,2.0085829051782325e-05,1.1802181480861407e-05,1.0213592191614406e-05,1.3125748785644162e-05,7.710868331513452e-06,8.62750644191605e-06
32,1.716057571793138e-05,2.7034747612623476e-05,7.1506380386747514e-06,5.891316974154022e-06,2.7147609923561627e-05,1.572198565198037e-05,6.49434415176517e-06,1.4945074038494135e-05,1.2269351592038556e-05,1.4255631277252824e-05
33,2.8076185474311877e-05,1.0600294252862304e-05,4.893091965129775e-06,1.298020746220778e-05,1.68866472235892e-05,1.3021739299770502e-05,4.450941657123536e-06,1.754656298166034e-05,6.638550794575039e-06,1.536478235377215e-05
34,1.6785194704351945e-05,2.121361825184094e-05,7.57556154330674e-06,1.189879940694427e-05,1.6264376353850867e-05,1.2364246455363039e-05,2.0522540160752953e-05,9.152442298311127e-06,1.00254306775494e-05,1.4596054256088677e-07
35,1.1331836042658853e-05,2.193506184048331e-05,8.396190242544551e-06,9.417603348666716e-06,6.436023667452779e-06,2.8993891598216347e-05,-6.102876487083762e-08,1.398266975832437e-05,1.777811950476321e-05,1.835045139294965e-05
36,2.129971621755549e-05,1.7395674923809222e-05,1.051278467913237e-05,8.851037302327306e-06,2.8613899263928048e-05,9.64101445558012e-06,1.1657679177054556e-05,1.6383202753483323e-05,7.875717767550545e-06,1.623622061717783e-05
37,2.4599338883229085e-05,2.7064380375853154e-05,5.018749798529941e-06,1.2928106689248131e-05,1.7387841512086262e-05,1.1947869723389085e-05,2.7675321979814652e-05,9.525386022302461e-06,1.2826438792400598e-05,3.777370840765444e-06
38,3.5879638945279564e-06,2.7519699333389604e-05,1.7686956543987966e-05,2.099226738816296e-05,7.8990378782293e-06,1.2963434656608172e-05,1.3940338791201192e-05,1.1000345951203172e-05,1.0672666905044778e-05,2.6292665613327684e-05
39,7.947869839364715e-06,3.9669314324733955e-06,9.407316721193487e-06,1.1442436484061427e-05,-8.474471822900181e-07,6.050827618520003e-06,2.7993054148718872e-05,8.405415634277612e-06,3.0274410649328237e-06,2.0936377340179652e-05
40,1.167594725595237e-05,1.1346600341252201e-05,1.3501966299956953e-05,7.699533895629724e-06,1.1295275282328965e-05,5.6447299485099385e-06,1.6247033857550422e-05,1.4232356223653799e-05,1.1066643921242586e-05,2.358270718371751e-05
41,1.769805891747768e-05,3.4802373807697174e-05,1.382898200417409e-05,4.640773080679933e-06,8.671338653887977e-06,1.1813261955605331e-05,8.967781920400516e-06,1.7528238648767495e-05,2.0280708790464142e-05,5.065134444593089e-06
42,1.2748630166904604e-05,1.8625076643229614e-05,1.3765626635012412e-05,1.4389942634357781e-05,5.445314398357071e-06,6.268467204304055e-06,2.5977269003110184e-05,2.6161721471306948e-05,4.5874751133488306e-06,6.3217741374427304e-06
