rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[-3.23095823  1.01213041 -3.23095823  1.01213041 -3.23095823  1.01213041
 -3.23095823 -3.23095823  1.01213041 -3.23095823  1.01213041 -3.23095823
  1.01213041 -3.23095823  1.01213041 -3.23095823  1.01213041 -3.23095823
  1.01213041]","[ -1.91152966  -1.18380158 -10.01398741 -11.06127252  -9.41893619
  -5.02697611  -5.61939354   3.75110224   2.4569734   -4.79879759
  -2.73859127  -1.91152966  -5.68424839  -7.72398908  -4.77102198
  -1.19178475  -5.68424839   2.4569734   -4.79879759]","[-2.70006606 -1.08210772 -9.2806672  -2.25201603 -5.07563585 -3.91049841
 -2.80228152 -5.07563585 -0.83597159 -4.54904326 -7.51064068 -3.42231066
  0.40057956 -7.51064068 -7.67866755  0.80260935  2.57682558 -2.39278167
 -4.3605927 ]","[-12.0062633   -0.78199485  -4.55306434  -4.23310348  -7.46322033
  -7.24535346  -4.54371471  -9.78076997  -7.94430613  -5.13345716
  -7.84319671  -9.15999301  -5.2850384   -6.15777619  -8.84073054
 -11.11692758  -0.63279329  -5.72366551   0.05036945]","[-7.11875182 -4.68395781 -6.96339195 -6.83409772  1.66631964 -7.75797715
 -3.90493196 -3.85105882 -7.37777418 -0.89865226 -2.93876434 -1.73025693
 -0.89142232 -7.40328282 -3.85105882 -3.92688164 -1.60907027 -1.51315197
 -3.92688164]","[ -2.08644111  -3.76453491   0.50563934  -8.31528295  -6.28604247
   0.50563934  -7.51299589  -7.77126314  -1.83750502   4.95020005
  -9.08386053  -5.71671673  -2.61558214 -10.17828814   0.49092211
  -6.30062255  -4.69498736  -7.9205797   -2.42766872]","[ -8.68817652  -1.46491753   4.66998382  -3.57608136  -7.90846451
  -8.04664417  -8.36656135 -15.94210031  -5.04078599  -5.9897794
  -1.96901769  -8.82745926   1.57133225  -1.6108273   -1.5167984
 -10.1954151    1.28370907  -6.76753433  -5.24352569]","[ -5.03284274  -4.41534953  -9.77775618  -8.11892449  -5.84550231
  -4.42707033  -7.83120751   0.69445448  -1.5907117  -14.47598556
  -5.9274837   -4.15906898  -5.54900759  -1.74153341  -2.63918185
  -2.67825938  -4.51942366  -5.70992235  -5.03284274]","[ -5.97436552  -2.07343039  -1.64616396  -7.90174224  -2.86348709
   2.2937548   -5.13604624  -0.37013226  -5.19186967  -3.03419559
  -6.53751197 -10.39577525  -8.00591192  -6.42048224  -7.38044656
  -8.80389411  -6.22917915  -8.92433687   0.99273749]","[  2.69496372  -8.53997766  -1.93107112   1.43133672   1.06724257
   1.14143927  -8.54822362   6.47140865  -9.34953048  -2.37589823
  -7.4916261    0.22808266   2.22753121 -10.44876089  -2.46609853
   1.96110408  -5.53956189  -2.79699722  -6.02419743]"
"[ 0.9876091  -5.55374132 -5.55374132 -1.05369952 -5.55374132 -5.55374132
 -1.05369952 -5.55374132 -1.05369952 -5.55374132 -1.05369952 -5.55374132
 -1.05369952 -5.55374132 -1.05369952 -5.55374132 -1.05369952 -5.55374132
 -1.05369952]","[  2.97608239   2.4586563   -1.57300506  -5.44298384  -3.47979062
  -1.15008984  -8.16210377  -5.78118731  -2.47953512  -5.78118731
  -5.64526754  -3.47979062  -1.15008984  -7.84685977  -1.34752075
  -1.14658038  -7.84685977  -3.33692968 -10.39517152]","[ -1.37638405  -7.25698303   0.44158396  -7.34588216  -9.05392258
  -1.24941782 -11.30210314 -12.65409807  -2.90291268   2.17039847
  -3.96283703   0.44158396  -7.79571881  -0.10066622 -10.1885155
  -4.40483618  -1.80207268  -3.30413837  -2.90291268]","[-5.68062884 -5.23945645 -7.21384586 -4.68678133 -0.42274451 -5.11653819
 -0.79270661  2.63318854 -4.72380933 -4.21655838 -6.32008109 -2.75178777
 -3.44113967  0.60370293 -0.12861503  0.10069726  0.64234955  1.24615399
 -6.60435371]","[ -7.55270551  -3.17665956  -0.58492791  -3.48868527  -2.26391416
  -7.98251257  -4.5039955   -7.55270551 -12.17766733 -10.01916099
  -7.55270551  -3.17665956  -3.43872517 -12.76452828   1.20287156
  -4.40633265  -9.58127963  -3.80341258  -0.40144682]","[ 4.22476625 -6.46625174 -6.24881087 -7.91622051 -6.7485918   1.64832501
 -0.45456861 -4.60802132 -1.0101159  -6.35667069 -3.88418279  3.69626523
  1.17641673 -6.18209206  0.56716462 -1.96384204  4.86523878 -8.58634795
 -1.96384204]","[  0.85662259  -1.43394971  -8.20387425  -8.03264197  -8.36679917
  -7.40176274  -1.1770975    1.67300582  -4.17212594 -10.6717792
  -2.09359234  -7.41039161  -6.95754367  -5.58968193   1.60782209
  -6.45961708  -5.49350424 -10.4387867    1.39382978]","[ -4.42133982  -2.88007171 -10.81626557  -2.34691234  -2.88007171
  -9.81475561  -1.80913584   1.50961555  -7.30903733  -5.30329111
  -6.51648574   1.64803294  -5.34043115  -3.81206521  -0.46460412
  -8.50909398  -2.91022126  -5.90844416   0.13858379]","[-2.22682225 -4.11540589 -5.74545374 -5.21782128  3.24088225  3.9326705
 -3.43185621 -9.18159691 -7.03887726  0.6676237   1.71875678 -0.34400511
  0.43665922 -3.21273509 -9.11596979  2.89631393 -5.29014035  2.81328662
 -7.51849958]","[ -3.85416517   0.27978658   1.63048974  -2.18447492  -2.7962999
  -5.9580722    0.42711306  -7.92296505  -0.56982011   2.09102185
 -22.36356909  -6.12567123  -4.78967656  -1.97146264  -7.44859331
  -7.16768233  -5.83733764  -4.46600659  -7.01960836]"
"[ -4.20327900e+00  -2.00653675e+00  -4.20327900e+00  -2.00653675e+00
  -4.20327900e+00  -2.00653675e+00  -4.20327900e+00  -2.00653675e+00
   4.15814856e-03  -4.20327900e+00  -2.00653675e+00  -4.20327900e+00
  -2.00653675e+00  -4.20327900e+00  -2.00653675e+00   4.15814856e-03
  -4.20327900e+00  -4.20327900e+00  -2.00653675e+00]","[-2.86558531 -5.88134297 -6.49160886  3.81503167 -2.60082994 -6.50189938
 -4.70995903 -5.52418292 -8.81908431 -5.39042632 -3.45214636 -5.59080114
  3.81503167 -6.59268885 -6.51438736 -1.28436261 -6.50189938 -5.52418292
 -8.81908431]","[-11.14418527  -1.85378707   0.26222705  -3.05406591 -12.97755132
  -2.9033456   -6.37179003   0.3204621   -1.82806263  -4.09785874
  -5.18904162  -3.27813311  -2.94666666   2.50316795   0.3204621
  -3.98462874  -2.47938023  -7.28043805  -3.27813311]","[  1.65457762  -4.4410103   -5.29623247  -4.45380416 -12.96277595
  -0.59052171  -1.45357598  -5.06617876  -2.04417979  -6.05576866
  -6.22836126  -4.01298391  -6.97447884  -3.23467272  -2.0457198
 -17.09216423  -5.25473436  -5.70763504  -7.94971734]","[-4.81532204 -0.99327454  2.77901477 -1.67684313 -5.65194584 -9.15341052
 -6.45134203 -4.98075829 -7.57662476 -4.68063805 -4.53252962 -5.94595255
 -5.71733955 -2.88299782 -6.45134203 -3.07066238 -6.45134203 -3.41228303
 -5.34762607]","[-6.85379759 -1.58029558  1.72272781  0.71118279 -5.21276636  1.55323485
 -5.71741071  2.16402722  3.79411608 -6.49715123  1.30442737  4.86857837
  3.79411608 -5.73956628 -8.13488412 -6.43147703 -1.91979314 -5.8739874
 -1.80306546]","[ -5.20151671  -4.99663627 -10.41629872   1.52272767   1.26604883
  -3.11108854  -8.44389979  -7.98650487  -9.7273809    1.84795714
  -3.35017428  -5.54714979  -5.20151671  -2.09710017  -6.1763789
  -3.74366452  -5.62521103  -5.54345614  -1.63511295]","[-1.38783806 -1.46862819 -3.71973852 -2.52979062 -9.97511252 -8.1640257
  2.85711532 -2.17077553  0.60968191  0.03050595 -3.79113531 -8.1640257
  1.66171779 -0.49244231 -2.25019812 -8.83417927 -0.36519781 -5.68515362
 -0.98750479]","[  2.54196492  -9.4682723   -0.78835133  -6.09776143  -2.03955187
 -10.95754653  -5.08870448  -4.88209773  -3.4558718   -1.88946776
  -1.9335752   -2.74134891   1.78573047  -5.09754288  -3.86311938
  -7.11948542 -11.9008258   -3.02842152   3.04565199]","[-7.36499129 -5.94138993 -3.63461278 -5.81738153  0.22547938 -0.66983746
  0.10545767  0.18933336 -2.76043812 -6.10487552 -9.94652397 -5.98261917
 -0.31852399 -2.88329757 -7.70184618 -5.10576219 -9.06739215 -6.02527966
  2.66369051]"
"[-14.75233045  -6.87193938 -14.75233045  -6.87193938 -14.75233045
  -6.87193938 -14.75233045  -6.87193938 -14.75233045  -6.87193938
  -2.15134669 -14.75233045 -14.75233045  -6.87193938 -14.75233045
  -6.87193938 -14.75233045  -6.87193938  -3.76389152]","[ -5.20003822  -5.70687131  -4.73391046  -5.35004108  -1.08082815
  -5.43869421  -4.94795121  -5.58489105  -2.52696172  -5.87516246
 -10.40847943  -5.13187732  -2.41556939  -2.52696172  -5.53049999
   1.2436634   -4.94795121  -5.58489105  -5.35004108]","[ -3.39141826   1.64414261  -1.76492471  -2.06536723  -1.79610281
 -11.56513053  -6.76677245   1.3187625  -11.56513053  -8.16998158
  -1.87659432  -8.61648718  -3.00264013  -2.07374518  -2.77578664
   1.42226609   2.21266925  -2.72305555   1.42226609]","[ -4.90151866  -3.3820413  -10.73806358  -6.57722365  -8.09988033
  -0.07600156  -2.72151376  -4.21800543  -0.44561298  -5.69217934
   0.6400241   -8.70604551   1.26015638   5.64220704  -2.3306376
  -5.79725261  -6.38799294  -5.75266428  -5.70552669]","[ -5.19060989  -5.00742554  -0.97351857  -3.49529542  -4.28905832
  -3.49801355  -5.00742554   2.7442825   -7.8636819   -3.65929088
  -4.46107898  -5.74565378  -5.19060989  -5.00742554   3.50168662
 -10.54214638  -5.05365227  -3.1768217   -7.36995829]","[ 0.48753511 -5.28193703 -1.40572385 -1.87989619  0.74276649 -2.11501883
 -2.85395873 -6.85382387 -1.96586907 -6.42644978 -3.55226118  0.48753511
 -5.28193703 -6.95286743 -3.44738311 -8.53276283  0.47401881 -6.7712801
 -1.97202174]","[ -8.73983121  -1.45418844  -6.17036952   1.63165912  -2.16205994
   0.39923139 -10.46156632   1.57974309  -5.04646581  -6.17036952
  -5.74745338  -2.38422079  -2.25445384  -5.59096622  -5.30346514
  -3.96886121  -9.92149014  -0.26055317   0.09131184]","[-3.57106991 -6.75432049 -6.90426963 -8.19020324 -5.79655933 -4.15789079
  1.67160078 -5.55045927 -5.55045927  0.0724922  -7.6510958  -6.38922928
 -2.11310283  1.78077412 -6.38231698 -1.32597753 -7.87379958 -1.41275075
 -6.04086069]","[  0.29356327  -9.64292581  -3.80404725  -5.02714713  -6.42242463
  -8.43172571   3.84172566 -10.75025101  -8.27644989  -3.7880049
  -5.78289829  -5.21788593  -1.88988458  -5.54028013  -1.69641154
  -8.05119424  -3.30730165   3.19864226  -2.33246648]","[ -5.89441754  -0.62502185   2.84381297   2.15424479   1.54596151
  -7.82653299  -4.96620939  -8.12382238 -10.63592114  -0.51558409
  -3.20196078  -3.66109668 -11.28889384  -3.04187266  -5.79568341
  -8.55218618  -4.85912526  -1.62993571   0.50453523]"
"[ -2.24165426 -14.60510071  -6.98868011  -7.100107    -6.98868011
  -6.98868011  -7.09167423  -6.98868011  -7.09167423  -6.98868011
  -7.09167423  -6.98868011  -7.09167423  -6.98868011  -7.09167423
  -6.98868011  -7.09167423  -6.98868011  -7.09167423]","[ -5.43124249  -4.0636131   -5.43124249  -4.0636131    3.84585604
  -2.5830851   -5.24655874  -6.61791522 -13.8290974    0.01589228
  -9.86293088  -5.34095133   1.27751209  -6.19119632 -11.78708774
  -5.84873763  -5.34095133   3.84585604  -2.5830851 ]","[ -1.79697539  -6.81116028  -1.73362063 -12.96975669   3.06301821
  -0.53572549  -2.34499831  -2.07296323 -10.29520156  -5.15964482
  -1.79697539  -6.81116028  -3.34989962   2.79858924   4.0598795
   4.77081874  -6.13548821  -8.66472762  -5.76248778]","[ -9.99180111e+00  -3.79902306e+00  -7.61879735e+00   3.50735914e+00
  -4.54097170e+00   2.31080761e+00  -1.11409105e+01  -5.29377194e+00
  -4.21021157e+00   5.28240261e-03  -3.12497760e-01  -4.36518730e+00
  -6.28523240e+00  -4.11411507e+00  -2.98987845e+00   7.55803075e-01
  -2.02222196e+00  -1.07652563e+00  -4.17143343e+00]","[ -5.96806215  -0.89032258   2.8025825   -5.35810704  -5.22620507
  -5.99190959 -13.60512653  -4.02131993   0.83030873  -1.20051153
  -0.42760617   2.88799063  -7.61741911  -8.31925135  -5.35810704
  -7.69968269   2.8025825   -5.35810704 -12.10354785]","[ -6.25394651 -10.82042867   1.72523952  -3.42060693  -6.67635942
  -6.69069696   0.14488733  -2.66972358   1.72523952  -3.42060693
  -9.63144027  -8.10298475  -4.10405941  -7.3051955   -6.12181267
  -5.76025379  -1.29564324  -7.16958048  -0.10151597]","[  3.8533955   -1.9608734  -13.89612955  -4.62325622  -8.31872212
   1.6389392   -6.3163977    1.25504083  -1.47932846  -5.61213322
  -5.14995128  -8.28597685  -6.72321233  -3.05853961   1.56958078
  -6.3163977   -3.7289704   -5.06107017  -6.13153698]","[-7.71027536 -5.60239779 -3.82755324 -6.26720979 -3.50698424 -9.7713582
  0.41290707 -4.65120411 -6.8739624   2.60651096 -2.58788015 -4.41083171
 -7.12489256 -3.29899393 -1.65246214  1.4684246  -7.90930124  0.08557549
 -3.82755324]","[ -5.92476467  -5.78657007   1.93757075  -2.58415392  -3.01033291
   2.76276843  -3.48938175  -9.10105143  -9.7363032   -2.63446751
  -3.63657736  -4.08096601  -3.92520512  -4.36995827  -5.17301805
  -6.35331616 -10.17989445  -5.80273685   1.01347214]","[ -2.56193187   1.52175011  -0.78462191  -0.3174929    1.81351914
  -5.42723057  -9.48200242 -11.58887044  -2.95726943  -1.21665879
  -4.90073925  -3.81117015  -2.04963716   4.48096561  -1.57320292
 -11.13487541  -7.30346745   0.19636191  -0.68923204]"
"[-4.9056551  -8.81936977 -8.81936977 -4.6289675  -8.81936977 -4.6289675
 -8.81936977 -4.6289675  -4.9056551  -8.81936977 -8.81936977 -4.6289675
 -7.1095007  -6.85923366 -8.81936977 -4.6289675  -8.81936977 -4.6289675
 -8.81936977]","[ -6.4946521   -5.50579079  -2.80249265   1.51170508   2.13285061
  -4.72689764   1.31311916  -5.19544312  -4.42445105  -0.69506443
  -5.19544312  -6.34373565  -2.28332205  -5.80491191  -3.2634683
 -10.25747074  -4.42445105  -2.28332205  -5.80491191]","[  0.4993858    4.84802159  -1.72843552 -14.08671894  -1.76038733
  -6.83258784  -3.6240687  -10.21836753   0.75131175  -9.30577188
  -7.98636043   0.47369089  -5.80794961  -9.27148489   0.4993858
   4.84802159  -3.31095422  -9.06535554 -14.13438085]","[ -5.2637343   -5.61492446   2.1868471   -5.00124508   6.18655668
  -3.18748616  -5.75340175  -5.67830629 -11.4330044   -5.66143695
  -1.80208603 -16.85047382  -4.11273133  -4.20951317  -6.9257947
  -3.70133579  -7.99556339 -12.19134927  -0.52154591]","[-4.82606001 -2.37781002 -7.71862071 -4.82606001 -5.84238403 -4.70462568
 -5.20769934  1.43768931 -2.81739114 -8.95381928 -3.88646601 -7.89406122
 -1.67910014 -0.78852345  0.05511489  2.38722665 -3.15742794 -4.36449114
 -7.71862071]","[ -6.68128247  -6.81083484  -2.50286994   0.10714246  -6.41862424
 -10.84004327  -6.41862424 -10.84004327   5.4543898   -7.38641392
   0.87868668  -3.4918096    0.89957607   1.94746867  -0.60440584
  -9.10875217  -6.62937758   0.3587068   -9.74139896]","[-7.02054263 -8.76644189 -5.07636604 -6.0858956  -4.91818217 -0.32280351
 -3.71478415 -6.20021046 -1.80757846 -6.53184328 -5.01747541 -6.65301142
 -4.06519528  1.64137355 -6.11173901 -6.20021046 -4.07413366 -9.75990141
 -3.55183168]","[-5.7811511  -1.4816208  -1.83451625 -3.66777966 -0.53452745 -4.04744284
  2.81982084 -3.18154824 -7.62969683 -5.56613043 -2.8030677  -7.57211697
 -9.27312606 -8.28464616 -6.15700917 -4.93373593 -6.94303234 -9.63963541
  0.43540491]","[ -4.50702711  -5.49005987  -1.90189942  -1.92531628  -6.71064632
  -5.52152346   0.77193233  -8.34896193   3.78453867 -10.40769008
  -4.89011567  -2.03598314  -8.21118707  -3.5945059    0.5540946
  -6.30356051 -11.9037215   -6.66965126 -17.02224187]","[ -9.48784416  -6.04909722  -3.35144181 -14.14545814  -9.25982411
 -11.14830175  -4.36217306  -3.95078358  -7.44145569  -7.33529198
  -8.63636131   1.38827856  -4.80422534  -5.00330291  -1.71653884
   0.63799179  -6.00214998  -0.59946744  -5.58380012]"
"[-5.36852432 -6.59597316 -6.59597316 -3.60181096 -6.59597316 -3.60181096
 -5.36852432 -6.59597316 -6.59597316 -3.60181096 -6.59597316 -3.60181096
 -6.73628852 -8.9906609  -6.59597316 -3.60181096 -5.36852432 -6.59597316
 -3.60181096]","[-0.7349394  -0.30800233 -6.78110251 -6.31460601 -5.28085665  1.35534213
 -6.48566986 -2.75655231  3.87640301 -4.06635407 -2.75655231  1.51580708
 -2.63568164  1.81091203 -0.30800233  3.3751359   2.28492902 -5.28085665
  1.35534213]","[-3.23552224  0.22908675 -1.72207386 -6.89963281 -4.24593607 -2.42662022
  4.17241861 -2.94646676  2.23987476 -6.77980901 -8.1190625  -6.77980901
 -8.1190625  -0.96598533  0.51966455 -1.04395826 -9.45815648 -0.07258269
  4.86983325]","[ -0.31649098  -4.3408305   -6.19233549  -0.93750794  -6.51676065
   2.05700332  -9.90006949  -3.33769215  -4.19990349  -9.22648659
  -7.19079704  -6.20038856   5.7080925   -2.35376367   0.07124376
  -2.76854359 -10.66853999  -4.64053461  -3.382856  ]","[-10.11671331  -2.30421832  -4.7097929   -2.4912891   -2.4912891
  -9.08179393  -3.74039659  -4.16730209  -9.37838589  -0.56388262
  -7.37571853  -3.54898596 -13.53151867  -4.85451577  -4.41141595
  -9.08179393  -8.60846093  -3.56407515   0.85668092]","[-0.8618553  -4.28174121 -5.71044896  1.89557545 -1.15875564 -2.88770051
  2.27448645 -4.22921031 -9.65723919 -0.8618553  -9.65723919 -0.8618553
  3.65945384 -1.91229825 -2.62646575 -8.49005979 -2.85853319  0.85484717
 -1.67060509]","[  1.63970601  -6.94889047  -5.48562455  -4.22415118  -7.84672363
  -4.07782867  -3.39928627  -5.62724866  -2.678129    -4.0725276
  -9.98566928  -9.98566928   1.31313085  -7.92728631 -10.18083627
  -3.71028212  -6.25018591  -7.92393166  -8.25634434]","[ -7.58944783  -5.50292944  -8.14336028  -7.82624737  -5.15636744
  -4.26826982  -1.76611623 -10.27031924  -7.30835854   0.74685326
  -0.05655395  -4.04545767  -8.15608757  -1.62354989 -11.7181149
  -9.90876559  -5.02426684  -6.66690453   1.28841155]","[ -7.83872211  -9.80338708  -0.13623271   4.16098264  -7.2218186
 -11.86598083  -5.14754521  -6.76076563  -6.40238625   2.43951523
  -6.88779038  -9.09009499  -9.10628986  -3.65598051  -2.05566099
  -8.86229447  -1.13413438  -3.81789524  -4.9262155 ]","[ -3.97674196  -7.61606783  -3.73777685 -11.16538162  -9.13054429
 -12.19543644  -7.82763112  -1.05011713  -0.07353179   0.1142385
   0.34271784  -8.13750895 -11.07891234  -7.33998843  -4.0270733
  -7.73222356  -4.96658212  -7.22413754  -8.49996108]"
"[-7.36887871 -3.96147807 -6.71460279 -3.41012519 -7.36887871 -3.96147807
 -3.41012519 -7.36887871 -3.41012519 -7.36887871 -7.36887871 -3.96147807
 -6.07586704 -6.71460279 -7.36887871 -3.96147807 -7.36887871 -3.96147807
 -7.36887871]","[ -3.34502088  -6.17351796  -3.34502088  -6.17351796  -5.69854239
  -5.36560814  -2.27378156  -5.734431    -5.0713103   -6.32099003
  -6.69724986  -3.12574039  -5.0713103  -11.01437602  -5.06696529
   1.54480354  -2.55569683  -2.55569683   1.48671781]","[ -3.53699131  -3.2041031   -3.455579   -10.05875271 -13.48874932
  -2.00727968  -6.32009947  -1.78168441   0.25959223  -0.88804961
  -6.61333303   2.75981617  -0.54477814   4.99011617  -2.45856726
  -9.25895376  -7.2108168   -8.20336989   0.25959223]","[  0.32278631  -7.06188841  -3.9871923   -4.23686137  -7.60284858
 -10.6068037   -4.62794408  -4.16933609  -7.41908152   2.28118217
  -4.18904286  -4.50404227  -3.0556887   -4.20725645 -11.85104733
  -1.91566828  -7.49274186  -5.36433109  -5.58682293]","[ -5.1695414  -10.35910169  -8.38964135  -3.61480528  -9.45720312
  -2.14333143  -9.06799604  -9.45720312  -6.89342992 -12.32511156
  -2.14333143  -8.21243853  -3.39451299  -3.48737675 -11.33151324
  -4.40167388  -2.53011087  -3.005168    -6.45545659]","[ -5.653122    -4.88988443   4.74556673   4.02860009  -0.42263403
  -5.03419911   3.72385193  -6.13339115   2.93258597  -3.47806881
  -6.53485154   0.17419892  -1.37859658  -7.24475391  -4.20466649
  -4.20466649   3.72385193  -7.93360927 -10.25841716]","[ -6.01261475  -3.70241905   1.34011516  -1.37622219   0.82135825
  -4.87732473  -4.08687069 -10.01787074  -1.37622219  -6.69542991
   1.42782918  -1.27213266  -1.70377088  -5.56814561  -1.60422887
  -6.46832548 -12.81854045   1.77858947  -5.57403879]","[ 5.80702227 -9.77839921 -2.46334199 -5.57296324 -8.06170233 -7.65609544
 -5.73746472  3.56583484 -8.1056967  -4.89752882 -0.46078492 -9.93348445
 -0.10012356 -2.32607076 -5.13672443 -3.50974543 -2.20734962  3.13123501
 -0.56348011]","[ -2.02021665  -1.95023169  -6.3931125   -9.7451621   -3.05420343
  -5.97100956 -10.80673266  -8.81897259  -8.87390184  -0.56069748
  -3.62917718  -8.20574087  -3.77603069  -0.49934155  -4.8289897
  -6.8488069   -5.80998565  -5.59902232  -1.46576789]","[ -3.57807094  -4.42310553  -2.5842986   -0.42053073   1.91554361
   1.35066032 -12.4410875   -8.51905065  -3.1510615   -1.12473173
  -2.88612342  -3.81870635  -4.09419499  -7.5547957  -10.5567696
  -4.10926754  -9.37398721  -2.63699429  -7.76456082]"
"[ -4.65883298   1.36932464   1.36932464 -11.46309473  -3.72572825
  -7.55334502  -4.65883298   1.36932464  -4.65883298   1.36932464
   1.36932464 -11.46309473   1.36932464 -11.46309473  -7.55334502
  -4.65883298   1.36932464 -11.46309473   1.36932464]","[ -4.88547899  -7.43755118  -4.88547899  -7.43755118   1.29534187
  -5.63766728  -0.72810561  -4.99880114  -6.18221715  -2.79537853
  -4.83343187  -3.07436727  -5.63766728  -5.51706425  -5.27462726
   1.43329317  -2.79537853 -10.47773034   0.03123877]","[ -8.25305877e-01   5.65950233e-01  -1.08981491e+00  -3.07750092e-03
   5.65950233e-01  -6.44804727e+00   4.84033610e+00   2.71523391e+00
   8.54260422e-01  -4.73249833e+00  -5.30796486e+00   1.05392279e-01
  -8.25305877e-01  -7.17548552e+00  -3.65601418e+00  -1.77544643e+00
  -1.45546375e+00  -7.35887244e+00  -8.36544424e+00]","[ -2.5714345  -11.96304054  -0.41841046  -6.343759   -10.64373556
  -7.15425996  -6.16756026 -10.59871629  -0.49238872   5.0028345
   6.68858881   0.6905037    0.4014687   -5.27657925  -4.07453322
   0.30541627  -2.601425    -4.52816259  -3.21208434]","[ 1.92764849 -6.70502699 -8.98804128 -9.98830882 -2.86939263  1.18903203
 -3.24622896 -6.55309806 -0.2184426   2.60335262 -2.58095413 -9.43423731
 -4.46747498 -8.21627878 -3.62780882 -1.92168247 -8.21627878 -3.62780882
 -0.63608124]","[-6.13859103 -1.85808917  0.3604456  -5.42429433  3.92362517 -6.09457056
 -2.73019967 -5.06932044 -0.41860404  3.51872289 -6.21334511 -8.98140883
 -6.98899299 -6.09457056 -6.13859103 -4.62884131 -7.878186    0.26305545
 -0.62822193]","[-4.06947531 -5.64326757 -6.44158484 -4.09243178 -7.63591969 -2.80228897
 -6.78197211 -4.06947531 -4.1849654  -2.28270602 -5.50881864 -5.06901903
 -1.41779748 -8.92341679 -3.75755573 -2.95494773  0.43909789 -0.7017077
  1.37202916]","[ -4.10118352  -8.17142079  -2.51271234  -5.57037024  -8.04547923
   1.62939354  -6.19731572  -1.98641467   0.50184761  -7.58424441
  -6.20379741   0.03764919  -5.11206604  -6.91199852 -12.28043155
  -1.20397055   2.82109535  -5.57704576 -12.15436174]","[ -4.23343903  -2.31563278  -8.69113874 -11.56412995 -11.69772849
  -1.8655956   -3.89132063  -5.52192633  -2.86449926  -4.8965288
  -4.91206287  -8.51197805  -3.77251819  -4.83844569  -9.11280789
  -1.97903128  -4.27684783  -2.5277877   -7.17968118]","[  1.42538516   0.32496156  -5.10992938  -1.6519722   -3.35962095
 -14.09972491  -7.82898063  -0.9025657   -8.10006434   0.12173679
  -0.03620395  -0.25002982  -0.30341328   2.57157496  -3.81020071
  -7.85582352  -5.07255819  -0.21762109  -6.20855953]"
"[-11.47743248  -5.32902485 -11.47743248  -5.32902485  -5.32902485
  -2.1518357   -5.32902485  -2.1518357    1.26103673 -11.47743248
  -5.32902485  -2.1518357  -11.47743248  -5.32902485  -5.32902485
  -2.1518357  -11.47743248  -5.06617262   1.26103673]","[ 1.52935077 -2.40865255 -2.16537101 -4.07803373  1.52935077 -2.40865255
 -7.73970441 -4.59060493 -5.33540808 -4.93042843 -4.93042843 -2.95571625
 -2.16537101 -4.07803373  2.05015657 -4.47576783 -4.94539913 -5.96421762
 -4.62733966]","[ 3.06840046  1.55451654  4.3878971  -5.3289809  -6.23815363  2.80089345
  6.64917902 -3.89637458  0.56066044 -6.23815363  0.01220438 -0.77591934
  2.80089345  0.94721322 -6.4323525  -9.94629714 -2.90957832 -8.02513091
 -2.62292225]","[-8.28587928  2.54006034 -6.43303115  2.19167767 -1.02389664  4.17373147
 -2.17972596 -7.01049752 -2.9897832  -4.5967994  -4.23226567 -6.22207453
 -4.01132714  0.80573965 -1.98833311 -4.5807836  -2.92516364 -0.27293969
 -7.01316228]","[-3.44420048  0.87166518 -0.80164648  2.98440608 -4.40089831 -9.51093599
 -9.57171235  5.70230215  1.48789278 -7.49785065 -4.94263606 -5.97948763
 -1.99365483  2.98440608 -1.75944618 -3.68863993 -0.80164648 -2.23382393
 -3.99100397]","[-2.28822021 -0.11131438 -1.78132048 -2.94853949 -2.94853949 -6.61064175
 -6.23525045 -1.78132048 -9.32727409 -5.57845831  1.87837365  0.4846361
 -0.39845547 -0.41419315  0.24214349 -9.56949075 -1.58029265 -1.51715185]","[ -1.41150837  -6.83890038   0.94590911  -4.30334585  -5.65471796
  -2.78685208  -2.78685208   0.84886568 -10.02830397   1.39889083
   0.71949899  -0.38727564  -3.07489374  -9.46183112  -6.08650866
   1.64622296  -8.20553821  -9.52145836  -3.50373691]","[-7.25309097 -9.35265191  3.99301208 -2.04814716  0.09518673 -6.96836824
 -6.07793607  0.05333552 -6.76870656 -2.53466549 -2.27971548 -5.0523026
 -6.31515852 -1.91388178 -1.51349534 -5.59423558 -3.44287606  1.38528082
  1.86695898]","[-6.80534763  0.23616676 -0.2345075  -7.1130334  -6.74667598 -8.48651106
 -9.19081061 -8.62206358  5.38718031  1.0687131  -4.6981694  -8.67197178
 -2.02163695 -3.91108318 -5.72984404 -5.92619843 -9.67584805 -6.50353742
 -9.02913127]","[ -7.38748952  -1.04757843  -7.03923919  -3.90637322  -4.64881754
  -4.93230209  -2.46803951  -6.21614118   3.73219878  -3.46160088
   1.7616126   -8.08724485  -6.11234252  -5.4879714   -0.4346038
  -9.1648124  -12.01854006  -9.24746119 -11.5812832 ]"
