nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
4,100,59,95,94,100,100,58,72,100
17,100,60,100,62,94,39,100,64,100
1,100,69,100,100,89,100,100,76,100
6,53,52,35,1,48,57,61,46,54
19,25,2,38,40,100,20,16,12,65
8,26,43,24,51,31,58,19,20,57
2,22,1,16,18,34,15,6,55,20
5,30,13,10,26,27,12,5,48,67
6,19,19,1,13,19,9,3,7,12
2,13,9,5,9,20,5,3,9,31
12,9,7,4,22,5,7,6,4,29
7,11,5,6,11,4,9,9,3,22
11,7,9,6,7,6,3,4,6,7
2,7,11,11,5,7,4,7,6,10
1,6,7,3,5,12,4,5,6,6
1,8,2,5,20,3,2,4,5,7
3,8,3,3,4,6,4,2,7,3
5,2,4,3,9,4,7,2,7,10
3,2,5,3,8,8,3,3,2,3
3,7,13,2,6,4,3,4,4,12
1,17,6,3,3,2,2,3,3,4
10,6,1,14,6,5,2,3,3,4
6,2,4,3,6,5,3,2,4,3
3,2,5,3,14,2,2,1,2,1
3,2,6,7,2,2,7,2,8,7
7,3,1,5,9,1,3,2,2,5
2,3,2,1,6,2,2,2,2,9
3,7,3,2,12,2,2,2,6,3
3,1,4,3,7,1,2,3,2,5
8,3,8,2,4,3,6,2,4,2
2,4,8,1,9,4,2,3,3,1
4,2,2,2,2,10,5,4,9,2
3,6,7,2,2,4,6,7,2,4
4,3,5,5,9,7,6,6,5,2
9,3,3,2,4,4,2,2,12,6
7,11,6,2,2,3,2,2,4,3
3,2,17,3,1,7,2,3,3,12
9,6,3,7,2,2,3,10,4,5
7,5,5,5,2,3,3,7,6,2
2,5,8,3,2,5,6,2,8,10
4,2,3,5,1,3,2,2,2,3
7,2,19,3,2,10,3,2,2,3
7,3,3,7,3,2,3,3,2,5
10,6,2,3,1,3,2,3,7,3
2,9,3,3,10,4,2,4,6,5
3,7,3,1,1,3,2,10,3,5
3,18,10,3,1,5,6,11,2,10
8,6,3,10,4,2,1,4,5,3
37,2,2,2,6,3,3,4,3,7
5,3,6,2,1,6,3,3,2,3
5,3,3,5,1,9,3,3,2,5
1,1,2,2,1,3,2,2,5,1
6,3,4,3,1,10,1,5,5,2
8,3,1,3,2,9,2,3,2,3
2,3,4,3,2,16,1,3,2,1
9,2,4,4,1,3,3,3,1,2
3,4,3,2,3,5,2,2,3,2
2,2,1,1,2,2,3,2,3,3
8,1,2,4,2,4,2,4,3,2
3,1,11,2,3,3,2,2,3,2
1,2,1,1,2,3,3,1,5,2
2,2,4,2,1,5,5,1,4,2
6,2,6,6,2,7,3,1,2,2
3,1,3,4,2,5,5,2,1,3
4,1,3,3,6,9,5,2,1,1
8,2,2,1,4,8,5,3,4,9
2,2,1,2,4,5,3,3,2,1
2,8,2,3,3,2,2,4,2,1
3,6,2,7,2,3,5,4,2,7
3,9,8,13,3,8,3,3,3,6
3,2,2,5,4,2,2,3,2,1
4,6,5,1,4,5,4,2,2,2
8,2,3,2,2,5,6,2,1,3
5,2,4,3,2,13,2,7,3,2
4,2,15,3,2,6,6,6,2,2
4,2,4,1,1,10,4,3,2,1
7,11,4,2,1,5,3,9,3,1
4,2,3,1,1,8,18,3,8,1
15,12,3,2,1,1,3,4,4,1
6,12,2,2,6,5,3,7,8,1
3,7,2,1,1,2,3,6,5,10
2,1,4,1,7,2,5,3,3,2
9,9,2,2,2,3,8,4,4,2
5,3,4,2,13,4,5,3,2,3
4,5,1,1,1,11,7,11,5,2
2,1,2,3,2,1,3,1,5,1
5,2,3,3,5,3,8,3,1,3
1,5,2,2,1,6,3,10,2,1
2,8,5,5,1,5,5,4,3,14
2,3,4,4,1,2,4,2,2,2
5,2,5,1,3,10,2,4,2,4
4,1,7,2,2,8,2,3,2,3
4,2,4,7,3,3,5,9,2,2
3,3,5,2,2,2,1,5,2,2
4,2,3,1,19,11,6,4,2,3
3,3,2,6,12,8,2,2,4,2
2,2,12,4,6,3,3,4,1,3
1,7,5,3,4,4,1,3,4,3
2,4,3,3,7,10,5,5,2,2
