,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,9.34060786741901e-06,9.595211400583903e-06,1.1761327589392565e-05,1.654532212728766e-05,2.6198017966960326e-05,2.6570703240990368e-05,1.992763808499518e-05,2.2915395538785173e-05,1.5368667758371946e-05,1.8291909661140415e-05
1,1.5949680816224163e-05,2.7317143342642243e-05,2.711493318424583e-05,2.6647987845883853e-05,1.9623980160983517e-05,2.388979918969496e-05,1.892965280855499e-05,4.708017559498169e-05,1.2953877239793728e-05,1.851574139985975e-05
2,1.7491081956570927e-05,3.0941308451363796e-05,1.760700876840426e-05,2.309898167580625e-05,1.7560258696431838e-05,2.3397617649032715e-05,1.3319700002457982e-05,1.764169006471501e-05,2.6001375190083765e-05,2.0152437570304456e-05
3,1.1510078143517217e-05,5.825356754863653e-06,9.973307967538482e-06,2.3623583786767883e-05,9.663333536511593e-06,1.9454453760954396e-05,1.4638139676348176e-05,2.9768607454293477e-05,2.381735231355651e-05,4.708914869988968e-05
4,1.6202847000643303e-05,2.2929066424130455e-05,1.4995162987977859e-05,1.6759014323312345e-05,1.791302836591912e-05,2.751025856245089e-05,1.1615093503803092e-05,1.36046513203669e-05,9.849881119795714e-06,1.9793404954940188e-05
5,1.3918679220068828e-05,1.6177926768815646e-05,1.8792568834034183e-05,1.5217183251978084e-05,1.905346609244301e-05,2.078786066883892e-05,1.3990810122121001e-05,3.2301192440142314e-05,1.561094373919959e-05,1.257582676438056e-05
6,1.960097265508102e-06,2.738913683001353e-05,1.6005943515083777e-05,1.645446151389197e-05,2.8375462269490202e-05,2.8808430090735357e-05,2.2306351428371653e-05,2.9680636802940705e-05,1.605682753946974e-05,1.6767042789547906e-05
7,7.845809326919406e-06,1.6538014337547564e-05,2.6080420936457024e-05,6.293881387618384e-06,2.0391699376984943e-05,1.4898629463789666e-05,1.293555789997985e-05,3.792398341403335e-05,1.1997357035849115e-05,1.7036818399933516e-05
8,3.891381158907492e-06,1.3933313198019742e-05,4.310339308925961e-05,3.393877847446515e-05,2.379342005992749e-05,8.15203057102057e-06,1.667468805695283e-05,1.1058405273518895e-05,3.8275315172476424e-05,9.555005282881015e-06
9,6.0638403764532535e-06,3.024363097178551e-05,1.6487112744808572e-05,4.894085220215568e-06,1.9230683494929542e-05,3.0015501284334236e-05,1.116896815789505e-05,1.9351784335632055e-05,1.653249978010828e-05,1.560321024934806e-05
10,4.28908549342597e-06,3.052942344218296e-05,2.5435352464821214e-05,9.629165170720804e-06,1.5055926881688613e-05,1.4230560702385623e-05,1.4881641453814238e-05,1.8704650029446264e-05,2.203898310153095e-05,8.077198208825157e-06
11,1.3908370660233887e-05,1.163163811906447e-05,3.80934509852182e-05,1.1317488261439487e-05,1.4507850709791811e-05,1.1350431228327684e-05,9.228577691066052e-06,1.7298130052290686e-05,2.5471126797539225e-05,1.3159753945152306e-05
12,1.0183696327946764e-05,1.4042836392355194e-05,5.503119077590028e-05,2.5308901588707218e-05,2.3144733373479512e-05,2.6080983644800067e-05,2.4631591907951725e-05,1.8748610776806946e-05,1.2280263307467495e-05,1.2888941483129358e-05
13,1.8166015191768188e-05,9.82008095231325e-06,2.169182512086392e-05,4.169618875612871e-06,1.1357862690363542e-05,1.9124475090261425e-05,1.0566439176183152e-05,1.5135027487500523e-05,2.0530206850665945e-05,1.625600337632112e-05
14,1.744630394123932e-05,1.6511521827274993e-05,1.293837423435984e-05,1.4298753888135622e-06,1.786804811662866e-05,9.945143836432564e-06,1.7431569271838646e-05,8.280124992497345e-06,9.811432016721484e-06,1.4170136123521036e-05
15,1.1853264935736977e-05,3.0169036389994562e-05,1.039874433426951e-05,6.015261621129634e-06,2.9813213993295388e-05,1.1902653060193455e-05,2.0459175682490875e-05,3.539804961524743e-05,3.121851004438447e-05,1.0672813341764092e-05
16,6.405340035766939e-06,2.450931155972163e-05,1.804242975449577e-05,1.2685098578418004e-05,1.096879141049231e-05,1.3350176750199601e-05,1.95794239079677e-05,9.950102645627662e-06,1.9900808992855916e-06,-1.5139503022569082e-06
17,7.987666509533149e-06,1.8706000903169222e-05,2.7424172420050595e-05,1.2280266491088626e-05,1.8871613463627522e-05,2.3771879827713614e-05,1.1643181817014647e-05,2.7174124346227926e-05,6.320017528623705e-06,2.303458974891534e-05
18,1.0416362911004223e-05,2.0536268631642878e-05,2.3382809824340244e-05,3.086390847437872e-06,1.5897671860184932e-05,1.1064026799488636e-05,1.2374106817696798e-05,1.4089708016616849e-05,9.300138118130315e-06,2.296832118448359e-05
19,1.2975884795332426e-05,2.2451763518634187e-05,1.53918007261706e-05,8.963955510121923e-06,3.112728848564965e-05,2.1292869345926625e-05,7.905119041218096e-06,8.679478966786682e-06,5.0489820870950475e-06,8.609173185934142e-06
20,1.9485502780557514e-05,2.8466146174393914e-05,1.838320063294425e-05,1.306005522897604e-05,4.456255026861711e-05,1.3453595741814973e-05,9.95816724895562e-06,1.1174257563228343e-05,8.692787064087211e-06,1.4268839217691013e-05
21,1.6612648220361966e-05,1.747472478577578e-05,2.497283402188124e-06,2.0020064739082023e-05,4.285199095746118e-05,4.587690558084738e-06,9.022304826834966e-06,1.4531377268488135e-05,8.757799208665753e-06,8.786873254047832e-06
22,9.206647172777617e-06,3.0069997206460222e-05,1.0022461737746982e-05,9.39738718298955e-06,1.8848106875308333e-05,9.750028369376318e-06,1.1466883434419608e-05,7.947387626046926e-07,2.443467086795258e-05,3.3069796942372125e-05
23,1.260687940993971e-05,1.453816287036483e-05,1.732201449035787e-06,7.736759575708272e-07,2.5174968320543276e-05,1.6590656519266186e-05,9.208226710187862e-06,8.631084548208986e-06,5.74002344953829e-06,1.742697271007516e-05
24,1.422547843505637e-05,1.5726102661027155e-05,-2.848284804916078e-06,3.1237380559706506e-06,5.0210558614280926e-05,9.264222867446858e-06,2.083623850041169e-06,1.3080897418916032e-06,1.0408374396456257e-05,2.3255861985324553e-05
25,9.938736963460765e-06,1.911033547241463e-05,2.216810448051128e-06,1.9219332472502027e-06,2.732004422251436e-05,3.5110661339810048e-06,8.254514848382385e-06,8.231049781416578e-06,-2.551193495482532e-06,1.332026422836054e-05
26,1.1938318251131774e-05,2.414228447097538e-05,1.4479908490285923e-05,1.227904960149518e-05,3.5330321619081535e-05,2.57232090429253e-05,7.992264286823902e-06,8.527296118538196e-06,1.0113609286583898e-05,2.126211315607034e-05
27,1.106222249721718e-05,2.6849061844849635e-05,3.3348781078779424e-06,3.407543075266767e-05,1.985422748106931e-05,3.1537936808277626e-05,1.4826891535119472e-05,1.5247655128552818e-06,5.7568648010169665e-06,2.954997037871205e-05
28,2.2527916393014816e-05,2.2839566340389315e-05,1.7878285730336046e-05,5.528897495508884e-06,5.1547353747829e-05,1.7860906019976805e-05,3.169444870834591e-06,-4.456946672035026e-06,1.2819408243045657e-05,1.2868864638457894e-05
29,1.4499415570249861e-05,1.9999111148496083e-05,1.207702608741182e-05,6.7853200618853255e-06,5.0822899309027565e-05,1.4257974774772524e-05,7.216722523973512e-06,1.7191498952977217e-05,8.02161126569396e-06,1.3535415033528539e-05
30,1.4755403909022002e-05,1.3870154199803799e-05,2.8895446224320623e-05,4.49713161379152e-06,4.059086354293168e-05,1.1518231806868946e-05,4.310304915691347e-06,9.593307042850547e-06,1.785417601545212e-05,2.915140189024573e-05
31,1.943870857846296e-05,2.056528497616028e-05,1.6448202373771802e-05,3.4720136464773417e-06,2.734203371184081e-05,1.4710818861810815e-05,1.2790605892248843e-05,8.11421367711644e-06,3.9272679511723856e-06,4.6540693984041564e-05
32,8.806159609090776e-06,3.023529767656978e-05,1.8033139038404794e-05,2.787607868873127e-06,2.5756929988254573e-05,2.2247000157090045e-05,6.674568205112489e-06,9.579211795641793e-06,1.0937041957331268e-05,8.97956428019592e-06
33,9.64933876911107e-06,1.5627729998253233e-05,6.165701576555495e-06,1.1041734549984464e-05,4.9346482650028246e-05,4.4644941789348996e-05,1.0046915485671671e-05,1.5338517661102536e-05,1.1014943256390362e-05,2.2477257155453512e-05
34,1.7429436111280673e-05,3.938466552700701e-05,1.0524161520115074e-05,1.7340048934412546e-05,3.430956477330482e-05,1.5360643764655667e-05,1.0892023616213748e-05,2.2980058809233223e-05,1.3353879583948195e-05,1.2035068475464498e-05
35,1.1192647903356905e-05,2.81432689109284e-05,2.050765646281589e-05,1.5309823272390742e-05,6.427743986160385e-05,1.8421465347517036e-05,8.244105899012129e-06,1.1190538053022529e-05,2.863403586216641e-05,2.6546226714602247e-05
36,8.176530380460933e-06,2.3832127010774238e-05,2.2810027257920252e-05,4.5686291950348705e-07,2.9058096542331508e-05,6.321330793582048e-06,6.256424374969745e-06,7.913329777583683e-06,1.5170859157049697e-05,1.862923980924436e-05
37,2.0713623824684936e-05,2.7081964322062924e-05,2.2153123654422764e-05,5.538999134374545e-06,7.522171228631057e-05,5.050496744334842e-05,1.5363470232519283e-05,1.0097100515483921e-05,1.113890484910926e-05,1.3950090653013654e-05
38,5.14587547010042e-06,2.1014945733049774e-05,1.1278654873945115e-05,8.581352733982507e-06,7.021112188419883e-06,1.9678697875080997e-05,1.0556117453879009e-05,3.8339148207336445e-05,1.7759386398732608e-05,1.49030168636577e-05
39,5.829738839923253e-06,1.6711715187002407e-05,2.8420441088900155e-05,1.3926307848252629e-05,1.3797112904585516e-05,1.3254348305355863e-05,1.117946966049792e-05,1.549027048659014e-05,1.2274342210743381e-05,1.0881875032078564e-05
40,9.035986386445736e-06,1.3615084225277934e-05,1.8971264639480474e-05,6.3184863455364815e-06,1.791364433428917e-05,9.398656201764026e-06,1.2390619430952418e-05,1.4127620376112046e-05,1.9423293165291576e-05,1.8406212298170623e-05
41,7.28912500093703e-06,3.8098495430525164e-05,1.775751602830155e-05,1.1728886757841317e-05,6.340881690912353e-05,1.6615329587419635e-05,7.245358735068119e-06,2.272512367673113e-06,1.2471594680250887e-06,1.5899415758935832e-05
42,8.25751060997432e-06,1.4310376419411883e-05,2.6853151293334606e-05,1.144062203846197e-05,3.3993905977472565e-05,1.096434922495235e-05,4.409288227543742e-06,3.094180428108331e-06,1.830468823139642e-05,1.3984240225951683e-05
43,1.4386791948185174e-05,1.7502045134512467e-05,2.0339028719612368e-06,9.277074522835087e-06,5.01016977655611e-05,2.1428162516426944e-05,8.170143011406463e-06,2.9394360277302556e-06,1.1733780076581465e-05,9.204862569053563e-06
44,1.6286275504347634e-05,3.2046341339272546e-05,1.525309293083114e-05,4.030951992131328e-06,8.383925458949782e-05,6.067056372601016e-06,1.4346119359728262e-05,2.51557765628546e-06,1.2373665783138934e-05,7.790365595465199e-06
45,2.8920397889930586e-05,1.4006596980253267e-05,1.323063157869917e-05,6.588225738872018e-06,1.941139770550029e-05,1.9535624267248506e-05,1.365053733861115e-05,1.974862755168452e-05,-1.5423874521142796e-06,4.578736469223394e-06
46,1.8849896463859067e-05,4.821837704605831e-06,2.4784230131682975e-05,6.463575784577168e-06,9.090368510766441e-05,1.069195978330565e-05,5.878695600892916e-06,4.465893681468735e-06,5.478865870665949e-06,1.0856340966982827e-05
47,1.9236376843230534e-05,3.139034875087003e-05,2.36250127589437e-05,1.321951315462186e-05,3.67081030394945e-05,-3.0869090279826114e-07,1.1329063197020468e-05,1.0819436430408058e-05,9.220191271283432e-06,1.7627719158682247e-05
48,1.7497953276505678e-05,5.9797137575677e-06,2.1357915786628136e-05,3.312132929845052e-06,3.362536257942768e-05,2.2179972425162033e-05,1.3936916736325435e-05,-1.3503581804819568e-06,6.68376699819758e-06,-3.2253232706189263e-06
49,2.0871237502397947e-05,5.315541636604954e-06,2.0381320361774882e-05,1.4291438269816044e-05,9.05640396569728e-05,3.891221452512704e-05,4.643643609022488e-06,1.390376818838809e-06,6.271497022857029e-07,1.6082254340877047e-05
50,1.455430781965537e-05,1.7245477312933005e-05,3.323695453824677e-05,2.5018925357835354e-06,3.800655649947453e-05,5.54027534601146e-06,2.0546801833101634e-05,9.478858681796013e-06,-3.1133758472048827e-06,5.416121389027211e-06
51,1.9666410302218943e-05,3.549098932105905e-05,1.3975433283956586e-05,9.677130395627092e-06,3.4571005295155026e-05,3.396039457169003e-05,1.5804313002469934e-05,-2.671393033021585e-06,1.804565450036235e-05,1.7739979189574565e-05
52,1.9160265874509582e-05,4.0707788591048475e-05,1.843406745608692e-05,3.1125946654552972e-06,3.6966331831063995e-05,1.7578955939655904e-05,1.261962697196857e-05,1.1187586592573487e-05,1.4074077505448207e-05,1.1097467527926203e-05
53,7.5835318616608125e-06,2.081016403295464e-05,6.058644307098189e-06,1.0472375704342505e-05,4.0460574788442403e-05,1.4861227120730206e-05,1.5514026134197722e-05,-3.730050405398371e-07,1.1321913940611843e-05,2.3215513036089083e-05
54,1.9093480382071356e-05,1.3994321750508288e-05,2.1962607111572953e-05,1.0240469409564967e-05,5.230152846498537e-05,1.0687168215161198e-05,1.431126085618713e-05,6.5873193903920905e-06,1.5615020349777617e-05,2.5247653733099603e-06
55,2.4496230098249465e-05,1.2607484293325128e-05,1.5063931848548568e-05,1.0125764507050414e-05,1.9654808646641343e-05,1.570293505767185e-05,3.0151370923545093e-05,1.1289660786854809e-05,1.0070324024008105e-05,2.198499684860841e-05
56,1.4443380036813863e-05,1.3967290721846279e-05,1.976883646905709e-05,1.3022206015623538e-05,5.1158334686645694e-05,1.552728596007563e-05,2.041407797146054e-05,2.2031878845463065e-05,1.2916893138510964e-05,2.74079064136905e-05
57,1.5366078426314103e-05,6.930975620204182e-07,1.6943767961736375e-05,6.000080875095358e-06,3.556485883781371e-05,1.503419950809739e-05,1.4332959869592485e-05,1.6424817799713108e-05,8.75467461095831e-06,1.9996260966764572e-05
58,6.245823931028103e-06,1.2383041998395453e-05,1.0750596112742905e-05,1.3653864599905572e-05,5.226102784979002e-05,1.785671326029459e-05,2.6551612317554744e-05,2.5170957698776143e-05,1.2567388388579968e-05,2.314348738857538e-05
59,1.3126281651037453e-05,2.5725303435442864e-05,8.514274601030811e-06,1.3783938456566282e-05,4.571749019872832e-05,2.4755131958899106e-05,1.731475089570258e-05,8.021311807562124e-06,7.056541993082615e-06,3.231770400157178e-05
60,1.1611105437707445e-05,1.0941702768317389e-05,2.627894746199119e-05,3.7376492899547078e-06,4.897788394751719e-05,1.1204078388115241e-05,1.8213402793130003e-05,1.2258904784032967e-05,1.5638941180831294e-05,4.415042871565824e-05
61,6.213659217166312e-06,1.1481988649406215e-05,1.3934531840683844e-05,2.0310403508457076e-05,3.4204361495563016e-06,3.646339259009894e-05,1.26101800538859e-05,7.74993667347838e-06,3.0151420296209226e-06,1.6021647309103083e-05
62,2.5064355103957536e-05,8.359599809137714e-06,1.2330151868591655e-05,1.3088694898724538e-05,5.4999031927245664e-05,1.8303269167330396e-05,7.025031188553186e-06,4.265462332446382e-06,9.997208608571033e-06,1.876327380802659e-05
63,1.0628200578220347e-05,8.283411987099294e-06,1.88965953067624e-05,6.158386884004687e-06,8.407159705969724e-05,2.8482054704844512e-05,7.81385720943515e-06,2.2180494852650625e-06,1.8685639998353865e-05,1.107479211752637e-05
64,1.3739481919028922e-05,1.1192600871709069e-05,1.5649876822227752e-05,1.5242162337629356e-05,3.3068873548999814e-05,1.425336461189951e-05,2.3095166587839912e-05,1.13243845856106e-05,1.312756580617053e-05,3.8699306918264136e-05
65,9.364700266683992e-06,3.9861009175756865e-06,9.069018998042842e-06,1.9820628946479726e-05,7.181664830214986e-05,2.2392508508267664e-05,1.1505127551811628e-05,7.553077432568143e-06,7.432048136875046e-06,2.203548126202104e-05
66,1.4251525904555418e-05,1.1118381536097469e-05,1.897211934365168e-05,1.8128435864663165e-05,3.2367014204412295e-05,8.665150313485353e-06,8.708076066734646e-06,5.7710257075397985e-06,6.389738105639091e-06,2.2176519775241103e-05
67,1.4348359734682739e-05,4.670334342443926e-06,5.2019255448253924e-05,1.4513505405045012e-05,6.61498937730767e-05,1.4185999215467977e-05,1.631224807253635e-05,1.3375776717042039e-05,1.2641589076485955e-05,2.236487098903963e-05
68,1.1565135079502907e-05,2.057924252126892e-05,3.2768190890744227e-05,9.305996720943836e-06,4.922101567547771e-05,2.3371366872522457e-05,1.3878634161298173e-05,4.450865487431573e-06,5.6135950296339826e-06,1.9054957030184296e-05
69,1.147146289195849e-05,1.095298895844429e-05,1.715869931807172e-05,2.96641870669045e-05,3.606888825591174e-05,2.5351865544190494e-05,2.4885750284270723e-05,5.915348796143796e-06,8.681449033032745e-06,5.172844816578021e-06
70,1.0124174608162181e-05,1.8511556297519727e-05,1.9670331661864693e-05,2.633403524032333e-05,4.253610818883165e-05,3.6363083768247124e-05,2.0986743105063376e-05,-2.155248934538021e-06,1.5786761776061103e-05,3.056509516373108e-05
71,7.528005621671071e-06,1.0019903206859896e-05,3.954796052992958e-05,1.617425468312087e-05,3.101378171291219e-05,3.558746034400238e-05,1.3666612014296471e-05,6.176025345332175e-06,8.317901118735483e-06,8.2617220907246e-06
72,1.8569605534040815e-05,1.05632409187168e-05,6.476467737003274e-06,2.8620989070311723e-05,5.6281273880812213e-05,8.707459363863696e-06,2.0784458105391745e-05,3.7828631781677014e-06,9.371666898797625e-06,1.5185483982263274e-05
73,1.4091705028773004e-05,9.979083428369065e-06,2.3919817370353055e-06,2.112375503410106e-05,4.987332853329602e-05,1.7025659635606134e-05,1.4820214868834053e-05,2.2041732385530824e-05,1.2974708268277552e-05,1.5989027337654166e-05
74,1.5539732423259024e-05,1.7687271215785767e-05,1.0336947785178466e-05,2.0624518870904492e-05,2.4260051920349152e-05,1.8236379198458054e-05,1.563657989094206e-05,1.374653250387288e-05,1.480955328898927e-05,1.55373388803664e-05
75,1.9276995085262128e-05,1.2568372564690377e-06,1.6678593793613616e-05,1.2718305751843707e-05,4.320642292161018e-05,4.216146588503904e-05,9.50775716241278e-06,1.57241080114432e-05,5.895364474750016e-06,1.995189116937057e-05
76,6.463019268195975e-06,2.31123132352002e-05,8.119765851456232e-06,2.070240283198644e-05,2.3175100104340975e-05,6.575449780526223e-07,9.948488319511336e-06,1.3804911778431406e-05,1.568091425478122e-05,9.706690637446295e-06
77,1.6211852229390124e-05,1.5563751428395378e-05,2.009652285236664e-05,1.0727981808379193e-05,4.117273193125899e-05,2.4681355434607246e-05,1.0471873905979993e-05,1.5260886408617093e-05,8.833815263486452e-06,1.224062727335186e-05
78,5.7579010835852525e-06,7.0257613049856795e-06,1.039644355326975e-05,2.332746682939729e-06,4.1943681451284156e-05,3.412373559584371e-05,5.499637376204376e-06,8.658597317943279e-06,1.1155202871233309e-05,1.525091710280221e-05
79,2.7357102948486063e-05,1.005154455192413e-05,2.737813861226438e-05,2.0503323652099106e-05,4.9000229408494695e-05,1.8837240549160123e-05,9.114377061892419e-06,2.2638128526016865e-05,7.5992472631755375e-06,3.3409158593253837e-05
80,1.0558890547410735e-05,1.8618988542910226e-05,1.0194954168283357e-05,2.07731604540938e-05,-1.9277905866510667e-06,1.6776193498196243e-05,-1.665717318521705e-07,7.141943838828311e-06,8.569221264812274e-06,2.55853216454328e-05
81,2.7603688235633556e-05,1.7932934140595657e-05,1.1124992467723236e-05,6.644265813923772e-06,8.422470363987167e-05,1.262778841194789e-05,4.988573685829443e-06,2.137378794063916e-05,7.377335869835468e-06,1.3644040580846118e-05
82,1.6993087753923694e-05,1.1981830976986336e-05,2.0489361350584607e-05,2.9312573470523696e-05,3.3218961649102084e-05,8.662546731019012e-06,1.9289920809242126e-06,1.724567627454033e-05,1.2980997279173008e-05,1.3541864463039876e-05
83,2.10153635801729e-05,1.711672850454318e-05,1.2062933692580478e-05,1.5918042471854276e-05,4.433858499095965e-05,2.05756938728312e-05,7.33438471206306e-06,7.850409428150477e-06,1.6355456565312648e-05,1.3363168822308367e-05
84,1.6810774439601887e-05,2.0451797266467605e-05,1.8178120460857585e-05,8.38135172675516e-06,5.61175044082481e-05,2.1694515123433546e-05,7.649020267875517e-06,8.863377926235938e-06,1.2412501532693186e-06,1.9821724960485115e-05
85,2.247817297297325e-05,1.2664043170097872e-05,1.9596661729109266e-05,4.1260937396817485e-05,4.474979164530896e-05,3.85133799624683e-05,1.1899980720758288e-05,8.01101383023718e-06,1.118118379741803e-05,3.5889223120398955e-05
86,1.8794854783847318e-05,1.2000841444235373e-05,2.4136683346845656e-05,1.8618593800764646e-06,5.697619567944002e-05,2.1693823314676564e-05,2.0142788146665937e-06,1.578572089889744e-05,5.099553957257849e-06,1.6659190046644906e-05
87,2.2653346856198062e-05,8.080743150411775e-06,3.052764447721315e-05,1.7823645336133183e-05,3.92442368333387e-05,2.492266002488356e-05,9.73776378929356e-06,5.109059575278009e-06,4.032186794867883e-06,1.3102339236266283e-05
88,2.190545153360604e-05,4.503716813168944e-06,1.783588440386356e-05,3.0294099808113768e-05,5.9651731976265043e-05,3.683640765466107e-05,2.3666718347380806e-06,1.667180419948577e-05,1.754998703203593e-05,2.80020214533551e-05
89,1.7851813350986126e-05,1.4989166960342026e-05,3.074699699614393e-05,5.869075712419726e-07,5.994490307545301e-05,2.4179646041341517e-05,-4.767707214868336e-06,2.1221030420001173e-05,1.708368874320567e-05,1.8774993778055036e-05
