rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ 61.74814911  28.98109602  45.91807109  36.13270128  53.01936956
  12.36362323  59.04667535  -5.18832481  69.18558515 -26.87315075]","[ 46.00750486  80.34098084 -23.71012185  43.93790161  29.46436924
  99.37102017  42.1005892   56.0627484    1.47780858  26.61745733]","[-21.09973277  35.07213808  27.29053652   6.39025004  13.50849711
  24.28938717  45.47949949  25.09628437  14.045775    73.99133848]","[-19.50341725  43.18331737  70.39795605  47.55334381  33.30917072
  38.57903508  16.76867261  30.40936906  13.62265687  33.29488844]","[  43.92288576   44.69760791    6.75522108   32.19427415  -45.55243132
  -32.45769301    9.6269923    56.22053875  103.82010064   29.40297081]","[-29.40465086  13.71685123  24.18550915  48.45476066  45.8632543
  29.36148825  -5.72002527  21.10910178  16.53062092  31.68762707]","[ 28.2325583   71.94879148  35.89939148  18.11882837  71.88180659
  43.06213493  56.88544962  16.29790652  11.1045396   -4.61053172]","[ 108.8921476    10.38582831   35.35637211   31.10525372   61.48715634
   22.82493827   63.41348731   44.40584717   66.83225423   20.27092223]","[ 21.86622335  25.46103533  14.16556083  17.36386047   9.89590704
  52.19659423   3.61012064  18.42182612  23.882713    31.73042993]","[ 27.69409083  50.08461142  45.20612955  13.47000163  43.62606172
  16.46332096  50.71442343  13.76272766  39.57121111  23.92907791]"
"[ 74.04326676  82.54848624  45.74769404   7.14608395  68.65242681
  -6.49415489  27.71209441  66.00271282  50.781331    22.6932799 ]","[-25.2470991   49.68254238   4.89529018  35.80266589  43.62497989
  12.43748228  14.97108587  63.65682873  55.22064086  23.33568449]","[ 28.69825167   7.68113435  46.56658844  89.8142395   97.43540235
  40.37386013  58.04766171  30.10150852  33.83649271  50.17415885]","[ 70.69232348  56.33888321  54.05909327  25.91259308  42.11604891
  -8.28457502  36.18111679  47.13322883  18.24378266  51.41545522]","[  28.2080087   -37.42770878   -0.69024333  109.9629163    15.07470393
   92.5208735   -22.42169312   22.39779579   54.80993628   36.28135762]","[ 28.17162393   2.68901515  36.20961527   5.66442086  -1.05261273
  19.57078212  37.20580657  49.86554545   4.99558777  66.58217713]","[ 44.20475054  13.29668868 -17.1230386   47.20356323  26.74734157
  31.38602285  21.16004212   3.38143853  39.97425366  35.70247459]","[ 22.11431027   8.4172715   48.09435829  14.23578826  34.59837685
  52.4572882   47.66751871  49.79463872  54.18215979   9.65349454]","[ 44.25130876  46.10749878  47.3598      21.41835869   9.64606437
  13.94015903  35.4835408   24.69481915  -1.24613238  42.24979324]","[  4.03464387  12.62494353  20.99901507  51.37936827  24.15776088
  28.92093781  19.49963161 -24.81290971  44.20297461  43.40355264]"
"[ 54.15931862  47.59214566  60.39185711  -3.92375921  58.65872607
  38.90822355  13.4672952   48.57923449   6.77500799  58.20284908]","[ 67.60768705  31.8464629   38.67071356   9.19068256  17.76957079
  22.33807258  34.73128628  -1.55438239  -1.03171504  37.73740689]","[ 44.89431673 -18.68629569  40.55746623  78.58454432   2.78013924
  52.15500018   9.99438907  39.22318454  14.18700941  25.50322677]","[ 65.36613771   1.0763465   10.69208569  64.29396275  48.76516145
  57.80402978  58.97062558  34.66180341  42.38528538   3.89495863]","[ -1.21420748  26.40629151  80.78196035  -3.76446232  31.05702004
 -21.67881018  47.38935741  13.21826912  64.96380525  46.37155468]","[ 45.11904019  72.90357915  26.34501776  13.94144817  30.19749209
  65.48081987  26.80433812   6.19026417  34.98460961  47.3580041 ]","[ 88.12696895  21.219341    -5.84985559   8.98883736 -29.64629396
  20.87858458  30.17117263  38.31314406  59.96328822  57.23285037]","[ -4.35052141  23.15462691  21.69069384  29.58397843  45.8335868
  -0.46649414  22.53197355  28.25353713  30.05589205  15.36221531]","[ 28.36078141  16.40589416  36.22406142   5.96102728  65.74848565
  37.06369005  25.53060177  22.83067107  52.47619304 -13.80602483]","[ 46.32621044  -1.03551253  44.23054632  28.78530564  62.14846267
   7.15042706  51.30419825  -6.76444308  63.61702754  38.1431366 ]"
"[ 42.24222894  61.48550326  30.8426808   41.96584173  66.95356881
  98.90303598  69.42784804  97.49258684  12.19713744  65.3628701 ]","[  5.53760481  36.66087875  66.95216636  92.44472131  25.7304309
  56.33933589  47.79201499  70.44824944  26.25672709  40.57828881]","[ 70.42009846  48.39525672  71.19392353  20.21297166  53.76983067
  16.42215387  48.37470824  66.52894749  65.42740722  46.89394483]","[ 21.59760529  24.50550802  40.76651483  69.11036492  48.78122141
  36.39080214   0.68552779  47.50887217  72.52298611  15.92474166]","[ 14.26659109  36.55619981  31.39491675  69.70244321  78.50433489
 -10.07187293  28.3264937    7.96379399  30.78109324  27.55316318]","[ 31.94790405  52.58333149   7.93278561  20.93011724  20.31696154
  41.13737211  18.38854714  27.82519191  23.59430764  17.15448388]","[ 66.10200891  28.26143743  50.16381469  27.64624139  11.6580035
  69.62962102   4.76694916   1.61292637  30.33238428  34.9178173 ]","[ 21.43761841  33.90665786  41.70071983  24.21030788  -2.55010893
  33.38407157  -3.73925872  13.19193634  44.59451232 -11.89793711]","[ 40.54780728  67.41414941  -5.44749581  42.79472726  58.29368228
   9.15268769   7.06678814   3.65478376  24.61780176   8.26277174]","[ -0.09067025  37.80209391  34.40331249 -24.86930404  42.57643221
  27.70492249  74.70930263  28.89506244 -11.18458464  57.96197574]"
"[  89.73352079   93.35320578   53.87579105  122.87694703   83.66706754
   67.50273679   53.70309975   95.00522626  105.44020077   66.5428686 ]","[ 64.25134377   6.14035078  64.89355673  26.33320904  -8.05781612
  32.08077328  -7.7254633   13.21346923  35.32057552  49.19968852]","[ 17.16230688  53.08554402  53.85533374  13.54350853  45.3711322
  -5.87894438  45.28844073  65.7861806   26.05294828  37.56702298]","[ 32.16283396  63.71566627  26.3600636   65.91894926  31.88673071
  28.96092157  -8.17051655  33.8742241   18.63355031  38.22621428]","[ 81.59459611  43.4695925   79.11819734   4.74352072  40.29681221
  86.37831996  15.15822443  28.87266339  63.0555284   41.371362  ]","[  86.82352121   48.24920352  106.74643735   35.23681664   52.79410993
   41.19541654   16.02380626   75.25829357  -11.8705175    47.42285825]","[ 54.19693434  85.59210876  40.59662249  50.39552809  75.10383497
  88.33435402  67.85108547  40.21138059  18.62282023  50.06991894]","[ 57.16953557  22.39947022  50.63074609  13.61642527  12.08927669
   8.41111603 -18.64219995 -17.57905591  64.81651388  41.93506147]","[ 78.74625083  19.73502742  75.65817332  28.29612539  22.69447099
  49.37502851  55.07116814  46.42033067  62.67279368  74.64698892]","[ 70.47822626  33.93014173  11.70008698  30.96060537  65.44710455
   7.35196691  22.0077459   16.22446424  16.86862921  31.96840443]"
"[  79.20969236   71.05591769   50.16338292  155.46251837   91.72006833
   81.56716143   98.18436076   59.73161086  137.0162189   102.18847716]","[ 50.50765881  10.99799292  69.43485855  18.53182936  62.93952239
  45.64264201  44.10563746  48.51740771  16.636753    87.83631631]","[ 20.51596421  63.44742508  36.80002474  65.21805538  43.98465637
  30.56526807  71.85466156  39.51956727  23.72849667   5.57663027]","[ 80.50921669  35.82838559  54.52811778  48.80748552   2.57921893
  54.33539387  31.94520585  22.6247874   48.20424471  40.07350987]","[ 14.31159535  42.16585436  51.54279847  55.55940835  41.54993654
  40.82901553  55.48670211  73.60876691  26.94167201  46.03300061]","[  8.1343536   87.01403097  53.31592902  42.03092335  26.66107166
  57.7676951   47.68621199   2.34304259  44.3493649   16.71277117]","[ 12.38304376  79.34749874  75.93830231  49.61576039  79.90758612
  51.80472048  61.74177862  12.3087631   76.49434205  29.22392605]","[  31.86610649   57.65250635   17.55629214   27.55702076  107.86092353
   69.17930801    3.08795419   54.26055838    7.40515036   40.63319891]","[ 59.09915727  20.96888846  39.37669908  31.7427404   -3.11882788
  13.48004838  65.58241621  51.97700411  86.55878066  51.01117976]","[-12.66148458  22.66869947  50.91560497  24.4231893   62.43069308
  36.77512686  10.35486584  43.51462843  28.01148238  20.29860982]"
"[  46.44520956  121.87323659  115.90271909   55.1818426    51.90087282
  138.70706684  116.32665703  186.79812067  127.87285921   48.46026151]","[ 23.43534198  -9.33228582  48.88202064  52.2463418   49.59109758
  62.23395648  16.8345373   44.84848751  62.01102178  61.91063673]","[ 66.94419411  50.5049364   95.86764829  52.78815636  31.31558204
  57.34187529  74.7526702   63.75523718  51.01188366  43.63606526]","[ 52.44679682  56.40859566  70.80321713  33.60510029  80.10188782
  34.60312673  72.85760201  28.85907227  65.74353668  35.98131807]","[  69.23141864  106.26875461   32.39686051   63.50480556   41.65168183
   35.85164198   16.21449039   62.38670177   42.81330814  -11.54856135]","[ 53.29971391  53.63019256  17.49704682  32.48885219  14.56442447
  48.46616079  55.29229788  69.25540072  -9.78893767  45.65778622]","[ 77.45883745  99.51388262  65.18559969  88.54475939  26.83643956
  17.95067752  42.02966583  65.98831185  39.57839353  52.1549246 ]","[ 37.58425295  22.81768402  55.18401444  68.89531726   2.22006963
  65.07815174  33.93672577  55.3734212   -6.4881575   25.95990081]","[ 75.01166561  22.99810071  54.9837245   49.88393269  63.00869661
  84.10231099  77.37458975  65.99564394  56.2671582   -1.51731641]","[ 19.1137268   54.36541807  52.65686399  48.62361323  29.20204822
   3.66817176  44.24241037  18.63986307 -13.36593169   0.45275651]"
"[ 113.8185083    91.7336035   130.31958304  119.79618029  172.91887069
   55.92140071  132.45664685  122.67509327  140.97119191   79.27307556]","[  59.33802243   47.8933127    34.5237246    40.47653767   23.89028975
   42.02694954  105.59583759   57.26824111   60.79856173   55.11809666]","[ 64.07322032  52.85954062  55.41225312  31.69396049  77.68570438
  65.91011199  40.11830232  68.20335307  47.26281165  47.20913005]","[ 28.89950747  41.95853614  36.85912813  51.20297361  55.63851578
  38.66391187  81.24019472  -1.9341917   61.812125    50.0396429 ]","[ 91.43979847  32.10413232  77.38691207  38.47963072  45.14767926
   5.16708412  30.39024458  49.89018144  35.66547457  12.08891561]","[ 13.3531044   20.14466418  41.92829778  17.21923021  91.97984321
  92.36612167  54.9503275   36.43957233  41.75799327  22.3645519 ]","[  86.92225694   75.52761183  125.37654752   21.94868342  102.51780244
   52.54025978   98.10765691   75.6593311   122.13791177   69.17847833]","[ 55.35243826  -0.60817938  31.64597518  52.83331393  42.17528536
  38.37732846  64.10938082 -11.46803054  12.25258928  10.04015687]","[ 19.63091658  57.11056831  46.19366748  30.57608812  44.33891011
  65.70890949  54.29105402  89.08666511  41.13156434  63.6633908 ]","[ -2.89628048  71.7133457   47.63716246  35.64932555  -8.49108974
   0.6139228  -18.10715421  58.11997946  21.61606444  10.00646336]"
"[  83.76385903  162.48583816   59.87227905  104.23229831  130.43003508
  142.14430964  129.75159125   90.22074577   98.83908739  176.41237688]","[  24.61428969  100.89708391   31.43431453   39.84384662   54.27633596
   34.95520015   10.1869209    50.51268805   41.81245909   52.58795945]","[ 40.62047153   2.71748254  44.07286608  58.61726308  43.7211673
  61.80810442  73.3874932   60.4954506   75.76940387  55.34613942]","[ 25.21991211  43.0316033   69.82877938  69.60440672  81.19577012
  77.37019415  19.12765773  22.54860553  12.44825812  29.06183483]","[ 21.07823707  61.45654028  63.6466591   53.70458233  71.2788732
  90.67191552  84.64828725  62.92884854  73.08392854  59.27620973]","[ 49.32646266  29.57226369  61.28103258  38.88194343  55.92956143
  60.9281113   87.85904735  21.05381503  36.64544426  94.5274612 ]","[  88.84983173   85.75861261  102.54566177   77.86976808   57.35392693
   92.10721683   92.96845032   52.88279932  123.05374804  108.67664328]","[  9.06022776  35.68657134  22.16457172  25.38205179  37.89139096
  70.04671069  73.17338187  59.81007229  40.31193356  32.34491692]","[ 109.65155997    9.00261134   61.85919799   28.76311194   62.95448041
   54.71630482   59.09703687   54.67047171   31.47638045   33.45287583]","[ 52.97602171  53.51749895  54.28249133  49.0008534    6.17701825
  54.66829051  57.01610919  49.24646974  46.55677942  55.18905661]"
"[  84.85495202  150.39655126  -13.00637913  187.31085116  152.86502903
   53.281857    147.25893003  112.85567529  140.24603802  170.11811459]","[ 62.77225552  82.36440472  35.30151059  94.74483305  26.57828265
  26.11525258  90.19666026   5.91896643  57.32737041  59.30979451]","[ 55.55414118  27.80706627  15.85534328  50.15457639  25.39482834
  34.77911985  62.20506942  53.36629785  -4.36231236  58.01802285]","[ 60.90967608  99.40723341  64.92602395  46.01206654  53.86421354
   8.99213791  18.25634099  46.16606619  46.42932748  16.124663  ]","[  29.19907118   86.89154962   22.9879516    39.18304517   63.1318887
   44.98276046   75.73226674   58.82161145  103.92385019   37.19892532]","[ 27.89501944  80.02113102  77.12195595  46.81251483  70.38390118
  66.76454128  52.5340633   61.96633419  86.99495486  53.1287467 ]","[ 120.722258    111.74642954   94.55078893  133.43720183   83.7845026
   23.97459348   10.56521416   53.12241513  122.63427324   81.82351284]","[ 27.65615527  72.5373256   40.4866382   42.87381056  50.22890311
  28.70771763  -7.61205244  26.25891376  50.47093446  59.58330695]","[ 21.47617404  34.23876367  49.13818509  44.84003055  53.54021155
  23.38065143  93.16425089  59.65848919  43.29446814  92.04472648]","[ 24.83296611  21.75518036  32.83421323  40.08294823  19.03440125
  43.54556278  59.15251567  46.44889415  36.20893616  52.02986748]"
