variancceSgd0,variancceSgd1,variancceSgd2
1028361.7735584836,1584000.3329359018,2215962.124113247
887928.9843137091,967736.6799595642,1621526.3919609145
2294151.4964146847,1307339.0196099489,1744649.258599481
1787105.657910497,1256525.5155035066,723080.3991839053
1234336.1064901645,789070.5544798357,1484140.0594842094
1822234.5063341237,1478863.4599630185,1767260.4435901833
1640206.3668006845,835986.0430950643,2017889.7774897753
1113612.7230911385,1056732.730557728,1389160.5417470795
2331579.0595966796,1267626.8574354195,805764.6908623959
1819333.387362325,271467.511791353,820242.486409449
502471.941461,1098364.3382636136,665737.3490577264
1711705.6482806006,630573.204705713,1029598.2318453498
837220.1600900992,762431.56594467,907213.8937914511
401808.2405669758,506202.21105742344,973978.1657208746
644828.6254983954,983879.684544144,585922.9987469442
1624232.9342484593,689756.4581385888,1077717.130703588
1537563.1835763203,664786.7435543325,1264211.2672213502
2068762.681892297,590277.2699962154,772671.9103887919
1896272.2851595953,430556.54083572864,1168960.2153821245
2323016.771473011,447583.8935195622,572282.925993253
1842171.5764970882,429119.2724738787,1324222.3790427719
1884214.036146795,901565.3639055758,792652.6398752525
2600427.630639452,737606.2386755946,1336582.7754260828
2632236.381002769,967202.0057096904,1489372.4404885606
3055553.038919506,541867.8937286459,1000154.5878016081
4169178.1279060347,480257.5449503192,749873.728452102
3534234.68235718,1377063.1347832987,1064976.8951683128
930280.6885955181,1135532.827408495,659370.7241670706
1859583.114324629,691873.8414714208,1381726.8347991211
1267560.3055331474,690058.8221175771,911313.4153645415
1061161.9004936428,695772.8586994094,1533887.4482000447
1968933.4457272561,1174243.7211594395,1134324.7456787308
1382455.9901490235,793001.4151391108,1427601.7452730178
1417421.965600946,668609.4386562811,1811311.4764091296
935233.8729985334,1086640.8144757908,1452777.2849632998
877998.4470803614,1137719.8074696218,1722075.7539513046
980515.9508125075,1820025.2399430522,733708.3710197187
1188020.6129022038,1903779.525850689,977359.8872387207
2540686.307905132,1411038.9733161293,1905810.3205864404
1946479.9711639811,1416692.69675981,1410569.3456070772
1781786.085913324,1489100.1917572748,1031822.6704056326
1997184.9024418443,1778096.2653854275,912471.3435289803
916264.3367838698,1741125.0664642833,579798.7831825842
1937224.8315246291,1479253.9099536357,1026885.1162301044
1270539.337935302,1596786.747317717,554732.3177398539
776280.7569507745,2652086.650781323,1126987.5056214486
704073.9421631051,1876017.7590910972,917255.5395472193
538864.877015085,2108011.6745013753,803291.7211641897
785834.19545098,2076102.402428187,973776.694181216
561491.8078895037,3310411.9941516733,1143336.8019550184
426883.09508635465,3251432.5250025243,1090276.931735965
467257.68484040716,2888856.879580721,924801.9048499619
465579.8216279278,4017824.741006842,523615.35652642156
794821.9560672019,1529965.7590769078,894263.1294180444
1153931.3461932577,2478177.871445588,982787.594099948
747878.5761751522,2703680.6553082364,651191.79134974
743333.0982836171,3128353.5184719544,934247.0284472546
495455.0955023458,4672954.266397554,1060713.365870671
469989.43335589627,2481689.635708392,1059876.73378775
809841.4279936701,4019627.8451430015,1229922.774439075
223054.5050089408,3559970.599541436,878816.0757637502
169728.01518720278,3116832.0580588914,1114987.204593433
339560.1866649396,2740203.9856645996,1602771.1325852778
686267.050926508,3690583.9828078886,2526665.773246093
584549.3528178469,3767477.9227660815,871718.7146110735
212947.4905255065,3000608.598850291,1082856.7787098414
446026.7430121702,3613930.870967447,1913063.561631992
670028.8295594966,2948794.858302478,1358160.4018017277
794938.5177054973,3090214.502599525,1645687.2834600848
1240206.2137430948,4184847.710520572,1571986.724860576
1055576.0295786224,2811148.3456356106,959561.8883329128
740143.2316738393,4194430.577730706,1900031.5021376042
672193.7921475046,2985198.4965225193,1995486.685864028
2394122.244045692,3269102.6256445292,1332391.282387235
1418381.8605207328,3764667.7359494483,2188274.499916291
1246646.5455811992,3358128.215097038,2539116.436613964
1354407.4678037106,3054799.305827407,2139112.287408673
1119769.3829920455,3709939.3718297523,1768505.4273337866
951315.6138872295,3136974.4311660915,2219343.17173013
1576237.3697920137,2507311.595268682,1312094.3373463238
2072224.5548621896,4163361.098978091,2989470.2061260273
1591142.6763222313,2756286.503492086,3551554.3490729732
1230986.8710924254,4603614.3477316545,4118040.911889234
761056.180137974,3974959.595410305,3083484.127769027
1000390.3060840219,4500757.378684208,1913688.4122596863
649203.6097868552,2182992.4209540077,2978430.3419472896
902878.9106255849,3202455.5582869733,3311781.704011185
691191.7989318548,2744436.970100434,2407283.6883262596
1805977.6240857267,3621655.571862718,2352248.81188393
646898.563952059,3517952.5625813305,1894383.4965200974
910578.947340345,2260072.331250555,1770306.6684778929
792526.9285187388,3571228.5691531235,1998616.7226373474
1392511.0323739261,4280481.66381788,1863959.2460654941
1143916.571913361,2395851.9590349314,3446495.720697314
1046693.3600793455,3242192.7344440892,3121640.1332077603
1593461.0916990642,6147231.1356743425,2883086.531137836
1852974.3297882993,4553530.335958229,1868215.539456939
1504556.859252685,3875877.5828680713,3788155.169339425
1669746.2317239041,5118274.824352808,2178324.548542584
1615779.5598121486,4448970.0975109795,2787680.061721423
711495.304615319,3094125.111739836,2725136.196526599
918047.7345188068,5815733.993885914,2096230.4125470286
998129.5077992285,4883879.608934523,1985677.7063354466
678754.2833314431,4637352.494790804,2773649.338653468
523553.8475719582,4279280.845651571,2609507.363592385
548257.0481475808,3997756.1485815127,2186301.359393904
683655.1382153458,5953920.553056153,3915966.6618601084
215801.71386009426,4775644.309240966,2425572.7237207238
173409.2091308422,4792366.171650846,3466579.661585289
532941.6724568026,2939675.854374773,2738385.9112382727
655695.1764226164,5286248.49254526,2256269.8016721113
295400.610571326,5379028.135007764,3153889.297409402
401326.73052043165,4532554.529083842,1985718.4281697911
627557.7261934292,3254946.017331404,2328150.8282523104
696202.0189906241,3894523.708622359,3205988.306408747
2665681.9064019015,4565813.104959303,2091271.1933701807
1476086.6854263684,4994547.230647697,1888134.8277206244
1291664.1440845886,4697138.919936947,2947100.630038444
1550732.6196058295,4889497.480513169,2469845.147224532
1037293.5458326493,4116641.029336826,3355750.5666715065
1471564.7462424552,5245470.642284783,3320358.005115059
3153884.6885407916,5026990.027982445,2775683.941063798
2171900.561238285,4882716.37976928,2508420.12626741
1460497.6313195517,5773765.736320266,2804661.4097883017
2248102.802029678,4333125.115290507,2141021.6353132445
2284645.835648898,4206608.20470738,2153035.831674321
1300714.2769325045,5246337.665932801,2937877.446477233
2275103.978835895,5648650.412465125,1533650.4855624926
2713396.3443179727,6934762.439681127,2985357.487675704
1865795.3607459394,6375605.776111462,1800414.8559108076
3371160.340342772,3456987.8811385073,2712837.6643150453
3284083.6210675268,6083277.111635812,1622371.4643662488
3061140.726988957,3837836.130088355,2870178.5702743405
2153016.612384824,4690288.243193894,3316202.990500018
2083459.8133681386,5140307.446783209,2701804.0105737774
2382023.2014909587,3788919.3103458486,3341142.903024106
1677164.3673117838,4681115.65101786,2230770.1266423417
2685038.07733675,4246599.69415752,1684529.377897396
2005982.0614319872,5127014.157961698,3026453.0029937355
2788955.51559385,4003003.801192863,2007686.259266818
2042953.0477949,4603334.123990316,1549947.8229856216
2509095.541652358,3916578.6211474547,3234587.80409837
2388023.996280392,3968477.1574996044,3031875.82840582
2290816.314293779,3460506.6138673425,2063585.4761499208
1500144.9636830222,3767488.2612349326,2005206.084017753
1093660.6447478174,4171189.2591649783,2670525.7046233583
1076312.0682270431,2093667.413607321,2685470.768752052
646632.7735830242,4264585.723242844,2634258.080649516
622548.6540795085,2516827.0149102183,2165060.748646548
682826.7772341133,1497944.2741342278,3903462.2671235036
1218568.9656277979,3053581.761482248,3490524.261344223
1195468.471057133,1754148.8796980642,2286732.1503577833
1358747.9812726812,1565944.7443399364,2200840.892581552
1256169.4446714842,1951339.6259793625,3068325.539900791
1846399.6169131617,2701593.521471248,3655282.2529782024
1504476.8727278458,2408742.3270610883,2915850.002329128
892153.5241299886,5146672.187915113,2016991.5642282495
1415429.8343726154,3253906.435726674,2086488.944521177
1599776.6441463786,2540302.495298883,2021757.063551098
2156019.151528572,4328262.923651041,2641759.489931194
2559671.057122863,3189656.547459214,3937347.0365897855
2628863.6797024123,3677477.166040283,3861047.240070903
3764575.256408754,6117894.295867534,3695705.7955986136
2466831.6822942668,5175821.002128543,3697201.1702199397
1158171.8700267633,4108746.923164316,2126063.5092298537
4291040.08668001,3073356.489988053,3529713.240012387
4217717.090979533,3541494.60501278,2865198.4877406224
1863936.5963677093,5539838.990040628,3557356.4182442096
2484278.9091288694,3989512.0232843105,4363817.516014031
1594098.907995596,3955778.1448046626,2430666.4515827587
2587827.0357960863,3456651.7730473066,3828111.6725558448
4369994.22912533,4948611.554944729,3448686.73548312
3848812.047210014,5098788.022684728,3334601.5589477494
3081011.6369181015,3044492.265702824,4529542.539458256
1880560.8929667794,5253671.904213471,3643208.0408918834
3451247.5547372038,4686228.913558418,4163374.7234004736
2959941.367401826,4704185.60848531,3742113.558368382
2591618.080610463,3426845.421348025,3323237.3993969643
5878869.01092989,3822479.4152791295,3027499.203414254
3594787.0774837225,4482545.300327665,2631772.7228965703
2753371.0590977524,6548127.736725377,3901028.62322755
4267094.679756321,4896082.906958404,2978698.0844070567
3272854.5191863137,2614495.4486885853,1944843.8337768514
4181545.16949717,6133345.2911819145,5031490.931661093
4805822.56080986,6429952.566420546,3085128.572130301
3299996.9656408066,5151608.829931571,3476985.052182086
3776728.1976603875,4426349.981033772,3449197.4983236655
2187498.339777355,5255977.543059727,2966844.3687267425
3219681.076841467,5029847.67791207,3262018.8634916586
2972845.2326258197,3153018.7100516236,2868975.6144884974
3044699.870592788,4483703.035299297,4063616.902317008
2403316.7832391756,4529132.665452212,4212107.590800684
4814032.868242854,4234739.490107074,4348859.055602388
3603826.000699901,3346873.510954518,3461097.839690257
3932581.911215638,6166530.911152089,3416296.6431254996
3264591.5856406777,5807528.396163948,4275782.641191537
3634226.6634264137,6502367.173739949,3902943.86261339
2713859.4619052503,6993846.390393365,3671384.370423625
2641292.362780742,2996547.483989264,4303117.607834166
3253983.9163363613,4660010.952533815,3414950.6368129402
3504215.926851229,4069523.7426371863,3963261.6923138876
3198231.9911257355,5657355.499848536,4718237.363367553
3158332.330968542,4522683.977802163,5910955.457136275
4696870.640711827,4519147.2086229315,4194241.208719819
4539540.14014594,7020106.53310433,5375519.136223376
5239512.303909547,4870156.477748131,3610916.9201736073
6463519.915257197,6917051.599452557,5385310.6180377975
5833287.599529646,5026261.408828753,2483137.707856978
5375929.019565848,5965675.855231353,5811041.716423976
3580704.73119084,4767460.574016301,3150890.0741175357
5599846.10012828,5706471.425775365,5836617.942202352
4890409.117440621,5584142.036953392,5246735.930833368
3427437.245375951,5101868.2570996685,5743989.749751196
3906796.0012721885,6599122.181349623,4260029.61988475
4408703.924644971,6220745.633041024,5966938.1421980355
4270664.107547666,5699487.1815840015,5179680.441816984
5598482.942603305,7179553.592203842,5875132.372324675
3092776.186015222,5263746.197312262,4168395.020420142
4636512.8081269255,7935363.3771145,5681619.563742891
4267780.735784963,5600219.330497535,4967764.160472916
3269567.701900429,5532356.236646855,4932075.401903518
2446190.5133580305,5277003.457543903,4467570.580157666
4532021.750151575,5944945.302711016,4672240.519192211
3416496.997875209,5299326.336588204,5348075.740952639
1764606.1330697665,6528929.750917696,3480005.220127928
2259605.919868815,7606195.787695122,4367539.1052421415
3122164.808298246,4683971.310218761,4690466.494217529
2936185.334817415,7958486.480917543,4059722.1891078614
2727397.8446216816,5250142.618299339,6446262.840845797
2555626.109940584,7291664.2306035105,7247305.323382144
3093675.618671169,7980169.297916204,5910379.624063205
3271672.659372031,5700437.397230752,4584272.954510513
2140831.2865271177,4957019.645694973,5934882.547819268
3192621.4822880332,6946413.322341929,6603514.392914124
1780570.1414274215,7569845.379729792,6642093.488102159
1331613.6055525104,8180902.150142261,4049867.959049663
2184924.406054185,6893007.915822133,4129922.767889153
1326056.9437217251,5870712.417415462,2661191.5361348856
1438536.0386937684,6337994.49589674,6396656.34930191
1520510.7709869528,6619549.541030675,5794520.419130055
670049.5720881904,6361494.2469863,5527130.415668393
1199229.8151006997,4848471.801830484,6216922.277086744
864592.8033518144,7962669.38052386,5829656.651649041
