variancceSgd0,variancceSgd1,variancceSgd2
34460.71065302286,73015.58240013357,62019.34295873628
48780.65855216705,94767.1674023,68420.25838331695
114337.38410710993,91928.75597818504,125563.35615421941
114660.22058917118,120082.13326847115,99261.63676503001
91359.07461318746,108597.31661491381,131550.02649036262
179767.32364741486,114315.69026817402,176539.24694054003
111251.64362961183,157308.66556040014,181246.58208485195
67621.36481425987,142655.07968286757,163611.65937702783
103042.47825367878,165070.6286302548,274126.90687130915
173122.87101654807,129358.45472697,382818.8300163053
127016.50041954231,135863.92763848684,329695.2657874714
128392.2177155599,196290.55236714962,309463.9830258254
112219.31764594514,173223.66437648586,432170.2683224792
102628.26510562818,216739.82224817193,405659.32995963446
104342.87093931493,290030.94442210486,460716.69608307595
111926.10132000418,226517.35290668643,633926.3962044785
107309.3078053086,232712.85899605995,441949.80892249895
119598.71566941765,279500.42032381776,586953.1802620655
111609.38209409334,360785.12529218226,506300.95537641965
71751.10062080304,328944.3482495373,710164.937196506
57644.68256996044,277538.11992253567,562091.0184510695
69154.74314852405,275018.6506301814,561932.1089868627
98244.4845043958,328748.48224419204,681346.9567617539
114996.07895448759,364270.15520973987,765870.760652926
119167.9001154404,347605.6593557748,955781.796929681
59479.623808831435,313737.36151144526,587350.0173227442
117618.2301173945,323820.0222410712,693583.7288113675
37876.871708853636,283509.5881120786,630362.8029376139
50949.59236108167,410333.42077061423,668671.8688360867
28118.322119877237,315844.8750920382,716393.6870697548
21378.469984292955,336571.1661232228,724967.555481742
40983.70875234523,359605.2996509759,705490.2621017412
35148.965222872066,343831.9645699285,716416.7796066008
40849.95435754332,316892.5344410563,1028955.0935099358
28866.33129768527,346528.6317354705,940345.1784235572
45662.24043383186,327146.18285041663,856621.4841366049
38543.63653328178,354026.820461466,933582.6331104054
79629.65643469985,320114.13329354196,797633.9442603585
50780.90735967767,542886.8650860946,824236.3625115444
79735.3723339948,340389.1260833638,970220.060822289
82387.53921098947,415992.8794735969,1029791.341824519
61043.36244194249,358805.59700115735,766772.2173936451
80244.99029364914,347238.66151806177,1250304.865922943
90782.66052230088,324382.5764335232,1392497.063833178
89522.39135953417,349975.7518664401,886798.4207988653
84849.69122973413,397127.00571322336,1121833.5573816348
82317.46991445163,257206.2020793179,870374.3883777522
87531.12714346999,304948.41441326914,862100.7211201042
81251.42213556932,396523.26836577454,855956.0209683349
88791.54752476694,248452.14740706494,1232814.0785820405
94135.24357526944,234413.53675826796,949889.0082995573
78038.61344095453,269393.2923718336,1149474.6540781602
81155.99952012002,298674.1447040702,906415.677558207
84861.94897136462,256700.90280903396,832406.1999961737
108425.27456169172,279813.9760397044,736762.6612073076
112688.64826400863,309931.6184721276,842052.3965373791
106684.82488822243,363214.94481085276,591529.7722335065
111236.94651278117,343824.5740739743,548259.464914035
123706.03260107526,299289.5120992316,660783.6582723374
140034.06615986183,414288.67197315244,404975.0836344968
132523.16491619055,469632.493636832,513420.06464267423
135887.41222414206,439957.7792763249,318473.6727992897
165589.19913572358,517758.84364675416,373853.23566142714
153962.67547682946,329679.39695051435,373540.2779389397
132484.4055594078,413865.56057065167,388065.4679667802
106991.222440808,413765.6032708207,353421.4262584366
162124.98698153172,431753.77752209187,293379.9611863487
155029.24463952385,362443.95020066854,414666.6056971167
156545.60184180184,349526.20910232514,605504.020830686
251406.76494169538,483107.0891999157,663944.001633682
167692.8140952581,502059.1158087626,768912.5159107628
173115.96853393427,421275.57533743756,638327.8488785533
210860.56851946065,412017.673720074,708386.8589084102
223000.28532049,389439.85046876536,731402.0623990069
190931.65540108996,402907.6328725995,722069.5866496146
148836.1566615598,499740.60747966357,579035.0048260757
147723.29009116607,442025.26726172876,752940.7001092148
160472.6146573379,361214.1780591336,881113.0976023629
137787.26975517333,430840.98626706976,792638.7348808865
166010.49915214174,429862.4985513995,1046112.8527325735
101485.94521205645,303415.06225817883,703231.3900011396
140333.29592927283,344932.69309926755,885098.4943094867
231013.08401981764,413790.2698384706,903443.7901701323
234499.900503764,315981.76510473667,658985.8284488979
268354.21368239255,323412.5250382943,572277.17382614
271736.976537062,403650.22470021516,696929.2281326865
300257.20854502113,417434.5974930369,723760.0762693804
282484.852480837,393402.50648776104,621494.8070432743
279309.5023397937,416431.899681011,590011.2636573766
362939.5215466097,462153.1179409831,515363.433050608
296251.17410756473,408903.3346808892,575483.1504129209
438616.0341563715,487589.66222709545,632980.0377431834
461117.61844955175,510740.0431368124,550211.817092451
656548.3433193134,571620.8427699071,493415.41210359824
442714.04332445597,459685.1350085668,505960.2080005687
466913.1364923299,493161.45278974355,528958.8986779095
722241.774364895,595547.429158878,548011.9950796084
631994.1322022958,592029.2449060583,379334.84267605573
487359.0917262237,562916.888387281,561596.9130972772
565540.5586858371,690910.6249588705,438227.9648919996
812031.2119834517,581231.4487523126,501583.76936575014
693809.1304091164,513010.98346603505,466663.0546183891
510703.34032543947,603237.0807408302,415310.27931446733
975987.2005916871,536535.1556119227,520572.5985017437
769195.3799766364,534905.0939658419,517478.25108800846
767633.6041175817,368861.7107027613,404765.22617581004
889590.8529030104,564586.4790440146,387626.67304626596
951374.3307145485,434789.70489635644,401635.01141758054
687499.8605684212,615688.4415399055,402436.20067602315
691156.2756758984,468776.6240151004,342096.87081802235
783754.6593537022,555086.4076469219,497225.5288078671
613998.7525275503,562417.6998810268,414647.2682596217
758146.8531164853,630042.989048291,401110.9947254264
678310.5988987745,592064.0201043698,333547.448859212
649197.5643168327,661417.2038008117,523481.3613994593
743153.9214693728,698851.5779036244,447003.0167320568
932060.4816983059,579845.6032720134,585137.0659335419
1107722.1854004858,617740.0429032797,530547.1597077119
796666.3641505756,583618.7231937464,405469.5376770032
605392.3124601739,650566.3406566512,391241.54521790094
686459.6454399019,463178.9564996117,430477.0446008864
557587.2101989622,630898.1703782011,635182.382632457
473327.51833436976,671234.8763525181,491470.7100039148
483547.2428601457,518360.209737818,465183.1592948947
797186.5803627077,637974.6068219369,549388.6662185241
608114.0720863789,721141.1492643184,477186.30676971865
859058.9991533819,682019.5852528687,446021.62271541485
556053.2647997376,592345.5420223457,717041.0558444697
690167.6826371672,723276.4556170193,610319.3028291643
722345.1353482101,833495.0932062122,694833.5985105262
505292.6063739009,845168.2739329991,481384.77160746604
460340.9411498063,735343.5733917686,466365.723476234
456227.85236561927,750321.9894315321,577101.5368714675
510233.66403494787,879088.3488790506,478300.55074418284
479593.85269831005,780360.0158739118,589468.8362298284
366138.92996169755,563989.5277951902,563550.9295817255
418841.82743741455,558506.0142301088,678555.198147607
455368.4627346889,666588.9954544185,694306.804901601
476380.6109243529,611742.9109651616,871384.6034538499
472812.81859723636,721830.9775610794,660166.2388052475
504523.3873894275,536877.8454884221,1009907.6717178314
388479.4491565529,627057.7574574476,665788.9683402274
384162.124239665,623716.9808741137,803924.7915275239
485165.9885610383,607885.4070715748,769764.8749264191
420564.919303797,532472.990214742,605184.3355333697
423663.84533564,496632.85832537187,869942.0904426028
438708.4417243114,465973.7164451161,809569.6990719071
500301.964292349,478016.56700057554,718789.3505447411
458344.88864032086,412273.0174968494,771699.2624082066
517683.78674432996,429667.5000751384,918804.2703823159
453868.5621647573,434910.2009447934,643436.7665928756
567358.9000747513,518967.77507553017,862464.8406949225
452165.1608689342,559799.758300887,954457.4995108744
813647.5075452083,583627.0295071398,758375.8789930274
535644.2452133828,624882.5926880528,887023.0988864012
706850.2856331603,782313.9926506297,753150.8899115758
581216.4595559402,549883.9701381428,882910.7066962253
702418.3320504883,757770.8425914804,705008.8399319061
716711.145825081,481882.55073309207,742752.7738091936
564864.7903887443,612340.7794463965,766597.0224784502
673911.8938336992,760463.5947105044,951454.9910249286
742962.9142982665,713788.1091918425,754361.1104878992
723915.9099643817,764691.646502864,822835.2213941838
849911.0896872613,906049.0742826636,765182.8674445204
860572.9691942511,946461.8873713147,778922.8560318283
828032.347137749,561288.7493147717,752975.7853541946
958227.4696211105,764043.309753278,1107814.7323829702
805772.9209866552,767072.4351780848,933299.4764176749
1015788.3903382015,622694.6006995023,1056604.6769327284
865378.9249325002,706172.9700617183,785612.2846420726
794856.3883346725,619422.2230093913,766401.0564528068
742526.9082097748,616053.1251774011,778188.3674076343
633247.3891598821,559154.3733971424,776630.298984401
692403.4948596816,755355.6822408405,603050.8759752722
881833.6889567815,573156.3798271999,619912.1980429981
826410.5717573157,538361.4613255716,542269.4809130817
1008747.4912904131,537574.2656336622,563279.1750728076
1173569.7046898862,456444.6907640624,601566.9301640893
941808.898035815,376913.5478486208,735080.3278833008
934686.7846533825,433695.1903114871,702222.8909711777
1144382.286062132,388490.7138050867,542255.3413316484
1033809.3018645758,413988.2950256195,676129.8615724009
902849.8482906288,342928.8388934756,522064.8652245773
