rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 297.92630053  278.93697998  301.81603918  286.07796703  291.38812377
  268.43877751  274.04572183  253.89154501  296.17915149  280.03904157
  287.2838353   297.82364346  299.56698986  268.31917577  265.90525192
  286.31577608  280.03904157  274.79890152  255.00592309]","[ 147.81297095  141.61963708  127.22536152  141.6546288   137.29479845
  135.0165972   147.81297095  141.61963708  132.57942387  149.98267375
  149.98267375  146.55318884  163.9316642   147.81297095  101.28381897
  137.29479845  155.80557994  138.52677489  135.82370324]","[ 249.74406211  254.19538371  244.73254923  249.04438306  252.62381933
  271.93499597  256.08702696  258.28392184  251.51059618  263.5209142
  256.32491509  257.6504947   255.01039661  260.24416864  263.96880381
  258.48210008  260.08906949  240.28260081  257.40188979]"
"[ 272.99416284  293.45420845  277.55592764  269.89963079  287.2935787
  255.77748054  292.40028719  285.63744867  303.45411927  293.9992373
  291.4296937   300.28679986  279.52335075  279.78933306  275.43873178
  301.34042288  282.23186038  272.99416284  293.45420845]","[ 123.62294056  159.18084394  167.52363141  134.30445737  138.55144627
  167.52363141  141.16549284  143.10630398  133.59333305  144.37573575
  138.91979685  141.16549284  141.16549284  143.10630398  147.22996064
  157.80467409  157.80467409  142.66503755  158.60805754]","[ 261.14775695  256.55895119  255.40067266  282.21625083  278.56353451
  254.32634735  265.43435854  258.58551285  274.47283329  275.39418585
  270.95911279  250.44929506  241.25921372  256.15678502  262.44790508
  268.29024803  276.84921268  257.82441117  266.39671426]"
"[ 289.73549264  258.8551304   277.14943377  266.22305034  284.02207344
  284.36128758  284.36128758  294.22001073  269.22443509  272.58075143
  265.45571708  279.74748564  284.02207344  283.71413259  272.51535804
  275.19895992  277.77065138  276.34771851  282.80984381]","[ 141.39762376  159.13101738  144.9508473   156.1291517   115.89581182
  144.9508473   103.50900076  136.34421589  124.76511231  142.46858499
  141.39762376  126.07778187  121.51091382  120.51640324  126.07778187
  126.07778187  121.51091382  143.26562464  146.0460543 ]","[ 290.70557702  277.37927903  268.11332654  277.03885169  295.52070826
  268.32114994  253.88147621  249.96659696  288.69176507  269.64325894
  258.8838178   271.28092961  264.61982189  263.0253998   275.92349813
  266.53699641  266.70367298  272.23691769  254.94147568]"
"[ 282.77090431  309.24065028  304.00916036  282.77090431  281.04911536
  316.08357358  309.73934829  276.46390186  310.09996584  299.69039804
  290.1062665   306.56427275  302.31919195  309.24065028  289.55322718
  289.55322718  270.79206743  290.47297542  272.75664499]","[ 115.32973023  157.20721434  158.10025645  140.63100746  166.81150542
  144.91335595  140.63100746  154.43866428  136.62220199  114.28284649
  136.62220199  114.28284649  149.57883266  156.25164007  146.82407897
  116.64863567  136.62220199  157.20721434  137.34664962]","[ 261.73628501  275.65645603  259.62643492  257.0233      288.49623571
  273.97991829  268.17579457  269.52209948  268.28420024  284.53108765
  282.42026739  294.82241722  270.30903145  291.14148088  277.3948709
  268.51493285  288.37602841  285.86690569  248.61948692]"
"[ 291.36455992  291.95189915  282.99679039  285.75523677  276.03330918
  302.51845776  268.08470066  293.79698805  276.03330918  302.51845776
  286.93204151  272.31113287  291.95189915  296.27188045  285.33024595
  273.39769561  294.0307372   289.83972096  298.33733156]","[ 155.50747524  134.06450958  113.23178459  135.05687261  144.29695773
  133.90504128  133.92479027  140.91707733  139.79791542  149.95004359
  113.23178459  132.93238252  130.97026993  139.79791542   85.75709653
  161.03589696  147.16164235  113.23178459  135.05687261]","[ 248.45517656  284.5019102   285.29970504  265.34255951  280.11854334
  274.69709101  273.3417529   266.42197326  287.41948138  295.05349515
  284.8690083   274.50502452  284.50551642  269.05173451  296.71816444
  288.97901603  291.2699997   249.32890399  273.20039587]"
"[ 311.37335166  279.74644412  288.32558594  286.73777632  276.68134505
  311.37335166  289.55993864  284.67329056  301.41105736  288.0881704
  303.96799886  296.55951796  283.74486342  281.18279196  301.41105736
  305.31222944  256.38210083  308.35295107  309.87815202]","[ 135.9049552   146.39628455  139.76672426  140.75684464  141.84462581
  127.10994135  144.71133542  151.7329206   141.84462581  127.10994135
   88.25294325  139.76672426  134.07898837  157.34449341   86.09779079
  144.23675765  120.00567748  138.57604586  133.90371362]","[ 293.85738913  282.23804843  272.43869049  282.51125927  285.67504916
  304.5610441   275.70306541  292.79273203  294.25542709  292.14585787
  286.2990749   292.29533619  277.56637515  271.74978295  285.56423241
  256.24692742  273.61480965  284.35632157  268.24739805]"
"[ 287.96829336  275.86579139  288.52997316  263.76075943  286.59040674
  275.25316646  283.58702044  283.76366351  297.77992093  288.75049886
  290.50265863  286.33389986  288.78649251  282.46719808  275.40086933
  275.86579139  280.66447825  308.1667194   278.46402471]","[ 133.92169167  135.77565985  126.47977068  143.58521121  149.04795187
  103.91726652  143.88758115  145.95031354  135.65172218  143.88758115
  144.95591629  128.63687648  157.67913095  142.18937983  133.26251029
  103.91726652  143.88758115  128.63687648  157.67913095]","[ 299.13853119  234.54823512  271.49901478  264.96485252  286.80955491
  280.02168365  270.19584114  275.6177621   287.48151175  278.59116443
  253.13649005  288.34093559  283.70053603  257.21479762  282.94895117
  274.96287021  268.0350859   288.80157621  276.12800939]"
"[ 288.84213232  270.07319126  270.07319126  297.14784779  316.21526482
  288.69677509  275.15657274  286.43404058  288.69677509  288.84213232
  299.56061457  292.42596736  286.79580421  291.81623031  294.72055264
  312.32505913  300.65022477  293.87395936  292.06188724]","[ 141.08825193  160.78680653  133.19628082  143.08793512  103.28337442
  126.26108164  166.29959793  138.05853598  136.45595467  160.33476886
  139.90779224  141.08825193  160.78680653  133.19628082  143.08793512
  152.5353619   137.7583193   143.08793512  145.57967697]","[ 287.18751601  295.92162451  265.21585507  298.68248539  296.2429807
  295.44795247  285.3738538   268.98972649  277.82672839  286.54837864
  285.40717397  270.33305951  259.18575598  295.06792017  309.20561337
  277.16835155  287.7736287   274.32927753  272.07742146]"
"[ 299.87739011  292.16133363  292.99412666  281.68682814  298.3407561
  296.35345144  295.27902341  291.82448318  314.55843485  280.91134408
  285.39172914  285.39172914  303.2071441   280.15199821  287.05150229
  303.2071441   286.92787995  286.92787995  267.91489499]","[ 123.4486516   157.82603219  115.67818213  161.09551374  135.07419206
  151.48838865  107.34466244  157.82603219  115.67818213  154.50577825
  139.43985516  123.61386664  137.61872612  123.61386664  137.61872612
  137.61872612  148.08932205  138.38959658  155.99047773]","[ 274.49818429  282.71057215  271.54343397  282.43023536  257.98405122
  259.439719    276.72416896  283.87170864  281.4268189   291.87061935
  305.10108451  295.45459983  254.9385793   244.33734301  264.92596497
  265.50027358  264.1075324   307.99307395  284.39813904]"
"[ 248.04351444  258.00690342  284.7420437   274.38618405  267.4176844
  284.07234388  304.5042685   291.92260201  284.69721141  279.96511351
  275.14232337  297.86891362  289.41295005  294.89381651  291.92260201
  284.7420437   274.38618405  285.5522911   314.59507224]","[ 154.32838059  148.23763622  120.22525671  158.96183526   83.66221928
  134.60528582  132.87477679  151.35415162  151.35415162  146.80261801
  125.91966066  152.4809646   106.84513078  142.38473008  132.87477679
  151.35415162  120.22525671  135.66527704  152.31872783]","[ 298.92709411  322.53714207  266.11950591  272.68649546  275.19134933
  288.75610184  283.96266721  266.54183526  281.42894341  305.40568381
  276.42483063  288.03518485  251.39053042  280.68953502  273.34921606
  310.59190842  267.78307851  286.69005065  289.18512455]"
"[ 291.11085054  296.72172883  256.22778739  302.64918807  302.64918807
  288.41563606  259.61384449  256.22778739  288.86008023  299.3077311
  278.01716063  284.85138354  291.66623355  283.27462611  277.85980999
  307.90326734  302.64918807  283.22943077  286.97631147]","[ 158.25949297  145.73846079  148.10003177  136.84780797  147.21929369
  119.68887142  126.99320441  165.90965845  145.25649259  154.90209367
  154.52695905  161.98834619  151.68002383  145.73846079  154.33054319
  119.68887142  117.48792173  147.21929369  119.68887142]","[ 299.31633398  279.44888117  266.71232324  285.92652558  254.54048086
  293.56565817  286.68115779  290.63360512  237.11362234  283.96090498
  306.620806    285.71678036  278.49290683  254.23224475  259.01014752
  278.04346477  283.93075425  285.30196029  253.8625987 ]"
"[ 305.46040209  294.93375072  294.93375072  301.94808392  284.11684676
  279.69159953  294.93375072  301.94808392  309.727064    284.44603659
  301.94808392  283.97762448  291.23828956  289.09257715  276.01221359
  299.02521579  295.06038778  305.2542076   316.02978303]","[ 161.99018976  115.24773599  148.07897834  149.41577694  132.51621193
  126.90835843  145.2078725   134.031664    125.04978579  152.07162962
  126.90835843  152.68996326  132.51621193  126.90835843  123.28641953
  132.46637866   69.16098654  108.92598618  145.85312889]","[ 259.62730299  269.31594412  269.07012618  255.96914518  276.36632509
  276.74813146  259.55268971  283.3602091   283.43069193  271.72855588
  283.06530749  267.1934536   297.53868686  259.63506091  258.51073667
  252.28888521  314.16141138  272.08208386  261.69555844]"
"[ 281.84468763  301.44836058  302.88594382  311.54886877  290.22727096
  302.88594382  263.50846638  301.85852357  311.54886877  307.845964
  302.88594382  311.54886877  275.26665985  271.49179893  288.71079804
  292.29139584  303.62391548  315.32590897  280.99799837]","[ 143.636059    144.74336678  109.96167081  148.90263425   89.57496021
  136.28349487  120.51338413  152.53008127  134.30138458  128.04904666
  128.04904666  141.52440102  134.30138458  128.04904666  113.03375461
  146.44039487  152.57659895  135.37269533  139.81964743]","[ 302.7570113   243.34878357  254.98229354  274.95581309  265.7192162
  279.17279086  281.17343077  276.1793933   311.76026407  266.54627971
  262.60525512  280.69345453  299.65588672  282.82763352  278.61498536
  242.46687239  283.49506072  260.56373327  246.39957949]"
"[ 302.51892162  292.66641694  278.33069403  285.9163128   311.51801594
  302.68015332  292.16685275  269.63332334  305.23556542  284.55343983
  305.23556542  324.19354757  303.13599911  311.01606406  307.16277175
  295.67576908  287.07342168  269.63332334  305.23556542]","[ 137.49164751  131.96550701  160.37861147  149.93801848  139.7814621
  126.23927601  121.71100857  140.69082241  124.10309778  144.64112275
  141.71611746  132.24230075  155.46557483  141.71611746  132.24230075
  132.24230075  142.74991911  157.37655282  137.49164751]","[ 294.97825372  263.12375552  251.59979655  265.52779416  260.40980357
  275.26507116  284.79828285  296.55348414  294.31668368  279.96701833
  288.91093879  281.52875931  274.46784304  277.52841795  264.03270386
  249.71644959  254.2652541   272.51344241  264.1376405 ]"
"[ 274.81996812  309.00318501  304.40201175  291.5738039   284.91033095
  301.49168456  288.04381427  275.80526246  309.00318501  282.38866915
  311.19996711  233.59239523  269.73825419  286.4908137   270.92846075
  274.81996812  274.81996812  309.00318501  294.82169651]","[ 126.67990744  130.24381775  124.52299835  141.15797972  111.5102071
  129.07664177  124.6402174   137.61638311  131.29942421  137.12433982
  137.61638311  114.07398569  124.6402174   137.61638311  165.58257922
  144.08784849  138.34176937  133.85578964  132.04384865]","[ 287.62143992  244.23230891  284.93171523  242.72582831  306.69182154
  263.12887182  283.52681004  280.07031043  279.2216926   285.47058755
  283.82328439  283.01659614  251.67753173  299.08435864  236.58434274
  297.74209368  255.77583656  282.12820213  282.00067588]"
"[ 300.51995244  253.36413484  300.50667857  277.588061    284.59867658
  286.40267439  290.66196597  289.66609101  283.61087268  284.59998893
  295.48190045  283.61087268  302.35250769  303.17849705  283.61087268
  284.59998893  271.93059017  284.59998893  291.87351451]","[ 138.68722609  149.10785068  120.76973242  151.99847685  120.76973242
  151.99847685  154.93442333  139.01747933  138.34874     145.59770547
  155.02251908  144.16245952  122.22913565  139.96651477  151.99847685
  140.04885331  133.75327536  145.88727757  126.7465814 ]","[ 273.44559469  254.99286601  297.89738442  265.66398917  296.88461268
  288.02973735  253.95465297  242.56422953  273.56657498  259.65111246
  249.72585875  263.16420812  240.24705869  303.15762507  288.06102412
  267.575527    248.5625778   280.98188099  272.21687941]"
"[ 311.853253    279.04304094  303.12492278  293.95188735  302.27822568
  306.25934508  306.25934508  318.2082303   300.63775244  312.20297615
  311.72785726  304.41709051  263.91015573  274.67147296  303.13899681
  303.66446743  303.13899681  303.66446743  303.66446743]","[ 124.36599874  130.10259905  146.16273822  124.96506786  124.36599874
  130.10259905  138.74829683  150.7564859   130.10259905  146.92324044
  140.34123083  137.82234663  117.82536611  106.9737687   129.38141737
  141.02639258  120.399511    112.27868803  102.1209599 ]","[ 261.23852566  271.22944534  273.38316932  259.04647181  250.45733216
  289.78290872  267.61080228  225.81637012  272.73601529  284.70890088
  294.86496083  246.6410081   265.89206635  250.56640647  294.43381326
  309.64391265  261.99873249  273.19133017  259.12442743]"
"[ 300.73498822  284.79450702  254.00563867  291.94445769  284.06819801
  283.07630916  287.45606851  287.6186689   274.23121518  286.15124324
  281.96071485  307.78990586  286.15124324  309.00344128  302.97480243
  291.94445769  284.06819801  291.94445769  284.06819801]","[ 121.65893816  143.8664006   148.58214602  138.36341586  150.7465672
  109.08628887  150.7465672   109.08628887   89.45670182  123.0020668
  151.86136106  118.7021188   142.13238058  136.40059008  142.45681526
  126.05640574  118.15755121  109.08628887  133.23016132]","[ 263.94654077  240.96598321  237.58218683  283.29031575  296.35555397
  265.71693788  252.10919375  273.76032885  268.41989226  252.64345644
  256.45119837  254.80318137  226.96752833  262.85126502  281.45502939
  240.68432897  278.4731434   288.49291487  262.86396291]"
"[ 315.79681005  255.99884128  280.10080081  290.67388239  286.68740138
  308.93784319  308.93784319  298.40020711  296.18616568  307.98262572
  291.46615746  299.57264772  310.83414607  301.61426774  305.64698303
  300.57771921  315.79681005  255.99884128  315.79681005]","[ 143.467978    124.43640097  134.2635283   107.63974818  143.05246463
  119.65254679  157.89137149  137.56549172  147.68762774  148.69627021
  156.93190702  153.52012761  147.68762774  148.69627021  125.10499437
  145.67047195  151.43459199  132.58921424   70.42499799]","[ 273.98103353  248.22385082  247.75177777  298.94622507  288.01719196
  287.67659412  257.75638043  271.13345501  291.30450984  268.7530674
  253.12566485  310.44479837  285.42809902  270.96793865  252.40704339
  240.74599831  257.49790351  243.62906031  297.62338361]"
"[ 284.23499172  287.00594421  256.2200986   285.7915774   255.53531266
  236.52331393  295.83959126  255.53531266  285.7915774   285.14575701
  285.7915774   285.14575701  272.94811588  286.04323881  294.06166378
  305.22416912  279.23070563  303.23895555  305.30190594]","[ 155.48432963  135.81580477  125.85320027  145.42797893  169.35607899
  129.99316743  146.06077331  133.79199005  113.69485734  109.66990176
  155.30739684  139.73183824  129.76071204  144.11720096  118.83488435
  113.69485734  109.66990176  121.56166953  144.87055684]","[ 276.50393575  267.70329521  240.95870076  256.74334863  243.81345918
  265.93839545  266.37382543  296.00238162  202.44154983  244.09735756
  260.15429847  259.8868996   264.34780264  267.60945915  296.56419736
  281.05521339  259.50648054  252.89366842  281.85350285]"
"[ 302.91732462  274.29484962  304.30306715  308.45135494  291.47597621
  308.31256219  293.11882207  293.04508468  300.22190431  291.47597621
  301.26178382  316.89763749  263.57616161  280.36558851  292.45612646
  274.78889519  241.20923314  291.47597621  308.31256219]","[ 147.67041092  149.89518609  163.71888548  153.64581375  140.99561056
  128.2614259   114.70868782  123.35445426  117.20609466  131.13670935
  155.41841178   93.29913218  130.91930816  134.49597398  127.56006879
  136.70135262  123.35445426  117.20609466  131.13670935]","[ 255.37923157  223.88407096  275.37675588  272.41669299  276.04199726
  262.56241923  265.26318859  233.20252117  272.59244262  313.78402361
  232.88490543  253.65221607  265.13426857  232.82818271  236.90050705
  243.45024095  210.52307439  242.39991732  228.49514805]"
"[ 294.0320862   261.95750383  281.88139453  303.90143745  297.90521606
  282.25717526  268.16629525  291.60958156  303.90143745  270.10892811
  300.90373509  302.9420588   303.90143745  270.10892811  278.51343829
  301.70815256  300.20947249  302.42819836  286.64026481]","[ 142.74471176   73.61348808  135.54098219  130.57245676  136.89796166
  144.21265413   96.70781388  110.80210855  129.11496876  142.74471176
   73.61348808  130.86860194  142.37627065  138.31161086  121.62363902
  136.89796166  144.21265413  133.41043667  168.79616015]","[ 214.91552284  258.72725538  246.61896945  239.76077467  258.58334701
  248.92326097  294.79602172  220.18105159  288.302095    247.97150492
  233.80109997  264.66361636  287.10521215  241.35215386  272.45073342
  242.61339818  276.26871657  231.7578198   246.95933161]"
"[ 306.56862594  275.47323364  284.90919541  289.7940979   298.88513026
  302.69440135  305.69142564  304.07956403  297.5808553   291.45432
  293.18247607  281.67226247  291.45432     307.01550751  291.45432
  307.01550751  288.47210619  296.07985182  281.56424583]","[ 119.87455122  100.10962111  102.56472823  152.44167777  133.81386434
  127.10699608  150.34276435  142.09259388  146.72706082  135.91246446
  142.71494635  150.8729533   135.8476245   124.01481847  135.8476245
  124.01481847  135.08435005  142.71494635  150.8729533 ]","[ 220.45844114  259.11616694  274.79397753  259.44516743  258.87325202
  240.73881463  253.53383124  291.05906028  234.00738514  255.51719193
  251.69548352  220.45844114  195.99460987  230.98664253  252.28621267
  245.78878999  251.78414401  243.33651122  236.12648633]"
"[ 295.07620598  285.73755407  277.73043451  260.97796157  291.11232295
  286.14334822  287.09558241  310.98009602  310.98009602  291.98918913
  285.37179358  281.9622121   297.99677176  317.88584168  280.46547926
  278.32659442  298.36785727  293.94758345  310.98009602]","[ 167.24503672  154.85174847   50.83716886  156.98787855  148.47592056
  171.26743013   50.83716886  156.98787855  136.54064949  146.91566457
  122.48391137  158.95902158  133.31987789  111.67486281  136.54064949
  146.91566457  156.87313339  131.60198329  124.79435439]","[ 220.70896659  270.56023886  273.43093002  235.81499555  243.63199115
  289.11187237  238.6288411   258.03105162  252.77211166  285.39871725
  224.8280458   288.04909134  280.59608667  238.6288411   220.5556665
  223.20967174  266.48544612  276.71508851  251.85953361]"
"[ 271.71459857  280.82781355  303.1298877   287.38379635  285.03801259
  269.77708665  308.43449245  304.00335818  291.73445253  285.43311435
  300.25603054  289.46337652  272.54290635  284.71278487  283.40562766
  300.25603054  282.83969934  285.43311435  300.25603054]","[ 139.24052535  136.10569382  149.22221692  151.01217738  153.08147669
  133.01929955  144.43876451  128.62984062  124.09638664  115.55085186
  163.09370985  172.15994968  111.35621294  155.05723386  161.89604458
  155.05723386  161.89604458  115.55085186  163.09370985]","[ 278.5719552   254.45100989  261.32883539  258.37448333  270.83888621
  238.801331    256.0771097   270.83888621  265.22380227  248.86125088
  236.12852596  249.27573446  256.35068153  249.23296628  270.86260815
  239.68638206  223.26165344  276.68454015  245.7907106 ]"
"[ 300.0384835   274.60388648  283.44982087  290.72590733  293.16518474
  282.34552983  290.72590733  266.19727719  283.44982087  271.6676106
  250.10430967  292.0878159   274.7176745   301.33520671  267.35838286
  293.67162264  274.93340215  292.74540141  287.46196976]","[ 145.82287411  159.78506934  135.6147262   156.99151834  155.83349479
  135.18320414  137.20986979  165.66176519  121.57408396   94.49601468
  164.75034342  118.14419186  127.61073543  102.83046133  141.30807492
  102.83046133  141.30807492  121.57408396  135.70707027]","[ 262.43960894  244.42156332  282.3671918   221.67987255  277.30206924
  208.40985284  226.18103091  248.50249098  280.82882197  272.14710996
  262.14150742  248.82270152  253.6821832   263.49133686  236.9727042
  277.30206924  252.8640231   228.44341472  239.71848467]"
"[ 293.141645    272.30652471  269.35013794  269.28707371  291.12875792
  271.27901724  272.30652471  273.80218267  279.78706954  285.38695264
  273.80218267  293.52871122  271.36124153  282.53801316  263.93252412
  259.55411454  256.06485731  300.33490167  273.53785403]","[ 164.29866566  130.51019446  130.86612873  146.64662288  102.01333746
  138.25575961  154.46694923  121.34910558  133.95359069   82.57628916
   98.91061743  137.73380158  130.86612873  146.64662288   82.57628916
  143.57539086  153.14799451  146.02053713  114.28493176]","[ 283.66054485  243.77644229  281.6141049   263.74505988  214.48606162
  248.13124869  249.17941785  250.52366268  260.2406033   281.6141049
  258.81750624  286.11407867  230.06090479  246.72160959  253.88305887
  257.01715019  224.20897853  247.99039949  224.57188163]"
"[ 281.96977749  268.21967862  274.16536892  244.4405741   252.15725238
  285.34694579  275.09263522  268.30651193  258.77655723  270.04631127
  280.73751035  273.67078988  254.89846954  258.76488574  267.19720458
  252.15725238  283.74346722  283.74346722  275.74774566]","[ 166.98292763  160.01724055  164.46804231  110.37373246  167.72690597
   96.65995991  140.01733708  136.49020176  156.39157227   72.02139493
  156.39157227   72.02139493  129.98234856   90.18784167  167.72690597
   96.65995991  129.01500901  163.01657795  160.33162123]","[ 240.6100642   238.58862677  253.41860668  260.32138839  252.59794807
  252.59794807  245.47058247  242.82418916  288.10686522  216.74432308
  239.61657273  274.50004809  238.74795889  268.6294727   228.61980733
  217.86699317  249.7145788   228.13156957  252.65020879]"
"[ 279.28785595  259.94444759  253.35095982  270.02280536  276.55403848
  267.02820326  282.84385629  249.84790662  270.64324549  252.0977916
  277.8912508   263.86140635  268.98144154  260.52977451  280.222065
  278.79482007  268.98144154  278.79482007  268.98144154]","[ 161.40931863  117.30774778  147.18477463  163.3142518   149.59032295
  122.29522622   90.77707112  129.76606931  159.06989147  128.14148113
  147.18477463   90.77707112  129.76606931  127.25322749  148.69977586
  140.44113815  153.60625052   95.95734783  146.74001598]","[ 244.96325323  255.54335546  278.98458857  251.90357646  249.31180474
  239.80571801  258.00168102  219.70892314  271.629846    275.22184154
  268.70258858  294.25596516  259.02470043  235.34553983  258.1138272
  244.61833635  239.41250099  276.41333632  263.23463711]"
"[ 262.76490573  240.45442863  249.6645793   253.58766052  263.77435406
  251.30997238  274.75406356  262.7018896   251.57414948  247.84634256
  263.94954848  262.76490573  260.94335199  262.76490573  260.94335199
  275.61187871  246.22117286  252.52276714  266.05634386]","[ 132.26599797  173.85379532  117.96327968  164.13531386  107.97881388
   75.07440507  161.96655666  142.68391784  132.14386399   85.27947118
  132.14386399   85.27947118  142.68391784  151.18642298  149.68389579
  149.05987894   80.56531486   69.61951723  117.36481227]","[ 233.46063095  207.19063311  258.01115763  258.42831061  239.06095423
  245.18483796  206.15187367  251.98791079  252.79440451  264.39601151
  248.00341049  251.97008232  253.5111938   239.55669598  248.77655352
  267.40619932  242.24962896  240.54829043  247.3897286 ]"
"[ 229.1674275   261.93581943  252.28739063  256.01024942  251.23359897
  246.44639432  246.44639432  259.67930182  240.09844775  239.84980184
  266.21464803  242.72198517  246.44639432  265.95587641  246.58179811
  265.80145797  249.26705113  252.11372343  263.3912918 ]","[  94.16103065  129.61384467   94.16103065  129.61384467   74.326187
   80.31739709  120.98801821   73.21852273   74.326187     80.31739709
  161.38207428   95.57309836  135.26953341  132.93165617  147.99213047
   82.97615244  130.32567504  148.12275437  153.24532327]","[ 240.9102874   248.29109016  231.50234525  238.36539304  253.38807601
  272.483232    277.91790877  223.14432901  254.82383279  274.3091084
  223.7502464   251.87624313  252.24129758  231.18760117  250.0835394
  293.87423147  257.99059694  240.97397306  230.69984848]"
"[ 224.68373709  260.26509352  244.35062921  242.96041372  229.28814125
  243.50983061  224.68373709  260.26509352  226.9048311   241.96154047
  230.60565833  239.02642338  254.61067169  242.90609894  233.59501712
  242.29165567  236.91777442  262.59223314  260.26509352]","[ 160.64956646   98.423071     80.06440203  143.79693731  122.13168927
  151.16458344  103.44374548  108.71158513  155.87622818  151.92079754
   98.423071    141.64698759   92.03730664  130.77902426   84.55680588
  147.42731851   76.86587699  155.73684302  105.51745524]","[ 201.58757679  239.54463654  274.74681717  233.26873478  225.99545582
  244.80375413  262.80464441  262.36325629  240.39931479  234.56324094
  261.10280107  267.41118925  240.88121604  236.74241816  233.33132894
  236.59110089  201.58757679  236.05843692  258.98463077]"
"[ 219.17004149  227.7112538   240.29849112  216.42674768  221.16305202
  249.42852771  229.41716462  242.90184466  219.17004149  227.7112538
  218.17061704  232.30221989  239.30428522  236.86691992  225.42677628
  246.74742929  219.17004149  215.1420932   239.07374105]","[ 100.94436637  118.65091197   53.71154459   83.94734008   86.31482518
  119.06305596  154.60720041  100.28763194  100.94436637  148.88713106
  158.86798213   85.70719564   95.04217211  119.06305596   96.05251877
  150.37955813  143.36727312  144.02625004  103.11539309]","[ 259.09200309  261.19367528  243.30925428  250.06969003  245.08831786
  250.92034986  241.38733288  212.9925293   254.57315923  242.61975
  247.15334781  259.09200309  242.56488005  252.06439953  242.26230408
  233.22756563  254.57315923  234.42039259  220.15208594]"
"[ 226.24450439  236.69364476  241.11629735  221.8885152   216.64860285
  226.24450439  223.82646873  226.5438336   233.2687639   228.86671967
  215.72435998  224.26914192  225.89508121  226.03957634  228.03068244
  219.07453013  236.69364476  224.94270599  236.69364476]","[ 122.75661585  139.52924529   89.58550786  147.22382066   88.51368084
  144.30744187  137.15814731   81.47329911  128.99386172  165.46256282
   83.4338849   124.18305021   82.66505413  147.22382066   76.65925495
  146.60974065  110.63013045  111.46914711  124.15986431]","[ 242.89957767  255.10254253  253.21760102  258.26004144  218.86974671
  228.05720066  255.39990893  220.04391666  262.38185707  246.65392978
  242.89957767  232.8750163   224.63372136  252.82988605  253.87516362
  262.38185707  243.81549708  254.3118409   257.7515338 ]"
"[ 225.2591488   254.34235438  239.2218188   221.25427616  239.37606409
  232.6541227   216.89230216  248.86899937  218.9204895   216.89230216
  234.91737877  216.31465878  223.0021861   238.19230957  213.43044677
  198.08551239  227.47753771  234.2788085   254.34235438]","[ 118.28110677  130.71381855  103.91833214  121.84815495  113.06103291
  154.76750417   88.26819745  171.16870201   87.79059087  159.90420059
  159.90420059   63.13074863  140.29502614  103.53771799  158.13826854
  118.71208424  151.37006253  145.93740961  128.85117642]","[ 270.22982751  273.01642492  236.03389187  262.96259989  234.19426061
  240.99019545  261.54980487  270.22982751  256.35174831  263.46987846
  275.34978051  238.32385703  216.09346209  254.09539613  234.19426061
  260.80490495  265.93400734  236.71939925  229.38914449]"
"[ 218.02797624  221.31065179  216.11844826  240.81901782  234.50299384
  242.45377537  218.02797624  221.31065179  211.37810072  224.11881648
  242.45377537  229.98753239  218.89957663  211.87675471  205.85921593
  230.28901536  221.59826746  217.01771585  220.33598113]","[ 146.16934437   86.52238638  133.27312016  143.03218356  104.80762668
   97.63395673  123.29885488  138.42439938   47.40982218  123.29885488
  143.41943077  134.72160754  124.28206027  106.06616272  166.81760772
  121.02152     129.4268079    72.73567012  124.51977649]","[ 214.21228258  231.10433225  245.30743596  246.45370485  233.29113829
  249.33440468  257.1674044   258.62082574  226.26203973  236.19098817
  254.87601722  244.91478554  258.40052742  251.67460442  271.81344098
  257.1674044   242.24253186  238.60707328  249.33440468]"
"[ 190.69586668  218.27590655  201.54369858  223.20440174  234.10026181
  202.72527471  228.42905379  222.24888763  196.64613072  201.70069669
  221.25793676  207.98572908  228.42905379  222.24888763  212.88846196
  221.86389251  223.46243012  221.25793676  200.67734631]","[  62.13001474   84.22168656   88.49031228  119.76692111   84.96881096
  122.83968534  148.4852075   135.91096139   88.49031228  160.43898636
   47.49162969   70.92538689  148.65876245  104.17680704   62.13001474
  158.40407203  143.22321322  121.06260137  155.65517308]","[ 205.89870513  258.10569626  234.14096815  234.40506615  251.32179006
  251.62040569  234.40506615  288.46417451  256.2136331   208.1068897
  208.33168317  217.07444038  221.01680501  217.07444038  221.01680501
  274.89613376  276.99268146  250.04170681  271.19086127]"
"[ 177.40456212  214.37752941  222.9668693   196.54018297  217.83810493
  197.42481942  207.57533589  194.98263856  211.0442041   217.15343338
  198.01142606  206.44168028  206.44168028  209.72698657  203.07959799
  205.23666966  208.29766884  205.23666966  208.29766884]","[ 136.57433217  129.83006423  153.64714748  147.39987132  136.57433217
  129.83006423   58.96981779  125.42365893  141.00558435  122.68348668
  126.72721556   90.65461303   80.39737764   81.47531719  138.89490555
   93.53325489  160.16154077  111.63833517  134.6518854 ]","[ 248.63664345  249.32761612  222.23644459  226.03678494  236.42018746
  201.292406    262.51160451  253.12975066  233.68404954  221.69728778
  244.61472884  227.10977308  244.61472884  227.10977308  226.03678494
  226.49544656  253.30351072  225.08570909  226.54737223]"
