varianceSvrg0,varianceSvrg1,varianceSvrg2,varianceSvrg3,varianceSvrg4
3532.4405579303275,10921.625951709335,5450.848171386264,127.43596123396352,16328.900773899117
16359.047075826908,5712.834489792689,1726.7690058594349,965.9021702965914,1678.237815340621
4200.485214868232,2959.7267280754913,19729.514864355442,9982.51979945584,12040.422466741804
2784.365596009603,3997.3919978016083,19785.77435590283,12123.002134059097,5435.851884763101
7152.683792079562,945.2156463723727,16816.463935923544,1069.2494018724367,9541.886126835117
9395.23862388455,43872.301640368045,9637.248975724136,9019.137023308213,2489.101270380955
4405.938611023889,20059.878679306497,30744.864018618373,142773.6928340996,6842.262346589361
5391.66709414495,54276.714277588675,85641.489443104,39403.1046225991,14127.061250290022
18464.78849285679,-2240.146285026565,44020.58250175305,913.1420858407404,6322.302469145258
27137.12943864509,-4188.846772843406,19563.476932953185,40576.17228559914,6445.108812870313
7679.054077323813,11173.923339198627,77736.22802012358,107177.42416681231,13483.99258798799
13336.628498155438,17047.402684826142,120633.67953416747,43958.7048868075,15745.93848152097
24834.184310123343,44766.36330553866,176222.84997824655,91139.73993222733,5333.868800215796
20463.57980764006,106315.66729167885,118201.43151102994,287735.8326870785,33494.82805444111
25272.836695734215,21666.658239210134,66298.162432346,41012.824297960164,54149.557380133716
17279.09916099786,127034.68128462507,1916352.5623260373,92023.58248985841,13199.873774784093
23398.72285676269,4894.169224516096,-11106.338101474526,65290.884539553685,247140.43816142663
30421.37600012383,87364.82122294475,87446.31862209755,176679.9303052374,116939.94523521117
14209.02639518,36871.496290415,-17807.506331991543,52356.7555514776,-19538.32791945543
4991.203832826931,34253.69304589643,283066.9979176817,238579.2943692482,64104.16761807022
46911.07312748099,38483.78419055216,96946.43956677645,1110626.7451895457,90224.63110592417
87879.87206281393,38586.47325001336,77270.53391332811,79930.93574156564,466279.48502040387
41135.62084527146,177539.56395888235,375440.0035040297,228124.22446011083,144229.2806590439
195194.9816992573,74470.53436886914,642721.0800610147,534092.632275518,83778.66623070311
86910.37132103242,209906.66268752166,326772.365676504,1284908.608611694,375265.3152280968
105070.29031957437,156782.94253402477,98507.68590571237,693164.7418972893,309491.4969545195
178666.14769892325,176068.58788046762,343805.22349554213,303441.3286555729,542193.6608123078
241668.09227217024,2035924.6419167763,390224.9923584901,993861.3229731425,193630.76133850196
5390736.5190659035,349952.8405988849,1393463.8922110493,310818.58456318075,1946014.9280929377
-53068.789836401826,410194.3412647025,507943.77547305333,1158093.3104764014,-185617.4298051464
95547.06267240037,885470.6442780682,1422300.1544065275,692676.9054970404,125433.27634784352
886389.441351382,726822.3415242264,116278.1151675536,462562.87596304785,307225.34954939014
1175666.7297434676,253772.1339856158,2380353.140311761,1063937.738738832,1192788.2528729634
441661.1533009226,715092.9901216549,2159589.625705242,3054387.318943507,2530273.2010613205
699297.0780052701,535108.7512548572,2867136.2665747143,2624798.548974903,1523215.1944498506
870523.1510683671,715951.5624352942,1691688.7926106283,1807586.2884412692,2310394.330309435
584778.6612772187,1018152.0683439199,1884443.6531302314,2471140.4079560754,948913.6658327932
331162.72917192255,2283885.0300514465,3411099.1966009308,25146170.97193755,1333471.640163314
1216832.6351677794,599944.3162774753,2254080.9353034524,4296685.40583743,1342503.6024921814
933852.1380863439,933589.1657563639,1291635.7056893092,4948685.340846783,3337129.843350726
1942468.4337005285,1357355.0543877364,6189714.938880191,5641411.945103187,5113683.617834284
1341547.1088472442,2015232.6018569646,2497364.662032146,11957902.977868376,4394088.710113865
1832019.258235504,2911721.2900688685,4351393.312078427,7149302.579503526,6486034.83710196
2751176.956437607,2614360.2430321667,6635011.797202678,4504965.193305666,1738802.9257275597
4342601.312543407,4924913.631003143,20817090.209988672,28738797.975778464,4092941.2493107403
1197098.9390352326,2932539.691699327,9454454.51719511,21848924.10064839,3554704.083384494
2936830.7171298517,3233847.6749238092,3236547.2030625134,5903625.29738313,1927381.2162985555
918639.9941496266,2655371.0916563477,2198106.335882671,4967029.172351861,3184436.4914837535
211651.2601398823,2673363.3477227157,11699700.611652113,11684481.98656015,8993165.141064618
676345.050336524,4669911.755233694,1988975.635632707,17284594.54303584,8086652.687529482
1893717.2579835611,2681217.112516554,450105622.29481375,237144769.23846847,4619796.111030925
6812738.120690272,6821370.817757789,4655731.851190146,19145309.878665846,4348299.255389681
1245278.4825304481,5804802.134004125,7930547.588667515,44776025.2763064,2500670.746821084
4644065.103694034,4351252.5324300695,11980126.341913277,8767074.017039,548485797.0892541
1610422.8738566367,6325299.013751326,11349691.08603413,39201003.56295129,6387339.626469297
6815238.348319407,16349591.819917599,15856768.446166368,56185308.758189596,5890643.617876762
6062127.941835319,6823713.224752206,37257858.17798645,37794349.44975985,12757660.76616276
1370218.073826301,3132059.2049807594,11992356.572508384,773409224.9572632,3037505.6850835327
4598265.605893174,16081395.197781954,27948916.84087815,16394689.341649448,1020736.0649099038
5572600.978064415,4675052.268977133,3627266.6688188217,78885281.60147464,4426119.243011397
11445044.645453755,6107477.569730336,6287108.584295262,18290309.45628096,5220864.167088642
18036561.593996048,4063949.404772093,13970211.79246662,100712588.83283612,4527889.3140618745
10139702.913456514,9979194.023499547,51491353.50090572,24069190.627890337,4060178.0919388076
16446426.33067439,2147286.5869606407,21619964.222324863,101302585.54647936,4091712.8269855483
11262821.79513333,92415805.67846231,20793253.93017888,74012901.96325682,7043641.097159398
46131334.855514005,1654917.0365351124,25639498.555298563,19683892.247992635,20524595.128399696
13929082.119987328,136529003.39674523,79514315.85370518,24981073.747306682,2558156.1109560817
10992730.720075883,50015354.43297662,13107478.845879983,24070255.081616133,343193453.693772
19216579.123244643,11499101.806777366,10982475.770650968,27705534.33508668,9339731.031713681
5717467.563877744,52637925.79273663,24391456.0725492,26697472.807805084,4398761.680956567
3714669.29946708,41127634.88637392,20600945.27272608,255593931.08085215,22307075.9219609
12882799.523803094,3249936.963084079,28237909.67688512,79636611.5049614,12558353.552380351
8498687.100287681,14909834.010611154,8274400.2020449685,54414964.52535886,17053694.621337116
11223811.838988159,12174759.065505,9233662.076783951,63164074.78410373,20069806.999418154
18683566.574334733,18270835.2997381,41911536.88066166,34987679.97855764,23942473.17846902
12880881.157833517,7652250.230480961,31169860.362075724,33239189.686628584,8375260.943140906
94896086.25621784,14150930.95888882,30682747.586023744,13995523.144841917,21764414.602776777
29895023.59507464,20434037.878085434,24779685.184233204,29951509.285330687,20864549.141881134
22834669.061461795,29026866.85434465,115628722.8980529,22989748.032655794,38567866.224894404
1616238836.8041563,23052102.367095474,48442795.762321964,57458340.74093611,10999384.530141817
33438112.21228262,38205577.20048555,83906788.5178562,68431672.58799864,24639949.845302414
8361226.417389868,44650799.9316905,5873131516.980099,28835645.442353822,24750569.857218206
13814669.997686194,34240143.57372582,32741019.09906503,13022477.941719301,22555694.441763103
43354157.21696699,94472710.34251288,47058273.30503872,63852346.70353255,24586927.395029254
13568570.816908576,30228401.247658655,54250881572.85332,3527353.2597836056,26870528.778760068
88643416.04788104,952262249.7178764,53816336.44194896,52846197.363607414,76225491.34863721
260636656.267596,64001537.13670435,11179964068.865273,27961926.6920238,26057409.914701175
14952839.804501329,66352826.94764274,64957858.43546449,188929572.49286586,184175790.40115356
11009659.685626715,2461524111.486456,25283722.753851745,18168097.5387713,11020911.091210091
22697373.907574233,11308569.648971505,21850364.618613485,34631352.96095144,85722292.77694951
7971523.85702089,21433569.947766732,109477664.14667204,35120510.78013712,100870939.59941071
3210100.949017518,117959622.73686099,66583447.08747447,117818442.81901935,77894877.18670043
22795638.7112057,7355847812.817389,221327652.36203986,77561292.34723409,56492949.86561752
14136037.16103568,65838149.98140528,45859923.366581984,211480567.63297725,94546745.44657007
39186648.56106274,51547739.85774754,367274956.47177625,364993777.4655583,22728388.549205884
86825490.24911582,27839953.522197045,106475590.25372325,276358732.3992058,71857798.92206566
8801991.334037527,61616962.84634538,163729204.68684977,236691551.16713154,44691940.37670483
30657556.337540958,44499724.56167235,1513730701.4689856,49280543.70731087,11626433.479945324
19584263.692228045,73167960.33584066,1651107311.5731795,116008551.04572758,71641292.26363678
37951793.731203854,32205826.61494253,186195856.81049818,461363432.60205275,65064685.29132738
74667857.10359725,44944991.5364691,158537397.93454176,59644376.44526597,53576969.862693325
