variancceSgd0,variancceSgd1,variancceSgd2,variancceSgd3,variancceSgd4
15902.22309561511,27727.135136563713,7727.835917544098,3682.912355170075,12174.85411015915
14484.851913275525,8022.098961455427,9178.060399503162,4107.141210807071,11138.419253091695
4428.179338191077,4050.9974116952444,32235.45586723786,14598.278175004603,14482.31149990371
4695.4968998116665,8226.671041066995,37263.83614761606,15354.32668229219,8806.302683907836
8519.386427465832,1714.6171116012933,32306.988553281946,2967.3025965434135,25484.7259706316
11142.239283669853,4429.193314592825,23907.59717782112,9982.022023395151,6852.505543554676
6872.144559202376,26768.13027263604,47510.29158198285,18135.911631625793,13313.087196016262
6219.25588797069,56971.65516165096,126921.330034313,43239.31070474116,22380.730686267256
23359.141467266596,16830.2174590872,71131.44153396241,27161.17672678313,12001.03408964093
26498.375846030227,35761.42349100081,29558.29006075438,63665.99343911429,7290.838308376031
7170.144778733992,33329.59181352374,113473.91325853551,144276.42996839507,17722.089056230907
17307.60847943402,93821.62806962348,148645.1636088373,52529.73691031464,20413.008113182124
24846.732835043953,110280.07037980584,178141.87081952894,99327.37310389477,4499.226539600283
19610.587850200012,97294.0786522642,158181.97510150803,228806.4448883194,36098.67056248469
24114.309077578684,39425.2838136359,67651.98907433928,34555.39062296664,70345.94779511692
14332.857850881512,135117.6684676018,1947329.3630176291,103646.58796309288,14340.041558269788
21315.516622543146,104368.37744283739,94774.21193689539,55002.82922652662,267614.17201226956
34650.09630475434,98128.39369261627,136063.21465899402,173166.035282636,350416.8190172386
15408.916670725905,47961.11532398996,123722.00512847012,64294.47341414471,229779.30984187417
4045.1145417197686,93096.9073183967,343599.1449444188,419407.9363521248,138872.02674000492
44795.68254889696,61101.23716334111,210291.74114743905,1164507.58231609,143529.03818086922
103230.60336190587,76311.87179213898,167439.53365041182,80878.981772145,502998.24891030305
41016.43925374146,216175.43786691807,520641.2173784971,230391.02746180218,236646.91789143218
179873.77788688103,107259.09337009546,565142.9283137181,544725.3585595355,324375.47875744826
92599.96280377227,274719.34129611024,349611.67425444734,1387245.8281126413,480414.0472886938
104767.98494842196,161751.4160651123,167333.07824942493,778524.118832936,328474.0575228795
177965.6209958894,213977.02355558978,555279.1313710874,435666.7949144068,614680.7098753245
241220.27238364078,2085456.2285173952,496147.03655720706,2830475.8840661654,433191.7077737099
5403654.349220203,293570.35632174823,1546437.6871262854,660975.8307384799,1944176.8921403748
704180.8168363097,530916.5481185252,730546.6147325311,2712241.270623939,1885907.07166814
222215.73248298164,1718029.195471535,1552453.4666849757,3249458.307852373,693243.7832847692
1101799.759926946,1790059.7751337278,1380244.6130363764,1495971.899486116,1144691.9097100291
1083375.1002824549,788811.8665455828,2108475.475502225,1032782.7920600106,2144347.629188614
809124.644856025,1021615.7796548293,2719187.642500026,5228985.931566291,3906423.7560955165
1160295.6739726649,1542426.1574685406,4361640.167590154,3088700.2828162704,2728690.507454253
990754.2833367797,1053656.9272126113,1907881.2748139272,2330077.299644374,2903656.6598195825
972005.9535515076,1855521.2866848703,1498290.2375070034,4869077.6433297815,2077552.8391616433
567294.0322682171,2771516.6453433605,4281264.521335036,11804032.593773521,1660543.2447619508
1453010.2777532726,1104630.3695391174,2622871.198092553,8675907.994729975,1688539.7920169048
1690049.6927881988,1146898.3126181148,1415625.5800941929,5245258.368723326,7136928.206313778
2121743.5346910055,1760018.7578939078,4213669.534306348,12272257.991959061,6031963.157020504
1705104.1132093938,3430184.8097895356,3412477.321454769,23135738.773083106,6209723.024249192
1277309.7898731283,9113123.578104531,4620011.758383703,11464609.97077986,8774543.715080528
3119490.355753541,2721350.6373930145,12670750.654936513,7602074.037552507,2645971.103962598
4009154.5362988533,5160519.6008474175,18813686.864402562,8970522.581235416,3875468.1547424477
1456818.9301127626,3029095.021010713,9709792.14486675,9861785.774487128,3746729.560471283
5104072.227667417,3209268.263223393,7365551.946775366,6121118.627017123,2695461.6342487284
2682966.6487676566,2860068.8976781587,3366863.497260917,12214342.0363082,3436717.2342650406
1199150.1788848,2476459.4854149777,7454406.119409302,25916504.541304074,10932851.297173694
1695613.5604975093,5028247.271193949,5222980.271531662,16672400.223877506,6135239.652363408
3050656.081126829,3110775.966582444,54134127.62622301,19869039.708840236,7843935.941293496
13240770.223664474,5721130.878560204,10229562.334756335,9682156.9365051,3713954.0679756706
1532451.114031656,6089737.082372853,22507092.93021254,20434049.843319695,2685369.2193657253
4607560.242305992,4891202.856323515,17728583.759115975,28739024.779577736,7356176.739266835
6334074.871461835,6632143.340972405,32430700.362965185,25132006.567637607,9294830.238044517
10553051.56220768,14511749.39581674,20347339.606035177,11631158.38899913,8974408.03592674
10057745.84706984,10703067.386997353,64495221.77566671,48487520.83502591,4732996.975462604
4428318.8412683215,10122624.467671242,15241206.843636956,52648709.5938702,3675347.0111273956
7693544.070956389,18161296.791310184,28527487.32460647,27775009.604870237,3379868.2797728386
13655653.305931667,11888282.779608916,15441705.01882998,39767999.33082391,9255172.820529524
13554585.926450405,6770238.346950128,14214247.722630419,29669224.81402714,6926979.882068056
23491436.06569994,6545914.076751607,11784633.266675442,38146283.68276596,8764293.045631938
13524105.93202044,16201919.017916778,16914417.91722098,74003503.60821855,9439955.85592528
18926054.01164357,12051169.697652213,37235850.97719129,73862279.65249547,6475935.307897719
14779675.264362885,14709289.927116726,32982636.141384102,49308881.77665527,8117080.055829845
20871793.49482142,15059279.810259761,39469290.781712726,36157146.39258417,19910787.84589173
18630057.820070785,21596328.140383177,26555321.08837325,54938130.066969365,13663715.852890763
11282591.122069096,20162483.261412714,23909945.744892728,27846763.957734697,7336894.337736939
17143065.467498112,13981160.861738477,13381837.909755612,37848155.96090986,23493296.568276804
9892025.81129281,25284698.820738085,42932073.43984902,36118007.96349849,7159696.129278103
8880042.5138227,76344700.1541372,23230847.799449887,25270707.549208485,34187334.871161975
14543997.760466535,28871308.878550425,38856671.30218446,59510268.59074374,15374778.425417129
12118033.013300804,15640517.097296469,34540124.422172435,57829834.5274797,28701974.931343287
17717057.76618118,34733325.020007595,31934030.512329385,57538135.40521762,29098848.76484137
9547908.41897374,17264353.035062917,46120004.666102916,39098750.36259772,31713704.81955539
28887319.66413432,41381662.3235341,42771052.550796986,96708780.45697466,9489914.556318507
15020623.544054775,33411025.523414336,41829936.391709484,25619482.140808016,19818326.531609386
24320935.327455916,54758752.4217411,36920564.03076514,38981393.620901026,51354764.47334491
32612770.43961948,24925061.10342765,48953857.16606833,48248828.40114636,31582719.24716128
17675699.72652659,38950284.166918434,45202582.430045426,106794484.53691877,10071167.004204713
60005069.85312277,58603492.15903905,35012564.91039697,79203890.24401496,21986235.053269863
22310263.105794013,30233391.09459082,67512363.85361323,50149301.972093284,24648065.25350478
20074421.67897957,40436861.89447255,46988407.33336492,103608352.02276623,22839916.937707067
39518725.58441641,44892432.29666814,69191029.43105648,43759113.6452611,29692448.824349996
15432942.335112344,35718016.7938733,60105249.502654165,73628760.69501281,58236560.45468462
42505621.03211045,46387398.53055959,83232040.80933835,35406703.34032236,24965574.447706237
77828353.99855907,29853156.9333678,68031629.03678085,50062059.85203096,28655433.29626164
29154661.927396804,43777945.05284175,82172522.45567185,62375479.007165305,57516168.90643886
12904359.87181186,45688054.791893415,51183805.707302675,40945733.239170454,55185449.928964965
30323101.23924889,41338135.85861962,29362804.90142689,37969204.76822298,31935442.01110311
17561697.375076164,31035796.84445569,123871925.21910624,131363993.48267056,40218189.16745669
18603755.033185914,71947014.05114886,124556430.62456752,165199803.84479266,79463979.92052025
37257675.87404591,68617381.27389517,98665572.36247978,121139032.13061166,71340006.22913577
14787760.248114256,66162279.37922269,65514531.457732916,169343624.97865397,53506091.23641761
31447087.103831448,100762171.93336585,78678356.89857778,99519523.60239297,44501320.713047594
59169754.96461622,70479418.19316038,70080409.96436177,119236435.0039558,63109172.46454458
27990301.06052507,121097229.24811673,148373207.72008944,129328570.2335147,27402757.686750114
42598329.51157956,76152795.65298371,83829664.88244826,37892802.63171099,41503091.3292605
25498335.235360768,71180611.32890336,99492429.48866974,55577502.52480722,45789610.818864614
57604748.38962802,38378677.090169385,142122041.93919402,68865480.07477893,66300461.921401136
49185267.793685876,84761365.13574304,54177184.62157558,54639915.979024954,61756577.95267598
22486654.552394927,112289323.87411734,169438579.25717616,71234353.05337232,49100440.72781967
17029984.05221574,88706867.716346,85466904.37969083,133876000.42509875,56665583.34590507
53386311.81121888,89892566.6224984,189012642.58728993,161861200.00252724,93864325.15474634
43984480.731774196,80635175.02373461,224228379.02260137,110375777.53652152,75898676.48407298
47422772.34413163,170359889.557021,235115288.00273117,106833071.71315694,68479404.39762849
69217609.5317119,80074047.93346134,231856899.6672654,157246810.51569402,83092101.6002275
69254586.83607031,157212565.8064562,222414610.84881932,123842789.80816841,52875459.01604341
32131591.81776098,106250327.37986822,146884474.89024666,137854399.16177604,72940572.26672007
53898918.92835975,104219581.02883336,206967818.59859484,208478596.96835446,39379869.24256237
51538541.689279154,97307590.14084351,77438106.34930977,139810268.11822668,66884644.61851804
66143781.34962614,232834993.02432016,254458817.41983303,71146922.62791105,103833381.52285308
61977704.034224376,144885483.94959292,232820802.12850553,97170443.80324975,50393868.14306966
60297958.651440494,97223039.43022509,268019812.47908694,96054472.22308186,218539856.5383052
57765962.18783218,145729835.24288,190670773.2378642,219852915.9702812,71294396.2945421
69924063.33859177,86332979.18158218,143996710.0023046,75325439.50874244,63632800.012463465
69534314.78300607,150788350.3573781,85926308.28658423,89621769.61955117,77811710.70430453
70551354.0605492,113628492.05234624,99890261.94600905,94548312.46909767,111220342.66492458
82065147.31129967,92200542.79198825,230654076.97599742,134905528.414069,47010261.26795383
82379581.61135007,131510885.90370727,116531223.31751122,228746022.08357367,59017254.584683284
111573693.7195039,119029746.67453128,129523996.18989132,155729418.0101456,83461356.15444699
67051313.100183144,161685249.90079358,140161312.39220598,149627340.8794774,125235411.3124979
98279030.56464273,131509603.89135149,131974808.03383662,108229580.2509022,135848525.12828648
81396846.99340196,174767568.88514373,130289504.73056006,137364407.7097583,47810985.9727211
153004192.8349085,55300165.64292766,213998672.59315723,277556312.4608362,68265867.4991413
72213035.75608768,179039149.88129935,305966022.5704104,304903775.38956153,73045560.09998883
49651054.6842945,98419284.94995815,103400105.90376219,62612524.60210937,188712117.00707227
36519271.49023293,375441458.06629395,231150121.4379353,136356012.12572712,111732652.99500185
110696729.51075758,152860447.3003642,235813110.70404682,228119541.12089983,115120790.7187342
40056202.37816794,169946251.50292835,194199730.67043668,116536756.07178693,138819587.9816821
68692771.44022506,37846538.48619347,228698650.68106323,131542338.5093889,209903416.29999855
35925082.611235395,116326140.93847491,123493014.404555,139772239.8329185,124189294.78763086
