importanceWeights0,importanceWeights1,importanceWeights2,importanceWeights3,importanceWeights4
0.8245843637333345,0.7722200774053268,0.9775415791449745,1.1728549722772261,1.0247984304046547
1.024047841507191,0.977361604843264,0.5709013687241205,0.8912574223988399,0.8988220930023102
0.5603531224201592,1.0797360114709318,0.6087173138221168,1.0397706992133373,0.8496010750408632
1.0398260403306887,1.0168647666806607,0.56379535335047,1.1235937992416432,1.057722497560165
1.230045374365543,0.845278624218395,0.8327040260302006,0.6868441218179169,0.7038890111399709
1.2145016978159333,0.6006413887186677,1.0492410653601056,0.5318443062076463,0.4971725594974426
0.5994345224097634,0.178214178412184,0.49722677390765685,2.0062516808350694,1.46571043702902
0.5400939064894754,0.9004857631105722,2.1856598767323874,0.8055528600894928,0.6538373044494387
0.6183996567477131,1.146805685320559,0.5197626452307855,0.7196563172024041,1.0647959838586412
0.31990509476423495,0.9549406399626338,0.3601684816578814,0.2646072797299382,0.5734386425070035
0.4031077215928444,0.7833430361253673,0.6552367874385053,0.7993336755287397,1.1084509667462648
1.2053462227610394,1.0932447523348163,1.2281381345999458,0.6688213001778015,0.8116181667108444
0.22670110306147548,0.6675834224517907,0.46581090632768396,0.3365937510038956,0.3995452070327801
0.49556973229197615,0.6923760404045018,0.8405131151069366,0.20832114135722934,0.16706792431779166
0.26573669003694594,0.43284125794028405,0.3683112596542337,1.2824165331049335,0.49897456722708783
1.7673901458048664,1.4460666214119107,0.49715998821903207,0.6327521448680254,0.9756377398607277
0.6690715617411657,1.1471958545860494,1.1082733441385086,0.15977006660730256,0.19884190184826353
0.4777228990608607,0.4970301401042177,1.2198505966184736,0.6374637351659367,1.0039110091254542
0.39097161353506754,1.2654906272176014,0.8073532193310291,0.5699909083417309,1.1322529032924957
0.36349738347291216,0.6544899459211224,1.225394718986878,0.5384580638378933,0.9008490293286779
0.17956487647063182,1.5065953891123314,0.7564515468324481,0.2164826665608264,1.0333620485035593
0.6203736706117035,1.5036063028664142,1.110385909154661,1.3349438230459687,0.6508109584136258
0.27452044498940037,0.46503441596278194,0.7195850363724285,3.0878671819454513,0.9793003421330222
1.1946641413261656,0.7131367624927177,0.7357107122697067,0.3497476631641222,2.0694647912664776
0.9911224273947373,0.35013525185831684,0.7817704864585364,0.30636359263784535,0.8145607938205669
0.146111111073723,0.09801457194258281,0.917969820269279,0.9710148574774053,0.5818345706531142
0.1342498640031382,0.7823691174695367,0.7409787866618147,1.0156345191309555,1.141022621165141
0.13476820659122926,0.4534359662568431,0.9226368028127513,1.0627109808912298,0.3132668526179202
0.07924420408546178,1.3600601035962754,1.4380005566034253,0.5686152630861605,0.3915609446818595
0.9455818932714003,0.9508870069224702,1.7707647781085976,0.5481488714049013,0.9014698147583237
0.5418688879607965,1.1584013964961983,0.24448907523757785,0.8251744161670216,0.8130423329595589
1.2509120050944535,0.579777793777163,1.4601139842737572,1.0693499444537333,0.3396382820477364
0.8547032264587979,0.5947556905099045,0.8249206534827653,1.1010008785167007,0.8518032366991772
0.6942685878928088,0.9601623309354181,0.3862160502664994,1.5620242620376419,0.7685303811043481
0.8839974487985718,0.3480176512825864,0.8132944957376257,0.4112615602641831,0.8570050842908126
1.0657251712913243,0.19692626776595706,0.5647660889079742,0.30797355439063867,1.4206927990779403
1.1671711233156288,1.0362620531425162,0.9672110180141837,0.3115461153680396,2.154731907059411
1.1552380521319978,0.4866852405312721,0.5317011503022157,0.2569301638812967,1.0565546305960585
1.1267398495893965,0.44405331857530317,0.43173087726181913,1.787667797040364,0.4033170129148795
0.9041666620510046,0.6348169178914632,0.19004411786068612,0.8368189114392289,0.27186641496776603
0.30568841760245624,1.2150869729441967,3.452817220783708,0.9703482792192528,0.192426512789303
