variancceSgd0,variancceSgd1,variancceSgd2,variancceSgd3,variancceSgd4,variancceSgd5,variancceSgd6,variancceSgd7,variancceSgd8,variancceSgd9
14806.238852904044,6748.676142566073,7399.420604644534,3281.9618864597483,48215.097127352,14399.64930568861,28179.313884712872,9126.382279491178,3976.573647710061,5722.247024224835
7838.494253536779,9261.67100628407,1531.3742266440677,12615.333619551931,15190.64174058935,16247.495385426391,1864.950906245076,17910.171407575595,8278.78885121635,35238.70466907213
5535.303324435608,16485.931613554385,6757.932260141088,4580.209105701311,58922.474037921675,4218.983482388387,5867.822319891581,12057.924345508522,5523.533099710609,8132.816946699608
7950.055416434845,12779.258938453851,14903.430315682584,24771.12996077117,5364.701954622937,14517.774246258305,13572.876641185176,44716.488817268364,5682.709740481239,2077.3622153992255
1646.1265577042243,2456.304844562415,6582.490219197625,1672.993257128578,1343.9609715133024,9677.67401688956,20522.31067969837,2255.361120601906,15724.928388307988,19935.458162006616
2366.8004406847076,3970.6252274885646,17305.242412337244,5020.863583051196,5570.711500048684,10428.720349562022,7055.623426381739,3416.534728975653,8937.94433985239,3700.7157834920404
5890.158828375688,2328.802412474562,9425.990376756947,13018.804644175036,28671.635717173907,2966.6560498767494,7319.202348833087,2346.5988843974656,6663.869317719027,6912.217598593961
8327.954241120813,4442.938715226763,17218.944584090757,4509.025968512517,18648.98393582902,6622.308202176382,9630.647074344623,8050.783054516078,16736.59440983725,13078.586887276364
10747.59118139849,11284.076096430297,34803.10106274589,8353.270310367492,13050.772921058171,12531.43138041799,10058.213251707135,32992.78279514469,12554.840874816979,14613.276556900793
3768.1359260561135,14303.010124123208,35893.72215332455,1778.1096744275649,30505.438774259965,4826.732657725493,3251.7235866873525,25200.194811265348,14064.270572278441,4691.338145089475
5391.31848642853,4384.145117583946,2860.3182984873397,2299.0716631465652,4648.568650900355,6539.862207021668,14316.389149627019,2634.305448482269,6989.379697191323,3950.6160890379415
16826.807780455958,4138.178360784886,916.7291022396826,5941.132752981329,1909.569434308823,1701.033826361855,20830.53441803422,2450.183603989146,26162.260658457577,4844.962041653434
29431.655076925334,7828.548175007986,12338.80209302959,4844.196990842949,5921.491900523937,12147.672092585986,17190.724803170044,20685.77753414295,10605.195059514948,7752.795003965183
1110.3017097476768,4486.367199759101,9096.733214489657,52694.644475475725,7833.045620413433,8474.35803347579,3749.0579435698137,4008.09076228097,8398.973124979373,4445.405089750644
18359.143184608263,29918.020702883678,3954.906542164485,4751.827294442155,7416.451138345882,6024.534864623363,9944.36693340088,11334.710741466555,4152.555211318199,5608.60442381997
16921.514428263075,7306.197454534655,5410.976555367323,49393.71247594191,7782.642671095049,4683.301471886806,16181.841549970104,12534.739138678658,4163.545693289776,10991.170442772644
10666.954633154903,3281.8074144280854,13598.270462905995,2187.4175960427747,6237.858745501579,1366.6560100245083,8908.579657562563,40676.46224402672,2025.2418942361728,3508.554743155861
43728.66057602482,22212.76530009368,1880.385291804273,3550.4114189437328,82137.40895259968,9634.492246481544,14988.266087929445,40834.65912936193,2007.1733554580549,3132.819894402508
13091.629970629518,4759.953922632818,4521.270804461943,13773.841013753114,2485.882409669469,8052.388945421662,75504.60083704269,2607.5174284355744,6065.2722853834375,7859.73363370616
4142.073078906781,10180.186965336608,22311.415626481874,8805.49852512929,24094.53933775117,24013.839133871872,9268.385260402607,13370.50191783148,2892.8725741148883,9703.360876721183
4141.476385112054,1248.376051162154,4127.801839118448,5141.395538028317,19990.551242683196,24637.712751883104,11650.532129721254,1516.7837444130605,6880.449168979332,10880.541712544336
13218.664058793775,15730.24372006436,12088.826464286847,20863.516430115917,15405.962721921656,13470.75699206207,5290.46703038397,7201.339903435431,4560.7248775221715,5428.443386901232
10528.055984665232,4676.1493694920155,1069.569603303502,5653.396767891407,24403.701070409286,6821.622828398965,5041.459908539047,8845.485256919157,1311.1853320131218,2945.5661563650146
28934.482972416918,22002.140424907615,29007.816024878102,16828.39055669934,13278.649711761758,5900.024623207807,6434.023904566072,8910.808503558661,36318.88421567151,6964.80442781622
35818.56049932721,10849.621388877325,3111.7747680902967,9534.227091445806,25563.751876480295,1788.6031648845208,8264.260786004545,4422.54997744128,6663.526768034393,27924.795884687173
5992.7950513384085,1322.3372176397238,22279.882432099366,37487.618656429244,65911.39961062933,6758.086464770849,10762.067832890247,37269.7387671601,2858.697602770168,6225.481625422365
17452.348319802943,8483.562056019568,8584.044773052667,17331.614653312514,7601.116137215327,7056.986658645412,14048.136873836811,12981.430843088589,45348.497334347165,11357.463962717025
11344.893748268345,56891.61437019889,9319.678827679325,7977.887547323193,2418.1329564719936,3805.202795834054,24163.676477446355,3399.5229810675637,5047.418608897012,19968.588686271236
40052.47678831889,16456.583611221988,24172.602160162984,3043.344075369104,16166.191920184538,4342.381593243429,53736.445449419785,22672.97677085973,7730.822073612526,7021.839477940799
4170.107385216155,20729.462734909855,17408.09381420806,2919.3093756401736,7197.8582167037275,20767.657241026132,76458.97706515841,21347.18760099647,2733.912654870718,2242.481181898189
18414.38249657828,8983.482510275531,1772.176568355626,6858.8567398957375,52714.753306547005,15066.182385317807,7894.95303952506,9688.711429496783,1844.273697952518,2291.851323010031
13344.83965627856,10253.559234344051,2909.9754799484717,54076.45610267891,16941.533644744566,7775.073032888984,8419.58499798397,5246.892918314433,27809.71832669744,36604.984640109586
8558.764653706556,44085.8161789236,10776.456056810419,9016.975222116134,18902.861243051346,4099.202505148494,15257.404833677097,3177.416185696434,41081.24760130549,19216.53874531038
61688.79262379238,6126.421336100473,8946.660042328924,4447.035151356789,23648.22772274135,8741.256663252245,7937.458772465969,2620.098538211997,2502.272367703309,5348.818254521251
13978.689233691379,3071.1088202166,9725.509148400952,35336.69705207575,4377.503273631313,17318.109841375845,6722.374474810332,22262.417376224457,17114.20591197462,10077.601859052287
24651.79794472956,9525.685462436739,17020.962155671674,10874.59499936709,47371.724109412906,3475.4299920994786,5712.217337439692,3923.529221794067,2152.3246969063757,88349.83605961052
17892.265099465592,7037.920017360698,9368.138009190614,68487.83921362291,16676.86844150221,12345.12622905887,48552.2226946485,32293.079442075286,10349.766149236575,3743.6165696810667
3051.3498996852854,17921.921370973017,35742.658512407244,54568.82916221147,6554.220164865755,5922.21042893954,76148.69931245023,3815.848635637595,8247.658670954304,5087.112825735875
15146.426444719802,10152.326080841784,29602.868211086552,13467.107506160632,19036.325499283965,15798.911282282836,3606.06539625032,7536.072444862415,9267.658126398093,21932.997945552284
7203.040204718846,2570.6402626092204,17079.56105843998,17016.15885471965,13177.47521680563,9258.961243510359,8326.784379493747,43248.09528149452,12278.680013250103,4089.9605501768024
4988.776279102198,14640.9530199185,6676.230345853043,18668.115301579757,3419.0360870739755,24936.693850837226,28018.41653573364,3619.7825055464064,12038.634877824134,5754.481001392174
30213.455919507243,33743.32812289211,6576.934491581188,7713.5659784847685,6447.910760719971,4960.9503129343275,2026.9519835239012,2388.2451136357913,37773.312897100746,16122.364180478002
3208.505691005512,15050.749495707318,24698.170007110082,9219.615219946054,4488.605574936671,5807.7832366191515,4792.039776908869,14382.693398634976,936.0591665724154,19150.87578622637
43104.26099271281,29219.499981978497,22270.702769539574,5767.285647434526,9119.606350998736,20753.920518797648,17340.38123303069,20586.953781347824,9636.066820242344,3846.9472619517496
9924.26924983721,14042.999555269096,6737.239789957079,14305.873133680507,11801.220978906524,14590.486061502746,16141.19794403361,26582.54299072693,7324.21933444227,18238.514729936865
14242.103079591097,27726.059918580995,4424.808134069857,7425.066465159951,2775.2362956361653,15581.82725684221,98760.48853948325,14698.772241607587,44875.92432522625,10022.882457560296
2666.4388990076477,5056.150302289019,26784.718191075706,17159.468111929367,11582.824025485088,8025.033661861393,23487.390168804395,2707.9688343617727,22518.952305421823,8291.532973264699
19814.925966347633,11700.230298426268,7077.7235774216715,7118.2715604731875,15768.064294020725,26139.276859763246,24242.945048750382,10104.038374210002,172447.2818501676,31810.307498989867
9551.913653228941,24179.221569067,6221.007442894663,2770.6959004319697,9200.510307371387,35725.689750867576,85049.349951946,13169.726075603689,3632.193980539755,13435.678255852847
20147.025075797406,23215.072975525793,2504.259200173009,41484.61560920636,4374.138858929969,10158.832494329079,5456.881773138729,3893.9747072884275,25762.04057268499,55962.57507385124
6880.525947444741,3351.403410543103,7419.641211653322,8559.214478313277,11562.370499545461,2242.0962451724217,3859.0861883768744,46708.296628676864,12887.36591369163,14613.17055740664
28118.266293796238,78383.24568167525,6306.537014651155,9033.199953412815,5022.947497796497,221384.84320254653,31247.596383425513,14710.733303527795,8583.41926776584,19165.677277181716
44551.24000492203,10118.134319147086,6242.083578848715,26192.57077428986,10080.935873458908,11745.622951363748,5868.986756932229,60810.16199068071,6617.501679755644,13653.558865459607
5106.252836319955,3109.3667637604613,21522.933476770537,14208.472729321755,11220.185555241513,11651.147588343985,5197.359485501198,6047.854439848221,9255.705326980271,6791.263668610177
141846.49396661663,4254.758393650841,13641.32135109558,4528.704325896252,5657.882712628967,2357.2844141407313,44750.80552508295,13345.920890605657,5166.135962257374,5491.9434798024595
40808.96516984203,23571.293974088578,23214.482510825575,20475.23162259876,5508.948011362154,6768.887518385838,10144.30126989223,82424.32012692293,55588.429848459404,18953.404269671017
5864.804893163451,57369.86112108886,9721.93329534645,5924.20454675058,27700.98025949517,47598.024407520956,52927.607337976675,28741.617794275957,3408.831377648148,13939.59639572632
11525.88203129523,49122.295021536105,25471.320501839637,11227.519421903571,6448.511551200788,7251.8910725351725,3617.545545821795,19228.998049120644,15970.50331712281,20465.19659124396
3453.615528372548,14309.07448628228,33994.084478507626,3953.1812892087,28407.864437572916,15458.279874555974,16677.756086890542,31496.9535386035,30045.70558443277,22839.23409234466
17752.08527277287,14281.086958248317,20026.79997109374,2211.242697303629,4327.258804264789,11931.81724807087,4004.490598504314,11036.324372595136,2323.2819762264535,22445.310238913014
10370.737163793163,41199.72737269159,8311.208079290716,4948.037283087955,7806.742945820384,7260.122698561229,15334.468643576227,56475.52797336007,5719.762888279787,2469.8787946297184
10574.322676983662,23824.028500152628,27670.300348421813,6407.2382221871685,23388.597602335,10247.746443509881,13184.888123126731,16516.168671659747,58767.277372476645,10447.94113984582
3803.957339164997,15135.204012443677,7697.561586700814,12415.05770362118,8329.437031585214,64333.439596738375,11156.058317357034,9414.71993541337,12462.174752499059,34574.954774115504
73829.87431422315,19853.937097094877,3298.658104314651,20090.906282299722,59055.53026504142,7878.308575116046,13759.87110196304,6897.338402680742,45842.935325560764,37860.620617163106
7999.809057338374,21479.263158028243,4276.153865115865,39851.52211154582,9769.062642678227,78398.58389924324,31421.863023305916,10451.143645431039,6770.945040540984,5326.58441753405
4080.6305435463655,6167.167126321198,3994.3775441060493,14898.921037660952,3324.4771978677672,9859.36483132981,19196.91562514809,42991.4630110308,14484.99648190204,8962.752409964549
25616.959490252128,15828.147810075177,13681.506131215443,16000.899986755841,3981.634757225863,3087.757888752604,14663.094466178583,35914.58678091636,29290.272392825693,14420.192094224474
22710.63881618103,4364.236859437413,15326.618482110862,5658.717940701773,5012.366588652222,4573.53783031211,27567.88672916523,36203.34914913284,40688.09276399635,13470.877200301682
