nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
36,3.0,12.0,10.0,6.0,85.0,8,34.0,27,15
27,7.0,1.0,12.0,16.0,8.0,23,21.0,10,102
40,25.0,11.0,3.0,8.0,56.0,28,5.0,14,9
10,4.0,2.0,40.0,4.0,21.0,5,1.0,7,20
14,30.0,60.0,10.0,1.0,2.0,6,47.0,32,40
16,2.0,7.0,97.0,31.0,5.0,14,6.0,20,7
18,3.0,53.0,7.0,49.0,10.0,3,6.0,3,6
20,33.0,6.0,5.0,12.0,2.0,12,19.0,8,19
10,5.0,8.0,11.0,9.0,27.0,26,1.0,50,4
21,11.0,17.0,3.0,13.0,1.0,44,1.0,4,14
3,4.0,32.0,5.0,3.0,6.0,16,9.0,5,2
7,13.0,6.0,2.0,1.0,8.0,4,4.0,2,12
13,26.0,10.0,9.0,19.0,4.0,16,48.0,3,6
8,11.0,14.0,13.0,17.0,30.0,9,6.0,11,5
3,7.0,14.0,2.0,15.0,6.0,4,16.0,16,4
2,15.0,4.0,17.0,4.0,11.0,13,10.0,6,6
1,25.0,7.0,7.0,5.0,1.0,18,15.0,4,6
3,16.0,8.0,1.0,4.0,12.0,2,7.0,17,2
5,138.0,6.0,5.0,47.0,6.0,32,5.0,16,4
4,1.0,6.0,9.0,9.0,3.0,2,7.0,2,2
4,7.0,6.0,3.0,14.0,8.0,3,4.0,6,3
5,7.0,2.0,7.0,1.0,2.0,4,15.0,7,11
1,4.0,1.0,13.0,7.0,1.0,2,3.0,2,2
2,6.0,2.0,10.0,16.0,7.0,1,6.0,4,5
3,2.0,1.0,1.0,7.0,2.0,3,16.0,2,2
3,2.0,9.0,1.0,3.0,1.0,4,3.0,4,6
1,2.0,7.0,3.0,7.0,12.0,6,3.0,1,3
13,7.0,7.0,3.0,3.0,1.0,3,4.0,5,2
4,8.0,1.0,4.0,3.0,1.0,1,2.0,6,2
1,4.0,1.0,2.0,4.0,4.0,1,4.0,1,4
2,1.0,5.0,3.0,2.0,7.0,5,3.0,1,2
5,3.0,8.0,8.0,2.0,1.0,2,2.0,2,2
4,8.0,1.0,3.0,3.0,6.0,5,9.0,2,2
1,4.0,2.0,10.0,2.0,2.0,2,2.0,3,2
7,2.0,2.0,2.0,12.0,2.0,2,16.0,8,5
15,3.0,2.0,13.0,2.0,8.0,3,1.0,2,1
2,2.0,2.0,1.0,4.0,2.0,2,2.0,3,1
5,2.0,1.0,2.0,6.0,5.0,1,8.0,19,4
2,3.0,1.0,2.0,1.0,2.0,4,2.0,2,2
2,1.0,2.0,1.0,1.0,3.0,1,12.0,2,2
4,6.0,5.0,5.0,2.0,1.0,2,1.0,4,2
2,9.0,2.0,3.0,5.0,4.0,4,3.0,3,4
3,2.0,4.0,2.0,7.0,2.0,3,2.0,3,1
1,1.0,4.0,3.0,8.0,1.0,2,1.0,4,2
1,1.0,2.0,37.0,2.0,5.0,1,2.0,3,1
2,4.0,3.0,1.0,1.0,6.0,6,3.0,2,1
2,10.0,3.0,3.0,1.0,3.0,8,1.0,2,2
2,1.0,1.0,3.0,2.0,3.0,9,3.0,2,2
11,2.0,9.0,2.0,2.0,4.0,1,4.0,6,2
4,4.0,3.0,1.0,1.0,3.0,2,1.0,2,4
1,,2.0,4.0,2.0,3.0,4,3.0,7,3
2,,5.0,3.0,11.0,1.0,2,6.0,1,4
2,,2.0,3.0,2.0,5.0,3,1.0,2,3
2,,3.0,2.0,5.0,5.0,1,1.0,3,2
2,,3.0,2.0,2.0,5.0,2,2.0,1,1
2,,2.0,4.0,2.0,3.0,4,1.0,8,2
1,,3.0,,1.0,,1,3.0,2,3
6,,1.0,,,,3,,3,2
3,,2.0,,,,1,,2,1
3,,,,,,0,,0,2
