rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[  79.96491114  209.83094363  219.90754225   39.96027376  139.92673569
   49.97382731   49.9600434    29.96425774  149.90822367   49.94201017
  169.81302636   39.98167231   59.95640593   49.94565821  159.90408027
  139.91844469    9.98746834   69.95589644   49.98405925   19.97805856
   29.98308916  239.86018102   99.91822848   89.96238141    9.98055571
   69.96485776   49.95823639   79.90049095   29.95891362   59.98680915
   39.96461398  539.668062     29.97662752  249.91298448   39.95743065
   29.95804985  159.94128416   49.95218631   79.95885095  139.90246458
  139.9293888   149.89703488   79.94039834   29.96958643   79.9476123     0.
    9.98076104  339.84540083   49.95532294   79.95485278   99.96839498
   59.98626556   79.9592327   199.94448839   49.95626912   29.96419956
   49.97234784   49.96679895   29.94067361   29.95437588   69.97176441
  119.93075572    0.           79.93962054   29.96862693    9.98378023
   39.94250714   49.98100418  159.89302591  109.95808662  169.91286104
   39.96639187   49.97077879   49.94972758  139.92594325   19.96970519
   69.95987532   99.89663282   19.97190296  119.92880504  139.96088992
    9.98336037   29.97628619   39.94769137  299.84637343  289.89385825
  159.94700874    9.98450064  389.77635185  239.9259131     9.9851683
   59.97660122   29.97757111   69.93331845   79.97839859   99.93698397
    9.98698616   39.93493118   49.97069184  279.84703079]","[  49.97268776  209.87508852   19.97244318  249.89530219   29.97092124
    9.98416754   39.95731721  259.88522778   99.9547738    19.95944776
  189.94254909   99.96222981   29.96977341  209.93375068    9.98604337
  229.91605078   69.92404768    0.          139.96051643  149.93095856
   99.96044246  139.88638442  179.83989697   19.96255175   59.96610083
  199.92227287  329.79722487   59.93652493  169.91385874    9.98533681
  359.92860169  139.94423632  129.89223389   99.89037055   99.96127261
   89.94865226   79.96922572  129.91345146   19.97002922  269.73749091
   59.96397747   29.9881639    49.96260892  149.95614444  139.88983667
   79.97758262  129.85607265   99.88429265   29.9593915    79.96877358
   49.9268056   159.92502361  219.94576286   89.97524578   59.97341092
  199.87335571   89.97840424  139.94515477  139.95065884   79.9484595
   99.96783595   39.96223086  109.91384995   19.9705163    79.96461438
   29.95944716   19.97644423   29.97925875   59.94363736   69.95141691
   69.94549583  159.85699121   29.94555615   49.95573404   29.96265539
  159.95275966  199.88565987   99.94760375    0.           19.96960675
   79.9310165   399.85279159   29.97640668   29.96892495   49.91864806
   99.92752632   59.98288602  119.97751259   99.93131401  109.95913168
   79.94679353    9.98500677   89.93888      99.93598008   89.95172788
   39.96085921   59.96115061   39.96591849  149.94505141   69.95159198]","[  49.96647465   79.94402191  159.91776839   39.9728704    39.95999838
   49.9681519   109.94832233  209.78544763   29.97951946   99.93181866
   89.88030441   39.93528564   19.98090471  109.97256349  329.88560697
   59.97550706   69.93997789   69.97310432  129.96219979   89.93005202
   49.97757463    9.9845514   119.97310482   39.96788529  219.90070734
   19.96698382  129.89587603   49.96931652   89.90366182   39.96496456
   29.97695423  119.95311777  219.81225732  179.83113758   89.97028155
  139.94385909  119.92586913   49.94919854  119.8953592     9.98504296
   19.97120852   49.95113371  149.91505898   39.9490212   139.93938797
   69.97889671   69.94932312   49.96754873   69.95699683   19.97143672
   69.9291748    19.9680867    19.96818632  169.94323354  219.94972025
   79.91970917  119.95500227   79.93177528  129.92036486   59.93849891
  109.90836249  149.90285332   49.97015895   29.98127881  189.86284002
   49.93047688  139.81309315   99.97003765   19.97711584   59.90580106
    9.98264768  109.90047163  229.88305589   19.9713714    49.97213154
  109.92694918   79.93143821  239.87971614   49.97399746   49.93727836
   19.97531656    0.          119.93462897   19.97267579    9.97933965
  109.94903561  119.95001017  209.87022932   49.95588834  329.8856277
   59.98360557    9.9882292    29.96131674  239.80857463  239.88568398
   39.97078873   59.97151505  139.9120186    29.99091458   49.96034802]","[  29.98800501   19.9737556    29.97461765   59.96661649   29.96851986
   29.96577504   49.97131483   59.95666688   49.94041356   29.97337718
   69.96875649  179.90512325   49.94661434  189.88719256   59.95669823
  149.84391592   99.94036131  149.95317293   39.95629511  119.92653625
   99.93367844  249.87408859    0.           89.96293194   39.97148023
   79.95530342   49.98689449   69.94351338   59.90743864  149.91620919
   69.98458139   29.96049174   79.97425932    9.98757968  209.92847518
   99.94173393   39.94767909  189.9495865   169.94803859  109.93037519
   49.9311004     9.98393526    9.98201433  149.9392716   229.91287717
   79.951007     89.90623341   59.95224746   69.92798932    0.            0.
  109.94123398    0.           79.94938511   59.93998823   79.95322929
   59.91843065  249.91146364  109.95333977   69.90155728   79.96433536
   39.97561855  129.94486369   39.9505327    39.9450446    29.97616547
  189.92823603  199.94921455   29.97242768   39.97588303   49.93208104
   99.87724145   29.95449688  109.96466294   79.9662705    39.95079813
   49.96321714   29.96976978   29.97404071   29.96183258   49.93863268
   49.94955063    9.98204282   79.97128346   99.95926328   19.97956769
   79.93179475   29.96342257   19.97411224    0.           49.94831657
   19.972719     29.96206369  169.93229214  119.89448203   59.97370725
  139.95758089   19.9769141    59.95190462  149.91268773]","[  89.95071464   49.97936553   69.94096156  109.95124556  329.85091246
   19.97367502   49.94430658  429.79467573   19.97349287   29.96544483
   79.97183831   69.9368382   199.84439513  159.93115433   79.9442079
   89.93825667   79.91690225   89.91727804   19.97201802   59.98163715
   39.97905815   49.95037525    9.98297581   39.95505067   99.97142821
   29.96225295  109.9620776    29.95505196  349.73530402   49.93438619
   39.96987428   79.95655414   69.95535872   99.94974735   39.98850432
   59.94995656   79.94957711   49.94276625   29.97479351   49.95474721
   39.95263146   69.97097937   29.97047764   39.97546115  109.93822459
  229.87198942   49.95851645   39.98713987   69.96126374   29.95641089
   99.95059306   59.94982171   99.94083804  129.89646387   49.98459627
   59.97878829   49.96206264   59.97461402  159.94646079   29.95504088
   19.97000039  229.91308079   29.9716377    99.9144387     9.98084999
  179.94584092   99.91915728   19.96577207    0.           19.99246242
   49.9742613    79.92037248  159.95864863  109.86238978   49.95644323
  169.92631884    9.98121723   39.96815666   49.95919001   29.98373963
   59.93166803   19.96940689   59.95410038  209.89227204   19.9741498
   89.96169983  139.89198669   19.98067544    9.98080342   29.98082014
   99.93773741  129.84846372  409.81432663   79.96019475   39.96015349
  119.93817793   69.95962141   19.97578264   49.95020153   69.89305805]","[ 109.92967917    9.9873007    69.91605325  169.90213216  159.89725387
   79.97147276   49.94350552  139.93606389   69.9614381    49.94996395
   49.97791329   59.94834612   39.94028605   59.98974857  319.8509233
    9.98575854    9.97991235   39.96126504  129.89397768  149.94247481
   19.97234156   99.95750169   89.97588558   19.97782148   69.96466392
   69.97427084   69.93367544  139.9365185    59.93824405  159.94027341
   39.97028134  139.86382653  139.87655586    9.98559812   59.96708743
  109.95845036   39.97007405  329.85954396   39.97606647   19.97747428
  279.9075161    39.97364113   49.92079705  259.90023597  109.91622617
  119.93449277   29.97463708  139.93466421   49.95318944   79.89400187
  169.82405899  139.95391803    9.98251841    9.98456312  169.89585325
   49.98126628   39.97751628  119.90120411   89.96768593   59.96536221
  199.94658235   89.95710146   59.96556739    9.98096999   19.97244949
  329.85039429   59.98671445   39.96657037   49.98337293   59.95816269
   99.97155131    9.98875084   19.97843949   79.97117019  119.85141836
   29.96450111   59.93951898   89.89265439   29.96938353   69.96539753
   49.9597833    69.96197139   89.94013832    9.98554716   69.95500871
   89.8710656   329.87734462   59.92021419  159.90821596   69.97399492
  109.88571782    9.98221877   19.97415981  189.93171118   19.99078726
    9.98379064  169.96550405   49.93651539  329.69321841   59.94674532]","[  29.98405001  209.85767666   89.95701684   39.96885403   59.92259689
   89.95163424   29.97274049   39.96727639   59.97240533   69.95309003
   69.95810701   49.94686582   79.95553078   49.9638574    39.98116742
   39.98335785   39.97483846   79.97899843   19.9722266    89.93816477
   49.93578809   79.95994364   59.96798521   69.91712561   39.94543071
  129.88313696   99.93909      89.94589058   49.9608863     9.98409784
  389.86036278  119.85653083   79.92809479   29.97793355   49.94774763
    9.98666627    9.98682026   99.95309889  119.92377994   59.95371957
   39.97500425   29.9634647    69.97820497   79.93894867   59.93539633
   69.95695612  169.94282246  139.94834142   59.95798939  139.89219565
  109.85917098   49.93988118   19.98711869   59.96193419   99.93182531
   59.96036358   59.9448968    69.97947208  209.82284278   59.94816931
   79.96873636   79.9666629   149.94056152   19.97974275  109.96370743
   99.87555084  289.89600814  209.92342547   49.95998296  329.87778335
  169.93005872   69.96277826   99.97627554  209.85920719    9.98382701
    9.98626085   69.97411117  159.8733911    39.94359456   39.97362154
   39.97447022   39.95849585  109.92045665   29.95497969   69.92362924
    9.98385725   69.94328019  109.95877752  259.86344479  149.9388222
   79.98212003  149.9448616     9.98449142   59.95330734   69.92483313
   49.96058237   19.97105125  109.96655391    0.          119.95202954]","[  29.96315909   39.95673157   49.97529989   49.9700021    39.97420259
   29.98672088    9.98702195   29.96969984   79.94350612   39.98081699
   39.96674804   49.94422181    9.98474641  109.96746624   89.94147482
   79.92391076   69.97326603  129.93827485   19.96913452   99.95621483
   59.97699362   39.96149212   99.92422315    9.98455095   79.98558593
   49.96272343  159.88995975   29.97443084   29.98367654  259.88421704
   79.96648326   59.92629477  269.76649745   99.91171147   79.94516771
   29.96490582   49.97177241  109.94662851   49.9726632    99.94334439
   59.96850202   29.97181244   59.98502953   49.95196614   49.97041151
   99.88338123   29.98564975   29.95606345   89.92232037   49.93422659
   39.9776045    39.95006226   59.93477087   19.9738995    49.96445117
   79.90915438   49.96169249   39.9845161    79.97989278   19.98283695
    9.9793404   219.91928675  169.95710202   49.97423     179.86737956
   19.98139427   49.94991109  179.91595853   79.89341979   49.95371646
   39.96639328   69.95980343  179.93109093  229.91340348   79.88799865
   99.92969639  149.9661146   189.87822584   79.97048005   69.98113599
  139.8465497    89.95635227  169.92008953   69.95548089    9.98669705
   69.94554717  149.94866017   59.95285259   69.92808307  109.94349211
   39.95787268  309.8429664    59.9716698    69.962355    299.82252081
    9.98181116   99.93893908   99.95103018   59.96260223  149.95861405]","[  99.86072612   39.96754962   99.95431143   89.91767062   99.94933691
  189.89116414   49.93149869   49.9291649    19.97354044  159.95817844
   29.98174471   19.97024155   89.87869844   39.95451957  159.94151033
   79.93895431   89.96690923  229.9157521   169.7982585   159.85947597
  169.88921     319.91220064  129.85252291   79.96727784  249.87902377
   39.94062613   69.97285891   49.96196994   29.96562937  209.85849049
   89.93884131   49.96816801   29.97026883   89.9654049    19.9803687
   39.96502605   69.97124069  119.94869366   39.97761317   19.9629084
    9.98603982   29.96905347   59.95363592   39.96859272   59.96345293
   99.95570419  269.81815134   49.98645627  289.70901706  129.96392096
  139.92503189  149.91622267   89.918474     49.9853627    59.97293714
   69.95841146   49.94426038   89.92060629   89.94728181  159.89069031
  209.85889641   89.96180773  149.91576998  249.89096381   59.90344458
  109.94273718   89.93258135   19.9801503    19.99068337  229.93520165
   49.96842914   69.98523508   29.97774331  189.87007463   49.9146612
   59.96457575   79.97939401   39.95853738  109.87876986  129.91688121
   79.93691211   99.88500701   19.97672727   49.98557435    9.98209238
  209.91119571  109.96130143   59.94483358   29.96048081    9.98520457
   39.93891648    9.98071781   99.91893833  199.80711072  139.85672152
   59.94873549   59.97567372   79.95021476  119.97159896  219.91548991]","[ 209.81344951   59.91702601  119.95495658   29.9599296    39.97437872
  119.91713021   19.97498079  119.9090582    29.97464932   19.97278883
   39.97582885  209.91982511  199.87011385  199.93719481   69.94611376
   69.96547927   19.96947391   29.9733604   119.93121139  109.96304547
   39.94653281   49.98389895   39.98244529  159.96158271    9.98667876
    9.99174767   89.95158352   99.96097559   79.96420612    9.9858919
   29.9811603    69.95681971    9.98437609  109.89423992   99.94559669
   29.95687644   79.93826097  369.82356911    9.98603207   69.96014847
  109.94546697    9.98366438   19.98431707   99.98317753    0.
   79.92724897  239.93191145  129.94682603  129.91405789   89.87790481
   59.93154812  149.94976954  189.85458481  139.91409876   89.9415724
   99.85072561   29.98058141   59.95681996   69.96588941   59.96521677
    9.98588836  109.95293819   19.98003847   89.95017888   89.96079407
    9.98380304   79.96067188  189.90676352  149.88727185   19.96393573
   29.95192324  219.92289116   39.96882707   19.98163187  119.95657544
  219.93526948   89.966968    109.94594414   99.93136912   49.95870679
   39.95075196   79.93572104   79.95045853   79.97249416   59.95362122
    9.98680105   59.96165234   29.97479717   69.9650296   129.89244939
  279.90471722   59.96991417   39.96319467   49.97942682  189.88662684
  109.89189152  109.95214258  119.91831161   69.97773789   89.9563613 ]"
"[  29.96661336    0.            0.          149.85658883  249.89478136
   79.9347513    39.95204521   29.96198546   29.981631     19.97219276
   99.93706585   39.94981964   99.97774172  319.86488831   19.97550722
   99.91691199   39.95894864   69.94333985   69.91458308   89.94438513
   79.95052061  169.88214718  319.82529793    9.98554312    9.9811026
   69.96719004   19.97745709   29.95384691  119.92011182   39.95677373
  179.912101    119.88228984  289.88108831    9.98621597  349.86675832
   59.95037343   29.96704957  169.94850034   29.98450417   49.95133433
   59.93916363  139.8786062    29.94662128  119.9236457    29.96195028
  269.87348944  149.86354679  159.87721589   69.96116432   49.96167081
  409.81548327  119.9356866     9.98096735   89.90352636    0.
   59.95450675  109.93023871   19.96557956   19.96637324  159.85102894
    9.98657328    9.98662433  129.94858842   39.97229275   79.9346892
  119.90980401   49.95275179  199.81919633  299.92348076  129.95606817
   49.97048479  139.94772103   19.97433759   49.96761895  219.928936
    9.97991828  169.88583079   99.94200275   49.97841291   39.96893893
    9.98605972   29.96342756  179.87399648   99.90791808  279.91179259
  149.83280796   79.94544104  119.89996717  109.90011167  139.93565317
   99.96158631  119.88487672  259.80978426  119.92569301  219.91430162
  129.88590851   29.95609906   19.96315626   39.95250322   99.89080719]","[  29.9440708    29.96871594  409.77204753  339.9142756    39.96326719
   89.96779228  279.86292258    9.98678978  239.88244827   19.97211779
  139.88412601  129.92783689  199.9255261   389.88317276   39.95327743
   79.97963615   29.97615349   19.96873658  209.90529895   29.96481478
  199.91980468  269.81496253  219.8984072    19.98217304  149.95242757
  199.93072891   59.96718807  279.8904978     9.98266043  319.90187966
   79.95382656   49.92806301  109.89121102   59.96372145    9.98381631
   99.93743945   79.93453665   59.92973653   19.96047911   79.91529799
   29.94887607  149.84728351   89.96739599   59.95654304   79.96773265
   89.91731673  119.93600944   79.9320077   269.80847546  189.827588
   29.96279408   79.93042577  209.88334759   69.95677259   59.96042031
  289.7996192    49.96131532  159.87021318  159.95000674   79.89931183
    0.          119.84933109  189.88109305   69.95418453    9.98271235
  179.89159866  149.93968845  219.77984228    0.          109.92757438
   39.95454607  339.85391735   29.95772431  139.90164856  119.89024653
   59.95453941  289.91813566   79.94524846  209.80731065   99.89854077
  269.90955103  119.9541953   359.90283439   49.95590702  119.92486567
   29.9877497   149.92331793  189.94619936  199.93739423  149.85340972
  249.88450031   99.93040836  169.85480814  229.89702736   39.97845105
    9.98169891  139.87295817  169.93484781   29.97631204  169.95202237]","[ 119.95871258   29.99216512   29.96825469  119.94973777   69.96154623
   69.95286716   69.94006187  129.90271545   79.93481487  159.87329817
   59.95373517  209.79857672   69.9690604    49.98138612  229.89278702
   79.86591511  209.93414503   49.95557747   59.95999577   19.97569314
  279.88710706   29.97721538  149.94751274  329.88099764   99.92645396
   59.95541376   19.98414317  149.8831771   129.94309654  119.97447477
   89.9743832    19.9798137    19.97137065   19.96969025   79.93610825
  269.91882901  109.91707997    9.98903122  169.92840274   59.97645507
   79.96548608   49.96020171  119.92926139   69.9398583    59.97903406
  249.90811888  219.91620392   99.95628167   89.92459043  149.9565679
   89.96117354   29.97305753  139.93511883   19.9617667    19.96763822
   39.96500965   19.96501894   29.98382778  159.89110836  179.95339612
   89.88667293   39.96551946   29.96935831  229.88970291    9.98190211
    0.          189.88828786   19.97621198   79.95379063  249.84785388
    9.98804251   79.94808129   39.95812017   29.96346333   89.96686228
   49.96559975   39.94471745   49.97902863  439.79676267   59.95927372
  119.95472903   29.98477894   49.94213389   89.95940135  159.84104301
  139.92849554   49.94628465  219.92533251   19.97960253   29.97357319
   49.97169083  179.94551225   19.97766066   79.94516379  119.91101141
   29.96969644  189.89403315  139.95749399    9.98212481  129.88225212]","[ 229.93725143    9.9805548   329.93937452  389.82332775  419.86766303
  129.90239154   19.96522821    9.98370528  139.93830041  139.881093
  199.8694097   219.8942809    39.9791609    99.96321399  329.74136792
  149.80524862  269.81924721  199.88929439  149.92089982  309.89804006
  199.8203215    39.93022104  359.92785499  129.96814383    9.98413433
  109.96966526    9.98285377   19.97187911  289.8114298    89.93887357
  129.93035145   99.93306857   39.97722166   59.98067814  169.89592047
  269.89906723  329.8607759   309.78990869   59.97703566  149.85037612
  369.86294545   39.92913508   59.90230004  129.91684564  129.93716303
  279.78520481  279.81603688   49.94962169   59.93931097  219.87425021
   99.97169462  749.78428412  119.88567477  199.89388098  329.84352226
  109.96049552    0.          289.89311101  239.858416    209.88015692
  319.7768494    99.91849441  279.75938209  109.95467669  209.86686694
   79.9056773   229.86732865  449.87487333   59.95003743  319.75278429
   29.95911049   19.97087309  109.91633357  499.88132054   79.89989425
   39.96915317   29.98381383   79.91918833   19.97135117   59.93641939
  259.80242454  149.89113821  519.83003211  129.90937591  129.91447766
  139.83922022  259.87956483  229.90003169  369.83061189   29.955525
  139.96267638   59.94649048  109.86003999    9.98045239  309.81362144
   69.94492332  149.88219196  239.92218261  109.94753071  159.93437221]","[  29.96454324    9.98576081  139.94907477  129.93798568  169.90953075
   29.97210286   49.96373747  239.91092263  199.90028372   29.97342224
   39.96426891   69.94261567   19.96631403   39.95032916   99.92421562
   89.9603314    49.93845189  219.90659928   79.9035482    39.95600042
   69.94829922   19.97182015   59.91278119  149.94802281  339.84999015
   99.96731611    9.98207549  209.87987245  249.87687537   79.97324811
   89.94212671  109.9096385    19.96849204   69.94720756   29.98058334
  179.93664537  129.93899607    0.           49.9504197    39.97772131
  149.93158447   19.96944568  109.91191536  119.93918912  369.8986122
  119.94246726   99.94890664  149.86387852   29.98003446  109.93502965
   89.9001566    89.9361245    19.98526522  399.72772056   69.94377185
   99.88564878  119.88157464   59.96826226   79.93923918   39.98474236
   89.95114351   59.95504716   89.94566757   29.97746913   99.89690765
  239.93013081   89.97006304  109.95215204  179.86486363   69.95351702
   99.92993314  149.91001584   59.9716784    39.95263643   49.98526878
    9.9807873    69.93289617   69.97563286  249.90273891   29.97848831
  109.93507076   59.93412126  229.82343993  149.94380381   79.98175935
   49.95343786   39.97106734   59.96176225    9.98452613    9.98610568
   39.97787281  139.95126468   59.9363006    79.91419444   29.95346554
  109.97312857    0.          249.87415839   39.96456978  139.9471735 ]","[  19.97074744   39.96983178    9.98757066    9.98672402   29.98821303
   89.95738721  189.94813562   79.96054868   39.96323223   59.92822078
  169.91614412  109.96716146   39.9575522   239.92252554  109.92213806
   59.96084302   29.94838249  219.84301414  209.89576348    0.
   39.95147438  389.8120906    69.96904371  179.83430126  309.87942194
  189.9071496   109.92271675   89.94451343    9.99003168   39.95426118
   29.97043507   69.94266381   69.95867987   49.96957488  259.91565391
   79.97653571    9.98623481   59.96774504  109.9546931    69.94625022
  409.81177211   69.91532221   89.90616859   39.96213967   39.95325024
   39.96412394  119.88703658   19.96597954  189.85505221  109.89066963
   29.96950995  109.96193146   39.98691939  219.93255394  279.89539227
   89.95248011   49.96971985  179.90054124   79.96402005   89.9426417
   19.97635718   69.94320552   89.95019646  109.8751957    49.97088438
   89.98418727  189.77533521  219.9306905   129.9115829    99.90945523
   29.96196945  119.96613594   49.92591692  109.91352373  159.84542835
   89.88383     109.90292002  279.89244559   19.96587423   19.98277265
   39.97182823   29.9820223   119.89744812   59.95256648  139.94213915
  159.92601208   29.96933175   59.95889832   79.93181673   49.98889948
  109.91564429   59.96207834   59.97335008   89.93381938  179.94244724
   39.97448155   59.97114763   69.97880475   79.97188027   79.97627706]","[ 109.94853111  129.91869404  139.93328165   49.9676769    89.89644512
  139.91011488  229.93348422  199.90623187    9.98852275   99.93013456
  119.91914822   39.94920901   29.96170423   59.95799626  239.77704024
  109.9161303    79.92923292   49.97512072  179.86120974  109.92827435
  199.8798641    19.96722376  129.91175323   29.95633075   29.9503146
    9.98564859   39.97339734  199.88946559  169.95015587   99.9617202
   29.96862974   29.96474198  109.93844845  149.9342055   389.87118707
   89.94174368  129.94932453  309.93036144   29.95018543   99.90186975
  159.93178133  109.95562901   59.94355443  169.87815665   49.96567807
    9.98894599   49.94385234  119.94592481  189.89080329   69.95000112
   29.96946549  139.80180286  119.89068921  349.84437111   49.95327406
  179.93132601  179.88167774    9.98425649  219.8860324    29.97513046
   79.89265378   49.96190663  109.91925086   39.96172498   49.9470169
  179.92557727   59.96783658   89.9398052    29.96630129   69.94804481
   19.96916143   19.97092317   59.96947247  199.90078798  219.91594382
  319.84872652  129.94115438  119.95673965  159.82338066    9.98155676
  279.93976296   19.97509008  109.91207507   69.96580585   19.97104511
  169.9409405    59.93754547  109.92088195   39.96661682  119.88666527
   49.96288857   99.87150309   69.92180692   29.96360354  109.95506677
  229.90615791  209.91653116  249.89201665   19.98374709  349.75123119]","[ 179.89756089  139.95098739   19.98316388  119.94569689   39.98575223
    9.98129348   59.94901776  119.94302954   99.96107586  359.79667736
   29.9722593    49.92083297   79.96719449  119.96399525   79.95393068
   29.94665977  249.90525864   69.95504403   39.95474671   89.92536628
   49.95902649   79.97337246   69.97881645  149.84993921   19.97128002
   99.90802657  149.95136821   59.97860528   39.96435139   19.97366002
  109.91252291   29.98636698  129.9715466    79.98302071  169.96195135
  129.91132839  359.75503853   19.97687435   79.95514751   29.966671
   79.94834326   99.95322567   19.98231761  149.93795533  219.78357428
  239.95280821  129.93738656   69.93227057  119.9745608    39.94359174
   29.97065635  159.95351009  119.93900265   59.97470488  139.93902908
  119.93907419  109.87745345  139.9587587     9.98930915  169.94030258
   89.90708074   69.93822793   39.94477067  179.89368651   99.88501981
  109.9696424    19.97935587    9.97924531  139.96084322  109.90564016
   19.96025048   99.95288948   39.95366821   69.97285565  139.92513182
   49.96684954   49.9528726    99.9313797    59.9194274   149.88223277
   29.98213861  129.96655876   69.96943631  159.90422162   19.97461282
    9.97921733   39.97410841   79.94802202   89.97893556    9.98323391
   39.95941272  239.90132887   49.92800872  339.8314244    29.97039467
  239.92086917   49.9839027   249.90852783   29.96380947   79.94835701]","[ 139.87719355   79.95763395  219.88582803  159.92188986   59.9537566
  259.87254752  119.92881711  269.90429329  149.92460858  119.94733389
  109.8959119    29.97219168   49.96409291  369.89526681  169.86803475
   79.95963466  119.90347195  219.87452761  139.86408712   19.97714522
   99.87902628    9.98612223  119.92399257   19.99050527   89.95008896
  169.87347496   29.99340566   19.97922278   49.9772968    29.95088103
  179.91621157  149.9347162   109.95501421   19.9771561   109.96496178
  279.84168715   49.97813745  379.8583819   189.82163633  249.87813729
    9.98274041   19.97809499   59.98285651  209.9215726   269.89439239
   49.98248894  249.78647108   49.96735017  289.9296919    39.94974026
   69.9667132    59.93456191  139.90658188  129.94236063  229.94130917
   99.95328618   59.950075     49.92230725  149.95804407   79.95635434
  129.95269012  239.92501109  149.89248876   59.92780992  179.92728251
  189.88078603   59.96404403   49.94065895  219.92858505   69.97234024
  129.95586304  109.91479945  179.93404084   39.97310815  149.95486035
  189.88456414    9.9860241    49.97198523  189.92276486  129.90070224
  119.90190994  179.86550819   89.93249293   39.96534786  259.87241116
  229.87109453   39.96909195  119.94660306  209.88688913  109.97057911
   59.9656779    99.89841108  149.95625298   19.97676287   79.96021879
  379.85714845   79.91267361   49.960186    119.8573755   139.95590578]","[  49.97216234   79.96059303   29.97152036   79.963058    189.86643325
   89.94548722   69.94922167  149.89340961  179.91250646   29.96457471
  349.89743947   99.94191773   89.96647512  229.82709139  129.94317498
  109.9363603   119.9516561    19.97179697   59.98045645   49.95389269
  169.95472429   49.94936285  269.88751105  249.92997331   19.96585699
  309.83430249  119.90580027  129.85861683  309.81252413   69.92408719
   49.95264079  139.92252452   49.95147828   69.89727788   89.96959077
  169.92118268   49.93823804   99.95578042  179.95072258    9.98141447
  189.91751051   69.97346901   59.94894362   69.95623645  289.90738017
   49.9548462     9.97965117    0.           69.97975754   59.96402897
   99.82412034    9.98746166    9.97960414   49.98174159  109.91064809
  129.87965154   49.94560235  169.92142256    9.98904785   29.97703033
  119.94864949  109.94077032  109.91595471  239.78309783  169.94176723
  109.91942346   59.96340985  119.96369129   69.97725738   39.96984638
   89.9604332    79.96379222  189.90514414  119.94439082   79.9581063
  169.97338738  109.94117937   59.96983953  109.9520847    99.9345189
    9.98663263   29.96478886   19.98008671   69.96849841  209.90430017
   49.97111768  129.8859863    49.9583035    19.97674864   29.98097608
   29.97635904  119.92662655   39.98300826   69.93134496   89.96487217
  209.95330571  119.93718246   69.97811378  179.84656896    9.97969086]"
