varianceSvrg3,varianceSvrg4,varianceSvrg5,varianceSvrg6,varianceSvrg7,varianceSvrg8,varianceSvrg9
756772.97968749,1814887.243539023,2729454.7062364984,1022153.5845744368,1646958.3692202205,644835.2518816683,1153813.2919759308
570742.0089958364,1935559.517930932,5591606.133247065,1118643.4606056279,1670946.0261429686,781409.036870108,1084704.0358476609
565785.7452598219,1664520.5363773094,3958950.1982491394,1614493.216963117,1868444.5194652227,587053.152004794,1625188.7609706237
705442.0050370008,929425.2387231662,3178362.0444687614,1185042.8827833873,1364146.2559847932,557347.2411223652,1903340.9692251459
1104733.13205062,1750847.8438207088,4457120.675126609,1281483.2764664362,2145703.5847017867,863344.9971693286,1386820.9093618798
1510237.2731287486,1660696.9659606188,4641534.915842049,920766.9671574475,1510479.96260129,933063.0107291291,1566866.8287918905
1692400.2571802265,1251097.9397232165,5233867.139384506,801280.5699049274,1718250.3467810643,738503.7534064956,1198635.018556335
2302221.906890231,1255596.99359222,2928868.7388592707,795256.1222628185,1411918.2097884915,458784.2311522743,1875708.1169164823
910096.9737350859,796012.908933798,2555012.1344447252,836556.0684551279,2329705.1665901234,573099.2846522251,2466116.1297260737
1646373.1789492385,1470054.7683448736,4281421.993332688,1013742.3810955539,1518383.400291307,669462.2798277548,1961060.1927133736
2065067.3655329489,1316459.0979504993,3909804.5745784706,1259663.6322906706,1838847.2058118116,310801.33426587685,2006293.9327723868
2602793.346759619,1364708.3321078713,4917565.490561586,1034871.3714260398,1418959.9605705673,625725.9479335763,2259359.8051382373
1266672.3042562106,1738816.4178930153,4154507.514435623,754081.9786955086,1369177.598380885,613642.8871980016,2718998.4140133187
1904168.0819211057,2276463.995232674,4180320.4685165873,1045257.8678161816,1876254.2143281167,406877.36778872064,1413649.9902142766
1818001.2852176644,1811244.859820713,4105486.66531905,983476.7603907518,2224983.8385304715,527096.3399953174,1607883.6632681831
1020557.2043720554,2186990.259592821,3768882.3824645914,913867.5234715617,2133171.6436676886,467196.43577936664,1562300.853239633
1547974.6289227046,1621959.0687396717,3210549.2610764448,994100.3574139726,1491948.3645403655,679082.196207686,1366258.4701387282
1669882.3254463635,2280249.0765189407,2876853.5775296884,1400837.0969042336,2079943.4399218583,505813.858527413,1388444.5129092636
1608393.2350983853,1913529.0605349438,3123604.3001479506,991471.946401964,2234818.729949167,659744.7284295377,1638071.5676120184
2103036.727170378,2198739.5969999772,4669032.458947599,853259.4920347305,2060436.378076944,716014.9186020949,1153298.5777740171
2040747.5641446395,2103234.4528537258,4820474.833187978,1518788.399579311,2926111.5040304232,830886.858484984,1250283.4703892968
1729728.1384079454,1216951.727245573,3369965.2059607776,1240807.0463640015,2723783.9226554553,496270.85546709487,1224566.150613817
1368039.4413109827,927364.3482439584,3424966.776422157,688340.2747780158,3609028.7690212447,721116.1883090896,1325309.262557663
1236342.225261223,2480748.180208148,3621434.487474126,703499.1170071969,2684990.234433175,1081502.9099579132,1489811.4005877054
1857318.689529858,14938325.173169944,3399124.2863957305,978588.4660112786,2838129.049413761,594298.9766266868,1781008.125845572
1390809.846835117,2035935.1973864206,6371311.914487116,799494.3980194206,2610248.8801278872,823459.4221677047,2960249.453716308
1273900.58311402,2305378.9179873066,3356124.7489106283,927860.1756140332,1101483.7943305934,1469072.231647853,2491982.580033892
2046608.8494087658,1537668.288001418,4161255.128548049,987863.2831643305,2347665.1629249193,675059.6833958268,2183116.8337599495
1129334.7324192657,3686762.7784562428,6041527.579990237,974879.8988051246,2772799.2161717704,894886.0043348924,1156931.4223828842
2816998.2331519537,3378771.0513792355,5415489.659557759,1598262.613922095,1622392.3638858753,673378.0718088893,1954195.3798609586
2375989.2180498987,1131996.564013712,5953880.765591729,592597.7790565671,1804470.2675657207,827503.5811258969,2159064.8875932614
1785642.3681574399,3589259.1274663955,5259093.558863509,972223.9411546502,2897628.4252728866,929102.4608375669,1819547.6117828167
1276072.2175574172,3484819.3816641406,5829636.897311097,992461.340616363,4320865.070974901,575682.865056793,1025244.0991941638
4123488.776391311,3065256.3868731624,4718053.7861634735,1149591.4630594184,2468611.4274017047,1138520.9262766815,1237704.4727490237
2853871.8174457545,2398692.249673789,4478968.54125238,938558.0132763078,2542299.8901663087,636890.3994972508,1753311.347778061
2632041.3911149055,12450465.352353428,3739627.0148908584,1021126.8598570025,1876893.039101861,741039.184038851,2156512.749596545
3091163.3266347405,1679530.2845095522,4502739.032043451,1016933.8056671856,2608801.135667565,588888.1956280106,1911683.831626905
4133592.0051603913,2828330.9480323466,3355971.0730257747,1079325.6518773467,3072811.6497137193,1031080.9034935762,2033009.1070354534
2671431.626300565,1867975.5882142466,6214202.929751096,573076.6844481695,2845791.9350812538,1100876.6879843273,1453882.6495898077
2308599.840184685,2757269.374198474,3210733.6069850326,1296952.1722094086,3303597.3538123798,1469043.6690518262,2216938.115520518
1885643.6529134659,2404663.8845949997,3619174.422835372,1647854.892240583,1887367.709516654,1072936.8930422482,2683579.8214404015
2115197.0142630013,2032423.5838416095,4805721.216203176,998200.4929392294,2116037.8311688635,1184911.9818079001,2058312.1487679123
2212295.8877481874,1278936.7259206206,4706723.347369027,1222389.8806341197,2544006.3167712814,1163249.0866619805,1954097.990964146
3971093.3448312283,2062117.6716408522,3550046.0863373396,797717.4187903848,3542192.026335161,1432289.4297597478,1544912.498865499
4111354.3658976173,2763623.5083403266,5065010.359244109,955050.4210934206,2395495.361930581,788749.9524262745,2505864.8356325566
2272296.4167377492,1277432.3328605213,5623211.401058854,1814767.227448733,2255487.381032845,878025.4987009724,2341115.186415408
3158458.9608567758,1942885.5037654645,6357175.018824806,1658529.4176149818,1742800.0861445614,1010002.9608724123,1630990.0778337019
2373360.8907736586,2328133.2651829617,6093521.316255918,1898851.6590585173,3077218.45183558,824951.904504397,1895677.0540939556
4395337.4460494965,2959964.4120953684,4437461.687987677,1326455.5344611523,3053940.544170678,940838.0976989886,2243590.4092487115
2838724.225248566,3367265.759185176,5777271.522004456,1680300.4827755804,1629542.6036583753,1429443.9446341149,2018098.5442687455
2006591.2158903347,2088431.3751747499,5846469.432875085,1395113.4314202052,2897131.427715047,1181952.1389987594,2297979.4028534545
1897142.35353688,2231163.369012162,6326006.363236647,2408664.1275069276,3344845.8440718655,1240025.1949513867,2865076.6608505975
