,alfaT3,alfaT4,alfaT5,alfaT6,alfaT7,alfaT8,alfaT9
0,0.00014796400548074058,0.00016878973056684202,0.00013175830915924705,0.00019678518438911917,0.00024434642801841156,0.00021022008365626166,0.0002483773897957619
1,0.0001877770914711471,0.00019244248364006373,0.000190656523794327,0.00024668888198865546,0.00033021099978924694,0.0002348867772455738,0.00028137183030297144
2,0.00014972865118375437,0.00014819024233580494,0.00024157716366512551,0.0002820724718606212,0.00015764353105543444,0.00030235764224940904,0.00035874222240430206
3,0.00016135311722144876,0.0001686742777094283,0.00012915241058638032,0.00025451463048112516,0.00023304010579296345,0.00027770448304553124,0.0002212795398897612
4,0.000164583347653004,0.00017701215219187888,0.00020835407236100407,0.0002480125585604049,0.00023111600961466251,0.00030384055368540855,0.00035457847613166684
5,0.0001401518129894365,0.00015703658031827484,0.0002683017622269039,0.00023852521262766093,0.0002763956680107105,0.0002555887410825501,0.0003197754488027585
6,0.0001728747071593658,0.00019420152344341786,0.00024279378187036253,0.00030751201328025517,0.0002567192667289183,0.00030503049708053323,0.00029227936864969524
7,0.00014265525511051168,0.00017243275358288734,0.0002123811139382925,0.0002105646671781061,0.00028618607224338354,0.0002983088688456405,0.0003311482267056835
8,0.00013847661029048355,0.0001448965130818918,0.00019232021123773436,0.00031046041612515656,0.000295581196398328,0.00026323380304345165,0.00031458976889212347
9,0.00018503342611526225,0.00012964068138106568,0.00027856920264472093,0.00020872808794558423,0.00026181927934447723,0.00031452864099040096,0.0002730071019006096
10,0.00017105473209388117,0.00017990538473653842,0.0002915222311258403,0.0002899806567492042,0.00022444766655493726,0.0002790693791963045,0.000228714365912889
11,9.151200094671036e-05,0.00017078805046942945,0.00033532796763918895,0.00024930091116778173,0.0002650873731129576,0.0002785432039593363,0.00023598004506002822
12,9.718870643882182e-05,0.000184884377878409,0.0002670354529505497,0.00020035169434567593,0.00014552733290151465,0.000261478957959889,0.00029282149912465217
13,0.00011532624609406772,0.00014815838850154228,0.0002520073130625261,0.0002196912544778293,0.000194929383853839,0.00033497727649535957,0.0003186004633670068
14,0.00015104018231916814,0.00015730251077097985,0.00025740975282667876,0.00020475949180303913,0.00017524909861065988,0.0002719910583945116,0.00020818208313460018
15,0.00011220683293976472,0.00020098883138490204,0.00022213463415897612,0.00021076174717517672,0.00023950784685661,0.00021885904069486473,0.00029414026005003064
16,5.4097796174798135e-05,0.0002077865682777025,0.0001686192739500739,0.00022545899715031468,0.00021379996514888077,0.0003542393471236271,0.00026038464106266146
17,9.735277493676234e-05,0.0001632631840053682,0.0002970778195119375,0.00019871714133268262,0.00024530288027064737,0.0002774882749449752,0.00026442169300504813
18,0.00011145119198534892,0.0001916904646048173,0.00021968828663492925,0.0002126353431599826,0.00028066748328730076,0.00021092685952571943,0.0002532749835708133
19,0.00015985624287055282,0.00023071835638352505,0.00023006026494578886,0.00021327241533726683,0.00023368000357674586,0.00029333570765490216,0.0002497280742420549
20,0.00011137199146735132,0.00017657697807997778,0.00019841860736304214,0.00016933650087550838,0.000164054588077139,0.0002587312186932252,0.0001884406623488364
21,0.00013323201123629485,0.00022545031095632452,0.00021404799263419205,0.00018494461363931407,0.00014679831426227702,0.0002777757124358581,0.00029578130847851005
22,0.0001452212826873207,0.0001829594069788132,0.00015833073827401474,0.00022691896051449894,0.0002483563494721547,0.00024110674366801345,0.00026741553647590256
23,0.00015027556490480762,0.00013015725626914097,0.00017580551586497616,0.0001915587011141499,0.00019300972140342515,0.0002614451767856361,0.00020144254189382094
24,0.00019662553701528927,0.00016901787007335065,0.00019360879538844113,0.00019717524537183131,0.00017686030577805875,0.00023633445869235736,0.00024047986864844076
25,0.00017878487140046885,0.00017113100462670604,0.0002259127095545091,0.00019115651037749818,0.00019597205553408312,0.00028396314171535373,0.0002627406920621647
26,0.00012503823268395756,0.00016177927225261384,0.00014415556257350257,0.00020062025479158539,0.00024168644962185593,0.00018548444143599494,0.00031273612208217687
27,0.0001865541050202464,0.0001639110411056834,0.0001835949099454187,0.00024215219086193233,0.00021227019208017438,0.0002341303035774943,0.000248650047717092
28,0.00021567321835861918,0.00022090393595570722,0.00014328767488689366,0.0001813098226265016,0.00015717087656400326,0.00031696173273171384,0.00020547260417970206
29,0.00011924777895155859,0.00014235383272573102,0.00011111697893029614,0.0002376120539415852,0.00021141281975325886,0.00027592121388767454,0.00026081130391305
30,0.0001619532549087781,0.0001568607547967584,0.0002101159215519256,0.0001665912767525438,0.00015818770086121594,0.0002747725994766966,0.00027668682150499256
31,0.0001522166968657416,0.0002015615999682316,0.0002290024608037769,0.0001771790102752115,0.00019206375597021218,0.00023396201652620065,0.00028530517445822854
32,0.00019443709568062344,0.00016568077216261632,0.00015594405030306787,0.00017851388806875207,0.0001956441160915608,0.00032042557314477865,0.00018734087003311942
33,0.00017547345974319186,0.00023830276030762396,0.00019957867818128173,0.00020398928837493956,0.00019011263901205032,0.0002483097138115041,0.00025371848916998213
34,0.00016156038854832493,0.00022340802346831627,0.00016595901115303122,0.00018181652832062117,0.00019081140881332227,0.00020604763106922054,0.0002572493104193864
35,0.00018117997607296546,0.00022112855222283158,0.00017512692596590254,0.00018635491917352108,0.00016495745843984061,0.00021861052194445955,0.00022084605643896878
36,0.00017803914835152896,0.00016584631393297644,0.00017585185790413928,0.00020844696076769093,0.0001781269765987501,0.00022900434635603683,0.00022624045731446882
37,0.0001986228701438129,0.00024075611182148811,0.0001607004347439511,0.00020260987745782024,0.00015871033054558082,0.00023393363033405147,0.0001943192475288796
38,0.00011095116515302681,0.00017074867532352036,0.00021491576787069274,0.00012696417066986664,0.00017515251623002306,0.0002205978934005116,0.00027547886141115693
39,0.00020286356815045833,0.00029164947104822267,0.0001779462798873544,0.00016599642095252394,0.00018251086603180788,0.00020516178960256075,0.00028856531542031087
40,0.00015559923064417455,0.00023418961908226515,0.00016145555096479353,0.00020860652583395216,0.00015265316940235083,0.00018725648347275856,0.00025155766171526615
41,0.00013314602749584276,0.0001447436101865225,0.0001529624230894336,0.00013679244923485326,0.00017516830331846918,0.00021054155380707273,0.00021268637245797876
42,0.0001450297939579007,0.00016010247124896324,0.00017042891621468442,0.0001354439904249091,0.0001989106922421062,0.00021552702580962982,0.00017029261794564903
43,0.00015817826371835317,0.00016030225793018987,0.00016039106224027713,0.000196264696200169,0.0001761483645661317,0.0001939893108566995,0.00023088474024110717
44,0.00017195647799209465,0.0001543258922385212,0.00013893982583061847,0.0002570641234367331,0.00017020487945620038,0.00015254845231977654,0.00015732199323659362
45,0.00012628379641907523,0.0001788321378012816,0.00013319769666271262,0.00019461609656098894,0.0001545965015927038,0.0002216559249674244,0.000228365181278901
46,0.00017615884274143086,0.00013506470829628266,0.00012806118440293558,0.00016888677684304308,0.00015322305127345043,0.00014553264808400698,0.00022722477260531674
47,0.00016592613230501647,0.00015842069388705496,0.00020878350736283248,0.00024895065723045117,0.00016671709323840106,0.00024190830306403151,0.0002502051970454505
48,0.00016762807652898152,0.00014351084042064986,0.00018002349711470337,0.00015045746451285212,0.0001666505430098576,0.00023352030931059444,0.000202399329931558
49,0.00012524096452319283,0.00013364150277516952,0.00016863019020462125,0.00022871496345819564,0.00019060108193354002,0.00018169315465290728,0.00030408112141373973
50,0.00015693302982774942,0.00022040714504518115,0.0001641657663344079,0.00021669810491803534,0.00018036305701794948,0.00018405994019559944,0.00020310860140446369
51,0.00015145623832783434,0.0001554850413972292,0.0001758176590405951,0.000212085966774608,0.0001628167920484764,0.00022349779874701272,0.0002199746209613436
52,0.0001899793637444312,0.0002087025129464502,0.0001742748750337823,0.00022673641670942294,0.00021515189399239727,0.00021045836002898176,0.00015990807093217428
