varianceSvrg0,varianceSvrg1,varianceSvrg2,varianceSvrg3,varianceSvrg4
769.3936791384966,423895.0049200053,630490.5815987706,481583.2173143316,264786.1994512091
1443.929700063025,423671.97836424765,630933.4598297848,482097.9211943688,265010.42587322934
1456.312999250621,425777.31065368373,630064.9366631464,481626.36708957225,266355.411782255
2076.3296138816136,423167.8882822221,630944.0043319012,481748.5807519816,268079.04926672555
6802.750775729035,423564.246237516,630370.5494837064,481846.4819722216,266921.52697723545
61833.90245521789,425971.2338581764,688420.2565477258,482167.88317760197,268224.49850565364
7546.384482835152,438410.395355966,633528.0291998917,481870.9582362908,271982.1695728002
6143.001789218733,434970.4669366582,632702.8736962399,481762.4062239396,276724.6571975391
25344.246062490285,427570.8238230965,645571.1146762363,481875.5075499335,267047.0224479697
23790.064865583827,3305.432145141115,8061.282504367718,681.9686314779644,8735.14784815367
19982.877506283894,4182.6893159612955,7456.06760230851,1769.2089684024943,14240.523679668268
32171.81572583815,46439.987805404744,13475.199160728647,3906.599918521998,6239.23070738845
65098.59426006941,9367.344005140438,23106.603908011763,1772.2701384465631,6323.407384588238
19437.998102647318,20135.011941279477,17415.567155743203,31694.69122287614,22088.910444040244
94782.18301575846,8982.165719217748,22931.36275543634,11481.000591793836,10026.786905649917
43961.57576932374,6174.481103632579,29923.75098322152,8448.291108029029,65975.79663885971
22202.53589771127,63400.12450137714,85772.60149645465,7149.0058137002,7715.456414604992
84429.78371416968,42221.848217056184,59182.71996425798,7870.603339539484,7345.95332738252
99886.42336483503,7053.491726868207,26315.241185999563,24431.88310480187,7809.95549176998
731409.9382524268,8361.597296647806,60358.768102470465,52379.80283548411,21070.295345357154
136650.74094222183,10120.761614134874,26797.991327612108,50989.27332839479,37748.19839473638
159402.13089039194,10178.805654220943,51490.94972150755,42354.51084020173,174007.21697843645
420013.64058535954,12607.177676749581,150890.41003054118,31666.81870322361,91987.23593545624
427878.5610539905,15094.882720099107,86425.40445266498,31219.36673243524,81200.3778269996
311981.4087481668,43433.58719117961,120390.4486474175,24001.435883111586,100481.3391024654
1184164.4046622366,27253.30435947149,652570.2513745809,34569.59281966793,264790.3844521891
346493.6512210633,36809.16302424764,295013.40222504496,108455.20815722796,253415.60978763626
4546507.933247668,55575.7543975198,257581.10775930434,171757.70251158072,279511.86450133054
2535282.773668303,53040.06967050921,336198.59948956553,81744.09347021401,188934.74504111407
20885671.51218932,43507.86952257244,187293.52572728228,202269.4787675062,4737440.299875706
2023043.0131063466,115388.76560416537,1128834.2571215825,690629.2691815172,4104118.723566874
1266254.20441364,303569.141745107,1018240.0898855764,169668.95418926657,1038347.0065744541
863987.0753188556,356960.4846320022,640803.926451676,324444.2303105623,1127550.5404060595
1493689.7658208464,336638.3147349909,582770.9123566207,497256.40620996023,2269393.143491806
3025821.0397249437,633048.5832607497,1039152.7622961199,435707.0850765752,855622.19865214
2170052.4373340844,367642.8955711533,1219534.0223400453,622301.0256675726,1334387.4647011217
41864224.25116596,1266433.3055072255,2113902.9575457703,754623.5872098194,1207906.1594080112
4141653.0137333833,3288777.3715484785,3033662.1971885087,16903189.52192103,490920.8605947226
3207126.867614488,831744.329478515,27260862.192783587,692685.6252164617,1642306.1558167548
6978412.934328925,2476224.77013998,2117157.9858077765,851811.674656882,1328523.99143922
2923104.6958667403,968017.4507405173,1290216.5289058741,654735.2345356264,14674818.546399921
41191112.093289346,4089295.746050538,66066408.62192657,1917749.3364219365,1047315.1944889987
14524891.667591235,1041307.2473955742,4290664.001416471,1470905.6166929444,6864778.1115092505
14054426.587517649,2518568.536224306,2086901.7236886038,3051931.604779926,4111964.7712438297
3546974.929839477,2056837.5675664714,2578469.1932659238,2182786.009111676,2316170.4042308554
4649424.185944686,1000569.9255472196,12158719.542634355,2173148.2372847656,1028748.2929050231
3159766.1480285944,1833718.3153240532,11123383.743544783,3359793.7319994504,2608753.58505407
6658445.0181916645,1461363.2136500916,3031089.1775705772,7053270.152138414,10371352.733689316
5858753.983666183,1350764.3843201394,4168279.237040137,4940830.791000823,10477833.201341227
3081492.1210525073,1951025.867535717,8281003.320425888,4409000.400066058,2931865.322504365
4577162.089093036,4438257.401749469,19510715335.906937,4569214.1692453595,2066857.4230931466
6477543.577568162,3845974.7377726524,3324015.86959913,5341587.789861744,2860337.0678688795
2612147.171230757,6990745.447891875,10558691.640258934,5161725.168973985,44929667.73270877
3184515.611002961,2770214.8128343867,18901706.765014045,22628973.797748175,2315418.9220112404
7542402.554506485,10073087.20099933,9067905.356297122,16925316.838742822,35669874.89502766
7770866.381220397,4628895.142604231,13361729.132802367,26806357.120348394,3718687.5451619173
12198469.23282298,9853631.445592605,13217683.455156911,11346632.824000614,3037902.007781194
9567475.380369568,3575243.246500912,5073890.953708855,7210014.255547704,5033329.524502118
9111963.628383458,19275589.933623586,9116436.327148695,9860698.49001984,98833618.49077545
157581332.92426467,5920549.625546503,524277398.28271914,6274363.612648011,238440784.1125312
825384520.9603608,4278469.705957927,16788034.513801433,19681340.097189777,8454187.73898905
8715886.09231472,5139165.200090409,7120919.807022883,6081694.822811282,8520565.651135873
6300903.534675559,4677431.576930979,13481242.645177742,3557625.6616616584,52854278.0261179
14151041.371349089,6509473.334790587,5856712.7390307905,8327706.406955452,5369912.401089874
6788359.731494946,9876321.315199615,105576461.50256364,4485711.748153047,7916949.719716815
9431865.332714403,7348596.710805818,30832115.71619817,64345279.60273141,3937222.2393011767
13129464.506865252,19330927.972105213,194662130.64835414,10414679.423520915,4233032.423272498
74051412.6252786,168040123.40104365,14251286.090721376,4067022.768642839,19960231.683651656
10171377.469188247,8622204.893303433,9171231.227339238,220796957.55302083,60583661.04328835
8935160.343910055,10868435.959614227,13668296.368666492,3933723.618137085,1260598545.5848544
4120644.8031774326,131148808.51479936,9643354.865525978,131038127.5558765,10778776.992547669
7235742.895498551,12583860.032964211,5250825.302614173,12196832.849646933,22643611.30803646
4318455.860281529,16516957.714840759,10541343.449748565,11371464.62613174,5809374.54601546
3993016.85154154,4735039.738329778,6150818.766086114,8833237.290734073,5139276.751032874
12253142.27916542,17495357.81517735,21949463.415767215,27173904.85019169,13071758.657940825
48069373.6001271,8867380.128891256,6024257.815794692,4857578.900717156,13955348.145383796
5170068.187763377,11678443.959279958,4617455.228325052,5606784.2453026725,3548221.835919479
11944122.210541388,12929067.3491894,6431229.148396786,16540120.030354995,5739410.8574765725
7193719.282735085,5812547.516991185,4812793.054250517,22394242.58736125,30157945.4434763
22626749.068096302,12422708.948121447,7248002.064412441,4163667.1289167525,82974687.60324445
583637844.2604356,7245737.797819183,4828976.755808014,5202204.212954538,3688325.285991673
8924882.76427213,20079149.72957336,8237106.08640758,3517361.8260501614,11895241.294739246
33634102.99202185,6368498.492329354,4712464.620031111,3068177.7755559175,12046927.682989698
27360539.90413478,9136540.622959979,15394166.5714466,7837025.2950139865,5995965.890682584
604590.0830907971,3004418.6977755493,2939016.8910966,10577517.471773874,5623577.126123252
1445703.212900748,3889385.5787292854,5780124035.7571945,488601776.9335971,9633239.002647698
428105.92625172355,3894646.8182379087,9708430.070499336,758125102.6588316,2871284.667497931
851939.9712718084,4849940.547546339,44560420.4254527,7722151.386117437,3394039.7779680216
3284037.4852615288,16551431.095452439,2671489.330531149,8872332.951241687,576799.547276756
331737.49166760885,3647883.2931325063,1051756.6824185841,6296061.648740424,4378902.606706092
1223264.6560060172,3737082.4687782996,1352833.3790330056,10522441.708155176,2943601.4259086936
238212.5174489477,6609078.738612224,2255751.7714458383,217088.10398850025,938088.1217001549
211219.69971256,10617139.199826073,531027.6193494946,257227.11905059195,11354761.338363573
681666.3586066229,7077108.92208872,4694346.19119091,161106.8556769312,9522453.569057286
219499.31233679794,3653010.9443931915,6012588.298532691,201951.00647943883,8884653.814895378
346620.201567664,13817932.304004459,972230.8536922872,221887.54764201405,15165769.466354188
221952.71906944283,4319481.110577022,1889785.7329250895,1299243.8843132611,7582897.707841213
