rewardsSubIter0,rewardsSubIter1,rewardsSubIter2,rewardsSubIter3,rewardsSubIter4
"[  29.98087673   49.96157425   49.93777317    9.99021017   19.98792427
   29.98087673   49.96157425   49.93777317    9.99021017   19.98792427
   69.93349154   19.97102856    9.98123452   89.92600631   19.97102855
    9.98123452   89.92600631  209.95618853   29.98082318   49.93777317]","[ 209.91326641   69.92700468  129.95659684   79.95494173    9.98317336
   69.95657669  129.95222951   19.96756656  159.89365836   59.97234384
   69.9553946    69.97164535   39.97141254   59.9722882    19.98437885
   59.92472027    9.98288453   49.98608429   29.98034864   19.97394834]","[  29.98962702   89.96363305   19.9659724    49.96156291   19.97006309
   49.93856621   59.96249432   39.97046672   59.98081361  119.92764766
   29.97610848   29.9810619    39.94825727   59.97487969   29.97938424
   19.96658284   39.99067488    9.97953783   99.95932567    9.98272557]","[ 19.99354988  79.96691727  59.97511681  39.97824453  49.97470845
  19.9752478   39.98187949  19.97827158  59.97416658  69.95407322
  39.98986046  39.97941874  19.98688227  19.96374865  39.98804467
  39.98212348  49.96976769  29.97463903   9.98835563  29.95727328]","[  69.97350906    9.98102534   39.96996694  119.89021121   39.95991732
  119.95252631   19.98097422   29.98163628   39.98064663   29.98635218
   49.96520243   29.98227123   89.97867901   39.97790825   39.94543616
  129.97620008    9.98222512   39.96809189   49.96709156  159.90558404]"
"[ 29.97344531  69.96607425  29.97409479  39.97576323  79.96908565
  19.97574853  19.97319563  79.9780346   49.98827012  89.96508669
  19.9834569   39.9410303   49.97363325  59.97768568  19.9834569
  39.9410303   49.97363325  59.97768568  69.9654518   29.98726915]","[  59.94135846   39.95593057   49.93344663   29.97770878  119.8873403
   99.93498688   29.98897852    9.98100797   49.95197887   39.95480677
    9.98080468  139.88823798   49.95353198  109.96953006   39.96337516
   99.9018087    39.98127808   69.96457472   29.98212932   49.96976792]","[  89.93170662   99.9437907    99.95688359   29.9672056    59.95440345
   59.94899925   49.98205329   49.94409725   49.97316499    9.98234989
   79.96456053   49.98153534  259.90668446   89.95771305   69.95689532
   69.95058348   19.97466556  179.95664391  119.967017     99.94579151]","[  59.98453398   19.97113041   39.96957343   49.97305589    9.98656267
   19.98574677   29.98163205   49.98389246   89.95348063   29.97351436
   49.92189132   19.98231875    9.98015624   69.96043011   39.9819242
   29.98129814   89.97713206   29.9875976   209.9229467    49.96203063]","[  89.94767465   49.97475351   79.94244925   49.97602355   49.98186724
   59.97455339  109.93991873   59.97737477   49.9759941    69.92271131
   89.94222452   69.96591025   29.99027258    9.98762905   79.89361666
   39.97261346   39.95316801   39.97446473   79.95344576   19.96974752]"
"[  79.95898321   29.980923      9.98588467   39.97281007  129.96689759
   69.95910027   39.97097477   59.91300095   39.98555708    9.98661563
  109.95573226   99.95854404   89.93281346   39.98543277   49.96486184
   19.97987046   49.97012053   29.95334919   49.96368785    0.        ]","[  19.98091638   69.96998813    9.97925033   39.95662543    9.9848687
   89.92509169  109.95991487   49.97938949   99.92196641   69.9003217
  139.88350277   19.97628857  319.81881291   29.95941655   39.96897876
   39.95810236  239.89178048   69.96235401   59.97663134   69.97317002]","[  69.9234762    39.97106479   69.9483338    99.96340461   39.97995791
   69.94066255   19.98547286  129.94405518   29.9665821    79.93668949
  119.95523341   69.89800982   29.96453707    9.9875502   129.95508256
   39.96795648    9.9808776   109.96248941   39.97470714  149.92344748]","[  29.98086966   29.98292801   39.97820929   19.97535619   29.9891995
   99.97211778   89.94872409   19.96726115   19.98208211   39.97431545
   49.97944341   19.96666951   29.95843965   29.98249527    9.98082246
  119.95434304    9.98268756   29.96921979   39.98606261   29.99041763]","[   9.98656454  129.93770964   69.95575327   49.97939213  149.88376072
   69.96125386   19.96864014   59.96139324   89.93735951    9.97970416
   49.96768717    9.98380063   89.9426183    19.98304492    9.98280316
  309.89394599  159.95586337   49.95799135   19.97972433    9.98251307]"
"[ 159.96908671    0.          119.94709402   39.95615689   29.97137455
   89.94768927   59.97541656   39.9525602    69.94585912  109.9682204
   39.98578071  129.88285718   29.98198755  159.96503817   39.9450636
   79.94935699   19.97404501   49.98256458   69.93182404   69.97041385]","[  19.97355852   59.96764549   59.96096869   29.96948825  129.93468741
    0.           19.97979299   19.96850165   69.97096434  139.90331939
    0.           39.98295874    9.98976843   79.97620403   39.96850988
   39.96810148   89.94992432   49.96727135   99.90946285   89.93482889]","[  59.96980344   99.92135672   39.97946994   49.98441307   29.95005713
   49.9760887    59.95896668   89.90043288  149.95575805   59.96332604
   69.97079607   89.9424864    89.91427057   19.98630474  109.94456335
   29.97912711   29.98447448   99.89365533   69.98052834   39.96933845]","[ 59.96836367   9.98189428  39.98085603  59.95743586  19.97182558
  49.98054603   9.98672239  49.98008512  39.98842778  69.96637746
  19.98098647   9.984799    69.9570189    9.98299047  79.90570417
  39.97289555   9.98252807  49.97084616  59.96269462  39.95541672]","[ 239.84686287    9.98439928   79.91580686   79.95326476  139.96805337
   39.93660365   59.95439576   19.98026215  189.90330017    9.98594301
   59.95884793   79.95885049   29.99180855   19.96263528   19.97012873
  189.92075407   29.96434479   29.97499252   19.97615289  169.86771064]"
"[  29.9896485   149.91986912   29.9894165    59.96683261  219.92409944
   49.96757476   39.99183936   39.96249478   29.98554746   39.95558549
   39.95979007    9.98030302  219.92409943   19.97604461   19.98557868
   29.98886845   79.93476479   39.94656597  109.9558284    39.95647361]","[ 169.95441549   49.90840852   69.95912879   49.96398287   59.96247565
   99.88394891  109.95109226   39.98000928   59.9636514    69.90751523
    9.98044586   79.95063414  109.96661455   89.95296174   69.90996379
    0.           59.96134873   69.96128122   29.95727007    9.98296755]","[  89.95258395  129.95376094   29.97409571   19.96953542   29.96135505
    9.98357324   99.94973735  169.91662406   19.97796357   49.94720494
  179.88173012  149.91587493   49.95925435  149.95374646    9.98179636
   79.94228083   49.97943993   69.97431224  109.90386487   49.94641843]","[ 89.97580473  49.97094822  39.98541173  39.98776956  39.97827957
  29.97361579  49.97072905  59.97481649  49.97897227  49.97285795
  69.97420099  19.97525612  29.94370716  79.96661424  39.97594963
  49.98022732  59.98665985  59.95090981  19.99150479   9.97983677]","[  39.96887547  129.9325851    39.96837092  119.95518794  259.91628781
   29.97251627   39.95458256   59.97305141   19.97471868  109.92130643
   89.93438132  149.88901124  199.9480316    39.96083106    9.98216968
   39.94164048   29.97271866   39.96798406  109.91549998   29.95029601]"
"[  39.96154012    9.98071054   99.94373335   89.94997525  129.89540094
   49.96453584   39.98454584  159.90092662   19.97441164  409.82116446
   59.96408654   39.94415391  109.96137357   49.96453584   39.98454584
  159.90092666   19.97441164  409.82116455   49.97313255   49.97330265]","[  19.97558147   29.97191429  289.79457019  119.95332231   19.98002858
   19.96944563   29.95336356   39.97437128  109.94454689   29.96754652
   19.96682926   29.97194504  289.80954324  139.97441732  109.92065906
   69.95804698   39.93939191   89.96239282   59.96651085   49.97312842]","[  39.98082524   69.9430509   279.86556021    0.           39.98560667
   19.96550964   39.98175978   29.95677431  209.9306955   109.92415313
  239.79725166    9.97951526    9.99004142   39.96317426   99.94299718
   29.96602856   99.94261433   29.96970788   39.95068574   79.97059795]","[  29.98646189   69.9591497    19.97539689    9.98462648   49.94983819
   29.98976358  129.9523975    29.97226546   39.98009993    9.99253223
   79.95583984   49.96644268   39.97703291   19.97012712   59.96205216
   49.98093214   89.94983277   69.96492789   59.98213346  109.95583397]","[  69.95497987  119.90342231  109.90872918  289.82660611   59.96963194
   29.98285417   39.95927156   99.91327042   69.96520005   99.94047255
  129.94672237  149.90489028  229.79919021  289.76487525   19.97381675
   39.97221349    9.98414353   29.98039153   39.96831033   29.97268946]"
"[  29.96537361   79.94761138   19.97569991    9.9829157   379.70377185
   39.94541542   39.97583777  159.91709038   39.96836051   79.87562944
   59.96447371   39.97791122   19.97837489   49.94169459  109.95186188
   19.97140032    9.98104177   39.95199774   29.97248665  149.92654886]","[  59.96814957   29.95988802   49.97400803   69.97428307   49.97008799
   59.97711015    0.           59.96347113   69.96468119  129.89438048
  179.82803535    0.           49.96650201  179.91274114  149.94668977
    9.97930448   69.97649       0.          119.97973146   59.92639651]","[   9.99048607  109.84493999   19.97595984  259.93212117   59.96506154
  129.9415633    59.97311642   29.97709989   59.95881803   29.97283061
   79.95265436   29.96961479   29.95723234   39.96893712   99.92693348
  119.9658541    89.94452825   69.92421999   79.92110966  139.88741678]","[ 69.91566382  49.97386108  99.91667147  69.97327595  69.95029131
  39.98510702  89.95358087  79.94322348  39.97207788  19.98009896
  39.96195115   9.98317762  29.95742534   9.99084912  39.98313949
  29.96971322  39.97257522  49.97310619  39.97370376  39.97671173]","[ 269.79765934   29.97560055   19.96989971  239.92714712   59.93680227
    9.98752057  299.85064207  109.96698617   19.97275119   29.98001415
   59.96735451   49.94919831    9.98554722   39.93827888   39.9413612
   59.96234856   29.96251645   49.96670671   79.9109757   259.88486824]"
"[ 159.96251963    9.98526665   49.93837363    9.98171875   19.96465807
   89.88414737  119.89827959   69.92509662  139.87612211   19.97875414
   99.87592435  119.93495469   39.96282976  109.91711484  109.96131823
  309.70869791   99.95340991   29.96009008  149.95534032   39.94216637]","[ 119.86477255   29.95200159   89.93226781   39.9616379    29.97922955
  169.91890515   59.98226169  209.84964399   99.90750605  229.8948348
   59.97801075   59.95160836   19.96817628   79.90786893   49.96324877
   69.92740324  129.87746367  259.87254614   29.94999975   69.88600967]","[ 129.92727972   59.96089245   79.9678723   139.9385788    49.96262626
   99.96732952   89.9572182    99.92015162   59.97367959  139.8791917
   29.9782593    69.96241399  129.94072602  149.90569597   79.945229
   49.9576706    89.91483288   49.98394912  129.90483183   89.85677433]","[ 59.9577836   59.96482814  29.95790506  49.9696622   69.98169992
  79.95186956  59.97367667  29.97696104  89.95708431  19.98087334
  59.97061065  69.97705923  29.97982267  49.98650886  39.96971558
  29.98623728  79.98360697   9.9866282   49.97120543  79.9649055 ]","[  19.96370742  229.8962451    39.92880073   69.94299829    9.97908513
   49.95678155   59.97468911  339.84383121  159.9217014    59.95299616
  359.73027839   59.93315677   39.95803065   39.94443023   79.9436825
  209.91553291   69.89007081  149.87666602  109.96413802  189.91972375]"
"[ 269.79333897   39.958782     29.97183426  239.91707781    9.98117304
    9.98480875  169.95679185   69.94641731  279.77108556   59.96209153
   29.97183427  239.91707778   59.97185578   49.97007871   39.96137501
   79.93560825   69.92727822  159.91217138  149.91640087  249.78597419]","[  69.95704085   29.97089516   89.97168385   39.96802774   79.96488592
   39.93800678  109.93367002  119.93529764  109.84863952  199.91858221
  109.93894678   89.91503866   69.94548415   29.97715511   29.96778102
   39.94476405  109.91376799  139.9477303    99.94487497   69.96673627]","[ 209.88948984  119.96230792   39.95954464   39.95900047    9.98373825
   69.98141437   49.97605542   99.90081632   39.99044259  119.91456427
  169.87260371   49.98604714   99.93476803   59.98220937   39.97645507
   49.98644849  249.743864     29.97590326  169.9248332    39.98243589]","[  49.95946629   19.98605647   29.96822135   39.98352937   29.99249422
   19.97399064   69.97778723  109.94441861   29.95645733   49.95425483
   39.94337197   39.96359426   19.98358647   79.87894233   39.94596462
   19.98441506   19.97942039   69.92734328   39.98540372   29.97834763]","[ 149.95196094   99.9590231    39.92742063    9.98517349   59.95533186
  129.96072741    9.98400215   19.97405467   19.98860634   89.93156344
  179.95167396   89.94560543  109.96288388   49.95824041   49.95308483
   19.96006105   19.97753348  209.78248845   49.95226539   69.91914328]"
"[  59.95783444   39.98877785   79.94501169   19.96844772  179.9264485
   29.96778908    0.           69.94556216   69.97134656  509.7471055
    9.98117579    9.98482275   59.95783445   39.98877785   79.94501169
   19.96844772  179.9264485    29.97916774  189.90562844   59.88508604]","[  89.95690498  149.93382735   19.97492328  199.93501216  129.95094578
  179.93928598   29.98340309  149.9556256    79.91264467  109.87096259
  119.92190041   49.9606493   149.9158863    19.97224812  119.92854726
  139.91157304   49.97110779   29.96624153  139.9066252    39.97476198]","[  59.96930671   29.94374906   29.96979414  279.78427069   39.97353662
    9.98424006  139.89091852  189.83425851   79.95464019  209.84226983
   19.97869798   29.94852253    9.98238496  129.94822422   49.95470701
  179.92498822  229.83840075   39.95606262  159.92618253   29.96225021]","[  79.97182488    9.9830519    39.9717306    19.96810654   39.97689604
   79.92920881  159.9148848    49.97960973    9.98371251   69.95524706
   99.95475252   69.98909385   29.9742133    39.96985342   49.97424303
   39.9517496     9.98794858   99.95590835   19.97603623   99.95423725]","[ 339.82521038   49.95326107   79.94983852   99.87721741   89.92949478
   59.95533991  189.85930735   89.95873206  179.76513472  149.90622262
  119.94756327   69.93224393  219.85003799   49.97511598   79.90008442
   39.96137292   39.9534283    49.92998847  289.87120938  159.91362073]"
