trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[   9.98148633   29.9681601    29.95690365  289.9231441     0.
  209.93955847  119.95257583   49.95247654   89.92467312   89.90971433
   89.88394274   19.97168054   29.95808956   29.96690814   39.94295263
   49.95100648   59.93389644  119.94869758   69.91278423  109.94637513
   89.96252612  199.90507733   99.89816417   69.9134817    29.94575384
   79.9236899     9.98148633   29.9681601    29.95690365  289.9231441     0.
  209.93955847  119.95257583   49.95247654   89.92467312   89.90971433
   89.88394274   19.97168054   29.95808956   29.96690814   39.94295263
   49.95100648   59.93389644  119.94869758   69.91278423  109.94637513
   89.96252612  199.90507733   99.89816417   69.9134817    29.94575384
   79.9236899     9.98148633   29.9681601    29.95690365  289.9231441     0.
  209.93955847  119.95257583   49.95247654   89.92467312   89.90971433
   89.88394274   19.97168054   29.95808956   29.96690814   39.94295263
   49.95100648   59.93389644  119.94869758   69.91278423  109.94637513
   89.96252612  199.90507733   99.89816417   69.9134817    29.94575384
   79.9236899     9.98148633   29.9681601    29.95690365  289.9231441     0.
  209.93955847  119.95257583   49.95247654   89.92467312   89.90971433
   89.88394274   19.97168054   29.95808956   29.96690814   39.94295263
   49.95100648   59.93389644  119.94869758   69.91278423  109.94637513
   89.96252612  199.90507733]","[  49.94227334   69.95119543    0.            9.98252431   29.96385227
   29.95761637   39.98389509   79.95988096  159.87034217  149.979986
  119.8813324   119.92802917  169.96287144    9.98001679   19.96669756
   29.98686712   49.93122644   19.97515943   59.94834872   69.92397447
   69.93869565  159.86701263   99.92492041    9.98527852  189.91279878
   59.92253024   19.97257064  149.92095064   69.9431277   219.93832899
   39.9505676    39.95248131  109.90070313   59.96341718  159.87641291
  269.87045161  119.95908765  239.95130055   29.95907425   39.97406941
   29.95639192  179.93489023    9.98944957   99.9017517    59.96696522
  109.94878814   79.95498524   49.97415246   89.94431925  129.8829372
  129.94173552   59.92175749   59.93782888  189.9081436   129.88093772
   39.95677398  219.82740054   69.96602096  119.96808542   39.98651025
   49.9630408   109.94159715   79.9354334    69.8997328    79.91766505
   89.92829076    9.98777169   39.93465421   19.98069859   59.94267139
   59.96228534   59.95369416   79.96972711  109.91234077   59.95582442
   59.96585697   99.92997585   99.87704719   39.96374236   79.97558333
   39.96973737   39.95327062  129.92155733    0.           59.95718687
   69.96638248   19.98183098  109.95292146   69.93519094   99.96422818
    9.98258331  139.87999211  139.95346409   69.88958487   59.94888426
   99.93561861   89.96287572  199.93015966  109.96809079   59.94970523]","[  49.98235345    0.           59.97007136   39.97766312   39.98060779
   79.90200204  119.92963874   19.98511225   59.98453634   19.97263146
    9.98911236   29.97691254   19.97600897   29.96007667   29.97959219
   39.98283543   49.97993659   29.97674132   69.98424244   29.95188214
    9.98763122   69.95641728   29.98314589   39.98365074   49.96950912
   39.96696755    9.98304508    9.98787911   29.9596125    49.96951441
   69.9692108   119.91975982   89.95620003   39.97980303   29.97504396
    9.98656395  129.93548609    0.            9.98612669   49.97519229
   39.98227933   29.98764696   29.98782316   29.98271246   29.97132109
   29.98096414   29.97747974    9.98271634   49.97252969   39.96934722
   39.97767226   29.97772996   49.97216928   29.96836129   39.98853147
   19.97839822   59.96428912   69.97076359   69.97798639    0.           49.9707197
   69.95415997   79.97854623   39.97896301   29.98263621   19.97444382
   49.98239549   29.97747974    9.98271634   49.97252968   39.96934722
   39.97767226    9.98689535   29.98415421   39.96455657   19.97556012
   39.98033801    9.9846047    39.99348089   39.97977018   49.97427844
    9.98496323   19.99183119    9.98114379   29.98215794    9.98685592
   29.97572119   69.96679534   69.96716685   49.97076244   19.96893219
   39.982242     19.96876176    9.98137231   19.97273779   39.93241912
   59.98204666   39.9702911    49.95973477   29.98367125]","[  39.98134473   29.98894415   59.97160332   59.96606707   29.99391958
   19.9684365    29.97816197    9.98527612   69.97549795    9.9835261
   49.96886966    9.98335199   89.94036051   89.93062968  129.92251674
   49.9629008     9.98773084   19.97684233   39.97674444   19.96817334
   39.9804584    29.98369449   69.96032525   19.99377159    0.
   49.97814251   59.98721947   49.98014808  159.92559571   39.95255747
   49.97850461    9.98963206   29.97530273   89.9887896    59.97514513
  189.87699245    9.9805552    19.97391285   39.97764056    9.9843924
   49.9626609    39.96973427   89.95573057    9.98326237    9.98139395
   59.97786413    9.97940143   19.97726586   19.99282538   99.95762475
   29.95544345   39.9395056   129.97167842  109.92350135   69.98561334
   69.96525926   49.97711055   69.97667435   29.98017304   39.96768945
   39.96834444   19.98479264   79.96540026   49.94808502   49.97263798
   29.98832094   69.95638389   39.97899452   29.99035587   49.96742969
   59.98084929   89.97820978   99.9273741    29.98894778   49.94030188
   49.96102731   39.99126147   49.96207759   29.97107434    9.98151879
   19.96921003   69.95960448   19.99087272   39.97997249   29.98328462
   59.97855525   39.9848068    39.98269899  119.96732292   49.96787582
   29.95384929   39.94488389   19.98983469   39.92879479    9.98520826
   49.954204     99.97332353   79.96006672   89.91996941   39.96556108]","[  39.96553543   49.9489162    99.93837149    9.98285205   39.96384157
   39.96979589  139.91415807   39.95257446   59.96181714   69.93509116
   99.94847464   59.95673304   59.96410893   59.96022751  109.92819413
   19.9740784    39.98160948   39.95906099   69.95614694  139.94016163
   19.96837921  159.85643411    9.9888795    29.98275285   19.99146032
  159.94107266   39.96762821   99.95810957   49.96722679  139.89654251
   59.956637      9.98690946   39.93514805   69.96807786  129.91302607
   39.96471845    9.9866519    29.9702771    39.9616354   199.92571163
   49.9280037    39.96864673   29.97190061   39.96570764   69.9614007
    9.98859758   49.97022745   69.92191334    9.98137192  119.94662535
   59.97735321   49.94470071   69.96778407   39.97176419   19.9819353
  119.90210235   79.9572278    79.92016894   39.95201722   29.9660993
   29.97522129  109.96943249   39.96818902   79.94940518   39.9876216
    9.98700627   49.9768245    29.98406777   69.96091166   19.97516563
    9.98606246   49.9095792     9.99203349   79.96961201  139.94784226
   59.98168793   49.9766129    39.96690978   49.94943605   19.97817737
  109.92819414   19.9740784    39.98160948  179.92327067  199.93590212
   89.92312543  159.91824819   59.94540236   79.9716116   309.91359548
   29.96566084   49.95718596    9.98515223   49.94943606   19.97817737
  109.92819414   19.9740784    39.98160948   39.95906099   69.95614694]","[ 119.95625584   39.98824249    9.98251096   89.89158568    0.
   49.93180941   39.96275469   19.96344687   89.92421439   39.97248263
   39.97254149   49.97873156   29.98638398   39.95919203   69.9364212
   19.98052077   19.96907164  109.9652855    19.97646213   69.98887683
   29.98937075   29.99283381    9.99222757   59.9683644   119.9152367
   29.98677104   39.95012145  119.95625584   39.98824249    9.98251096
   89.89158568    0.           49.93180941   39.96275469   19.96344687
   89.92421439   39.97248263   39.97254149   49.97873156   29.98638398
   39.95919203   69.9364212    19.98052077   19.96907164  109.9652855
   19.97646213   69.98887683   29.98937075   29.99283381    9.99222757
   59.9683644   119.9152367    29.98677104   29.98461345   49.97463439
   29.95888989   59.95976805   39.97000286   39.97484294   49.9784535
    9.98498599   19.98951414   39.9896105    69.95783096  139.92984121
   19.96904566   29.97492687   29.97265332   29.96857631    9.9836523
   19.97209904   49.96543802   99.94047543   29.98397714   39.95794274
   49.95960287    9.98505067    9.98808117   29.982652     39.97229528
   49.97352049   39.98306445   39.97788142   79.95246588   19.99205043
   89.96165225   39.97964722   29.97828801    9.98798015   89.90371123
   39.98879529   89.96794215   79.97907621    9.9865291    59.98300205
   19.98450796   19.97172804   59.9562584    29.98008135   29.98772833]","[  49.98159088    9.97969429  259.87295487   59.96958623    9.98872916
   29.98115458  119.91912502   29.97221657   49.95795809  129.94242816
  109.91560592  199.94787613   49.93872351  139.87059563   59.96993867
  329.75721503   49.97419912   49.95979898  119.94580349   79.97252815
   49.97346215   49.9719034     9.98475882  249.82301955  129.94242817
  109.9156059   199.94787611   49.9387235   139.8705956    59.96993867
  329.75721503   49.97419912   49.95979898  119.94580349   79.97252815
   49.97346215   49.9719034     9.98475882  249.82301955    0.
   19.96349156    0.           19.96934447   19.9762235    79.93155531
   19.97838571   49.96988549   29.98347426  169.95389481   29.98437598
   99.95160068   29.95446801  129.9557127   199.84130405   39.9844425
    9.98475882  249.82301913    0.           19.96349156    0.
   19.96934447   19.9762235    79.93155531   19.97838571   49.96988549
   29.98347426  169.95389481   29.98437598   29.96792287   49.94470468
  149.94061365   19.97925902  109.79962728    9.98696729   29.95579303
   29.99167744  149.94288704   39.98527856   69.95790172  109.96089435
   79.96676363   39.96227549  339.89597651    9.98910951    9.98363614
   49.96513514   89.94790647   39.9545525    89.94069506  109.89542924
   49.97917612  109.95657434    9.98276772   39.95518605   69.9442858
   49.93086583   19.97565571   99.94541464  319.8710303    89.91268534]","[  49.97828585   29.96273167   39.96129071    0.           29.94465305
   39.98548399   29.96444456  119.91233951    0.           59.97234948
    9.98320694   19.98432385   99.97791508   29.97631693   19.9786667
   29.98098827   59.96461718    9.97939934   49.9575288    59.97333664
   29.9692533    29.98355864   39.94881615   29.97803499   39.97416909
    9.98228288   29.97673236   59.96700848  129.87866261   19.97163502
   59.96554245   39.96862297   39.97093137   59.95456629   69.96527194
    9.98462957   99.94915388   99.97490968   49.9819371    19.98809406
   29.98831564   89.94720154   69.96963919   19.96664011   89.97039669
   79.93107983   89.9552541    29.9752099    39.98660213  169.94877812
   99.91951586   49.96900072   19.97883144    0.           19.97670191
    9.98211917   69.95827305   29.96792779   29.95021329    0.            0.
   39.9816835    29.98142014  149.95438182   79.90805544   29.97368762
   29.98521003   89.94552388   89.95197053   29.9864868    19.97679258
    9.98385083   29.96419941   49.97356308    9.98326538   19.97461399
   59.98076567   39.98072951   69.95914381   69.95628806    0.           99.9566013
   19.98453618   39.98098864   59.93611045  109.97545239   69.96924123
   79.93145342   49.93980915   29.97364068   39.94543802   29.97391987
   99.95585885   19.98462994   39.97319504   19.99417921   19.98092643
  109.92914163    9.97972437   59.9781611 ]","[ 139.93041987   99.958834    119.93067348   49.95629795  159.92082289
  199.86742666   39.97386438  199.93829782  169.8192122    89.95953384
  129.95859955  169.86132011   39.94227955   89.95084675  139.86393291
   79.94966341   89.91527394    9.98362994    0.          129.93506186
  189.81977771   89.87688427   59.94927557  159.95095684   59.94975086
   79.89368928  139.94580241   39.97332678   59.96566839   59.92576612
    9.98322947  109.93584382   79.9059033   159.86666376  119.93408681
   19.97422776   39.93073455  199.83354771   59.95213477   29.98164957
   49.92930017   39.9770122     9.98158793   59.94306402   59.93884744
   89.95872864   49.92625872  129.95284074   79.97913398   49.97586836
  139.91179013   49.96321972    9.98031403   19.97081335  169.91760791
   19.97484246  109.94747482  219.9557528    29.97452279   49.95461274
  109.96338775  229.90099186   39.96676218  149.93907288  169.89105756
  359.81185512   39.9607471    59.973318     49.94606257   49.975403
   39.96484907  149.93518553    0.          129.92372391   69.93571744
   49.95691899  159.92048081  149.80243931   69.98059849   59.94975087
   79.89368928  139.94580241   39.97332678   59.96566839   59.92576612
    9.98322947  109.93584382   79.9059033   159.86666376  119.93408681
   19.97422776   39.93073455  199.83354771   59.95213477   29.98164957
   49.92930017   39.9770122     9.98158793   59.94306402   59.93884744]","[  49.94899501   59.93917273    0.           59.9637554     9.98200093
    0.           19.97023786   89.92184472   99.95369229   29.95542237
   19.98656613  189.8555624    49.96632506    9.98598049   19.97351158
   19.96970306   59.96560845  139.93015421  129.82845044  219.92003466
   39.94268663   49.96446726   89.97000053   89.96485855   29.96121883
    9.9903791    59.96302991   69.96186731   79.96076451   89.95312486
  159.90827711   79.90099336   99.91037497   59.9680699    69.98199782
   29.98074957   99.96835457   29.97345481  179.88608456   69.98088388
    9.98216675   79.95869658    9.9822844    49.96890513    9.98445981
   99.97690812   29.97235063   19.97682606  139.96254841   29.99084201
    9.99113159   29.96861206  109.84933632   89.90156387   19.97222543
   39.93135126   19.97272525   29.97432194   19.98083835   19.97059446
   39.97786391   29.96851153  169.9253935    69.94928019  169.85276664
   99.91017266   19.98322412   39.98610766   69.91938262  169.83811825
   59.96150144   19.97098605   69.95695131   69.9649811    49.98634207
   29.94513561  259.85494871   39.97257869  109.90996434   29.95837252
  129.92989982   29.96543508   69.94778621   19.96660609   39.9658327
   59.96539694  119.93777054  279.74920782  179.88413353   49.97148012
   49.97561263    9.9796336    39.9787357    49.96552693   49.97243652
   19.9820382   109.93759079   69.91536       9.98353229  139.93214527]"
"[  89.93076386  119.96209341   99.93610697   49.94676551  129.93439262
   49.95758073   69.97777222   59.94530966  119.93229207  139.90121309
  129.93555212  179.93524812   39.96931135    0.           89.91557566
   69.95380281   49.94596162   89.9258221    29.95446755   49.94013026
   19.98357691  109.93087183  109.93321195    9.98318566   49.97125468
   49.92360375  139.92647071  239.9227572    59.95409121  129.93439255
   49.95758073   69.97777222   59.94530967  119.93229207  139.90121309
  129.93555212  179.93524812   39.96931135    0.           89.91557566
   69.95380281   49.94596162   89.9258221    29.95446755   49.94013026
   19.98357691  109.93087183  109.93321195    9.98318566   49.97125468
   49.92360375  139.92647071  239.9227572    59.95409121  129.93439255
   49.95758073   69.97777222   59.94530967  119.93229207  139.90121309
  129.93555212  179.93524812   39.96931135    0.           89.91557566
   69.95380281   49.94596162   89.9258221    29.95446755   49.94013026
   19.98357691  109.93087183  109.93321195    9.98318566   49.97125468
   49.92360375  139.92647071  149.93565379  239.9227572    59.95409121
  129.93439255   49.95758073   69.97777222   59.94530967  119.93229207
  139.90121309  129.93555212  179.93524812   39.96931135    0.
   89.91557566   69.95380281   49.94596162   89.9258221    29.95446755
   49.94013026   19.98357691  109.93087183  109.93321195    9.98318566]","[  29.98429769   29.96884293    9.9892807     9.98157971  189.95808229
   59.97394497   69.92878408   89.92247063  139.88587032  189.90235911
  179.91558255   19.98574135  129.89336155  119.96091723  129.93859097
  119.9332413    79.93995285    9.98415612  159.9389127     9.98709292
   99.95430815    9.98904419   39.96755883  359.77426054  139.95646378
   49.9464791    29.98119214  109.88008383   79.95531308   29.98351489
  109.88162438   49.98101393    0.           39.95580026   19.97238307
   79.95343217   89.95560049   29.96575204   39.95121292   79.9173822
   89.93042977    9.98777169   39.93391067   19.98062716   59.94152507
   59.96160263   59.95410643   79.96867909  109.91003683   59.95581739
   59.96583065   99.92939175    9.97985986   29.9605688   199.9020004
   89.96338231   39.93426608   89.88449439  169.86498515  129.94534245
   59.97245244  109.95848305  109.9496377   129.8531957    59.96927345
   19.97916118   79.92651296    9.9828646     9.9859116    29.9519286
    9.98445925    9.98255874   69.97860759   89.95848236  139.92535162
   59.97912066  249.84627298    9.97985986   29.9605688    49.96980224
   69.87295004  299.90944535  119.95516519  109.94601509   29.96413539
   19.9837688    49.94626098   89.97285231    9.98133006   59.92974497
   49.93490476   99.97178829   79.98079161  109.93310422  129.92048939
   29.96542856  109.93873699   99.94638213   39.97921237   89.96844624]","[ 39.98753265  39.98087483  29.97840724  49.97455767  89.95685064
  19.99271788  29.99267873   9.98677064  29.96745959  79.97308859
  29.98650263  29.9928429   29.98061283  29.97746049  29.98628654
  59.96821583  19.99060124  69.96108251   9.98909726  99.93479992
  39.98211215  49.96162646  39.98403077  69.96896692   9.98569979
  99.95517796  39.98618212  29.98949804  89.96087843  29.98658227
   9.98177528  49.9483862   79.93983038  19.97293408  29.98559465
  39.97833943  19.97413446  19.98966176  49.97091311  19.97336545
  19.97836777  49.97154149  39.94884144  19.9823996   29.95317338
   9.98337407   9.98431137   9.99055226  19.99087617  19.9916841
  39.98692815  29.98127155  49.98880459  99.97737683  79.97970481
  59.95129832  59.95436448  19.98211546  89.96354885  19.96621123
  59.93224329  29.99242264  29.98870159   9.98723111  39.98346231
  39.95548102  79.96888565   9.98079844  39.97919274  39.96795298
  29.98875075  19.97498924  49.98642432  49.98271362  29.9879413   39.974728
  39.97523764   9.98688923  29.98403973  39.9643307   39.98753265
  39.98087483  29.97840724  49.97455767  89.95685064  19.99271788
  29.99267873   9.98677064  29.96745959  79.97308859  29.98650263
  29.9928429   29.98061283  29.97746049  29.98628654  59.96821583
  19.99060124  69.96108251   9.98909726  99.93479992]","[  59.95867528    0.           19.97132197   29.98901118   39.97904438
    9.98955666   29.98764094   19.97461583  119.9580443    39.98762619
    9.98743296   39.97839411   59.94054624    9.98335918   59.96702418
   19.99260848   39.98291786   19.9680859    49.9784699    79.97360072
   89.94151451   39.97815979  149.94319453   59.9815183    69.97562726
    9.98121945  109.96056198   79.92530503   29.98122867  139.95389461
   69.951539     39.98376226   49.96121696   39.97784739   89.97785413
   39.9642609    29.97741291   29.97076756   29.97771237  199.88158333
   39.96026042   89.96043733  109.89731999  109.94365016   69.96752841
   19.97380139    9.98593342   39.97891837    9.98247675   39.98399451
   29.95699883   29.98306397   69.95026029   19.9722161    49.96284483
   19.96996516   49.94057018   49.96101705   39.99127727   59.95867528
    0.           19.97132197   29.98901118   39.97904438    9.98955666
   29.98764094   19.97461583  119.9580443    39.98762619    9.98743296
   39.97839411   59.94054624    9.98335918   59.96702418   19.99260848
   39.98291786   19.9680859    49.9784699    79.97360072   89.94151451
   39.97815979   49.97706352    0.           59.98165285   49.96460411
   39.96918123   49.98028025   79.94921084   79.95541546  219.91559304
   79.96693158  139.93300636   89.92514696   39.95508424   29.96806089
   59.98106769   69.95614414    9.98815363    9.98400458    9.98134626]","[  39.95911471   69.9568861   139.94205542   19.96840233  159.84709865
    9.9888795    29.98289474   19.99146032  159.93956334   39.9678312
   39.95980834   99.88992943   99.96432159   69.97332506   59.96381093
   19.98436746   89.94174696  159.9560546    19.97732693   99.92515831
   19.97163677   49.94898484   79.93381983   39.96688898   29.97436825
   69.95911515   49.96452176   19.97351125  149.96416862   59.9546109
   79.94826363   69.94739242   19.9809806    39.96095244   19.9693237
  149.8069106    39.98256682  169.88631724   29.98231124   99.96787835
  159.90747433   59.97554948   19.97024766   59.97964806   19.96887462
   69.95721397   49.95793613   69.94187011   59.9527213    59.92561178
   59.96199743   39.95456705    9.98329157    9.9888795    29.98289474
   19.99146032  159.93956334   39.9678312    39.95980834   99.88992943
   99.96432159   69.97332506   59.96381093   19.98436746   89.94174696
  159.9560546    19.97732693   99.92515831   19.97163677   49.94898484
   79.93381983   39.96688898   29.97436825   69.95911515    9.98684053
    9.97922079   69.95828743   79.97336181   39.95980834   99.88992943
   99.96432159   69.97332506   59.96381093   19.98436746   89.94174696
  159.9560546    19.97732693   99.92515831   19.97163677   49.94898484
   79.93381983   39.96688898   29.97436825   69.95911515    9.98684053
    9.97922079   69.95828743   79.97336181  109.97080876   19.97050431]","[  39.95003841   59.97595134   49.93600034   19.98535062   29.97335033
   39.97327727   29.99033566   19.98856474   89.96228263   39.97981796
   29.9782648     9.98797165   89.90653343   39.98889675   89.96599567
   79.97835939    9.98651615   59.98316783   19.98450796   19.97172124
   59.9555696    29.98034894   29.9877664    19.97685006  119.90037339
   79.95251657   89.96148944   59.97595135   49.93600034   19.98535062
   29.97335033   39.97327727   29.99033566   19.98856474   89.96228263
   39.97981796   29.9782648     9.98797165   89.90653343   39.98889675
   89.96599567   79.97835939    9.98651615   59.98316783   19.98450796
   19.97172124   59.9555696    29.98034894   29.9877664    19.97685006
  119.90037339   79.95251657   89.96148944  119.90037334   79.95251655
   89.96148944   29.97964672   79.94597895   89.94812589   59.97402564
   19.98972935   39.98655121   99.91711361   39.97497029   99.96233721
   59.91973933   19.9820529     9.98304852   69.96630941   29.98482456
   29.99067041  139.93651388   29.97341446    9.98301034   39.97380789
  139.94139516   29.97072291   29.99019123   59.93857256  139.88916876
   29.97598242   69.96953381   59.96659143   49.95814638   69.94792942
  129.93948583   49.96373015   29.96383446   69.97304086   19.99208414
   29.9709719    49.9782682   109.89656115   49.96613846   39.9790276
   49.96285718   99.93736016   69.96775      39.96611543   19.98233643]","[   0.           19.96348881    0.           19.96932446   19.97620502
   79.9315205    19.9783793    49.96998265   29.98349231  169.95376025
   29.98432036   29.96789711   49.94476955  149.93968896   19.97925901
  109.79936965    9.98696729   29.95581215   29.99167161  149.94281494
   39.9852842    79.98500729   19.96865462   59.95146453   39.97459385
   29.96572826    9.98145645  199.9085328   189.95234711  109.9108593
  229.93992467   29.96789711   49.94476955  149.93968897   19.97925901
  109.79936969    9.98696729   29.95581215   29.99167161  149.94281494
   39.9852842    79.98500729   19.96865462   59.95146453   39.97459385
   29.96572826    9.98145645  199.9085328   189.95234711  109.9108593
  229.93992467   49.97448909  249.91058426    9.98411488   79.93068614
  199.91930049   79.94221785   79.9850073    19.96865462   59.95146453
   39.97459385   29.96572826    9.98145645  199.9085328   189.95234711
  109.9108593   229.93992467   49.97448909  249.91058426    9.98411488
   79.93068614  199.91930049   79.94221785  129.87427566   39.94164593
   59.96335592   99.94219698   49.93960884   29.95694578   49.96043624
   99.97142211    9.98738855   39.94771624  139.91478052   29.97890257
  269.9587934   109.94066088  239.92276848  249.878464    109.95102945
  169.91786687   69.96934707  159.93332859    0.          129.98084409
    0.           89.9559643    69.96562235  119.88731036  189.92081404]","[  39.97664348   49.95057297    9.98465555   49.97855381   29.97022504
  119.89526194   59.98147789   19.98079621    9.98910073  109.96377998
   19.98087541   39.99169111   59.97020488   69.97651157    0.
   39.93995355   69.92665197  119.96810472   29.98771842   39.97970987
   89.95802789   79.93296813   19.98499179    9.9861002    59.96297915
   89.97832816   29.98625672   49.97010088    9.98159892   39.97576231
   59.94809941   29.98478632    0.           39.98222109   39.97653009
   69.92888222   19.97595963   29.98649336   19.97681494    9.98385083
   29.96424234   49.97406536    9.98326538   19.97475929   59.98014587
   39.98057784   69.95818924   39.97664348   49.95057297    9.98465555
   49.97855381   29.97022504  119.89526194   59.98147789   19.98079621
    9.98910073  109.96377998   89.93860052    9.98404693   39.97636209
   19.96819522   29.98067999   19.97654591   29.97735133   39.97683476
   19.98355514    9.98567333   89.95833215   79.9790107   169.85962107
   29.97288175  109.97112724   39.98690164  129.92072558  109.98084643
    9.98630307   89.94456161   19.97292726   79.91685613   19.98699829
   39.98971443   79.96493586   49.97815606   29.97281648  209.92950527
   19.96727613   29.98567279   29.97420065   19.98848261  139.96398404
   39.96652575   59.94575389   49.98458547   69.92992733   29.96551165
   19.96833458  149.93788845   19.98513412   59.97008368   19.97304945]","[  39.97808099  189.91464181  239.90130534  139.90590134   19.97050787
   59.95500055   19.96994589  249.89666725   39.96776602  129.92785474
   19.97046231  109.90701019   19.97077792  109.85911069   89.93570789
   69.96657723   49.9729304    99.86351215  239.90464623  179.92542209
  239.92979822  169.97086612   29.96251853  239.91736654  169.90997803
  109.92440325   59.92506368  129.92268215   69.97973445   39.94719739
  169.86612404  109.94596009  199.89417939  259.87076491   69.94941159
   99.89527383  119.9550152    99.94832696   69.91612499  179.9395142
   49.95033779  119.84364104   99.91850732  109.85574046   19.9668213
   99.9427172    79.92317149  129.88637755  139.90909526  199.94471165
   89.93760298  139.95650377   69.9541162    39.97731525   19.96583122
    9.9841101    99.93027806   49.94800024   29.97485649  109.88315694
   59.97377387  129.90132737   69.92167096   99.93295339    0.
   39.95685678   99.919619     69.90260653   39.94661352  119.8785341
  169.93748613  169.89175821  359.8435947    79.9792229    49.975782
  139.91047566  129.8863776   139.90909528  199.94471149   89.93760294
  139.95650376   69.95411621   39.97731525   19.96583122    9.9841101
   99.93027806   49.94800024   29.97485649  109.88315694   59.97377387
  129.90132737   69.92167096   99.93295339    0.           39.95685678
   99.919619     69.90260653   39.94661352  119.8785341   169.93748613]","[  29.97855735  199.87391323   89.91164328   69.98263948  159.87613945
   39.94717534   39.98925246    9.98593242   39.97005632   69.97150381
  249.86964899  209.88871456   79.94293543   79.98141919   59.98151884
   69.91126793   19.97654285   29.97973845  149.87650075   39.97461101
   49.98115778  119.81281993   79.95880296   79.95944374   29.96710126
   29.97953762   39.94107518  119.97741903   99.93154834  189.94580384
   39.97500064   69.94561549   29.9567344    29.96882262   69.95595116
   39.98610953   79.96833749   69.96152862   29.98321458  109.96438402
   79.96719567   29.9689147    99.94235466   49.95002342   19.97081868
   59.96616045    9.98761232   69.98095895    9.98374279   59.96597789
   69.9741934   149.97001181  119.95940895    9.98127682  169.89075731
   79.98011568    0.           39.98123024   49.97628438    9.98315508
   59.95551433   59.97399191   39.95564432    0.           59.96595726
   69.96232412   29.97855734  199.87391323   89.91164327   69.98263948
  159.87613944   39.94717534   39.98925246    9.98593242   39.97005632
   69.97150381  249.86964899  209.88871456   59.97775708   79.95366018
   19.97570426   69.94885642   69.96136682   49.95443706   29.9504353
  139.7929225   119.96840482   69.9247107    19.9834359    29.9797338
   19.97982457  189.87296121   39.99039651   69.96732541  309.94748497
   99.90037276   19.99316032   79.912025    169.9247041    19.98776934]"
