avgReturn0,avgReturn1,avgReturn2
-214.5109581763407,-246.27494528694763,-253.65106264065813
-225.85801799186393,-229.92633862237773,-226.00350996125508
-193.18111000874168,-174.88172130057228,-212.60191818017393
-281.7570861405973,-197.30275794688632,-199.1034601041553
-259.15521457200083,-185.64824440290104,-82.17871248391056
-254.9110208510282,-142.02064085458778,-179.80563400905683
-288.02932729758896,-141.545818847674,-168.75675630157798
-333.75985728576984,-82.81198980182812,-136.9287155894997
-253.75382435991187,-132.8635798929075,-119.12853343226614
-315.1692852798493,-120.99319635595114,-9.582712611994777
-346.9680306446288,-74.9879147774294,-95.16298548806198
-183.17745880296593,-84.06263898557604,-7.25096502195711
-297.73987742374794,-65.06259868944201,13.701382921390882
-200.25458302205092,-70.1036095833903,28.315194927858546
-112.32283185705413,-56.5722903421174,-60.30218516411287
-150.72852375739254,-36.50320624754284,51.63820855192826
-230.49070788450612,-46.081513874365555,80.56661604100255
-255.54889522383831,-5.955990432993929,37.20030778045102
-257.49118536400493,13.601430614349125,76.28689927964376
-295.08267125735614,-30.280439269652195,102.95208944957955
-317.2392052452393,1.6217036237514748,82.53952075014196
-225.43094516506187,16.29138634024581,100.19151763237842
-229.29606095849024,13.506185406435174,93.35712037595391
-269.4427209518574,40.930453709809356,119.48430813416843
-317.78053786583814,89.24688650456645,93.05558686564842
-324.6864138897043,178.02379583705343,135.0959671314556
-326.2455981212188,116.63550741107314,123.42120364588719
-300.338233937912,31.35886725137137,64.51405772901757
-308.05038004380447,132.1236424312458,127.72526363527581
-190.79085268866962,145.5449687279572,83.19825673949035
-260.21061792014825,150.92012798434283,74.18356426142664
-175.14686221891122,136.34496974096533,149.21036028662414
-170.01625129754598,107.81877322773323,213.088244138629
-280.1207160980653,135.83222734624144,162.25925839678067
-242.7901440524284,148.20946588662255,162.1953564117599
-219.95481216634525,171.4907367044015,168.58932559995458
-157.52954090865146,164.0450984969036,142.26414981878813
-149.62044804500417,158.23772616839958,108.40151626359697
-179.86377295715633,186.88741129813553,58.972490761127645
-214.08845340558113,234.32123056537202,124.35631196576321
-244.22314272467958,168.38918831320024,160.15914125126125
-221.6545196753788,226.71777029956885,233.67057553836122
-206.8508015153448,178.73937204892795,100.756062198721
-232.60574469933627,252.74440439587804,167.42964162030395
-231.84415984485824,250.43719947643513,100.93765656530677
-140.8474873628743,300.93798459157796,91.35029948957558
-225.65744410595002,241.72059168964515,154.48439840217418
-168.16212258303278,247.35690899099978,131.0849620896694
-130.22397714297423,283.4217999011622,113.87772776453315
-129.23744382466813,247.5543857595539,116.81103139325954
-65.99338246488034,269.56994872299805,136.31295819460556
-146.90879321743145,292.7056750883819,141.67369061740908
-99.8854717428163,345.33444142353363,114.20639205530051
-75.7560799913776,391.29153130098575,133.33940931993592
-59.53876373999691,276.8501908648584,124.87986814768983
-99.97179171907398,320.9675828289962,94.48247411668245
-139.24649426522453,255.8663084669768,154.98102100801762
-161.41181332008597,283.02155526897997,156.10309417548524
-9.55602682419791,252.84271811329214,126.09323796673642
-46.96350241137256,337.3180311829953,180.16611394540337
-78.92996149930319,350.5608672409167,127.37234887038389
-42.78501752787659,295.49696439847077,171.8578357533157
-28.973543999455888,324.41122952807825,210.97829821098622
-118.04722666309286,423.4395033434899,213.41055822472364
76.96915825895384,425.43493643059753,87.30850742399365
61.67764614807183,270.49243260667396,157.7165841650088
15.596778352631633,174.02278003526325,184.00931335218897
-46.77388052681766,276.4469777954418,225.78078712602024
91.36772604487457,340.05506298604774,198.80630236805473
48.32936042329507,272.33254949933547,189.56368138747843
120.6975284913268,258.25449239813094,213.98407152240338
167.36933058974054,183.99968039653493,219.54938995243575
163.6780539219838,206.53989024442953,174.25647200771735
208.32100990487635,288.3620897831342,190.66134864092206
163.1282916552882,205.5442571249269,172.40815420232514
164.220964364122,235.48978418203896,268.84821171627647
202.05130851016082,137.9702468984041,300.78457279081766
247.30874757422248,261.07780150317285,182.4488778501676
272.2009748687141,185.78620796805635,304.37609990024214
211.48017164461208,160.76780551744918,292.6290112737211
279.8163599744966,184.18917702303705,260.2217972606468
209.7533689256117,117.19377658984075,245.7239158340182
221.1364417878437,326.4767003267779,271.6132410230741
169.74302164838707,251.89846236860936,273.2605977379674
142.60517253949376,238.7499600826964,170.76810036698382
217.91469831384586,203.11389075158144,352.96216310834285
220.7958284083792,274.77969141931106,324.42173747294703
123.45236554196859,298.73887110472094,282.0540519575853
57.737693861900475,284.2150104566297,327.6049152570257
166.08986699965592,250.26723545245267,224.8151786914729
236.27343034916876,138.93976930653434,256.4914552496942
141.21050958416075,240.96696751658382,334.5668905861553
125.98104500290246,189.77207920792176,285.94795152134174
211.62730602209155,155.17032610364208,288.24859648439946
90.19984721622038,172.89041578696308,198.41815304685937
6.801795955893219,228.26360199625043,287.0905139899187
92.24949167909166,297.147918320738,234.5686290070008
126.80460713641548,409.5814408577634,284.28593144286134
14.00144360267945,258.3549915483898,331.8357987650705
142.1148732199048,342.05817576329525,336.7918937765143
130.59054738602364,348.88917633102704,268.8770443935431
148.65286812909468,476.91810206512395,345.03798771771255
138.50237532088747,386.5428627271198,152.62989208152578
178.3086861055146,307.79081101340927,341.0854648174335
199.2503551297317,417.81288784462953,307.83007154240306
