rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[  78.84001434 -100.36060331  225.9616585   517.60429017  288.19005382
   26.86693469  190.74452355  229.83141545  154.3729359   225.9616585
  221.43557834   78.84001434   78.84001434 -100.36060331  225.9616585
  517.60429017  229.83141545  167.30320529  130.39658128]","[ 397.73224334  490.46994118  625.13717308  314.56746092  466.01214654
  237.42017972  362.74973439  460.37840212 -124.18916125  104.21877742
   29.27191563   29.27191563  681.09363078  109.6648128   -65.66894489
  675.95394144  333.6133616   770.10702026  -49.77914148]","[  69.34623326  335.12780228  305.30695067  560.99812032  706.59354755
  515.33132837  379.05237174 -238.8683926   595.5579133   305.30695067
  574.29808903  371.87507825  476.1739155   668.34702777 -259.24425519
 -142.4870473   335.36362923  579.23331553  343.31125315]"
"[ 286.61602005  261.26043503  269.15964528  133.42409086  142.27940775
  122.90082536  286.61602005  261.26043503  -70.83272762  136.91513332
  269.15964528  133.42409086  142.27940775  122.90082536  163.40377715
  142.27940775  397.69371403  315.85694888  269.15964528]","[ 504.60327618  381.19598104  767.76400145  378.0199263   652.77991185
  328.22125572  474.57575354  410.22828239  469.87975765  753.53106405
  -77.11001328  376.46165709  276.39523678  579.70849483   -7.40139665
  205.78476409  328.22125572  577.51901434  558.06664596]","[ 291.64222952  336.02318112  491.2431791    71.70249359  267.57429216
  324.98655477  533.60803989  330.47582007  299.05313612  227.8520262
  121.55842463  241.22925403  491.2431791    47.06147253 -267.19252115
  383.69285209  450.02022427  501.2142096   705.78331166]"
"[ -22.45000356  -37.58074897  421.58805605  388.61881709   56.81966233
  224.85958389   56.81966233  224.85958389  421.58805605  388.61881709
  443.56520336  -37.92256767  421.58805605  103.82920785  296.25837826
  103.82920785  296.25837826  -53.58535492   56.81966233]","[ 636.43363959  263.09385077  639.41608698  589.72915714  204.0618873
  470.75989729  146.40393614  110.16490295  588.16013586  699.34906418
  203.32680948  -37.45444531  717.04850463  290.21005428  360.93014788
  239.27116485  589.72915714  227.58436237  195.99520018]","[ 331.21813739  412.48562241  -56.66034601  370.53014093  390.10240796
  154.8529389   316.70335018   43.17956284   46.50017301  530.99126834
  357.13988703  364.55516349  489.80748772  390.10240796  -81.27841108
  537.31065181   45.50191297  392.6627399   302.89338876]"
"[ 171.66346635  351.98798163  220.03480543  -51.16900881  220.03480543
  -51.16900881  220.94736639  216.37927271  216.37927271  256.16860891
  192.21134482    0.61432226  152.40872356   96.43997764   42.35394478
  192.21134482    0.61432226  216.37927271  256.16860891]","[ 368.64051771  435.07584862  -79.82249456  517.89827061   14.34801864
  -79.82249456  191.43899554  523.93455755  -82.27525037  313.14823275
  612.68332918  195.59403111  653.46752759  372.51242395  473.8289254
  612.25779027  161.00673292   -3.16329727  398.84219857]","[ 580.16684395  545.81603488  192.58172414    6.5385288   359.91253481
  167.48518508  372.16703033  387.0920209   669.02578501  626.49119919
  302.03538185 -250.11954665  563.79423304  -20.74901556  537.8300024
   73.26104493  137.17787023  388.60222385  257.41470802]"
"[ 322.56456647  -66.52032477  121.24337812   87.54504226   -4.51800143
  218.43484055  -18.18423059   -4.51800143   -4.51800143  218.43484055
  322.56456647  -66.52032477  162.53435961  205.01092317  263.75825316
  -62.22063318  162.53435961  205.01092317  173.48469732]","[  87.91395902  288.35977722  463.98742245   78.23471665  184.42671766
  484.94130442  459.5419722   543.00645821  529.86623917   87.91395902
  740.68948796  796.983633    506.81877666   55.0912935   659.3277868
  519.76897379  260.17522165 -311.54045855  724.3817775 ]","[ 485.54149017  192.51734603   99.14522777 -242.46219745  352.98409512
  380.59197839   10.7690721   136.4481212   460.56475896  434.6169403
  140.72369029  177.14387757  476.8846161   292.22412963  487.54500819
  482.18791922  147.51265892  305.35409891 -259.49660006]"
"[ 304.54477274  321.2107961   237.48693611  193.75643611  149.63192784
   17.64343329  242.31706294  108.73211758  321.2107961  -111.51932084
  149.63192784   17.64343329   17.64343329   14.28269215  135.90698639
  237.48693611  193.75643611  321.2107961  -111.51932084]","[ -67.25464771  447.7092096   554.2863505  -168.45694852  -68.38194528
  567.16838077  376.57156125  -67.25464771  391.03222116  569.19949428
  294.15065439  485.35605291  536.71183601  712.560597    451.39243741
   31.12684312  117.49372197  625.69672825  372.52789405]","[  33.02445845  609.62209692  246.56715138  444.72594994 -152.44616305
  575.54763676  140.06969971  183.38229138  214.83477708  408.22542827
  429.00534451  -40.22749216  224.30770929  245.62281278  216.85700376
  270.12880939   86.74651396  141.98940682  331.02153937]"
"[ 342.47734358  231.85508738  342.47734358  231.85508738   70.6917855
  163.30650648   70.6917855   163.30650648  232.83575052   23.62260315
  104.21369004   35.63060213  342.47734358   56.21343864  221.92403489
  104.21369004   35.63060213    4.39299641   70.6917855 ]","[ 715.28538751  270.65126969  355.54317648  468.89360771  319.03433407
  342.54712551  507.60415291  835.05713343  563.78778676  568.4377478
  363.36933155  477.85834756  505.86231151  407.54158741  277.17383402
  561.74414531  334.47267428  -82.65791349  406.26560325]","[ 173.22929415  535.35971403 -150.32984398   90.99861217  542.12047552
   46.51249123  254.42692208  208.19138806 -117.12753198  354.74885773
   41.84776387  219.52150392  566.39014185  428.70454073  284.62251184
  422.72361067  268.04780266  504.83721702   86.92932281]"
"[  62.82693296 -142.14574875  213.28515911   78.2902315   267.6654665
  228.14516991  -73.34852327  -71.12739624   62.82693296 -142.14574875
  303.32508888  257.7567999   213.28515911   78.2902315   267.6654665
  228.14516991  230.72420122  -71.14538356  213.28515911]","[ 417.09694441  318.45979136  363.91228757  618.31626561  626.71616319
  306.66968767  473.60292056  -78.30621448  650.59928586  214.00992906
  390.16643588  472.90915341  407.37465922 -131.56684058 -105.85612205
  501.75080408  640.51719803  517.10763078  -24.27996659]","[-269.37904096  148.74376     386.53873616   95.06133863 -232.49368601
  163.06656469  588.06063224  229.00267866  230.25916548   97.09408735
  338.5530036   477.14947859  313.27785173  373.61419906  256.74404502
  352.33244523  258.0179307   375.80196374  377.71348914]"
"[-143.70398724  -68.74169725 -143.70398724  -68.74169725  297.99070638
  -39.29296648  205.39796067  120.8932024   120.16189721  -61.24454048
  297.99070638  -39.29296648  142.38287124  297.99070638 -146.29895737
  234.82700909  111.07434847  234.82700909  111.07434847]","[ 479.94373302  314.28316573  250.39002064  125.14473423  -82.80737817
  433.93311889  138.91952562  269.10546007  433.93311889  322.90629523
  263.62014306  618.12366664  278.82901359  549.72464331  573.27871223
  423.76743656  673.62657997  671.68793529   98.01579335]","[ 436.11867371  163.61268599  522.11340559 -211.68828257  160.45688833
   33.58101374  613.0548578    72.51873879  218.013018    242.41626031
  245.31476792  243.94719705  -34.18425426  374.83667443  338.59338152
 -192.85861093  209.3437805   566.60948643  253.81289633]"
"[ 216.71205106  228.10802506   86.16617083  158.59939827   86.16617083
  130.97741049  102.21754873   94.45337406  191.86479086   47.12498719
  246.16402647   47.12498719  246.16402647  140.27449293  191.72133405
   94.45337406  191.86479086  157.39987921   86.16617083]","[-126.46496699  304.0817096   744.21915591   72.14625738  525.88602219
  285.5559429   477.75831545  474.68342909  -33.20129138   -4.21977929
 -260.94202446  516.39336726  492.73362074  539.82133701  672.68244105
  691.77662673  406.9281504   744.21915591  556.50622499]","[ 420.1217517   455.63644155  637.21497414  101.87771567   27.72352611
 -258.46714731  112.61733343  186.59614752  663.7606316   312.91702471
  252.79035598  568.05510365  188.30768321  189.741891    708.94249055
  276.20055948  200.73867092  647.11724229  247.61585449]"
"[   0.76350472  134.69788091    0.76350472  134.69788091   30.34047449
 -125.19542831  240.85265615  148.4139435   134.69788091   98.38270693
  161.31363268  -10.53913068  161.31363268  -10.53913068   42.19113399
   96.04092743   42.19113399  313.8776637   168.45701441]","[ 632.48734711  595.93199699  542.18836217  650.8887325   472.62607258
  436.4100954   530.09639042  253.17552916  478.19564327  507.20748638
   50.58590677  256.12499142  809.65313907  335.77974143   13.24661096
  502.85892809  387.17847617  525.39810099  472.62607258]","[ 572.51714707  682.66528757  -20.1460092   436.82829536  455.51660306
   -8.51630692  466.02084639  256.9966271   332.16900884  286.9921078
   66.32367255  157.18655593   10.92135598  332.55422996  -71.00535497
  662.07703578  207.18265324  298.38199779  320.45891803]"
"[  96.35437032   70.15641242  109.1431358    61.5657607    70.15641242
  168.57130242    6.13501568  159.81656798  151.91563095  -72.08726001
  159.81656798  179.01747889   -6.49316072 -108.24800923  209.45964999
  151.91563095  -72.08726001    6.13501568  159.81656798]","[ 706.28052998 -169.73765366  650.05328039  618.47552759 -119.21582429
  479.66728025  462.67638405  672.81101258  574.82287176  462.67638405
  614.7065156  -153.21155691  230.77957011  -89.07195141  123.99384235
  652.7330179   430.71171889  609.88567006  284.45301351]","[ 460.00094478   30.38743289  465.12244985  474.7736265   320.75621661
  292.1715953     8.28143968  341.97064305  569.25683238  375.02012566
 -198.65013716  656.22571247  747.91052124  673.49820089  211.29822679
  -48.34476402  233.27886231  -62.85091303  188.45476193]"
"[ 132.29955276  351.28287144  132.29955276  351.28287144  172.30045559
  123.40288016   65.60300994  130.08055779   65.60300994  130.08055779
  272.34646614   70.77161292   27.16857421  189.1307708   132.29955276
  102.57242776   27.16857421    9.50368546   21.59279068]","[ 552.67579566  328.87377819 -109.0271174  -158.60395873  383.13918613
  390.49193763  215.06249132  531.8288338   504.97703756  245.01823901
  427.82216384  671.31675704  390.49193763  127.6279671    79.31017077
  312.62305574  427.11499758  304.28288636   98.87742572]","[ 239.90226643  400.69402504  196.67728584 -234.0844903   258.34451445
  427.32552211  374.72640824  865.44860732  280.80421464   89.53432921
  563.61542478   44.58233436 -261.57188997  218.32257886  389.93751182
  365.80477572 -115.72380048   50.1924343   117.89503641]"
"[  16.3591342   162.21182477  289.02521479  -63.51203075  160.14583238
   61.14380634 -118.00198417   92.05704809  115.74515835   63.81416979
  346.88037909  289.02521479  -63.51203075 -118.00198417   92.05704809
   90.99700834 -118.00198417  240.31001296  115.74515835]","[ 801.9880858   427.9457688   291.36758646  127.81428394  713.73961165
  678.43134702  440.42330814  361.66104478  265.81816308 -117.42587194
  556.01069133  291.15520449  361.66104478  399.64657498  582.3319586
  406.65822459  704.61836422  842.26538592  551.39437493]","[  2.70777397e+02   1.50269844e+02  -2.50248806e+01   4.72790766e+02
   3.06060623e+02   2.70634082e+02  -2.59467213e+02   1.62562849e+02
   5.28326719e+02   3.96934523e+02   5.35965095e+02   2.10466506e+02
   4.07078069e+02   2.49649544e+02   4.89943218e+02   2.67034401e-01
  -7.73841828e+01   6.91847120e+01   4.90447733e+02]"
"[ 143.3544131    41.17600775  313.52816911   -7.26048593  188.33771366
  -37.49449125  188.33771366  -37.49449125 -148.30416385  188.33771366
  149.59219259  226.28014102  143.3544131    41.17600775   49.50655555
  154.59356631   49.50655555  154.59356631   51.30785177]","[ 553.73883632 -302.75212794  -97.20683778  269.42717312  358.69773448
  445.38309966  820.65130126  314.61091426  273.15709996  406.37530194
  678.51595473  171.18713541  413.73449162  385.57019912  502.74243392
  844.03200678  552.9079662   597.58927118  654.4084241 ]","[ 183.45809904  333.26866832  417.2440722   369.8266695   157.21072896
  702.41133647  359.60228756  425.52918351   16.94001066  660.60430861
  243.3426876   242.37576164  566.11316761  380.96157024  520.99953842
  467.13866228   21.73949389  232.41855346  -24.85546709]"
"[  65.02864421  116.27845175  116.27845175  199.52644743   29.36610934
  152.68775274  134.74709162  114.29081087  114.29081087  179.42009436
   29.36610934  152.68775274  151.41920534   65.55309407  178.08787832
   65.02864421   65.55309407   29.36610934  127.88019786]","[ 729.15737788  650.14461932  347.36521499  133.1740259   552.98016363
  232.29545358  453.90089298  605.95783848  573.8858459   572.0128999
  397.12941529  355.98257989  -93.65522704  666.11914235  547.73081584
  733.78450126  611.50242507   85.93788202  608.02567441]","[  14.33825174  214.51590402  290.88550938 -218.31868454  174.75908593
  424.66705369  168.74511371  237.09656554  358.82767184  401.06792927
   24.24603336  164.86382666 -139.62784296  325.23312324  483.51453349
  237.53459423 -177.5037      435.70794395  289.77119926]"
"[ 134.20383722   74.63659873  173.42873104   71.21248733  312.84500038
   81.81069606  217.62099136  173.84196675  173.42873104   71.21248733
  -31.45502527  134.20383722 -105.17282786  332.70279961   74.63659873
  314.5426939   255.43889464  173.84196675  173.42873104]","[ 426.58560347  115.20971443  -50.55411654  595.89120561   32.17554201
  242.50436669  255.01992184  457.45898683 -162.21001747  259.88958042
 -198.72057392  491.24067004  415.96052407  272.21231348  203.83161332
  649.80284504  212.37235497  407.31684721  328.73116102]","[ 179.38056543  128.19495125  616.10602665   88.41719707  217.98888748
    3.55102528  565.72490325  140.40067541  477.16213632  447.82309267
  326.23197747  287.24549335  300.43592361 -216.97458988  243.51973401
  264.62012772  356.88966356  445.48790063  480.44614679]"
"[ 322.87448564  -24.09728474   44.1036109   260.10665169  426.15667158
  294.53038305  133.04719688   87.64476117  294.53038305  133.04719688
  239.39901425  199.58992734  100.24175381  256.38365573  -76.36256809
  153.51432506  199.58992734   44.1036109   260.10665169]","[ -84.76329225  732.55038882  318.636013    695.9697638   382.72680816
  548.90064467  349.17153464  216.09857281  476.56075626  610.35479795
  243.4872365  -213.90886343  461.36713813  655.75957232  748.72938862
  511.77489114  494.69875551   94.14080093  591.3285642 ]","[ 338.91999358  -54.21243932  277.70305167  130.80125383  622.49096279
  372.9861004   407.20858213  265.17717752 -329.5035284  -105.20149345
  272.04482161  685.10545016  423.33227344  336.72425142  271.46269123
  285.33576011  489.67995998  319.71336782  628.8079006 ]"
"[ 457.84961348  199.75305809  214.13482198  267.85593042  544.63997183
  496.16334974  544.63997183  496.16334974  171.15474655  214.13482198
  457.84961348  199.75305809   -2.77855643  304.4621917   188.55736194
  -36.77667288  211.74134549  190.93184661  -46.51750596]","[ -21.39789104  291.94059697  774.88223136  556.44633358  410.14511972
  482.46242679  576.60898857  555.39178567  -32.39456406  529.48383386
  798.29326183  723.04014925  613.12211509  331.63439832  179.7624677
  373.97621728  735.30710796  318.4360566   202.21768825]","[-135.6944755   341.64080577  230.07307811  226.04822526  127.35567373
 -256.27353645    9.92110772  304.65757067  266.44732067  328.30919666
  177.39395105    8.49886698  425.46663257  231.24141317  171.72251912
  442.16117606  500.67942865  359.20712048  170.28876142]"
"[ 110.08868095  198.66761338  317.86092147   58.39818019  317.86092147
   58.39818019  283.83641697   59.87967713   69.39959747  224.65745351
  230.7515763   215.69346456  166.06070411  287.43120448   59.87967713
  -17.1177544    79.2351416   240.45852578   69.39959747]","[ 327.0165147   391.03276453   32.61126042  525.67217904  555.7517439
  539.03222469 -198.79475614  836.8516429   506.02500695  452.67499482
  498.31228268  373.43890374   77.95705616  519.88244371  625.92238274
  397.49859076  839.7243235 ]","[ 431.2587272   214.04353376  443.00003452  316.12163008  258.95426087
 -339.59026617  407.24913634  448.10820694  159.78012609  427.78870712
  565.12788862  406.29814384    6.23982437   83.04362034  234.83134885
  329.36867349  326.48384315 -135.06136074  448.86984917]"
"[ 324.93198759  201.86875806  258.05567725  324.93198759  207.78611643
  221.44317796  164.83009425  344.11698688  -10.90215621  132.64495038
  132.64495038  301.46591856  201.86875806  218.01781606  258.05567725
  324.93198759  100.30083641  404.31518941  386.97707877]","[ 327.76357419  508.47855192  278.15429367  609.58322265  273.00523417
  618.77822897  546.40566096  588.20651657  550.23308617  415.84819861
  665.48176035  172.1939129   182.43577163  600.12881549  753.15918483
  273.00523417  682.85019966  390.89842964  361.24129703]","[ -34.30790811  403.37573439  295.87916807 -291.22156074  378.9241966
  401.77683618   22.56777324  595.25853764  426.05914864 -240.03854599
  335.89843775  401.5841355   409.32045258  -90.82616544   90.45082158
  493.07919739  394.39499019  215.95197282   99.18872215]"
"[ 303.6895287    53.90999808  279.3624507   122.68112477  172.12210634
  244.90814724  304.78554442  117.31320594  -20.34551175  413.8564022
  122.68112477  383.11808418  244.90814724  221.53875723  383.11808418
  209.01231771  279.3624507   122.68112477  103.34319219]","[ 311.37439597  144.65225051   -2.59209627  949.44972018  420.81765591
  655.8660283   506.67800866  646.58669378  397.18011652  593.71195761
  633.73635197 -138.02471196  614.71495806  534.55883613  457.08972073
  499.50410381  549.30534777 -120.33648352  593.71195761]","[ 259.01424741  129.60894678  372.87722306  308.4766634   318.47986201
  562.50122011  358.09456563  594.57148431   60.26723535  303.40550325
   95.97555353  126.19635154  150.92761364  396.9325414   300.63171497
  104.68583758   87.30812425  473.57833742  145.46161596]"
"[ 286.32373213  -22.07225777  161.61273187  185.52992755  241.52172674
  227.10774797  295.2181845   241.52172674  253.13569252  -71.91449912
  227.10774797  306.46654232  285.93287731  157.11348206  220.41682468
  161.61273187  148.34494745  295.2181845   241.52172674]","[ 467.77927592  452.70214821  614.14306586   -6.77911563  580.32308162
  658.50984127  693.85290606  287.53244675  538.83664473  398.06392641
  186.03264269  651.80347434  542.61211716  529.09940264  403.36312067
 -277.02502375  287.53244675  757.89962197  535.72188843]","[ 254.35456256  545.52802634  328.68377445 -177.0066498   281.3812672
  590.01307467  517.9540712   189.54194559 -162.98817598  317.20003095
  188.15125468  467.30080001  589.51045996  412.94634995  -18.38056961
  786.36316148  323.00561092  398.89525693  450.40540606]"
"[  96.5094385   134.13272469  153.92591516  175.41900046  466.67380464
  104.91706242  362.79270691  396.26478388  225.59655539  204.40824711
  204.40824711  127.80155843  396.26478388  466.67380464  388.46683176
   77.67014963  362.79270691  396.26478388  256.94567575]","[ 377.24048832  565.30931893   23.22115709  460.2766073   598.9048934
  682.01208755  837.28248809  393.54970621  682.01208755  751.97431085
  546.20371338  504.20492562  544.5534799   645.87406449  772.75714404
   45.72539474  372.0002087   651.77855112  314.4605044 ]","[ -23.99223208  265.11720835  331.42390254  -49.87171119  299.16733666
  485.74166967  366.71906173   56.93721292  461.90601275  242.87325377
  434.38921811  288.9787626   570.05541566  614.55010018  554.9090974
  713.28939779  248.89035731  191.02404379 -150.95724032]"
"[ 428.3529011   130.07982391  382.5303278   511.63967229  246.30510247
  382.5303278   373.23424378  428.3529011   596.01145558  211.09482531
  211.09482531  342.82719047  342.82719047   -6.80547518  344.31717045
  196.9628961   596.01145558  271.67505163  234.62151822]","[ 765.81500648  680.08910672  544.66168634  142.76669328  655.74036605
  620.96824248  336.24028142  528.52862846  767.11841824 -111.88252418
  497.39614965  582.9589144   498.9976021   501.63673962  532.72154135
   48.4599772    89.25916028  479.71944806  403.09702199]","[ 485.49799378  397.9387188   634.10733376  329.81080676  317.2734892
  321.78645798  133.26234663  812.69747006  112.2470747    82.87547156
  701.42187632  417.75176184  584.47605463  386.46002599 -243.16282276
  189.88245564  547.82628269   84.90274807   12.57633493]"
"[ 461.49017431  138.38981897  699.3782551   334.85896674  375.01338705
  271.07574524  271.07574524  164.53506103  372.13675311  241.14187005
  262.77254907  270.53398499  270.53398499  275.72887213    7.3169651
  210.97492216  138.38981897  262.77254907  210.97492216]","[ 418.88691787  250.30092932  605.61968725  558.38323273  394.19528879
  606.4539979   165.38911769  527.24172022  685.53181248  433.34567728
  689.77792806  565.44779254  713.91747364   27.4393446   736.33456066
  297.5809934   413.31875993  614.60564407  816.95434296]","[ 445.56316552  -34.70944774  481.28401215 -234.51447392  516.89698988
  270.79973935 -152.81740942  371.96014795  199.34404477  -26.20356472
  652.40346349  569.56103535  255.54569238 -129.71867331 -183.79508084
  122.69023333 -248.16136153  594.29427424  506.44544055]"
"[ 254.67192544  338.45086599 -160.71105887  286.54401329  354.73950853
  301.95719259  549.86038018  109.87025935  197.26197288  340.48786745
  270.53615326  354.73950853  340.48786745  199.79020587  204.48329192
  254.67192544  338.45086599  204.48329192  270.53615326]","[ 432.54640987   61.67536739  281.91842067 -111.89496079  640.43929911
  191.10508914  603.02251842  735.84137667  775.03687445  597.73325403
  397.94975669  364.58881187  377.14385378  364.18750223  675.76471833
  586.52512501  548.40452895  440.13632895   85.45582372]","[ 357.11811955  -64.23116966  184.35233366  185.56092669  171.41576383
  313.02907136  661.97826491  116.33425195  446.77710049  113.67423687
  504.26145879 -115.55248692  603.51413486  386.06431603  473.40238113
  -45.74377159  493.1963186   -59.03213703  359.36451853]"
"[ 451.66473889  229.23602115   68.16610443  229.05897465  292.37552849
   39.0550284   451.66473889  229.23602115  229.05897465  303.97837249
  313.20430764   68.16610443  302.17594428  283.13181523 -105.30203583
  532.12311525  156.28309951  532.12311525  156.28309951]","[ -20.1842549   727.32183342  727.32183342  312.52058635  402.16677428
 -121.91745924  439.62654233  154.12343386  -64.44268209  433.8149305
   54.89601023  706.46117529  594.04881918  432.97252044  125.9210763
  353.56372087  513.20077111  473.18909512  246.54515407]","[-375.15453423  230.80793061  442.76489334 -342.18157597  -12.67896129
  417.02347885  506.3741615   221.62885105   78.81572843  298.41316718
  352.18295033  316.67396962  -66.69581397 -198.56491714  124.94534029
  475.38988634  370.84812284  263.18929215  500.45973153]"
"[ 419.86575143  419.59022056  273.35775024  368.21980693    5.18324234
  252.34193641  288.54347706  -44.30919286  273.35775024  368.21980693
  302.84369888    5.18324234  150.6806082   477.89030576  302.84369888
  333.13723793  358.46256701  333.13723793  358.46256701]","[ 356.95538262  339.91075336 -154.58535619  633.01506606  159.87995632
  404.80248525  176.25632085  517.52110092  404.80248525  657.88594176
  459.96763123  389.51771302  883.12906131  634.07490131  621.53905585
   99.44148525  600.67521999  549.92738463  -78.72979407]","[ 570.02858691  440.58695984   -6.02080036   78.55695217  213.01473428
  410.64031093  416.78672782  -97.69941426  414.00239141  277.64946346
  390.28867163  222.94201241  224.85469851  276.99316391  767.66556251
  257.66906867  188.495079    214.24124785  339.5424053 ]"
"[  53.55851452  312.69354255 -119.48136814 -133.27848828  365.17617454
 -124.87950557  156.24128405   30.99009038  126.84432856  243.73341092
 -109.68558247  281.283911    126.84432856   30.99009038  107.98322288
 -119.48136814 -133.27848828  107.98322288   53.55851452]","[ 571.07754708  683.12474702  327.66700784  731.84724126   12.79737738
    0.89753101  359.19379974   12.79737738  623.05598975  775.68468199
  593.00096076  275.42928698   13.51884077  672.97378566  521.72935704
  671.02027369  520.80387206  803.36843221  482.46637709]","[ 317.98038278  230.31144189  511.79954046  271.49354558  413.73609825
  550.81945553  308.12244883  112.79451799  187.82564908  627.0667574
  423.69357089  391.79167288   64.62900421  231.98299603  469.88214163
  362.57935625  596.53744953  497.42238215  -59.88371612]"
"[-115.74871637  217.0462072   324.73212622  -15.12178519  399.13354943
  253.29738063  451.52444466  399.13354943  600.06263413  533.96320905
 -115.74871637  217.0462072   394.14758597   71.87700333  -15.12178519
  451.52444466   71.87700333  392.80443064 -129.94068967]","[ 848.98185938  470.13085939  304.23622203  410.77620564  566.02020161
  -17.04254506  779.15042933  598.97972042  505.41596855 -100.99428295
  236.82766494  399.34624798  399.34624798  404.68983798  456.88267667
  516.79183677  609.00345385  700.63497882  302.61559372]","[ 223.43184106  165.56628072  526.9008508   113.14920551  -63.38690319
  151.6043017   403.28984795  197.6794518   298.4316718   276.53446192
  175.64688751  158.97461622 -237.36130248  -93.64642925  170.04678577
   68.9078547   314.89553472  587.99252896  101.919749  ]"
"[ 241.35847108  399.47953138  361.52813365  673.07152004  459.05646856
  356.61150344  -70.4678921    73.61773172   73.61773172 -163.66417367
  455.26532248  224.60185882  356.61150344  -70.4678921   285.6847116
  382.44659567  241.35847108  399.47953138  224.60185882]","[ 544.83782408  727.56556234  656.67666644  490.13167436  370.15538342
  744.89577032  621.82100897  531.06894898  603.28539892  770.42508985
  394.58548167  516.37966851  439.8259405   663.34098412  785.98099451
  354.51920591  671.61992064  544.83782408  727.56556234]","[ 451.16535047  620.67476018  303.71688697  -15.99701429  451.20040886
  481.64413398  541.13801416  302.74409772  216.88706615  101.60881934
  342.89529236  184.49583932  131.3829404   664.38225048  448.32693661
  212.97816648  131.95528082  311.32005763  167.09858202]"
"[ 230.12149926  -28.81697143  -28.81697143  -65.44447398  255.98439413
  511.27485329 -131.38832962  230.12149926  255.98439413  511.27485329
  -65.44447398  378.90204358   88.07469619  319.46950761  478.03321837
  319.46950761  478.03321837  447.16942571  162.02660392]","[ 662.86046635  764.09691562  705.98634175  692.47983261  449.06608005
  707.44027365  650.90906742  858.55544094  391.70845887  555.42308296
  745.49394854  484.0264615    -2.96518071  307.93294925  780.04641821
  377.11460894  420.72554728  377.11460894  420.72554728]","[ 462.95400581  230.98619085  272.68231837  347.36913439 -257.94133169
  382.93949177  327.74634788  207.43137705  321.46848117  127.33329042
  182.33092797  199.17522771  360.04266236  154.53620403  514.55333142
  590.73203365  248.46009954  239.200102    140.6608336 ]"
"[ 358.73924956  655.4623285   529.74917256  172.18673531  529.74917256
  172.18673531 -161.78455895  358.73924956  655.4623285   278.24187014
  278.24187014  320.61736344  185.13528754  283.67900784  399.30806802
  283.67900784  399.30806802  212.93996887   13.7134654 ]","[ 679.2501221   215.79512067  720.48404603  424.81098787 -234.71267463
  486.24035429  613.03463589   26.01274721  130.8698718   751.08221039
  484.82042468  424.81098787 -234.71267463  657.69421496  398.71110894
  -14.37809614  496.2556744   614.52585836  615.14060685]","[ 463.43015183  428.69810762  553.08614827  408.52901192  489.54155616
  502.35371487  -20.55524132  338.74709632  550.08734902  553.53477818
  108.84944477  592.22886412   79.35895235   71.89436841  102.16261102
  303.10419777  224.08439472  335.98502706  -80.50369264]"
"[ 164.89958149  203.20944853  689.28248371  205.44989011  247.87040841
  245.3750119   247.87040841  245.3750119   689.28248371  205.44989011
   52.47786445   47.64448497  164.89958149  -47.08701035  286.17555466
  245.3750119   360.40904761  416.88020942  385.44982395]","[ 530.3672043  -332.11772224  580.40644658  660.27263258  543.99471741
  602.99156617  557.18701184  914.90664403   50.28701331  575.13115245
  189.43329609  466.5404057   557.18701184  914.90664403  508.58811288
  244.73823823  630.17009741   20.29874793  553.04879625]","[-242.60166872   86.34401931  232.97530741  429.98334469  306.10533691
  269.73485712  272.58359021  -78.01166586  441.38431987   18.74568847
  299.44088955 -315.83522605  377.38251804  451.08514235  486.49317181
  423.12245048  381.14771735  -77.26782546  621.56367758]"
"[ 282.47102534  311.44135299  334.77383059  609.78354143  509.84188095
  334.77383059  289.26708337  391.52133478  282.47102534  311.44135299
  347.07157147  609.78354143  525.27681133    5.46860036  509.84188095
    5.46860036  509.84188095  159.48331841   44.23320625]","[ 336.42921824  492.78256018  622.09813156  752.32432025  403.70167784
  400.22826557  667.12971065  480.24200163  435.6476898    70.08485918
  768.4175086   731.9783083   619.88110912  287.74804756  548.52236893
  287.74804756  548.52236893  577.79704111  704.10206635]","[ 450.56289745  556.04091841  257.40390669  500.69092289  194.65230809
  395.56177291   68.26563739  257.41264637  455.15349338  109.55563392
  465.51275078   63.94448156  186.42894126  683.95391713  171.50343681
 -298.37424224   32.06297688  -38.92410693    6.71612072]"
"[ 529.59321306  443.72935769  462.92859356  110.0630705   110.0630705
  457.36272817  359.83525567 -127.95041168  435.87345306  126.46837109
  435.87345306  126.46837109  378.93485516  462.92859356  378.93485516
  462.92859356  457.36272817  474.06222999  262.51631262]","[ 151.56113541  657.06262897  560.40140549  546.16275535  431.75973928
  576.70406474  540.31949855  601.29323622  601.29323622   29.07318442
  640.90762939  113.72338803  518.76477794  580.5107668   489.36946128
  522.2033966   510.30423088  431.75973928  576.70406474]","[ 109.94336923  235.87780092  465.93695027  412.55505476  350.38954081
  481.68352378  124.57125016  344.92045821  133.58480281  685.24760786
  553.96722971  330.93100746  112.68860091  388.51628249  470.64163915
   66.13861565  618.05319781  245.3734196   685.24760786]"
