,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
170,7.185828419715782e-06,8.778346616757994e-06,5.107021386761737e-06,6.341926613142311e-06,5.308664947093968e-06,1.3935646469781672e-05,7.693461099055157e-06
171,7.480779141931389e-06,7.0210324125105614e-06,5.019005111648194e-06,5.479716205301508e-06,5.7911360905888215e-06,9.80502509166023e-06,5.3894412589688405e-06
172,6.770650451323294e-06,8.221551939608958e-06,4.009568831111843e-06,1.1133002327274958e-05,6.153674220565405e-06,7.287621806268087e-06,7.620189187420205e-06
173,7.264063420347384e-06,4.1396571158216956e-06,3.3351982435682273e-06,7.035893143586226e-06,5.165593749411971e-06,8.178193077654801e-06,9.979424956823576e-06
174,7.747518808769227e-06,7.94016090047091e-06,5.016771770781563e-06,4.694022543187096e-06,5.702350295496664e-06,7.161886475013977e-06,9.231107248449403e-06
175,6.766941538294671e-06,5.130480155811851e-06,4.340137465196879e-06,1.0087017405646133e-05,7.569771778094153e-06,9.167297215114864e-06,5.23055159065352e-06
176,6.797452354586175e-06,4.874522081688502e-06,3.01083180609925e-06,5.96903848348445e-06,6.344150761059233e-06,1.1175053566119978e-05,5.233544912955249e-06
177,7.166965298145547e-06,5.41892788491115e-06,4.17490240194166e-06,8.607324260342566e-06,6.911045561217795e-06,1.2721395387939785e-05,7.627895046870957e-06
178,1.3605249903506047e-05,5.265610828568479e-06,3.6246787554474074e-06,7.682919568966668e-06,6.264242965047097e-06,1.1901286821314566e-05,7.964633897121541e-06
179,7.828479660897995e-06,5.020426412346162e-06,2.9046967669681415e-06,8.553026817336752e-06,3.927166577799346e-06,1.640725379277729e-05,5.853864277975968e-06
180,6.1233648947759335e-06,6.009659152140057e-06,4.229822871835521e-06,6.851186225130891e-06,4.5609148087246225e-06,1.0178454838777542e-05,5.311720644589004e-06
181,7.055487780184184e-06,5.808807178690267e-06,4.235292493866526e-06,7.822059822835835e-06,4.206188688355059e-06,1.1396225555311655e-05,5.856533466370764e-06
182,1.0940761401020378e-05,7.743140570365286e-06,4.961384381497465e-06,6.5492921340397874e-06,6.292206149622848e-06,1.1216691011979593e-05,5.399819274734338e-06
183,1.0913439031357547e-05,7.2424294543988846e-06,4.747403303725565e-06,5.816815360140988e-06,3.736350112911359e-06,1.6040057529475848e-05,7.606793190437733e-06
184,6.590297534703438e-06,6.084993950582743e-06,2.8251897549169237e-06,1.018158851212636e-05,6.554939708767398e-06,9.033928525127584e-06,5.740233241039269e-06
185,8.245522708764777e-06,5.668117867352845e-06,3.4433217964420813e-06,1.1581500988447943e-05,5.453187316908575e-06,1.1911641905904117e-05,5.942642328327814e-06
186,7.2563003088898294e-06,7.761795078442433e-06,4.636479305576916e-06,6.719215050974198e-06,5.39036794514353e-06,9.779692042869654e-06,4.757277366095657e-06
187,4.934948262006578e-06,4.993612520141154e-06,4.2874245433014866e-06,1.1619976280118092e-05,2.9403953236867285e-06,1.095679921729252e-05,4.95998043251506e-06
188,8.517950150819126e-06,4.7575426634904465e-06,4.756247571872817e-06,8.810347165383179e-06,5.924267657717817e-06,1.095397119407835e-05,7.138742850289229e-06
189,8.453201854180779e-06,5.7109394890089695e-06,3.2728685125276623e-06,7.182037841966595e-06,4.935850399546269e-06,1.2497326510417857e-05,8.611649143238816e-06
190,6.25608460991026e-06,5.551183945606688e-06,2.398646478444294e-06,4.795866559646551e-06,4.696044315615222e-06,9.867362546036079e-06,5.992627823141607e-06
191,4.463546404894266e-06,7.406346819181863e-06,3.867954192672086e-06,6.3190955554391725e-06,6.180952364962874e-06,9.516278992043354e-06,5.21210166764584e-06
192,3.8810329403557134e-06,4.3812628824862356e-06,3.14551645248022e-06,8.684862878211002e-06,3.995945284163213e-06,7.619194639607403e-06,7.217641039586243e-06
193,3.4321853248544454e-06,4.845097851163872e-06,3.844100092129859e-06,8.08193065081163e-06,4.758400036599462e-06,7.71381929166646e-06,6.959145714581781e-06
194,3.841329608699251e-06,6.257983425120061e-06,3.7671223520644724e-06,8.110785217503339e-06,3.80317629931532e-06,8.015258286889533e-06,5.132059633531683e-06
195,3.2214992008030495e-06,6.716530451656178e-06,3.3030452944937615e-06,6.962013922403762e-06,6.981724437081156e-06,1.185519817602157e-05,4.779783232468568e-06
196,4.890602014248879e-06,9.053784836891655e-06,4.80942751042929e-06,8.304262720027825e-06,5.530188891995754e-06,8.45469060766242e-06,3.8042273200844694e-06
197,5.336982040315438e-06,5.435540181625523e-06,4.911976296009119e-06,9.36009037190283e-06,5.332518954218678e-06,1.1661069443092273e-05,4.798706673376267e-06
198,3.6877381975247084e-06,5.207723358684156e-06,4.4860799043177204e-06,6.810913677350624e-06,7.343535796943563e-06,1.8028318290772544e-05,4.698913319769397e-06
199,2.426858897090155e-06,6.517496180590117e-06,4.245282213516493e-06,6.380727295509136e-06,5.4020801715778845e-06,9.501923713766795e-06,6.593232157810929e-06
200,3.65249087355923e-06,8.915190059851958e-06,4.065139618774728e-06,7.599630900654126e-06,8.215698673069047e-06,1.0017023751769326e-05,4.320805854832045e-06
201,5.908307945613608e-06,4.607129418635866e-06,3.2721175854353344e-06,6.9134401143782665e-06,6.001828808389091e-06,9.938407452763094e-06,7.615455582797315e-06
202,4.478751974961434e-06,6.237358405421777e-06,4.2321388016223805e-06,5.616959150801256e-06,4.129434136996737e-06,1.000441297532133e-05,5.41195846991456e-06
203,4.322561916976318e-06,6.27620520056721e-06,4.667039263825873e-06,6.8088143747527825e-06,4.6597770142888845e-06,1.0714348809994651e-05,6.4641884849942016e-06
204,5.219558578335372e-06,7.1488907037731515e-06,4.821094917994158e-06,7.467781829751665e-06,6.801685824813925e-06,1.2933287202598268e-05,6.599990495830348e-06
205,6.694533819414046e-06,7.819131575104979e-06,4.7793742880371765e-06,6.254799763347918e-06,5.7996327564693504e-06,1.1063258664223794e-05,5.687970470407513e-06
206,4.9136650570245155e-06,7.781273940072985e-06,4.46105875821333e-06,7.946098959635169e-06,4.492391160736062e-06,8.573788799478396e-06,5.394809556553746e-06
207,6.011437553454727e-06,6.894208294343566e-06,5.609102593638949e-06,1.0527806518147985e-05,6.837265679823487e-06,1.003100628029281e-05,6.62219872006671e-06
208,4.701316313365943e-06,6.366447281940023e-06,3.658722268708251e-06,9.372129502609948e-06,3.7642872208335985e-06,8.815497838221198e-06,6.983103135871524e-06
209,5.7724032595506265e-06,6.489407707966565e-06,3.852306982091868e-06,4.970694115252901e-06,5.362454534499266e-06,1.1484075378064099e-05,6.091588541426983e-06
210,3.570699922191405e-06,4.943758938202695e-06,4.6180406828454884e-06,1.017552402124939e-05,3.819321824185904e-06,9.913431000337638e-06,4.994945908757786e-06
211,5.38551595135605e-06,3.965578942833005e-06,3.6085047018689023e-06,8.698371391273878e-06,3.7352604642987483e-06,4.552614482044248e-06,5.5763764849175445e-06
212,2.6871287822472236e-06,5.601864869876663e-06,1.91555312132048e-06,8.623893060823194e-06,4.742120902373592e-06,6.4098127027792785e-06,5.229398824525981e-06
213,5.74461329973383e-06,4.804063917886082e-06,2.0317281810926108e-06,1.1018723932238251e-05,3.734038021623618e-06,7.550210764723623e-06,3.363365846103392e-06
214,5.387537177407524e-06,4.418531149774922e-06,3.0969872472267674e-06,6.855037444255045e-06,7.892699224368854e-06,5.005025236306112e-06,4.783111886275224e-06
215,4.738304750199798e-06,7.40499885200074e-06,2.984802996447527e-06,9.010973749472057e-06,4.69031356517452e-06,9.177114616775794e-06,5.913160776995919e-06
216,5.707774517898209e-06,6.552296754207644e-06,6.434598190019883e-07,8.904969789683645e-06,3.3951723308677572e-06,7.33653354708344e-06,7.212865696654196e-06
217,4.338543914679872e-06,6.0844162042586115e-06,2.569520747631297e-06,5.070808825105814e-06,5.869097666807744e-06,9.6670794355358e-06,5.292317692956037e-06
218,2.6156378436645555e-06,7.497468554410223e-06,1.9043794031691612e-06,1.1218076287032521e-05,6.494292905095265e-06,1.000929969273219e-05,4.9802876480452795e-06
219,5.647930808311452e-06,4.019203061065567e-06,2.3319535681776554e-06,7.640433842790236e-06,4.173020172175207e-06,9.23538524113322e-06,5.859068868373452e-06
220,7.020011019468609e-06,4.06646929871083e-06,1.9819315220152905e-06,8.50758890166165e-06,2.6391409658942056e-06,1.3365797865878483e-05,7.64543409962232e-06
221,2.74174712657675e-06,3.946771390991777e-06,2.7110156755725754e-06,7.94005025077506e-06,4.640832015489841e-06,4.812426510560444e-06,7.940083602801485e-06
222,2.742570695066416e-06,4.3682232555239866e-06,2.0530763576596303e-06,1.005253687424066e-05,2.9256335797086446e-06,9.539738705063686e-06,6.119071044970994e-06
223,4.334976964049925e-06,4.823542930743047e-06,3.6375978796590227e-06,4.930489303994484e-06,4.6815898787999075e-06,9.26414196705257e-06,4.442322220924584e-06
224,3.0625639798407874e-06,5.410733726339745e-06,2.716697707149024e-06,1.0480731962407042e-05,4.187840796949448e-06,1.2516680733559423e-05,6.326160555936592e-06
225,1.3956388348119805e-06,3.7294124675229288e-06,3.8483016523600726e-06,8.102745593406982e-06,4.52812731204397e-06,6.878559136371895e-06,4.57381263984647e-06
226,2.3548902123773068e-06,5.915851862850872e-06,3.973160643445536e-06,1.1556181643578165e-05,3.835320033507431e-06,3.7343507078669062e-06,7.629339397282985e-06
227,5.026254552793887e-06,4.9074236788240855e-06,2.0558161911953074e-06,5.946726267806448e-06,4.428394326976683e-06,5.422747086945729e-06,4.004461658458788e-06
228,4.174351694222004e-06,3.9402806066569125e-06,2.9510027331142837e-06,5.186005726310163e-06,3.992699111990516e-06,4.8550830088445356e-06,3.6493071618382085e-06
229,2.9764460153463778e-06,3.940098841308724e-06,3.1249375214875183e-06,5.172681064845567e-06,5.280334494519533e-06,6.73097089549453e-06,4.843073062903772e-06
230,3.3147070245229826e-06,5.121096738511801e-06,3.4625661704372503e-06,5.963902981055838e-06,3.7874889562253543e-06,5.913698736340869e-06,4.435370000786918e-06
231,2.6072869909147253e-06,5.084021596389267e-06,4.2293094481983834e-06,6.811527940031207e-06,3.1248166581991288e-06,9.900096723565477e-06,5.843941646606896e-06
232,2.8700978036349524e-06,4.195551691493788e-06,2.698074749718858e-06,7.351408545340037e-06,4.174673072825733e-06,7.638568682352135e-06,3.655220913493423e-06
233,5.282221412797172e-06,6.734662207455021e-06,3.0431354167602763e-06,4.987895758044652e-06,4.8733982694107426e-06,7.273706798343868e-06,4.287207573136401e-06
234,3.424338202858506e-06,4.7821437488910094e-06,2.1683081956755687e-06,3.7816974554130348e-06,7.000895550213018e-06,5.360023019606638e-06,5.3668072507712166e-06
235,3.408388846929029e-06,5.3158993355878655e-06,2.423365244378558e-06,5.282883444710337e-06,2.8679716402474136e-06,8.540249573249985e-06,4.817228128870567e-06
236,2.2457760255584653e-06,3.2252683076376614e-06,4.117864523896412e-06,5.4845643664213545e-06,5.114172445333001e-06,9.66542439835624e-06,6.15419056745583e-06
237,3.6490231241100717e-06,3.230432425305756e-06,2.8141074024025175e-06,6.20342315292016e-06,7.051468860886186e-06,8.183646379010235e-06,6.808745922826923e-06
238,5.642385992439148e-06,4.390805128271148e-06,2.2580790230909094e-06,7.921646858703914e-06,3.868474752985562e-06,6.496317181948221e-06,6.16913529432874e-06
239,5.7424767269005054e-06,4.010929648497717e-06,1.9762903402650855e-06,3.699732888497766e-06,4.430611290829804e-06,6.419951374926846e-06,5.97613697719578e-06
240,3.8017863138885346e-06,2.9246672784559377e-06,2.812068755512889e-06,7.614981758398489e-06,6.912593082490985e-06,5.889982419857085e-06,3.641502369529135e-06
241,4.535212690763986e-06,4.166027783281237e-06,2.4354332825474436e-06,4.611627118402609e-06,5.4345011089254195e-06,5.805336032422988e-06,4.093807939133553e-06
242,4.475606063848716e-06,4.746869722357765e-06,2.326874677002461e-06,5.904445745384763e-06,4.026241061273824e-06,7.723786195493667e-06,3.8620309206111275e-06
243,5.087283771147985e-06,3.989792795193693e-06,3.2779376157147533e-06,5.788135649593184e-06,5.909704335716133e-06,3.952705281663819e-06,3.854422828164552e-06
244,4.337625867919371e-06,3.128662479356435e-06,2.1920536558001296e-06,7.2174306624045855e-06,5.370468564306509e-06,6.140545552588074e-06,3.888862484949083e-06
245,3.592637224756682e-06,4.422609787133152e-06,3.3021557632437147e-06,6.349602641526661e-06,3.1235762143391655e-06,7.0437517019144545e-06,4.480222471695051e-06
246,2.4999025539252165e-06,3.501639818889996e-06,3.773634963265715e-06,5.232069500920062e-06,4.205285343278514e-06,7.466659972833874e-06,4.510147897125956e-06
247,3.149128403043329e-06,4.154343836118767e-06,3.449054716875499e-06,7.001186547035773e-06,2.842035674132589e-06,1.165352384581431e-05,8.152246469813865e-06
248,3.653607908583157e-06,4.153951937258111e-06,2.5101181671205064e-06,7.580680406087746e-06,5.540533303105464e-06,9.881237447937339e-06,6.7747889562517425e-06
249,2.9597477556944352e-06,3.3139785095977857e-06,1.9990613206160453e-06,5.631062645695637e-06,5.091915263885941e-06,6.25464218694893e-06,6.59163036437344e-06
250,2.92835883718649e-06,3.6067538779100075e-06,2.3302520764228966e-06,6.403833104684343e-06,6.413001747116177e-06,8.052181920874324e-06,5.530419917121482e-06
251,3.6288841815200225e-06,4.234746540003234e-06,2.6599911464640133e-06,5.68106426908532e-06,3.219291546515618e-06,7.64877066627582e-06,3.745117186894061e-06
252,3.839360989881388e-06,3.154935930823664e-06,4.075987029199681e-06,6.696399470012992e-06,4.653329122575594e-06,4.9481104090792315e-06,7.238628186069922e-06
253,4.856020182130048e-06,3.938549512707163e-06,2.499390253760168e-06,5.757462832884629e-06,2.9035439376978457e-06,3.4931785497066134e-06,5.149129159771602e-06
254,3.555658577502014e-06,3.953783961224084e-06,2.2959132998423014e-06,4.008420455402956e-06,2.6244030480692296e-06,6.330359446695452e-06,7.291020368932617e-06
255,3.1242228524094845e-06,5.192943872653471e-06,2.251624305988365e-06,6.289090862915706e-06,3.82776799210261e-06,5.065157586931071e-06,7.167778827556594e-06
256,2.812360713299657e-06,4.82795049782098e-06,3.0368474288056448e-06,5.453564445417689e-06,3.6987753883670094e-06,6.5754288603053205e-06,6.5379428102166776e-06
257,4.245444070423775e-06,5.269838311729865e-06,3.0552094136220065e-06,5.237011441233163e-06,5.3588666792578e-06,5.97685644816979e-06,6.2085702249741765e-06
258,2.6694635004615387e-06,3.363019110318819e-06,3.785357834813115e-06,5.013805324205494e-06,4.199323808042707e-06,7.27175581185594e-06,6.30732773808283e-06
259,5.663182878294549e-06,3.737109822830563e-06,2.6789209526511312e-06,3.1995179744711593e-06,3.218586557003529e-06,8.145827652668704e-06,5.4363903313463364e-06
260,2.622627909206628e-06,3.8694135962323246e-06,2.775913493800375e-06,8.758022922602425e-06,4.685905851967335e-06,4.196823316996237e-06,7.309141974638484e-06
261,4.377769859452604e-06,5.555342506723699e-06,1.678662106796325e-06,3.694351251821761e-06,4.9590336577700655e-06,9.74006601661454e-06,6.037864146722476e-06
262,4.817249293869807e-06,6.057216230446778e-06,3.12230218674096e-06,6.739778573850452e-06,5.501681065270829e-06,5.521075298284803e-06,5.732507925986502e-06
263,4.1253433309889884e-06,4.525865461759918e-06,3.7243106166080045e-06,4.437509955360839e-06,3.2710216607845955e-06,5.258695269964911e-06,5.729453306359094e-06
264,4.542196770401921e-06,3.4321809326233805e-06,2.302754204927636e-06,5.816471772346195e-06,4.671584898533181e-06,3.665729376044866e-06,6.8055243470319025e-06
265,4.679957208830855e-06,4.540134694506447e-06,3.446478134489015e-06,5.51214039850962e-06,4.159674224060017e-06,4.170766109594637e-06,6.797710259309984e-06
266,2.206494943496756e-06,3.154407967677648e-06,3.1610968584719417e-06,6.634855539971954e-06,5.017448294899925e-06,8.89596034552247e-06,5.4398367459238815e-06
267,1.92332564818779e-06,3.2735623355220558e-06,3.6059107140803446e-06,5.776300799914301e-06,4.308837110919203e-06,4.571707393892982e-06,7.317199899866438e-06
268,3.2940343985627143e-06,3.416090260429196e-06,3.840815199452533e-06,5.651477257799094e-06,5.9206189234966085e-06,5.042193770659561e-06,4.1342076624377655e-06
269,3.481532162515855e-06,2.4320027764760567e-06,2.151979557684729e-06,5.561894148389773e-06,4.320893849075434e-06,4.946529221602046e-06,4.609675058232466e-06
270,4.683163007112838e-06,3.96671197695666e-06,3.233887479617496e-06,6.491637253421267e-06,4.6095519754633675e-06,5.023231442603361e-06,7.063127137743448e-06
271,2.432052772810593e-06,3.7008071770653345e-06,1.8728199797458259e-06,3.6450269698856853e-06,4.713796042398579e-06,5.492461058356313e-06,6.2679432130834e-06
272,3.2517692388307423e-06,5.003786108134006e-06,1.6491606160885282e-06,7.516868831202296e-06,3.6319382066817465e-06,3.1766518933027307e-06,8.269624431700474e-06
273,2.9996726941078354e-06,3.683262619678979e-06,1.77724107698055e-06,6.571153854562723e-06,3.1012213877313725e-06,5.767688140318341e-06,7.821483808251765e-06
274,4.445226162993104e-06,3.80962590389249e-06,1.9071784869798014e-06,6.707826530354442e-06,4.0075484560980955e-06,5.820202695732815e-06,6.639995320953551e-06
275,3.12065661297621e-06,3.8287775540373476e-06,1.3234222678610559e-06,5.269318699651804e-06,5.6077565007092445e-06,4.147857129111308e-06,7.309841321115814e-06
276,4.155928107147865e-06,3.78463498323708e-06,2.4228376224005486e-06,6.047356411007508e-06,3.96304823553914e-06,4.358209598890071e-06,4.9760437266867556e-06
277,4.337110305480693e-06,5.002244715464737e-06,1.6580847079491376e-06,8.401056487228899e-06,5.688919237495886e-06,5.714686643225075e-06,4.260519902470892e-06
278,5.285635768155885e-06,4.732265908502268e-06,2.3973469874917104e-06,4.949479871870155e-06,5.36235418530724e-06,3.0904464492641603e-06,5.17342585411849e-06
279,3.890104169901678e-06,5.214875104433665e-06,1.4295113867256557e-06,2.1243114630215188e-06,6.27660637041199e-06,6.4709988731750936e-06,3.0303533143523916e-06
280,3.896046327193449e-06,3.5059039982847734e-06,1.8376666443711985e-06,2.639999893892504e-06,4.451372410249554e-06,4.180057593927088e-06,3.141171847497176e-06
281,2.774440722105865e-06,3.5978882283502947e-06,1.6314575281030624e-06,5.285901959165839e-06,4.6949428988955e-06,3.6897420492601526e-06,6.722404422905798e-06
282,5.1656512314958516e-06,4.306251447566621e-06,1.1572094497541325e-06,2.718272291917775e-06,4.176405161063743e-06,4.92634593953048e-06,7.858895201529818e-06
283,3.973640122709187e-06,4.72789424389343e-06,1.5145293105590564e-06,4.303526686713393e-06,4.255081380441906e-06,5.087762525706093e-06,5.577129779112232e-06
284,5.244950797934379e-06,5.020313978012768e-06,4.678342396202443e-07,2.561997993380261e-06,5.1552203090203306e-06,4.3344157129752684e-06,6.458662177844192e-06
285,4.426978698188526e-06,3.6120525001286446e-06,2.3520389290126883e-06,3.4128469913517652e-06,4.5163475226865825e-06,5.798163861739005e-06,4.94397551587725e-06
286,3.7835745664790542e-06,5.3374583414343124e-06,3.5633001300159662e-06,6.0472773699593996e-06,4.164206037561616e-06,4.6832545960681325e-06,5.113708692069559e-06
287,2.972356270056741e-06,4.72081693252722e-06,1.809539224890257e-06,5.624541951762526e-06,4.5394664755582506e-06,6.932774118773392e-06,5.188412274928816e-06
288,3.062232611238157e-06,4.381438128987986e-06,2.69337084248925e-06,4.692544700436213e-06,3.954905550906402e-06,6.586502285893448e-06,5.7608220806007035e-06
289,4.4135324840237185e-06,2.9206328898916384e-06,2.8217947370538066e-06,3.258036051202042e-06,3.7399473371921817e-06,4.2156270984207015e-06,4.82960023276377e-06
290,4.1221317814734074e-06,4.164769896536615e-06,2.7854727458293007e-06,5.235623975822612e-06,4.566567556735345e-06,5.853922723090011e-06,3.717249851501015e-06
291,4.055246045170557e-06,4.953455446784867e-06,3.4378538178812796e-06,4.80652240386201e-06,4.523773726554781e-06,6.605641905199178e-06,5.343103780234814e-06
292,2.681965633633533e-06,3.012842831686197e-06,3.720915431871717e-06,3.875528984289156e-06,5.834199318586991e-06,5.22097588235406e-06,4.863823600536905e-06
293,4.816044737624915e-06,5.747276141130472e-06,2.4980278541365164e-06,4.076742770319263e-06,5.792225014498184e-06,4.600734222175285e-06,6.329446797206297e-06
294,3.7588232465315197e-06,5.814771518382438e-06,3.1490431785581646e-06,3.313019075090308e-06,4.956723348589781e-06,6.671612125714867e-06,4.211610143451897e-06
295,5.157434131988672e-06,6.227970017622904e-06,2.3190790889290824e-06,3.8130601406669726e-06,7.046872611380655e-06,6.172952759792898e-06,6.19483219168618e-06
296,3.192163663596414e-06,4.507441747656811e-06,3.18233613430507e-06,5.139323739545713e-06,5.305574376732555e-06,4.600048053207582e-06,4.159906133524675e-06
297,5.620520567126166e-06,3.9693577701141914e-06,2.9508595207072324e-06,4.816934491673059e-06,6.459844560645918e-06,7.3599992623471555e-06,5.3516183879083815e-06
298,3.1091164784061073e-06,4.843945462099416e-06,3.1350052234557203e-06,3.952720282715476e-06,4.519457926643826e-06,6.312231602899114e-06,4.551942028352559e-06
299,6.689025048612473e-06,4.613904152880818e-06,3.95776674912333e-06,1.978261231301489e-06,6.072680940431519e-06,5.631272125625643e-06,4.9267279276406804e-06
300,3.1599420306155107e-06,4.762683342810776e-06,3.2624440205233566e-06,3.418012365214798e-06,5.023835992651587e-06,5.5144822948881935e-06,5.377899024866638e-06
301,2.130756809302727e-06,5.422329481123558e-06,3.3897800574655506e-06,3.590367038444723e-06,5.269885079369597e-06,6.730549783453772e-06,3.01144418048823e-06
302,3.98442534711501e-06,4.04655606469771e-06,3.2762895382169093e-06,4.400432804458517e-06,6.275274091493271e-06,6.044505038670503e-06,4.026688629208329e-06
303,1.777857014857731e-06,4.443946654004839e-06,3.7963170766008742e-06,4.263058287319678e-06,5.095037129240815e-06,6.438867755344936e-06,5.9456665120471596e-06
304,4.26703958930835e-06,4.9320770731301245e-06,1.924479396215927e-06,3.4904212280255537e-06,4.213975453475908e-06,6.844669679498094e-06,3.962340453219389e-06
305,5.116397380290808e-06,4.087908561986808e-06,2.819813088948272e-06,4.41187550495208e-06,5.833312145275031e-06,4.8445440061377705e-06,4.198419680423259e-06
306,4.854678090252176e-06,3.5796754202119755e-06,3.558071432839761e-06,3.542494327395673e-06,2.992632811180428e-06,4.939360698629038e-06,6.4789121470947974e-06
307,4.458348475045363e-06,3.4442938855551966e-06,2.881814803919036e-06,3.827158347307086e-06,8.028855160897085e-06,5.826783357456861e-06,7.201697513317493e-06
308,5.083930478796459e-06,4.226530915653248e-06,1.3702658502913834e-06,2.326363416314728e-06,4.4877849754693146e-06,7.6034318232715366e-06,4.946412889962329e-06
309,4.791963073463282e-06,3.162108621200736e-06,4.1651570800107435e-06,4.354137507093447e-06,5.382203359828296e-06,4.688776460685789e-06,6.529221725656601e-06
310,6.0812309970632336e-06,2.3678682854569813e-06,3.0082262619856593e-06,3.2879182354896944e-06,6.865933354257056e-06,7.124896536197763e-06,5.960402074239279e-06
311,6.055785322308099e-06,3.984867517163684e-06,4.122612525806833e-06,3.9663766941270145e-06,4.667636140419553e-06,8.279320696006466e-06,6.266114965653441e-06
312,6.153761559238725e-06,4.005104672857939e-06,3.871140149171798e-06,3.349128947178343e-06,4.900577307777535e-06,4.67781531075352e-06,4.936051527615826e-06
313,6.042787855646817e-06,4.011557659385017e-06,3.245228248938527e-06,3.342635512323972e-06,4.971852933107183e-06,8.22625229777525e-06,5.401048972244294e-06
314,4.536557642806904e-06,3.3948527773285514e-06,3.32536072416188e-06,2.182514468019589e-06,2.446023762629787e-06,5.9917593356375265e-06,3.828811967096169e-06
315,5.860569324372636e-06,4.193246612766246e-06,4.379536359047017e-06,5.111119817255312e-06,6.8728892437114415e-06,7.85939933359765e-06,6.5129752121442095e-06
316,5.646942546454795e-06,4.137350150820485e-06,2.024130865783479e-06,4.862259521585305e-06,5.535750357446176e-06,6.155271921872381e-06,6.758448434480306e-06
317,5.700493795552026e-06,3.976075820034784e-06,2.606149313989085e-06,3.2949868191422032e-06,5.219948516341668e-06,4.420560492497952e-06,5.376437586452871e-06
318,6.652254054154411e-06,6.573512053368165e-06,3.3568675934628866e-06,3.5907553145324833e-06,6.6183596468731465e-06,5.594127304673591e-06,6.141446624657933e-06
319,3.973333858694841e-06,5.348644425231953e-06,4.689171967459621e-06,4.712552713358426e-06,4.36148395932233e-06,6.442861373450302e-06,4.4445601226277325e-06
320,3.632075539214276e-06,3.922893617602556e-06,3.944111587737189e-06,2.222919184697159e-06,3.4086872836176562e-06,6.79141377194666e-06,6.797379880031428e-06
321,5.725064869273951e-06,3.881023596232714e-06,2.3383558532948485e-06,2.1098793942470345e-06,5.351392078833943e-06,6.628819280301386e-06,4.768057789630497e-06
322,6.070334754924145e-06,4.8713933219479225e-06,3.606068321909048e-06,2.857847431082036e-06,3.903343375874975e-06,5.67509287369119e-06,4.271330865884862e-06
323,3.102663532062331e-06,3.3832601849715767e-06,1.8563987515242557e-06,3.277252734225427e-06,4.599747291085062e-06,4.2435085565230685e-06,4.804540346308614e-06
324,3.893233800998448e-06,2.712006454901668e-06,3.672217993740779e-06,3.240746153878999e-06,3.064775298826017e-06,7.522211697777025e-06,3.7043141457292914e-06
325,4.794681941135784e-06,3.7386879664523584e-06,3.217680010342734e-06,2.7595631004120805e-06,5.073388975202885e-06,5.875434843490626e-06,2.6903726820112464e-06
326,4.331755773155064e-06,2.94061034419116e-06,3.811477487715742e-06,4.678338080563358e-06,3.6766010927217244e-06,4.826723595288481e-06,3.392274201190692e-06
327,2.894230434721725e-06,3.726445872977058e-06,3.4408544275249414e-06,4.339465144788245e-06,7.296777357954697e-06,5.107819446075782e-06,3.623209088673245e-06
328,5.81964029273568e-06,3.2395588711879823e-06,4.387262636322421e-06,2.96849636009879e-06,4.764921746201061e-06,6.412339438182854e-06,3.5413777723577392e-06
329,2.5008653020111433e-06,3.653745658823733e-06,3.061916762688768e-06,2.732581259997848e-06,4.383486446186402e-06,5.799442215833313e-06,4.507427128638663e-06
330,4.419612836722293e-06,3.6900691398725735e-06,2.6542355907800857e-06,3.6124572933762073e-06,3.1446494181280306e-06,5.362550138202814e-06,3.710592509630552e-06
331,1.8564317360848452e-06,3.3215350728906916e-06,3.840834229581939e-06,2.838985201312439e-06,6.733190853486067e-06,5.856954275206025e-06,4.358743894795703e-06
332,4.483938083928669e-06,4.4700148547894104e-06,2.5610334276072726e-06,3.65793811652172e-06,2.8080919503076916e-06,8.1474758694739e-06,4.5740329837997106e-06
333,4.528796391886046e-06,3.994899815271794e-06,3.342769229987828e-06,3.0074837132770794e-06,4.924523186420355e-06,4.947868760339765e-06,3.911613460764598e-06
334,9.059462296455314e-07,4.9664593346968835e-06,2.9462806708095725e-06,2.259765035035631e-06,2.127784258887825e-06,8.209874746523856e-06,2.5137322802197614e-06
335,2.458373812553566e-06,4.572157369396551e-06,3.450208761910531e-06,2.9457243582945486e-06,5.209442514238184e-06,5.304030915833155e-06,4.3305958746652704e-06
336,3.1890947652093858e-06,2.2605193834993648e-06,3.5175778058096024e-06,5.243435888437687e-06,1.8489612416136516e-06,5.408781230329164e-06,5.5743908124108555e-06
337,3.1122767558760653e-06,5.358075068302564e-06,1.6702073264557124e-06,3.5667966530588327e-06,3.1096289191437366e-06,8.497679478949553e-06,4.17312745553189e-06
338,4.649251720935655e-06,2.8342181660902797e-06,3.7853052701875634e-06,5.165372962755225e-06,3.843667115465261e-06,4.852652986950993e-06,4.143529596021439e-06
339,3.4200446080939363e-06,4.0296820959793925e-06,2.930547871075285e-06,4.074749291537488e-06,2.5534120080931206e-06,7.0628520614265465e-06,6.626805358108093e-06
340,2.810767471103115e-06,2.725464641270311e-06,2.9778918321786993e-06,3.0351384438039903e-06,1.3365498099875146e-06,6.550099018129769e-06,2.19806691898576e-06
341,4.538285722259965e-06,2.2746902617690552e-06,3.4606414887093648e-06,2.021235918835165e-06,6.100957145133229e-06,6.603560543891583e-06,5.690481491739226e-06
