,diffLr0,diffLr1,diffLr2
52,5.636252525809042e-06,3.472637478990165e-06,1.1234531342552887e-05
53,4.025984468043564e-06,3.6115257788618105e-06,7.152181450290268e-06
54,4.267954925080114e-06,3.4326486515654813e-06,9.866219547292886e-06
55,6.740604177817869e-06,5.024939550708579e-06,9.276762399625345e-06
56,8.061728301055517e-06,3.2136632978430845e-06,1.0198704820993422e-05
57,6.6322163136423474e-06,4.199417059330252e-06,7.257323706192167e-06
58,6.086939975704105e-06,6.746771700029768e-06,1.0661967326663749e-05
59,4.843739441821971e-06,4.884082494964843e-06,1.1137013904023727e-05
60,7.772531739155184e-06,4.27533342651807e-06,1.0127693097142243e-05
61,1.3991736054111907e-05,4.335171802570764e-06,9.153749346970547e-06
62,6.9774327225511874e-06,4.679715802163797e-06,7.936874674920796e-06
63,3.86260297590075e-06,4.386261550496186e-06,4.168413320618176e-06
64,4.45790870569681e-06,3.148006579250624e-06,8.098972074311923e-06
65,1.3575849522472306e-05,5.1017451476991175e-06,6.560247966925307e-06
66,6.837740760091407e-06,4.335791234625816e-06,2.04954091089307e-06
67,7.1748807794774364e-06,5.460150608282969e-06,7.232354164371391e-06
68,4.344301160749958e-06,4.272956477898849e-06,4.75375821316157e-06
69,2.7924406467127282e-06,5.15461097538479e-06,6.316033655207093e-06
70,5.180227161727508e-06,5.562855902183517e-06,8.685318760818663e-06
71,5.3167427359107705e-06,4.733175864069906e-06,4.9940576411983134e-06
72,7.411336270162197e-06,4.961757553770152e-06,5.2341413022372096e-06
73,-1.94077265271311e-08,5.223242499334089e-06,6.4962859669941195e-06
74,4.296024684603474e-06,5.24250707742481e-06,3.944048601364248e-06
75,5.2020579504964865e-06,4.164998915289486e-06,1.8427349885621533e-06
76,6.23155711432113e-06,4.699280737956252e-06,4.9512736308568515e-06
77,6.053461327442404e-06,4.615112127902072e-06,4.88011416527743e-06
78,3.923110817805812e-06,3.2659088126678424e-06,3.918054743429081e-06
79,3.890858166775207e-06,6.159387881602849e-06,8.342197039063143e-06
80,4.584562144470925e-06,4.664568719232942e-06,4.9618516149294636e-06
81,5.6690287870304235e-06,4.388732348850184e-06,4.317285663882692e-06
82,4.967556411087432e-06,3.8569764016642804e-06,4.3548850755550935e-06
83,6.824965464177503e-06,3.1023802725004975e-06,5.722494883801906e-06
84,5.366252591296462e-06,2.4915330665347925e-06,3.4223144481667377e-06
85,3.837707653380949e-06,6.391705443174972e-06,5.310863689765106e-06
86,6.896999462845412e-06,4.952536241555079e-06,3.914663025236817e-06
87,8.329326876739805e-06,5.616478829062138e-06,4.792146981573487e-06
88,3.847837556049217e-06,4.470442183986383e-06,5.589498892019373e-06
89,7.660337564067161e-06,4.171782994310801e-06,6.2762018474759035e-06
90,1.1202166008151841e-05,4.496045069680881e-06,4.733609096902651e-06
91,8.30436783747375e-06,4.606295624396829e-06,5.397513465948378e-06
92,3.7789767626950913e-06,4.07032459025259e-06,5.8216059948839736e-06
93,7.797972666814154e-06,5.554382724435673e-06,3.1350822235706625e-06
94,7.695340306521998e-06,4.657671198408305e-06,3.881714783629584e-06
95,5.320830254927769e-06,3.672454373395166e-06,5.080180682149869e-06
96,5.04453180732128e-06,4.302512124617399e-06,6.61819585005601e-06
97,6.695116564431636e-06,4.085690217107259e-06,3.375074938601868e-06
98,3.785128574656195e-06,4.174548007671112e-06,6.168263552260374e-06
99,4.013615465129782e-06,2.901363384276033e-06,5.862685356480111e-06
100,7.009604249726999e-06,5.187987410951366e-06,6.473739890729311e-06
101,6.177121793735206e-06,3.2647586834729965e-06,7.004791695181097e-06
102,6.156707265378274e-06,4.4745213596916805e-06,5.302007202195826e-06
103,6.838290727218224e-06,3.6050120216251955e-06,4.266325643418312e-06
104,1.0067757484066501e-05,2.9531274636457914e-06,4.864773537011793e-06
105,7.726831927527203e-06,4.087146060445504e-06,6.354399515330597e-06
106,5.910154743839696e-06,2.5183096731490006e-06,3.1250937706234434e-06
107,1.299633803597256e-05,4.313905126558108e-06,5.511627982527142e-06
108,1.3637498100703607e-05,3.3164693800877922e-06,4.406263296389365e-06
109,9.799821222330648e-06,6.083145311599116e-06,5.623797230306031e-06
110,8.770198268333692e-06,2.582334061334093e-06,4.866846380543778e-06
111,1.147993747970947e-05,4.148862354752343e-06,4.851959705196999e-06
112,1.077825453310271e-05,4.435216384838469e-06,7.387020287185447e-06
113,1.373196964131432e-05,4.479201936120571e-06,5.412203338599896e-06
114,7.333825285968429e-06,3.983228943304633e-06,4.491635577797869e-06
115,3.409374677768609e-06,4.563582291544506e-06,6.469188583284036e-06
116,4.736315188032746e-06,2.669513650093538e-06,8.250025570026908e-06
117,4.408653387016264e-06,3.2380279825608313e-06,5.47983126283896e-06
118,3.4036992492636393e-06,2.859247378429159e-06,5.459867633953354e-06
119,6.353930859683417e-06,2.208235344452648e-06,4.4362999402345735e-06
120,5.186388761021585e-06,3.519927303566677e-06,3.6161006082191423e-06
121,2.5897582172278355e-06,2.6906451129217886e-06,6.8152985321388625e-06
122,4.25500001005264e-06,2.845936792809955e-06,4.38895389459992e-06
123,6.316484077949172e-06,4.508230425623921e-06,4.448878143757145e-06
124,2.211332196181315e-06,2.2731456313079684e-06,5.235179264196093e-06
125,3.4449909371849248e-06,4.588475590456551e-06,7.898341158165186e-06
126,4.895537776035989e-06,5.149458331250378e-06,3.4526390955691424e-06
127,3.842456622575502e-06,4.177950683807765e-06,7.113111096846781e-06
128,4.588336920142387e-06,2.510865117914794e-06,4.857958653166725e-06
129,4.093099525640372e-06,2.3328860492697946e-06,5.290665832712254e-06
130,1.6685985767423248e-06,3.7475445823038653e-06,3.691601909240046e-06
131,2.385718165139351e-06,2.414065422594196e-06,5.714444719180731e-06
132,3.2989358632209503e-06,2.9132728883542673e-06,6.605479346285574e-06
133,3.761308248272312e-06,2.5671664686580236e-06,3.386210325751719e-06
134,6.120933688812599e-06,3.990852279113668e-06,4.521010558561296e-06
135,4.043208197306042e-06,3.871617043020937e-06,5.3285406491605825e-06
136,6.32507710492459e-06,4.744376317686767e-06,5.771703695398249e-06
137,3.952055999603305e-06,4.251729442907016e-06,4.49107378601781e-06
138,4.133041436007581e-06,3.676604842969484e-06,4.653454534878381e-06
139,3.7410223167189348e-06,4.804170767155091e-06,5.6937918378274025e-06
140,4.287458610893416e-06,4.276150112950346e-06,7.395509525364253e-06
141,4.369280075053106e-06,4.4550308393857315e-06,4.462071602377007e-06
142,4.049921049480413e-06,4.779107819818548e-06,4.4087573852043255e-06
143,4.157722775356521e-06,5.154494573509586e-06,5.451634235769945e-06
144,6.2380972361464835e-06,4.895087856849445e-06,4.922540634346346e-06
145,7.662995174213766e-06,4.654667696083466e-06,4.841804551828797e-06
146,6.368740233216755e-06,5.839768894917743e-06,5.0426479052978255e-06
147,6.867584919184393e-06,5.218329652659079e-06,5.2378606110446715e-06
148,6.2214434863448e-06,7.83840475115844e-06,4.9181851057146835e-06
149,5.917509407101432e-06,7.04442946971179e-06,4.490400291047784e-06
150,4.616948273325147e-06,4.221190093539533e-06,5.031896441442662e-06
151,3.090048583063683e-06,7.012799915752153e-06,5.1502816575389776e-06
152,6.483632923241891e-06,5.755367083647567e-06,4.714778042684835e-06
153,6.699040790965394e-06,9.219459533476858e-06,3.5326679602670736e-06
154,4.89880744566051e-06,4.8783717999875e-06,3.779639456352508e-06
155,5.959675322740728e-06,5.283256408070271e-06,4.4683734916611625e-06
156,9.194200802061208e-06,2.738998167613211e-06,5.230807701223178e-06
157,7.1579004966434695e-06,2.083752005110061e-06,6.0973904988257744e-06
158,5.901375358280452e-06,4.229946962087144e-06,5.510539712801989e-06
159,3.642337120134594e-06,3.795866277238723e-06,4.152781153908092e-06
160,3.9462796388351235e-06,4.047331993446615e-06,4.832389558900951e-06
161,5.9829013349976345e-06,2.728418729980633e-06,3.443825745330654e-06
162,-5.68089433772659e-09,2.1073440876323974e-06,4.5161853719081485e-06
163,4.168748372442902e-06,1.7166646403488574e-06,3.263633373800941e-06
164,5.262458255351122e-06,4.438751510627139e-06,5.870939113384323e-06
165,3.1830957368212694e-06,4.00481850237175e-06,2.509866102732939e-06
166,3.3001716818028604e-06,3.0415490030995382e-06,4.323466067658707e-06
167,5.165653918958418e-06,1.1188808669006127e-06,3.445860599602964e-06
168,4.734921897423629e-06,4.558453909241668e-06,3.66636980640101e-06
169,4.819363792197576e-06,3.6734885194502417e-06,5.1580296070580894e-06
170,4.576527737825494e-06,6.297900329947398e-06,3.949830328602851e-06
171,2.183358454216723e-06,2.4698975090556124e-06,4.521878551883122e-06
172,1.673724155530751e-06,1.7507473590344098e-06,4.122488059996437e-06
173,4.275773420636033e-06,2.2949681786910247e-06,4.552567060622398e-06
174,4.487876645808106e-06,2.5359465317382024e-06,5.006159207961399e-06
175,4.44998631991681e-06,2.7622863848422438e-06,4.564175141545869e-06
176,3.4143688067728926e-06,1.7275567305456029e-06,4.751903966077888e-06
177,3.2092936310176227e-06,3.878027252551697e-06,3.936739713685324e-06
178,1.7586453301882906e-06,2.7231423634691303e-06,2.878237356603172e-06
179,2.715644997775371e-06,3.5344450616604247e-06,5.848973400965618e-06
180,4.350112906242123e-06,3.4490921990876174e-06,3.864203206970321e-06
181,2.460153898026552e-06,1.1998107791651839e-06,4.177837405635924e-06
182,3.888139038137953e-06,3.7289703348452685e-06,5.776739028896158e-06
183,3.1763096835179904e-06,1.2142147190878376e-06,3.496317332173972e-06
184,3.3471529046413134e-06,2.2218822740577796e-06,4.196425604650034e-06
185,4.406370618065149e-06,2.1031858266699286e-06,5.311028599114996e-06
186,3.931316103387609e-06,2.280106010502535e-06,4.479921187282085e-06
187,4.991761577760535e-06,9.105564678957572e-07,5.697173652182735e-06
188,3.885873734937728e-06,2.6122465678249125e-06,4.263647114750035e-06
189,2.9381836158811985e-06,2.2081630128104894e-06,6.296382779662222e-06
190,3.834130332673738e-06,3.037449519326188e-06,4.767607241303285e-06
191,3.829783842989852e-06,4.767546652823905e-06,3.9230516379429005e-06
192,3.173323664954369e-06,4.791920865712756e-06,3.7690385444206525e-06
193,3.783213379847138e-06,3.1841625127627247e-06,3.377466658047207e-06
194,3.2166127667007374e-06,1.6163138248591492e-06,3.970596954101036e-06
195,2.7244795103762837e-06,1.4972129371540868e-06,2.8721880995332745e-06
196,2.934301303473095e-06,2.4933814948390722e-06,4.205742032003561e-06
197,3.5771047556106883e-06,2.5800221315770494e-06,3.0675338308009187e-06
198,4.585443298188888e-06,3.7056495585658283e-06,3.424787006468507e-06
199,4.491548556948968e-06,8.305595249606474e-07,4.578863759532578e-06
200,3.604447846985315e-06,2.394978953965733e-06,2.9225091647466657e-06
201,3.959351079661154e-06,1.6941619694235743e-06,2.5090675909132766e-06
202,3.398698033312039e-06,3.0733656990871854e-06,4.0078516210906435e-06
203,3.12000305217864e-06,5.268146010942049e-06,2.58460764333899e-06
204,3.921756178092026e-06,1.7307622913971781e-06,2.102597918647368e-06
205,3.5068578685459194e-06,2.343746950812433e-06,4.063830373799949e-06
206,3.6972200804193477e-06,1.3204911788871555e-06,2.1270185889463325e-06
207,1.5340295450433926e-06,3.893534118538037e-06,3.6500754245889833e-06
208,2.2034846899655633e-06,2.4045045480863376e-06,1.5777722995811044e-06
209,3.836965466868938e-06,3.456677746966638e-06,4.1333910663662635e-06
210,3.513146900761626e-06,2.6036235541059414e-06,3.6821388752435037e-06
211,2.995962089489442e-06,2.056366901978137e-06,3.7850473314792902e-06
212,2.3270721736014496e-06,3.4779956304948756e-06,3.731831874663407e-06
213,3.4885827452731316e-06,2.1734417173814357e-06,2.824483067862971e-06
214,3.831728537097396e-06,2.1127428256516495e-06,2.8561768418045924e-06
215,4.504109433434236e-06,2.7424751932734355e-06,3.8555249478848756e-06
216,2.451624105018209e-06,2.654559038530998e-06,3.2834421464199293e-06
217,4.535955723927385e-06,2.7992679954072235e-06,3.7542479932191e-06
218,3.441426352541581e-06,2.7092006994769045e-06,3.2276553592975593e-06
219,4.152293632413155e-06,4.538096034256629e-06,2.6271845142727916e-06
220,4.50214926787757e-06,2.4918255818689406e-06,3.6368576342939587e-06
221,2.347414015089896e-06,3.536910310662232e-06,3.6602243925903876e-06
222,2.9652428970916745e-06,1.5949974438989748e-06,4.198306217169002e-06
223,4.3039221562635246e-06,2.757228063526217e-06,2.578527515459771e-06
224,4.359406188707448e-06,2.7457080661225344e-06,5.511051091715271e-06
225,4.296178336160787e-06,2.9423635028899995e-06,3.5062475869098955e-06
226,3.4490333448060782e-06,2.95570550397599e-06,2.267731761106387e-06
227,3.5218163210067874e-06,1.20155698006326e-06,4.3519658967266145e-06
228,4.5266807470821494e-06,2.9053428332311652e-06,2.450746512372612e-06
229,4.15321947253034e-06,2.1010191591668795e-06,1.6850748042951616e-06
230,3.675519823335361e-06,1.2119692943384326e-06,3.1710067672293637e-06
231,3.4613199232769465e-06,2.352067292072586e-06,3.259254334659009e-06
232,3.6588820747203014e-06,1.3609998582862225e-06,2.5392398465178985e-06
233,2.557008452810282e-06,2.1607167926147226e-06,3.165794600263345e-06
234,3.8044104122067858e-06,1.407763355113893e-06,1.6923278463647314e-06
235,4.848345893975822e-06,2.2310289339687204e-06,3.086172557129542e-06
236,5.0579694540908e-06,1.9416984403294355e-06,3.574905487426858e-06
237,5.512316972129902e-06,2.0246763982300266e-06,4.964237686950036e-06
238,5.732593636986953e-06,1.8830223149347448e-06,2.044064551336416e-06
239,5.393196405343831e-06,1.0562604307762136e-06,2.0446748121377515e-06
240,7.580140532438204e-06,2.264713515333425e-06,1.8219916737493098e-06
241,7.706287718329185e-06,2.60090918115615e-06,1.51849629314919e-06
242,5.453798793777365e-06,1.5666361878764178e-06,2.5489979196041325e-06
243,8.224206684617357e-06,2.070427163541824e-06,1.6419486087357066e-06
244,6.417072683786578e-06,2.497345185962644e-06,9.452779389902038e-07
245,7.519564875996068e-06,2.2996105646851266e-06,3.5623272301428107e-06
246,7.791919316609328e-06,2.4869042201030953e-06,1.6259567706377856e-06
247,8.983364082949343e-06,2.1906766278082974e-06,1.460597496806991e-06
248,6.432408338430953e-06,2.4435287347302396e-06,2.9510411715223417e-06
249,9.760285724143318e-06,4.075373982835927e-06,2.3010768456131503e-06
250,6.8214643374770375e-06,1.8818298785738111e-06,2.3229454348557143e-06
251,7.855079435345466e-06,1.5195561565417237e-06,1.0694225153474092e-06
252,1.0177737145095743e-05,1.6888882166447836e-06,2.5819853570929912e-06
253,1.0207984095079947e-05,1.3526588128888483e-06,3.1655777890644186e-06
254,8.200083632498055e-06,1.3071142550636002e-06,2.2103795427035017e-06
255,7.244597007338163e-06,1.7159423471955032e-06,4.68813368061232e-06
256,9.111797873163681e-06,1.880719760201708e-06,1.2251030701808647e-06
257,1.1432698517418718e-05,2.02011352480661e-06,4.300045048833866e-06
258,1.0764135564177236e-05,2.36872863644718e-06,2.4842099071480596e-06
259,7.913129420155896e-06,1.7154566389097002e-06,2.0811946005109065e-06
260,6.83288960028711e-06,2.650491171552793e-06,2.1351812297073584e-06
261,5.78073767313422e-06,3.364690313272914e-06,2.7242004347305255e-06
262,6.605685934665962e-06,2.5992711060768054e-06,2.3263270001107912e-06
263,4.55918509013131e-06,1.8633443346766193e-06,3.801884569446587e-06
264,6.735643331565551e-06,3.186835952542187e-06,2.711548951977288e-06
265,4.314510614673683e-06,2.5115794235778156e-06,1.8696875078861576e-06
266,9.661813759728924e-06,1.920886263429285e-06,2.871756068454158e-06
267,9.573777751116092e-06,2.2892608675768996e-06,3.600990705226544e-06
268,2.462149840444373e-06,2.086670034180442e-06,3.015220705185375e-06
269,7.834701890954654e-06,2.6157411167399712e-06,3.1865402165538703e-06
270,5.1239649335495365e-06,3.148159803685623e-06,3.3614528226317736e-06
271,7.423403466443669e-06,2.2992141092601833e-06,2.482399797007259e-06
272,5.580234458768158e-06,2.940978131044641e-06,3.722717583836413e-06
273,3.4652416550502997e-06,9.289762071646927e-07,2.690602947350035e-06
274,4.700290875358687e-06,1.7295005330350405e-06,3.6125056230065432e-06
275,5.686911021828952e-06,2.6182461146682734e-06,3.548261957907909e-06
276,4.660440573835855e-06,1.984343387154353e-06,3.493875665993292e-06
277,2.4642447317460325e-06,2.509960999349198e-06,3.0793590135590294e-06
278,3.2408300196840614e-06,2.30496845758346e-06,3.79240129927542e-06
279,3.278241377965026e-06,2.237236525949389e-06,2.950780397262637e-06
280,3.608330480004292e-06,2.193657346823104e-06,3.00657622655077e-06
281,2.049713789021263e-06,2.063007819331433e-06,2.647603456626696e-06
282,3.385511008794862e-06,2.280791718685493e-06,3.4958303263353947e-06
283,9.466550216184052e-07,2.1643973876493176e-06,4.558419670079178e-06
284,3.77103901361082e-06,3.1366652715614184e-06,2.842143113691616e-06
285,5.824967360237592e-07,1.7866292516229829e-06,3.078354870500949e-06
286,3.8127114426070733e-06,1.9357264407642026e-06,3.575653974877797e-06
287,1.704351883377727e-06,1.210967584350349e-06,1.6191452025684092e-06
288,4.542021411389565e-06,1.6800176773778712e-06,4.236553959647242e-06
289,2.6007585895692114e-06,2.0192902433066943e-06,4.078767727809537e-06
290,5.206925342514687e-06,1.8657418876483002e-06,3.2265460548264974e-06
291,3.592172289171174e-06,1.0743427352421283e-06,2.6950933651047917e-06
292,3.2429038650619247e-06,1.2977992169888142e-06,4.384163650856577e-06
293,2.1306770779571417e-06,2.0728293526504557e-06,3.8251726311554066e-06
294,4.821450715038522e-07,2.21469911414117e-06,3.993186590754133e-06
295,2.2323341046154074e-06,2.1394641729283613e-06,3.162540664886003e-06
296,3.33358330585986e-06,8.972057511712149e-07,3.8749557270762425e-06
297,2.985322398264514e-06,8.687528110178318e-07,3.4949475539705467e-06
298,4.816243678302379e-06,1.4868977773610054e-06,3.857462612783412e-06
299,5.751421670981371e-06,1.3295860352254228e-06,3.470415800938024e-06
300,3.991603443229761e-06,9.944485065710859e-07,4.656761241214241e-06
301,3.973638963774283e-06,1.5781605174636584e-06,4.510605811971852e-06
302,2.869338876513244e-06,8.012289643900609e-07,5.4473862268252e-06
303,6.178707449490963e-06,1.7976698914420376e-06,3.900066997831162e-06
304,2.7275219652904363e-06,3.765221396491662e-06,4.583969990987583e-06
305,4.4753075037833005e-06,1.8389120370580076e-06,2.705018721312447e-06
306,4.881286260977752e-06,1.5878939053962953e-06,4.4892655237755255e-06
307,3.0715087988224843e-06,3.1216027090764806e-06,3.2436389887729554e-06
308,3.7725854165947236e-06,2.3933510909002466e-06,2.7739907265226067e-06
309,3.673298788415785e-06,2.6593840149393724e-06,2.4012569187503615e-06
310,2.5035543491057863e-06,2.838258360974509e-06,3.551116151851862e-06
311,4.23380008400069e-06,2.9099240994472878e-06,4.247175889298271e-06
312,2.776412559795538e-06,3.3766766410954925e-06,4.045596941644787e-06
313,3.4144278223011018e-06,2.076173263496453e-06,4.270802264830496e-06
314,3.1738769012385628e-06,2.9823759448257305e-06,3.848192913287339e-06
315,2.8709902230542477e-06,2.0809363889707617e-06,3.72195433894258e-06
316,3.3881395537819707e-06,3.4194517749964036e-06,4.357175856589557e-06
317,3.2693535229310397e-06,2.0064446345941257e-06,3.228804129126756e-06
318,3.7678551986866022e-06,2.0323821306748756e-06,3.4064460396873964e-06
319,3.980281684599544e-06,1.8224579027056715e-06,2.3280497165754915e-06
320,3.697611066066484e-06,1.9945239985734863e-06,4.172078554279611e-06
321,3.477957798114195e-06,2.6051597537880626e-06,1.9370377478733067e-06
322,3.62939093378579e-06,2.171516430331072e-06,2.9754222023001654e-06
323,3.608692880491467e-06,2.23818728790168e-06,4.577030232079053e-06
324,5.331825628635711e-06,2.5664030284661905e-06,2.6168442064336196e-06
325,3.890961347667694e-06,3.2027235231170703e-06,5.0224241344251335e-06
326,3.498269451731261e-06,2.7074131376035506e-06,3.40946885101381e-06
327,2.4397434067527754e-06,2.0849609505288543e-06,4.493581486022163e-06
328,3.657108212270076e-06,1.4605716896956819e-06,3.4549089170369406e-06
329,3.916567990420525e-06,2.9072826825076905e-06,3.2971310295590697e-06
330,3.9296865730267494e-06,1.422150601531869e-06,5.272407400701632e-06
331,3.559082799288059e-06,2.1819907690668503e-06,3.842652340774874e-06
332,4.214145462856018e-06,1.880768149490298e-06,3.3695641913148507e-06
333,2.9971013239185546e-06,1.3440240288405973e-06,2.193913286400836e-06
334,4.1422334210448274e-06,2.3435263992176716e-07,3.6405562854326475e-06
335,3.752233994158841e-06,1.7397272581472258e-06,2.9591499215741023e-06
336,2.839064266317384e-06,9.065111397307802e-07,2.6116706431568945e-06
337,2.3939490932086816e-06,1.6134047202891036e-06,3.556904641042533e-06
338,3.146265980743729e-06,2.1595160938952313e-06,4.002471448213578e-06
339,2.4982421453745143e-06,1.7749757047641689e-06,3.1451246697314055e-06
340,2.7047053381320895e-06,3.4389093116940116e-06,3.4831954130439044e-06
341,3.2656634216296806e-06,1.8498658561486607e-06,3.948825073999875e-06
342,2.211527043421987e-06,1.1324055882921191e-06,2.4794277698097023e-06
343,3.520269296026929e-06,2.533239372392145e-06,2.76341399659098e-06
344,1.8899208519370897e-06,1.1981274146628022e-06,4.253244960429643e-06
345,2.5908409791601883e-06,1.8836812021780921e-06,3.716062820869361e-06
346,2.6204978419853452e-06,1.5589224008150324e-06,3.4777264984493535e-06
347,2.7968451701774295e-06,1.944445440369445e-06,4.04183170256852e-06
348,2.6405196404729316e-06,2.6616700219712396e-06,2.0796023115897246e-06
349,1.4523115413478327e-06,2.554988765023653e-06,2.8737796954098784e-06
350,2.062223380127656e-06,2.7579938202140572e-06,3.5178769441224768e-06
351,1.5992208536306537e-06,1.9451787994229815e-06,4.2279043327831665e-06
352,1.1306041985674515e-06,1.7938472639960977e-06,2.631461073411989e-06
353,1.9311202530160095e-06,1.7964290540178461e-06,3.971401900969349e-06
354,2.013628909138935e-06,2.1888611082322063e-06,3.182239511291834e-06
355,2.1849128320796736e-06,3.1206541009191586e-06,4.6438888584853445e-06
356,2.626926491298807e-06,2.2076290539695746e-06,3.434684906148553e-06
357,2.686325129529594e-06,2.729272120416405e-06,3.7057296181955863e-06
358,2.4175267026015177e-06,2.0521043541669596e-06,3.5408751291850455e-06
359,2.725382305069587e-06,2.175514096776546e-06,3.845172007284311e-06
360,2.4004501091941098e-06,2.667362315263147e-06,4.315517980812005e-06
361,2.389582269441277e-06,2.5506807190102157e-06,5.605408411656048e-06
362,2.1901030383676604e-06,2.1926261274906955e-06,3.2918368512962438e-06
363,2.3438245375335883e-06,1.508253220201993e-06,1.3779297497053351e-06
364,2.6034148215466698e-06,2.4740940431818375e-06,2.997952827158283e-06
365,3.0888101102631727e-06,2.8953741471490204e-06,2.6633255048995525e-06
366,3.4715147566032783e-06,2.3709203716686024e-06,1.1258956883678898e-06
367,2.7986868318534392e-06,2.474930131540381e-06,2.72338165939409e-06
368,2.9341461039582514e-06,2.7518116699137926e-06,3.7030223377275187e-06
369,2.3141414436983915e-06,3.0255714895009566e-06,4.764294740230429e-06
370,2.1274371775378437e-06,2.4154715030400368e-06,3.055048678543782e-06
371,3.0212750507880965e-06,2.9163899403279505e-06,1.8045943322519104e-06
372,2.794067895636484e-06,2.5199452481251936e-06,2.74217281908399e-06
373,2.7737731641520217e-06,1.9517021076973123e-06,2.9384578196301966e-06
374,3.7063407044977304e-06,2.59005356635789e-06,3.701483355324325e-06
375,3.444212776116546e-06,2.8873570477146678e-06,5.334428327647639e-06
376,2.9140278890720044e-06,1.846019318991158e-06,2.906597110002131e-06
377,2.553753919679345e-06,2.296028236205433e-06,3.901757240901443e-06
378,2.39972328922694e-06,3.3123125680499537e-06,2.6073838561138346e-06
379,3.180069719921825e-06,2.942624310034034e-06,3.336369805876343e-06
380,1.2788393645189216e-06,3.304390039504628e-06,3.2765574434223382e-06
381,3.550415904754749e-06,2.351464575695757e-06,3.3715098962448647e-06
382,3.6802738816305188e-06,2.719958552354493e-06,3.320821747653301e-06
383,3.2421669730177708e-06,2.443263782063606e-06,3.477083714205398e-06
384,2.1990223671059413e-06,2.1915442979649016e-06,3.2425095620880665e-06
