variancceSgd3,variancceSgd4,variancceSgd5,variancceSgd6,variancceSgd7,variancceSgd8,variancceSgd9
3122907.541084665,1909874.8456156107,7127638.538310621,1921319.1051206412,1841133.2539009147,1407955.0738894707,2119300.0668185977
2796021.9691687985,2258942.631850797,6635060.361122177,1278352.8073342652,3000902.4628351205,857088.4272394138,2690071.720982659
2565951.4041840453,1680246.8193996598,4568068.648807216,2784320.510447396,1889034.2213290273,2201403.105999156,2646047.9127555834
4325132.460511267,2760906.487304028,6754139.27791598,2194459.0537209725,2363215.4031018373,988309.3036120748,3096182.872498692
3140164.614880463,2980642.886635531,4970147.2889848985,1645607.8630000297,2922080.5611364106,1216769.396664021,2352147.4933627783
5394378.296739691,3360778.0512881614,7243802.940497622,1999634.698441849,2776602.611133875,1411064.5592233492,3471403.56296475
5321601.183472026,2173145.7802195703,4654477.176087139,1049971.0892746411,3289756.9488840625,848701.4544176544,1386949.9598220661
2116388.1197213395,2678963.1746747335,4702790.710738952,1516961.7530802097,2001482.5550690643,843768.6310250903,1768422.345987138
4207987.081904581,2180932.673312541,5773229.834437535,1337440.1288488037,2636082.923712725,1197739.1626045194,1818874.0040896393
4140613.797598689,3062230.5607927064,5613099.944258789,1397843.146677413,1352075.3497432505,1518501.2468740465,2193760.4523446625
3070856.5345261265,3091886.522883159,6199805.443593079,1859750.331466402,2949293.0340635814,1507291.8917198693,2127463.692933212
3369583.3032098757,3251361.227119612,3851879.305027726,1713887.7475342173,2802209.337065953,1937626.5351745272,1513475.3496009272
1861328.790021989,4168837.3928119997,4377646.533085472,1469701.6173591516,2576636.715325869,1943586.2287063668,2848136.4772678483
3878919.5708676325,2874103.068888273,7001654.002407507,1606823.7330213676,3607279.946603274,1547613.4752091926,1836070.653507849
4586568.1238683155,3000760.4440472256,5428566.310456619,1665426.610278565,3734030.820321428,2091809.1783085496,1469457.4676823567
4941320.9372253055,3936194.477490365,3957546.0561205363,2342055.3948677615,2758416.069895204,1387047.7318103092,1912321.1131187528
3457745.0775539456,2167397.394861758,6235525.017785559,1812892.5864744275,1908634.1015623945,1796824.744605305,1612901.927052111
4061443.525924149,2991947.7475207867,4236366.777080121,2369972.3467933284,3353390.7708221283,1338077.6440124875,1648774.8289874494
3513378.1073355796,2858867.6522967806,5028435.989034269,3336730.0570109086,4101566.802966909,1458628.0937189483,2473687.4918626933
6237584.838021176,3132955.0846237554,4748701.4148179935,1149238.3871581904,2550163.5526468926,2026627.711161427,1736142.2473209626
2914107.052044306,3023673.3624785594,7074270.32579237,2665289.1525269505,3429380.879390328,1162956.4445562921,1678440.6787986218
2239193.3511366034,2116882.1075416766,4326693.941808939,1213071.3614533944,2377539.642693878,1838530.4269770316,2091331.8677946667
2690505.483590294,3219101.5021044603,3004051.030968267,1758103.0738219728,3210097.743919002,1783687.8106912742,2696912.9506117636
2684569.7687185816,3621393.0289191674,3855605.4556510723,2036746.9122818375,2671501.1997652897,2112393.629916542,2207116.243487578
2662503.174192164,3406286.2065679654,3328642.3541122456,2011239.41222932,2316774.6013704133,2000850.8142076503,1863602.4896496292
4883785.916270195,2818423.9501731033,5092547.594349478,1855223.2977405658,2099057.3533601156,827652.8470123811,2055632.5838216005
4568048.4986859225,2582185.764260508,5517295.764838995,1850763.4364821385,3187407.5216270033,1293787.44456134,1668868.662273903
3713484.5452923235,2865518.6749854116,3737565.618161808,2683734.1684394865,1733389.2935038626,2472533.467960761,1871977.7042807667
2931309.7131702676,3378624.5615585013,4574707.596125132,2575471.3648706097,2272116.585071502,2264720.827295284,1923152.6856515203
2231119.443590991,2734239.161029506,4155296.8005371257,2051587.1476720714,3229578.9201069223,2090166.2247610237,2100236.8181275413
3587234.4891204354,2989666.0566063467,4727329.414231446,2788638.4449401693,4212568.187403254,1760605.6840405448,1746242.2546312776
3088751.6417951933,2589355.636822555,5379495.139795821,1679919.9701554559,2709195.7592922,2324406.6827361276,1043277.5262673856
3039973.846081784,2864170.921203225,7274981.42728705,1735382.2315540714,3532014.588753715,2161134.140859477,1528958.8067812135
1942943.2418008656,3702435.925671688,5550846.074380867,1780351.273173281,4134391.0481955567,2120109.0477998215,1537787.2087696758
3155453.118371865,3246314.671093477,6811711.471586833,2036573.5980891252,2209375.6035293248,1708891.2002713825,1482190.512071508
2094377.0863216585,3024345.46084963,3718132.2851712788,2537464.445806184,2649330.8412142857,2473094.468675915,2949110.791468797
2011700.8781185634,2013882.994601148,5512548.971291531,1424045.186716314,3161696.2575731375,2235473.7621664824,2491504.548527287
1805600.1408325348,2682359.6999883372,4694042.179838107,2884669.8928129226,2266706.226553723,2438230.5654561706,2104006.1043353914
3077885.9613904287,3486230.8262621295,6307844.943916169,2944198.677747919,2627336.638784513,2526349.661735357,2245689.184676656
2158406.478783916,3293613.905299817,4859355.114697968,4135971.218486383,3087338.8616916477,2137372.7622453137,2307293.0430766414
2539270.021541304,4361607.169179635,7589770.516203212,2575413.236879056,3303960.037991123,4060258.0082449904,1044003.2551961243
2213728.000469761,3305894.617382325,4817324.399615496,4128819.9290586784,2490012.296295144,3115652.432197135,2115760.492882221
1837750.276059121,3553549.2132079713,4079112.3244968443,2627748.833234026,2789598.097847023,2010669.1954202498,2273667.6691731047
2614130.85836884,3482767.832014475,6194950.085266374,3916231.957160637,2896534.0997690056,2621406.8347785287,1793152.000757732
1781501.4632914192,3064677.78823883,4974628.366099766,3684985.2901774687,2112071.532878898,1724514.80510428,1480441.8870602162
1817294.5121122692,2127790.1829001573,4983433.40515927,2161231.704657416,1710554.9527595292,1815574.1168238567,1750219.760002546
3632051.697516271,2221894.2543317964,6906459.519840205,2275038.9500700035,2123408.970345539,1874940.2985592273,1865317.7295282674
2092149.6096444868,2662789.2866788413,4967438.070196057,2819803.7804671656,3234626.905789027,1838386.5824049856,1973088.1950641866
1586612.468309605,3780318.7689463417,5600580.518026804,4303040.190228362,1770524.2344518898,2496400.3932617353,1966428.0812833798
2047538.4357529138,2521866.2735160254,7083631.188820631,3245486.8743626503,2296276.2053250074,1908617.1832916243,2735286.5820379974
2144855.873890598,2345406.02814897,3675968.9895935333,2113727.1786971814,1659399.538274748,1695137.6953172032,1982294.628280886
2490198.561750664,3185976.0818626536,3493975.680979577,2848474.5526632275,3412370.0062653776,2300867.4377010064,1895240.5820028349
1567956.7817076922,2709159.35344321,3891614.7720593447,2631199.5768280854,2060190.2559913537,2536909.053845406,1219818.2758844942
2899404.821984673,1604242.4688557778,7252315.94458373,2470100.1670332076,2166393.373705044,2315856.276196413,2450716.409969395
2017967.3296534093,1781768.8234621207,6908439.346148578,4483034.6541423015,1445046.3002829058,2432266.744602162,1634747.247263826
2145312.2730591856,2495512.8100609793,6209692.398942914,3685026.7470876323,2073215.0911709778,2012087.6365853625,2183983.6774505354
1465384.3685245342,4011759.2184617566,4412644.093822578,3031814.157122712,2077530.315343217,1928374.026975541,2631341.976439336
1831445.334186229,3324368.206123104,5860277.713623544,3295844.6183472537,2154341.2233839845,3221189.9967523776,1781545.2532607142
1779783.1570539053,2262035.9845362,3644152.316354123,4502540.522209943,2300910.692225812,2075136.5513195614,2316506.806531403
2543177.307416517,2139535.4193765875,6478762.5146207735,4258783.768941857,1879449.8595384865,2969129.992137947,3147206.9329707506
2543258.493404339,1952174.5579375145,5017715.504885319,4116805.089761365,2117297.914979589,1614753.5944500384,3059281.7459262526
2772565.3413658664,2364427.7633993747,6580277.974997688,1583457.5472514806,1695454.2013389585,3365999.336184385,2871685.5115851103
4461135.553261586,1616597.3418146167,6313252.851817214,4014829.945345218,2458130.5415843995,2395066.725797459,2355826.8612402747
1881737.080465044,1702527.8034446726,5175573.751352859,4201017.382385044,2036858.6419729916,1646651.861372734,3478993.512344308
1827982.335220384,2166466.1769544976,6062833.504800346,3267748.1108934353,1745489.726065956,2594457.009089859,3467866.365700673
1379199.9874405102,2556842.4945110218,3059489.7314707404,3792193.66592265,2566270.238050795,2376622.0815484403,1854582.4551399336
1806262.8308996286,3363240.7490623533,6050708.082323784,3316878.6939068185,836007.2406120242,2420630.092111001,1786619.255091664
2468248.546786078,2344807.170605875,7189685.376316539,4964788.3120579915,1900988.883874912,1615782.2524197856,2269275.4022940453
1876401.8225386392,2543999.66704069,4268487.682728862,3904419.653123269,2632503.485859429,1933139.38576453,2068842.38743857
1139840.9458741639,3275392.89852957,4618050.728956096,4601031.963233934,1821628.297303571,1858509.8357316868,2084782.651073066
1677193.29134503,2394038.4411324835,3115396.202071082,4082421.2989053866,2118941.248187598,1144047.4326168117,2329947.3139366442
1397034.2940710192,3242950.80807486,3336569.1061994513,3939428.7510549296,1696771.869613705,2117353.985592354,2293146.643481218
1332176.136023813,2630470.442577468,3416995.540142867,2960898.0540987235,2116918.960217073,1920430.9403478638,2306339.991070849
1886384.728208433,4220972.645262144,3513310.646659178,5884877.024349069,2615483.481789667,2007102.6290573445,2555729.2840242665
1036791.3232057758,3364806.474384896,2611677.075906678,2979561.449124844,2085995.5369762685,2002117.7923834422,2245455.090377262
1298093.8553447942,3519976.6468175217,5359828.721697448,2870510.0852590296,1792510.5385629563,1828612.3612646381,1453245.4148918854
1413921.576976677,2865108.599382827,4847389.365134985,5418256.788580798,1648888.5703131077,2279438.4644509633,2919331.3377996664
1530236.6728275972,1897074.464083498,3771658.1727891783,4294829.6346264,1710671.9239151417,2425762.715246167,2641629.209769155
2170064.3284487687,2731805.5545649594,2545413.3437763737,3442815.1847306946,1941188.5824106429,1590353.794487134,3373124.2392559275
2425622.834163788,3077061.6678262213,4480756.926878314,3241177.0652572513,3358580.8079380663,1622848.042388835,1341363.565179693
1058597.8749993066,4333278.181264585,6368177.655514412,5547037.447057966,1570193.5989369368,1689169.6481174093,2082013.6624823008
1370301.674178638,2883338.653430705,4255686.790908382,4314198.61849305,2246680.3958007004,2476909.2807094213,2734040.2837070115
2563083.758533445,2925321.6342229103,7693256.591608664,3427285.9235892324,1726576.2660167722,2489668.5544353416,2611993.361865367
3273285.230271278,3229935.3176020607,3271778.6663947683,3763812.7322790227,2243065.5861552116,1570052.2235150007,2824071.12642996
1332999.6160674053,2417610.587796079,5056632.5453701075,4609884.839189696,1524210.4469850883,2190675.792095337,3950729.0890384098
3671541.5407388555,3186314.305191748,6926307.828870084,2022736.8734015245,2318189.0500022788,1953536.200537947,3033420.5008304752
4354806.169003819,3374676.779176338,2945755.2177699516,2840897.556784597,905253.4019500313,1869931.62413173,2239545.1680626944
1666899.9768403121,3181591.7409017542,3139299.5795784118,4404383.277220119,1745819.7215745857,1964303.311071029,3412987.782023767
3118154.0567947524,2914115.045722124,3664249.419620824,3609797.3863956607,1539739.1432185215,1648435.0890093767,4056552.8102703737
1924085.9712984245,2744462.183684633,4533061.605044176,3635019.951777528,2209789.952447031,2163815.3954181103,2486553.8212071853
5656768.087230897,4071460.892206341,4766902.760649903,4036235.19790308,1029750.9601707384,1580500.827438933,2205406.987444455
3198387.09872069,2522331.710286137,7065870.139025699,2951541.043575946,2745635.603106522,1470976.8201422289,2538280.721460998
3040363.9986517797,2320804.774553648,3956003.92784313,2958787.6809328487,1587499.089047084,1471307.3092607195,3043616.408704046
5326139.9431820195,2647940.5188652133,6047778.747802449,3787753.3116610576,2852786.9797209483,1740404.5153922774,3235562.312056192
4259854.444350312,2353957.503878777,4684100.444410987,4031739.346227692,1421878.9386129063,2047903.455879396,3332149.1260347096
3021097.604413572,3548070.47784277,6544597.047321204,2027113.0457938253,3007322.507916964,1558673.8512570022,2308056.7636031345
3124442.730346131,1646354.8640045677,8743824.558326762,3462565.606475112,2788609.2593005723,1729633.5036239217,2695765.248592466
4113451.737934475,3818659.64238698,5209671.025812214,2081546.6808975264,2669296.427244318,2200446.988526025,2613442.4229205563
4307304.517901638,2245143.968073574,6965903.955194946,4334009.695094183,2969986.5966926105,1536959.1192994895,1808104.828414787
5910445.19025287,2490443.8518991824,5366999.0548528265,2960535.1526257815,3852518.6282106047,1601674.2159642496,3129785.2466530893
2705767.278235261,3583233.608012799,7485977.597779356,3614339.30136031,1559367.5082314082,1363293.4407697232,2169839.209479664
1985994.9669204853,2545529.945578725,8193627.073392042,3929918.546519347,2564877.2206287943,1764871.9057885536,2687981.235362977
2431893.0032159183,3505009.159782796,6351699.40247552,3634576.6413087267,3259852.20903878,2332563.9306704914,2476892.3296364904
3780462.5216433657,4096640.1912763016,5683695.745290673,4899353.203417038,2591909.260827663,2656144.929025516,3117990.8799478295
5216632.23509746,4232780.569053683,6616285.044189412,4130844.698924079,2426529.3115352243,1360819.5186780514,1756828.7409493213
4810090.082641606,3846319.15485555,5582081.191458257,3878418.795603546,2005425.314464743,1788358.210812586,2547986.5932135712
4396565.901889484,3327607.302138095,8814151.364429202,3122032.37544283,2878147.8677434423,1317340.949111092,2718090.7539638793
5673888.885104891,5033831.063673904,4238160.109980313,5610988.670021727,1673861.6803674144,2226383.801176515,2747776.3985521174
4293555.948061362,2968085.1892149327,8923708.64342264,5187347.631976631,3652647.5257024616,1465505.3082007496,2269209.9031056697
3946928.257271286,2642342.8319199374,7962898.982755236,5957048.381465677,4072510.578202797,2048432.1037678472,2405793.4153942424
3101746.637691074,4330486.2558578905,7020438.564367816,3706003.3613193016,2659901.03656873,2335540.1682894244,2028687.4448854714
4501470.889551428,4654698.630452457,6265655.476645805,6547198.9810699085,4480329.158122608,2098592.369337862,3057779.0307184625
3529132.8345765984,3609123.4906181847,9449342.00043774,2904796.0001926497,3936222.817435706,1851774.6265372606,2104753.647819468
7443867.072444625,2660215.145063123,6539790.353831146,2674149.561353542,2845236.9878810495,1958367.685590882,2499610.6897489177
4641162.090700791,4144101.3932015654,6628704.183942914,4225169.650605096,2406054.2481887657,2008832.336964357,2324806.7669218187
7444234.904550016,3482844.0000677365,4265173.104346822,4482047.558208196,4059666.993681006,2285331.643850042,1698880.1110018308
4342385.552924605,4196830.297887463,7313476.139861712,4563099.398330006,4565748.023858765,2327385.6298788204,2920363.7559682354
5969851.46159685,2470045.912016545,6799431.898358285,5688139.9358389545,2259260.279718898,1378415.6873823511,3085279.817957435
2930802.1154791457,3274256.742785321,6014753.976689653,3014458.2784518357,2382140.5082775056,2380038.170952704,2313138.2664044052
4269992.867975598,2710086.116969095,8801759.467031717,3872699.034259634,3583600.208312962,1580718.1350189755,1741231.127824624
2804669.781060363,3620207.8253817493,9935933.726884777,5318999.028075049,4189646.225387202,3652644.3976388806,2305029.071895383
3854770.059938661,1952585.6561285767,6796193.288157666,3317651.4951364417,3403849.5353774223,3142293.8092691815,1548842.90065171
2792364.143206743,3197478.984861309,7354415.805298859,4211412.618733701,5215656.897312377,2521031.798028877,3147438.1017435887
3673171.140152336,2896464.664534198,10503147.598863855,5082765.380357029,2874282.1620823173,1746395.8769758155,2322010.539522685
1717567.6717348096,3508293.7483296385,6151909.812720162,4347163.999556061,3774625.281718921,1953602.1558662492,3320656.7017182186
1894335.9097744368,2561555.9579747347,9882053.198577736,4333613.492358277,4238349.943102965,2738039.222456991,1973525.5157695045
1945824.9667846896,2485166.299312094,12548065.16632139,2881827.9442075356,3207881.2095761867,2741172.368874877,2291034.7267758558
2301209.6291721924,2817309.6090940717,6922443.075835038,3895806.609362303,2627166.937764222,2712659.3778273906,2965709.0911863493
1238057.2097325874,1748728.7850147926,7137356.415408442,4952373.788341038,3181019.6882999595,1887801.557043509,2235127.739217627
1745906.297477438,2808369.9341782406,10039127.351871347,3203994.3325381316,3240623.0575264124,3449642.9573879875,2835640.0728678713
2237971.591520249,3138405.952830569,8660043.64150247,6537663.202033114,2897897.6887529558,2736570.0482026273,2831584.238334763
4495529.3809551075,2124093.214028837,6839499.583971213,3692342.026827994,3251635.1796901105,3504153.642461287,3190542.8358917153
2092409.130212137,2805876.6818381706,7203490.793921224,4756607.108539399,3536904.900066732,2036052.4981752832,3792034.092075355
2087494.0080294998,2141945.0554091036,7335424.426800573,4657676.666459705,2080931.339658446,2804161.1584624164,5403485.488297498
2019588.8807903638,2819858.0503223883,6552228.266787629,5336309.824724653,1904931.69571294,2342894.8049274827,3428114.72933884
2217430.3356413813,3531655.3126734183,9234955.57259427,3387834.405231755,3251976.0112065803,2653683.6674458478,2805470.8295222046
2373719.2630068073,2393825.078949107,9737938.598622711,3369654.9943270506,3065588.5001276825,2868265.0831242753,3540706.78471874
2825611.7738891887,1630175.7009905754,9332250.121514115,6920356.998125054,3911547.3355499404,2079623.2139765266,2112585.0299591767
1684462.0344477366,3719966.269740799,11697187.879944764,5285210.751246878,3919692.65000046,3725124.6222331775,2632945.1751372255
1293161.5939774925,2934719.7901489,9084176.832442615,4021443.618574772,2289800.8432525285,3149486.6958584767,3177890.1806569826
1439602.3649443195,2715173.6822171365,7779216.406381041,4546953.484099735,3484344.724894476,4164754.2454427024,3902481.294038949
4065252.634696089,2612829.5730357612,8244832.2742739655,5029710.603118741,1959060.1044959708,3549531.9308744157,3352232.87471762
3928838.9284684905,2416206.0772889415,7520635.135831235,6274483.1149651045,3374761.1058621085,3699023.6777134077,3747352.3602751363
2637217.106248875,3323504.67817714,10755098.026613547,3747577.4805923235,2622510.0619368246,4057483.1924038627,3651449.815696134
1351844.7735310174,2841861.2670902926,6482498.580032866,4409529.3524023015,2450030.1529038525,3332550.154068562,2824226.2196039036
3944633.9769547516,3169034.953355453,8482823.72943587,2946926.971357873,5889345.2767990725,2948026.5236185677,2265388.5624732757
1664910.9284704663,2257937.2708377927,7875738.397893976,6065698.8787579015,3700721.267214293,5523579.658133889,2700559.231176712
3325117.182211127,4023010.1007962474,9758402.830033641,4246388.949467778,5475383.196506543,3856870.4579797066,3338956.8471477767
1824126.3806310317,2802499.7832335783,5483410.523482755,3249666.3194267657,3135420.994358189,2858906.9209733256,2919898.5584136928
6169230.024880908,2413179.1355539737,9344949.851496164,4837074.154203982,2831307.352856409,3622702.0662715603,3823884.5792397596
3685435.118094441,3238364.722077391,6243179.256140562,5541785.198117899,2537180.9400075013,3265357.9129877593,3126217.072631836
4408672.697463533,3365922.9808239946,9192644.75119974,5511292.502751257,3661614.613532816,3277904.5917517496,2543685.824926383
3500720.700804064,2598442.500264988,7519047.352471516,5692055.082595677,2905667.088793937,3109069.5268062763,3460219.1441969043
3861675.865437366,2745293.3759104973,8769350.880164795,3684372.5819958346,3988711.601107018,4090448.6867017397,2559117.2491631648
2917520.440221584,4765550.2834787285,9202106.334478248,4766752.567571638,4259196.433493748,3914633.2737682913,4345734.979999019
1744204.590223209,4329305.270433255,7026851.291383221,3563629.461225395,2941444.166321926,3644653.277447336,2176561.919728933
6575518.613779476,4601636.857289154,7198240.116986064,2839589.18880841,3518327.165606694,3359277.7838427695,4099060.7175323693
3183010.5617366033,5525214.639006326,8132645.752163624,4298768.593884354,4375259.885757159,4525390.189402819,5056990.863765218
3692050.100123535,4172488.821784852,8859479.929019444,2568147.8860787437,2588756.277911395,4594914.938005546,3834741.4963242747
1948927.9108425207,2744898.810403919,8365285.304264431,5470990.844788523,3400071.890659108,3537956.928523339,2731331.819747664
2469503.4658744643,4433895.293014904,7226134.759052953,4160503.8665775177,4972578.431579907,4588863.811602216,5127420.43283757
2672125.3254969935,3508443.2921793195,6176362.786893619,4040372.323303807,4450195.614505449,4186769.364033792,4653281.752533043
3327463.0928778336,3422913.7594561167,7096176.575985473,5333997.257901378,3584157.406345196,4211361.375748958,2859086.391002345
2445779.845829959,2558000.1210873784,9067204.182658717,2677467.570550571,3609777.9125469057,3815471.8774404344,3451809.0694824
2195299.3683203883,4069459.517507861,9088752.639409158,2916867.863810612,2998664.1320014405,4491578.181945483,3481559.5080742026
2774212.209014437,2728507.7096167905,6964080.431169701,4267332.781004053,5022698.893345815,3846689.683227367,3149799.7213143706
2970630.9134312393,3893658.3060799176,6369370.8716460485,3471925.558012989,4951501.669244459,4154052.159050614,3948753.4712953595
2041441.2694323552,3296944.6170408404,6782358.224674411,4799165.806202302,4083121.0852984674,4255294.11883083,3574788.710351252
3323745.783541953,3606317.8786413204,6252238.599046596,5167257.478674461,5064794.77381279,2995086.5857813065,4234282.344200831
3656640.9368539075,3851984.2097093645,5424871.229132414,4257538.770508926,1995760.9881499389,3574141.514930412,3511599.2643725835
4710567.815709179,2790233.081299852,7546606.409598485,3899252.196640853,3859087.1429366344,3305043.750545619,3316167.036314904
2918859.41809565,3760510.3675484164,8425633.80252489,2723228.5354952784,3407439.509377621,2455591.6520377463,4350676.814932844
2027248.2115543792,5138437.077228506,8426463.189272225,3590985.572026211,2754600.203027874,3123824.5194222517,3201409.215089111
2803486.654089383,3001677.6100086328,9129545.064923286,3165518.516628892,2437691.777314471,2587358.015709972,3732770.9642532105
3619092.7440826376,4073765.3801362794,7970439.637363145,4729217.999656981,4923083.167227067,3076993.2857668977,3481302.2129346244
4019008.8567167576,3086511.63090642,6520898.092139833,3472359.029894736,3436439.2056463966,4798119.687958276,5158709.183405896
3948231.5539227678,3637898.44660725,8166235.997195935,5533907.365023191,4348787.422871277,3020426.4195402544,3012170.2088480066
4050463.3476899243,3709366.9387524873,7281992.809435168,4850380.8073399905,2488860.7474745163,3425278.4097518027,2724021.667025768
1466268.2307115952,1736878.9708701712,6452159.948269393,2227998.4405437964,3155168.0406643385,2699613.9261736795,3617092.145908638
4676341.373090325,2049604.5135442019,8959521.041698154,3692968.4018908413,4035283.9064848674,3118871.1107255463,4786385.183701415
2410385.908499112,3141613.482626606,7305775.596998318,3360926.464840479,2630128.0626020273,3333463.1248852797,2742793.869899142
4596105.833000781,3623435.3429794814,10020909.908507489,3762177.6974635,4808801.733977817,3393901.166673548,2272449.5614616154
6648604.51596484,2521163.4104033257,9382509.489464428,5884092.723509776,3017454.3433473,2566306.6607825635,3938043.6956317835
4281574.804861876,3522708.2635584082,7980236.1949492935,2639094.1670104368,3908155.4139450695,2984863.9679764565,3025913.3509704033
4471596.271818933,2140272.86948927,7737026.7517412035,4231664.050250895,4494904.921692319,2927123.757517921,4353282.391162015
3936518.0099897864,2859532.2062452803,11248522.41326654,2689890.577408936,3091283.334007324,2534414.3246431025,2853632.24435965
2592547.8500690684,1972894.5908361205,7779220.143082912,2964130.6326696705,4690463.096549212,2755076.9059189353,4445015.906367987
3875520.2141229515,3582891.51209394,9157907.840608284,3708484.1184716495,5235615.219591672,2381894.615485398,3722463.896899555
4447647.909324577,2807247.7329625525,8629648.862826908,2591242.693792628,4923774.187497878,2456939.712405054,2953151.8151498213
2478510.037886875,2984341.301817365,10173629.986441502,2997740.5341308997,3838522.2213106863,2875645.8106635874,3658017.8419139828
4540418.451746644,2711750.9099449534,7935796.228529403,3297110.179565984,4807817.751781609,3249723.1821717625,2427042.848066424
2931195.7240629597,2727483.1061450983,7851721.829129733,2125732.0503126243,3841174.737973221,3183472.756185186,4798729.929297198
3797152.017991447,2780164.979800337,9744182.52997607,3770158.2679993184,4135883.6667189915,3531079.9268861,4286209.162798089
2797107.8544960474,3364799.854136217,7345058.892294687,3471940.87710044,4589494.0345699545,4128599.8923984533,3575162.2833020613
4828202.91501238,3228120.0271881246,10134729.497620352,3552835.454307502,2641394.904618957,4149586.4264459093,1919278.5752575977
4432837.637912918,3090915.6733187037,7198097.0859636245,3440828.0249182545,4498172.62565846,4090163.0616439106,2681849.1990542817
5475655.524744704,2490294.2734533986,7705164.309116144,4687279.625041328,2311307.475879305,4638379.229980852,2587061.103336512
3290547.9658165406,1718982.1846050231,7448861.908876827,4351806.862724481,3651692.209208892,4205238.011284565,3708871.5547030927
3970858.218411972,2314328.998653379,8072486.173648441,3692572.2775112507,3744476.7817670973,4149363.3939686264,4731420.438361902
3987131.01664147,1910164.1371786953,6204020.861572697,3344452.3360395227,2774316.844219296,3614758.029146082,3306536.12267098
3980865.4005375057,2600898.2456288263,8013765.3725100085,4138906.0702504735,3928474.7110386966,4667829.429625178,1845494.582549561
7385147.018334442,3001527.8228752506,6968482.546970762,3646285.9085671604,4025284.2217602376,3802196.6876057545,3117004.0121604474
5254133.166594818,2171757.751435521,5447802.699032047,4078796.6955723288,4926216.731270842,5041086.829034263,4438493.8505664095
4811221.605231421,3007949.999128058,7448961.179399889,5136434.95132697,3733974.044847275,4976695.288261534,3275306.431322662
5856728.419719938,1744642.8222834067,6084251.341681124,3976364.9240982416,3439255.029377115,4997210.417981267,3125895.5097716413
2569470.845286097,3279498.7757720724,5541964.179522934,4286130.973214522,4433523.5617430005,6018025.5933421645,3050979.5893631605
3922464.5285994294,3488794.5052165887,6919224.088914329,4039440.8830506634,2989241.725996728,5506953.043158008,2867436.0745363776
2937243.2476269538,3466388.9585732315,4909127.870929224,3702647.3879306377,4132418.8348562727,5980171.6153306505,3931803.8674733164
1492877.3032653825,4208856.342101892,7244550.915461562,4479256.403195918,4766482.620224087,4745009.19021226,2764457.145234425
2567764.3308130177,3714842.68423999,5347884.462194758,2968690.0000290954,3143788.7182867676,4300227.417715807,2531940.3928592587
3371170.0511139138,4062239.7413363094,5327848.993799069,5452853.386211353,3125770.20299089,5151078.415329232,4094831.355448368
4353205.318954444,2878513.313791603,5652710.200397188,3555340.0668481714,4401285.87569309,5307136.029262226,1992955.5399488644
2127023.7148747463,2774564.7183544114,5421094.99602736,4416873.823989183,4085939.0829876307,5642233.536482848,2384275.599067091
5211108.164620307,2845122.544846496,5020282.035562332,2837434.1979564447,3479574.015100032,4420342.253328567,2900827.2130493093
2504171.8458713414,2006101.7748229795,3702705.3724658415,4043624.6293689944,4227456.890685844,5068360.027270213,4023559.966529701
6031529.162780719,5707585.222666517,2895310.6149817444,3710420.219672548,4078394.7996155024,5999555.79822173,3198839.77011007
5448100.286488768,2433432.2061787304,4651151.389626566,2236544.241878162,1671316.477608543,5339209.351290726,2368263.9291218603
4257580.594169792,3546728.8558002887,3735594.4262457862,4902858.1261988375,3699668.6752343383,5118988.974297272,1893403.440720845
2932646.415284969,2315468.241891995,3853775.4715441912,4310467.590585364,4695707.360722458,5339825.619437146,2729262.118301061
5958148.497024644,3953705.9667984485,4352498.826364392,4841256.303642349,4214810.267192069,5638570.536564449,2305614.5894186567
3742596.6355158207,2703495.9943175586,5897326.401484002,4916045.383322326,5278896.843333201,4021808.130731833,2560307.4815063374
4711109.791008269,2757481.066208449,4801305.20015933,4110576.583420414,3223039.095511703,4579686.711291736,2842391.1733152214
6143349.771143585,1891562.7047615726,4894736.561186612,2677735.9733510013,5233238.736925967,4876773.876359189,1534186.9188455988
9248187.36133416,2182044.206561665,7039208.991627909,5280191.43110717,3588406.3125071186,5933422.035270265,2655298.7449655244
3894293.028157538,3402398.586061062,5511742.221459005,5029826.954027968,4061100.915754194,4761422.370418973,1676187.6944840318
3399004.766460506,3861416.0901594507,5856260.002555208,3573362.970866004,3530047.5728186327,3784927.7595596383,2671200.295754221
6301399.128899876,3182814.906856556,3479842.9746171413,3626645.616866176,3883892.047399091,4437204.289333514,4554883.41418682
6125953.352215381,2969694.8082238426,2705543.2290273784,3504258.057329715,3005519.298477445,5101457.649061609,1890981.3716333047
5186812.269569075,4140764.0276487963,4170070.774896042,2131831.4093079204,4129842.101253389,5136679.243761938,2691892.5519456943
5883477.755409166,2971950.219531611,2632108.289007209,3990044.527265313,2035670.552421702,2838718.2784157805,2940972.8927273857
5226434.88453895,3020348.815180203,2729956.998626073,4090714.45264161,2860621.6273178915,3786589.0031800508,2070154.213013823
3853798.93605912,4373352.373523423,5677054.274968564,4321648.980734182,3029644.5871016374,3825131.12727886,2058984.6074869572
7457555.784303358,3166181.8912125453,3597788.5006008637,4670025.410376323,3397103.8524740217,5053011.467527037,3653206.9797895993
4347406.726859256,4032477.734569434,3222286.2360386522,2752054.6410952155,5082707.130013545,5121799.962394561,3072726.962227142
2898812.2529608393,3214174.984363922,4353724.701030942,4498639.557439566,4504369.893157523,4835975.355043389,2684434.923204204
