variancceSgd3,variancceSgd4,variancceSgd5,variancceSgd6,variancceSgd7,variancceSgd8,variancceSgd9
419845.28235116537,539596.1509806945,613771.6446516974,259771.52323345208,238864.33838643602,381293.797316895,278403.90628298663
485460.6264984971,880901.0788416964,642617.7535080777,501310.1031779533,396772.71430455905,309990.4719966113,282641.5122151334
300139.89071744285,734191.3942760092,349547.1346367743,339638.58188018634,426227.75524362223,460904.0568097705,250153.4546449203
265142.13513744704,624896.3160176624,335381.5762194397,397965.88399222196,207660.253833569,192820.52171714752,208162.17406814377
394778.0818769399,769980.6053731982,489638.14161307516,375779.8363495072,275290.17942682974,531638.830677666,225173.9325552199
138186.71635923433,558476.6398920327,526227.1982464753,327404.8341633613,395924.61820417247,306704.376095457,278364.6064606805
124943.28557129785,332959.66336078127,599745.6654629556,432932.83907928364,629186.7991144034,243426.65954210184,391742.988982821
263955.46357463097,570297.4296344141,680094.6815751849,222378.13281994837,298547.7343048788,250842.24216458664,285468.73142511153
226485.7770078239,630556.2932926108,402771.42908650776,442770.41244398186,475810.00773027877,467341.9107365571,198557.2057798351
242948.43661242863,323288.08630448335,358350.1621751786,453646.4346552425,540986.3443034508,378388.8809514949,217314.44367170337
147240.09364434567,525595.3656707214,557624.3550989784,619528.2234564594,459447.616693489,227726.59814208525,484804.0219491753
235330.76035661594,359143.8572764336,477941.5643933169,565146.3050397881,520850.75220577355,475349.1027991166,264618.81578268245
215008.7898646649,201486.29045214443,522345.57571596734,603426.3455796589,599375.8574641717,586616.1991446725,223268.3686068902
211608.82718999876,380761.3478397388,591773.5263838642,457752.2117823671,663301.3100495854,429805.90391552844,453116.7218009485
123759.63303277578,530811.950476014,614699.9768398894,516875.1786947157,450972.244570971,420545.1289148676,335369.6105349575
125290.59602953165,328984.54003873456,498675.58121283486,421652.2134176253,537826.4327638708,439469.90541363857,348538.31334083783
464216.97873458033,358139.15110585873,408642.4185002524,871998.5342389158,515492.00875952083,307126.5836162451,285490.852220597
149094.30610452348,195552.83592661773,821110.3686370202,676953.431248175,677369.5835655808,380465.2357128662,261327.6209817335
244493.8894009905,356430.8883711811,634512.256881085,460623.246557964,642218.9682835529,393792.98136567103,443448.0395780654
197987.47866239114,472353.4863696785,489311.3428352689,778751.7949369927,708271.6553930349,418476.3786566346,526630.974438212
241717.28085664363,619987.4611086205,652663.2409219238,730976.8664418841,658168.296582615,410656.37562457426,503840.57196040184
177453.29580142553,406327.32279845444,725012.7669062521,536399.5762536693,642177.0775794386,419518.6809265935,346270.69853637414
202625.20237787912,598763.1010004148,635983.7923012631,282251.66866852395,745318.1803759461,827018.1023600732,608000.282741643
231800.2857534799,450468.68140052893,739372.3649103544,449725.60436715465,719760.6784067121,480794.46596597787,449529.2697197993
162424.23713196724,565292.9183165364,814496.5157889297,394517.32247544534,987928.7877700401,808829.1570819803,257230.90182527655
175465.00264523318,575758.8836709125,328089.78341528994,222910.41870743397,663017.3661979114,421786.9452175999,356746.8361011803
175447.16749130894,642802.9353451412,673928.4628069245,584248.8637491611,824902.6168412863,393683.1399292044,608410.3324054508
306788.10076114145,1102607.9982574268,386271.0425919413,335330.33537695894,678163.7641816115,310795.7647176757,231526.67164825485
262903.28875867906,554819.7483490508,573602.233946229,316427.7591183764,689668.3469400264,542092.0349389852,516518.51366284257
281988.0679239008,692141.4394497542,490233.50958573096,404748.0797368171,831090.7240547321,382159.72617243533,434539.13298331574
108226.0808261334,446211.4699851006,775103.5657759889,355596.5348557365,352948.9412501133,486858.40337468014,1010325.5343264849
192228.43843361782,539281.9492413435,586849.0227918391,827058.104102501,719773.8194826334,360985.0101280578,570813.2143869093
113283.44146781362,794156.4536297107,1095048.4007919147,638061.3376563318,1019377.96417556,370431.2898218804,368209.0821064265
47117.90844361685,996973.7140748721,989890.2730892098,575413.3545502576,915893.3096654713,286754.0823319262,641794.1557640013
121436.5946509977,601963.9631140354,1765025.1943027668,494975.08257561224,777865.8039689981,314979.72328005184,578599.9024881285
309675.2331811838,543508.1817240483,857196.9816479259,412295.23100289016,1132501.414793877,232300.49592690228,678079.4452089905
210367.3276783086,730386.475489212,980638.3976922084,461954.55745884025,1014402.3203792088,537757.2358041409,668756.1101253405
214134.65776952624,846962.5656808966,1670655.1257751319,453640.3938185081,765280.075257082,622389.6118035687,447795.9185420365
125530.7092564175,658155.4835415343,1732080.9119226679,663019.958342845,699838.290999376,348607.607041122,700150.7584496515
81869.58011494912,612020.5506430543,1140144.1510469238,431022.25827716605,920814.1262627806,380121.06523336214,566049.4699106737
147797.32659343316,566973.3641547016,772047.2631429164,370709.28954782826,792840.9550295288,465748.93994754215,800396.6823437073
196263.0179844419,571185.3533755046,1009799.2040872923,420102.7252412652,522871.9032343162,550098.1068678002,547463.9578201723
370493.39332697855,1217976.2921369586,1217171.3313596796,447383.4739427027,1068450.5699552954,307974.01599200256,1333411.5964395893
176661.7741324338,479346.019937736,1424049.4446370308,516594.45000446663,864380.4496433532,356872.23900187557,1025353.2232299929
167851.79327221744,704633.311996791,779990.4471359323,612803.0369684855,481082.177415293,531743.3095193205,707017.5584425773
119157.79148341747,971608.7002492496,1624891.881741129,450859.20946598926,1519790.542724496,295820.209406653,849060.0351062331
302505.4719637544,580988.7665548378,899963.622796508,822123.2557078648,884789.5695748788,215068.68245735925,679710.2148929788
275807.6840362988,813791.9261195511,1388045.3812209484,472407.6524041643,863404.4192372977,823703.148276104,791508.5956729295
216473.94627012778,459612.7949891878,1481028.4273831306,473482.8070014218,668400.9260549572,791630.5338975416,736520.7503537028
253589.51172971545,1113010.2994507328,1013494.8230085504,348254.69151250215,597342.0934088506,409730.4128298125,429667.9259514497
273191.1566163987,835735.0085892269,1411740.7448322296,421940.1830037452,988917.8891394347,432390.70190792036,1154615.2020977996
244523.30117266063,517962.0035484561,1499231.0598703541,489368.2938702998,923557.765660615,636815.0736798488,837431.1414589405
365668.336256645,613997.0015190707,1891445.1017074299,311976.75290779665,1139142.0827149404,524671.8932556309,646999.5297550119
254479.25647960303,1018317.5733376086,813747.900106218,499063.2947731378,984799.1872963272,530980.3924043843,810649.0519747068
409749.6777369953,686005.469493228,1766624.0830833367,352302.5371911798,829743.0599339769,522409.1677840031,604569.7289427933
352985.16210507066,553553.7427233261,1423449.9666664263,659804.3071110551,839269.9655269741,544337.8154679352,605327.1208782514
340577.3997880677,771101.2418258168,1795174.2430475731,708926.2139733359,739636.0917951073,448537.2817885477,753917.4288722553
358174.2350677207,288609.4410305823,1561413.1254498803,330898.35000949376,1037978.3158780445,724174.5976980943,719901.7726563625
266376.9601118346,505825.03181645024,1454041.7648025202,147258.08923093046,670488.4350994262,560068.8435258211,740762.5102660067
129068.52449294293,579703.7866784679,1295163.580511204,727714.3163878833,963989.4191533048,442631.61100536946,734681.1106989007
709532.063465542,594072.7121888123,1160333.5075577442,655011.0367144673,732403.270289836,464519.0883535737,1113066.9068837753
263815.94040941994,595799.3963493936,1487640.8106739148,327640.8326014427,786173.5142002085,466888.72812436195,686597.403785028
739913.3764872118,553313.04861016,1433437.7874776805,504024.1475994274,1016453.2588795832,461543.9346023143,638151.0850729425
138318.8628676777,738087.4821409641,1172053.795343435,280667.610995426,804404.3749317371,413397.5275303409,700212.9984373163
377987.6109048488,656863.2488282254,1288072.7072298331,620797.1945038111,804467.3355165299,558707.6133317671,787515.3765205631
481408.8161768468,850772.3355640045,1345670.1230511514,577139.1088590809,1184314.4027847887,604514.7282912829,608691.7444386887
173216.02700684295,863401.8384555911,979197.988273599,598514.2460184424,988022.4637077847,716657.1207132286,670112.8888986945
545238.2542993657,745433.4728795867,1337990.1754926546,531339.9909204165,711034.3117194293,483108.51179932326,640881.3380678056
179274.56643236685,584751.5595361497,1731427.190782216,836866.9895435105,797715.4969831964,483998.03278709826,795700.9165989205
250318.04419514866,915028.8682766042,1230568.1307181083,364170.32359381585,1116719.0719140978,394335.2502551732,808866.5537251807
377296.43890864775,1186536.6502992758,1734681.9725934546,868629.6580382024,506941.76238077343,307409.60727990046,1120059.400688218
361440.7809424197,718654.0895582191,1832583.5825225199,1196783.3886727013,594693.7875658809,276982.7515476617,655127.8882618161
658885.593786182,1129962.3810930066,1159218.8258753312,760857.5838207125,943609.191318395,622683.821641112,707101.9046069754
487476.4239270384,687917.959804788,2363202.356143719,1442125.6761277958,656544.0141666445,772255.16301023,907488.1780188836
241577.59359501896,765009.6466067906,2291083.0689111254,404045.0662319772,886941.5478114313,433873.1250177972,582526.4395621872
320781.0250645647,657070.758606483,1370557.7755075267,937300.028284962,1079587.3573671079,402977.9928596759,999999.5360545838
801229.9979910627,740322.0312403438,2225074.5958688436,732714.775295625,762767.9525218958,462520.423219734,785255.5544022715
439318.44944653485,752303.8382853674,1680320.4664063486,1068857.5070720587,908331.1169316729,653761.701694868,956901.726560082
699160.5065573441,718588.4228732589,1872898.029708004,692571.6757392274,697996.3870938846,853414.647544066,777660.9541614159
700098.3373825299,1174180.758623705,2673163.8255863944,612431.8383847667,442647.47184465773,505131.63890647714,449407.91330252844
630180.1332827916,1001913.4238273149,3114651.962927432,662882.008907719,807732.2809828911,649778.1501099407,803007.9486949607
777996.1968492286,1237982.1976168316,2469729.13113642,732053.1235274354,708287.0940365014,741086.2587014652,882271.3122318449
668754.3079792713,1358019.2076061587,2593174.0255143335,955058.5982656167,1046034.2979836718,662289.4440546682,957055.952769751
584026.00397043,1299391.6847803642,2899691.383556461,1643739.7792967947,508513.3381146807,635717.2437106528,1457746.425305314
555561.2395676728,851010.6724572707,2906297.7260839427,531729.8905876565,635666.6327861315,511796.6217016639,606562.8620030878
692146.3223989839,819409.2000458222,3236144.201653367,630181.5005250503,677160.4337426347,1048709.176461793,862984.847045865
472781.0727382465,933599.8952623872,2447206.0651528747,826851.8975882247,560750.5009787055,666035.0350546231,965227.9722141994
420896.688051748,916766.0047223835,3545811.554454916,908513.703570242,440566.66698046937,566072.6651093048,1010535.9936896919
339882.9862460317,1086105.9374704282,1786996.2258122568,1112375.6887331512,1100260.9563844334,820640.0374987132,1206180.5631626197
426318.5464150368,698771.8679553367,1927358.1724467992,1065476.8466157797,889024.0954105653,507964.75176852435,764222.1442410175
213537.95727062481,761994.6287961332,2950100.7891991506,1203031.627752025,981034.5122041262,580014.61261503,802252.0631011634
445590.98210845026,659825.072023228,2553446.566334001,1048500.4749382818,617706.3960490375,637282.7346468996,1203598.7496306598
752744.8129803063,1009079.4658617725,2866528.1379860304,1119509.1654585693,1061431.5917114853,793630.1935728923,623203.4482865608
440328.5583630737,1740715.678645242,3317287.218138368,1262216.6611766703,880641.7362298091,537954.6516008066,649223.8855727816
459800.58351344103,855198.9522270468,2100371.487007716,761770.4902644679,1159459.0212817092,671615.6575814869,692213.096354082
548234.6839521846,925507.6449605126,2054608.08609705,865444.5112520882,1178947.2683334306,671716.695975117,887362.2714707553
503216.26869386144,447472.0215051287,2323054.413128579,1132929.279926226,997614.758196337,709170.8450190121,930827.7511823666
392082.09160635434,880694.9525431218,1694751.5552530538,809838.023589154,879463.8248673419,551154.3452970786,1632834.0937610953
486601.85757874337,624800.0390017293,2006071.8794569555,860511.872607175,919617.9857921607,727869.1110778595,1115508.4077272806
421037.4284671033,794087.8697299019,2194041.7162023755,676137.2426074824,920665.5650013818,569249.3947384362,647281.8097888576
506328.5465106746,862919.8954685285,3190992.091773822,836334.0330368372,646973.2377557908,863022.7047175188,1172825.2674247744
354708.67647610843,780941.7565557128,2924843.6680662185,1086722.2515669244,952830.3586310329,957050.4883135621,676258.2985621619
552079.051262834,948477.212832171,2395733.0022807606,643083.2806779996,1510858.385240512,519436.27858213516,1075726.4579787871
544463.7034267616,1058300.184966097,2207360.1919191284,636274.0508200817,1812593.0153835588,926216.3674594894,1513743.4341156767
544854.1948821293,991352.4528196563,2817298.2526467135,916879.0470021076,1326544.025186345,585287.2835915668,1309961.5646105323
468105.1669098333,517661.38249792845,1672312.8095113519,1081441.565141523,779426.5808779357,966071.7469632186,1584470.290756592
522783.15734140726,634349.7240569829,2993816.8536172267,1410926.8109891294,2016266.1153489922,924592.9131567552,990271.3198084745
787102.8188709044,1359887.9348678675,3226520.4729867363,951964.8911052666,1365469.3094755078,947577.0515785991,924115.2496387698
515673.7670100911,472098.7769861125,2356695.873763789,980197.7150393111,917835.542450129,569166.5577705388,988876.8074170238
800631.9716971545,828163.5156026412,2601019.2347007403,673995.2474752839,1622042.3021181375,972689.7656502445,842241.8022972194
687592.4079632452,865645.8957510488,2812016.372661393,726091.4109591211,1227154.1912637576,1092642.3586839463,861601.1949609786
797533.848528312,800351.4430864291,3508907.815960951,741626.8383703441,1650196.7157181567,380907.1462634457,1293513.462944109
734391.5243426566,553020.0214554264,3544049.5407796702,1439029.7230072827,1497353.9771488057,845750.2304061712,1179079.4196423292
907036.0390337624,1133522.0889596366,3029824.3959088526,1047641.4292096467,1268681.0812195109,589229.803187775,994718.9774639731
721523.0475237324,1015648.0617973404,3181058.2939154506,1021594.0809038697,1537938.673075925,569677.1939907153,1290300.2787143914
863320.8269904329,1105457.9365591938,3261883.0494106933,1004002.5756298989,1310458.8791729384,750856.4253013113,1674977.638000807
791110.395401569,842909.8066952564,3007438.6808046997,705683.7830221481,1354298.7748303027,969784.6262280135,1314951.7871320965
1015653.1205277352,428594.0234531155,4795392.995290453,1171923.2518696047,2287314.2918723547,919083.7325660882,1308655.892328734
1264436.39033802,885146.1227319828,2683300.330155386,982658.4016993709,2764053.149150105,770945.8560658775,1370657.5112066015
683378.1669305236,1423077.620961889,3711181.2971283942,1086521.4791788454,1495532.8987374736,1039430.6196410985,1664596.2026932223
1101987.406571201,1397666.2616231828,2818260.4346567336,1052083.790868608,1967654.9272526975,497272.63810562855,1617987.4457970178
464171.36317595793,1058183.6370677592,4411987.424355648,818544.6668607793,1095235.1215071718,828664.7090389018,1495490.0778208752
1048886.263920587,800551.2460877148,4844356.550571885,874229.487695663,2296144.781073833,801352.3625488568,1509621.2079286536
959048.5052553355,757681.7171249588,3499778.0781183494,1039762.459018508,1353228.04895821,670028.2270667278,1084524.9327501713
1029248.3865512826,484147.1255198793,3902503.139475142,492871.2278048097,1324968.629086297,935106.9227909391,1436552.9959925115
1149850.115907808,838376.5548327832,3650236.2323104115,1301778.0357233272,1548323.9106715168,1237398.5525116804,866289.1957764315
782045.0705061678,778448.6522377478,3935287.152911716,985603.5469978243,1440567.0435745842,1077492.8389210422,766502.3607753615
624556.5067272088,764689.3711901961,5404803.91960424,738990.058450088,1513796.9019601373,1125874.960405058,1466374.5509413525
941296.589956319,1150739.7764356635,3943648.596701918,826221.5248658585,2072425.4724171082,778077.0285418828,1479313.9236502997
914031.1693561164,823556.9552039673,3497281.522541235,620302.8725622393,1771363.2310082095,762009.8934684573,1383150.758717286
696240.1431855508,788909.4571669005,4788110.142142734,1437267.7317341196,1475756.0088376733,871990.0672594873,1131499.640122788
381354.14734169835,1079961.020709178,5022198.596779925,1102366.1525300005,2294455.128954486,994731.436339935,1820665.7746508615
508308.652683132,1065877.3035845512,3270708.319166541,1466216.804402668,946991.8091484668,822380.7135994243,1503668.5425396669
325552.03718351445,910828.5856800523,3116891.668342668,1377952.824054993,897612.949968627,659543.8039878221,1349339.4050893239
273948.550680583,1160649.5173535629,5067474.495862208,2047947.88716147,1310124.6437470024,608116.4713164053,2125242.7462340724
872804.3166522733,1099372.08410302,3240298.976608225,739877.2635157721,1276574.76530138,1028378.2310051508,1202858.6583182355
771693.0217268646,1648048.3201837046,3885624.337951613,1961954.1838207725,1440700.8244804326,976351.5399804794,1766944.5549496934
517956.96548049606,1329314.4005149594,3393016.941352666,1675168.922285696,3172914.685723639,717096.3054277224,1488515.8084744771
742582.7493276426,1342821.338166626,3454454.9655128606,1229876.8657649895,1421471.4050165997,599343.0476949582,1643041.2086612242
720145.0701097582,912693.6000693616,3350685.486788299,972081.2984441807,1970146.3446702329,1100505.0946073048,1337563.957100198
505614.38811315445,1202324.642318277,3047287.0212693647,917993.6182285963,1176704.1030769479,798015.5855428427,1628711.4250741596
1210319.0254151823,1632246.344571658,4570827.258931591,560410.8267153112,1791317.808968078,877559.6320834957,1447047.1161282011
601143.6088781366,1310250.2818026277,1968937.1660524118,1406419.760156647,1729180.5516049364,881117.0551786204,1420547.5473849433
581828.0900252912,1563492.081405853,4434146.676894011,978179.7799166918,1104246.3861216148,811601.1476591486,1797230.899665913
874659.5279745916,1642192.7049090085,2775684.7527681827,1244710.0364338793,2776140.2420285195,1044509.8274769448,1330396.0534917982
781644.60378003,1291718.0464246878,3674990.118403844,509728.75641517114,1561488.2050435347,782873.3199007814,1386832.9689104985
593654.9247256136,1449812.4070350402,3242352.082838523,1029684.223304159,1932744.2439404484,1133487.138426479,1300186.8296716686
555693.2846294637,2298446.44935349,3108565.7999865445,834473.7064157703,2209836.149435999,1052570.7353045049,1290906.5075277276
459430.0862488264,1337373.4357921334,3838370.7775370544,1416939.6729401639,1305066.5125362426,741462.4702724244,1276863.4068397034
828945.4657383589,1269647.5931178802,2417726.5449242485,1053230.4560650731,1215531.4775301297,872385.5728157526,2330407.7895494606
489396.1558370728,795819.6739681945,3156598.7713310244,908897.4027570629,1500637.0160578708,1394849.0352783736,1595195.3260155274
726270.2660419844,1579014.8888237858,3885653.3020324204,838534.4398860652,1723290.6912779314,719620.852679925,991334.2642663957
1062176.4962634281,678564.5513105894,3355224.752893835,1463506.00976592,1691994.9894277256,988280.4286324386,1110354.6817682697
911057.3354578197,1494210.7577906437,3297891.6716696974,694557.0382877073,1268325.6209963425,609552.1300459193,1634261.5543121737
628753.938290959,1670922.994079731,3669651.0112936897,1015724.1628915607,1762836.6539138444,865730.1622576696,1541315.7928147598
796926.3085653161,1263523.2194710295,3723915.695735531,917325.6192031241,1213013.7208396741,593457.0436983162,1252513.3241843728
722612.4177684472,1844950.8769899919,3636562.982650944,1154894.1224086308,1579535.5488552004,771097.1236532759,1098398.5844627563
679327.6417396999,1442993.568817744,4725885.9044682225,885881.6891516787,2652820.3841649257,781770.3784534868,1830625.5040159258
650823.4268542866,1722859.9660601292,4039079.310305525,1054822.4022600362,1529397.8303860738,731859.8914397447,1301297.980504497
648117.2330789124,1816173.3547842833,3584380.683491286,1357482.2628057627,2048888.3060117164,665449.7932340291,1444588.1151140677
421952.2283837646,1104589.9429843538,3014973.746050417,1192534.462661914,1628863.3709933069,793216.4516546088,1591915.299978786
302958.58931176865,1755184.8567483332,3562606.2992512537,1359774.46395046,2828865.191646476,338916.6245597965,1514878.0485000648
798624.3762366208,1515737.6270768843,4210723.203470542,999651.9660478832,2163311.5618344992,848165.5046991482,1599462.200406855
482925.44039097126,1561701.2440908481,4856178.964468328,861533.8393446328,1971661.2835419045,473390.6884677459,1360292.9039320734
479771.70105098945,1246334.8981611978,2891664.339963806,1359991.2199016586,1540706.6707401655,911137.1593345907,1868156.2405796237
1091221.2370289364,1620026.5978059329,3366332.319619028,1184401.446826178,2321651.982782803,1180163.733734221,1899865.1239583935
756645.2953678858,1819775.1480335891,2735367.867869038,1027478.1186163783,1647147.167704124,645971.1162884869,1153828.3969162027
569814.8516062535,1939187.6978216378,5597885.753623206,1117440.7935339538,1670274.172755138,733040.2449373815,1126955.8805495421
650803.5446024962,1823912.033826183,4256960.434555534,1738380.2208113475,2092456.9346123016,675587.3536646628,1836531.4572013386
718030.2393059202,1006502.1522897724,3360587.247413914,1277725.9928202003,1403332.9818447763,633405.4833039679,2020153.8321758271
1109942.974658172,1807429.686278596,4854570.375650639,1331473.7398331952,2339134.9422525936,953642.6999810074,1452453.2897183853
1509551.8284524246,1879354.536960124,4944800.494207097,952089.2037492502,1586232.8449354104,861125.200985461,1678671.2642110148
1693725.9239689345,1276787.667549305,4498139.212938335,822258.2412790423,1781764.089625956,799176.8448666597,1217650.634979525
2299968.8889753176,1344166.9460684436,3409494.2143266057,829487.7971247602,1525442.3285529348,522183.8762032416,1881235.4039850782
908784.5369908367,794584.3296789147,2769726.0196003728,866564.9204858904,2508591.1022740128,657527.4442572477,2484493.63108898
1643920.1111234277,1700958.0103771123,4329020.821882684,1018316.555619878,1591425.2799245534,681141.1608676389,1972281.6389002218
2070819.011835917,1362930.5345821467,3954651.3005555402,1264511.5855057333,1875535.3110047553,351864.2838873445,2021545.2506558592
2601248.6928098705,1383726.2086800411,4932985.199690047,1038682.7975085704,1342506.9228743224,663006.3218310904,2329496.2111535827
1261653.959847277,1344119.5637510957,4183260.367738139,755742.7583783481,1380259.398338104,663079.824538725,2719599.9186714324
1893775.4330834942,2352986.633560449,4217547.169140867,1036588.0229514773,1929089.4364999381,407747.31279511534,1418495.301871637
1816832.7720950865,1867665.8118420488,4177656.548667401,982859.5858992587,2232587.547097683,543118.5105482338,1610077.6377102043
1021768.915422015,1564381.4390636715,3785609.765988895,914724.39388765,2136532.038684541,485415.1397034992,1564848.084370871
1547554.0482480396,1692465.6809533895,3215030.6279887753,996395.9283364249,1511344.226091182,670245.125405239,1382726.9801629165
1669142.9452492315,2290111.587615397,2881010.2642730353,1399730.26599784,2127786.551976034,512449.89219851134,1407493.458368889
1607486.68605262,1925356.2347180399,3151560.800036006,990396.0072308417,2376449.3058630573,667980.8736905179,1642209.9953058928
2065062.8862059861,2202916.6773458794,4685575.967592618,853325.3472887052,2063689.5646158413,715029.286226366,1159770.8164253312
2004108.1567980514,2108701.970526913,4819515.327323429,1517041.4228460356,2912202.972057688,863633.2046455723,1250177.8750402504
1905614.4738372983,1294742.6097513093,3751073.208993481,1353883.0935690114,3109455.184090878,710900.1716376031,1334191.5926523118
1406308.816645843,1851618.08546753,3707162.0616330192,829900.3639475259,3985962.8131242,780985.7527799178,1509750.3208456277
1275819.7875263526,2179662.061446535,3955888.016020993,745709.4724187056,2973087.7894966817,1405638.9823003258,1555514.2743407977
1866595.5844502305,1936973.3726381285,3544264.7993298555,1047763.0175235281,3024250.55637363,851062.6939726766,1810142.1895079918
1406966.111196935,2008986.5101981908,6733494.477508478,840741.7829158227,2657015.742641107,862024.7125026484,3004599.9894655226
1281346.6145428708,2319761.4787071627,3602599.9547526604,944541.2683131383,1150590.4432881044,1571833.6196619526,2682861.4845417445
2088083.5712081962,1221113.6199316354,4341081.627008103,1055905.002917596,2367155.0079711983,716059.2090474857,2229046.5501922937
1141549.219699889,1586258.4877027296,6373185.275149871,1022827.4291013576,2796729.163198872,954184.1628519297,1163623.0158122433
2805916.6758926203,2260878.8705357956,5483841.358244764,1689893.2619681838,1702259.009604865,701120.4689022736,2040271.0311144635
2369928.378428731,1133658.8314216344,6502813.988472661,598571.0686515508,1874213.7503330423,834150.5420672924,2177815.9351604646
1785033.0019012198,3597149.5548699843,5268564.476261349,990464.987736001,2919265.4874293376,970204.1806531894,1897465.087370357
1275363.0334522373,3485774.550608335,5887503.003098536,1014271.2747300549,4407036.910227765,595930.731636378,1039065.2847779258
4133842.69601415,3061080.077679923,4726722.516323204,1169961.4112756466,2482133.946907571,1160736.231757347,1240675.1986655765
2854532.7708549467,2401095.4484389634,4578995.002088151,914747.7065387438,2551884.5304259416,654733.5782091306,1758728.1209069807
2658407.026034808,2007233.3113483374,3832086.588689992,948854.6487099071,1880415.4693135973,754950.1433188161,2157166.862295331
3093553.1736668227,1679503.8100372553,4430452.8910511,973218.9731377682,2646132.6040991275,599969.8540317349,1925281.3455537434
4150132.837493251,2815430.576680458,3747169.065122767,1090455.238128716,3110961.813078179,1027462.0985011917,2032370.9631044935
2669598.2005603565,1863842.0381769207,6987455.593613759,579752.3288309114,2849664.968624406,1101677.4713327736,1457378.1016207153
2309003.2151300963,2757782.2808505623,3251796.983320163,1306470.5001410772,3298147.2783561936,1511924.529941496,2225574.358899844
2010691.2821789926,2680296.245051395,4336407.659576939,1924922.6524854312,2053183.550771997,1176647.0572440578,2857327.511525741
2195798.674373353,2742415.853396033,5236984.972569481,1062844.5260603176,2776876.166329326,1248403.5157136868,2208833.4628310916
2729995.081286366,1770716.6976352767,4898214.180170759,1305304.5459362888,2761677.2812907607,1229000.2929833743,2088343.7436263633
4033608.1950821383,2011100.4497383134,3812931.5134558156,816246.8007945936,3775445.3430354176,1378161.234418646,1704541.4758288066
4136386.3525777617,2849401.9258775664,5305574.292090308,960456.0879149989,2658130.9699384216,826934.3338053611,2523149.4199616383
2296099.5969019453,1315183.3057645797,5675825.621684178,1838334.0122317038,2355784.891305291,936336.2559920958,2714125.4068736546
3339340.784545749,1953190.7281802811,6526060.737893589,1653727.4302230508,1761529.439515932,1080024.964941408,1676312.7311649036
2297587.7449075575,2336689.8601765614,6205655.641650986,1910565.352228553,3382226.2450161288,832459.0837932836,1937012.8861249434
4370566.183879918,2997650.5566122667,4815058.845706148,1432784.017926449,3156640.6084687267,956970.4886821802,2218003.1920193853
2836156.214185715,3593139.961721846,5946092.275243015,1690970.8574513942,1647325.9765900644,1472972.6727998226,2035063.1705308096
2005003.2156715216,2226682.1189565696,6150669.52720328,1491260.9711641944,3222174.1775919492,1192544.362759792,2289496.433558159
3131163.773056005,2230020.0114078117,6356524.188765524,2413408.040278223,4015788.981066618,1247392.95728464,2935481.2624964966
3303688.4850025685,3450057.432978276,7751288.006427271,1253430.3458399023,1355059.7394061205,1066628.7091695776,2991880.730293612
