avgReturn3,avgReturn4,avgReturn5,avgReturn6,avgReturn7,avgReturn8,avgReturn9
-75.82745572689784,-61.52841394869414,-69.51781210977109,-74.54775300624244,-53.65222888409994,-100.00080045796778,-63.879976149343435
-88.85450747117015,-93.96007481795749,-89.06321916613798,-85.03395779192181,-88.85892530904411,-76.9689852424701,-111.21012622867647
-136.41394150278734,-65.45280606947095,-75.4351373855994,-65.58847834013481,-93.26576464197595,-80.55010171983817,-79.11584277305002
-152.25617280395645,-65.08129015458395,-43.19108907020558,-68.58723026622539,-56.07256495592581,-59.00944392600428,-55.53185662367794
-60.18291844738645,-37.36681441027502,-54.92647981402617,-54.87114068884627,-60.05923620227011,-41.90211495742346,-85.16979236860305
-63.638950563835124,-43.838838626769764,-69.93300127186035,-71.24822646798061,-61.2224438453221,-63.452706013236764,-68.53186140982524
-53.885492251970454,-77.44182551637256,-67.1640783183418,-80.04887438163364,-71.10017575969462,-42.93717350262134,-109.60000548527942
-82.65349266633298,-66.30482533559176,-73.83948157267692,-71.23785971533586,-74.44600973009956,-69.8539752375175,-88.08287817147337
-76.6131973759824,-43.9140811466043,-85.45899491952557,-55.981756172489426,-36.55414015194105,-70.29060244252928,-41.868673596180635
28.923347939835548,-75.68361185124895,-79.09849886393333,-73.00606567716925,-74.71982859331678,-102.20005640804216,-76.74559047636568
-54.398740892406316,-59.67702137937175,-29.797426348475867,-74.37653621545519,-66.60513231892357,-73.13341465540053,-61.58571344937267
-17.999748820795876,-87.45025644425606,-41.49457518193171,-50.84742131449799,-70.11276650459835,-77.62034681544503,-91.0509676590003
-46.72052902225962,-24.507207629624936,-32.05212277557083,-48.65079955509408,-34.73007261617937,-71.43601894797224,-85.44554772890338
-27.477450711196706,-39.83471684335057,-105.30706924433854,-42.07370309815319,-41.776266327980736,-69.25979081003616,-36.77204878551342
26.1381763643652,-18.112856681226855,-75.0191562011668,-80.43605108515162,-88.0222917831047,-68.32971094194757,-43.73174930475109
-46.95394851051903,-49.02065227375891,-43.85937609879535,-46.19915102224404,-57.60205174879867,-59.954817887837045,-51.72325693434245
-84.25790934570838,13.820984007882705,-55.342640677881874,-84.96018192167037,-114.6198876053706,-36.469869917338166,-21.299445140986762
-48.81816403605109,-98.03783744615394,-68.05893351841436,-54.41942611612584,-58.23098346925332,-46.10000819655855,-71.22413474142034
-31.395458283595968,-36.85175997940309,-75.2944739659468,-55.11484816151439,-58.10327720774773,-42.80724525241545,-36.204175435711136
-54.16830712802541,-36.1471745885773,-48.062586167181145,-54.79037478309512,-62.57308311744955,-53.46805244799402,-82.30662614719228
36.33994520181729,-78.4134744999563,-62.261715708233154,-30.96705848032314,-52.55498756132087,-50.45659849794594,-54.503472477781145
-47.38636056791608,-28.2988191997707,-46.94558538500172,-13.56991399943921,-13.874682684434752,-37.037941018447334,-72.66441386566602
-32.907953807982246,-73.96704885147055,-47.53669284185975,-34.59812602302302,-44.87839793753026,-17.803826087207682,-74.44849748085915
2.8954583813672095,-40.38058640327014,2.40668397876595,-37.61450813989778,-48.22405562961432,-39.867355668967726,-36.63110576402965
72.29614283524131,-35.09639982888682,-37.41189087979368,-36.40246018108969,-48.709659833201364,-46.02912931005989,-33.35626607717312
16.34530497185992,-24.650609622825197,-65.52678206811292,-50.269639416333106,-60.62980048420851,-33.78877095937056,-60.96276468574954
22.217292224201326,-19.18497826255894,-42.368470895080584,-59.57187905362944,-51.10132222687509,0.6060883033208043,-15.056509303847783
7.760484514363845,-48.76874463438776,-37.58393058313479,-21.100393318615982,-57.46062217127263,-42.422892479707635,-39.56471509949871
46.31675132764086,25.96385660296422,-39.99025335956827,-17.027667912626242,-56.61291375451125,-12.144552913283807,-45.1700356429879
80.47778029142232,-52.92461474876366,-19.286804838728962,-63.24639953878847,0.47898314078168214,-38.2577155609855,-29.8744136031531
39.42905462152944,-17.36705430454627,-16.68544956771419,-46.97410696042339,-46.82699826626141,-9.186612066414353,-9.731534782697274
7.067907214641746,-31.18693478481756,-43.18948298593465,-0.6439664845903643,-52.81089663524236,16.702603316554775,-34.061076866257245
-61.15128785298483,-19.227373976272787,-64.84856376735674,-34.159011011879436,-17.33663925850678,-14.471498517314174,-22.993152872939856
107.53159283241592,-15.983838242259912,-23.35610322920995,-28.183364661896743,-13.15741154928307,-29.970419739291682,-50.28614831932158
11.552913964520291,-51.718317212169175,-56.77155977781264,-48.26966956698663,-31.976012968947664,-4.488442268147354,-68.93663719073741
24.12879614201941,-60.93906316612843,3.676243437464267,-30.4683994815559,7.896326430694438,-5.121985927702177,-18.048477550775296
49.4216871338261,-3.2711471449177667,-22.880623323168223,-14.130161400389206,-53.70097037958065,-20.524573243020377,-10.306328962548442
101.27870688901672,-43.243980979110674,-0.7404718520960875,-6.562421407648621,-74.54310249874452,2.2445819655740555,-16.03156478488106
-17.486861932628347,-10.72021255235741,-5.959761066961083,-25.6774597560307,-6.710746920852231,-13.196171467966945,-33.46155404819484
14.434187158966832,-26.706882315134852,-1.0793416135134908,-22.098381580334923,-51.86598014385066,-19.30117863991504,-10.673751763147072
0.06025341001552348,-41.71302634835834,-22.008542369064468,-25.918936750196956,20.560015353620514,-29.902469537700586,-14.406166981144201
14.875047206732154,-16.785292200849035,-28.149010836444052,-35.8746621607903,1.7856856768214262,20.136550941855145,-18.65394696667903
41.96169884204021,-81.77650395156093,-7.70733002935101,-32.5012883769663,-14.55266460712587,9.259900773385246,-1.2275124580073744
94.79656529709713,-37.047518134342745,8.610418183367008,-32.19683237161821,-29.248486889606326,26.404359932927008,18.324338201064712
97.60088375551602,4.138544024840338,12.215271041579312,-12.696151407240047,-31.945452924561252,-9.608000931049961,46.329997705418435
121.98238138983452,-20.552325898990023,12.788012267221816,2.4134457222907084,-18.77633971002041,8.826319263071404,16.875485585699504
16.664657233111736,-1.1192998605058968,-4.350853846116799,8.27974877316501,-12.277937643251908,30.71294174815315,-17.298282510494364
22.44734245313079,14.887325283554482,-4.160098186140087,3.1148921505912406,1.0698198655963678,-18.985268089273273,-8.249357081667709
73.44736319311215,-16.095821148172334,-10.605823243057767,-14.78735419401614,-13.649347477851292,5.232498148565358,-26.394869347108568
20.852287934287993,-34.2157976269135,38.50862089525944,4.116237556406929,-2.405873263150784,13.393200878208201,-12.964355701385013
58.69133489212133,-45.0702308827713,20.373296171140392,18.798793419782097,-8.591284663599106,25.566649313652437,19.877267680628112
12.637211838369886,-26.85239307633449,16.77393631031319,-3.9264732287948716,-10.122040128508445,6.757648983781862,-0.22242605073700356
88.30412106807326,-19.80644432776884,6.676525019475133,-41.79580585565009,15.5317810133483,42.77248342747099,13.427966886652547
80.418135261875,5.728078279906235,0.03407163252476745,-21.405227352368843,-9.441977115045741,32.6974764872647,11.424581199320436
53.04470523278621,-66.73899299487245,1.7631792566005493,-2.0458536035862567,38.472358999602335,10.196528792892778,30.779928469182707
64.8434128926062,-21.635117801482043,12.18175176507137,-31.512570247963133,-18.682815645895904,21.051538121780606,-17.00388320307751
143.21442833631494,-10.528911085065696,31.609629029160207,11.685625273474933,-27.903496852665143,45.18831444168391,42.703284197404436
113.84054773915148,-21.337759376587858,26.325027491061984,-28.457261720206798,23.02608458885545,22.23755882304559,26.564713512475212
115.8527031166167,11.739214763654354,35.593014565149375,5.799703207466377,9.511530752445788,15.618438606702835,25.753939459911496
125.32223333554899,6.242485629006143,46.92794489262932,-7.995592200239895,-3.044196111739012,36.14489998332367,16.0670578437592
93.7692679085946,3.27987674148242,8.524424925418394,-12.0503427973423,0.9260651542967202,67.04719126081768,33.60828948812043
111.01870252324433,-6.473793406533169,-0.28901774404694613,-10.778116835650268,1.8093969447266274,52.878880271307445,7.042632229581736
116.86509556457041,-19.141575480321727,15.515158185618736,4.830934024264685,-3.0514647945236892,28.88122773806439,22.660948196016612
23.235850870917325,-69.45279897944742,28.392420967383966,-14.058050152591207,8.212537722434341,14.602588022521239,-1.9705447963446623
48.45244449194814,-40.20690808694567,5.1982205980693905,31.938322756564798,35.21552280082875,-27.67142293491964,30.960690512300552
76.61108215840193,7.36026473501819,-12.195178500664596,40.49721099930526,33.34696872785338,-10.083276602092898,47.34833764209268
116.2534437779696,-14.129800550667369,27.4290349535233,16.102891422558784,20.15010290925122,2.9236395861622078,45.726088214372396
118.34778806188663,-44.43331397604816,-0.6089565589260426,29.058270290423312,32.2046700191415,32.57418276706144,65.05507539446886
