importanceWeights3,importanceWeights4,importanceWeights5,importanceWeights6,importanceWeights7,importanceWeights8,importanceWeights9
4.520176741084798,0.19309712466573603,0.1915216155863516,0.3371608183481844,0.9555939404043354,1.1236692149203125,1.2422179384192087
0.31385410778950584,0.43278061566321063,0.4668920343779863,0.34192691142957055,0.7431441841975249,1.0046228643007684,1.4310869777221042
0.5110301837815496,0.1753545611882703,0.19432696045004644,0.1398307887638906,0.1655851506481304,0.24223384285466038,0.4055490966373647
0.28640004742122144,0.14129625901689932,2.8810562538816327,0.46183810348437554,3.369045484058679,0.6553623753022814,1.8134254481259815
0.062051619126026476,0.1843435205360384,0.32934716832393723,0.08301212623066656,0.7764813146210091,0.2545240521515445,4.360540672036909
3.3786621752877304,0.04043389202336645,0.1727261935614555,0.1390443614032764,0.1818088389707889,0.5382863510425296,0.5318173957667461
0.06805116398420882,0.431250497956298,0.45764304371874065,0.30294120010225856,0.10438591179416018,0.23118473016847896,0.5478956584457141
0.6212042760917357,0.06641003694318515,9.513998176851782,1.5152960561145483,0.09523673867634472,0.4770088650667988,0.5987018454365153
0.07870926467751886,0.012645554281069421,4.082883932339532,0.9919882790674981,1.15672323668403,98.65434377729335,15.037419958393189
0.17493290880169707,0.023646065188845593,3.5033158082992104,1.1534937689170315,0.062473528403630206,0.03854637193976645,8.09124141433719
0.31012402453972115,0.07966776036511805,0.14445747303244338,3.7590517075536867,0.01673253071539132,0.040171519074058165,0.07141057333336691
0.023857514978541924,0.07747122266620757,0.16544239235445202,1.3411443710567141,0.07650988029551858,0.13546954349894855,0.36449103819706385
0.307138925292739,0.17588354409326218,0.015564015681800021,0.10154857710457474,0.10696050126219091,0.08495100118445538,0.04861969060531579
0.01574409778985109,0.07197968122610918,0.0453551344516922,0.0066731419564978476,0.04769957861299355,0.2406637901143476,0.37063303624883304
0.012852396434018353,0.029156406691242323,0.07932022402177506,0.06785776001446756,0.006758811827223613,0.02303472685650301,0.043197170934029444
0.5425297941472925,0.045422662397811515,0.32163544870503924,0.07875210865012808,0.029462469089678634,0.0598038772325833,4.731988590157362
0.016576633817851877,0.017530360284944303,0.019179794913567638,0.0363802693406434,0.1302892822861525,0.03496939947303913,0.03251005711808551
0.031043751614739417,0.03151517643223977,0.006087008671713689,0.05870845804349775,0.23683389908260277,0.055617005473680745,0.04445848241202081
0.08192091581951343,0.039873795924780776,0.06356015318292275,0.002939293857086382,0.2260877556594416,0.058018521453842904,0.08551337152749645
0.5214176339496573,0.08891627147204795,6.021949468815521,1.0327632370290876,1.5419211830000796,0.3327735310593662,0.23933245775280274
0.39725548178631015,0.22336501031380035,0.34369187560246334,1.0093057556100589,0.9543346328829502,0.2816551065409944,1.3134595143692362
0.08578661795131039,0.06779173815776755,0.15530746808668272,0.5010615263947772,0.7953072569557729,0.43295589891534075,0.65086872347972
4.866929004967366,0.12922239887448414,0.6978199242784134,1.0171305164130173,0.19762133758844427,0.3393289309355424,0.6665000247956762
0.09705506783232244,0.15533810553627686,6.791954369928877,0.07085710306665484,0.041211018951276226,20.71128126852507,0.0684528913139323
0.055093507634960744,0.12351038034631087,0.168091222741627,0.054659103022825846,0.0357050407743012,0.4017805622945134,0.10715337259020766
0.07908524084539179,0.05180546776449317,0.05978606288314272,0.01613162102460747,0.16009918763952194,0.03542511314027726,0.05882213518444857
0.04926861342187846,0.17220558347304396,0.0641307664692282,0.2578040013419628,0.02698481948795973,0.4412510005230643,0.1479865190444838
0.09573626624988937,0.43519963954659874,0.25638495038590603,0.022702004059158495,0.11443812813627803,4.750360172721677,9.009357255184662
0.02729174764019962,0.22283278589089284,0.12649992396383916,0.07512913537978022,0.06274855264657618,0.07216416842021212,0.026114982471388104
0.3488429126168183,0.05085304545670162,0.05220445891226109,0.04193524530972715,0.060149631693141296,0.6521048120003867,0.029643828431620802
0.7054620669722622,0.3823951472958236,0.028882705069231136,0.38709366114924454,0.05848037567659958,0.1724908752643177,0.0176166099580359
0.4704282228395313,0.035603805025969146,0.028466032524361307,0.09092342202843175,0.13758254389328475,0.02732839716818648,0.051529776420578516
0.015228744647566963,0.04084360235431139,0.09161053182735204,0.0773063330628111,0.020494258603419326,3.1693246952607113,0.004644480938017831
0.026864468888713935,0.0967449198443162,0.05189779383519576,1.2943396229340856,0.008682867515089088,0.19005356055824468,0.019133881269327854
0.04873116204840899,0.17803301580280426,0.061841515424800084,0.033049568284772304,0.12477607218452112,0.10152890134772717,0.015238127760943406
0.3541760984887024,0.021798953065849204,0.19128736109629121,0.03190943616959527,0.013932394950835855,0.005268904262101852,0.007077768004318901
0.058304739768821875,0.04838608961319711,0.04722090424944168,0.01469929159906247,0.07046737119745743,0.026228655419067805,0.04062867793512408
0.07661063997308282,0.035062374448035186,0.008561867169450654,0.023334952241933035,0.010533557639989753,0.022673105060662543,0.08412393785751444
1.430956992863944,0.3373678253296931,0.17656020212310938,0.14909559929001132,0.43285536101128164,0.9324780618635657,0.719348649505333
0.3520790751444986,0.3133676521814853,0.3453817058311205,0.19277989934080214,1.6459445011062355,0.311107362058889,1.827222647814378
0.1702831514536883,0.3024479392020026,0.14082102211328557,1.7172021655495775,0.18369187398414746,0.14242572102164341,0.25831595347343456
0.1576282847498186,0.140100969924665,0.07259248435166987,0.30529146709593863,0.2130059090169154,0.11992875594423173,0.13955121576275908
0.11915831947471185,11.366496754270875,0.1553618454616159,0.08375401601562994,0.08123404803822783,0.24369488381798823,0.0354910099639533
0.22913449128403096,8.882756233017608,0.04482587876168853,0.21417309829991052,0.0292161567818584,0.1757604277037537,0.8651471155503668
0.4734946360661453,0.24847135297275794,0.026885711565285873,0.11406677841569819,5.454604165624172,0.11963237306281886,0.06675345744312472
0.7682678358328607,0.045481985777556355,0.2204698255587537,0.07984744806541771,0.060169909073224365,0.13095021876808657,0.07698130381593539
0.39960630304428985,0.1477111109531013,0.02631299589543101,1.0818037092038513,0.0730234770241199,0.07532921525857106,0.24310466851758486
0.41340875404853944,0.09542612172347929,0.11640135348817501,0.07870861084500433,0.10672109571708023,0.17488107586671633,0.37289508511843145
0.199732044218146,0.11522954767587341,0.25559111259645273,0.017366570499749923,1.1364116977489103,0.36614986445502234,0.061939682709396746
0.0978595111102884,0.020057432351418065,0.07742911763756287,0.018954721971313784,0.6507517779843056,0.02496577568197034,0.08789284605748347
0.042466477162551496,0.2331235528337696,0.0484575956774186,0.28740007219505603,0.051916331590487454,0.2996404064470603,0.0639071064899185
0.09112166902533021,0.010432563777102279,0.011630424060154097,0.06691460161905968,0.02172066765218281,0.01441029045218937,0.011012182538196476
0.10813691220541484,0.8368588692743567,0.007691636999990679,0.09434821007820171,0.09864034977844953,0.02514981437339837,0.11602987826803131
0.029017643014158132,0.008020257475348049,0.35524323025275756,0.24832968806246752,0.05764487455212381,0.05391498887056516,0.02920847201931707
0.09833798295712935,0.00794034827544886,0.07281402436644208,0.030481034553425834,0.012326567706349163,0.011299478227618311,0.023917608511802784
0.007105117646037854,0.3680117664977679,0.009580927774307971,0.12102495203731653,0.017851132362058663,0.010749503898780516,0.021106983381044248
