trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  69.97135379  269.90551      19.97003389  349.77364144   79.9314013
   59.95829823   59.96629008   29.95598956   59.94688358   99.92329692]","[  29.96568103    9.98362177   99.96090697   79.96560747  239.88643789
  149.89937801   99.90943867   69.96096195   69.93626171  139.89704392]","[  19.97030559   39.97332537   39.95255347   39.96723368   19.96972329
   49.95985217   29.95748739   99.91298106   29.97159332  119.97022358]","[ 109.96495924   59.97370012   59.92979437    9.98372837   79.94444783
   19.98039324  179.8685909    39.97327413   69.96258294   99.89455136]","[  79.94530186   99.88089626   19.97453531   69.98463253  139.94399393
   39.96893856   29.9618382   129.95344245   19.97499159  319.89747126]","[  19.97650195  109.92941406    9.981102    129.95385762   79.95476759
   49.9748712    59.94987232   39.94846713  119.94686454  109.93044514]","[  99.96672009   19.96070932   49.97834766   89.86139807   99.87408219
  109.94085679   19.96613496   59.96727174   49.94534022   49.92514915]","[  69.96232628  169.93807309   29.97397701   59.94146565   79.98567643
  229.95343013  179.92448495   19.96695623  249.84551247   49.9326535 ]","[ 119.85569822   29.98185928   19.9648174   129.9377925   209.87557301
   39.95419814  179.94430784    0.           89.9718371   299.89548465]","[  49.96788456  139.87943812   79.92860112   29.96274396  189.95805351
   39.96331183  249.83259188  189.8606477   179.88688065    9.99200788]"
"[  99.97044387   89.93887934   59.9575729    29.98132055   19.97428963
  109.93738929   59.97436683   19.97343708   69.96170376  109.93947163]","[ 159.92090997  139.91811072  149.93196967  129.87591049   39.97385483
  109.89604458   89.9549098   139.97072135   39.97774985  129.97104568]","[  69.9765814   149.94176901   99.88538522   49.97479958  129.96085945
   89.95055169   49.97786499   79.89275206   89.89082144  109.93346333]","[  29.97772487   49.93973461   29.97869713   49.94661615   39.97379306
   39.97795687  269.83559078  119.96019856   49.9626152   139.9393929 ]","[  29.96423058   59.94664751   59.97604203  119.91500701   59.97182205
    9.98596682   19.97951003  109.92546819    0.          239.86634672]","[ 29.96032362  29.96364225  49.95634387  29.97069107  29.95140323
  49.97420073  69.92508689  89.88396048  39.98255263  79.91313523]","[  79.95396738  239.90637609   59.97533036   19.96947763   49.96905329
   29.98617869   49.92777949   79.91744881   49.97548366    9.98119732]","[ 129.8869551    69.9745694   109.92684721  199.8269053    49.93757809
   39.94139979   39.95808073   79.95105524   99.94919849   49.97704266]","[  69.92856582  279.84862721   39.97427464  239.92562213    9.9824756
  119.86651353  179.83731234   49.98169589   49.92850431   89.96375856]","[  49.97018561   29.97103935  189.90392351  209.83967094  119.89910292
   29.96669732   89.95579073   19.98220504  119.93927612   19.9700664 ]"
"[ 179.88223494   19.97443048  429.88449485  179.91734967   79.96573674
  129.91581486  129.94327852  129.96395253  179.95282592   49.95226778]","[  19.9673247   119.95041249  129.95373802   69.91056478  329.89556346
   79.94160493  139.96918527   39.94731483   49.96259598  149.89090301]","[ 179.82850357   99.91249937  159.89823392  159.90525019    9.98041095
  139.93283037   59.90106205   89.97319687  159.9150609   129.89144595]","[   0.          189.8733136    29.94587791    9.97937971    0.
   59.96937067   49.97227337  159.96679918  109.96522376    9.98912659]","[  39.95575486   89.91957105   99.89264702  119.94211532    0.
   29.98045497  299.89246903   99.94545769   89.9507708    49.95673344]","[  49.96192589  179.96270334  169.94033765  149.97273976  109.91976525
   69.97163642   79.95140755  229.89596244  129.95821612   39.97135764]","[ 199.92049099   79.96111012    9.98998511  199.95437659   89.96776838
    9.98009748  139.94561473   69.92965728   49.96011308   59.93657379]","[  49.95559576    9.98296707  189.87664563  219.86723009   69.95700255
   19.97576315  159.87026727   29.98352089   59.97990426   29.95472216]","[ 219.94165012   79.96632527  119.94076215   49.94937332   69.94521445
   89.96767446   99.87407672  139.94357405   39.95157337   49.9737686 ]","[  79.88615844   39.93518436    9.98307292    0.            0.
   79.90599558  189.96561273   19.9912041   179.92363511    9.99096476]"
"[  39.94770909  139.89953126   89.96771514  209.90964491  239.8934293
   99.94191145  109.94397946   59.95552147   39.97456157  139.89797945]","[  59.9569726     9.98521546   79.95900499  169.95682067   69.95369705
  129.9055536     9.98514386  379.86420922   59.97000593   59.98059884]","[ 119.89888657   59.97506623   59.95989874    0.           59.9496699
   39.96476401   59.91971732    0.           89.9147718   159.9444026 ]","[  79.96860783   49.9394024    69.95999529    0.           89.95986315
   79.98361091   79.96437634  149.93353467   59.93586709   79.9346642 ]","[  89.92614788   39.97577306   49.9485964    99.94677829   39.95318007
   59.93592381   19.96310866   19.98055919  149.94584851   79.93844439]","[  99.86287038   99.91372742   99.91888754   69.96648916  159.9386164
   89.88356933   59.9219869    19.96300791  109.95119912   79.95447351]","[  99.94560447  109.97333177   39.95733318   59.97867272   29.96764307
  129.94393924   69.96245169  239.889178    109.90779867   19.97734026]","[  49.93362107   69.95373232   19.96655762   99.95758283  169.95346914
  289.81821554  179.94115673    0.           39.95402946   69.97168044]","[  29.98605026  359.82931517   79.97351676   79.88954072  159.90697689
  149.95791693   49.95152327   49.94130975    9.98178695  199.89481411]","[  39.96289432   39.9376465    39.97525139  309.86524306   79.95475678
  199.86906737  199.90420362  239.92265028   59.98492446   89.92210121]"
"[ 109.96850947   19.98042072    9.98943467   79.92971637  209.89168352
   49.98005924   39.9768819    59.9670633   149.91733562  129.88254709]","[  19.97815889  219.90578926   89.94352996   69.92581209  149.9167634
   39.96274664   19.96768303   29.97488028  219.9498246    39.96982493]","[  59.94399711   29.96876582    9.98015809   89.91783293    0.
   89.94217813  139.88948722   39.97869904   79.9675813     9.98490314]","[  19.9787742   159.86752655  129.89457245    9.99116113  309.87579412
  209.86467363    9.985123     59.95447169   79.90981348  189.83307141]","[  59.96788536   59.95856686  129.94874195   69.96820515   29.96352836
  129.92629377    9.98087892  119.95666819   39.96681137   49.96414166]","[  19.96507404   69.96747204   79.97201878  119.96762886  159.89144172
   29.9673945   109.94723816   79.96762494   39.96999286  139.89693294]","[  59.96857931    9.98127323  139.91528509    9.98609373   49.92812841
   69.93188366    9.98175582  129.92475622  139.89041539   99.9570074 ]","[  79.92721744   39.97665884  149.92179869  159.85033676   89.9731565
  139.95461464   39.96854514   99.96625104  279.8783176    99.94987361]","[  19.9706335    79.89556198  119.95326388   69.88858246  109.945922
  189.9304288    79.96637873   39.95481788  149.91137286  149.95413549]","[  69.94875532   19.96520757  229.90041379   99.908397     49.97701386
   89.9792139     9.98767758   49.98022231   19.98311787   89.89040823]"
"[  29.96404524   59.95012799   99.94246223  209.92950165   49.97388584
   39.96954369   69.95996127   69.96294062  189.93687596  109.96821259]","[  99.93382651   89.95632446  149.9479863    29.98789513  209.866929
   89.96893854   19.98664274   99.93996142   69.95728043    9.98175385]","[ 139.9045763    99.97572108   59.93177488  249.89650167  109.93723102
   29.96385768   39.95635464   69.9481787    39.95738103   29.96995547]","[ 209.84936526  169.9408324    69.98501578   69.97854275  169.95597118
   19.96638698   79.9633622   179.80051019   29.98956872   39.9636364 ]","[  29.95840311  129.83444968    9.98108534  139.94687759   79.93707412
  129.93295526  109.93818868   89.95454935  179.91998747   19.96597355]","[  49.96387103   59.93215383  169.92596013  189.78466434  119.94904513
   49.92408917   19.9758431    49.98280544  249.87635377   49.95584314]","[ 139.93827148   29.95909173  259.87344277   29.96425808   29.97263892
  219.91668858    9.97927343   99.95702938  299.89748142   29.97358258]","[  19.97486868   29.95708779  279.77920653   89.9013422    49.9792436
   59.93704804  119.91671099   29.98327303  179.94936572  109.83221708]","[ 149.92359686   29.98695022  189.91768148   29.95832506    9.98641511
   39.96981749   39.96588165   69.97170153   19.97377048  349.76217466]","[   9.98039209   59.96331884   99.94986442  119.95182611  599.80221437
  129.91539539  109.93940607   79.95574993  169.91928792  319.84935478]"
"[ 119.94482407    9.98468771  129.9376373    79.93927482  109.95106697
  179.91974202   29.94555556    9.98210458   29.96740143   19.98173331]","[ 149.93642973    0.          129.90725546   49.95621634  159.93023282
   69.96416575   39.96477001    0.           59.96818789  129.85465816]","[ 319.83647458  149.946322    239.90275674   79.96675803  129.92949833
   39.98407982   69.92102015   79.92491102   89.95701049   29.95367139]","[  79.93115768   19.97536881   69.93459242  159.88248153    9.98847604
  159.96056729  159.95750784  109.90131693   29.95043164  109.97175353]","[  19.9757171    29.95565468  209.87973265    9.98397569  109.89567809
   19.97040088  149.95370917   79.91227483   39.97635726  119.84687384]","[  19.97116992    9.98310966    9.98390304   39.97292246   79.93010025
   79.88320358   29.98603293   89.95726802   29.98618423  229.89180418]","[  59.96307597  249.93365244  159.84878682  209.87214488   79.92164845
   59.97057449  169.94525604    9.98120442   99.96048009   19.97524554]","[ 149.96316207  109.93960124  239.90460015   99.93075672   29.97464441
   69.96173362  169.90425871   39.97043773   69.94475293   59.97012172]","[  59.94104777  219.91223793   19.9633261   149.94765613   29.95914291
   19.96721212  109.94046027   39.96146951   49.95401385   19.97369583]","[ 169.92854539  159.926249     89.91915721  259.7653077    49.94414172
    9.98225617   59.94194096  179.9310795     9.98303518   69.97481271]"
"[ 199.77565964  109.92535218   19.98038788   69.97429399   49.97980023
   69.9442584   139.92342298  179.92742834    9.98945741   29.95330224]","[  49.91545344  219.84495049   49.91428637   89.94389434   39.96474885
    9.98383585   59.97074962  159.96924715   39.94440531   99.95908716]","[ 239.93007353    9.98439563   59.96666527  129.95924755  169.91305332
   49.95426247  129.89093389   19.97990154   69.93777894  139.96828661]","[  39.97734079   49.9663482   149.95875592   39.97375453  239.80449916
   79.95806613    9.98481499  179.9395673    69.97276451   89.96186936]","[ 249.86658106   99.97020642   39.98070176   29.98292152  179.92824012
  129.93657857   49.96094621  419.7809994     9.98228354   79.89509556]","[ 109.92818473   99.96617494   69.91358253   69.93982613  139.89177484
   59.95800439    9.98835875   69.95099843   29.96359701  169.89333197]","[  39.95714094   99.96631256   29.97318122   19.98658165   19.9761559
  129.88796862   99.94302726   29.95623532    0.          109.93582746]","[  59.97618262  109.94143354    9.98314355   39.97445395  139.90086166
  189.92008294   29.97375897   79.95035548    9.97940358   29.95963642]","[ 189.88997335   59.97165843   39.94524794  109.94450161   89.97528782
   59.93742012   79.95062566  169.87849175    9.98302618  109.97122284]","[   9.98003635   29.95186945  149.94728573   89.93782541   19.97872382
   29.96721633   79.97565033  209.88159244   79.92244313   29.98336508]"
"[  69.97233542   49.9442297    59.9603733    69.9365692   139.94370317
  219.9165328    39.97556096  299.92011441  149.81033557  129.94623883]","[ 109.90437245   79.93968739   39.95762833  199.85588311   39.94706333
    9.98074599  119.8934397    59.96783821   99.96640745   59.94976663]","[ 179.88258398  139.95445726  109.9104863    19.98720556  129.96121142
   19.97101983  149.95639558    9.9842713   129.94572496    9.98297293]","[   9.98035282   49.92832108   19.97699557  299.87252509  119.92215774
  129.94831258   29.94823457   49.9346568    39.9547323    39.94882411]","[  29.96042044  289.89613339    9.98765938  219.94136199  159.93176247
   49.9713744   169.95238264   99.88428045   29.95034003   19.976648  ]","[ 119.90265483  159.92184997   49.97238425   99.93238238   29.98509162
   29.97426536   49.95045585   29.96612445   49.96536213   19.9686462 ]","[  59.93819649   79.96306354   19.97494492   39.96367761   79.96095755
   29.97140594  139.9432412    69.97354373  179.85249135   39.96358731]","[  19.96936791   39.97014377  129.89680162   79.86884272   59.96973589
   19.98141532   19.97559846   29.97509341   69.97596627   19.97119129]","[  59.93629873   59.97069808  209.89524643   89.95848018    9.98585103
  169.95993422   19.97917873   59.97408059  109.92948013   69.91885487]","[  79.96482403   59.92053881   69.91340127  209.85105516  139.89975093
  139.88978051   39.95764058   19.97355267  179.94126515  139.86898818]"
"[   0.            9.98887417   59.97841062   89.95355597   19.9785109
  109.87170615  119.9344668   279.84006849   49.98213115  119.93800166]","[ 149.89620206   19.98078528  119.83816214   19.97267516   89.9372426
   39.94336187   89.95849602  129.9188361    49.95037011  159.93619474]","[   9.98332018   79.95276194  169.88524701    9.98607177    9.98752747
  119.95578855  219.88246461   69.92730439   69.93961898  139.94874706]","[  19.98314719   29.97784639   79.96829507  259.81904651   29.98218698
   89.94178783  159.87610807   59.98495871  109.94884491   59.94639398]","[ 189.92371965   79.9608049    29.95080042   79.96082937   89.9710795
   39.97728084    0.           49.93379772  119.95253133   79.98236723]","[ 289.82634124   49.94234541   49.96725082  119.94077895   79.97473937
   89.90644862   89.96525674   19.96930082  209.88915462   29.98168165]","[  59.96545733    9.98907385  149.8979854    99.87142423   29.95269403
  119.95402568   39.98398732   29.98539725  179.91465549   49.98061215]","[ 29.98476996  39.96613098  19.9662453   19.97793449  49.97087525
  59.95045277  19.97095077   9.97967397  49.92737453  89.94311049]","[ 219.90206444   69.91926552  119.96537763   39.9759423    39.99052575
  169.94130493  139.92316185   19.96927527   29.97933104   39.97955922]","[  29.96068557   79.93605986    9.98638073  119.9770497    49.97728279
   39.96001363   29.95726665  199.90865942   49.91093642   79.94012994]"
"[  19.96671525  189.93537822   29.97511774   59.98203615   19.98325276
  169.94323333   79.93669022   29.9628266    19.97018576  309.85311377]","[  39.97264097  109.89155261   59.95748372   29.96974219   39.94138529
  369.84914513    9.98666498   29.97212933  179.83227488   49.96642661]","[  89.94318099   59.94719659  139.97472096   89.91857348   39.97669924
    0.          109.86827144   39.95593764   59.95026122   49.97555884]","[  89.93442176   99.8574418    29.9712216     9.9865388    79.95562193
    9.98156081   39.97046973   29.96653694   89.88090503  119.9349117 ]","[  69.96072127  109.95797297  149.93119934  109.92181875   79.90522587
   49.92785128  249.91787625  149.90621934  199.92837896   59.90863142]","[  59.93463923   39.97927512   49.92023348   89.96472273   39.97696026
   49.97626229   49.93329724  139.94173751   69.96385048   29.96685222]","[   9.98389492   39.94694492   29.97792974  179.88763133  119.95471647
   99.93698365   89.95647769   29.98058906   89.9757598    19.97329332]","[  59.93032552   29.97043144  239.91832264   29.97953995  149.89078896
   39.94216461   59.93074977  199.96066003   69.94120762    9.9800661 ]","[ 119.84405288   39.96056755  119.91576998   49.95010796   69.97207794
  109.90575808    9.97984462  149.87273271    9.98348483   59.94785769]","[  29.9755199    19.97469694   99.9643803    99.91936053   29.97775952
    9.98372735  189.94058504  179.9138903    69.96249158    9.98093538]"
