avgReturn0,avgReturn1,avgReturn2
-217.19937295202104,-249.59805340861638,-237.594911226632
-213.427302827712,-296.81415339583594,-186.17583792913206
-252.4745229174686,-259.7485074655393,-315.90018904503125
-149.92378165455685,-271.99120675629723,-225.2715870983244
-244.044982176062,-200.51035543452295,-212.46347272352372
-230.45533208809266,-197.3261119706548,-264.29920404237106
-314.0799961814391,-219.1670467088142,-200.672705500284
-340.3827780702477,-198.81386924609885,-266.28514448861125
-359.5674725946849,-237.21668382483332,-253.3787510479265
-207.52117268743356,-187.0243489787075,-320.7217695075495
-200.7914143924171,-186.55117443047538,-328.0232426939233
-297.56323416442467,-168.37418137133722,-259.5034343406589
-220.93485038103077,-166.10395980577843,-294.548400743432
-342.3590045917172,-158.54243692304857,-248.45393347410152
-194.4095292416783,-198.30555898177016,-239.07327934985165
-182.93711405423744,-119.84767588748065,-251.8168432485571
-214.18499369313037,-86.33173880702668,-247.6727626651295
-240.7761692516717,-131.57230250654908,-239.67820999987396
-226.03689567075742,-164.19882136162508,-274.97219664521674
-119.37505593820627,-59.385618148084404,-295.4821570947911
-198.04731542877263,-148.8923375159095,-253.1238006224466
-126.23168034629778,-76.6119527979502,-272.7695099501693
-213.804485785094,-74.36227655389759,-223.945862020627
-318.282167492734,-46.45976687960667,-249.4684564794829
-236.68024975073416,-54.352426722567316,-279.8955877141761
-141.70888571706118,-93.90848156219761,-285.77610614132897
-114.0709950250415,-130.1575810882693,-312.10048630473756
-79.97129436011042,-102.30354267265346,-247.5975266296708
-135.10461644812685,-48.62170577768952,-173.40975457456503
-249.67155731577387,-46.22777751236387,-290.1072184942753
-237.72618161121432,-45.88531111149767,-178.90501547236013
-97.67634294736203,-64.349292078538,-214.88212782688808
-43.907370665952854,-62.759081527599896,-258.1540300007805
-115.46385368703939,-59.295275146223865,-243.6594441542266
-28.9889560339193,6.891931231140162,-233.5389302048396
-250.25544952993363,-24.839478876347904,-199.2382030875188
-42.132710179828244,-31.46353698024128,-227.40540659898005
-38.883040817642964,-60.712012717200246,-215.7448295541068
6.934634996736546,36.545669520925564,-163.54253750271192
33.549273963483735,-38.01441647600203,-200.61316473882817
-0.17538509651146078,30.160735167245615,-205.24304748418498
-47.05613935345958,5.64946295976268,-250.46104912355932
55.52148933083563,-9.503858579239862,-176.79637145716526
-65.65097600022037,-7.436648912234951,-207.660192646205
-34.58897721083326,18.305768915097556,-210.77773801204702
44.05887295363457,12.035993612366521,-199.06946918153844
-4.385072041885485,39.649632895937025,-215.38039950088788
92.22049931028766,34.36119888167607,-208.85361942293162
201.73052131890037,36.58388014806391,-111.94675744449331
193.38433893865553,67.01676576003065,-162.379431935933
216.563958384232,44.70181054441053,-201.77756145316422
73.74271512348447,35.61624873695498,-220.0069966669244
34.43528672414357,52.446500611967735,-182.89849263677954
129.2095997260964,128.79531011620003,-168.26905983748406
159.2891693744416,54.059482631183386,-241.3642183533449
164.65957759457697,60.47507965425879,-197.27811779214116
183.26151721650163,106.9819733693029,-169.5765427438345
112.02236298652339,105.2397965554088,-144.92286482767847
