rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ 2.78876668 -7.41664729  2.78876668 -7.41664729  2.78876668 -7.41664729
  2.78876668 -7.41664729  2.78876668 -7.41664729  2.78876668 -7.41664729
  2.78876668 -7.41664729  2.78876668 -7.41664729  2.78876668 -7.41664729
  2.78876668]","[ -1.42051746  -9.8600949    2.50049304  -9.76186881   3.17487626
 -15.44670199  -5.45471117  -1.89161976  -9.4078512   -0.88403699
   2.50049304  -9.76186881  -1.44526751  -0.23871286  -2.66471652
  -2.58907325  -1.44526751  -0.23871286  -6.15343458]","[-7.02596164 -4.78722693 -6.39936202 -4.56123652 -8.51206247 -6.59095005
  1.84888215 -1.15169789  0.63013538 -6.59095005  1.84888215 -0.71995695
 -3.00925091  0.43392069 -1.89079169 -4.20095951 -8.41979714 -0.71231706
  0.35884773]","[-4.52626173  2.22660907  1.06922149 -0.85443572 -4.01107499 -7.70089282
 -4.31267882  0.71937304  4.27823909 -4.0574267  -6.11069094 -6.40343418
 -2.36972986 -5.43933752 -6.40343418 -8.63530919 -5.45513583  3.78313376
  1.08843335]","[ -4.12055642  -0.58469482  -8.98560988  -2.44898608  -3.15242989
  -3.36985397  -3.58918227   0.77737129  -4.12055642  -0.58469482
  -6.08240615  -1.66474405  -5.01041515 -14.8018634    2.2541818
  -4.9801324   -4.61371468  -2.45760327   3.38136431]","[ -5.71697212  -3.75363508  -7.64110734  -7.75911846  -3.42895541
  -7.32765418 -11.99528743   2.25131686  -2.25978267  -3.23784159
  -1.16140823   0.54193267  -1.66591283  -9.93515432 -11.99528743
   2.25131686  -6.89616569   0.18836485  -9.25675176]","[-4.01953547 -3.45730004 -7.67890945 -5.54093009  0.28557586  2.58981929
 -4.75447425 -2.92801015 -6.21954533 -6.45863585 -6.69406783 -3.73673679
 -5.66308848 -4.78027889  0.36500214 -9.70332922 -5.0236537   1.00559683
 -8.03762539]","[ -0.36538759  -7.87587782   0.46748908  -7.03299423  -3.34387579
  -9.28552796  -4.19603885   4.63945958  -1.60986704 -10.35243284
  -7.94018439  -5.91613298   1.33930115  -2.29097902  -1.01359796
  -3.97704648  -4.0188619   -0.33933548  -4.99462448]","[  1.63211778  -7.89628277  -5.23942259  -1.34642122  -7.42249308
  -5.75911246  -6.92509253   0.83347124  -7.58873961 -10.28251842
  -9.08375622  -7.42249308  -3.01293721  -7.42483151   1.81219919
  -7.17685421   1.01063274  -0.37462003  -0.45909901]","[ -9.72550473   4.41605061 -10.85440664  -1.19623523  -0.58593042
  -0.72042196  -6.68256316  -7.20209946   0.1506297  -10.32120771
  -0.87664524  -6.67029446  -1.73609788   0.1506297   -5.71984015
  -0.8487929   -7.1125063   -2.68938089  -3.17663584]"
"[-8.00976494 -4.73725403 -4.73725403 -6.96842052 -4.73725403 -6.96842052
 -4.73725403 -6.96842052 -4.73725403 -6.96842052 -4.73725403 -6.96842052
 -4.73725403 -4.73725403 -6.96842052 -4.73725403 -6.96842052 -4.73725403
 -6.96842052]","[-10.88094985  -2.76449205  -7.17537236  -7.92534802   3.4843752
 -11.80591059  -7.17537236  -7.92534802  -7.26455064  -9.8610011
   3.4843752  -11.80591059  -8.86330186  -9.96046582  -1.55485545
  -9.98902311   1.93485506   4.98843463  -2.81889378]","[ -4.64294851  -0.77128342  -3.35591217  -4.73052995   0.63818385
  -6.71987013  -1.19032185  -2.19015534  -7.0603635   -2.48577741
   0.37475048  -5.63454342  -6.60422095   4.85256607  -2.05700403
 -10.08179407   0.37475048  -2.79196299  -1.03044396]","[ -7.45864953e+00  -1.13538950e+01  -4.82297025e+00  -6.41210605e+00
  -8.33367003e+00  -8.68954308e+00  -9.51671718e+00  -8.93735054e+00
  -8.79667966e+00  -5.72320649e+00  -1.15983190e+01  -7.65542520e+00
   1.32253241e+00  -3.11878035e+00  -5.06525923e-03  -5.10947111e+00
  -8.68954308e+00   1.83436885e+00  -4.73362954e-01]","[ -8.32599554  -4.93192102  -6.65792384  -2.17038509   0.02723019
 -16.00953351  -6.65792384  -2.17038509   1.40773956  -7.09938263
  -8.28971423   1.06955528  -3.13841437   0.03040674   3.41302154
  -8.32599554   3.20263201  -4.84534528  -4.13535621]","[-6.92176338 -8.05987778 -2.30972908 -0.63153996 -5.89699101 -5.6684241
 -5.89699101 -5.6684241  -0.53029761 -4.91686822 -6.14933078 -0.10255512
 -1.57675799 -9.21415587  2.65550657  1.46671235  1.81029818 -9.19448852
 -7.26383537]","[ -9.1957343    0.97117241  -4.62261063  -6.14657984  -2.20594431
 -10.03416557  -6.69382404  -4.68801074  -3.15654539  -3.54238449
  -3.53172491  -8.44440456  -9.85203943  -1.20525061   0.53864618
  -3.6470784   -0.94890979   0.70342686   2.44002152]","[-8.2610858   1.79526335 -8.25771804 -0.108983   -6.06885197  1.05096792
  0.56833305 -6.96902462 -1.03711693 -0.52431604 -5.07029877 -7.32277134
 -4.2673668   1.28072432 -0.91180825 -5.10778459 -3.90903931  4.06187815
 -8.98893582]","[-4.30080151 -1.23568055 -1.25688706 -7.80344454 -0.46765543  3.20325039
 -6.08284703 -7.58735405 -4.99668551 -5.53094284  2.06301919 -0.75383181
 -8.65399325  2.06301919 -1.41732401 -2.21656165 -5.86199823 -2.90918607
 -7.21565891]","[ -4.73127184  -0.26246141  -2.4693843   -8.24357444  -0.2662123
 -11.95790791 -11.34137575  -3.56491581  -5.10769665  -8.01279548
  -7.92347148  -0.96095565  -5.01944491  -1.97583639  -1.84330216
  -4.19531575 -10.27942796  -5.01944491  -7.12664652]"
"[-7.49544194 -4.08651042 -4.08651042 -0.6406974  -7.49544194 -4.08651042
 -4.08651042 -0.6406974  -4.08651042 -0.6406974  -4.08651042 -0.6406974
 -4.08651042 -0.6406974  -4.08651042 -0.6406974  -4.08651042 -0.6406974
 -4.08651042]","[ -3.15524437   1.87355522  -4.82465963  -6.0717506   -6.07982031
 -11.00454111  -6.07982031 -11.00454111   2.53605796 -10.51580548
  -7.71802559  -1.68788005   1.06914309  -7.71802559  -1.68788005
  -4.1208301   -3.45008039  -6.60377035  -8.16070361]","[  0.35848747  -3.71091145  -8.38738444   0.65427113  -2.66246733
  -8.56179426   5.25920471  -4.69486067  -5.54197533  -1.53036628
  -0.20726713 -10.36721632   3.41332668   0.7221266   -2.16969596
  -3.45125864   1.88458834  -6.06471683   0.35848747]","[-18.52087654  -0.86391938  -4.66007721  -3.65757817  -3.27746658
  -7.35280896  -3.50533094  -6.01899432  -7.33680671  -4.73194155
   2.72630542   1.99767691   0.70659265  -0.72308648  -3.46856588
  -6.79966766   7.71854882   0.70659265  -6.27421121]","[  3.85095698  -7.88332984  -0.5287066   -7.50603024 -10.86666515
  -3.42226683  -1.16546825  -8.72613207  -1.25462523  -4.50461703
  -9.99217081  -4.91743523  -7.88332984  -7.38094322  -3.21970391
  -7.52042821  -5.05464004  -4.50461703  -9.99217081]","[-14.02709203  -9.92704754  -4.34815351  -3.40440395  -6.86220709
  -8.03431519  -4.65585883  -1.67809198   1.10647692  -5.84331476
  -4.65585883  -1.67809198  -4.55789621  -0.63007788  -9.37751094
  -4.75665061  -1.69825429  -9.86123256 -10.53180661]","[  2.83295702  -4.16590045 -10.55865555  -4.59826684  -3.33474963
  -7.6879397   -6.77782761 -12.52791635  -8.46406355  -4.65764714
  -2.58709976  -9.64214311  -5.2573021    2.88539092   1.70985074
  -8.50394907  -5.65329531  -4.90401298   1.52679321]","[ -9.77814715  -6.85144465  -2.53508995  -4.28951279  -6.73004341
  -1.85098662  -2.70725914  -0.524194    -6.73398535  -8.24925788
  -1.76092945  -5.77456853  -5.12436324  -8.27179604  -4.20428802
 -10.5871119   -6.50187668  -2.89084191   2.36159358]","[-7.88674322 -2.87940589 -1.36569285 -4.14590718 -4.01398106 -4.06435518
 -3.32896711 -4.58740781 -7.60320747  1.69034427  0.21037902 -4.14590718
  2.15704747 -2.91786034 -5.07559451  3.17201628 -2.27559598 -0.43236782
 -2.86112373]","[ -4.27636654  -6.19773591  -6.71474044   0.5439984    0.97008239
   1.92411716  -8.94207655   3.37012795  -4.62261051  -2.18096041
 -10.46748173  -4.78036624  -1.72921386  -4.70930335  -7.38023322
  -6.82319024  -1.54327305  -2.07603228  -4.37082771]"
"[-0.79690429 -2.17947327 -2.17947327 -0.85858965 -0.79690429 -2.17947327
 -0.79690429 -2.17947327 -2.17947327 -0.85858965 -2.17947327 -0.85858965
 -2.17947327 -0.85858965 -2.17947327 -0.85858965 -2.17947327 -0.85858965
 -2.17947327]","[-6.6983403  -4.91381415  5.60537068 -4.80065978 -7.19861189 -7.85617922
 -2.69436164 -6.73586871 -6.28974102 -4.81306619 -2.69436164 -6.73586871
 -6.38482332 -0.68967145  1.47691077 -6.28974102 -4.81306619 -0.75170695
 -3.2547824 ]","[ -2.86021872  -6.95704235   2.1786214   -3.16999326  -5.98418326
 -10.88924385  -2.04321125  -1.64143222  -1.01160119 -10.5231989
   1.29101287  -7.27806969  -1.79783929  -9.84952766  -3.90388118
  -5.92230539   4.4055896   -3.90388118  -2.16022663]","[-2.13974685  0.99389313 -6.15618904  2.54905126 -5.65294515  0.60864501
 -3.54206255 -8.86712882 -9.12247791 -4.49867291  2.54905126  1.09185382
 -4.53948999  0.70224739 -4.97407366  4.39663601  0.82387924 -8.75518816
 -3.42725276]","[-2.76585288 -3.28798678  1.02925324 -7.1941848  -8.38822158 -4.12659043
 -0.10380305 -5.24601511 -2.66066675  0.02489939 -0.52978898 -4.77671974
 -4.77671974 -5.59964939 -3.39209515 -3.84364167 -2.67494216  1.75303351
 -2.66066675]","[ -0.84705269   2.12257647   0.40375742 -12.19561253  -5.43204445
 -14.29198642  -0.47213404  -4.64568639  -0.43246743  -7.45988346
  -3.92204937 -12.19561253  -5.43204445  -5.87596661   0.69267865
  -2.95190005  -1.35947208  -3.06585803  -9.24984294]","[ -2.64427778  -9.70405523   1.67172676  -9.28006597 -10.65112488
   2.53494846 -14.99291099  -5.32800078 -10.89429741  -3.03731278
  -3.16059521  -3.54381126   0.99328734  -8.22466357  -2.05716162
  -3.09084564   1.36590134  -2.32308523  -3.37065585]","[ -0.71671748  -2.90900086  -9.26855479 -11.21492455 -11.81922067
  -5.21025334  -2.3564156   -6.71462615  -0.62288935  -4.76029114
  -5.18140827  -3.52464182  -1.99264527  -1.65066513   1.77312598
  -0.3977433   -7.34883842  -5.19812298   1.98819627]","[ -0.46124192  -3.29426746  -8.63746581  -7.5122176  -12.8632687
  -1.65551451  -9.6634777  -10.01258816  -3.74452677  -2.27024724
   0.63115166  -6.36549225  -7.79048463 -11.15722514  -8.02505879
  -8.25801836   2.19366044 -12.8632687   -5.59927321]","[-10.40089705  -0.23056822 -10.09590742  -3.67489593  -2.17596003
  -1.06273214  -5.92556136  -3.51799583 -10.30466332  -1.73114043
  -4.06461449  -0.2303535   -4.28746589 -10.1355931   -0.98388536
   0.26173723  -2.34551765  -5.06680567  -9.72482084]"
"[-0.87005344 -1.82281682 -1.82281682  0.40626803 -1.82281682  0.40626803
 -1.82281682  0.40626803 -1.82281682  0.40626803 -1.82281682  0.40626803
 -0.87005344 -0.87005344 -1.82281682 -0.87005344 -1.82281682 -1.82281682
  0.40626803]","[  3.13237149 -16.0167795   -6.1409898    1.28216003 -12.74304996
  -5.89284233   2.00503899  -5.04698685  -9.35986961  -8.08371421
  -8.33161857  -0.8159975   -6.72993063  -2.07802648  -8.33161857
  -5.95543543 -10.9712374   -6.72993063  -2.07802648]","[-2.12095426 -3.77119677 -4.30588838 -4.83130424  4.74616352 -3.50561213
 -3.77119677 -2.21311651  1.76829815 -3.11857867 -1.64744217  2.80620311
 -5.69486527  4.45604672 -6.93822799 -1.67471261 -3.67197427  0.96293819
 -2.18450929]","[-1.52533756  0.67928256  0.05427228 -4.44605961  1.34348944 -1.70178684
 -0.32584771 -0.72289032 -9.31779287 -7.12135283 -6.51253579 -0.73425396
 -1.22998032 -9.73890431  3.56505809 -1.52268086 -1.5361193   1.15981982
  1.02265776]","[  0.05023365  -7.19006223   0.10456473 -10.68551085   0.69447576
  -8.61409756   0.05116341   3.87811072  -9.34753494  -4.57134104
  -7.19006223  -4.56142713   0.34991232  -5.13202775  -2.0262111
  -0.25307215 -10.19968885  -5.77412908  -0.25307215]","[  1.50500612  -7.38211607 -10.44203741  -6.77220132  -1.94306346
  -0.65097585  -1.94306346  -0.65097585  -2.63793395  -9.01468761
  -6.21517605 -15.18004403  -7.56509685  -8.39516626  -7.90746729
  -4.17999128  -4.70249163   5.39266022 -17.3529499 ]","[ -8.60691173  -5.79969499  -8.55290022 -11.03343845  -1.67850178
 -10.38368292   5.36892574  -3.3583506   -3.92818544  -5.47641846
  -1.18047166  -0.78429188  -4.76143855  -3.00198943  -6.08509391
  -7.05369484 -13.19859628  -3.24940968  -1.28018751]","[ -1.40416464 -10.3811361   -3.74452766  -7.35432978   0.18237724
  -0.05108582  -0.7155347   -8.29249143  -6.34628596  -7.6253689
  -3.9416188   -5.21945699  -4.62128629  -7.40222326  -2.00401079
  -2.28565736  -1.32724281   1.74611911  -3.30427623]","[ -6.03485174   3.27270195  -8.45635331  -2.3821825   -4.61174354
  -5.70498105 -10.75495575  -2.65327059  -4.19911825  -0.17499935
  -1.56860527  -8.45635331  -5.46582436   2.10745821  -5.07414479
 -15.26970352   1.79142982   1.12947185  -3.85750415]","[ -0.33467743   0.71779895  -6.03901659  -3.17171245  -6.77913041
   0.32521897  -2.84030353  -6.58302027  -1.81474033  -9.29848924
 -10.77538141   2.77390405  -9.59828444 -10.05947102  -2.57130414
  -9.02041286  -5.7985352   -2.72759341  -3.56619321]"
"[-1.803347    0.61685114 -8.53391071 -5.17316997 -8.53391071 -5.17316997
  0.61685114 -8.53391071 -8.53391071 -5.17316997  0.61685114 -8.53391071
 -8.53391071 -5.17316997  0.61685114 -8.53391071 -8.53391071 -8.53391071
 -5.17316997]","[ -0.88156444  -3.1345336   -8.03013117   2.7986331    3.1532273
 -14.55129487  -3.1345336  -12.4633779   -1.20074035  -0.0695137
  -2.48333385  -7.01509659  -1.29027695 -10.41345946  -1.95075737
  -8.03013117   2.7986331  -10.1263907   -0.59551758]","[-0.94887868 -3.67404247 -2.71554648 -8.91968237 -7.33412047 -0.27484265
 -4.5900779  -9.48554885  5.5842034  -1.58193241 -2.14262581  6.01281556
 -6.27072444  2.81803842  1.97046365  1.57437717 -2.24842151 -1.68550463
  6.01281556]","[ -0.23046489  -0.68633078  -2.65296252  -5.36049784  -7.23203529
 -11.18996816  -7.26488138  -4.03962757  -3.39101195   3.26025454
  -7.34199807  -3.36510359  -3.46836897   0.79717322  -4.45483057
  -1.1559176   -2.67824704  -7.76907607  -4.97965064]","[ -5.78509872  -3.02513494  -4.51548562  -2.22236884  -8.67373659
 -10.63261536  -5.58211389 -11.03693657  -5.13845335  -5.86687793
  -1.10167666 -10.50423448  -3.05312296 -10.14565163 -10.50423448
  -2.22236884  -5.08410424  -5.13369466  -5.45529346]","[ -4.70003841  -1.23474711 -11.58997526   1.60017446  -1.23057031
   0.6691589   -7.05769128   0.94452563   1.60409317   0.59409164
   1.43552855  -1.68972941  -7.23132481  -2.48365974  -3.55318516
  -7.32871961  -4.70003841   1.60409317   3.55770271]","[ -1.16804510e+00  -9.62799435e+00  -5.67752748e-03  -5.51249732e+00
  -3.43763012e+00  -7.67402524e-01  -9.35208725e+00   4.52835887e-01
  -1.01089264e+01  -4.04801003e+00  -3.60534835e-01  -1.28154136e-02
  -6.34002074e+00  -4.34087999e+00  -7.09919545e+00  -7.86653367e+00
   2.45897541e+00  -7.94240250e+00   2.64811692e-01]","[ -0.73159969   1.84408718  -5.88127825   1.50287776  -4.11366943
 -10.35458352  -3.56229702  -5.02792154 -10.24560953  -4.53965045
  -5.34079337   0.73301734  -1.17274734  -2.56697123 -10.52937832
   2.80799858  -9.29313648 -11.17814213  -6.45250156]","[-7.30884142 -6.99476716 -1.06540833 -5.04226669 -5.26055169 -2.4929373
 -1.3268428  -3.75666699 -2.43426853 -1.06540833 -5.91448636  3.46127983
 -6.11250539 -4.09559369 -8.24654905 -9.52886792  3.06202977 -6.04423119
  0.19138044]","[ -1.00776300e+01  -1.85290075e+00   3.65742569e-01   1.12150473e+00
  -1.18864943e+01  -8.86181757e+00  -4.02031862e-01   6.39989446e-03
  -1.67719455e+00  -8.52582973e+00  -6.42428691e+00  -4.68308671e+00
  -2.34210010e+00  -2.51600688e+00  -4.71026553e+00  -4.25100941e+00
  -1.22714251e+01  -1.03235926e+01  -1.10919759e+01]"
"[-5.14184658 -0.37181402 -0.37181402  1.56009342 -0.37181402  1.56009342
 -0.37181402  1.56009342 -8.59756247 -5.14184658 -0.37181402 -5.14184658
 -0.37181402 -5.14184658 -0.37181402 -0.37181402  1.56009342 -5.14184658
 -0.37181402]","[ -2.84196891  -3.34802272   3.57315206  -7.20917717  -6.48378053
  -1.12087906  -1.32518864 -10.5299901   -8.11788876  -0.94473644
  -6.50441112  -3.10911092 -12.40025581  -6.48378053   1.62545985
  -7.79588315  -6.50441112  -3.10911092  -7.14609372]","[-12.24330468  -5.87867583  -5.23592739  -6.90887978  -5.95793076
 -11.35044605  -0.84356844  -3.630642    -7.53385878  -4.17171611
 -12.24330468  -8.49588663  -6.3055142   -4.4238949   -5.17346638
  -1.55159055  -3.76776139   0.50855664  -6.14716484]","[ -2.74544315 -12.07595372  -3.56031519   0.73683045   1.5763076
  -3.06402414  -8.0725099   -5.39282741   1.45292303  -3.42426146
  -1.88249547  -2.60910063  -0.96738394  -4.34293638  -6.73605061
  -3.64273605  -5.50224315  -8.88678328  -1.55529643]","[-1.58298496 -4.62712671 -8.80206098  0.13259616 -2.05880019 -7.23397534
  3.13501712  3.38503579 -4.23471691 -0.53238292 -7.96530425 -1.22189483
 -5.2800526   0.13358228  0.13358228 -7.71217851 -3.3675485  -3.01189128
 -3.3675485 ]","[  3.65476434  -2.09731141   1.48732806   2.49282943  -3.57607658
  -6.48572234  -1.34304553   1.02383531  -8.63787879  -1.21071815
  -6.48572234 -12.06179468 -10.2067204   -2.09731141  -9.83663803
  -7.3187745   -3.95580237  -0.12293822  -1.1379572 ]","[-11.06337054  -3.65374975  -6.53376046  -1.50424919   2.62851259
  -8.29151759  -5.40187492  -0.5921426   -7.97115822   3.13654026
  -2.64590219  -6.73063847 -12.3681909  -18.87173028   0.61518361
  -9.39005329   1.13648      4.65966085  -1.77151159]","[-4.09961303 -7.98316508 -3.34051406  2.23021939  0.32788992  0.02429659
 -2.5257725  -7.29310455 -5.26902172 -3.48478365 -4.47636628 -8.02058868
 -2.79917284  4.54008443 -2.64800144 -5.09795523 -2.66096948  0.69466138
 -3.49823938]","[ -5.05190928  -1.83578952  -4.30588879  -0.43448336   2.31655557
 -12.86046532   0.14330247  -4.92956409  -5.066671     0.73131308
  -3.66192054  -6.35965549  -8.32122072  -9.34677302  -2.85129501
  -3.62213045  -4.08698652   0.73131308  -7.09727774]","[ -3.95216074  -3.45627145  -5.31670532   1.78124247  -1.59690953
  -7.09207181  -8.16592957  -4.92853303  -4.24844946  -5.17099322
   2.63214331  -6.40317778  -2.14233355  -8.17104368   1.88309987
 -11.09319541  -6.16441484  -4.17939468  -7.01711513]"
"[-10.82296355  -0.14575189 -10.82296355  -0.14575189 -10.82296355
  -0.14575189   1.74091927 -10.82296355 -10.82296355   1.74091927
 -10.82296355   1.74091927 -10.82296355   1.74091927 -10.82296355
   1.74091927 -10.82296355  -0.29750976   1.74091927]","[-7.43060772  2.65366541 -9.677014   -2.45160524 -9.677014   -2.45160524
 -0.03602895  3.60418543 -4.46032608 -9.52198055  1.75134254  5.97813004
  1.64557284 -7.85275553 -7.62255475 -1.63588848 -3.06945046 -1.0204613
 -0.03602895]","[-5.44629757 -4.44267305 -5.55681233 -7.87051403 -9.1854804   2.08683034
 -4.62189186 -3.52663755  0.55462131 -4.19218201 -6.51454472 -9.65556271
 -4.44267305  1.01754676  1.96145776 -3.71591285 -2.62477362 -9.24903876
 -4.33954714]","[ -3.55361128  -6.01209527  -2.58053757  -1.87899316   0.64596627
  -6.97292075  -4.14612039  -0.99378518  -4.36964298  -6.21568393
  -5.58253612   0.97767248  -5.19578772  -8.53203297  -1.60966583
   1.2270941   -7.34004783 -11.07913386   1.07629721]","[-8.24291256  1.10093644 -2.35591213 -8.92968801 -8.24291256  1.10093644
 -2.23104956 -7.5796078  -4.08240779 -3.83286807 -7.65807094 -7.74390658
 -1.46878273  2.24029833 -3.16250775 -8.23298577 -7.76984257 -3.16250775
 -6.26003363]","[  0.73161737  -0.26474134  -9.49773532  -0.29922939  -1.11560072
  -4.11334647  -9.72166409  -9.49773532  -4.59101452  -4.98894087
  -5.98831626  -0.18979091  -4.98894087   2.151815     2.55488343
 -12.39751108  -5.7486487   -2.65055377  -0.08078351]","[ -5.71775285   1.48662077   0.12429409  -2.82989635   1.03900846
 -10.90697757  -8.85045197  -5.1016904   -2.63742406   3.13303713
  -5.74138188  -0.71834512 -10.13487178   2.68845766  -9.66614914
  -3.37377155  -5.03897661  -3.88947432   4.56225889]","[ -4.78088564 -10.05647607  -8.61804448 -10.38934922  -1.27333953
 -10.45736989  -5.00316545   2.28122454  -3.35713078  -4.64693014
  -5.23908073  -4.32787693  -6.51761829  -2.3284289   -7.00847038
  -9.06280276  -0.75053566  -4.41439025  -6.71610221]","[ -2.79619087 -10.76524322  -7.00180205  -7.18278785  -1.37760881
  -8.49473652  -8.40809286  -7.6455133   -0.1592919   -5.7347703
  -6.57331691  -1.59356232  -0.01298569  -3.01335677  -9.43704829
  -9.26785952  -5.33758822  -6.60768225  -6.57331691]","[  0.87868006   3.536768    -2.66356082   1.02631752   0.23980577
  -8.28744004  -1.1933775   -6.1534996   -5.63165797  -0.66476746
  -4.39762783  -4.09278283  -1.51810404 -12.20475995  -1.50822875
  -3.62099841  -4.29134643  -4.63036577  -2.05936068]"
"[  0.15015432   0.69396019   0.69396019  -0.0887872    0.69396019
  -0.0887872    0.15015432   0.69396019   0.15015432   0.69396019
   0.15015432   0.69396019 -11.05518781   0.15015432   0.69396019
  -0.0887872    0.15015432   0.15015432   0.69396019]","[-12.40543904  -6.63727323   0.15235911   0.46463928   0.15235911
   0.46463928 -10.72995153  -7.30076743  -7.96176641  -7.6338158
  -8.23206659 -10.44290421  -5.32024049  -4.80046286  -4.32814948
  -9.54402058  -4.9705429    3.63946669  -7.96176641]","[-4.96254438  2.47134975 -3.35411012 -1.06697773 -1.94940264 -3.40173253
  0.08020499 -6.00261401 -8.76569341 -6.34220239  0.58826484 -4.60618843
  2.9292004  -3.16485206 -5.21255606 -6.36799238 -3.48286732  4.74004813
 -6.70905114]","[ -7.77330373  -6.34923093   1.3834761   -8.15253791 -12.43225338
  -2.61677073  -7.78706975  -7.11272062   1.23500102  -7.26291864
  -6.12170478   4.90149176  -3.38047555  -4.13827102  -5.03786019
  -1.31725875  -8.92195494  -7.08689019   1.09119315]","[ -2.40710876  -4.38278587  -1.03690719 -10.77145183  -0.40605788
  -5.89495193  -8.46908279  -3.46006479  -9.34599416  -4.48437853
  -4.40353015  -1.99833804  -4.05179856  -1.3759331   -3.46006479
   0.40941107  -1.03690719  -0.42341196   0.5997933 ]","[ -1.74082023 -10.53389685   3.00049245   2.15473316   1.55494238
  -9.32840491  -7.36741397  -4.86082072  -5.79040122  -2.59031212
  -3.64369319 -11.06194484  -1.45970802   3.00049245  -3.33484533
  -6.81320228  -2.59031212  -6.52857606  -6.47857255]","[ -3.55122486  -3.04464453  -0.38015907  -8.13639104  -2.14130928
  -6.91255454  -7.95064087  -3.09372872  -3.06203728  -4.9488622
  -3.10105363 -11.25012323   2.95558998  -7.37137571 -11.78887818
  -4.43342831  -2.75821497  -8.01607132   5.06545578]","[-6.72571664 -1.2160735  -4.70740676 -0.89735782 -8.61988565 -0.90836016
 -0.5829009   2.43316729 -0.53214398 -5.06792635 -5.43817628  0.68237153
 -7.14416366 -0.89011015 -8.83300616 -6.29142061 -4.46868928 -7.96826729
 -4.50623591]","[-3.50873211 -0.46241602 -4.73124652  2.09003384 -8.64157947 -1.65696711
  0.56479478  1.82981468 -1.65754522 -2.84361041 -2.49192714 -0.94168215
 -7.84489295 -2.33418053 -1.63353649 -2.74257758 -0.13003211 -2.84361041
 -6.37580711]","[ -3.70538087  -5.18688033 -17.8789028   -0.55016863   0.80432675
  -5.69164727  -7.21023913  -2.17704124  -7.92966248   3.79205874
  -6.82002159  -0.50628015  -0.3378724   -0.74706455  -2.8413416
  -8.4567059   -1.70569167  -0.40419509  -1.90944864]"
"[ 0.30724055 -0.25442432 -0.25442432 -3.30575541 -3.30575541 -1.42669619
 -0.25442432 -3.30575541 -0.25442432 -3.30575541  0.30724055 -0.25442432
 -0.25442432 -3.30575541 -0.25442432 -3.30575541 -3.30575541 -3.30575541
 -1.42669619]","[ -6.05359995   1.19181935  -8.2358802  -10.45197249  -0.89799216
   0.10106889  -0.35389102   1.29450435  -6.36181526  -1.76882181
  -7.61754811  -1.56027085  -0.35389102   1.29450435  -1.56027085
  -0.39127159  -8.215807    -7.82782398  -5.61472556]","[ -8.3447484   -1.41244103  -0.10576794  -3.23277334   0.58934819
   4.81754616  -1.75640137   6.11268925  -5.97120007   3.08049937
  -7.01815694   0.23380557 -11.85302366  -6.40559179  -7.9367403
  -4.53029947  -3.5491909   -6.3855604   -3.27219054]","[ -4.28170093   0.67842707  -5.13430783  -3.33210954  -3.94467575
 -12.31990813 -10.79953315  -6.08762868   3.03158672  -4.48729555
  -2.54205199  -1.38977527  -6.66383928  -6.53149974  -4.28064989
  -2.70673398  -0.35063344   4.28455322  -4.07698675]","[-10.74435882  -0.02015584  -5.69057174  -5.44308816  -5.41721486
  -1.13625719  -8.70757575  -2.68826435  -0.02015584  -5.19601867
  -0.64179819  -9.62775061   0.4169057   -5.02304217  -5.02304217  -4.94285
  -2.08599924  -1.38493334  -5.93515638]","[ -1.432864    -5.1296121   -8.72919742   1.33406486  -6.22506797
 -12.22287973  -5.43456568  -6.38365909   0.81128091 -11.22830835
 -18.99069007  -4.24509873   2.12993875   1.62254737   2.04157333
  -2.90453888  -6.26880983 -12.22287973  -8.60911312]","[ -3.30237579  -5.77766276   2.2381821   -6.83379257   3.32662328
 -13.68675415   3.40519004 -12.41574603   0.23073557  -8.37917581
  -5.67295791  -6.92222279  -6.65021545  -6.03276968  -4.6628805
  -0.96796158  -0.031788    -3.07001696  -2.99530649]","[-0.64126823  1.96029598 -4.63571281  2.9368736  -1.4324588  -7.22454022
 -4.07520512 -1.63431966 -1.62285621 -8.08715154 -4.9869405  -3.13613896
  2.13864001 -4.83901604 -9.6992871  -1.70296221 -4.73836426 -9.07973138
 -0.85747356]","[ -1.23055876  -3.66460396   0.2551107   -9.03353882  -8.33584817
 -14.02043015  -4.56291355   0.83221386  -3.54374168  -1.955636
  -6.15391785  -5.74740448   0.29309122  -5.89247358   1.26892363
  -8.4105222   -3.79652653  -6.27343759  -3.54374168]","[ -9.89354192  -6.68008119  -6.49101176  -3.48361951  -4.02497382
 -13.28806872  -2.65091682  -6.77549043  -6.58237489  -4.56922286
  -7.85846017  -2.41706906   4.63919559  -6.70568991  -0.10462298
  -1.12258602   0.07098399  -8.5613511   -3.81393298]"
