,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,1.9026416997190776e-05,2.598398544447385e-05,2.337474879429571e-05,2.0809191720403188e-05,1.5298044976627313e-05,1.155937610307929e-05,1.947468389967786e-05,1.364596892233839e-05,2.056175589896508e-05,2.3507075713777713e-05
1,1.9522032346053144e-05,1.552897019379577e-05,2.9466567139169725e-05,1.3277039841078375e-05,3.330184258197263e-05,2.6304369032731634e-05,1.4140774709685202e-05,2.807900861004389e-05,1.8517468625536514e-05,2.0124761889209497e-05
2,1.2058894521028014e-05,1.60249146816469e-05,2.7629085338281786e-05,2.747319653168612e-05,9.660689028768597e-06,2.4510834608386556e-05,2.0928274792449497e-05,2.5003447020036463e-05,2.720882002596645e-05,1.561520015940368e-05
3,2.3331439331843133e-05,2.1671780615352526e-05,3.694390408184828e-05,2.719495521016216e-05,3.1690140509610094e-05,3.225125820129848e-05,1.1697873164163147e-05,2.4390780579613874e-05,2.673916475266506e-05,1.3980929058363936e-05
4,1.477269300544747e-05,1.7072967091461588e-05,3.2062732128490244e-05,1.3641177883837225e-05,2.8569359272660023e-05,1.582656257497146e-05,1.8672703494133634e-05,1.046378427183494e-05,2.4575038474158837e-05,4.420204384779089e-05
5,6.57493388437168e-06,1.6485342987991465e-05,3.2474348009378504e-05,2.6072787427928082e-05,2.2426490115399473e-05,2.6560609756833417e-05,3.1715270752963205e-05,2.6217766106874503e-05,1.6620667877646376e-05,2.4685209441164104e-05
6,1.548986545930735e-05,1.067601579356821e-05,2.384837669352838e-05,1.5273945858338987e-05,1.1320974175685985e-05,2.8704901339475026e-05,3.0110282176768227e-05,3.7138797236445706e-05,3.439975226013878e-05,2.290836167257483e-05
7,1.503933641440431e-05,1.5311314020521537e-05,1.7010253601906634e-05,1.0680519127647095e-05,2.9794234181151345e-06,2.2962219156486054e-05,1.830486278560413e-05,1.9228549696614886e-05,1.36701020283545e-05,2.7816608191845328e-05
8,1.5478125356786363e-05,1.1696641241742352e-05,2.1390831946885382e-05,1.9000856977609333e-05,1.8256753809229317e-05,1.5081350743989865e-05,2.371932622265015e-05,1.3451128349795133e-05,2.843019101384897e-06,1.8834429015137607e-05
9,2.4616253417857767e-05,2.1872217004333614e-05,1.673622982395389e-05,2.624710450727057e-05,1.905278104149752e-05,1.990346265748633e-05,2.025012678712536e-05,8.143514463151386e-06,2.47118310127079e-05,1.3853090431098312e-05
10,7.763586475871598e-06,2.0747435606076773e-05,2.5552414823304005e-05,1.9115402452873276e-05,1.0176829196537312e-05,1.8625654275139813e-05,2.2649675517438115e-05,2.684743224401859e-05,2.011948518085883e-05,1.742138109453962e-05
11,1.0806366567495985e-05,6.906198017181384e-06,2.4240356803303427e-05,2.4106945493063653e-05,-2.5327072122092237e-06,6.203559279557375e-05,3.131241814319975e-05,1.265023018341567e-05,1.1854603810651249e-05,1.885465336896192e-05
12,1.5201367595792761e-05,1.2332889383102055e-05,1.9977546660824235e-05,1.2044863229153142e-05,1.912036717576957e-05,2.229404883316923e-05,3.912633501675441e-05,1.4667466078475197e-05,2.8561012814022948e-05,1.774887564654199e-05
13,2.5067373985743255e-05,9.396719906700016e-06,2.1718864153311372e-05,2.0803036913896538e-05,8.992301909302359e-06,5.372404028181478e-06,3.6599392973115284e-05,1.290174632071552e-05,2.228779389857687e-05,5.5722101924362596e-06
14,3.1689000302006576e-05,2.5758252414351505e-05,2.430547213988094e-05,2.7372327321541285e-05,1.8110341836490603e-05,2.774866624601871e-05,5.36621773050987e-05,3.922794982112101e-06,2.0483885705644352e-05,3.53935929600076e-05
15,2.2343185575106178e-05,1.1894130931320846e-05,1.8735778934813978e-05,1.4654100433775719e-05,1.8559987616210956e-05,1.0556386052332038e-05,2.6966260576282752e-05,2.042641361755619e-05,3.699302544883857e-05,1.7252792726954673e-05
16,2.6253530555899813e-05,3.394432138242322e-05,1.7181556839875137e-05,2.1642908924940833e-05,2.0533373806878014e-05,2.066627814197185e-05,4.6706115691426616e-05,1.102276550553285e-05,2.0876282545460086e-05,1.4646264519638625e-05
17,3.0927309824633204e-05,5.512347192335051e-06,1.4187910329246307e-05,7.374795761180624e-06,2.3773395467162375e-05,2.979598408278382e-05,2.1815268023574716e-05,2.7447887752985635e-05,2.900536560439063e-05,1.5015581200146603e-05
18,2.7068283717288377e-05,2.474529887779703e-05,2.0404761210296703e-05,1.1546763525445269e-05,1.4863069589306275e-05,1.7358659859752067e-05,4.149988342524768e-05,2.721839074159847e-05,3.107932799764285e-05,1.5026770193719277e-05
19,1.3874158713498683e-05,9.679553097906762e-06,8.655720181835287e-06,1.4730717393177902e-05,2.016220753780586e-05,1.9705393479353137e-05,2.042540742310759e-05,5.451609947472615e-06,1.788369001637402e-05,3.352752019262524e-05
20,9.789777202333514e-06,1.0675507473980549e-05,1.1408403193356325e-05,1.725580102858257e-05,5.471907447157526e-05,1.1014817212264649e-06,1.7542334477895334e-05,1.509221113377728e-05,8.961287770772243e-06,1.28190830400573e-05
21,8.831040382521031e-06,2.0071509953576123e-05,9.913010490752896e-06,2.6879068193405636e-05,1.8494183981194686e-05,1.4143495932774048e-05,1.6215915919874965e-05,2.6036575352352234e-05,-1.7167394390419201e-09,2.413133846075266e-05
22,1.959568001845309e-05,1.7592228626002797e-05,1.7824157236953883e-05,3.0427480225508727e-05,1.2151403476223622e-05,2.4853244632657783e-05,2.634940911761306e-05,1.872120204161409e-05,5.3199693681225535e-06,3.411092826401027e-05
23,1.3701450731708989e-05,6.716911426940074e-06,8.989599265719984e-06,8.944221899945197e-06,4.153790345683004e-05,2.2603858849957505e-05,9.470918423813921e-06,1.580424866041439e-05,1.716499179513159e-05,1.1653662449262175e-05
24,1.2597861741632799e-05,7.1032732161591165e-06,2.0335643720879648e-05,2.3762639499947453e-05,1.3560381844003108e-05,1.8716375944973135e-05,2.120165587330396e-05,1.717576267102645e-05,2.1419521707874187e-05,2.949645827561732e-05
25,5.126401350100036e-06,5.004282037192368e-06,1.3409620672137622e-05,1.6999260156678787e-05,1.762223052831041e-05,1.6250166058981404e-05,1.0268230313091912e-05,9.628047980454945e-06,1.0189720551340638e-05,1.754742017062489e-05
26,1.8125550657867716e-05,4.771853546604209e-06,1.0976354479184663e-05,1.050240164041585e-05,2.3995915078006052e-05,9.986465640243295e-06,2.0223383685464042e-05,6.3887306088463735e-06,1.4592017699598992e-05,2.9732149302003743e-05
27,6.358775016172737e-06,9.876072589500562e-06,2.3260832160316747e-05,1.4822525917917182e-05,1.7545781553188905e-05,3.532172948857429e-05,5.101158312705757e-05,9.490297997050573e-06,1.8284957913126414e-05,2.628970383214921e-05
28,1.472186661500369e-05,1.7914798092740168e-05,2.293931492196469e-05,1.0334694186796032e-05,2.1624761355687925e-05,1.653882937714639e-05,3.344891618479112e-05,1.722009712752901e-05,1.3730414584364506e-05,2.7500232128734533e-05
29,1.2795476875172826e-05,1.4643616861374664e-05,2.7850093851235234e-05,2.6679580513516777e-05,3.0200116124901794e-05,2.4114985037145713e-05,4.578607553936474e-05,1.168380843790786e-05,4.5298429388406686e-05,3.320105977132441e-05
