nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
1.0,4.0,5.0,4.0,3,4.0,6.0,4.0,7.0,6.0
3.0,7.0,3.0,5.0,4,4.0,7.0,5.0,4.0,3.0
4.0,2.0,5.0,5.0,2,7.0,6.0,4.0,4.0,3.0
3.0,10.0,3.0,5.0,3,6.0,4.0,3.0,12.0,5.0
2.0,5.0,7.0,11.0,4,7.0,6.0,3.0,10.0,3.0
2.0,6.0,10.0,13.0,3,7.0,10.0,3.0,6.0,8.0
2.0,6.0,3.0,6.0,3,4.0,6.0,5.0,6.0,4.0
5.0,13.0,5.0,5.0,4,5.0,9.0,4.0,4.0,2.0
2.0,6.0,11.0,3.0,7,5.0,3.0,5.0,2.0,4.0
2.0,3.0,3.0,4.0,4,5.0,4.0,10.0,5.0,3.0
4.0,5.0,4.0,3.0,3,2.0,6.0,3.0,2.0,2.0
4.0,3.0,3.0,5.0,2,2.0,2.0,5.0,2.0,3.0
2.0,2.0,6.0,5.0,5,3.0,4.0,5.0,2.0,1.0
5.0,10.0,5.0,3.0,8,4.0,1.0,9.0,2.0,3.0
7.0,5.0,7.0,2.0,4,7.0,4.0,2.0,5.0,5.0
4.0,9.0,9.0,6.0,3,5.0,9.0,7.0,3.0,8.0
2.0,10.0,3.0,5.0,6,5.0,9.0,2.0,7.0,10.0
4.0,4.0,4.0,9.0,4,4.0,3.0,5.0,6.0,6.0
3.0,5.0,2.0,4.0,2,5.0,4.0,5.0,3.0,6.0
3.0,8.0,5.0,4.0,4,4.0,6.0,5.0,7.0,6.0
4.0,2.0,4.0,5.0,2,5.0,7.0,6.0,5.0,8.0
2.0,3.0,3.0,3.0,3,7.0,5.0,2.0,3.0,2.0
8.0,2.0,4.0,6.0,3,4.0,5.0,4.0,4.0,4.0
2.0,2.0,5.0,6.0,4,2.0,4.0,12.0,3.0,2.0
8.0,8.0,5.0,6.0,4,2.0,3.0,3.0,6.0,6.0
2.0,3.0,5.0,4.0,5,3.0,3.0,8.0,5.0,2.0
5.0,2.0,3.0,3.0,3,5.0,7.0,5.0,4.0,5.0
5.0,6.0,3.0,2.0,2,1.0,13.0,3.0,5.0,7.0
5.0,9.0,3.0,5.0,4,3.0,5.0,4.0,4.0,4.0
2.0,3.0,4.0,3.0,2,5.0,3.0,5.0,3.0,6.0
4.0,3.0,3.0,3.0,2,5.0,7.0,4.0,8.0,1.0
7.0,5.0,3.0,4.0,3,7.0,3.0,6.0,2.0,2.0
4.0,3.0,7.0,2.0,7,4.0,4.0,1.0,1.0,3.0
5.0,4.0,3.0,4.0,2,6.0,6.0,2.0,7.0,10.0
4.0,2.0,2.0,7.0,5,3.0,2.0,5.0,8.0,3.0
3.0,1.0,4.0,5.0,3,4.0,2.0,3.0,12.0,4.0
2.0,1.0,7.0,5.0,3,4.0,6.0,3.0,2.0,2.0
6.0,2.0,7.0,2.0,6,2.0,4.0,7.0,3.0,6.0
2.0,4.0,1.0,8.0,5,3.0,3.0,3.0,5.0,5.0
4.0,5.0,3.0,3.0,4,7.0,8.0,4.0,2.0,7.0
2.0,3.0,2.0,5.0,6,4.0,5.0,3.0,6.0,6.0
7.0,2.0,8.0,5.0,2,6.0,3.0,5.0,2.0,3.0
3.0,3.0,8.0,2.0,7,7.0,4.0,6.0,6.0,6.0
4.0,4.0,5.0,5.0,3,4.0,7.0,4.0,2.0,2.0
7.0,9.0,5.0,3.0,4,3.0,4.0,4.0,3.0,2.0
6.0,2.0,1.0,4.0,3,2.0,4.0,3.0,5.0,2.0
4.0,3.0,1.0,3.0,7,3.0,4.0,4.0,1.0,1.0
6.0,8.0,3.0,3.0,8,2.0,2.0,2.0,2.0,1.0
3.0,4.0,5.0,5.0,2,2.0,3.0,2.0,2.0,2.0
5.0,6.0,4.0,2.0,3,4.0,2.0,3.0,4.0,2.0
13.0,7.0,1.0,5.0,7,1.0,10.0,1.0,2.0,7.0
6.0,3.0,2.0,2.0,3,3.0,2.0,2.0,2.0,1.0
2.0,6.0,3.0,6.0,3,2.0,3.0,4.0,1.0,1.0
8.0,3.0,3.0,7.0,8,2.0,4.0,4.0,3.0,2.0
4.0,4.0,2.0,5.0,6,3.0,3.0,3.0,2.0,6.0
1.0,6.0,4.0,5.0,2,5.0,3.0,5.0,6.0,4.0
4.0,4.0,3.0,4.0,4,3.0,10.0,4.0,4.0,5.0
2.0,3.0,2.0,3.0,3,4.0,3.0,2.0,7.0,5.0
1.0,1.0,6.0,4.0,3,6.0,1.0,4.0,3.0,5.0
1.0,5.0,3.0,5.0,3,3.0,3.0,8.0,4.0,5.0
5.0,6.0,2.0,3.0,2,4.0,2.0,2.0,3.0,2.0
2.0,6.0,3.0,4.0,2,3.0,5.0,5.0,4.0,4.0
5.0,3.0,3.0,6.0,4,2.0,2.0,9.0,4.0,3.0
6.0,3.0,2.0,2.0,4,2.0,4.0,4.0,5.0,7.0
4.0,5.0,3.0,4.0,3,2.0,6.0,3.0,3.0,4.0
6.0,2.0,2.0,3.0,4,2.0,11.0,3.0,2.0,7.0
5.0,11.0,5.0,5.0,1,5.0,2.0,2.0,2.0,5.0
4.0,4.0,1.0,8.0,1,9.0,,4.0,8.0,6.0
2.0,,2.0,,2,3.0,,4.0,4.0,2.0
7.0,,2.0,,5,4.0,,6.0,4.0,3.0
3.0,,2.0,,7,4.0,,,,
,,,,4,,,,,
