nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
11,6.0,10.0,16.0,5.0,8.0,11.0,8.0,27.0,14.0
8,11.0,24.0,11.0,41.0,4.0,13.0,4.0,7.0,27.0
8,10.0,6.0,9.0,16.0,12.0,28.0,12.0,11.0,12.0
7,9.0,8.0,12.0,16.0,12.0,14.0,12.0,9.0,16.0
3,13.0,28.0,7.0,15.0,8.0,15.0,8.0,8.0,10.0
14,9.0,9.0,8.0,7.0,8.0,22.0,8.0,13.0,12.0
15,15.0,8.0,15.0,6.0,8.0,7.0,8.0,5.0,18.0
10,13.0,7.0,11.0,10.0,8.0,25.0,8.0,3.0,11.0
21,26.0,7.0,4.0,11.0,11.0,16.0,11.0,7.0,10.0
10,23.0,22.0,5.0,10.0,16.0,6.0,16.0,4.0,18.0
20,32.0,14.0,4.0,18.0,22.0,20.0,22.0,13.0,12.0
11,11.0,7.0,7.0,9.0,12.0,8.0,12.0,18.0,10.0
15,11.0,6.0,17.0,12.0,9.0,16.0,9.0,6.0,10.0
7,7.0,8.0,8.0,34.0,6.0,9.0,6.0,8.0,12.0
7,6.0,10.0,16.0,20.0,27.0,11.0,27.0,22.0,4.0
9,6.0,9.0,11.0,14.0,10.0,8.0,10.0,4.0,9.0
7,13.0,3.0,10.0,15.0,3.0,9.0,3.0,7.0,6.0
5,13.0,9.0,18.0,13.0,8.0,11.0,8.0,11.0,12.0
8,7.0,11.0,13.0,9.0,13.0,6.0,13.0,11.0,9.0
8,16.0,10.0,7.0,22.0,5.0,4.0,5.0,10.0,11.0
6,12.0,14.0,4.0,8.0,3.0,6.0,3.0,20.0,10.0
3,6.0,14.0,10.0,12.0,13.0,7.0,13.0,17.0,9.0
5,15.0,17.0,19.0,8.0,14.0,14.0,14.0,14.0,12.0
5,9.0,17.0,13.0,19.0,27.0,14.0,27.0,9.0,8.0
6,8.0,16.0,11.0,18.0,8.0,19.0,8.0,12.0,11.0
14,11.0,14.0,5.0,3.0,11.0,7.0,11.0,10.0,12.0
16,5.0,9.0,19.0,11.0,9.0,10.0,9.0,28.0,13.0
9,5.0,13.0,17.0,8.0,16.0,14.0,16.0,11.0,22.0
10,15.0,15.0,5.0,4.0,10.0,22.0,10.0,14.0,23.0
13,10.0,11.0,8.0,6.0,8.0,22.0,8.0,27.0,13.0
