variancceSgd0
9701.904382381112
11334.742636627625
11411.615024722007
16000.279397264381
13823.652915690674
13731.742383094896
22967.677872354274
11235.88436821936
33927.172111095206
22225.61133027916
18174.776251916977
22277.596702181974
20532.56389540619
17573.811506766695
19592.279792471832
23718.33154273204
20519.60290684834
38280.49907575214
27397.129526581673
38806.74162424263
34318.70109274763
40776.93299354127
48410.841747517494
50831.95135431594
58325.45558700121
49188.27181073544
64148.620432776166
77752.28430838365
66964.04331786372
73990.5475912896
56413.79628642476
54566.86909070176
58222.76889637377
66648.72094110568
45934.793272240015
79758.82437435452
80585.65648175971
55500.285333173306
50717.1242782629
57361.80423261813
66619.01848710423
53627.11565162189
59302.816686066726
54212.02236234637
44495.214579129344
67579.15463498204
83541.80335409005
62904.6768957718
46697.27556980484
53240.55830523695
60702.5550123594
53526.21464194758
64103.78790910161
76613.5471248359
70060.0092058202
69380.1559234998
82863.34009179902
75614.80460051139
76825.52994579535
79230.82233133097
79754.50948426072
91878.80404827722
109104.58566952767
128076.26416477695
128329.16082312528
137104.66112936527
107389.61218007437
99628.24450198053
120367.27082437396
98280.77105836755
97547.14760677173
109182.53012320856
120932.3409138423
161215.5091001037
145330.85876259065
159377.4135492687
118668.14812412471
143461.44764884372
126237.80050640965
121689.8041163143
161986.42402431899
174612.34466968232
137616.58077099308
192187.28611194558
189102.4139255383
196613.73917385738
199900.53542801872
173854.01538833012
161688.1134632924
166596.1721484433
181772.8927993498
198822.9178190101
177157.77615296186
224674.46584769335
224530.37609342858
234001.98004203985
200474.51497135044
206235.35913662132
216482.0470998931
218940.63046439952
248430.35990936085
168834.51316325582
197489.62104094506
222498.40334986965
194245.2422105871
176710.88752499488
189746.3388554134
157556.43828002297
202412.33825948904
159996.7548342633
152155.37722332915
176271.57960884325
216505.72439079557
198390.2638112139
193794.05114460408
180775.6923680068
196047.3334062954
228012.03755306374
197368.08490605938
211491.63022290432
206031.3243567334
206913.84024489656
207782.2243374782
196105.7139365333
203330.62790434333
202698.30277071035
188572.9218525727
186342.64244750614
185290.66751550935
190644.39607595562
169866.8125767371
198704.6006012216
180411.51569390664
187965.083778636
179342.26858653518
264173.2271961741
162839.27877996984
228650.77161903447
194525.18243004562
177260.37540747656
209583.8581408247
176634.2763215468
169371.41957123677
210672.20372823265
145949.98828170326
193677.12427833187
165224.8409240584
234971.50084813358
250939.92891352467
191398.83998440942
195998.91245861698
163652.42257931578
208536.64465646684
187105.9155257051
209421.9363007653
306447.0024274676
276007.7664713418
247508.45263511402
243678.11831939418
274167.05242380314
318772.4175412792
255290.4811541151
240729.13730885606
256061.88356497677
261838.3834253026
261718.6668365643
250747.98833594625
302727.585864161
294127.7720730967
312468.7813780627
249270.60973546252
225479.352165308
301314.06596133683
251236.24546594836
253382.8799555031
329422.948868491
269663.67889515066
219194.66870183073
274853.9675389146
210966.36528139916
234481.90143659408
377052.93151223933
285946.38031033514
289975.09935002984
302443.2837379238
285848.65352228057
306479.46161952615
292830.7840687331
258560.06173163667
329672.34941739443
300935.22879828664
308195.99532075174
407408.91619488026
384173.31528539094
384885.8796461193
375913.0397341073
353640.0299517399
394992.52667007595
381356.5262026259
405164.1951653124
357194.22483400744
336306.97467282356
434609.4100314871
386532.41063712514
395748.32738019916
365263.13005230867
350239.7941914215
339657.6051434389
416022.2268281567
352921.9219488164
319821.3486545418
407642.5142553309
446036.450363631
450493.6288291132
435119.66019634414
427754.5527658421
387267.59176701517
419431.9525819056
354347.8824108643
343762.9409239568
406534.1870948484
418015.781720642
406381.4626825575
446965.3919400341
437096.39209335984
429919.4155656659
487258.0917182864
457822.040732758
398579.27485038794
