rewardsSubIter0
"[ 30.35675853  30.53244362  43.09136529  19.20664189  25.88681753
  26.09261073  18.41108946   7.94883196  25.86706646  30.35675853
  30.53244362  43.09136529  19.20664189  25.88681753  26.09261073
  25.86706646  30.35675853  30.53244362  43.09136529  19.20664189
  25.88681753  26.09261073]"
"[ 21.89371948  35.83268154  54.11111417  62.51327689   5.90195452
  40.45778399   5.18925954  33.91854054  35.83268154  54.11111417
  62.51327689   5.90195452  40.45778399   5.18925954  33.91854054
  21.89371948  35.83268154  54.11111417  62.51327689   5.90195452
  40.45778399   5.18925954]"
"[ 45.5709386   17.59916002  40.64828946  29.44340491  27.75672752
   2.66814727  46.30920868   4.71272679  29.76282003  45.5709386
  17.59916002  40.64828946  29.44340491  27.75672752   2.66814727
  45.5709386   17.59916002  40.64828946  29.44340491  27.75672752
   2.66814727  46.30920868]"
"[ 17.63134333  41.00486701  18.79384252  41.31324481  21.96461974
  48.63891204  33.75692084  12.20788539  38.8314796   17.63134333
  41.00486701  18.79384252  41.31324481  21.96461974  48.63891204
  35.15140226  38.8314796   17.63134333  41.00486701  18.79384252
  41.31324481  21.96461974]"
"[ 47.37009114  -0.65712914  14.23342542  28.0589108    6.54019091
  39.23499682  38.00446929  20.14760713  27.84238252  47.37009114
  -0.65712914  14.23342542  28.0589108    6.54019091  39.23499682
  14.23342542  28.0589108    6.54019091  39.23499682  38.00446929
  20.14760713  18.24377376]"
"[ 62.02356505  44.76000076  -8.30374321  47.53238948   2.74128236
   4.85008201  30.32889451  44.76000076  -8.30374321  47.53238948
   2.74128236   4.85008201  30.32889451  46.16019274  24.91566379
   2.74128236   4.85008201  30.32889451  46.16019274  24.91566379
  25.41520066  22.39886789]"
"[ 43.97384463  44.91085133  29.31612023  33.28023623  45.75779566
  18.56239166   4.73306761  18.26362327  45.75779566  18.56239166
   4.73306761  18.26362327  51.31894232  44.13502854  50.5184277
  29.31612023  33.28023623  45.75779566  18.56239166   4.73306761
  18.26362327  51.31894232]"
"[ 35.06617673  41.02587865   5.31573378  22.18550572  59.22928443
  49.54945634  50.87506959  16.69097374  41.02587865   5.31573378
  22.18550572  59.22928443  49.54945634  50.87506959  16.69097374
  22.18550572  59.22928443  49.54945634  50.87506959  16.69097374
  45.74009967  52.46956235]"
"[ 56.89066756  37.62926264  39.67337365  53.54934837  -7.29841883
  25.25557101  45.57318264  64.53260933  39.67337365  53.54934837
  -7.29841883  25.25557101  45.57318264  64.53260933  43.6215559
  56.89066756  37.62926264  39.67337365  53.54934837  -7.29841883
  25.25557101  45.57318264]"
"[ 21.03068453   8.31501123  32.52136529  58.60793755  12.99740388
  73.84904108   8.82703582  52.15032793   8.31501123  32.52136529
  58.60793755  12.99740388  73.84904108   8.82703582  52.15032793
  49.51705807  21.03068453   8.31501123  32.52136529  58.60793755
  12.99740388  73.84904108]"
"[ 41.61608738  31.6614117    6.577907    26.94776907  36.79477821
  69.91099628  50.55627574  36.90863177  32.07271222  41.61608738
  31.6614117    6.577907    26.94776907  36.79477821  69.91099628
  41.61608738  31.6614117    6.577907    26.94776907  36.79477821
  69.91099628  50.55627574]"
"[ 72.88625963  44.01475313  20.28389989  62.50936441  59.88644239
  78.6112714   61.92911503  53.27056809  72.88625963  44.01475313
  20.28389989  62.50936441  59.88644239  78.6112714   72.88625963
  44.01475313  20.28389989  62.50936441  59.88644239  78.6112714
  61.92911503  57.04869622]"
"[ 68.13803725  47.63875568  41.2370569   46.86838664  37.85830199
  24.73023509  52.8736436   18.14852203  41.2370569   46.86838664
  37.85830199  24.73023509  52.8736436   18.14852203  78.39478086
  47.63875568  41.2370569   46.86838664  37.85830199  24.73023509
  52.8736436   18.14852203]"
"[ 48.44364921  29.54951605  28.38879344  51.61200058   7.40956367
  39.30710429  14.76779445  22.08018271  48.44364921  29.54951605
  28.38879344  51.61200058   7.40956367  39.30710429  22.08018271
  48.44364921  29.54951605  28.38879344  51.61200058   7.40956367
  39.30710429]"
"[ 59.38659887  30.8861199   10.92886158  54.28755346  39.10656497
  64.90927567  49.14286528  36.03428318  59.38659887  30.8861199
  10.92886158  54.28755346  39.10656497  64.90927567  49.14286528
  30.8861199   10.92886158  54.28755346  39.10656497  64.90927567
  49.14286528  36.03428318]"
"[ 31.31844497  25.93412369  14.43640263  28.52835253  21.61745342
  20.41182326  60.82866737  31.31844497  25.93412369  14.43640263
  28.52835253  21.61745342  20.41182326  60.82866737   9.76814607
  27.57598468  31.31844497  25.93412369  14.43640263  28.52835253
  21.61745342  20.41182326]"
"[ 36.87435806   6.49821572  12.12998873  58.55247673  73.49368653
  63.26219677  20.41706887  85.46831008   6.49821572  12.12998873
  58.55247673  73.49368653  63.26219677  20.41706887  85.46831008
  73.37978882  36.87435806   6.49821572  12.12998873  58.55247673
  73.49368653  63.26219677]"
"[ 44.02306552  31.45072148  73.07114325  62.36473089  55.99668864
  53.7463035   70.79483598  44.02306552  31.45072148  73.07114325
  62.36473089  55.99668864  53.7463035   70.79483598  60.28847291
  36.67678528  14.42519511  44.02306552  31.45072148  73.07114325
  62.36473089  55.99668864]"
"[ 52.2683613   82.44440771  59.27493763  45.30998885  50.28494166
  79.18699072  20.06160107  59.27493763  45.30998885  50.28494166
  79.18699072  20.06160107  37.10596146  78.9251202   45.30998885
  50.28494166  79.18699072  20.06160107  37.10596146  78.9251202
  54.36651165  56.16552756]"
"[ 81.6676381   86.18443641  11.97399964  75.616478    90.74370847
  73.91206773  72.08738326  51.33214031  42.83451117  81.6676381
  86.18443641  11.97399964  75.616478    90.74370847  11.97399964
  75.616478    90.74370847  73.91206773  72.08738326  27.78329535
  83.43359497  60.33089599]"
"[ 44.59463386  99.58688976  91.07665286  94.78384069  65.98520898
  59.79083615  49.6476394   56.20903673  73.95514535  70.92612212
  77.7683996   44.59463386  99.58688976  91.07665286  94.78384069
  50.78471424  78.47594996  73.95514535  70.92612212  77.7683996
  44.59463386  99.58688976]"
"[ 58.62595191  66.99402101  50.94687343  67.53752794  51.18785855
  71.91508664  58.27520987  75.16294086   4.03442471  69.61378668
  73.39017685  58.62595191  66.99402101  50.94687343  65.09018674
  49.39983953  75.16294086   4.03442471  69.61378668  73.39017685
  58.62595191  66.99402101]"
"[  65.82676868   11.79847078   91.01710469   79.11031586   51.33116711
   80.47721213   58.58633113  111.08816266   51.33116711   80.47721213
   58.58633113  111.08816266   66.30624462   64.10931791   38.60146259
   37.39878461   65.82676868   11.79847078   91.01710469   79.11031586
   51.33116711   80.47721213]"
"[  94.18643989   44.71657734   77.52874205   43.73841675  108.90435832
  112.58190355   90.97431543   43.73841675  108.90435832  112.58190355
   90.97431543   42.56794522   68.44823934  100.7767411    99.16530612
   62.73580366   88.16228711   94.18643989   44.71657734   77.52874205
   43.73841675  108.90435832]"
"[  74.20301467   78.2052559    75.23209446   90.02819565   43.8170907
   98.83228059   47.23262574   90.57509137   51.2358224    74.20301467
   78.2052559    75.23209446   90.02819565   43.8170907    98.83228059
   43.8170907    98.83228059   47.23262574   65.36665535   93.93895617
   92.09078377  106.27447492]"
"[  50.71663402   96.26116291   96.29615814   99.57601432   93.03384021
   80.37262159  111.61719747  112.25256171   16.44716291  100.67747898
   93.26651771   88.12096808   50.71663402   96.26116291   96.29615814
   49.31532928   16.44716291  100.67747898   93.26651771   88.12096808
   50.71663402   96.26116291]"
"[  73.35395382   83.36630498   79.88510651  102.32166344   99.33651991
   56.12310414   38.73878041   55.71086941   54.49900065   98.43322701
   71.36052848  101.5038753    73.35395382   83.36630498   70.49737255
   55.71086941   54.49900065   98.43322701   71.36052848  101.5038753
   73.35395382]"
"[ 95.53132657  78.92339042  89.10957341  55.28492118  66.26130159
  62.35032276  58.34646221  72.87210902   1.24058907  52.55517842
  99.73977862  83.4280792   81.82468058  95.53132657   1.24058907
  52.55517842  99.73977862  83.4280792   81.82468058  95.53132657
  78.92339042  89.10957341]"
"[  61.16223202   41.0325744    76.35251869   83.62068663   84.19758342
   66.14675452   49.04663266   31.20790052   80.1156512    36.01973898
   56.76003662   43.13523909  104.75106785   74.92833469   61.16223202
   56.76003662   43.13523909  104.75106785   74.92833469   61.16223202
   41.0325744    76.35251869]"
"[  50.99863555  111.31623391   52.63345173   88.78208602   81.29887104
  120.17022853   38.12574106  120.17022853   38.12574106   96.55708368
  121.29408385   85.89941755   65.27976015   60.50253042  118.59416227
  109.41742824   50.99863555  111.31623391   52.63345173   88.78208602
   81.29887104]"
"[  74.05036035   59.56336604   88.03219247   87.28361374   43.61891629
   98.56647682  101.06314067  118.37249317   96.3516947   107.27377506
   47.26028471   63.85487384   74.05036035   59.56336604   88.03219247
   79.12841446   73.64260127  118.37249317   96.3516947   107.27377506
   47.26028471   63.85487384]"
"[  91.47863658   25.71368609   65.97430392  101.7995642    82.01404518
   98.3948021    59.03167121   77.9578133    84.26438597  104.27737063
   83.58742942   51.99969838  119.61838396   92.05978361   83.58742942
   51.99969838  119.61838396   92.05978361   91.47863658   25.71368609
   65.97430392  101.7995642 ]"
"[  87.15491311   77.49159147  109.35999502   50.41194353  112.82137953
   17.3800617    58.58879805   66.95080446   87.1524574    56.82869848
   56.81592165  103.30243277  107.72162966   92.28549934   58.00855391
  107.72162966   92.28549934   58.00855391   87.15491311   77.49159147
  109.35999502   50.41194353]"
"[  80.80369719   82.82627494  110.02740575   98.39380552   69.69258756
   25.70068819   91.66108177   58.45873439   89.81657171    3.67983119
   91.58142005   97.75029125   79.53715042  109.05873343   69.69258756
   25.70068819   91.66108177   91.9654352    58.45873439   89.81657171
    3.67983119   91.58142005]"
"[ 102.25992632   96.75299392  109.49124873   85.65968199  111.81661015
   96.30471007   60.27501141   63.07966334   53.15306495   95.40278605
   -9.17286998   88.57121757   98.67951434   71.29793628   98.67951434
   71.29793628   98.40527638  102.25992632   96.75299392  109.49124873
   85.65968199]"
"[ 119.96209666   99.37188092   61.95060152   33.92154613   99.0773727
   85.35456363   65.18924823   95.4034101   105.16003792   92.45328717
  105.8848791    87.19399185   98.60001542   93.73852316   98.60001542
   93.73852316   53.46019913  119.96209666   99.37188092   61.95060152
   33.92154613   99.0773727 ]"
"[  82.99823053   69.40321262   85.11304744   92.4690706    54.62594444
  104.52255898   98.9807563    75.76103907   90.56125456   95.55446241
   67.00525005   11.1149174    88.41713076   89.84579429   89.84579429
   93.65332099   82.99823053   69.40321262   85.11304744   92.4690706
   54.62594444  104.52255898]"
"[  66.36645982   68.9852185    97.31369491   93.60672157   54.29775728
   55.44274615   75.40054204    2.36907617   66.36645982   68.9852185
   97.31369491   93.60672157   54.29775728   55.44274615   98.28191253
  110.19736105   89.50649894  100.04490443  106.25093698   87.41647838
   30.94156796]"
"[  54.93826202   88.57334753   72.33039599   71.37610755   77.83950988
   78.46521453   83.73266959   47.26207996   86.88322034  100.42509698
   84.15710298   66.07349356  101.46214668   96.51908055   86.88322034
  100.42509698   84.15710298   66.07349356  101.46214668   96.51908055
   98.64953744   84.58651022]"
"[  48.84514726  104.20016075   52.9132547    65.2744888    75.89270666
   83.37365101   97.44996122   96.22285818   40.02924419  102.00024906
  101.49850011   92.4678887    35.0900775    66.45101118   52.9132547
   65.2744888    75.89270666   83.37365101   97.44996122   19.30069948
   63.18226634]"
"[  54.87355167   94.32213591   89.94366574   63.07552185   95.58403633
  101.31752587   33.51481266   72.18329235   72.18329235   47.77510313
   88.9684358    50.95104043  104.44332635   79.00259538   64.43756325
   88.9684358    50.95104043  104.44332635   79.00259538   64.43756325
   66.35797955   86.86537922]"
"[  75.75815274  103.06029523   93.80757744   95.65826934   99.7783356
   99.72630906   91.89974227   91.89974227   82.60224271   87.77200131
   85.82277843   60.00949473  117.15215828   92.56584424  105.15182818
   87.77200131   85.82277843   60.00949473  117.15215828   92.56584424
  105.15182818   69.32878795]"
"[  96.14693082  105.00415749   65.18591484   93.99177913   56.94629955
   98.96238384   86.50890154   65.21761095  105.00415749   65.18591484
   93.99177913   56.94629955   98.96238384   86.50890154   65.21761095
   92.85173023  106.58812068  121.50856558   83.26494425   95.05879179
   23.29574303   97.68713372]"
"[ 107.05181813   64.95238899   55.1012899    27.26909006   84.10235412
   63.88128754   40.64498978  107.05181813   64.95238899   55.1012899
   27.26909006   84.10235412   63.88128754   40.64498978   76.68813895
  109.98868581   92.9587733   101.11010631   98.46272246  119.07825891
   77.40386406   52.34740306]"
"[ 107.44760158  104.76889574   73.26099924   35.04027563   17.50588171
   89.66944149   84.1063837    50.10312072   67.95638047  113.32545735
   89.17842921   77.57103902  103.57736099  110.82189747   85.45701294
  113.32545735   89.17842921   77.57103902  103.57736099  110.82189747
   85.45701294   54.43481132]"
"[  57.70719922   73.20585294  123.01965198   86.84193184   77.65137882
  104.01620793   60.36041977   73.20585294  123.01965198   86.84193184
   77.65137882  104.01620793   60.36041977   86.35290945   74.69315636
  111.85435003   99.40965166  106.95612849   98.76022591   94.24730552
   86.7196519    57.70719922]"
"[  79.97584764   89.93730078   83.8404408    77.48575149  102.50485716
   46.54903536  112.86990167  112.86990167   90.78050465   96.8236567
  105.13257019  111.5947691    91.63509763  106.0359702    90.78050465
   96.8236567   105.13257019  111.5947691    91.63509763  106.0359702
   75.2826423 ]"
"[  90.96156983   83.32420487   99.12055783  107.39771355   97.20593847
  108.8061464    77.30572196   93.09950982   77.30572196   93.09950982
   60.30822656   98.11860265   84.35597919   89.50834457   96.58887433
   93.09950982   60.30822656   98.11860265   84.35597919   89.50834457
   96.58887433  111.92151068]"
"[  72.52950689   83.99155487   84.37673342   99.00609901   97.59654349
  100.42962113  105.21528225  105.21528225   97.33559548   88.30569821
   76.40652172   68.36222222  105.66410376   89.78321371  110.00501761
  100.42962113  105.21528225   97.33559548   88.30569821   76.40652172
   68.36222222  105.66410376]"
"[  99.75050442   71.46418194   80.43626192   59.15339624   96.34207242
   89.65693282   95.5905295   106.10289226   92.08960565   86.4996467
   72.66924693   92.83030241  101.35130375   89.07302832   89.65693282
   95.5905295   106.10289226   92.08960565   86.4996467    72.66924693
   92.83030241]"
"[  91.96509558   76.07052057   82.84081838  105.8885571   110.01939248
   57.06297253   99.44434364   82.84081838  105.8885571   110.01939248
   57.06297253   99.44434364  112.73416579   46.15440687  116.24292676
  107.27222998   95.13751203   88.34234692   70.44126807   85.11760037
   91.96509558   76.07052057]"
"[  86.13125205   91.60644525   63.17993223   95.07357526   85.31764684
   93.3665051   117.86139312  105.00438993   86.94348593   98.33014572
   61.20129427   93.35152865   86.13125205   91.60644525   95.07357526
   85.31764684   93.3665051   117.86139312   91.62162547   -5.88763601
   85.72088554   78.08029285]"
"[ 115.17318112   33.90815547  105.07286251   84.54385501   92.04937001
   61.97239361  109.12330065   95.11846596   92.04937001   61.97239361
  109.12330065   95.11846596   82.77535083   81.2555323    53.60646258
   92.3602453    90.7158888    95.35141929   93.21060811   83.71870106
  115.17318112   33.90815547]"
"[ 103.80703454   90.45951696  108.83938406   83.4811769    92.78630848
  106.25187558   86.45595669  102.16044886  101.20522858   88.17457957
  103.80703454   90.45951696  108.83938406   83.4811769    92.78630848
   80.51063648   91.31691598   81.23549563   80.16512927   96.82377056
  111.32342555  102.16044886]"
"[ 114.60874006  103.90949646  110.34499684   88.23894453  105.68277605
   84.18303749   97.32623445  107.00403605  101.73891487  105.21261634
   77.29092267   91.64226801  108.46106468  113.70230405   84.75299177
  111.39093979  103.8494364   107.00403605  101.73891487  105.21261634
   77.29092267   91.64226801]"
"[ 106.24150785  112.53732763   85.33886552   91.54159897  100.33452159
   93.12135548   87.76707755  119.92001504  106.67949254  107.97155291
  118.65406563  102.93652052   90.15292334   89.47764251  106.24150785
   91.54159897  100.33452159   93.12135548   87.76707755   96.9575415
  104.91820295   94.50441661]"
"[ 112.45196935  124.47727331   97.77186791   81.85545269  105.88082975
  102.68820686  120.62509975   82.57348805  120.62509975   82.57348805
  112.43926338  116.20042486   80.16342606   68.39967816   87.66479025
  116.20042486   80.16342606   68.39967816   87.66479025   80.87650162
   97.16629341   57.93978277]"
