rewardsSnapshot0
"[ 27.11251719  34.02526016  13.685428    10.90652398  24.80253248
  20.22317397  18.10101889  50.62615827  14.67088379  24.74793395
   0.10652138  12.88381009  -6.47626424  -1.4904157    8.42470707
   7.37399447  12.74905553  21.14013025  22.85259933  -4.88959248
  39.52165314  26.63193857   0.37912416  40.11909454  27.69343949
  11.29707289   0.67267541  32.17130821  22.33849194  27.41125267
  -1.81788343  24.02051969  10.86505576  27.11251719  34.02526016
  13.685428    10.90652398  24.80253248  20.22317397  18.10101889
  50.62615827  14.67088379  24.74793395   0.10652138  12.88381009
  -6.47626424  -1.4904157    8.42470707   7.37399447  12.74905553
  21.14013025  22.85259933  -4.88959248  39.52165314  26.63193857
   0.37912416  40.11909454  27.69343949  11.29707289   0.67267541
  32.17130821  22.33849194  27.41125267  -1.81788343  24.02051969
  10.86505576   8.86566759  27.11251719  34.02526016  13.685428
  10.90652398  24.80253248  20.22317397  18.10101889  50.62615827
  14.67088379  24.74793395   0.10652138  12.88381009  -6.47626424
  -1.4904157    8.42470707   7.37399447  12.74905553  21.14013025
  22.85259933  -4.88959248  39.52165314  26.63193857   0.37912416
  40.11909454  27.69343949  11.29707289   0.67267541  32.17130821
  22.33849194  27.41125267  -1.81788343  24.02051969  10.86505576]"
"[  3.00781395e+01   4.96127834e+01   1.59353901e+01   3.86302192e+01
   1.38405660e+01   1.57788900e+01   1.26819384e+01   3.23407541e+01
   3.25711023e+01   2.50273080e+01   1.68998965e+01   5.12449873e+00
   1.93458566e+01   9.97888393e+00   4.86653868e+01   3.05705941e+01
   1.29227526e+01   5.07411871e+01   1.57842673e+01   2.68962124e+01
   4.81179758e+01   4.83901980e+01   6.18472797e+00   3.14767836e+01
   5.90782180e+01   1.47713948e+01  -3.44321627e-02   1.91796318e+01
   4.19146053e+01   3.38738969e+01   3.22288421e+01  -1.03606796e+01
   1.22598116e+01   2.58810421e+01   3.00781395e+01   4.96127834e+01
   1.59353901e+01   3.86302192e+01   1.38405660e+01   1.57788900e+01
   1.26819384e+01   3.23407541e+01   3.25711023e+01   2.50273080e+01
   1.68998965e+01   5.12449873e+00   1.93458566e+01   9.97888393e+00
   4.86653868e+01   3.05705941e+01   1.29227526e+01   5.07411871e+01
   1.57842673e+01   2.68962124e+01   4.81179758e+01   4.83901980e+01
   6.18472797e+00   3.14767836e+01   5.90782180e+01   1.47713948e+01
  -3.44321627e-02   1.91796318e+01   4.19146053e+01   3.38738969e+01
   3.22288421e+01  -1.03606796e+01   1.22598116e+01   2.58810421e+01
   4.96127834e+01   1.59353901e+01   3.86302192e+01   1.38405660e+01
   1.57788900e+01   1.26819384e+01   3.23407541e+01   3.25711023e+01
   2.50273080e+01   1.68998965e+01   5.12449873e+00   1.93458566e+01
   9.97888393e+00   4.86653868e+01   3.05705941e+01   1.29227526e+01
   5.07411871e+01   1.57842673e+01   2.68962124e+01   4.81179758e+01
   4.83901980e+01   6.18472797e+00   3.14767836e+01   5.90782180e+01
   1.47713948e+01  -3.44321627e-02   1.91796318e+01   4.19146053e+01
   3.38738969e+01   3.22288421e+01  -1.03606796e+01   1.22598116e+01]"
"[ 39.46584466  36.95347667  17.40568831  31.12716709  47.16413819
  32.66600691  26.87805884  39.41487891  39.00860148  31.71493897
  -6.92618988   4.40341872  50.76355726  38.22770926  23.24449352
  44.0495225   57.09501547  19.3948863   39.27309192  50.77335629
  44.94100482   8.04131197  12.36353448  43.12575169  31.48316216
   4.59304214  34.24146031  57.06171289   4.83839617  52.38263347
  44.58487659  33.94697159  65.24400079  27.70167011  36.38666709
  39.46584466  36.95347667  17.40568831  31.12716709  47.16413819
  32.66600691  26.87805884  39.41487891  39.00860148  31.71493897
  -6.92618988   4.40341872  50.76355726  38.22770926  23.24449352
  44.0495225   57.09501547  19.3948863   39.27309192  50.77335629
  44.94100482   8.04131197  12.36353448  43.12575169  31.48316216
   4.59304214  34.24146031  57.06171289   4.83839617  52.38263347
  44.58487659  33.94697159  65.24400079  39.46584466  36.95347667
  17.40568831  31.12716709  47.16413819  32.66600691  26.87805884
  39.41487891  39.00860148  31.71493897  -6.92618988   4.40341872
  50.76355726  38.22770926  23.24449352  44.0495225   57.09501547
  19.3948863   39.27309192  50.77335629  44.94100482   8.04131197
  12.36353448  43.12575169  31.48316216   4.59304214  34.24146031
  57.06171289   4.83839617  52.38263347  44.58487659  33.94697159]"
"[ 22.52802797  26.02212086  11.91412175  19.60166284  10.83578506
  15.40421144  45.79435478  31.44008155  23.39142235  52.24351384
  26.86662473  46.01386435  28.37329748  58.32065827  31.95140271
  23.49225605   7.11832001  57.17609878  15.06903375  18.32527549
  14.2388793   53.59625894  45.54035253  63.11646585  14.46761657
  36.24432251  19.31127316  60.48292164  18.25609726   6.64123672
  22.54040012  42.1573753   37.05562223  55.84603998  21.02686467
  -3.63463178  22.52802797  26.02212086  11.91412175  19.60166284
  10.83578506  15.40421144  45.79435478  31.44008155  23.39142235
  52.24351384  26.86662473  46.01386435  28.37329748  58.32065827
  31.95140271  23.49225605   7.11832001  57.17609878  15.06903375
  18.32527549  14.2388793   53.59625894  45.54035253  63.11646585
  14.46761657  36.24432251  19.31127316  60.48292164  18.25609726
   6.64123672  22.54040012  42.1573753   -3.63463178  22.52802797
  26.02212086  11.91412175  19.60166284  10.83578506  15.40421144
  45.79435478  31.44008155  23.39142235  52.24351384  26.86662473
  46.01386435  28.37329748  58.32065827  31.95140271  23.49225605
   7.11832001  57.17609878  15.06903375  18.32527549  14.2388793
  53.59625894  45.54035253  63.11646585  14.46761657  36.24432251
  19.31127316  60.48292164  18.25609726   6.64123672  22.54040012]"
"[ 33.98445754  20.17702115  31.79754466  42.0371111   18.66914894
  28.4463219   21.39496275  36.36077894  67.48730779  20.72034133
  30.26343446  25.07371858  30.02238355  43.52102756   2.136445
  26.97005896   9.71499859  19.90984794  45.93536704  42.8161479
  14.18166609  33.02978719  44.92358083  64.0007028   33.33583135
  29.10221721  17.45395495  30.82718737  58.54519142  24.75464842
  46.52769664  60.55725937  21.22849778   8.14674425  42.0371111
  18.66914894  28.4463219   21.39496275  36.36077894  67.48730779
  20.72034133  30.26343446  25.07371858  30.02238355  43.52102756
   2.136445    26.97005896   9.71499859  19.90984794  45.93536704
  42.8161479   14.18166609  33.02978719  44.92358083  64.0007028
  33.33583135  29.10221721  17.45395495  30.82718737  58.54519142
  24.75464842  46.52769664  60.55725937  21.22849778   8.14674425
  44.90371989  11.47103491  37.60037191  28.47956949  31.79754466
  42.0371111   18.66914894  28.4463219   21.39496275  36.36077894
  67.48730779  20.72034133  30.26343446  25.07371858  30.02238355
  43.52102756   2.136445    26.97005896   9.71499859  19.90984794
  45.93536704  42.8161479   14.18166609  33.02978719  44.92358083
  64.0007028   33.33583135  29.10221721  17.45395495  30.82718737
  58.54519142  24.75464842  46.52769664  60.55725937  21.22849778]"
