nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
49.0,40.0,49.0,44,38.0,23,33,49,11,40.0
21.0,35.0,13.0,49,33.0,10,35,49,6,6.0
8.0,10.0,9.0,1,18.0,40,17,3,2,33.0
36.0,24.0,49.0,49,9.0,49,3,46,19,15.0
13.0,19.0,33.0,8,49.0,12,41,49,2,49.0
49.0,20.0,14.0,12,15.0,43,49,30,23,49.0
31.0,6.0,23.0,49,49.0,33,12,21,26,49.0
41.0,35.0,4.0,49,19.0,31,49,5,38,9.0
49.0,7.0,9.0,41,15.0,9,49,24,6,37.0
49.0,14.0,36.0,1,2.0,44,49,42,49,49.0
13.0,7.0,49.0,49,49.0,9,48,49,17,19.0
49.0,7.0,49.0,2,6.0,9,9,49,13,1.0
3.0,13.0,2.0,18,1.0,49,13,4,49,1.0
21.0,1.0,49.0,1,25.0,49,2,49,2,6.0
3.0,49.0,49.0,12,49.0,49,49,6,32,49.0
10.0,49.0,2.0,17,49.0,9,49,49,5,49.0
14.0,25.0,49.0,1,36.0,20,10,3,2,49.0
13.0,7.0,11.0,9,2.0,3,49,8,9,49.0
29.0,4.0,47.0,3,1.0,49,1,1,1,4.0
13.0,49.0,24.0,2,6.0,34,49,1,28,49.0
5.0,18.0,1.0,7,37.0,2,2,1,32,2.0
49.0,9.0,14.0,49,5.0,39,1,6,2,12.0
2.0,8.0,3.0,49,2.0,13,5,1,1,19.0
4.0,45.0,49.0,4,49.0,1,1,2,49,4.0
1.0,4.0,2.0,3,3.0,6,3,49,34,49.0
49.0,4.0,2.0,2,49.0,2,1,1,47,2.0
49.0,49.0,2.0,1,28.0,1,4,3,1,4.0
4.0,49.0,49.0,49,2.0,2,5,7,49,3.0
32.0,17.0,11.0,6,1.0,2,8,13,49,2.0
,22.0,,2,1.0,7,8,1,49,
,9.0,,49,41.0,11,6,1,4,
,19.0,,5,,1,1,1,2,
,,,26,,4,4,46,10,
