rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4
"[  29.990223     79.96026133   89.96226362  149.83601312   19.96675729
   49.97781844   59.96954103   39.97935802   19.9801587    49.95541415
   49.96668028    9.98110792    9.97995988    9.98721048   29.97482793
  109.98060549    9.98093913   39.97340951   29.98127311   89.95006715
   29.96780594   49.98349771   39.95957653   89.98567588  129.88971086
   29.99146253   29.990223     79.96026133   89.96226362  149.83601312
   19.96675729   49.97781844   59.96954103   39.97935802   19.9801587
   49.95541415   49.96668028    9.98110792    9.97995988    9.98721048
   29.97482793  109.98060549    9.98093913   39.97340951   29.98127311
   89.95006715   29.96780594   49.98349771   29.990223     79.96026133
   89.96226362  149.83601312   19.96675729   49.97781844   59.96954103
   39.97935802   19.9801587    49.95541415   49.96668028    9.98110792
    9.97995988    9.98721048   29.97482793  109.98060549    9.98093913
   39.97340951   29.98127311   89.95006715   29.96780594   49.98349771
   39.95957653   89.98567588  129.88971086   29.99146253   49.97016069
   29.990223     79.96026133   89.96226362  149.83601312   19.96675729
   49.97781844   59.96954103   39.97935802   19.9801587    49.95541415
   49.96668028    9.98110792    9.97995988    9.98721048   29.97482793
  109.98060549    9.98093913   39.97340951   29.98127311   89.95006715
   29.96780594   49.98349771   39.95957653   89.98567588  129.88971086]","[  39.98450484   49.94816416   49.967075     69.94406479   29.96907822
   39.9691805    59.95940659  139.9372934   139.87230597   39.98657844
   39.9822402    49.96732024   69.96710656    9.98283648   49.96950629
   49.93770375   49.97336938   29.96447554  119.86132588  109.95150411
   59.95742121   59.9498728    79.95967665   49.97195361   19.9716997
  159.95113996   19.98194655   49.93152795   49.93306332   59.97368867
   19.97353983   59.96953849  109.95153466  129.94437642   39.98205921
   29.96535495   69.9558744   109.9732739   229.84149787   49.9796486
   39.96359944   49.94119307   69.96872149   29.99229466  219.88492976
  109.93797023   49.97072459   19.97133697   19.97651986   39.98800261
   99.96860425   19.97209483   49.97211541   39.98118403   49.97865968
   69.97138756   29.96699024    9.98093261   89.95972744   29.98291643
   59.97773597   19.96939451   39.9490139    49.96632963   89.909516
   49.9489465    39.97379593   29.96197358  169.86098155   79.94997686
  139.94092651    9.98615705  169.88622504   49.97573875   49.98283574
   29.97207656    9.98009906   19.97895362   29.97290121   79.95837742
   89.9480158    39.95850142   69.96424961   39.93292329   49.96949658
   79.95127903    9.98531507   69.97116704   59.9738299   139.95087423
   99.96042245   39.9493906   119.91834646   49.9430417    19.97460122
   39.98090332   49.97626999  139.96265682   19.96975842   89.92326809]","[  49.97834345   39.95442166    9.98469286   59.97333777  179.88139213
    9.98828472  139.96972372   29.96656079   19.98101423  109.93575963
   19.96939294  229.95765582   59.97218633   69.94748932  159.97169107
   29.96089705   49.9732324   119.94316075   19.96744655   89.93390706
   39.97255154  119.94179693   79.96212609   39.9605771   139.91549953
   29.97978931   39.96759738   29.96659031   29.98589626   59.97698893
  159.87642405   19.97506755  109.9345828    29.98420448   39.93939764
   59.97395459   39.97189014   19.97687534   29.95773572   39.96653487
   19.96707052   29.96173922   59.97107948  379.72426877  109.95513766
   39.96952688   29.97636908   19.9844629    19.97511757   19.98009136
  339.85887357   49.98407872   49.95959201   19.98000693   29.96169491
   59.97735435   29.94856384   19.98081949   79.97145512   39.97864127
    9.98025398   59.94579908   49.96842526   19.96965215   79.93992902
   59.9755237    59.96566445   39.96706347   39.95867723   79.97905872
   29.96644215   69.97636363   39.94951543   69.95079514   59.90704347
  109.97445291  139.97327694   29.98471114   19.97146036   89.93963747
   49.97814071   49.96230895  119.92158765  139.92720563  109.96263103
   99.95531824   69.94500301    9.98080835   29.96444341   29.98616534
   49.95727589   69.97766547   39.9798396    69.94842763   69.94606659
    9.98986865   79.97264059   49.96040079   29.95930666  199.92241915]","[  19.97495177   39.9773142    19.98947946   59.98084441    9.98614656
    9.99110632   39.98344036   29.97875848   39.97703109    9.97931469
   29.97459424    9.98860621    9.98219305   59.90249672   29.99288881
   19.97109833   39.96778149   29.97908765   49.9773207     0.
   59.98397882   39.95450483   49.96409833   79.94094348  169.8660515
   19.97404393   69.95438833   59.96623177   79.98165817   19.98314707
   39.98550605   39.97522989   59.96448824    9.98269552  129.92671578
   79.98470026    9.98329768   39.97961946   49.95625932   19.98031593
   49.96897046   49.98309114   79.93283264   69.96242937   49.97352022
   99.94780198   59.94743532   89.96719759   29.9730771    29.95961469
    9.99029403   29.98075053   29.96771952   69.967982     29.98066582
   19.98760011   79.969952     39.98351435    9.98710149   19.98538649
   29.97398429   19.99155212   49.96903052   19.97780876  109.86397709
   29.97469872   29.97151167   59.97973291   59.98314417   29.98895254
   49.96129831   59.98276799   29.98117881   29.97866782  129.89543622
   29.97601701    9.98530129   39.97805829   49.98031589   19.98033006
   59.9632008    39.9701352    29.98881594   19.97254763   79.92860336
   19.96848831   39.98476993   39.96693851    9.98375885   29.97703051
   29.9859744    19.96767294   29.989838     19.98182063   19.98017189
   19.97893943   29.98509787   19.97455151   39.98511692   49.97726961]","[  39.93656241   19.97959328   39.93864963   19.983959     29.95319667
   79.95390674   49.93922653   39.96688102   39.98488311   39.97854705
  219.92840937   39.9767144    29.98219636   49.95892743   19.98095386
   99.96293209  159.93788846   69.974737    169.95150485   39.98018185
   79.90208868   69.96837878    9.98526693  139.93933339    0.
   19.99000943   29.9715098    49.94135001   19.97007155   19.97579759
   19.97765758  149.89661994   19.98325108   69.93947087   89.94966886
  119.93358453   79.96415238   39.97940563   49.98139684   19.97277074
    9.98128304   29.98508954   59.96591143   79.9661403    39.96859507
   49.98479212   69.97931489  109.92476943  119.95047957  109.93343115
   49.94182349   99.94214186  269.83942025    9.98277161   89.93710133
   59.93067635   49.97715465   69.96632258  119.94975378   39.96860906
   19.97938572   59.96101104   69.96349251   19.96798558  109.94218629
   29.97029692    9.98867093   49.94861767   69.98313165   29.96526935
   49.93468113    9.98853537  179.92332656   39.97113318   29.97740328
   29.98181221   89.91446823    9.98433268   29.97167048  149.90812696
   59.97127647   59.95165327    9.98633628   29.9825798    49.97138193
   39.98945204   59.97649414   29.97459351   39.98776138   19.9712202     0.
   59.979137      9.98293571    9.98704349   29.95046034   89.95814714
   29.9640035    79.97660684    9.98302722   19.96166908]"
"[  29.94913166   39.9469445   339.84905651    9.98843239  169.92881338
   79.97094582   69.9631728    19.97753108  159.9428117   219.81203588
   79.92904313  139.94582016   69.96917023  119.95893957   89.91646552
   89.96330791    0.           59.93300374   49.95885177   79.96298706
   19.97156416  109.9281094    49.95828729   29.97618083  119.94359723
  119.91235584   69.93534226   69.9356079    29.97850688   79.96387727
  129.90497254   89.94911926  129.90742545   49.96546742   19.97238508
   49.97519993    0.           29.98227513   69.94818695   59.93184733
   69.97145888   19.97816895   79.90296401   79.93793359   29.98237463
   59.9409851   179.89971416  109.96142776  109.94561749  119.91235589
   69.93534226   69.9356079    29.97850688   79.96387727  129.90497254
   89.94911926  129.90742545   49.96546742   19.97238508   49.97519993
    0.           29.98227513   69.94818695   59.93184733   69.97145888
   19.97816895   79.90296401   79.93793359   29.98237463   59.9409851
  179.89971416  109.96142776    9.9849583   239.91610832   49.95885179
   39.96391064  109.94561748  119.91235586   69.93534225   69.9356079
   29.97850688   79.96387727  129.90497254   89.94911926  129.90742545
   49.96546742   19.97238508   49.97519993    0.           29.98227513
   69.94818695   59.93184733   69.97145888   19.97816895   79.90296401
   79.93793359   29.98237463   59.9409851   179.89971416  109.96142776]","[ 49.98060207  39.97599185   9.98537458  29.98937533  39.98005503
  19.97502986  69.9726297   19.97725401  29.99002959  69.92778557   0.
  29.97990941  29.97674805  49.96493451  69.96861784  29.97848267
  39.98809437   9.98501092  39.97313594  19.99359795  79.97933624   0.
  89.98348577  19.97532607  29.97964493  29.98080802  29.9931449
  39.97569909  39.98550682  49.95770553   9.98364975  39.96391151
  29.9804588   29.97422254  49.97478638  39.97229174  29.98802395
  29.98968078  19.96824914  59.96826678  29.97945062   9.98167042
  29.98785391  79.97573536  59.95798794  39.98742651  19.98650334
  59.92663823  69.97747261  19.97954209  19.96742828   0.          69.98432022
  19.97241532  39.98575048   9.98318177   0.          49.97280278
  39.97592443  79.89969315  19.96841005  19.98593435  39.97676595
  39.98128862  39.98434308  69.97745442  29.97783669  39.97655619
  59.97286016   9.98303891  39.97598878   9.98876287  59.98231407
   9.97964455  29.97752861   9.9911909   29.95579605  99.93796651
  19.97120323  39.95887284  29.98998854   9.97962354  49.96952419
  49.98195933  39.9789432   19.97113559   9.98344417   9.98710397
  29.9562257    9.99040041   9.98006719  29.98624704  39.97884974
  29.97648514  19.98337474  19.98708214  79.94461475  89.97532009
  79.93755192  79.96898263]","[  19.97736333  349.87387029   39.95719109    9.98759929   39.96681086
  139.93483296   29.95848746   99.93329574   89.92622109  179.91150301
  119.96758626   79.93583458   29.97835154   59.94748166   69.9137822     0.
   49.93256885   59.95823109   79.92404015  149.85288832   99.89473152
  139.94287725   49.95698331  109.8653422    39.9238952   119.96623124
  189.94936106  299.77552102  139.94018918    9.9875029    79.88960462
    9.98641315   59.96886002  259.89642485    0.          129.83720922
   39.94147812   49.95931268  119.81915383   79.95462344  129.9530985
   79.98166979   19.96415954   39.94293763   59.89803673   69.94954386
  229.78806552   99.90341438   19.97572026   29.9707141    99.88853183
  159.91840713  209.88341255   29.96610078   89.96558523  119.91228768
   29.97140809   69.95637311  139.91237587  129.9503161    39.95981798
   59.95441972  169.8803995   129.93661293  129.91584305   29.96318721
   99.91832274   59.95938086   79.91375625   89.96370926  109.90735272
  229.91537962   79.95753407   39.94950767   59.94733153  279.91390322
   29.95968075   49.95126814   19.97588404  149.93914176   79.9329769
   69.96410407   89.90024714   99.93608557   19.9737595    49.95641536
   29.95866422   79.94300226   49.97844383  149.89969133   19.97328604
   99.92577954   49.94043578   99.90729843   19.96966234   39.96206702
  279.89927455   39.9515054    69.96690336   79.91736989]","[  49.97471699   59.98268863   69.94469066   49.98136745   39.97434043
   49.9809446    29.99006473   29.98613378   39.97845767   39.98616213
   19.97832948   39.98679312   19.9899098     0.           29.98417693
   39.96940488   29.95149252   19.97086772    0.           39.96907785
   19.9748937     9.98983185   39.96126314   39.99160019   19.99255756
   19.97142187   69.95083413   19.97634191    9.97936296   39.97978763
   29.97903617   19.97688985   49.98140229   19.98811501   19.97260176
   39.9762533    49.95295222   39.97244705   39.97685522   19.97003294
   19.96957957   69.95925164   19.98401328   49.9798349     9.99050133
   29.98436954   39.98107623   39.97260764   49.98291449   19.99034163
    9.98137855   29.99046249   29.96896943   29.98418419    9.98699822
  119.93603011   29.97216284    9.98504463   49.97665933   19.97873403
    9.98998098   29.99292726   39.97723303   89.91576479   39.98984547
    9.9810068     9.98658144   19.98079619   39.98353527    9.98945437
   49.97705897   49.97232724  129.91552481   39.98695443   19.98028528
    9.98711078   39.97997353   29.98947745   69.93071929   19.96638624
   49.98773361   59.97744958   39.98191571    9.98206479   49.97122549
   89.9201728    39.96985138   59.98723415    9.98487885   89.97787007
    9.97959588   29.96521709   29.96466084   29.96223591   49.98145253
   69.98841009   29.98351783   19.9917877    49.97978456   49.97655202]","[  59.96480452   39.98955064   19.97172094   49.97973435    9.98551619
   29.97792288   29.99001677   69.96053876   19.98345225   29.99008745
   29.97862447   39.96768268   29.98716811   19.97053279   59.9775399
    9.98857767   49.98162205   39.97543145    9.9814738    49.97229504
   99.97867393   89.93845791   59.97819631   49.98094326   19.98038648
   49.96515364   39.98258033   39.96487456   39.97524406   49.98069973
    0.           39.97529767   29.96240679   19.97336894   39.97403233
   19.97495002   29.98989787   49.97795245   19.97627052  149.93487826
  119.96468671   39.97795407    9.98416839   29.95479224   49.98999431
   19.98049262   69.96142835   19.97242401    9.98110094   39.97703657
   19.97112978   19.99170936  129.87486717    9.98700127  129.9071982
   19.98090099   19.98045406   19.96660073   49.97278169   89.95746385
   39.98680818   19.97712546   29.96716035  179.95187388  109.93237976
   79.97529794    9.98160586   49.98318216   19.99263889  139.96481712
   69.96977165   39.9863562    19.99022441   29.9882176    39.98082142
   49.97563362   39.96440964   59.96624408   89.95729963   39.98018704
   29.9840193    29.98718951   49.98441559   59.96342876   59.96866921
   29.98496625   59.98307442   49.96441579   19.97156763   59.97672041
   39.97211312   59.96989654   19.97024686   89.96435443   19.97036884
   49.97999378   99.94890048  109.97809874   39.93341721   29.97632681]"
"[  89.95178455  249.88241651   69.95854262  149.93340791  299.86333167
  249.84647778   19.97889317  259.90877219  109.87118824  109.94599833
   89.87234716  309.90359743  289.85787892  169.94368125  119.95161786
    9.98588941   69.906457     39.92916181  149.93026965  209.84507487
  109.95407819   69.90805502  159.81334006   89.95139239   59.94013987
  959.48906938    0.          129.93209554    0.           89.96224365
   19.97098218  299.87025044    9.98407001  179.94108039  179.85979443
   39.97394638   29.94754383   69.95476886   89.9555956   229.82386614
  219.94667872   89.93554862   39.96006408   89.96737414   99.9345849
   19.96833772  379.90093614   19.97800461   39.94076445   19.96660725
   99.90866068  269.8801197   209.92889942  319.80430279  349.76224127
   89.95415224   99.96633187  359.9000642     9.98629649   29.97720236
   19.97098219  299.87025044    9.98407001  179.94108039  179.85979443
   39.97394638   29.94754383   69.95476886   89.9555956   229.82386614
  219.94667872   89.93554862   39.96006408   89.96737414   99.9345849
   19.96833772  379.90093614   19.97800461   39.94076445   89.95139239
   59.94013987  959.48906938    0.          129.93209554    0.
   89.96224365   19.97098218  299.87025044    9.98407001  179.94108039
  179.85979443   39.97394638   29.94754383   69.95476886   89.9555956
  229.82386614  219.94667872   89.93554862   39.96006408   89.96737414]","[  49.9678262    39.97665824  209.84240444  119.90827702   19.96147503
   89.9132234    39.95051279   29.94980564   59.96772787   19.98023763
   59.96957621   39.9833178    39.96011139   39.98103724   69.96116989
   19.97278377   29.96418938   29.97467502   49.97716494   19.97752049
   29.96147188  139.89035805    0.            9.99142382   49.97381726
    9.98340229   29.96919841   49.94579898   29.98566519   69.95872866
  149.96231625  239.90026817   89.95277      39.96335491   39.98119023
   69.96406028   19.97021186   49.97187304   29.96621264   39.98026061
   59.96706137   39.98610896   49.97316378  159.87487237   39.97868449
  129.96606958   69.96561755   79.91546019   69.96308291   79.96546807
   29.99034669   19.97587621   59.96678978   59.98183391  179.96361407
   39.9801079    39.97972649   19.96682781   49.98493337   29.95281356
   19.97490787   19.98622968   49.9655096   169.95334207    9.97912642
    9.98309011   49.97567294   49.97900218   89.96632166   89.95258168
   29.9885029    79.97003318   39.93201078   29.98652483   99.94514356
  129.95090727  129.90888722    0.           39.92394532   59.97019838
   39.97721101   39.96671117   19.97079653   19.97827968   39.96514826
    9.97964937   69.94160481   19.97657794   49.9765671    69.9709405
  109.95908541   69.97401778   99.93291618   79.9623683    59.98236556
    9.98691026   29.98066749   29.993391     19.97353819   59.970652  ]","[  49.95069492  199.89751795   59.90711404  149.91133734   69.89510539
  109.89257027  109.91186728   79.87964692   29.95264138   79.89110762
   99.9251174    69.93108876  209.88753722   19.96113318  149.88858114
  149.9299382   129.92464396   39.93654389  149.91206681  289.91492521
   89.90931515   99.89169977  119.93584339    9.97911473   39.93894728
   99.91758908  229.91092182  109.87351158  119.90861756   79.89697347
   99.88993567   69.94398548   89.89426048  119.92502671   59.91275054
  379.88494452  109.89013327  189.93079926  219.82535867   69.91842335
  229.91303184  289.83217469  309.93363759   59.92167735   59.95989219
  109.89159629  119.90001907  109.90349763   89.87253869  129.87414042
   79.94560392  119.91346872  109.92692366   19.96394769  139.91201263
   99.90703324   29.96528219  139.83237516   39.97105597  449.88927911
  169.87145772   19.96779535   79.95974351    9.97962406  179.89146415
   99.89258118   89.95771084   89.95388474   99.94075757  179.93354293
  109.96350118  119.92684001   89.93090815  229.93092466  249.86791804
  269.8914042   109.92719174   59.95261657  139.95828941   19.96985906
   89.87447962   29.95426756  149.95076697   39.97253105  259.86183964
   89.927241    159.90144484   49.95963473  119.88153768   29.96297023
  199.86150356  139.89129134  159.8555008   119.82510004    9.98160327
  259.88840488   29.94920266   79.93673523   49.9355075   239.89198806]","[ 189.8863131   309.70625627   49.93090757   39.93631701  189.90172714
  389.84386442  129.93644114   59.96621358  369.8617376   149.80539727
   19.96077311    9.98132619   99.94043169   19.9666786   459.74436104
    9.98023106  119.90208405  129.93141934   39.96716035  189.87834849
  189.8855131   129.93950384   69.95442809  109.91251332  119.89849915
   39.97769099   39.96817671    9.98130003  199.88498149  119.93944004
  259.88050659   79.94591404   29.96880448   49.94825135   19.96934419
  139.95244039  169.91714715   59.94307057   59.97976845   79.93990597
   89.94438176    9.98479751   59.97346065  139.95226692  139.91557719
   29.97106258   29.96704351   69.92387185   49.94300662   59.97362387
   79.98109527   29.97189072    9.97926783    9.98673802  129.95542182
   49.96231367  229.86896043  129.95521652  109.94570031  129.9623622
   59.96611171   49.97831948   29.96314631  119.93811422  179.9394257
  139.94774616   39.95437638   49.96931926  359.84482202  189.92586124
   59.95377556  199.88855065   89.87223026  109.87461032   29.96150723
   79.97644548    0.           59.94625864   59.96984739  159.96245604
   79.93454384  149.90756481   99.95673002   69.96748177  269.81932655
   89.97919476   29.98729438    9.9876648    39.9697638    19.97186485
   19.97453742   19.97351098   89.96043514   19.98023342   39.97219609
   69.95725764   59.9610347    79.93210683   79.92398283    0.        ]","[  59.95919645   29.96582091   49.96965866   89.87592309   79.97926703
    9.98496325   89.93664248  149.87716211    9.98680685   99.95680076
   79.90857183   29.96990763  109.93978696    9.98824614  179.94408636
   89.95231534   29.97424307   69.97155616   89.96545734  149.91822319
   79.96390349   39.97174757   59.94758013  209.95422962   49.9546027
   29.96287568   19.96974812  279.82107557   59.95645169    9.97989106
   49.92720752   89.94265595   29.96315525  329.74757757   19.97658548
   69.969384    139.90672819   39.98085362   69.9628778     9.98295926
   79.96885984   89.95461105   59.9605901    59.956721    109.93186061
   29.95838354   99.95121083   59.9847935    19.97617257   89.96734447
   49.93764053   49.98551928   39.97004357  119.9778151    49.98362981
   29.96230044   29.97053252   39.99060996   69.97368294  129.92423129
   59.96560548   69.92490324   79.96620834   19.96475416    9.98100362
  189.9155464    59.93514887   49.97837776   89.96050679   49.96618377
  259.93088864   89.9339694    19.96688362   29.9700847    79.96360242
   19.98030438   69.95753544   49.9574071    49.98323807   79.89724428
   59.92911557   39.98576295  149.95439587   69.97664572   59.95378521
  169.93167212   59.92732687   89.963631    109.969338      0.
   69.94491272  269.88684841   19.9860008    29.96829424  129.92306446
   29.97267074  109.93929443   19.97980169   29.96829628  129.94335695]"
"[ 509.76920812  159.8759425   219.86267874  319.88901123  359.71740522
  169.81302521  249.91605361  559.86776174  109.92318373  459.73782911
  479.80065604  359.63591043   89.93731728  109.84362746  429.90179536
  429.77524644  419.82889846  359.79591116  329.81926393  129.94321262
  109.86291691  429.66409537  219.79803125  129.81102166  159.79137503
  209.9190388   469.77307829  129.84665851  489.76298509  169.86594213
  269.88605737  129.90098634   29.94903455   49.91100253  189.93221439
  359.71740483  169.81302529  249.91605364  559.8677618   109.92318374
  459.73782917  479.80065593  359.63591093   89.93731728  109.84362746
  429.90179536  429.77524644  419.82889846  359.79591116  299.91529262
  659.77525904  159.82307565  159.87594252  219.86267861  319.88901129
  359.71740484  169.81302531  249.91605359  559.86776174  109.92318373
  459.73782911  479.80065604  359.63591043   89.93731728  109.84362746
  429.90179536  429.77524644  419.82889846  359.79591116  329.81926393
  129.94321262  109.86291691  429.66409537  139.87515744    9.98404882
  149.93762501  199.84640838  199.87887514    0.          609.64239354
  269.88605738  129.90098634   29.94903455   49.91100253  189.93221439
  359.71740483  169.81302529  249.91605364  559.8677618   109.92318374
  459.73782917  479.80065593  359.63591093   89.93731728  109.84362746
  429.90179536  429.77524644  419.82889846  359.79591116  329.81926393]","[ 109.91340332    9.97937676  219.9085293     0.           59.97303912
   39.95936027  119.92360387   49.97435412  109.86759596   99.95984651
   89.94197614   29.95321211  119.91119003    9.98228155   59.9398968
    9.98233348   29.97286099    0.           39.95934748   59.93681681
   59.96340417   69.9176248    59.93762195  269.88037268   49.96158083
   99.9246788    59.98149003   79.89679994   59.95092326   79.97712897
  129.93916585    9.98866558  139.94449659   49.95974262  119.93100758
  169.96058598   99.88741535   99.95789506  129.94973349   79.98091221
   89.95582098   29.96030784  199.91487028  149.95391364  139.96664537
   19.96586174  169.91837371  129.95567374   39.97232579  269.93532163
  119.92689768   19.97822435   99.9415421    39.95877407   39.96531939
   99.94678779   69.91228305  149.94691422   19.9697165    89.92035037
  169.92146511   79.98196396   79.8673627    49.97271735   19.97040546
  109.95764202   99.91563851  299.83668638   89.96106979   89.96898343
  109.9366041    59.94251138  139.8999736    99.92540703   59.93874474
   99.90462393  309.89047861  169.87917607   29.96849819   89.942888
   19.97334716   39.95989506   49.97757089  119.9389153   169.91830865
   59.9763251   129.8952106   149.82251404  119.85615121  149.92557083
   89.95967986  259.78853857   79.91981652    0.            9.98381693
  219.85526226   59.95507118  219.94586888  109.9679997     9.97988487]","[ 329.85695526  159.77832418  159.79937309  219.81432461  239.87451482
   89.86040439  109.8818486   169.79816299    9.98101119  219.90171745
   79.90040995   19.97172056  529.80430702  399.79980377  149.86307242
  299.79859202  209.80780022  299.82720682  209.90644737  139.86967805
  329.82698457   89.85616939   59.93924441   59.9561109   559.62069995
  219.81607082  209.94559351   39.94647272    9.98807341  309.85220613
  179.91404497   69.95158627  169.85045235  249.91779407   89.91177113
  679.81244026  409.77897478  129.92093094   29.95512068   49.92999065
   39.94421784   79.95495085   39.94383878   69.92735439   39.94823879
   99.9386211     0.           19.96776162  419.86742018  269.87617019
   69.91393835  329.82907113   39.95022417   99.91296637  149.92581687
   29.94709514  229.86292573  249.71921808  299.89180004    0.
  259.84980114   49.93982837  179.91879838  419.8336429    49.92751241
  389.90170903   99.87320126  249.89878353  149.89485286  339.84498666
  169.88438747  449.86342289  249.87760418  129.9497503   309.87650767
  239.89799558  249.84562014  199.79099127   69.9443158   269.93218534
   59.89871377  199.91226077  319.82375775  229.80215297  309.87642195
   89.92573048  139.86404225  459.83659964   89.88384685   99.88167072
  469.80127834   39.97246809  269.78729819   49.9068238    39.92988744
  269.82091032  119.93170502   49.94793342  199.88319569   69.89857198]","[  209.93358373   399.81770764   499.8175806    599.7209776    629.76697394
   469.80819444   549.86224609   309.85561383   379.7987321      9.98189834
   239.79141472   499.75977548   149.81540914   109.87739562   309.92382826
   629.83627361   489.72248724   429.64543094   139.93366001   499.85335817
   379.77739007   219.9068355     59.92944361   209.8867471     69.90963163
    19.97523568   209.87308509    79.94032931   439.84744716   169.9328416
   389.91216648     0.           369.83372195    39.94858916    29.95634584
    89.95144626   829.61328408    79.91559481   289.81621239   759.75968188
   109.89826116   459.83184497    29.95105623   259.7724581    119.92243981
   299.79437126   309.86728014   569.7242561    159.82019721   189.92899922
   889.45610675   399.7496386    109.93629723    89.92451318   359.83570575
  1019.69683499    39.96088046   629.62358431   319.82345336   199.82718529
   229.88146851   179.92997342   539.62505965   409.88646903   369.90393985
    69.9532441    569.77574723   259.89004546   139.94672638    89.96330851
   419.82985576     0.             9.98367736   339.84413375    39.94709763
   129.86819201   179.90595928    59.91116085   379.82493338   109.862161
   569.8148602     29.96198803   569.62183249    69.97720537   359.82670325
    49.94413267   519.8440973    649.70061997   769.76279944   229.90384042
   609.72205674   419.78620863   119.96308904    79.95436705   229.92277124
     9.98701201   199.91764595   129.88749487   189.87994456   409.76153365]","[ 209.89936779   19.98024149   69.9425096   179.8553243   239.92615129
  199.82579563  169.84310531  109.94588675  219.76771411  349.8989491
  199.89926603  189.93659343   29.95640494  119.9346512   119.95229724
  199.91171947  109.92349662  239.85062123  239.83807576   39.96606098
   99.90805054   89.9717518     9.98654305   29.95724493  179.93305111
   39.93821249   39.9605901    99.96981822   69.95594767  159.92515357
   79.96548612   49.96705162   69.94690714   29.94500692  289.92885083
   39.94001548  239.78959638   99.95359673  359.7388206   199.88380079
   19.98036302   99.91030678   99.96293378  249.93497472  509.81010729
  179.82304003   79.92891958   59.92983616   29.97172778   89.91256135
  329.82782826   89.89241346   79.95832403  229.82605694   89.9096658
  439.79274676   39.96368577  389.85941377   69.95635866   39.96306816
  159.87920761  119.94406559   99.92093894   79.95105085   79.95441356
  299.77326804   69.95232632  289.73038605  209.82453589   19.97816645
   69.9357544     9.97967469  159.92398999   69.94241208   79.9417312
   99.94164294   79.98103821   89.88784411  239.87496938  139.89128837
   39.93942531  129.92155777  219.8279328   109.95700017  519.78168978
  259.83825668  209.88740447  329.80343428   19.98253183   39.96617054
  399.69411037  259.90029139  109.88965734   19.96789643  309.74255954
  159.92743288   29.96846861   49.93016004  289.86185926  129.91409679]"
