rewardsSubIter0,rewardsSubIter1,rewardsSubIter2,rewardsSubIter3,rewardsSubIter4
"[  29.97652916    0.           19.97934823   29.95986615  289.82019678
   19.97190337   29.98749034   29.97652917    0.           19.97934823]","[ 19.98196818  29.98076276   9.98585829  19.98977249  69.97292596
  39.98901699  39.98526744  19.97444572  19.97719042  19.97784244]","[ 169.84797688   59.9504282    99.92560326   69.93674435   19.97987294
   39.95884773  279.90912034  119.89634145   69.96919441  139.85703752]","[  29.97884088   39.95693574   89.93658669   29.98639489   69.98038023
   59.96366542   59.98517937    9.98537473   19.97399713  129.97764082]","[  59.94661046   39.97437531   19.96908993  139.93105328   29.96793841
   19.96664134   29.98871498   79.9656382    59.9814245    29.98476034]"
"[ 309.78040525  249.79388139  189.85491832    0.          129.90179267
   49.93544091   79.95540876    0.           19.97962435   29.96144129]","[ 39.98087881  19.97569927  29.97609973  19.97839727   0.           9.98050754
   9.98805589  69.94946841  29.98951165  49.97716616]","[ 209.88373589  159.93397596  119.94995515    9.98416277   19.97199949
  199.90689255    9.9832458    79.94976293  179.94465165   59.92827543]","[  19.97567335   19.96305456    9.97984877   49.97252305   39.96178993
   29.97776619   59.95424326   19.97687909   19.96036917  119.87951118]","[ 139.87733989  109.96856007   39.98255376   29.9805121   129.96867064
    9.98377742   59.94061362    9.98473577  149.91604454    0.        ]"
"[ 289.82159901   49.9372402   179.81175561   39.97534846  109.93274278
  259.86973955   49.97718153  259.71504186   39.96941458   89.97673196]","[ 59.98150704  39.96142734  29.97472087  39.97675035   0.          39.9638192
  19.97333751  29.97153579  19.98172617  39.96079856]","[  99.96323921   49.96418867   19.96696682    0.          259.8889884
   99.91662482  149.85687133  139.92771922    9.98006517   79.91706227]","[  69.96208777    9.98559205   29.96592383   29.98301362  129.94417265
   29.96281365   19.96901794   89.91510413   29.97861216   89.98045929]","[  19.97766029   19.97925382   49.98211619   49.96241354   59.96642947
   29.98897442   69.96617275  169.89043194   19.9741258    89.97185326]"
"[  99.91763664   29.95921164   29.95525314   39.95905635  279.89059431
   29.96036634  109.93313199  169.96278382  229.9226191    89.94292175]","[ 29.98360871  49.97360022  29.98763207   9.98185096  29.98711832
  19.97684964  49.95063321  39.98160029  69.95412292  49.96978568]","[  29.96218953  209.92529777   79.87127738   89.9390497    59.93679408
   89.93868407  109.94503415   39.9593463   149.88252133  219.9162351 ]","[  59.93638236   19.97190525   59.98356721   39.98405264  119.96650775
   19.97700644   89.95438938  129.86539318   19.97665786   39.97777311]","[ 29.98712984  39.95875141  59.95944992  39.95848219  19.98113163
  29.97027512  59.97159409  49.96408024  19.98150189  39.96711311]"
"[ 119.96268331  349.83168156  159.97975566  269.77218901   99.92333284
   99.92302987   29.96599882   29.95954112  119.93803339  159.97975565]","[ 59.97932918   9.98843725  29.98638257  39.9904646   29.9745646    0.
  59.97626097  19.97297591  39.98375362  89.92779287]","[ 339.90621824   49.94670545  129.90038961  139.95917981  199.91045046
  189.79459642   89.93291721  189.90910756  299.86307809   99.87856495]","[ 29.96290729  59.96632972  39.98015301  59.97725534  39.97204315
  89.95201929  19.99077414  99.95684551  39.94110201  99.96677705]","[   9.98514147  109.96781708  249.78367253   19.96852702   59.97812082
   49.95375203   19.98308757   39.98576569   49.96748764   99.90678018]"
"[ 129.9448301    19.97319992  119.94761985   69.95968273  129.9448301
   69.95968273  129.9448301    19.97319992  119.94761985   99.91690129]","[ 19.9807945   39.98417523  99.93290215  49.97770327  39.96759913
  19.98269519  39.96235673  49.95259573  29.96931334  19.97092808]","[ 129.90348638   79.93108206   99.91611444  319.87008388  289.89482369
  169.8941682    79.9304009    89.91795801  199.87303545  239.90540227]","[   9.98853645   29.9783806    19.98906653   49.93647524  219.93293064
   19.9837377   109.9687336    89.96682421  239.90171976   19.98216484]","[  19.97988677   59.98172818   39.98525548   89.9633468    59.9667608
  119.96606804   19.96617395   39.96724502   79.97470504   39.96816579]"
"[ 229.73416046  379.71619952  329.84684286  629.73404272  329.84684286
  629.73404272  219.86688209    9.9824552   389.81063681   19.97291319]","[ 49.99071912  39.97959531  39.97545191  39.98023738  29.9790119
  39.97341308  19.98476615  29.95319335  79.89318884  39.98572564]","[ 109.89842455  109.9061889    39.95914207   59.93980674   89.94594122
   49.92593924  159.93526882    0.          149.90665222  109.93764143]","[  49.97133877  179.86808539   29.97281141   19.9779519    19.97769193
    0.           89.95096998   39.97237437  129.883757      9.98283022]","[  79.97045062   59.94958034   89.92247653  129.90682637    9.98315617
   49.98387454  109.91263272   79.98080953    9.98073089  119.95096355]"
"[  19.9675302    99.89941038  439.82603023  439.82603009   49.9761215
   19.9783891    49.93061887  149.92569084  259.89353979  139.92893793]","[   9.97952888   19.9801283    49.98439466   59.96415724   29.96981673
  109.94939636   59.97455566   69.95796819   39.97974264   19.99121972]","[  89.93937033    9.98635696  269.91152493   89.90044397   59.92624998
   69.88767544  119.92069942  239.92537278   69.92337885   49.93453181]","[ 219.90338212   19.97593197   29.95817901   39.97832019   19.98239018
  119.95707981  119.80480296  129.84192607  239.91425408   29.96748596]","[  29.97850963   49.97187237   59.96457432   59.93378004  109.94662397
   69.93096222   89.97668276  129.8819916    59.96059349  219.93810206]"
"[ 219.8843737   259.73833645   69.9276593   319.8202074   149.95416714
  149.8391425    59.9593138   229.8268498    89.90833101    9.98742925]","[  49.97466118   59.95316169   29.98290603   89.97183762   29.97478107
   89.94853633   19.9928387   129.88679725   19.9792203    49.95038817]","[  69.9561216   229.89940312   59.92931619   19.97729839  109.89915571
  119.95509917   49.95072516  339.94744234  149.89508414   59.95756853]","[ 169.87657334  839.48692002   99.9273625    29.97024755    0.
   19.98861352   19.98343205   79.95513098  489.66947782    9.9841587 ]","[  89.9648736    99.92926194  109.95074431   29.95789941   49.93077197
   89.93504365   39.94974279   89.90667261  179.89530452   39.97472957]"
"[ 679.77383237  149.9140333   129.85729677   69.94310108  469.74384692
  169.89384019   39.9386876   119.96513191   39.95706543   79.92471294]","[  49.95815183    9.98252151   79.97445086   39.97588081   69.95624704
  139.94944795   69.96456118   39.97909115   49.93783893   19.97322531]","[  19.97658354  119.89582939    0.          319.8751203    69.94686966
    9.9798104    59.93920098  129.88032493   39.93628726    0.        ]","[   9.98443865   59.92724314   99.94489651  239.9149873    29.968942
  399.63006923   79.97070139   69.93708023  149.94358558  169.88713403]","[  59.973257    119.91383571   89.95353286  129.96362724   49.98433799
   29.95151698  149.93465222   69.9703949    49.93371037   49.94124424]"
"[  89.90835752  279.8980454   219.88959355   19.96694381  119.91410666
  509.76353117  289.84932823   39.93351985   69.92452652    9.98498481]","[  49.97097846   99.92037038   29.94816073   69.95866829   59.96998208
   39.94631063   79.95593699    0.          129.89627864   59.93862278]","[  59.97158219   49.94955311  299.89981646  139.8633079   299.8889928
  419.832815    219.89437093  139.95032758   79.90917882   19.96583688]","[   9.98294833   99.95465682  109.94491653  159.80525759   69.94028245
  119.939487    139.9545147   159.88423275  259.71538661  149.89906347]","[  69.95850493  119.94310311   69.92936907  109.97100871  169.94111485
   19.97451539   59.96574071   29.97068082   79.9502424     9.98304666]"
"[ 249.80240767  479.79316307   29.95115735    0.          369.81852746
  109.92717241   59.90034282  159.84620306  299.78486688  209.91707767]","[ 149.9439425    59.94427657   59.97424406   49.97135309   79.9532135
   29.97659467   79.93860469   39.97499635  119.90249678   19.9852414 ]","[ 129.90018973   49.92772701  199.86409382    9.98576001  149.92064491
  169.88183483   19.96245309  119.91167712  329.87903329   79.95956464]","[ 239.81600987  529.56361459  539.7861507   849.59053677  179.95565075
  119.94650105   39.97339245  219.80661947   79.94251625  219.96255851]","[  19.97871881  109.96101806   29.96681484   39.95287832  119.85263844
   99.9426065     0.           49.95765382   79.96933832  169.82538513]"
"[  39.92761171  159.82470901  159.93701057   99.95283598  589.68302653
  349.79767103  519.77522108  399.83167131   39.93209763   89.88114694]","[  79.93889437  109.90920043   39.93993162   89.97006182   59.95031529
  109.93207304   39.96372921   59.97316805   39.94836279   39.9551395 ]","[ 259.87498005   29.95910007  139.88149957  169.93856407  139.86214822
   39.9508234   229.88847853  289.8987033    79.87867612   69.90734344]","[  39.95787617   39.97163531   99.92238015  229.87107595  389.84229589
  139.9522472   529.78395381   39.94896292  339.80919521   69.96880392]","[  39.95524077  179.9402836    69.96891665   99.94633892  189.86868658
   49.93967294   79.91328732  229.94938405   39.96524925  109.92764325]"
"[ 419.8425676   449.70733509  549.78296653  329.87101762   29.96148648
   49.94672689  309.82427151   59.92841781  179.81994281  199.87376311]","[  39.98192307  159.973427     59.95675126   59.9734928    29.98641088
   29.97215806  149.87447101   39.98914577   69.89713347   99.92507386]","[ 139.8931599   139.88533346  239.89372033  209.87433536  159.88834122
   29.95276383  259.92264741  109.92434011    9.97915206   69.94883366]","[ 259.80504369  139.87461174  139.92130605   39.96502222  179.80981733
   29.95536823   39.96857098    9.97919551  209.93408732    9.98728206]","[  69.96076225  109.9229485     9.98242314   99.9430483    29.98704529
  329.84751815    0.           49.95373441   29.96266386   19.97403829]"
"[ 249.87343392   69.89466662  429.75451057   19.97209253  139.92952573
  439.71028032  219.83945815  499.85856969  349.88356006  139.89476196]","[  59.93975986   39.96942903   39.94349335   29.97092352  149.91012325
  149.93834444  139.95249996   39.95720736   69.94127556    9.97942054]","[ 119.9270636   199.85491073   29.95699247  329.89999857  269.92852171
   69.94404518   39.94106793  159.88824799   39.93977262  329.79697889]","[ 159.82882465  499.70610951  119.95182934  429.81517248  129.90484424
   29.97098555   49.92270973   59.92297681  369.78670881   29.97283198]","[  29.96891714  279.82052179   39.93570058  259.90115778    9.98547077
   59.98159238   39.98110359   69.95670722   19.96101779   19.96868184]"
"[   19.97240491   449.87370357   189.83330735   489.71035927   189.91486996
    29.95535533  1139.4116891   1099.46983177    39.94679691   159.92541149]","[  99.92656376  139.9649028    19.97961515   39.98523203  239.86882051
  129.95589577   49.95816072   99.96070925   39.98230837  169.95683203]","[  39.93485561  239.88196363   59.95646838   99.88485669  239.90034037
   59.93888397   29.97293002   59.94062265  289.85371457   29.95898698]","[ 229.89616091    9.98033221  709.61396526   69.92283481  889.61860656
  359.81345117  299.79593029   89.95983075  329.7290753   129.936807  ]","[   0.          179.82847866  119.93531913   39.9366248    79.96004469
   89.94585331  149.88890844   39.95937899   39.95374746   99.92621885]"
"[ 409.74570973  199.82440639  289.68953585  409.64119331   19.96221224
  809.60768221  449.80319647  259.90982919   89.87381118   99.92813183]","[  89.96138615   79.92410421   19.97055394   29.95533218   79.92305839
   19.96649581   59.97231392   79.97872354  289.79090046  109.93508768]","[ 219.87633263  179.8418558   339.7909245    69.90306023    9.98750308
  139.88951068  269.87950002   79.93226214  129.8166841   259.82172336]","[  49.94006347   29.95159162   99.86843685   19.96798296  269.6943348
  259.82585565   99.87929471  669.77986791   69.94180751  399.75900481]","[ 139.9578552   179.92628811  129.8965416   129.87942687   39.97964065
    0.           99.93667891   39.94605287  119.95515641  129.90247942]"
"[ 229.9125254    69.92799122   59.95813325  199.90785678  719.64389744
  119.93309503  809.67377762  789.7238043   349.70597359  399.70752787]","[ 229.86995787  119.9248637   119.9437323    69.88922063   89.97265967
  169.91828227   79.91683749    0.          179.87013433   29.95229772]","[  89.88857065   99.88233766  179.89753152  339.85678028  199.89353178
  179.76977342   49.92052381   69.91769294  199.96698946   69.92312242]","[ 529.7834521     9.97989877   99.91852303   59.91672266  529.79441446
  239.91816944  249.90850345  339.78751088  599.59116105  639.83032222]","[ 449.75571606   89.94227818  169.88240153  219.92052752   49.95223037
  199.89018509  219.90124965  189.88622619  179.89960047   89.88631445]"
"[   59.92705918   389.65723464    49.94559139   629.72658224   339.683941
   339.90397522  1009.58308837   749.61837829     9.98116648  1189.44154683]","[ 169.96485443   79.96040691    9.98490656  209.95631078  149.96516442
   99.93835947  169.90808684    9.98312436   39.94682347  269.93687757]","[ 169.93476807  219.92057638  239.75720585   59.91003273  449.82842886
  459.81678436  469.82056551  249.78651098   59.96132744  109.85333646]","[ 309.816369    769.83113841  259.91355641   19.9728735   539.79737505
  629.73999918   79.9176197   809.79429308  369.75365548   59.89361038]","[ 169.9582122    49.95111514  289.74416232  529.77087387  449.81467153
  179.80503097  279.79402272  179.82192875  109.86334665  129.91209733]"
"[ 689.64239039  459.82425544  139.9268874   299.74449452    0.
  229.89579318  469.75467434   99.88332329  849.53824549  359.7744134 ]","[   9.98485401   79.94901396   59.96313303  489.78414259   79.90776941
   49.97669953  309.89159986   19.96879161  189.91727825    9.9800682 ]","[ 269.86617703  409.81448717   29.95328542  359.80168287  179.93222509
  229.89683404  189.85572235   59.91135996   79.95903521   69.89917897]","[ 609.65810202  489.85595849  459.72264747  579.83418813  709.56229976
   69.94211957   99.91848143  499.64172706  289.85040625   99.96248693]","[  29.95971669  299.92048486   89.91948149    9.98087922  159.887706
   19.97070646  249.82908829  289.77133197   59.9604411    99.89853447]"
"[ 479.64821451  429.68187832   19.97013314  209.83678805  609.81485721
   19.96517053  489.74207235  229.90018317  479.64821123  429.68187824]","[ 189.93619441   89.94711078  259.86088041   69.95309443   99.90817093
   89.94492255  199.95884477   59.96733835   59.96994983    9.98202238]","[ 169.92475516  199.7991283   429.82556119  199.86845975  129.84691623
  159.83475562  559.79912422  209.80075115  249.74703123  189.8448407 ]","[ 499.84898074  209.916893    199.94750559  239.76506099  279.833057
  339.76152855  399.76168952    9.98462399  529.73831386  319.88550182]","[ 459.86205436   89.93937344  269.70665516   89.87137793  109.8738579
  229.82184445   59.94218911  729.78459317  169.93465073  439.76863223]"
"[ 239.8612696   239.82806842  369.90434808  299.8124979   129.94986882
  389.76899518  669.79222381   19.96991858  219.84134124  149.82684462]","[  59.91159117  169.87641578   99.90127516   79.91051442  159.9136585
  239.86927314   39.95023847   29.94718574   79.9017806   269.88857622]","[ 149.8369231   419.58238808   49.91915452    0.           29.9568498
  209.82697735  649.73031659  439.86744396   19.96521454  349.70233771]","[ 509.8036449   329.8446516   349.71705363  199.88792418  829.65914912
   29.9527782   549.69944928  459.72162954  509.69278381  369.60935004]","[  49.94075747   79.96508454   59.93327902   19.97554551  129.93339023
   89.89364052   69.94009664   19.96587455  229.922425     99.89024468]"
"[ 369.82222803   89.92955054  369.65378882  289.91030032  479.65125791
  129.93945773  339.80845523   39.94696842  529.81791005  599.76514481]","[ 259.89555199   79.94284177   39.95170473  139.95635691   19.9782864
  139.89079935  119.88991638   79.95328879  199.9271079    29.95184174]","[ 379.89732584  159.85706716  109.86719531  139.90052335  179.90616264
  109.84885231  179.87889757  519.8120358    49.92107179    0.        ]","[  279.87198794   649.83477589   479.68074641    19.9608696    429.78493616
   549.76211901   129.8481578    819.77822155   269.86260785  1019.64831481]","[ 179.8759593   509.7738117   159.86449355    0.          129.85409555
   99.9394501   359.71417474    9.98181574  399.64466011  109.94446121]"
"[  709.69304091    49.92866093    39.94794348   159.88181898   439.60484776
  1069.78313478   269.89759614   279.90855699   109.92217555   499.65717435]","[  69.97630837   29.95686474    9.988961     89.91835788  249.82743425
  119.907474      9.98634193  139.87957055   29.97292023  189.8345149 ]","[ 309.70096902   49.93892608  389.76321848   79.9250962   389.74734844
   59.91470779  279.86260275  399.85226783  319.68920294  669.79038595]","[ 429.6958824   539.80327252  319.91227794  319.77999325  749.64300082
  289.77275524  459.80761073  529.55228475  419.84282681  399.8622434 ]","[  99.90123219    9.98207748  579.72814658    9.98274034  249.78185523
   49.95426198  159.91881456  369.66156816  219.71441606   49.94360423]"
"[  559.85766264   949.54731932     9.98215105   409.63913282   429.6893197
   459.71549005   429.69841342   539.73136022  1159.55334779   449.7150351 ]","[  99.96442728  149.95368552  219.93994493  119.87903414    9.98217333
   19.97174001  149.9061197    39.98020994  409.85801299  269.8521669 ]","[ 429.76467964  919.74645327  119.95825857   39.95125043  219.85761826
   49.94571683  429.68650411   29.95702431  439.63884095  349.88049449]","[ 549.74707434  669.51961978  519.61225312  669.79413875  269.85585137
  609.78095404  979.341848    869.69391454  499.82028093  429.76021696]","[ 209.94446865  229.83994246    9.986475     19.97144849  259.71549549
  109.88221189  289.83265662  249.91870876   49.94070355    9.98356479]"
"[ 259.8456503   379.7902256   259.90762929  779.80346932  579.78299271
   89.87498889  699.7106148   729.76715047  769.57388771  569.7188778 ]","[ 199.88400529  139.88537277  139.92949192   79.91703781  219.91891409
   79.92259188  189.84146878   19.96871911  109.93359576   79.90520456]","[ 109.87735026  339.69581479  109.89159047  159.84208308  379.82998042
  829.63050347  329.8372802    19.96967585  569.72608707   39.93997704]","[ 1049.68185894   569.52281423   619.81729821     0.           999.52598442
   829.59138538   519.64052148   649.75824511   729.82550094  1029.7164934 ]","[ 369.81345566  359.83859716   49.93592108   69.89816337   59.92721426
   69.96657803   89.92136492   79.95674665  379.76613739    9.98145175]"
"[ 409.6718587   889.72177092  829.75432745  549.69328678   39.95249245
  789.27187418  329.79818967  459.84060101  679.72901373  719.7347447 ]","[  79.9199693    39.93468281    0.           99.86911224  189.8890783
  189.90816164   69.93607647   89.89412528  299.86296229  119.90988829]","[  409.70538433  1059.43386079   139.82386426   599.88043582   259.91087323
   609.75266777   569.60180998   239.83890611   549.83769965   739.49699553]","[ 659.64715943  479.83684148  559.76488094   59.92057725  449.7869812
  639.77675052  719.79067771  449.81565012    0.           59.95838885]","[  69.8932189   119.93145669  219.87850132   39.93817762  109.86797853
   79.89960161  559.76160513  339.78428963  139.811286    459.74020551]"
"[  159.78410447    49.93783259  1169.46017477    39.95312234   439.6960836
   599.76127196   429.8618011   2059.11003465  1519.51278605   919.62101283]","[ 279.79522004  349.93931106   69.94133576  239.91880054  109.92238044
   99.93135653   39.93433769  149.89876224   89.91385146   39.95169229]","[   59.93863068   459.7419245    539.83428777    19.96788014   379.79086617
  1319.24332792     9.9867278    399.88346857   509.81547385   309.79106809]","[  459.72286072   829.77116684   739.75447209   779.72674705   889.51547009
   329.80890368     9.98540696  1049.79152433   449.73323208  1019.704301  ]","[ 139.92157528  529.75063937  359.85559915  109.91882893  549.68878321
   29.94624572  589.81261179   19.9668213    49.93459618    9.98593021]"
"[  459.80860062   969.52579306    39.93589479   629.7985463    569.79687167
  1169.59986264   319.83698991   939.64445841   349.90046324   789.71877728]","[ 209.85455929  229.81563799   79.94628274    0.          329.86905117
   49.94415441  109.95003112  119.83643441    9.97947432  279.91917275]","[ 689.69624029  399.75036497  659.79719889   29.95334903  999.67903032
   19.96430976  379.83795505  399.87195682  249.85280114  649.80195201]","[ 709.81429499  409.87549975  699.74776063  389.90776385  649.78261256
  619.68141211  519.78046915  809.52406105  489.72690582  969.59371917]","[ 119.84516073  109.94362029  409.72884132  319.84362272  359.78410426
   29.95027139  269.91753146   29.95579894  359.72667389  329.76879737]"
"[  329.78039839   389.87565967   429.81150095  1239.74944132  1259.39116946
   599.69552984    29.95971458   309.8427881    699.58421243  1648.91631711]","[ 189.93270528   39.9312726   219.85768958   99.89762049   39.95156155
  179.82415803  499.82746385  259.90105488   89.90892979   79.91098502]","[  339.81073887    59.96929465   349.88221518     0.           619.8658702
   169.89220033   939.76298362  1469.12291737    79.93934326   469.7448217 ]","[  439.7960658    519.73903222    99.82785915   559.68083853   869.68722992
   649.79443784   499.81407489   659.74047496   389.68165407  1449.56991572]","[   9.98371794  199.90714293   79.95939755   19.96015719   29.96856843
  739.81236405   89.88473308  139.88716978  779.58619837   19.97422089]"
"[  769.60602907  1649.54770114  2449.54478808  2509.35433421   969.59338822
   259.81141938  1149.20370393   369.67561939  1079.65910008   759.62510139]","[ 279.82787275  139.91658723  179.83987342   89.91623641  239.95018364
  119.92018572  139.92595084  419.85685517  149.94404947  109.92892972]","[  389.87358383   609.48417938   139.92738272    69.91668163  1109.74008082
  1299.65293426  1149.54277282   279.77776566   619.73703103    29.95440623]","[   69.95014749    19.96629326  1409.50729202   709.72431817   799.73743018
   819.63235015   569.83291702   209.76248813    89.89225595    39.94095806]","[ 109.88547539  139.83451508  399.90546485  329.86380496  639.82657225
  249.83534232  109.93413934  139.95502291  429.75887767  559.72834012]"
"[ 1059.33914423  2139.48296966   769.41985565     9.98038097  1669.2087603
   389.73026654  1269.66075937   329.90077672   419.77923164   609.71058169]","[  99.87426567   49.94198293  249.85965886   79.88872115   29.96616605
  139.88311159  519.87485595  379.82560999  159.79015125   49.92574345]","[ 179.92216237  439.84676439  569.82954288  399.73683825  639.62798754
  719.66690048   19.97738713  729.51778756  449.80886616  759.68776016]","[  559.83652484  1359.64645541   209.80519605   639.81370727   639.79946474
   209.90857445   459.79229595   689.75890612   499.82999913   489.68284576]","[ 799.59023047  509.72169517  639.73774401   69.91867329  139.89728267
   69.95942463    9.98137851  289.79752827   99.90164336  489.75437183]"
