nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
19,242.0,14.0,76.0,148.0,22.0,188.0,35.0,147.0,154.0
26,86.0,72.0,97.0,102.0,75.0,98.0,19.0,169.0,82.0
19,27.0,114.0,95.0,34.0,197.0,90.0,253.0,73.0,43.0
20,20.0,104.0,16.0,42.0,84.0,25.0,95.0,21.0,22.0
12,5.0,31.0,5.0,11.0,65.0,8.0,62.0,5.0,10.0
6,3.0,19.0,6.0,11.0,58.0,5.0,36.0,8.0,13.0
7,4.0,6.0,5.0,23.0,11.0,10.0,5.0,6.0,7.0
8,3.0,7.0,4.0,7.0,9.0,6.0,3.0,4.0,6.0
12,8.0,5.0,4.0,9.0,5.0,4.0,5.0,2.0,6.0
6,3.0,4.0,9.0,13.0,15.0,2.0,3.0,3.0,11.0
4,5.0,3.0,6.0,10.0,3.0,3.0,5.0,2.0,6.0
8,10.0,13.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0
9,6.0,6.0,3.0,5.0,11.0,3.0,4.0,4.0,6.0
9,4.0,8.0,2.0,4.0,5.0,2.0,3.0,12.0,9.0
6,6.0,14.0,6.0,5.0,4.0,2.0,5.0,4.0,3.0
13,17.0,9.0,8.0,4.0,7.0,5.0,12.0,2.0,6.0
10,5.0,21.0,3.0,3.0,14.0,2.0,4.0,2.0,15.0
9,2.0,33.0,2.0,18.0,4.0,4.0,3.0,2.0,12.0
12,2.0,9.0,2.0,4.0,4.0,2.0,3.0,2.0,9.0
8,4.0,13.0,2.0,5.0,6.0,3.0,3.0,15.0,6.0
2,5.0,26.0,2.0,4.0,4.0,4.0,2.0,2.0,6.0
3,5.0,8.0,4.0,2.0,5.0,2.0,4.0,11.0,6.0
4,5.0,19.0,5.0,8.0,4.0,3.0,3.0,3.0,4.0
10,5.0,14.0,4.0,14.0,8.0,7.0,4.0,3.0,4.0
5,3.0,4.0,3.0,10.0,6.0,7.0,2.0,2.0,5.0
14,5.0,9.0,7.0,7.0,9.0,4.0,3.0,5.0,5.0
15,8.0,5.0,6.0,18.0,7.0,3.0,12.0,2.0,13.0
2,6.0,3.0,7.0,12.0,16.0,4.0,2.0,3.0,2.0
3,4.0,2.0,2.0,12.0,5.0,2.0,4.0,4.0,9.0
3,4.0,3.0,7.0,2.0,5.0,3.0,2.0,7.0,6.0
3,10.0,5.0,8.0,3.0,5.0,6.0,2.0,6.0,9.0
4,3.0,12.0,9.0,8.0,3.0,9.0,4.0,7.0,4.0
4,5.0,5.0,9.0,10.0,,8.0,9.0,16.0,5.0
5,16.0,5.0,6.0,10.0,,5.0,2.0,3.0,8.0
3,3.0,4.0,12.0,6.0,,3.0,2.0,9.0,2.0
10,3.0,10.0,10.0,3.0,,4.0,3.0,8.0,4.0
3,5.0,,5.0,6.0,,5.0,4.0,4.0,5.0
4,12.0,,7.0,2.0,,7.0,,4.0,9.0
6,3.0,,9.0,10.0,,3.0,,4.0,4.0
6,6.0,,6.0,,,4.0,,9.0,4.0
6,7.0,,3.0,,,12.0,,,17.0
6,,,4.0,,,2.0,,,4.0
4,,,4.0,,,,,,5.0
10,,,2.0,,,,,,
5,,,6.0,,,,,,
17,,,2.0,,,,,,
7,,,2.0,,,,,,
5,,,2.0,,,,,,
4,,,1.0,,,,,,
6,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,,,,,,,,,
3,,,,,,,,,
6,,,,,,,,,
5,,,,,,,,,
