,diffLr0,diffLr1,diffLr2
114,6.695220806731931e-06,9.212599483108626e-06,1.4050335777388329e-05
115,3.003349307511252e-06,1.3029629029485709e-05,1.0367431919415358e-05
116,3.4338398528897287e-06,5.491278578730341e-06,7.254527797801513e-06
117,4.5692786215347385e-06,4.554610866309316e-06,3.0920711918119613e-06
118,4.524966106012569e-06,4.441560457572171e-06,1.9083146312848793e-05
119,-4.243141282609665e-07,8.717421099262822e-06,8.126421235221044e-06
120,5.431681373188453e-06,6.17756594581141e-06,9.47347919888854e-06
121,9.217038194397662e-06,3.5528564386625365e-06,6.338304170817884e-06
122,2.835642170160637e-06,1.4294438560624725e-05,3.5870936341441916e-06
123,7.697730278897297e-06,6.625167004735763e-06,5.352117433113427e-06
124,6.499746218029766e-06,4.3868556189285624e-06,1.1071226505729393e-05
125,7.70864050476975e-06,5.548016227309356e-06,4.9258221094450235e-06
126,4.644041402226836e-06,6.024923730666619e-06,7.980511243367041e-06
127,4.580923706863199e-06,8.489213919365633e-06,6.108434881728081e-06
128,4.585738392858329e-06,5.401876150110965e-06,6.281746912161148e-06
129,5.05845408115885e-06,5.852862002439152e-06,7.600959121531867e-06
130,5.339808180701567e-06,5.091989480772934e-06,9.758441574576468e-07
131,4.569072612495482e-06,2.766736937689083e-06,3.9104506798014766e-06
132,6.747358293179939e-06,7.393531793010341e-06,7.920091025437646e-06
133,7.80775914131974e-06,9.062430000231232e-06,3.7318670571002583e-06
134,1.913674884374064e-06,7.79149132216558e-06,6.840826174497813e-06
135,2.7863719229350326e-06,5.763656297085028e-06,2.933847677797739e-06
136,6.074447155763641e-06,5.376683125064791e-06,1.486466495474686e-06
137,9.032113395142788e-06,7.321686196735305e-06,9.613091850193114e-06
138,1.3568584160191446e-05,1.2123652349659533e-05,1.6089492645868566e-05
139,4.181575791194592e-06,1.4092472429144751e-05,4.328110284284319e-06
140,3.87338858321436e-06,4.734736976551896e-06,5.144807029948203e-07
141,2.1749006616757433e-06,6.337528801749704e-06,1.2476635884867096e-05
142,6.803517179422943e-06,5.615313098077303e-06,1.3257342870535827e-05
143,1.8190189712187329e-06,7.009620157450925e-06,8.50018639127316e-06
144,6.422211840780006e-06,7.3705152124957876e-06,6.82514939362531e-06
145,8.372397966446676e-06,3.7661707145400164e-06,6.0534469156710775e-06
146,3.1251745809844554e-06,1.2000604919875161e-05,2.8235652589710736e-06
147,6.737026302331616e-06,1.0515592691739644e-05,2.5119481702194913e-06
148,1.3231638574251175e-05,4.779367544423455e-06,6.596337948049217e-06
149,2.4854324229529443e-06,7.625146528290367e-06,5.67615773959226e-06
150,1.955452707288029e-06,9.493857076339545e-06,1.904559807341562e-05
151,2.9560026949533364e-06,1.3183910259916595e-05,9.114470197139072e-06
152,6.848414463082012e-06,6.094348731286233e-06,7.3710335913479914e-06
153,5.935487115777277e-06,1.1380070222364696e-05,3.7104002917283615e-06
154,6.648320208687284e-06,1.0663278675756698e-05,8.282546277641454e-06
155,5.418047771627315e-06,8.97754213634304e-06,4.311974676212864e-06
156,4.209315192731618e-06,6.126308968050915e-06,8.337200907369754e-06
157,3.1669409301445014e-06,4.687451348576801e-06,5.410476230487858e-06
158,2.9211565621925567e-06,7.51805948509903e-06,5.280727586120369e-06
159,5.755557060733657e-06,4.630807403911579e-06,9.897367550158981e-06
160,1.3600741121703458e-05,1.0143648170816737e-05,1.1483997379935516e-05
161,4.47947370232018e-06,1.2976450896511804e-05,6.4643827360965265e-06
162,2.679100741573562e-06,1.7768501687857025e-05,8.866816344329515e-06
163,1.522514223716379e-05,1.6446603298081e-05,1.0403619953166662e-05
164,1.0260852851833697e-05,1.2648400355678339e-05,8.095133111092101e-06
165,6.897124970119016e-06,2.9867625009830222e-06,3.2381262408822346e-06
166,8.133031110559566e-06,8.238314923625858e-06,2.446580050829053e-06
167,1.1520389858270036e-06,1.3386902169695727e-05,1.1464943112975293e-05
168,4.8426419955588046e-06,1.0191475625639376e-05,7.4284280559852845e-06
169,4.142116715204772e-06,8.655806959268105e-06,1.798543828755151e-06
170,8.715521733193859e-07,5.808779876645154e-06,2.540872667067266e-06
171,7.139847283507854e-06,9.739124784853953e-06,9.452740113438275e-06
172,7.718401010066402e-06,1.5003739275234823e-05,1.0897510379943184e-05
173,7.5288237757495015e-06,1.0103873249703173e-05,2.849947098754188e-06
174,2.3755658929409284e-06,6.572733569297428e-06,1.1921665520418028e-06
175,1.0803162054673915e-05,9.516151070108219e-06,4.504704634066833e-06
176,5.9120482538701145e-06,8.20689683734051e-06,6.602811670421689e-06
177,4.061064491904077e-06,5.674353569981912e-06,7.94861134324928e-06
178,1.5252253913343948e-06,2.141369088115675e-06,7.184303741585494e-06
179,2.9363807201884952e-06,9.967810231259387e-06,8.592058265913004e-06
180,6.8345664184155515e-06,1.1406588893940994e-05,3.7194551431928636e-06
181,1.3762469115723504e-06,1.7358551442621816e-05,6.818764372997917e-06
182,-3.5735366382352557e-07,2.728410186145834e-06,4.621898927202073e-06
183,3.061796733815587e-06,3.3530616708313664e-06,1.2281309598776625e-05
184,3.946334052717311e-06,5.469401676862747e-06,7.789129708059734e-06
185,4.330318067016467e-06,1.1832963588086614e-05,1.0116401588610879e-05
186,4.107313322483967e-06,1.2429065761766574e-05,5.3168545634080805e-06
187,6.661384478544755e-07,5.7708834800034825e-06,6.413800761262048e-06
188,1.0363377713102364e-06,1.3474676145109816e-05,4.282337040794744e-06
189,8.75991467048228e-06,1.1949038521323977e-05,8.367820323020473e-06
190,-4.4809920557685016e-07,9.205829435714595e-06,1.0307265720674434e-05
191,3.73741686723652e-06,1.7344203442454935e-05,5.638478640846463e-06
192,7.966417396999249e-06,1.9199563868986226e-06,1.1597052001796545e-05
193,6.651227991030078e-06,2.697357146746213e-06,8.377434284615466e-06
194,9.174109343904425e-06,1.4440762846827433e-05,7.347451852401784e-06
195,3.3457777650642584e-06,9.331570080010743e-06,8.755825367464977e-06
196,2.859148554666809e-06,9.41552870728049e-06,9.667789172321066e-06
197,6.299270207483935e-06,4.305838248606333e-06,5.193826239821543e-06
198,3.852989149810466e-06,1.242165182001459e-05,8.601195485684223e-06
199,2.4284815552291527e-06,1.8986802146975705e-05,6.9912520586068235e-06
200,1.9845703009143474e-07,8.943726531039764e-06,8.000104419394126e-06
201,1.1038484058512686e-05,9.962559590930982e-06,5.356355731768628e-06
202,5.20599518904797e-06,1.2076431234589649e-05,9.65074866376664e-06
203,5.660353938000518e-06,9.399199378120172e-06,4.855726276284954e-06
204,6.601851571932152e-06,1.1622169022451518e-05,4.509322798429871e-06
205,1.1087293902617366e-05,1.307440929333776e-05,1.0099814731620874e-05
206,5.892131837707168e-06,5.630152148261668e-06,5.90937611697715e-06
207,2.6742091386238953e-06,2.196797908307416e-05,7.916074805485172e-06
208,3.899181901624362e-06,1.2329797277778477e-05,7.219882832402944e-06
209,7.01089292657805e-06,1.368249917392794e-05,4.170979345740235e-06
210,5.391212631109022e-06,1.5494113884787686e-05,4.854363249970315e-06
211,6.5315273464765254e-06,1.3559041062178136e-05,8.547970552027011e-06
212,1.04752888001244e-05,1.628911434968564e-05,3.773593628025992e-06
213,6.400235727351502e-06,1.3007977874915234e-05,5.451020821025777e-06
214,4.727708767878078e-06,8.613859821670016e-06,6.565057061303713e-06
215,5.273245455941171e-06,1.5196464919448177e-05,2.6696483831269496e-06
216,6.429960279019158e-06,1.672651053526031e-05,7.884159597138185e-06
217,5.45934302378678e-06,1.0266598987613602e-05,6.163385254267696e-06
218,9.304930620100447e-06,1.8893320857722593e-05,5.439659697345842e-06
219,1.311902559949013e-06,9.935343258575991e-06,3.6527723368089847e-06
220,8.877278355539381e-06,2.1858337611021306e-05,6.874835232517692e-06
221,3.0423635821782997e-06,3.0626653795478945e-05,5.774975525374314e-06
222,5.8871465055211035e-06,1.1290556127337346e-05,6.8521371956457054e-06
223,6.357289994404419e-06,7.436710130238021e-06,7.502457297758467e-06
224,3.4405914455955776e-06,8.045518568245062e-06,1.0004217101692094e-05
225,8.230767236971711e-06,8.056377052552042e-06,6.4690081776312654e-06
226,5.598960987668334e-06,1.2686211069532613e-05,4.222125907235489e-06
227,6.085702597351101e-06,9.393073680200799e-06,6.998919376752387e-06
228,3.7604320736618574e-06,1.9280775684045118e-05,1.6542331846730093e-05
229,3.4544123515994367e-06,1.9920602134037556e-05,5.633091116518867e-06
230,1.3595774358629522e-06,1.2100452625676713e-05,8.044341098790932e-06
231,6.646565209281125e-06,1.304027338044416e-05,4.736966621599306e-06
232,8.213477520772237e-06,7.814349543004586e-06,5.4092114124228136e-06
233,5.314678022514635e-06,4.469351107366003e-06,9.731592523310929e-06
234,2.1241023368968517e-06,5.743274424037291e-06,5.968628956323233e-06
235,-1.3781113683204674e-07,1.8887826930129736e-05,1.2117948340884784e-05
236,6.654341418199674e-07,2.5698338236542056e-05,-2.7307203549772963e-06
237,1.8627031082490258e-06,2.8570069400436724e-05,7.003097040756379e-06
238,4.11605151692634e-06,1.0843337044284618e-05,1.3106281880091008e-05
239,4.202948525215807e-06,1.4029451122871405e-05,5.682337660530173e-07
240,2.572171742237608e-06,4.954724871631051e-06,1.5017447604415821e-06
241,2.294960329100339e-06,7.463088518059613e-06,3.4168278368666034e-06
242,4.798621466089156e-06,1.0868460296552816e-05,4.6918174112171296e-06
243,5.458591751437448e-07,9.38379288607481e-06,1.2385867245449375e-05
244,4.091194636354386e-06,1.8775425816666577e-05,6.706644459821205e-06
245,1.1512794000079207e-05,6.816852203170525e-06,3.567652675477798e-06
246,3.904948146920927e-06,3.0000024389018434e-06,1.2989260745797089e-05
247,7.020699618807904e-06,3.262164386060648e-05,8.882778570453538e-06
248,5.751639090805325e-06,2.867403183642771e-05,1.8560968852980077e-06
249,1.398754501952935e-06,1.7182625391150954e-05,3.131384598984656e-06
250,4.082398196001637e-06,2.0726874407743394e-05,6.0779105077271074e-06
251,-1.3594839198565554e-06,3.7243347131680926e-05,1.2399318300694038e-05
252,4.037228767632851e-06,2.685819622484559e-05,7.93366648476557e-06
253,3.232644356793833e-06,9.309823624878104e-06,1.8901999001429243e-05
254,1.2434848638254348e-05,1.1435991876328782e-05,3.159536364751609e-06
255,3.0026291638819026e-06,1.4982855839048788e-05,1.0019674412349412e-05
256,5.858046445858646e-07,1.4558258806625507e-05,2.370424107401717e-06
257,9.496489647229235e-06,5.269305127526569e-06,1.236435745710217e-05
258,1.3295231301664261e-05,6.709750879921759e-06,1.2935708284148524e-05
259,8.951887887155193e-06,1.927843470655496e-05,7.213050379561317e-06
260,1.2433265586130875e-05,2.284783461817807e-05,3.4243405506743673e-06
261,7.400889300572555e-06,1.2947446221305143e-05,4.203099531204915e-06
262,5.7439266356103265e-06,1.02790659905488e-05,7.968541711695448e-06
263,2.8382390954189275e-06,1.253936397910835e-05,6.619512041206812e-06
264,4.145760237601778e-06,1.1085853820372e-05,1.2946422213590454e-05
265,3.295611002135987e-06,1.8579434798332835e-05,4.274688258644691e-06
266,-3.7126304975367917e-07,8.931251171110738e-06,2.403989826348556e-06
267,7.934444822732944e-06,1.5029872090847255e-05,3.761851978452199e-06
268,3.0073025188949784e-06,1.6172642684528595e-05,5.038785788313961e-06
269,8.025591705352428e-06,1.0387837850049374e-05,1.4186713427110988e-05
270,5.41121258468247e-06,1.2232150017932925e-05,1.2073403214192788e-05
271,3.406705480324818e-06,2.1703554433813796e-05,3.6038302773570605e-06
272,6.19901539969858e-06,2.7749099864559125e-05,5.5950253812518266e-06
273,-2.8308420386995648e-08,1.1123934721128655e-05,6.1327518777336404e-06
274,1.3592939487658232e-06,1.665695129511071e-05,8.512346444071799e-06
275,5.504988069792323e-06,1.4859954106329558e-05,9.268524146409157e-06
276,3.919589792612755e-06,1.4530186981211433e-05,1.1433114178528096e-05
277,2.858375050743868e-06,1.8287065010879197e-05,9.644194250910846e-06
278,4.0871972635180084e-06,2.1908914006778274e-05,5.941378274940557e-06
279,3.8912698821175344e-06,1.8932736239222627e-05,1.0515464663572329e-05
280,1.4251445896298816e-06,1.7892133816765775e-05,6.354119710100584e-06
281,8.54088891449518e-06,2.0189720962063727e-05,8.523592810863716e-06
282,1.5926290420668698e-06,1.7095519869415062e-05,1.0046064842660465e-05
283,2.7383504583681023e-06,7.486616830369682e-06,1.1665180220316668e-05
284,6.351171066738199e-07,1.1246575670594473e-05,9.960034913997284e-06
285,2.5008424551537918e-06,1.0460280008896711e-05,1.1985711579666587e-05
286,3.6192240327268e-06,1.0325159293966268e-05,1.3415862806453893e-05
287,6.855211442371971e-06,1.0810572289652924e-05,6.899036981306732e-06
288,1.0775877963296378e-05,2.2103703532849926e-05,2.380802861187913e-06
289,3.452414220673634e-06,1.2446156045433161e-05,2.522932090789989e-06
290,5.690753186351505e-06,6.351825162779667e-06,4.850742168925076e-06
291,5.481411428550653e-06,9.205753884273475e-06,6.054888129773592e-06
292,7.070609937058857e-06,1.568522969897418e-05,4.817987461692934e-06
293,5.2138404021391105e-06,1.0113354313666627e-05,9.080232624758457e-06
294,1.203703959118298e-05,3.2617550661679625e-06,4.58931436430689e-06
295,4.042609839852292e-06,5.90940993416573e-06,4.572056775803579e-06
296,3.5661405092575183e-06,9.214622354209673e-06,7.719323875775949e-06
297,3.988988103305898e-06,1.795408659628581e-05,3.827022275924439e-06
298,8.591930015935736e-06,6.4947289933312164e-06,7.5410128087344235e-06
299,2.1371858870446393e-06,9.173152351045123e-06,6.9541628690527195e-06
300,9.561453780905344e-06,2.352316256941717e-05,3.5342587000004657e-06
301,3.980351501718305e-06,1.3549852862677992e-05,4.15855792012119e-06
302,2.251970006763505e-06,2.472914933524585e-05,7.176963778016087e-06
303,2.997676054781701e-06,1.5382059056867824e-05,2.431195858998999e-06
304,6.52608945984428e-06,8.861418545419855e-06,2.6141850632804653e-06
305,4.8041775973345725e-06,3.3313562725751216e-06,6.022098308734293e-06
306,5.241561521197361e-06,6.123416519699724e-06,5.645513744289133e-06
307,5.008936818219211e-06,9.985310948683645e-06,5.071580166476574e-06
308,2.4047334533607303e-06,1.9613483022826916e-05,4.363269187605274e-06
309,4.920768535875224e-06,9.113802931366539e-06,8.098240363234575e-06
310,2.8895517210966e-06,7.755814714846029e-06,7.830880171904054e-06
311,1.4652489279869104e-06,9.848911376773587e-06,1.4992082147808058e-05
312,2.2392700290781434e-06,5.459449779662812e-06,5.123482701339703e-06
313,1.6310792998184514e-06,1.6895986111689277e-05,8.94958501259646e-06
314,2.398043043574312e-06,2.5135838218773795e-05,1.0647748819275323e-05
315,4.813456312188836e-06,1.868020970226225e-05,1.2584303360135176e-05
316,3.8001146231748272e-06,1.4220438015904278e-05,9.473793321611788e-06
317,1.4589875170158593e-06,1.056254688328294e-05,3.828943130888618e-06
318,6.2637227265017335e-06,2.166112119776669e-05,5.379605845155974e-06
319,4.721373626085556e-06,2.6832659396564044e-05,3.4227924491727834e-06
320,2.914244466288321e-06,2.6849875781377902e-05,7.759039306826889e-06
321,7.724854707222967e-06,2.5610749712019466e-05,6.988451498973204e-06
322,8.131986643914695e-06,2.5482866516566258e-05,1.0674060179205213e-05
323,7.542118420200346e-06,1.2191460344413412e-05,1.045484963350016e-05
324,3.366146376217543e-06,2.052382657664122e-05,4.338881070536481e-06
325,4.521826061557512e-06,6.062480088046375e-06,6.353436585310665e-06
326,5.740231094367725e-06,1.4397903496045484e-05,5.550783348144943e-06
327,1.0239478502652e-05,2.0332836524949938e-05,7.583026525509678e-06
328,1.0906461746907452e-05,1.4283025832433705e-05,9.40606569621796e-06
329,2.3187328680398907e-06,1.7366335054514104e-05,8.45061422354895e-06
330,4.709292264408765e-06,2.5186409025383034e-05,9.103166407952804e-06
331,2.644480562829842e-06,2.134761090394402e-05,1.4626002594236917e-05
332,4.392851238265598e-06,1.063880201548864e-05,5.436271072857136e-06
333,1.7243593329719079e-06,1.6828932248244047e-05,2.481201788305281e-06
334,8.507541590652423e-06,1.4105878126745158e-05,6.028852892943846e-06
335,8.479375757757925e-06,2.600748291657501e-05,6.933248134627266e-06
336,1.91840386155499e-06,7.438795705383763e-06,3.8563835476374175e-06
337,3.969112982035678e-06,1.3201416489770424e-05,2.2961025698722367e-06
338,4.1352220133904914e-06,1.4745038211848808e-05,2.276127098012227e-06
339,1.023726755132863e-05,2.3798884505389963e-05,7.776923894451942e-07
340,6.4956497013754294e-06,1.4554239382553073e-05,-8.12682534026343e-07
341,3.6818219057144115e-06,1.1051967573526048e-05,8.274860443282304e-06
342,3.0086430634471795e-06,6.738578279955472e-06,1.0978303920342532e-05
343,4.785509743923375e-06,4.47510573873302e-06,1.1063840149108272e-05
344,3.6022564567871187e-06,1.5104834274168008e-05,5.485266660986741e-06
345,1.0532248117724566e-06,1.1809522759069473e-05,4.083045478113501e-06
346,7.3118411024777844e-06,6.3490187790444575e-06,5.829797417867404e-06
347,5.978393883464448e-06,4.294124878061915e-06,4.139012249984195e-06
348,2.8194773779578277e-06,5.962342410078557e-06,4.020695078775433e-06
349,6.397860163826257e-06,4.387351596555226e-06,2.3428502521217225e-06
350,4.837993523339063e-06,8.743101506374833e-06,-1.263534040841455e-06
351,8.792969075597708e-06,3.988665269726653e-07,5.5888424743292505e-06
352,2.4311173055254144e-06,7.166488565367381e-06,7.608929314524414e-06
353,2.4975308852543347e-06,1.5529257912307132e-05,5.087988641352308e-06
354,5.609117772346162e-06,1.4026128353427392e-06,6.08949779632373e-06
355,1.1940051691837697e-05,-3.7634518015995143e-06,5.890283121413638e-06
356,5.222913230328108e-06,1.5671438217420474e-05,8.82121341855647e-06
357,3.351519456368031e-06,1.490391602733676e-05,1.067009819839624e-05
358,1.2574389972671558e-06,2.1566449712412125e-05,7.670224533248435e-06
359,2.3773269294443508e-06,1.015282224275172e-05,7.487528773835036e-06
360,5.103594803104179e-07,1.8671245319002686e-05,6.814924981536141e-06
361,8.78014413356084e-06,1.1757816767923145e-05,4.744516428450794e-06
362,7.815550809483411e-06,1.0370686269003079e-05,3.2673411638659044e-06
363,1.7386667055390278e-06,1.0845500104773401e-05,3.4059255454344996e-06
364,2.360353407365013e-06,1.2394919110380611e-05,3.2080611581445e-06
365,4.7316222294720174e-08,1.2021037321288762e-05,4.879593586007901e-06
366,1.7337396631172594e-06,1.0344691095244028e-05,1.0163341960022487e-05
367,6.6157148561199565e-06,8.34979227995883e-06,2.481467876141455e-06
368,5.905304259031387e-06,1.383223485311265e-05,6.598522721109196e-06
369,5.887351085010216e-06,1.3167791033947005e-05,5.356186348720521e-06
370,4.36259773838765e-06,1.4751745980486637e-05,-1.1647467474563419e-06
371,1.350190097903422e-05,6.449908335265374e-06,4.080196280118194e-06
372,4.7605520129898e-06,4.834077184971659e-06,6.035795678067343e-06
373,4.782818013608683e-06,7.841776759114466e-06,2.5400550926132194e-06
374,2.860592777213628e-06,7.71551002765205e-06,3.0760050361554677e-06
375,1.5108388505374468e-06,4.22999690876331e-06,5.538484171774973e-06
376,1.0872623292309574e-05,7.720705289664518e-06,4.582765135505483e-06
377,9.109838386111396e-06,8.067323050596066e-06,2.942645305254579e-06
378,1.5181586202775326e-05,8.474312576119512e-06,7.870913750820225e-06
379,1.0401031638318585e-06,1.3202031837360449e-05,4.520320048683414e-06
380,4.31465262932195e-06,5.4191098165740575e-06,6.203315977797481e-06
381,7.512690757239395e-06,4.110007120238828e-06,1.8574077119607284e-06
382,4.4703965770204704e-06,2.2067876466695208e-05,8.49541336954789e-06
383,6.787290729410309e-06,7.022777230276475e-06,4.306367343399521e-06
384,4.231648113497305e-06,6.138727064647421e-06,8.558768340646354e-06
