,alfaT0,alfaT1,alfaT2
0,0.00025770298203920756,0.0002632765763560634,0.00024877478023751707
1,0.00026111815288008393,0.00033292546292081987,0.0004541380710585601
2,0.00015525804643977262,0.0004010246799258862,0.0004438379492562051
3,0.00019823703389663895,0.0004518009085050316,0.00017586633877185361
4,0.0002935785786357506,0.00027096070538090337,0.0002452066297925005
5,0.00034664452054115967,0.00027462953606366815,0.0002676827350902345
6,0.00017219824042728573,0.00019804623134326787,0.0002716456336625546
7,0.00024329167738236043,0.00020362773910620496,0.00024838271480604574
8,0.0001599888293029662,0.0002458061132896402,0.0003144090241200945
9,0.00019720553154635738,0.00027818863548594264,0.00020300741690219989
10,0.000204426320532499,0.00023830249004069915,0.0002571627251761225
11,0.00011245513578175824,0.0002118141446819199,0.0002682470603184295
12,0.00019784084437955653,0.0001631104657618169,0.00021437680002197286
13,0.00020502737623035125,0.00023862181451722535,0.0002768128442648805
14,0.00010262834039606524,0.00022803670310345955,0.00026963462302354436
15,0.0002895505893457859,0.0003327979745418147,0.00031739351367537254
16,0.00014124458589466805,0.00016939123570834598,0.00022524140367818798
17,0.00014786583320876303,0.00020308246096106795,0.0002804773364331203
18,0.00011796219030719536,0.00019406380183368687,0.0002186074469567038
19,0.00017421176262236547,0.00016977241215588147,0.000377077922685121
20,0.0002423584024991594,0.00010828426592400516,0.0003029799490287594
21,0.0001964618403966675,0.00015302895161318646,0.00028707829723473175
22,0.00016484278146262465,0.00016527888786843674,0.0003239780072898738
23,0.0001569098871177191,0.00019385593075344062,0.00026081373085845707
24,0.00010830189585897605,0.0001446321950291283,0.00035283964506139116
25,7.42526915777498e-05,0.00013984857798333725,0.0002449060658036084
26,0.00011572110864330044,0.00017054859202993448,0.00015260626326784918
27,0.00011945553612941108,0.00018059616149146277,0.00017906207388250392
28,0.00018610316804814134,0.0001983034433232271,0.0001939431215767978
29,0.00014019855250549507,0.0001768022571187797,0.00020516837276118234
30,8.855606378387834e-05,9.987511608308122e-05,0.00016878982013383216
31,6.94676950807754e-05,0.00023647824706722145,0.00014246576313504622
32,0.0001024901149348023,0.00013374783491189933,0.00019368824077848945
33,0.00012118729754853298,0.00013335443810571235,0.00013050806575340925
34,0.00011473732435542385,0.00015556066062888,0.00019006287662115537
35,0.00014180288564089226,0.00023067919590886708,0.00017178263749280528
36,0.00011262087999582223,0.00016331111158138679,0.0002651608685157436
37,0.00012520096560154578,0.00012736428254253463,0.00021330309124703388
38,7.40760902849961e-05,0.00010622650040864491,0.00015095644104788373
39,0.00020468990612339163,0.00010187332775572805,0.00014083056499743061
40,0.00010558890168362439,0.00010765594582604281,0.00013179442198704437
41,0.00013594425412686147,0.00023823972223041432,0.00014489531001305955
42,0.00011472324372308159,0.00012051356346852026,0.00015117717266308994
43,0.00010123948044538049,0.0001565038507593319,0.00019497744503599586
44,0.00014777222734721848,0.00018219563883060166,0.00014312402888583755
45,7.744464827588321e-05,0.00019323352559862206,0.00013363354678824375
46,0.0001458516228525525,0.00018351448650479453,0.00012080894420272175
47,0.00017397608910051262,0.00012746603083505745,0.00014502986080864756
48,0.00017367125981757305,0.00012370984624590704,0.00014859254286410622
49,0.00011950366580352293,0.00011311302065621511,0.00012772867875344288
50,7.057883997610362e-05,0.00010948425897095922,0.00013398910385999967
51,0.00014434685873598304,0.00022434629121005544,0.0001808602338707534
52,0.00010228601883981365,0.00017660141669068234,0.00014739901431432435
53,0.00010502587000513578,0.00024253281097821075,0.00013450990519400864
54,0.0001285132683566671,0.00019989893248314116,0.00020330135065028197
55,0.00014540685939448347,0.000286342328026744,0.00012405738472391286
56,0.00015935376491968368,0.00016367109137706067,0.00021331988971125054
57,8.985376381363832e-05,0.00010818779009199722,7.292786609590512e-05
58,0.00011724637693979529,0.0001849994750766331,6.686637431544433e-05
59,0.00012694664530822001,0.00016298754191762123,0.00014217917519070218
60,9.569915790034023e-05,0.0001932189903864249,0.00020365160712257366
61,0.00010486246986900154,0.00028904084755775164,9.312177931163956e-05
62,9.293610515601772e-05,0.00012101302388259751,0.00010199122595830435
63,0.00017023492720078253,0.00016622907726352985,0.000138048246763271
64,8.71899263112205e-05,0.00010871877051605408,0.00018643163330278424
65,9.713771018333181e-05,9.311754315412508e-05,8.997356789205498e-05
66,0.0001586910199787649,0.00011140584585940545,9.039244059181012e-05
67,8.356464889392935e-05,0.00015635715021157336,9.146955323859593e-05
68,5.574328325786472e-05,7.949581957581086e-05,0.0001769860394157696
69,8.331493486326579e-05,8.786026205664468e-05,0.00014276920516689666
70,7.14914624445475e-05,9.402310491551545e-05,0.00022217810663262456
71,0.00013927560212752537,9.528782246029193e-05,0.00019301313094601563
72,6.993845724105765e-05,0.00012169805439938296,0.0001194755384200488
73,9.694442311261711e-05,0.00017552354076061865,0.00011978922220238827
74,7.942390767298947e-05,0.00016093229717208753,8.782524805285582e-05
75,9.495790642272311e-05,0.00017242983540847735,0.00014155505005654397
76,7.48599677155632e-05,0.00013417083895640955,0.00013771124018011876
77,0.0001277159775943832,0.00010066082295580931,6.699412904195785e-05
78,9.250278194550389e-05,0.00010943864701919955,0.0002455491585825664
79,9.665417126649769e-05,8.04681092302087e-05,0.00032207674565616114
80,0.00010179787683166567,8.44479251066569e-05,0.00014926638316290218
