nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
1,41.0,49.0,26.0,33.0,104.0,11.0,74.0,32.0,68.0
7,22.0,41.0,20.0,47.0,1.0,44.0,23.0,37.0,27.0
12,17.0,21.0,34.0,30.0,23.0,44.0,23.0,39.0,22.0
5,21.0,23.0,28.0,19.0,45.0,23.0,18.0,18.0,12.0
13,12.0,14.0,22.0,11.0,29.0,9.0,18.0,19.0,8.0
4,15.0,12.0,18.0,11.0,19.0,12.0,8.0,10.0,13.0
3,12.0,11.0,14.0,10.0,9.0,6.0,6.0,14.0,1.0
5,15.0,4.0,11.0,9.0,17.0,16.0,7.0,6.0,6.0
4,20.0,14.0,5.0,5.0,10.0,10.0,4.0,8.0,12.0
8,18.0,18.0,8.0,8.0,19.0,2.0,19.0,7.0,11.0
5,3.0,9.0,6.0,6.0,10.0,24.0,2.0,7.0,8.0
12,2.0,6.0,2.0,3.0,7.0,10.0,14.0,6.0,4.0
11,4.0,10.0,5.0,4.0,9.0,2.0,5.0,3.0,9.0
6,2.0,11.0,5.0,13.0,8.0,4.0,6.0,5.0,7.0
4,8.0,4.0,14.0,3.0,8.0,4.0,3.0,2.0,19.0
11,3.0,6.0,4.0,7.0,3.0,20.0,4.0,2.0,3.0
6,3.0,3.0,5.0,7.0,3.0,8.0,2.0,2.0,5.0
11,6.0,5.0,5.0,3.0,8.0,5.0,3.0,5.0,4.0
10,10.0,6.0,2.0,18.0,3.0,10.0,5.0,3.0,8.0
1,14.0,14.0,5.0,14.0,11.0,3.0,6.0,5.0,7.0
2,6.0,5.0,4.0,5.0,7.0,2.0,4.0,7.0,14.0
3,7.0,7.0,6.0,6.0,10.0,4.0,17.0,8.0,2.0
3,5.0,8.0,8.0,19.0,10.0,3.0,7.0,6.0,24.0
7,8.0,12.0,8.0,6.0,5.0,3.0,14.0,7.0,8.0
4,6.0,13.0,3.0,13.0,9.0,3.0,3.0,3.0,2.0
3,9.0,3.0,3.0,4.0,2.0,9.0,5.0,5.0,2.0
3,11.0,6.0,10.0,7.0,4.0,2.0,5.0,5.0,6.0
2,5.0,13.0,2.0,8.0,9.0,2.0,7.0,5.0,2.0
8,6.0,2.0,2.0,4.0,9.0,3.0,3.0,5.0,6.0
12,7.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,12.0
17,8.0,5.0,3.0,5.0,5.0,1.0,6.0,2.0,5.0
7,4.0,5.0,5.0,9.0,5.0,2.0,7.0,2.0,8.0
2,7.0,3.0,12.0,9.0,4.0,2.0,5.0,5.0,7.0
6,4.0,6.0,9.0,2.0,6.0,3.0,7.0,5.0,6.0
6,7.0,5.0,3.0,1.0,4.0,11.0,10.0,8.0,3.0
17,3.0,6.0,2.0,4.0,10.0,3.0,6.0,11.0,4.0
4,8.0,13.0,12.0,10.0,5.0,4.0,9.0,7.0,10.0
3,8.0,2.0,6.0,9.0,7.0,3.0,2.0,5.0,7.0
2,16.0,2.0,4.0,3.0,11.0,6.0,1.0,13.0,4.0
3,5.0,12.0,9.0,15.0,8.0,3.0,3.0,10.0,7.0
3,6.0,2.0,4.0,4.0,5.0,4.0,23.0,8.0,18.0
2,4.0,5.0,12.0,3.0,7.0,4.0,1.0,3.0,5.0
5,14.0,2.0,3.0,4.0,4.0,5.0,3.0,9.0,3.0
3,10.0,10.0,3.0,2.0,8.0,7.0,7.0,6.0,2.0
3,4.0,4.0,4.0,5.0,3.0,10.0,1.0,4.0,1.0
4,6.0,9.0,7.0,5.0,4.0,13.0,6.0,9.0,7.0
5,4.0,5.0,4.0,4.0,3.0,10.0,5.0,4.0,3.0
4,10.0,21.0,14.0,3.0,2.0,6.0,7.0,5.0,2.0
4,2.0,2.0,6.0,8.0,,13.0,1.0,8.0,5.0
5,9.0,3.0,7.0,9.0,,6.0,3.0,2.0,7.0
3,4.0,5.0,3.0,6.0,,2.0,3.0,5.0,3.0
3,2.0,,7.0,2.0,,10.0,5.0,5.0,3.0
7,2.0,,5.0,2.0,,3.0,4.0,7.0,1.0
10,,,3.0,,,5.0,10.0,2.0,6.0
22,,,3.0,,,13.0,,4.0,
11,,,1.0,,,,,5.0,
2,,,,,,,,,
11,,,,,,,,,
3,,,,,,,,,
11,,,,,,,,,
3,,,,,,,,,
2,,,,,,,,,
