avgReturn0,avgReturn1,avgReturn2,avgReturn3,avgReturn4,avgReturn5,avgReturn6,avgReturn7,avgReturn8,avgReturn9
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
37.132976031741634,41.34774689141845,43.10986692147186,40.17008953416567,42.620132816511486,38.11376083777555,40.75691821303128,36.25042410496884,42.324667538747455,38.40684859152609
