nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
14,8.0,152.0,126.0,12.0,109.0,10.0,5.0,110.0,119.0
27,8.0,23.0,60.0,4.0,65.0,87.0,29.0,47.0,57.0
15,137.0,20.0,23.0,127.0,24.0,55.0,55.0,18.0,28.0
15,45.0,19.0,31.0,63.0,21.0,18.0,110.0,23.0,13.0
11,32.0,25.0,26.0,32.0,18.0,22.0,39.0,17.0,12.0
4,15.0,7.0,21.0,9.0,13.0,17.0,31.0,19.0,11.0
4,21.0,6.0,12.0,12.0,6.0,9.0,20.0,13.0,10.0
8,9.0,23.0,3.0,6.0,5.0,11.0,15.0,4.0,8.0
8,4.0,8.0,6.0,7.0,4.0,7.0,14.0,4.0,7.0
7,12.0,15.0,23.0,10.0,6.0,10.0,26.0,14.0,15.0
18,16.0,3.0,6.0,5.0,8.0,9.0,6.0,15.0,23.0
9,12.0,4.0,8.0,4.0,21.0,10.0,10.0,20.0,8.0
16,17.0,7.0,17.0,3.0,8.0,13.0,5.0,32.0,9.0
5,9.0,16.0,18.0,10.0,11.0,6.0,19.0,5.0,7.0
11,4.0,9.0,9.0,10.0,7.0,22.0,8.0,6.0,6.0
5,6.0,21.0,15.0,7.0,11.0,12.0,7.0,6.0,5.0
9,8.0,7.0,18.0,6.0,12.0,7.0,7.0,8.0,17.0
6,24.0,15.0,29.0,16.0,16.0,4.0,5.0,7.0,9.0
9,12.0,8.0,10.0,9.0,14.0,5.0,4.0,6.0,9.0
9,9.0,11.0,20.0,20.0,36.0,5.0,12.0,8.0,7.0
14,2.0,11.0,9.0,13.0,20.0,4.0,5.0,9.0,6.0
20,4.0,12.0,6.0,4.0,4.0,5.0,13.0,17.0,4.0
3,12.0,10.0,8.0,4.0,4.0,6.0,19.0,9.0,7.0
12,7.0,4.0,20.0,5.0,11.0,14.0,11.0,14.0,13.0
3,10.0,6.0,5.0,9.0,11.0,21.0,9.0,9.0,8.0
13,8.0,15.0,5.0,6.0,6.0,25.0,14.0,13.0,8.0
26,5.0,12.0,4.0,12.0,12.0,9.0,12.0,20.0,12.0
21,3.0,3.0,17.0,5.0,14.0,15.0,8.0,7.0,6.0
8,3.0,3.0,15.0,6.0,22.0,12.0,6.0,5.0,6.0
4,9.0,2.0,11.0,10.0,10.0,3.0,11.0,14.0,11.0
4,7.0,3.0,14.0,11.0,9.0,3.0,10.0,6.0,4.0
4,19.0,7.0,7.0,7.0,17.0,7.0,6.0,9.0,3.0
8,5.0,4.0,5.0,7.0,45.0,5.0,8.0,15.0,2.0
7,6.0,2.0,7.0,12.0,15.0,4.0,7.0,6.0,4.0
8,19.0,1.0,10.0,12.0,5.0,3.0,6.0,4.0,5.0
14,16.0,10.0,3.0,7.0,5.0,7.0,4.0,16.0,8.0
4,9.0,13.0,2.0,17.0,4.0,8.0,3.0,5.0,4.0
11,4.0,17.0,,10.0,,7.0,8.0,5.0,4.0
8,3.0,13.0,,13.0,,3.0,6.0,4.0,11.0
5,5.0,8.0,,6.0,,2.0,5.0,6.0,5.0
5,6.0,9.0,,5.0,,4.0,,5.0,9.0
4,9.0,11.0,,17.0,,3.0,,,9.0
26,,,,,,5.0,,,6.0
15,,,,,,5.0,,,7.0
4,,,,,,3.0,,,7.0
4,,,,,,3.0,,,
13,,,,,,2.0,,,
31,,,,,,,,,
0,,,,,,,,,
