trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[ 49.96082304  49.95888552  39.97678937  89.95441263  39.97340089
  79.94661216  19.96186101  39.98376332  49.96322176  59.96912886]","[  79.97216267  159.92817885   39.98331653  149.93260335  109.9532887
   89.90735021   79.9293797    99.98028637  119.88418503   99.96174375]","[  29.97055463  109.86199459   19.97540307   89.88166713   19.98930665
   29.98919695  119.96104046   69.91521942  179.93240722   49.94455777]","[  99.94494323   29.9759088    19.96749109   89.97038283   19.97783595
   59.98587998  139.88341753   49.93586013  109.95811844   29.97349328]","[  29.98866536    9.98385288  109.96436873   99.9002998    39.97829311
   39.97064064   19.97905004   69.97247363  139.95827093   89.95681435]","[  39.98427542   29.98088186   69.97594765  109.91015061    9.98083979
  119.9402639    69.97224016  119.9422386    99.95467866  119.96649936]","[  19.97460903   89.96806993   39.96186363  149.811984     99.9302021
   59.95223019  149.88129746   69.91191926  209.75435573   79.97126805]","[  39.95944      39.96377233   59.93447019  189.89174606  219.76426103
   69.98012351   99.96834081    9.98354991   39.98118397   59.96981725]","[ 149.9701382    39.98353626   39.98627899  239.88225965   39.97542956
  139.9172651    39.96296016   29.95295612   99.95730365   29.9715104 ]","[  59.95810493    9.98772931   89.94101419   59.96137962   39.96106733
  149.96297268   69.95597258  269.89538169   59.96949734   69.93371503]"
"[ 189.8862863    29.98334586   19.98691589    9.9804627   189.89530324
   49.94828943   49.94470677   49.97174424   69.96971152  209.95289759]","[  69.94727979  209.84653185   39.9711491    39.9624318    19.97282168
   89.95898704   19.97330249   99.95486471  129.95999312    9.98514244]","[  39.97505128   99.96150924  149.92084877    0.            9.98234817
   19.96425776  109.95114569   89.91831347   69.92137247   89.96117918]","[ 119.92951586   99.88740367   29.95368497  159.90601047   79.96449692
  169.8951485   179.9063908   109.94384567   79.98217638   19.97439927]","[  69.95752555   79.97975      69.96777696   29.96355149   59.96198702
   49.97162542   59.97403244   99.97053681  119.95019166  129.90222739]","[  39.95337098   89.95494241   69.92433817   39.98725864   79.95501881
   59.95454805    0.           19.97308576    9.98048305  109.95162622]","[ 209.78720426  129.95639654  159.80773183   19.96936365   59.93266769
   19.96693321   59.94430045   19.96750193   69.96534943  129.89936412]","[   9.98178132   29.9805777   169.88514671  149.8617612   119.8912846
    9.98673239   39.97099624   89.94137313   89.92916871  129.93913277]","[  49.95192571   19.9715044   159.93737088   29.97282832  179.93902874
  179.92647868   29.96689597  119.95409989   59.95801005  259.93529926]","[  19.97515388  109.91503237  149.92651377   29.97203131   69.91216551
   29.97886204  159.86689478   59.95391455   59.92406793  149.89943214]"
"[  99.92594036   19.9678919    19.97298587    9.98152608   39.96657484
   39.9552053   119.84559749  219.83137264   79.92988444   59.95214346]","[  39.96304665   89.91096795  129.94708064   39.97888859   29.95856428
  109.94467021   39.9772571    19.97983464   39.96316679   49.96753755]","[  59.97350869   69.96765922  189.91615758  219.88091437    9.98448504
   99.95770782    9.98897505   19.96652823  149.87843117  109.95166373]","[ 119.96745516  259.82698115   49.95740217  309.89485162   39.96834819
   59.96455699   89.8882223   139.94733905    9.98022408  149.95324828]","[  69.95081573  199.89671496   29.97707944  219.90208766  119.89068456
  259.91928216    9.98363057  109.95113181   49.96007121   49.96132113]","[ 199.92855687   39.95610691    9.98202298   59.97139526  149.87652329
  139.94827606  239.88938783  179.95456477   29.98384774  239.90730777]","[  19.96742194  209.90647448    0.           39.95306493  129.91241493
   69.95512677  149.92569496  139.89818514   79.96280487   69.95736987]","[  99.91464463   39.96540818   39.97944313   69.94797966   19.96566576
   29.98715112  109.95103828  119.889062     39.96748536  149.94536528]","[   9.98164011   69.97239821  119.9472637    29.9682638   129.90204702
  219.90655338  159.87600958    9.98069454   49.94159499   19.97360725]","[  59.96432666  109.94560263  139.95854844  119.94189477  119.96805334
   29.96332287  179.8767381    19.97267012   99.93828332   19.96556143]"
"[  19.96923984   29.96860506  139.91983724  109.95633379   39.96853725
    9.9870602   139.84313292  229.92020414   69.91351396   49.95793387]","[  69.94995325   19.97634045  139.95731376   29.97031881   39.98571182
  129.93801139  239.94922215   19.97586935   79.95548984   49.93988353]","[  39.94852861  119.94201869   39.97039793  169.93111935   19.97168588
    9.98388593    9.98267029   79.9209726    29.95140706   99.92322102]","[ 199.88265944   69.96015851   89.95941488   79.96763525   29.96171893
   19.97570071   19.97421314   49.97288258   19.96941616   29.95794794]","[  59.97405574  159.76807424  159.84783462  149.91889355   89.93440467
   79.96777812   79.95476394   79.92425453   29.98047508   29.96797458]","[ 119.95136384   49.96910941   39.96974929   69.96238554   39.95644201
   19.97725849   69.9698822   119.93787033   79.9654768    39.95085415]","[  19.96438728   49.9822203     0.           19.98645415  129.96078506
    9.98246135   89.95721025  109.94566672  119.95277665  139.91629222]","[  69.96024484   69.90681463   89.91599216  209.90429212   19.98225978
   49.95164951   49.97715606   99.86760065   19.96690284   99.9643123 ]","[  39.96878624   39.97756387   59.96309961   59.95141514  139.88539485
   19.98201223   79.98024815   59.97392091   49.92310251    9.98606196]","[ 109.94567585   39.93844647  119.92711708   29.96803284   69.94410649
  109.90042059   69.97791781   29.96497882  119.96034454   89.96866558]"
"[ 139.89646465   99.92748826  109.96306782   59.94476246  149.94136545
   29.95865004   19.98890218   49.96866099  219.92104886  159.90094654]","[  79.94052676   19.97558359    9.98245085  139.93745945  269.83616449
   19.98066483    0.           29.96512144   89.93839859   69.9657436 ]","[  29.97209301  179.95580595  109.90577056   79.9428962    29.97201527
   79.9652272    99.97606349  169.93238339   89.94286693   99.98091984]","[ 289.84827414   49.96172841   79.97747561    9.98299043   79.91015226
    9.98811918  119.91811237  269.91785555  139.9067752   229.87991167]","[  19.98452711   89.93683314   39.95037164  189.87905744   69.9628376
   19.97152234   39.96674488   39.98194609  129.93907808   19.97055034]","[  99.96030844   49.98016359  129.87497994   89.86474314   39.94004164
  179.93641152  139.94418122  109.93309504  149.91003275    9.98318004]","[  19.97536152   59.96307123   69.97522146    0.          179.83938008
   69.95734899  149.92189085   19.98328969    9.98673098  209.83259847]","[  89.92693333   69.96722822   79.96807643  129.83589029  199.90709722
   89.91350433  179.91093871   29.97170103  149.87795749   89.96293299]","[  79.95065675   69.95254206  169.94731179   39.93265991  119.9053544
   49.97229447   39.96670407   39.97024424   39.95910512  149.90796577]","[  89.9434821   309.91332532   79.94463532   79.96340747   19.97905321
   19.98407667  139.9459819     0.           19.98396854   79.89024022]"
"[ 99.96064701  99.91986244  59.90390564   9.98905309  29.95374608
  39.98637656  59.97726698  19.97735953  69.97335451  99.94533979]","[  49.96859624   39.97634943   29.95612852   49.96597733   29.98544141
   29.97009585   29.98187649  379.76998566  129.94470049   99.88500997]","[  79.94074172   59.98267988   79.96694173   49.97596922  169.90884384
   49.98040227   89.88952469   89.94086047   19.97418499   19.97263649]","[  69.91357067    0.          199.93480738   59.956012    119.95237082
   69.95399993   49.9692629     9.98482013   29.95951113   59.98746848]","[ 149.91706253  119.94239575   49.95122255   39.9490911   119.97767691
   19.97585789    9.98262147   99.9531921   219.86488019   19.96564159]","[  89.96299228  179.88243727   59.94258891  219.88475145  249.90957169
  149.88637298  129.91836181   39.96620701  129.955261    149.86327802]","[  29.96072536    9.98737204  189.91238411   89.97284373   49.969796
  129.91398145  109.97818073   69.96669655   19.96228612  209.83730481]","[ 199.91878677   49.96156626   29.97303366   29.97074172   19.96584336
   29.9585729   179.91228166  109.9351774    39.97741132   39.97481918]","[  49.94375745   39.96199355   29.96541153  169.94572856   19.97513363
   39.97601763   39.94696147   29.96783208   79.92940695  279.92136135]","[  99.93796354   59.95890795  229.93570309   79.96514459  129.97137335
   99.94284241  189.87504031  119.95060436  139.90929972   29.95765006]"
"[  29.95166097   19.97211894   79.96354873  139.91309479    9.98039965
   99.95344667  149.91160176   59.92170543   89.96589097   99.95537829]","[  79.9090633    49.98064763  279.84736892   69.96786768   89.95665945
  249.87733513  129.86121596   39.97758078   89.96084595  109.96822881]","[  49.95514087  209.89300468   59.96360414   79.97594449   39.95193782
   99.94946235   39.9756536    19.98259705  229.92259855   29.99016044]","[  69.93840015    9.98243269  119.93370685   49.92323869   69.96023368
  189.91995103   49.98567353   19.97189465   89.94031154    0.        ]","[ 189.94252779  149.96957228   19.9697719   109.94950847   29.96531539
   69.95460211   99.96059585  209.96284653   19.96714833   39.98374448]","[   0.           39.96034283  109.96697325   59.92404106   99.95381856
   89.9321007     9.98392574  109.96240149   59.96488412   99.91833127]","[   0.           19.96609332    9.98058637   59.96741926   29.97928528
  229.8963369    59.96956447   69.9180285   119.96692778  169.92267562]","[ 199.89422638   29.98373572   19.97571675   49.97451191  109.95122696
  339.65906245   39.94822554   19.97473047  109.95715482    9.98175708]","[  99.9024669     9.98675911   79.92722519  159.8740007     0.
   59.98419708    9.98726101   19.98375094   59.9491968    69.90626307]","[  79.91240044   49.98085138   29.95633194  389.85489857   89.95117784
   49.98388217  139.89301978   39.97162922   59.95474885   59.95136432]"
"[ 139.96225077   29.95226004  109.96877775  239.92011841   39.95145471
   19.97533115   59.97171612  229.8282384    19.97377967   19.97926156]","[  69.96772484   39.94023558  109.95843734   39.98426383   39.93707863
   69.96350904   79.97546214  139.88273016   29.95556545   59.97845903]","[  89.94200116   69.9595726    29.95345344  119.96179411   49.92651733
   79.87120021   49.9485531     0.            0.           39.97034193]","[ 129.93581376  139.93358495  149.9075125   109.95852992   79.96542559
   59.93935508   59.97676089    9.98791367    9.98186664   79.97746253]","[ 129.91564655   69.95254974   69.96217817    0.           49.94625811
  189.90703655   59.95225668   39.97085488  119.94579728  219.90441869]","[  39.96996695  109.89834702  149.95911273   39.95303157   29.94764175
   99.95221376   69.95888715   59.96256225   69.96929007   29.96058328]","[ 129.95591736   29.96687168  169.90493456   59.92597242   19.97492736
    9.97951069  119.93372841   39.98019185   69.96228565    9.98155787]","[ 159.87319949   69.97732192   69.92699434   29.95426156   29.97193681
    9.98205337   79.97442528   89.94191339   49.96220731   29.98713209]","[   9.98647974   49.97162322  359.91071219  139.94805229    9.98968971
   79.96556555   79.93421305   69.95660191   89.92786869  129.90127952]","[ 119.92961073   69.95326334  229.85547115   99.93950794   39.97171499
   49.98643488  189.88109628   69.94267492   69.95738511   29.95921169]"
"[ 159.88869319   19.96067021   69.96492235   79.9448225    49.92235351
  319.92436025   39.9658468   209.88036824  119.91647233  139.90941652]","[  59.97780722   99.93652368   49.96603226   79.95108217   29.97957886
   59.96462753  139.92541824    9.98480296  119.96916969   29.96221782]","[  59.97982409   39.93947943   69.97187624  179.89263291  169.95584159
   19.97163024   89.9433827    59.9470862    79.97374887   19.97936576]","[ 149.86316698  209.85819787   89.93002104   49.94717893   19.96877238
    0.           29.9690971    69.97052448   99.92953872  189.77999131]","[ 99.96598535  69.97977458   9.98426185  59.97625501  39.99028487
  49.9447299   39.95891641  19.97597944   9.98603635  19.96772953]","[  69.93082294   89.94721723  259.8289543    49.98612248    9.98348232
   19.97331319  119.89729472  159.886232     29.97641868  109.9486383 ]","[  49.93244901   79.97190248   49.94009421  119.96781372   79.94420538
   29.95521006  279.87303907  179.91370885   19.96897851   59.95184761]","[ 129.90028121   59.9651347    39.98712817   59.96294946   39.98386222
   89.93504687  169.92206262   59.97697736   79.95601992   79.96293177]","[ 129.94195741  119.93747305  129.92451174   99.87703108   79.96053203
  109.95633576   19.98082543   69.95810588    9.99049658  149.92862007]","[  39.9736873   119.93031578   19.97501745  429.88907265   99.97364072
  189.93366214  119.94815873  129.9447669    59.97306213   29.98449549]"
"[ 119.93484977  109.9337386    59.96672288   19.97755281  189.93962618
   19.96391253   69.95840667    9.984116    179.94327048  249.9055083 ]","[  19.98660352  229.88037211  149.90177155   19.97642638  179.81070387
  109.93190637   29.97111223  129.91037278   49.96647827   29.97825736]","[ 219.89251189   79.93968659   29.96934266   39.97655452   59.97057915
   49.98807486   29.95827972   69.95736428   79.94468401  179.91490902]","[  59.9602583   119.83718029   39.94169527   49.97121867   69.97003607
   29.96602487   99.88932487    9.98064905  159.91177947   79.94520432]","[  89.95794314  159.8787044   109.91123936   99.95207109  219.93134513
  139.95819733  179.94499131   89.96298214   29.95355698   39.95509685]","[  49.96614457  179.92029011   69.95911847  179.91621991   29.95964722
   39.94324296   89.94347396   29.95925904    0.           49.91731418]","[  29.96382611   59.97310672  169.93312744   59.96164272   29.98584152
   19.97572349   59.89789552   39.96949361  119.95505424   39.95117975]","[  29.95643234    9.98644173   79.95572754   89.96016368    9.98442097
   19.96941081  159.87638081   69.9581635   119.95298114   39.97067499]","[ 119.87611399   19.97225854  109.85260455    9.98814085  179.89092645
   19.98445994   79.93924286   39.96172373   19.97947708   29.97332384]","[  89.92845221    9.98533834  159.96097741   49.95898815   49.96692464
  109.95992672   49.95416387  109.92925846   99.86977481   89.961397  ]"
"[ 189.87081653  119.93464759   69.96044969  109.9220746    29.96159907
  139.89459355  439.86269087   59.96969292  109.93727769  119.92298812]","[ 129.88209766   19.97420339    9.98496097   39.94669451   19.987495
   29.96439441    9.98388738   29.97501836   69.92927617   69.8921884 ]","[  79.95749303   49.98351174   39.9716538   339.80039224  119.90018747
   59.95254733  219.92885577  139.89633675    9.98044331   59.905051  ]","[  69.97481797   79.94677808   39.94816863   39.94853603   59.97046795
  339.79545276  129.92722395   49.96760859   19.97919313   39.95988272]","[  99.92542073   99.9583551    99.83392198  209.94092705   39.95170173
   59.97489784   39.98331876   79.96567731   49.93812398  109.92572049]","[ 149.96170552  149.92637892  199.88456276  199.88434339  199.91900073
  149.89105161   19.97737243   19.97058853  209.91055393   19.98209033]","[ 229.86421911   39.98368904   29.97764      49.96447364   79.96343779
    9.98675835   59.94944425    0.           49.941789      9.99277747]","[ 129.87516204  119.94300221   69.97710404  119.92204387   79.92249622
   99.94325455   59.97770496   59.95042507    9.97979535   89.93035004]","[  79.97050741   19.96310887   89.96206074   49.96035318   79.91014481
   89.93111739  209.93693186  179.90641802  119.95294798   39.93629323]","[  29.97494629  129.91929308   49.97427113   29.95799551   29.96526249
  109.93918232    9.98266874   39.96310442   99.94184271  119.91607172]"
"[  79.90437456   79.97451235  179.89323586   99.87896242   29.96091327
  119.84641889  299.93410355    9.9868117    69.94501529   99.88342888]","[  29.9536176   229.81636339  109.9729979    99.92696545   79.96948962
   69.91176263   29.96005348   59.97622393    9.98209235  229.81844374]","[  19.97874466    9.98420531   69.9527658    89.91563032  159.91961896
   39.97510333   29.96891561   19.97572673   19.96621493   79.90291425]","[  39.95561763   99.92194087    9.98517145   49.955045     49.9880313
   19.97368867   39.98333966  189.86663529   49.98079022   79.89987805]","[  89.96211189   49.97154564  139.95909914   49.98261913   49.97639869
   19.97002284    9.98259042  159.91549606  119.95399245  139.85937413]","[   9.98557545   19.9685918    79.92705112    0.           29.97826327
   39.9501837    69.96752775  119.95630907  269.95008583   19.97062049]","[ 129.94016332   89.97363936   49.96001581   99.95915813   99.95578921
   49.97553038  259.89058176   69.95316971   29.97358046   99.95801694]","[  69.96207121  149.90517847   19.97558878   89.96624648   39.97514699
   69.95339057  109.94587765   29.97147831   29.95484613  119.95339135]","[  79.95942093  149.88924408  149.88980592   49.94371421   29.96686537
    9.98816229   59.95549797   39.95053372   59.97529354   49.98854787]","[  99.95514925  159.88197727   89.92211903    0.           29.96635251
    9.98107732    9.98132479   39.95731858   29.95138697   29.95963116]"
"[  49.95992437   79.94052944    9.98069617   49.94385472  449.87678591
  169.90268726  149.92888167  109.87389142   39.96476321  129.95693749]","[ 169.83964327   89.90625416   79.97919074  119.96929633  129.8696337
  109.94091891  219.89412325   59.94819955   79.8761759    59.96988935]","[ 129.90956164  109.95072154   49.97943752   19.97708273   29.94571199
  239.8973873    79.94744419   99.97925028    0.            9.98489723]","[  39.97168155  299.7548007   119.94562438   49.95489647  169.8803365
  109.94524461  119.94864109  149.85436927   69.9235418    19.97759251]","[  49.96977287   59.93814037  159.94408455    9.98765947   39.96118052
   49.97939824   79.95314001   29.94248853   99.93473822   29.98165012]","[ 159.93048369   99.96154511  149.81047814  379.85339284   39.96532146
    0.           49.96911879  319.69330713   19.98047904  159.90622577]","[ 179.89036638   89.9539834    79.95099827    9.98232753   59.94570707
   89.94456614    9.98648577   79.94216623   29.98567726  109.97411852]","[  69.96738151  109.86344568   59.96597154   49.93906346  139.93364949
   29.96366441   59.9704893    19.97366011   19.97000957   39.97665501]","[  99.92567746    9.99057234   19.98225205   49.9661747   219.89582064
  169.9069202   119.93121841  239.90920299   29.97781967  209.91274937]","[  49.94033772  189.94704219   59.97004723   99.95547603   39.96767158
   49.95004534   59.96141247   89.94640093   49.96867956   29.96377193]"
"[  69.93587237  139.89829701  159.92370732   59.96320428  119.92482034
  129.88001054   49.95943648   29.96648247   49.9550927    49.93041704]","[ 119.9182861    49.93340483    9.98798849   79.977328     19.97403982
   29.94909611   29.96383325    0.           49.91872104   39.97864628]","[  29.97488828   79.95497671  129.91383574   79.97684863   29.9504873
  139.88516521   89.93371415   29.9560292   189.92347672   19.97526515]","[  59.96189684   29.95707888   39.96862635   19.97500109   39.9660141
   29.96822888  109.94656321   39.95735812    9.98743307   29.96621153]","[  29.97183231   29.95826912   99.94992339    9.98503866  239.86386138
  199.94788521   49.96194846   19.96356981   79.95755369   99.89566285]","[  89.93619588   69.95829271  209.88173062    9.98318818   49.95931395
    9.98034899    9.98148381   99.92305612   49.95210741   39.98017051]","[  29.95632061  189.92128101  109.92050876   89.9722323   419.73290719
   69.96175849  109.94445447   29.97215527   39.96433665  319.8237353 ]","[  69.9711319    59.98175823   69.96440821  129.96826657   79.93672534
  119.8985418   179.90477404   69.9662203    89.89311651   69.93897374]","[  59.924441     19.96835625  159.93435766   59.96953521   49.97252509
   89.95669659   89.95273948   19.96504997   39.94999502   39.97019974]","[   9.98622896   49.96853249   49.97778076   39.96986661  109.83000792
  129.91691621   59.94770201   89.95182694  189.92378943   59.95105854]"
"[ 239.88774674  479.75353252  129.9015854   289.90020373   89.95465358
   89.96647031  119.94547777  249.82823492   69.95583755  119.91920589]","[ 279.91174579   29.95728646  169.92100157   89.89650353  159.90764961
   39.9694244   129.94654167  189.92545397    9.98234425   59.95882167]","[ 129.9408532     9.98502801   89.89068169   29.98290596   49.97145361
   49.9414832   159.96065206  109.95306914   49.95731919   69.97334496]","[  99.90161848    0.           49.96946257   19.97334338  179.88220949
   59.94319293   59.96171811  129.94547354  159.90020697  209.88036219]","[  99.9429562     9.98184057   99.94579182   39.9372308    29.97245383
  179.87510872   19.98437506   39.96604148   29.96864033    9.97977842]","[  39.96548781   89.91811562  119.93018483   89.89845215   39.93625489
  109.92974237   49.98113337    9.98288965   79.96400507  199.88870825]","[   9.98459182   89.94652681   39.97976417   59.97688945  239.91766927
   79.97512997  159.96115432   59.96583521   89.95587768  229.89509408]","[   9.98471267   59.98121745   29.98532611  169.92086329   59.969846
   69.91744774   39.97824473    9.98513735  119.95393357    9.98457936]","[  39.95040789   19.98457242   29.96232143  259.80354391   39.92421355
  109.92011769   79.95700018   29.97854213   19.96495563   79.95770224]","[  39.96531281  229.88202491   39.96824984    9.98614686   49.97801268
   79.94966353   19.97044012   69.92959753  129.93434691   49.93307019]"
"[  69.91094052   19.96924484  189.89975103  169.96469812   29.95284594
    0.          179.9107621   189.8851025    19.97489743  219.93969385]","[  99.84858594  389.78831806   59.96848589   19.97788602  329.91043658
    0.           99.96381745   29.98140737   59.92300022  179.86952231]","[  19.97290792   39.9636889    29.97977503  529.87797933   19.97487729
   29.95615979  109.87826647   99.88577219  179.94272276   39.9403577 ]","[  69.95912535   49.97092271   29.959507     49.96280306    9.98016962
  219.86870795   79.96649592  359.91790931   99.96721237  409.85564731]","[  59.97246013  119.9074354    29.9799968    59.94553318   49.98016242
   79.96532435    9.98976349   29.96086088   59.97034743   79.9482781 ]","[  69.95388205   29.99107472  149.89547562   19.98198958  149.88771715
  109.95583092   69.96674483   89.96301888   29.94868692   39.95454181]","[  79.94837079   19.9715137    59.91978852    9.98762784  209.8297394
   29.9735286     9.98375592   59.95843717   39.95055098   89.95603953]","[  89.92255872  109.95461749  169.95346492   99.96122795   59.92977767
   19.98495646  179.84373211   59.94880363   49.96893755   49.95753542]","[  69.92379252   69.90292234   69.87542536  329.86648821   79.95585907
   39.9617241     9.98405462   39.93871413  109.92143938   29.96358101]","[  29.96054325   89.93182675   89.97681334    9.98562348  169.90873036
   79.96171848   99.96389087   59.94074501   59.9682308    59.97071138]"
"[ 249.89738219   39.97856892   59.95280187  109.90257013   59.96415468
   29.94526351  119.95920136   69.96310678   59.97674118   99.86774084]","[  99.94418517   39.96985486  169.94426953    0.          109.89243669
   29.96986619   69.94821839   29.96102465   59.95335127   39.97687184]","[  79.94891739   29.96754108   29.96822915   19.96993805   59.94908945
    9.98663925   19.97052307   49.96328056  389.89759976   29.95925264]","[   9.98200893  159.92560584  109.89341653  249.89936864   29.95583685
   79.90994743  109.94273962  229.88523238    9.99146598  159.92803189]","[  39.98160748  249.91115222   29.96739903  359.82141385    0.
   49.93415791   39.95768967  249.87340761   89.93393774   79.8873423 ]","[  49.97070979   39.95327323  149.89709901   49.98519439   49.98003543
  109.94922557    9.98088213  299.90258156  189.88250613    9.98000796]","[  49.96285208   19.96732339   99.96789328   99.97128673   59.96459291
  239.94213313   59.91778831   39.97453112   99.88995522   59.95426686]","[  19.97802905  119.92756388   59.91835875   99.92884697  109.9455535
   99.93342553  119.89525874  139.9423507     9.98708159   19.96772094]","[  59.95659246   79.96197086  209.81563068  119.89282707  609.80055784
    9.98596332   29.9814713    39.9332585   149.94112774    9.98237607]","[  29.97157282  119.95484751   59.94890116  109.95347759  129.91159268
   49.96887258  139.92513456   79.91945586  109.91853492   59.97674489]"
"[ 459.87334993  169.95361836  249.91742136   79.9261235   209.89426001
  189.91164298  339.88733684   79.89568629  199.92249147  179.95986909]","[  19.98322815   79.92878116   99.9268838   119.94118549   89.90510768
   29.98706471  109.96472337  199.90568051  109.96081868  119.95705621]","[   9.98686973   29.98289245   99.96242431   49.96050377   99.94491481
   29.98111452   19.98209187  299.92685465   29.98043731   29.96177116]","[ 119.90667465    9.98239521   29.98145536   89.95665805   99.89539816
    9.98788104   59.96248768  209.91139343    9.98142621  229.95432174]","[  59.95063626    0.           99.97278703  179.8350475    39.96916299
  249.8272445   179.86045326  159.94242999  129.93765241   39.97777347]","[ 109.87561859   79.97383139   59.96123358  109.95654466   59.97293598
  349.88699096   29.96744387   49.97525744   89.95670328  249.81573401]","[  49.94480192   29.96888148   29.97125539  229.8510402    89.95508655
   99.949099    269.92517325   89.94456064   59.91755995  109.88284763]","[  49.97098255   29.98850392   79.94743245  149.89149534   39.9733079
   69.97000401  149.93111014  239.84662693   79.9771034    19.97150262]","[  59.94422923    9.98975852  199.88112385  259.90504233   49.92922634
   19.96725175  149.95536536   19.96662189   29.96380737   29.96237957]","[  39.98975226  459.59598383  139.92805299   49.96580906  149.87319291
   99.9199818    19.96834165   59.96914482  189.93033625   79.94542204]"
"[ 159.90634326   39.97117439   59.95274655   69.94569703   59.91660794
  249.87076305  159.87022066   89.90801124  109.95258645   99.93066548]","[  39.98073041    9.98954011  259.89862606  119.9281897    89.94046412
   69.95417101   59.95196214    0.          209.913025     19.981087  ]","[  39.97173939   89.96202948   19.97452992  119.97226965    9.98355114
   69.9497332    59.97084314  109.85438096  119.94231443   49.9595881 ]","[  49.97026855   49.97042067   49.97016108  149.91308543   29.98555866
   59.96908825   49.98370296   19.98273952  149.88081564   99.96741828]","[  19.97319819  319.88116618   19.97463233  149.81779968   19.9774271
   49.96706526  149.92791922  129.94294234   49.96828956   79.96014292]","[  59.97373819   39.95323447  109.95992463  169.88964405   69.91438154
   49.97977827   59.9625013    99.92391729  139.92509658   89.95211559]","[  19.97626744   19.97575723  109.92057015   59.94620375  159.96982861
   39.95770988   19.97261082   59.97135033    9.98300219   29.96807344]","[  39.97240406   49.96522064   59.96945774   49.95944797   99.91334708
   69.91726543   29.95892332  129.86085574  159.96710597   19.97245163]","[ 159.90754619   49.94559822   59.98446843   89.90955181   19.96592757
    0.          229.90185969  249.8607391   149.87947234   29.97315072]","[  79.94980362   19.96030048  139.91939373   29.95554913  139.89221638
  109.95681364    9.98967006  139.96026225  169.90744751   59.9580496 ]"
"[ 239.86505417  229.83789882  109.94117131  159.84963186   99.9535846
  209.8930118    69.96766337  239.90207218   69.88040804  329.85696571]","[  59.97995761   99.94522317    9.9920262    19.9771523   119.94799363
   39.96347998   19.97407255   49.95107074    9.9848875   379.82613215]","[ 209.94489496   69.95634636  109.92749246  219.93114609  109.95539674
   39.9617646    39.97188607  279.89493673   59.96414303   29.96950994]","[ 109.89795253   49.93692498   49.94287682   89.91767887  139.94876585
  159.88667718   19.97200152  149.88893668  139.90705493  149.89854589]","[   9.98620963   49.97455994  159.90625413  219.85769217  229.90605616
   39.94301281   19.97527506  229.8811637   119.97361198    0.        ]","[  69.96946869  159.78422314  149.88132475  109.93138017   49.97354108
   39.96652803   89.90242241  109.92069977    0.          159.92277508]","[  79.96236835   69.97581265   79.92176954  139.8787911     9.98091231
   79.95960512   29.96235514   99.88008264   39.95647633   59.98434734]","[  39.97455364  109.95147408  349.85272202   39.97912702   29.97625917
  159.85842778   19.97982584   39.97551258   99.95594038   69.95638058]","[  49.96007416  109.94620823   79.94878855   59.96479199  209.91590775
  109.93285848  129.89009606   49.95534858   59.96266739   49.95748756]","[  49.9638055    49.98355213  299.84967044  149.86280733   19.979056
    9.97957392  309.79769159  119.91860483   69.95213762  109.91486106]"
"[ 339.89028885  349.88470507   69.91207891  109.92354091  109.94530626
  199.89908951   29.94455229  179.88628483  219.84689511  109.90182827]","[ 29.98877301  39.97277016  49.95534028  69.96548623  79.95679937
  89.94076564  29.97027106  39.95693501  39.9457961   29.96869981]","[   9.9860034    49.95187549  119.93818261   39.96195482  289.88924138
   99.90840398    9.98076356  209.90995109  359.81391595   39.953136  ]","[ 129.87418427  119.94701955   59.93181087   89.95623133  129.90980945
   39.961069     79.96655586  269.86195158   49.98769559   69.95547612]","[ 119.95637888  109.91757439    0.           49.97298207  129.9579596
   89.95473297  109.96068007  109.95856266  119.87947844   79.90711121]","[  29.96018205  149.88324303  349.83703562  219.87709035  159.95282943
   39.98280379   19.962777    429.78197134    0.           59.93159625]","[ 159.9119336   199.85247873   29.95605419   79.97223419  179.91703818
   59.96802387  159.94063153   39.97003128  249.77481469    9.98383929]","[ 69.93714424  49.96198306  59.96137942  19.96987798  29.96107236
  29.95896146  69.92989964   9.9797301   19.96662511  79.96557575]","[  39.96943943   29.96247981  119.91324041   19.97200675   19.97686547
   39.95143691   69.96206386   59.98489526   59.9591381    19.97456393]","[  99.95360859  339.91520946  199.9495933    69.92970807   39.98132092
    9.98215831   69.95183315   39.94716095   69.95055627   29.96824381]"
