,alfaT0,alfaT1,alfaT2,alfaT3,alfaT4,alfaT5,alfaT6,alfaT7,alfaT8,alfaT9
0,0.0001530626788394046,0.00014474156977987458,0.00010983588534139856,9.241903007193265e-05,0.0001446674074201757,0.00031584254810628376,0.00028746693368280723,0.00017772476144159932,9.504340061931256e-05,8.013792410038787e-05
1,0.0001294332542465617,0.00015531131328958074,0.00010849758032845631,7.707241876475887e-05,0.00021330454852190492,0.00026091492220553123,0.00023416733120203509,0.00013228051239975002,9.991154401637028e-05,9.208973929489312e-05
2,0.00014981159504468114,0.00013383705021096523,0.0001201528837310961,9.204211060641755e-05,0.00014105863151454078,0.00021454521588823726,0.00029060595203706505,0.00012188704783652396,9.800183449552136e-05,0.00013488917391481654
3,0.00012748407231021633,0.0001261379028988799,0.0001060614821267534,9.45483526062152e-05,0.00017193031219478122,0.00024259307592111273,0.0003607843610657269,0.00017125045904899225,0.00010010263656002477,9.934116480055989e-05
4,0.0001354393297116787,0.00014016389751867495,0.00011868078594140462,8.273228109153477e-05,0.00013898244169746165,0.000280921732433623,0.0003099953427806431,0.00023689567305208177,0.00012322630896738227,9.012112264406367e-05
5,0.00013706157718794076,0.00017789580947498584,0.00013249909378671435,9.218707615217616e-05,0.00014656196475775038,0.00021945262556189875,0.00025645090842529676,0.0001331204298478745,0.0001221123557669688,0.00010078499698831458
6,0.00013862120210067735,0.00012827845901902546,7.468989554842123e-05,0.00010459556450696449,0.00014993317598294126,0.00022868707387828862,0.0003076989623036562,0.00013857386606205526,9.585300685295568e-05,0.00012032601001546183
7,0.00015771467249717916,0.0001588818459070578,0.00010286561716522165,8.195443433475896e-05,0.00019644376154915588,0.00017354325189048077,0.00028758546156234393,0.00017444720978600716,0.00012433872055932321,0.00010555561649974222
8,0.00015871746292932604,0.00019994300236952678,0.0001254328169964839,8.748716048319052e-05,0.00016086441384565193,0.00028213709636447376,0.00023869143109346133,0.00014925905721416505,8.941861391856266e-05,9.362865732117342e-05
9,0.00011207186960008567,0.00017864803026257896,0.00011959786704103543,8.354176986290261e-05,0.00021775724693890838,0.0002878202434044285,0.00026638949656516145,0.00018268539138907109,0.00012611183773596294,0.00013071523392943165
10,0.00015152913801830956,0.00014422889392942464,0.00010856875447606666,8.674501974398337e-05,0.0001729040969735817,0.00020303175425736279,0.0002958894092611254,0.00017357868715854927,9.457178956146388e-05,0.00011262450447706824
11,0.00014107989009959698,0.0001567128246204855,0.00012851590719740373,0.00010141326840656127,0.0002305643178160531,0.00019405414762188402,0.00029466045182657775,0.0001693225085643961,0.00011150560167336315,9.623474354966405e-05
12,0.0001128096553426586,0.00018338874090947989,0.00011807702174057813,8.397172141801022e-05,0.00018617895648067085,0.00024521559335460646,0.00018230018541986204,0.00019239016196302342,0.00010466643670148247,8.913089492428405e-05
13,0.0001661923500796543,0.00015758608016090643,0.00010170268826874836,0.0001180672246266913,0.0001792702911301794,0.00028759814529909363,0.0002813876984943549,0.00019230182409188956,0.00010972449141055074,0.00010901129272501158
14,0.0001070823305958825,0.0001740931207747352,9.999569580653939e-05,8.953533880042062e-05,0.00019767888617012818,0.00021911351063197838,0.0002476422557396493,0.00020489627408547834,0.0001350894132344369,0.00010937107899623129
15,0.00012860001682480705,0.00016359172405118992,0.00010777793537589075,8.86969827030343e-05,0.0001911009145147013,0.00026183703180095706,0.00032723808992843746,0.00016026530763851653,0.00011942116018553386,0.00012972470253477903
16,0.00013307102685901622,0.00016660940419037108,0.00011005941621194284,9.744710344771496e-05,0.00018337996159822935,0.0002555557757368204,0.00021487418989121136,0.00018582978753251016,0.00011810248989112028,0.0001390869870753985
17,0.00014846576634545503,0.0002133231723123863,8.794518853172493e-05,0.00010595441199135227,0.00013099863167723635,0.0002243155465176473,0.00029625548171818974,0.0002154795699344557,9.462579781383471e-05,0.00013688477542614749
18,8.328300284165512e-05,0.00015962909015891747,0.00013471451922706816,0.0001022319382135273,0.00017407162406138922,0.0002248045902363495,0.0001908175501308068,0.00022760304673084797,0.0001108798024226487,0.00013240365504192742
19,0.00015940980387365444,0.0002730780046812622,0.00013110730635620843,0.00010830394927115095,0.0001844303748002809,0.00018355484623059913,0.00025739490030069075,0.00022258806857324508,0.00011542069943208459,0.00010916035706591554
20,0.0001877136398699034,0.0002176462496763532,0.00010705308940940693,9.858202165207563e-05,0.00021357931163248217,0.00021121716721034684,0.00023009243458297073,0.00026917526197334327,0.00011808649160025422,0.00012489720358059884
21,0.00016606120211371135,0.00021135833131400347,0.00016228190052429957,0.00012307872854304286,0.00017470196763179853,0.0002110112481630549,0.00023862263500020392,0.00020972125133835766,0.0001486271067881184,0.00015136797321811782
22,0.0001563606384775366,0.0003062494713341246,0.00011190382265374576,0.00011337474351318702,0.00025757696459335265,0.0002037625427973094,0.00018851087732175235,0.00021946544527125464,0.000143307528672986,0.00013165666650893278
23,0.00015845498143535148,0.00026266813792710694,0.0001436348567618936,0.00010963862371767021,0.00017521412488496175,0.00020934238961681817,0.00022404805985053037,0.00024946909835749944,0.00014711389657870257,0.00015231933133206467
24,0.0002372604936997711,0.00028981653139070323,0.00012948268597732336,9.673777276309516e-05,0.00015524494377611856,0.00024406404809854153,0.0001470849287737144,0.00025949824990337397,0.00012644173904646243,0.00015295233390701568
25,0.00023344459096607653,0.00024476174802817724,0.00011507307412705177,0.00014673253030766568,0.0001487111588446068,0.0002834634095503418,0.00029038511014326717,0.00020582331640605397,0.00012541486210756518,0.00012663140400820863
26,0.00013305964002846592,0.0002286027418039138,0.00018597315707011375,9.882587291890466e-05,0.00018489977965846667,0.00010214258277265085,0.0002357396654856693,0.00022666951086089756,0.00014576332440259336,0.00014417570748971237
27,0.00021103913663826063,0.00031377715880317943,0.0001305690131762972,8.621032530142514e-05,0.0001736026816257791,0.0002699787158129935,0.00019648305843366734,0.00021245331405756222,0.00013659594959706273,0.00011844889744621546
28,0.0002615106587460538,0.00023308813873960642,0.00013037778775044107,0.00010684459204621168,0.00019916873822161546,0.00019817689940940453,0.000246933263157372,0.0002782687411233045,0.0001256753337455244,0.00014705591597543913
29,0.0002006280696986749,0.00031145084902943227,0.0001544308255699047,0.00010295672848930352,0.00020574426498546613,0.00021361856020767728,0.00023412454725174153,0.00019385695008978515,0.00012119767988273546,0.00016136964587537775
30,0.00016267977388382968,0.00024379873502497989,0.0001304240767360087,0.00012693225662660398,0.00029446179455568095,0.00023903654057522193,0.00019178669125404836,0.00019164485265051227,0.0001444652881799833,0.00015388070730194445
31,0.00020082322992292747,0.00031055563970171137,0.00016636544720919852,0.00015306377618836417,0.00023349518734002063,0.00022926943037267995,0.000288539897796928,0.00022821910974059624,0.00016803757197965478,0.0001656890817158333
32,0.00017179249185915777,0.0002859177739890371,0.0001465388976737593,0.00014088043346384895,0.00019796475202950577,0.00017501922741099772,0.0002778124500622706,0.00020926089973209743,0.00013676147819954317,0.0001560945093371735
33,0.000113548146945822,0.0003005707149607663,0.0001213808245594167,9.64527115928368e-05,0.00023315959687675468,0.00015655608848520272,0.000257450095404222,0.00019620026673554993,0.00015178317644642616,0.00018996224505415772
34,0.00012480825997431642,0.0002487998963125304,0.00017100633812058342,0.0001316523006459391,0.00018362543479923284,0.00024332439154027042,0.00029729947494723036,0.00024352096129717427,0.00012879362547146042,0.00014292701379683325
35,0.00015022657159236022,0.0003367288224998375,0.00012098539029006048,0.00010937989451792227,0.00021946439028413959,0.0001585383679694244,0.00021281798637573025,0.00019465334721655621,0.00014343506632197149,0.00013800225835733512
36,0.00013018624830541767,0.0002935799373282422,0.00011510356884358739,0.00014878452635095303,0.00025938675466702474,0.00021745631862597035,0.00020952536327409265,0.00022097450680601827,0.00015745011307118317,0.00018599323564355723
37,0.0001643452324912067,0.00023114803343260478,0.00011628493405117217,0.0001370912382406557,0.00016249754982479957,0.00021251912764881187,0.0001903612645111891,0.00018332332942831567,0.00012081807238459331,0.00013899876249992918
38,0.00014262050597741937,0.0002771559918622291,0.00013276041611661948,0.0001402559356446749,0.0002027437605325939,0.00016408889905961536,0.0001416491075132754,0.000169607266926906,0.0001361361777146983,0.00015142053399979
39,0.00013629104930736955,0.0002850449369785318,0.00015177602136822322,0.00013728906015306574,0.00015781945763192865,0.00020400902886879107,0.00014026994119305526,0.0002484279428709834,0.00011532678799394731,0.00016718031633867686
40,0.00015279345490336338,0.00023806596688941438,0.00010668808950594616,0.0001233933455128834,0.0001931613305585557,0.00016882390022670172,0.0001677337192440812,0.00016710783471264235,0.00013509163278094895,0.0002121449437518585
41,0.00012946730668231092,0.0003022582266862566,0.00012588106882948527,0.00012169817205181809,0.00013663026700816875,0.000242529175508646,0.0001630929635763466,0.0001601634324612287,0.00014718499626298806,0.00015763453094177403
42,0.00016306997134072138,0.00020987004223190983,0.00010905224902858478,0.0001116756655264661,0.0001813303995381131,0.00020082076322281933,0.0001777744156881923,0.00019599194836875426,0.00012866394067925338,0.0001532338906128116
43,0.00015267987074900731,0.00030307359685323714,9.340308903645643e-05,0.0001329178351797068,0.00015301153454664552,0.00017136674185648447,0.00018843258486753788,0.00021067234730814504,0.0001789818635042262,0.00018098791477287685
44,0.00016583255898553354,0.00031188793117473,0.00011300852480716177,0.00011689881311009101,0.00016610274654904085,0.00017287446417010984,0.0001714697442903801,0.00019282016435494156,0.00013474741605665398,0.00016349657688738035
45,0.0001705796651332696,0.00024290661344840295,0.00013143277354702,0.00013529719565942488,0.0001793484573671005,0.00019651212704802846,0.00016906235381072956,0.00016934714906638757,0.0001738445828983675,0.0001592116236509324
46,0.0001679475771906284,0.00032732631086635,0.00013465735747739168,0.0001447245499799596,0.0001363731529564444,0.00011529511205094322,0.00014716897941432117,0.00016037291428059564,0.0001565331976087413,0.00017189719886337226
47,0.00015942957090369625,0.0002901646533558846,9.893965371465745e-05,0.00010948226998737445,0.00017467606200464368,0.00010786492125981424,0.00020445325764770455,0.00018106071790548195,0.00014338723829301087,0.00018218121927140708
48,0.00017019808581820092,0.00021488619177242158,8.533713237494031e-05,0.00016370977162957062,0.00019725539726178434,0.00016583133265484764,0.00015694718459374974,0.00020155137883515507,0.00013428927850164444,0.00014278686122558035
49,0.00016870875559570213,0.00019432449539568805,0.0001062197653227186,0.0001540647975418612,0.00014415124493999965,0.00014359283698857407,0.00012524164539616777,0.00015972759393892324,0.0001398987787364065,0.00018381452308126008
50,0.00015781511757887768,0.00029825910739662354,0.0001067969765771077,0.00015591089856749235,0.00021283276109511018,0.00013987525198741623,0.0001612226806354831,0.00015545968272961873,0.00013518137605117157,0.00011363704793529417
