,alfaT0,alfaT1,alfaT2
0,4.846638194917873e-05,9.340896136603341e-05,8.231063036312726e-05
1,4.9950581644339295e-05,0.00014239930793261612,8.960950684554511e-05
2,3.497133022458425e-05,0.0001130045421383371,8.334339918564933e-05
3,4.761959349292948e-05,0.00010628225465664409,0.0001055212452387427
4,5.884679669430108e-05,0.00013355140980418086,9.551305437662056e-05
5,4.42014069516466e-05,0.00010713972532366192,7.521387776832108e-05
6,5.172589554790254e-05,0.00013458320012480136,8.052237202899627e-05
7,6.273514431333049e-05,0.00011275897290025791,8.255890031752732e-05
8,4.5165421631627336e-05,0.0001229540471954631,0.00010487824290664243
9,5.5421673632402555e-05,0.0001769682384506543,0.00012307456425287493
10,7.401702673425948e-05,0.00012219537213591547,0.00013874613991353185
11,4.8443645534203576e-05,0.00013783190292805016,0.00011407961644747248
12,7.244898739419644e-05,0.00013730001165870517,9.783479717524343e-05
13,8.734840406534773e-05,0.00016278401663586954,9.963096111381865e-05
14,7.887325352365202e-05,0.00013240990939753414,0.00013418166261102034
15,4.524098149741049e-05,0.0001433462063296562,9.688103557043109e-05
16,6.125057814999771e-05,0.00013557975002071132,8.279708943836279e-05
17,4.000462125097191e-05,0.00015522233856968693,0.00012920454687590364
18,5.861792943096354e-05,0.00016285671176675086,0.00013622507608019067
19,3.9617394486377724e-05,0.00020091628109639018,0.0001819783862587281
20,5.5165760500171034e-05,0.0001935722259485679,0.00012984546389258788
21,5.317568192597552e-05,0.00013308762159747772,0.00019117749575845905
22,5.688108259902923e-05,0.0001560633471648352,0.00012606669423598715
23,6.891146168358274e-05,0.0001540610113772314,0.00011626420522899654
24,5.6566615314237286e-05,0.00015827067502314072,0.00014032742457088126
25,4.5185007783841885e-05,0.00016574558488355933,0.0001683883023190511
26,4.5323052879088674e-05,0.00012199557971472608,0.00014980566146248408
27,6.899546339637757e-05,0.00013782821460357238,0.00016606282629148404
28,6.106489523094723e-05,0.00015271504035712602,0.00011021277259092163
29,5.507811469259082e-05,0.0001676020013659347,0.00016142558358881118
30,5.662819055255473e-05,0.00017356877817597364,0.00012670416288143533
31,4.938431614957218e-05,0.0001409866812822219,0.00013009851427494382
32,7.633573116216115e-05,0.00014435245307812907,0.0001230927817400262
33,7.090963753409112e-05,0.00015669683651839492,0.00010328648976597163
34,7.369922032047184e-05,0.00013499152572676659,0.0001336821667502276
35,7.705702131619483e-05,0.00012815275455182275,0.00012239209930771426
36,8.167906689858597e-05,0.00010334705587054865,0.00019380728425016824
37,6.913509339318585e-05,0.00010070262892373774,0.00016509150416683742
38,3.8855639992140636e-05,0.00011429262496125729,9.704966160056291e-05
39,5.395826980292062e-05,0.0001385025353327797,0.00013567176191890681
40,5.523472702072605e-05,0.0001367409834035466,0.0001475136003257886
41,5.4792359656098286e-05,0.00011880391441531522,0.00014276584797664164
42,6.499572327283908e-05,0.00011053946984025589,0.00014922654771831314
43,5.6259772315190856e-05,0.00013404633769265937,0.00015104447681723476
44,6.285267612381494e-05,9.677120088508191e-05,0.00017133145344220074
45,7.369991898939562e-05,6.909063631180828e-05,0.00013385480968328733
46,8.061873908164812e-05,0.00011035844923551427,0.00012635141887521302
47,8.47102273360203e-05,9.609510338458335e-05,0.0001360350167115046
48,6.754938319269494e-05,9.669197901543414e-05,0.00013290650153756855
49,8.157455596100076e-05,8.9149323711079e-05,0.00013493084033179616
50,8.486114036280214e-05,7.38593167685164e-05,0.00014140190665735532
51,8.992711536189039e-05,9.473970350026077e-05,0.00015880103306154094
52,7.596738181280843e-05,9.00835281922789e-05,0.00017221402324913711
53,5.9864701235153645e-05,9.147241119099535e-05,0.00013139052432651092
54,6.228440580551915e-05,8.968363991803207e-05,0.00015853090529653708
55,8.70108983328967e-05,0.00010560654890946304,0.00015263633381986167
56,0.00010022213956527319,8.74937863808081e-05,0.00016185575803354243
57,0.0001280321763826297,7.652581728044959e-05,0.00013542620724942136
58,0.0001225794130032473,0.00010199936368744474,0.0001694726434541372
59,0.00011014740766442594,8.33724716367955e-05,0.00017422310922773698
60,0.00013943533063775807,7.728498095232776e-05,0.00016412990115892214
61,0.0002016273737873253,7.788336471285471e-05,0.00015439046365720518
62,0.0001314843404717181,8.132880470878503e-05,0.00014222171693670764
63,0.00010033604300521373,7.839426219210893e-05,0.00010453710339368145
64,0.00010628910030317433,6.601171247965331e-05,0.00014384269093061893
65,0.0001974685084709293,8.554909816413824e-05,0.00012845544985675276
66,0.0001300874208471203,7.788955903340522e-05,8.33483792964304e-05
67,0.0001334588210409806,8.913315276997675e-05,0.0001351765118312136
68,0.00010515302485370582,7.726121146613555e-05,0.00011039055231911539
69,8.963441971333352e-05,8.607775644099496e-05,0.0001260133067395706
70,0.00011351228486348131,9.016020570898224e-05,0.00014970615779568631
71,0.00011487744060531394,8.186340532784613e-05,0.00011279354659948281
72,0.0001358233759478282,8.414922222484859e-05,0.00011519438320987179
73,6.151593598093492e-05,8.676407168048796e-05,0.00012781582985744088
74,7.30336179720243e-05,8.695671746139517e-05,0.00010229345620114216
75,8.209395063095444e-05,7.618163584004192e-05,8.128032007312123e-05
76,9.238894226920087e-05,8.10450663895355e-05,9.273452300803578e-05
77,9.060798440041361e-05,8.02033802889937e-05,9.202292835224156e-05
78,6.930447930404768e-05,6.67113471366514e-05,8.240233413375807e-05
79,6.898195279374163e-05,9.564613782600148e-05,0.0001266437570900987
80,7.591899257069881e-05,8.06979462023024e-05,9.28403028487619e-05
81,8.67636589962938e-05,7.793958249847483e-05,8.639464333829418e-05
82,7.974893523686387e-05,7.26220230266158e-05,8.677063745501818e-05
83,9.832302576776459e-05,6.507606173497795e-05,0.00010044673553748631
84,8.373589703895418e-05,5.896758967532091e-05,7.744493118113463e-05
85,6.845044765979905e-05,9.796931344172271e-05,9.633042359711831e-05
86,9.904336575444368e-05,8.357762142552378e-05,8.236841695183543e-05
87,0.00011336663989338761,9.021704730059437e-05,9.114325651520214e-05
