selfWeights0,selfWeights1,selfWeights2,selfWeights3,selfWeights4,selfWeights5,selfWeights6,selfWeights7,selfWeights8,selfWeights9
66.5403974732573,66.04705381797369,57.75318894149795,53.04928591007098,52.06182913991568,69.09503581329061,51.53017765067048,74.93582789564697,56.36504869100594,54.04458265097931
77.57513995867922,54.466348261904116,75.59758035429371,61.492656893670414,56.922469026973005,53.34820345078262,54.07201216682445,76.68112403162485,47.405416361419356,60.71602163851233
53.81493585476152,60.76431381866426,55.228618071955594,59.452089572146505,71.02934298821081,64.6732988142124,56.05229896650069,63.34924553603137,64.01832902174979,44.70871819526481
62.38339277556583,64.95580277984807,57.6305364938098,53.32643482230271,67.27565157113385,58.57561271793216,54.28732241969627,60.3431927899233,51.3352722864693,55.7309133670593
68.39054819152449,59.533638444492844,50.05136235900329,51.76262988504376,55.58384534059852,65.94000584763654,60.629281063131415,68.96616124677475,58.063685774187555,46.70580846769542
61.29807118449223,59.239843169145104,60.37272280954738,57.60545036886431,41.74334683136712,51.54217420033632,50.58712371071209,74.46419537223535,53.889830178447085,55.19425246942428
80.65072758645661,74.41756822638389,46.27388975031014,64.59264128268558,76.98320648537833,53.0485777021931,58.48937503674506,66.62816677207242,46.32685285014044,59.066432778781156
65.63920733083224,68.36920314916333,46.23673595535189,57.81206185145305,64.39650075683636,49.609118525802685,53.08184467043541,64.26063064774364,56.91375453271335,56.59104294911333
62.28576700708345,62.035640683195865,65.10468546362142,66.58701075796218,59.07911482500128,62.08541605333724,71.80250345264164,59.03947537799839,69.38140466594142,56.996320448406564
64.30841313025965,56.03866489072222,40.870982017168565,58.83673212842422,51.18685258790497,70.48422920982536,62.2601082726728,79.37074427226374,70.56133632295862,58.53227251950363
69.17157623032831,92.27323421673853,46.128660850141806,79.93048113310385,66.38784420266254,50.09534212743498,81.77207117321298,63.55959576348923,81.54860257481369,54.004987531358374
79.19759717971202,88.41643980419235,52.60906756806965,72.96794312940796,61.95252307310034,67.573738183826,67.32231936049578,88.05826447819138,54.576587824744095,60.32976269706357
64.57932385286469,83.45803525941908,52.585957324839256,65.30214229448407,61.916205173979364,78.11162398643245,64.22599987855875,82.93933034672082,46.56871445237999,60.45593694664832
79.27126286968286,71.77604463626018,54.44926296576123,84.02448827591037,43.07446434126479,96.52873454642116,73.93476039045676,55.55460971672821,63.32536472117012,67.59526051149204
86.97766944235201,68.67575217159012,66.81810883001026,74.42799165507051,42.01658777560666,81.51450822514425,75.0516115199432,74.8144346502689,56.14960893923048,53.09981183420485
77.67686752831702,75.4301579550235,42.82522903354722,93.8890157937966,54.06472014199286,77.53008886828736,81.02025869786726,67.54790751983545,75.5531428899243,62.21622814468337
94.27645207491706,98.75006134150416,57.6846701363314,57.99698448682581,43.852834555944035,87.01690810362555,75.16103286177027,71.85180094850914,71.81008315265856,56.474119150523975
75.2513946312198,80.79969471438562,69.72968316711537,74.87111330933863,67.13986872424744,92.45194987439835,70.07542016845008,88.0484902903441,70.41814692891066,40.86564393068106
77.2587090637888,87.67800309854799,89.2933685389743,100.20155615467274,99.75696355937201,60.16422665594313,95.65081724411381,84.39616414718017,77.79184343805251,50.385301761023946
76.62171173210909,78.60671871789295,87.26192990365406,64.75457728039515,77.09614967816731,78.56930447247301,77.62470807165215,76.82024418001492,61.2028575313945,85.0468395860502
81.69893808901244,105.88367613538716,85.61374297686761,74.54533706526847,73.76853527594315,92.68611034320956,74.07405569675782,82.83274122250873,57.75224150665129,76.31175486830803
89.02922915921978,90.4603798328014,104.20835160745159,82.4343351379851,104.2574075831257,84.2261393736871,78.51572197787664,55.614097272447985,61.648245184253746,102.89310364184146
68.17921430068203,83.60219444416641,87.22498969788673,68.22916365792716,84.2218537697111,51.73645522929891,74.14391868203626,70.48781880291537,67.91654608570327,84.78021829923297
85.41324205005569,114.86032035355893,99.80412565229646,73.83731317550748,84.50476672389789,87.1345508580623,82.3245134306236,64.25429796071239,109.73321050196024,99.09706940368825
82.88805728806858,95.96743395647034,143.24674962823235,60.97999543170111,95.18465516261283,75.9378775604836,82.59315086663987,65.56664636423872,146.51632027001176,90.97347993765315
137.00352403901002,137.68098001498421,96.07045171106823,81.3801111566061,71.67862274314705,70.16685629810654,66.54321383877053,78.5388604966938,83.2287927256094,101.1755313034499
96.5200731242236,102.58494084450263,96.91767746505548,128.97303287754556,100.05696883397259,109.20811350414581,104.44455789761956,66.72478272947328,113.59970232745813,92.9637739819415
113.8416409992513,61.41400863594242,71.98878465656833,80.36235375204376,81.46025600519637,71.77974334533452,59.80359704258392,118.42465986253231,107.73582146224182,103.53154468947538
182.3610171937084,113.16907381738909,87.93536151452176,108.50468206185496,118.02284865090749,115.64969198593464,78.60005970837237,111.1098343021765,112.72010133066183,123.3740062982537
116.55182051517468,82.71748443541634,98.86614640577108,98.74717276348206,119.01776523980138,112.16286643754108,96.90290820557107,102.93461023874283,76.10611616518412,81.7121107872205
146.77121791592464,124.56178787237516,80.23930892387719,100.55776695687081,93.30743475254506,138.44231532378913,105.11971325260316,127.16014522293646,108.35020243940681,101.95999153182895
108.39603203007162,96.05221987100764,157.9456483826144,108.46931561630585,147.7148956582967,92.08110741010263,51.74031226304518,75.13079925393346,90.27878417589159,68.365792467977
128.3809137070947,106.17057595091842,97.95145281372746,105.8937528154319,84.65012398018045,89.26771430844147,83.90426098251774,105.2921784778716,102.76257610501705,95.65053560029618
160.79641916576008,143.56201602110215,130.08185572753675,110.9419063931368,97.86288292906646,104.63714322273327,100.38811537648911,126.2894526912209,133.3440581416865,74.93197802423812
162.04212764026562,115.64359705805961,79.37967336434868,140.92799091241886,112.04573550672096,140.43854362606817,115.62941178148748,114.2210132209055,97.31711279172377,87.1874431947563
135.02311040402105,109.27531658570945,103.96139960351458,174.52820046517968,126.51177477456567,75.44854259309942,116.59374345030933,80.03102470923525,104.88677200854184,117.95114255489237
117.78356497258491,100.83183646834459,129.6291023249715,116.63569774713645,85.40373805150412,103.63695650924747,128.08298746635802,127.12523395379083,89.93150368426215,151.70601270092556
120.99592068183574,115.85411614639489,96.14853550416296,143.92899046655802,121.52148955501863,103.73835976230976,101.20682845576732,184.38840614322237,123.24605497532872,99.68538003626051
140.46344933845631,102.37261275899921,94.96860932373632,141.16901843405776,144.1923344683915,137.31787435894898,135.132412093183,121.17329149548709,97.1086078413255,85.6858288071006
121.29902122149831,106.52549443746489,107.59624556505823,113.19961674049965,119.06490614000512,181.02932313225386,110.51993888382101,181.17071951891242,110.13135066542046,122.30379170945034
113.6493485964916,110.73834740048895,132.5584213249072,165.86638231238814,100.71123733582628,205.1844720270115,96.15937004413986,127.41538025566214,86.09724636644171,166.80699241746865
121.65175190761526,107.67668235696726,124.17556340012952,181.58784416583737,116.11732529155299,188.06859192777162,117.5605371292373,128.51269911403668,98.51263618327434,201.85939212083088
155.55371412715468,132.7485494505409,162.14239697702175,134.8395113233798,172.31883045598323,140.00941879714367,103.8921880949437,134.11640593002508,144.56755185869488,168.17751595435098
120.88838888678045,138.12369776254795,133.2795692006914,134.58738133571654,165.55599403534126,120.7975551504968,139.00537868974274,128.63710174967431,120.56116973219063,90.72409075171115
115.05471015591613,122.40027494053635,157.61809384887553,137.99939922080972,107.96371513431536,100.7729345040733,129.1469204316963,147.89385666640783,155.8802526497755,338.44719557225284
143.6511886471941,107.57317237691524,210.52208880010153,141.8755633595551,92.78511737719074,120.0216097605932,138.57844243964732,148.41932403171165,216.64014193066006,90.66210772585205
151.03316754653252,157.76811241477358,164.5955931157833,172.07908259884692,186.21929456626526,149.26187202700618,103.50398435741437,118.21197376453975,141.6731349460266,73.60420229026231
145.43899987278962,112.40707674578582,100.37572688861326,158.98615641072018,160.75416664255874,107.40877372037522,83.53309434646458,114.87476249771647,152.03955593695989,89.35447673394555
147.6569053632078,125.42035284026899,158.86789095471514,147.97681409438533,119.25263848597305,165.0768367826254,120.25946096666291,161.09434409585066,113.70185516017138,148.49612725183084
170.50607810480597,106.58303120536904,107.62866137112876,150.73294380546125,124.71537852580671,157.17261439455893,65.13354431192766,110.17940701873047,128.81763551105814,159.9769569567496
150.8786396342028,100.13072715468195,182.67197683139958,119.36624671819038,108.51964770561254,118.06149229266614,142.60456790906588,161.17005818924122,139.74060984342134,130.5097586537488
137.0162221261805,111.42824129365472,264.63162906412174,168.8996100393039,123.01254037140242,117.32538903191659,122.59529036767003,198.50438910526708,153.85156097160439,113.04689211335649
138.33494204206872,116.39083535823615,146.647960676438,222.11273085773882,146.93490211176422,141.2508487072654,116.74652510654306,111.26391448995919,140.06770850026956,73.22426140959232
180.73134659213184,149.93335862306375,141.31688606860735,120.11637777857611,113.78462423199339,172.5383756676552,120.26383583951946,176.406712470093,142.530980039422,90.58042427169917
206.17099443146165,162.50908609928277,154.8462167127599,188.4584549109136,100.18067830777477,164.33067260941505,128.54938966929026,161.00986804153854,150.95904667741442,184.5398417017296
122.69687740166873,168.78707307131756,122.91112392526452,219.41435970648834,102.62709818258834,193.04959335641263,164.84192614573817,147.78412399816472,154.77259113794128,151.672677674042
