nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
7.0,10.0,17.0,8,17.0,12.0,13.0,1.0,8.0,19.0
4.0,8.0,1.0,5,11.0,14.0,19.0,7.0,14.0,16.0
14.0,14.0,5.0,18,14.0,12.0,19.0,19.0,19.0,19.0
4.0,19.0,19.0,4,19.0,18.0,13.0,10.0,16.0,12.0
19.0,16.0,19.0,3,16.0,8.0,2.0,19.0,19.0,7.0
19.0,19.0,19.0,3,3.0,1.0,15.0,2.0,19.0,16.0
19.0,16.0,13.0,5,16.0,19.0,8.0,19.0,4.0,6.0
2.0,14.0,9.0,7,19.0,19.0,19.0,19.0,19.0,12.0
19.0,19.0,14.0,7,1.0,8.0,4.0,7.0,19.0,2.0
19.0,10.0,4.0,19,19.0,19.0,1.0,2.0,19.0,19.0
3.0,3.0,19.0,3,17.0,1.0,19.0,19.0,19.0,19.0
19.0,19.0,2.0,18,19.0,19.0,2.0,19.0,3.0,2.0
19.0,11.0,4.0,19,8.0,19.0,19.0,1.0,18.0,19.0
11.0,15.0,19.0,19,1.0,19.0,6.0,19.0,2.0,3.0
10.0,2.0,8.0,19,19.0,19.0,19.0,19.0,12.0,15.0
19.0,3.0,2.0,1,1.0,1.0,19.0,1.0,5.0,7.0
2.0,3.0,19.0,19,19.0,2.0,2.0,8.0,16.0,2.0
2.0,19.0,19.0,5,19.0,19.0,19.0,19.0,1.0,13.0
1.0,19.0,19.0,19,19.0,1.0,1.0,1.0,7.0,1.0
1.0,4.0,19.0,1,2.0,19.0,19.0,17.0,1.0,2.0
1.0,4.0,2.0,19,19.0,19.0,11.0,19.0,5.0,3.0
19.0,18.0,1.0,19,2.0,4.0,3.0,2.0,19.0,1.0
3.0,14.0,19.0,2,1.0,2.0,3.0,19.0,1.0,19.0
6.0,3.0,19.0,1,19.0,1.0,19.0,1.0,19.0,19.0
6.0,10.0,19.0,3,19.0,19.0,3.0,2.0,3.0,2.0
5.0,1.0,6.0,19,19.0,10.0,5.0,19.0,1.0,19.0
7.0,19.0,1.0,2,12.0,19.0,5.0,5.0,1.0,19.0
19.0,12.0,19.0,19,9.0,2.0,19.0,19.0,19.0,19.0
5.0,2.0,19.0,2,19.0,4.0,5.0,8.0,19.0,3.0
7.0,2.0,1.0,1,19.0,18.0,1.0,19.0,19.0,8.0
19.0,3.0,1.0,19,5.0,19.0,6.0,9.0,19.0,3.0
10.0,19.0,19.0,19,19.0,4.0,1.0,15.0,19.0,19.0
19.0,2.0,19.0,5,19.0,3.0,19.0,1.0,9.0,11.0
4.0,19.0,19.0,4,1.0,1.0,19.0,11.0,10.0,19.0
6.0,19.0,2.0,1,13.0,19.0,19.0,2.0,3.0,9.0
1.0,14.0,19.0,19,19.0,19.0,8.0,1.0,8.0,1.0
19.0,3.0,10.0,19,19.0,1.0,13.0,19.0,3.0,13.0
14.0,14.0,7.0,1,19.0,2.0,19.0,19.0,11.0,19.0
8.0,19.0,17.0,8,10.0,8.0,2.0,1.0,2.0,4.0
5.0,7.0,3.0,19,11.0,19.0,12.0,17.0,19.0,8.0
19.0,19.0,19.0,19,3.0,1.0,19.0,2.0,19.0,3.0
19.0,19.0,1.0,19,1.0,19.0,7.0,19.0,1.0,19.0
4.0,3.0,19.0,1,1.0,11.0,19.0,5.0,19.0,19.0
19.0,10.0,3.0,19,3.0,1.0,1.0,19.0,2.0,15.0
12.0,4.0,19.0,3,9.0,19.0,15.0,1.0,1.0,19.0
7.0,11.0,6.0,2,,1.0,19.0,7.0,2.0,13.0
19.0,1.0,,3,,3.0,19.0,19.0,1.0,2.0
19.0,2.0,,1,,11.0,,4.0,10.0,0.0
,,,19,,1.0,,,5.0,
,,,2,,,,,,
