rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[-64.34235795 -63.10771282 -63.44597848 -65.02789783 -60.44378577
 -62.71185073 -63.81840519 -62.65927519 -60.71365322 -63.12104441]","[-64.31861587 -62.55397135 -64.34373805 -62.73456063 -61.67610441
 -64.82083239 -61.51235653 -62.55559461 -61.63126981 -64.47170632]","[-61.19733843 -64.1974374  -62.12522586 -63.45207127 -59.94811484
 -60.67897684 -64.28541588 -61.99865022 -61.31290063 -63.57415378]","[-65.13951546 -62.82248052 -62.82560509 -63.56668444 -61.59414665
 -62.98401675 -65.623304   -64.44709007 -61.81001593 -63.46647539]","[-61.76152942 -63.52230401 -62.63381907 -61.82315872 -63.8780458  -65.74356
 -62.27065746 -62.5143631  -61.06291244 -61.89256418]","[-64.20435244 -63.82700983 -61.30707488 -64.42255534 -61.38828043
 -63.22029752 -62.81741294 -63.09821468 -61.32258536 -60.90936309]","[-60.82191065 -64.26504636 -62.90549243 -61.7753809  -62.88231423
 -62.51591412 -62.35901951 -62.78253753 -63.71618654 -63.85170703]","[-63.23398328 -63.95676963 -62.85957487 -63.23750707 -62.44341872
 -61.91466706 -62.57425637 -62.92360119 -61.73086049 -63.58781921]","[-63.4910295  -61.79185228 -64.42824873 -62.82463003 -61.14817895
 -59.34598615 -61.17288656 -63.44331757 -63.35285294 -62.6507964 ]","[-64.33193443 -63.18931974 -64.48500585 -62.90812789 -61.55106229
 -63.36189692 -61.53152192 -64.04364888 -62.09039262 -61.70352147]"
"[-59.54739682 -61.66083568 -62.54900317 -64.99578603 -61.68748279
 -60.85488456 -58.58149084 -61.85225046 -62.53612191 -59.87112556]","[-62.51528512 -64.76785288 -63.58584981 -62.67161326 -62.91944574
 -63.11753123 -63.91479822 -62.25650283 -61.05041089 -60.88421846]","[-62.30350975 -63.23672809 -61.29807785 -64.04584199 -63.33904442
 -62.30418866 -59.54847062 -64.05812572 -61.27932319 -64.75143872]","[-62.94530728 -59.38490974 -60.58484925 -63.81382029 -61.75739438
 -62.45397102 -64.44410189 -63.05512413 -61.64303714 -62.17834111]","[-62.92409903 -62.71855969 -62.71023604 -59.70691603 -63.16623024
 -61.55564286 -59.91558837 -61.02743379 -64.65005937 -60.837016  ]","[-63.03706374 -59.03270243 -62.03464087 -60.79059837 -64.04853569
 -62.80101632 -64.10597982 -66.78965172 -63.3270597  -62.7299587 ]","[-61.76986747 -63.01055027 -63.33570807 -61.74210591 -62.77888847
 -61.37683702 -62.45012858 -62.38279846 -65.93764993 -64.11712233]","[-63.72153161 -61.09940824 -62.28609709 -64.10760304 -64.06583498
 -64.92216476 -62.8496771  -61.93085737 -63.81831828 -62.5868031 ]","[-62.42263267 -66.69966936 -64.29866191 -64.88763404 -64.64549801
 -65.55718817 -61.8709552  -61.86960414 -61.4386784  -63.78295102]","[-62.96677282 -63.34053717 -63.54070158 -61.69738703 -63.79600028
 -61.23696103 -63.4904659  -61.75430751 -63.12567259 -60.98815982]"
"[-65.1915302  -62.6337895  -63.02991652 -63.24263451 -60.87100733
 -59.63561541 -63.76330734 -64.05995396 -61.17126037 -62.70714105]","[-61.58594332 -62.26574986 -63.18067272 -63.33569685 -63.67377528
 -63.5135902  -62.1061535  -65.39258993 -64.06811845 -65.46631778]","[-61.08647697 -63.23942781 -64.93960156 -63.64149194 -61.68271585
 -60.29771483 -62.42954341 -63.81784189 -63.15163143 -60.72910012]","[-59.85752592 -64.39945877 -61.49076293 -59.50492646 -61.05846095
 -60.56487542 -62.34660105 -61.83435067 -60.82772482 -62.6723675 ]","[-63.32604039 -60.7201105  -59.45022255 -61.18620037 -62.71315631
 -60.942641   -60.09488393 -61.39924952 -61.21998651 -63.10230417]","[-64.91138753 -64.2893012  -62.31358986 -63.72142768 -64.67395948
 -63.7781326  -62.13814684 -62.5204797  -63.32869892 -61.65122644]","[-61.55181391 -62.66226498 -62.51951247 -60.55428263 -62.69315834
 -57.6696293  -63.24291881 -62.00252986 -59.97886879 -61.49016802]","[-63.18565583 -63.34919332 -60.37232883 -64.79948575 -62.3320321
 -61.90467669 -62.65098378 -61.33551699 -60.06374484 -60.81472894]","[-63.83050749 -66.11634356 -64.73024715 -64.78039514 -62.42683656
 -65.04438652 -63.20854972 -63.22330042 -64.43835472 -64.68767703]","[-61.50491399 -59.52593822 -63.78469621 -63.50763865 -64.18805908
 -61.22451617 -63.32141693 -64.59677995 -62.70163813 -63.31917455]"
"[-60.68637888 -61.25990303 -61.04351083 -63.68079579 -64.90405366
 -59.17887331 -62.37733666 -64.31003445 -62.2567576  -62.55469256]","[-63.44485879 -64.0812132  -65.64230983 -63.8350797  -62.96537121
 -65.53699332 -61.78975129 -62.70822159 -63.34611784 -61.29962386]","[-63.85991219 -61.73794412 -64.74034289 -64.54210764 -64.97316076
 -64.22483981 -63.38124888 -62.95183407 -62.54952162 -63.14915142]","[-60.61101186 -60.41808993 -61.71935961 -61.01210822 -62.53078566
 -62.83757157 -60.46222679 -61.81159793 -64.32642651 -61.03288521]","[-62.7439288  -61.63883704 -63.3092854  -60.89216755 -62.56026941
 -60.5495501  -58.89633603 -59.64197362 -59.30643118 -60.09630323]","[-62.70983131 -61.99691204 -65.16209808 -64.05246788 -63.22714187
 -64.28952659 -62.72478452 -62.10234484 -63.52818131 -62.37214842]","[-62.66870909 -62.23085874 -59.89282996 -61.69409656 -62.2802061
 -60.22148586 -62.57983059 -62.7471406  -61.7140373  -64.55881399]","[-64.4837168  -59.91241808 -59.56710465 -64.49068659 -61.44274444
 -64.40559691 -63.97798018 -63.35919642 -65.95556339 -64.13431774]","[-65.53503276 -66.74131499 -63.45430715 -62.30206701 -66.77270914
 -64.14177105 -64.50141908 -62.2887631  -63.60528125 -64.52508489]","[-62.13438658 -58.6010609  -60.492764   -60.4757821  -61.98980549
 -64.16930538 -64.14646358 -62.13732276 -60.29612441 -62.74561508]"
"[-65.87906334 -61.75530786 -61.66009313 -63.5982948  -64.1500538
 -66.9001922  -63.96168183 -63.20322819 -62.96930524 -64.1837689 ]","[-63.05328756 -61.95690866 -63.99826377 -64.65364199 -61.98751361
 -62.68682333 -62.94770372 -61.98334614 -61.85669845 -63.37058922]","[-62.0746111  -61.90515533 -60.49121712 -61.61031253 -63.25639598
 -60.14805678 -61.85195133 -60.39085032 -60.8290323  -66.13738348]","[-61.35314331 -61.35707452 -61.57154956 -61.11340756 -57.9828593
 -60.74909225 -61.24746886 -62.95400324 -62.18693515 -63.12641307]","[-62.45670438 -61.93297048 -59.45404917 -61.45718177 -59.48646214 -61.40292
 -61.89149179 -60.70791202 -58.86710456 -59.37487235]","[-61.20837296 -61.82919944 -61.37888117 -63.74376107 -64.38557419
 -61.6059244  -63.74340224 -63.54520365 -61.79294967 -64.3841755 ]","[-63.06688878 -61.28216271 -61.88118519 -62.3621833  -60.83924666
 -61.14045311 -62.45952141 -60.93362222 -63.53599829 -62.41130793]","[-63.21936116 -62.54771674 -63.92454599 -61.88374096 -65.72946416
 -62.45647899 -67.19514807 -64.20081556 -62.71794541 -64.30778917]","[-65.08208654 -63.23873472 -65.12288944 -64.24194515 -64.87166208
 -65.64527577 -66.54211323 -68.22894291 -66.04501104 -65.80169245]","[-62.81164955 -62.66739592 -64.15056973 -62.06689709 -63.07843569
 -62.31661322 -60.48529405 -63.1908958  -62.50475217 -64.33385045]"
"[-62.95646383 -62.94262687 -63.65545784 -63.21439439 -63.7405209
 -63.90562595 -61.99830726 -61.84424736 -63.95380075 -63.39841387]","[-62.60550805 -63.57036245 -62.54249933 -61.63371454 -64.66251954
 -65.19079452 -63.04186053 -60.11724686 -65.25263482 -63.51540713]","[-63.3260564  -61.35503804 -60.33906955 -58.93957032 -64.45373854
 -62.78699574 -64.51948121 -63.83387141 -65.05867089 -63.60703724]","[-60.34763928 -59.84468849 -60.87297772 -57.62139326 -60.83512348
 -60.55557967 -61.19522589 -62.8454434  -60.68806361 -61.52377809]","[-59.0902253  -59.4614751  -60.69946004 -60.0899577  -62.10025528
 -58.73811509 -63.63900722 -60.1913471  -59.18823292 -59.33199566]","[-62.100961   -65.65881981 -62.53212229 -64.19940668 -64.00510929
 -64.16150848 -64.24247117 -64.24661007 -62.17785336 -64.71073088]","[-62.5086294  -60.47923299 -64.43190498 -61.59842218 -61.73325734
 -61.93127491 -60.66834815 -63.54609012 -62.03371699 -60.60298843]","[-63.32384756 -64.10719792 -62.51236807 -61.45463266 -63.41242597
 -63.41085799 -64.49321138 -64.21917533 -63.03725959 -63.50536048]","[-65.35505041 -68.18195478 -64.97820634 -69.57419609 -67.57193999
 -67.80968648 -63.76105375 -63.72947923 -68.51605384 -65.83616875]","[-62.75684125 -63.26478047 -62.83890312 -64.92571907 -62.06591029
 -64.94636141 -62.03828186 -64.06482661 -61.87563398 -63.13430847]"
"[-62.4467861  -62.96489438 -64.04120739 -64.27922435 -63.89665091
 -64.86572093 -65.66629435 -65.11950423 -63.18859485 -63.89408748]","[-61.12406575 -62.46697692 -59.92095203 -62.2763651  -62.083688
 -62.52442506 -64.32044896 -62.80001992 -61.96148815 -63.1695557 ]","[-60.59591161 -62.55010137 -62.78884683 -63.36371864 -63.76241601
 -64.35327371 -61.75968521 -62.31791437 -61.22812292 -64.24317616]","[-59.22006976 -60.05896786 -59.87650048 -58.78214794 -57.13132009
 -60.13142678 -59.84148481 -56.979808   -62.90096281 -60.24992525]","[-61.10657569 -60.75894505 -59.57097739 -59.64820012 -59.98450509
 -60.79624223 -59.68592292 -59.50815376 -59.69828683 -59.85722241]","[-61.81782198 -62.25617383 -64.77638027 -62.77655964 -63.29500071
 -64.77693947 -64.11985335 -62.7665659  -63.41578063 -64.62342076]","[-64.10100004 -62.44802923 -59.83233298 -61.60985049 -61.00592832
 -62.07478317 -60.65099084 -61.41562394 -62.87894432 -61.62439812]","[-63.35838903 -63.18844224 -62.71450759 -62.50605005 -62.27042063
 -63.25887667 -62.92897932 -65.33441591 -64.9535712  -63.9129762 ]","[-67.06976081 -67.74296892 -66.97070388 -68.88092123 -67.48505359
 -65.57864358 -67.24423545 -66.26531463 -63.67184366 -68.35691072]","[-64.05121685 -64.24886214 -65.85767875 -62.31837604 -62.08056428
 -61.21563111 -62.93144099 -62.12485175 -62.21808954 -62.52940351]"
"[-66.29815773 -66.80107959 -64.53214117 -64.28444992 -64.31667116
 -64.02351428 -63.1543374  -63.55217619 -62.66390729 -63.39721971]","[-61.7428928  -64.31638701 -62.35846573 -60.90884962 -62.30550671
 -64.92057738 -61.97125832 -61.70195025 -64.60598432 -60.20567085]","[-63.140864   -63.63615116 -63.07474374 -62.07292878 -63.70425611
 -60.65916123 -62.70073673 -62.15124998 -60.56164692 -64.49363536]","[-58.20943597 -59.96521129 -59.79739626 -61.02578328 -60.7578799
 -60.13159428 -58.13336814 -60.18523528 -58.58514292 -62.91303742]","[-60.91824154 -60.67986468 -60.83493315 -63.82287159 -60.81958757
 -61.55652701 -57.6249726  -58.40854172 -60.08048821 -59.61608134]","[-64.46680868 -63.4416501  -63.02165061 -66.77016896 -63.54345702
 -64.32562708 -63.47835331 -62.84935591 -62.68217805 -62.16142657]","[-61.53593607 -60.08974257 -60.07757444 -59.82978386 -59.8080618
 -61.91908093 -62.03074181 -61.25148611 -63.76402615 -60.78213295]","[-63.5958317  -62.56227278 -64.56103257 -62.68429797 -65.72603971
 -66.89531009 -65.08148304 -64.60687226 -64.70494697 -64.08770228]","[-69.7223605  -67.04321956 -67.17737499 -65.42991446 -67.66522819
 -66.8513154  -68.25030369 -67.99280506 -69.96274016 -67.82667044]","[-60.24875561 -64.63297575 -64.3373112  -62.209636   -64.78813558
 -63.94610706 -62.70213567 -64.48107833 -64.27907154 -63.60691258]"
"[-66.05385584 -64.16723669 -64.71221445 -66.99295039 -66.69919057
 -63.08639048 -64.63720593 -63.82686455 -63.38457606 -63.90362572]","[-62.82298714 -63.25686405 -59.06610655 -62.93900905 -61.38164469
 -64.28901457 -60.23381259 -63.16587393 -63.54903029 -61.14773953]","[-62.18997993 -61.32032998 -62.08290003 -61.94834974 -64.78183012
 -62.24963147 -63.60542155 -63.61027102 -62.93863037 -58.88657945]","[-59.83054031 -58.87127232 -58.15385404 -58.63649222 -58.21928465
 -60.60532276 -58.81395313 -59.85918652 -61.71755257 -59.9439093 ]","[-57.53165546 -57.64731501 -60.70024207 -64.66368691 -60.71513111
 -57.44423185 -62.6455636  -62.47177504 -57.29325194 -61.34216295]","[-62.49014322 -62.02824779 -64.51542481 -64.23483041 -61.62814312
 -63.52312188 -64.60749829 -62.44915468 -61.44991532 -63.25957837]","[-58.60481106 -60.31573307 -61.16154321 -60.47103747 -58.69264523
 -61.28666509 -62.99223445 -60.46121617 -60.05120546 -61.40128038]","[-63.80231005 -62.24166067 -65.42795936 -60.99033061 -61.0525634
 -62.24671153 -62.75324865 -59.6987325  -60.20401865 -63.6232249 ]","[-69.99626377 -70.43389431 -71.79275976 -70.19234224 -69.47948842
 -69.95882913 -66.32811972 -70.35348013 -69.75280253 -69.57058216]","[-66.65711298 -63.92478735 -66.27777821 -62.58527216 -63.60805526
 -62.36827209 -62.93677509 -64.83904882 -62.17905466 -63.03928698]"
"[-62.73136115 -65.35304848 -67.56070905 -61.83582641 -65.27028821
 -64.81468616 -63.36553977 -65.59443554 -64.06249286 -64.52611435]","[-59.19978775 -60.62647575 -63.34478402 -59.55324659 -62.04662137
 -61.14612706 -61.77239186 -61.32338195 -63.23862391 -60.78223719]","[-62.52477545 -60.77728923 -62.90610703 -63.48264834 -61.74179967
 -62.78053052 -61.98138767 -61.09757146 -61.22175679 -64.26032243]","[-62.36260949 -57.10031344 -60.42207685 -60.95030556 -60.06193732
 -58.07979785 -57.65321468 -61.6984734  -59.75186234 -57.1449879 ]","[-59.26555421 -58.46068893 -60.27399332 -58.83237198 -59.07256865
 -60.85747153 -58.39480527 -59.90222674 -58.12896027 -60.2837726 ]","[-63.98546649 -62.15569036 -65.13955868 -64.2357443  -62.81705156
 -62.90257391 -62.15034493 -62.82721446 -61.08503813 -61.88889766]","[-56.61315256 -60.71381727 -61.51040427 -60.61286353 -61.27826488
 -60.45296767 -58.81638002 -57.15777528 -61.0741802  -57.88346518]","[-61.1874552  -60.87074555 -60.53721015 -63.63986082 -63.08661242
 -63.36051089 -61.95200888 -62.98268999 -60.64066458 -62.31082884]","[-72.64738084 -67.26128059 -67.89685394 -68.62005084 -69.71106828
 -68.79347822 -66.33003324 -68.78487949 -67.99547339 -70.31957101]","[-62.27444762 -66.0824305  -64.19912171 -64.31203604 -63.48982265
 -62.63078256 -60.52793064 -60.72143525 -63.05153669 -62.30808029]"
