rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ 24.31726134  68.99765454  24.31726134  68.99765454  24.31726134
  68.99765454  24.31726134  68.99765454  24.31726134  68.99765454
  24.31726134  68.99765454  24.31726134  68.99765454  24.31726134
  68.99765454  24.31726134  24.31726134  68.99765454]","[ 59.5295938   45.83995558  18.57768875  -4.74944381  46.33183868
  24.77632355  -4.74944381  59.5295938   -3.07668529  22.34721734
  23.00035983  18.57768875 -24.29074196  60.24868593  24.12020416
 -12.49104248  45.83995558  23.00035983  18.57768875]","[ 22.30482756  56.35455066  11.80936246   1.4122721    9.22523404
  45.45208294  -8.32376738  23.22265134   3.46914223  31.01067134
  50.64852368   7.43812654  51.03670214   1.4122721    9.22523404
  49.83049685  25.52370018  20.11710431  47.40973087]","[ 14.34335327  38.9048219   25.76352481  24.22098823   4.13676237
  14.45999752  52.94124344  10.22048834  -7.78816708  23.6903698
   6.05368067  16.25508548  26.99448973  -5.87417011  37.59623198
  17.02139484  20.44112096  37.59623198  17.02139484]","[ 58.34407141  -3.21606521  -5.78724395  19.0918042   17.47586797
  64.0925719   12.54112862  17.62640226  30.4600445   32.34235466
  52.17933877  56.04231929  -3.70661011  25.37681648  17.26855951
  34.32130152   9.4048502   -3.21606521  13.23230641]","[ 32.38069558  21.17449296  50.62437754 -13.56836962  20.48678457
  42.29463517  69.61098393  29.37163433  31.90545973  58.86775533
  -3.63421363  16.65612806  60.01816755  11.07225976   3.62493717
  27.09750759  26.03312815  -8.38917147  32.76869267]","[ 36.98325788  65.699822    -5.60184496   7.62459473  53.92484639
  36.62334166  16.03575199  16.03575199  23.21488415  18.22633827
   2.07383815  46.56075028  41.08586053  46.69227795  20.33660572
  17.49299642  41.89135035  36.62334166  14.84694562]","[  2.25578116   6.90239237  19.34254837   5.25129943   2.73819742
  41.93466963  37.66299759   3.08865197   6.09052861  23.27963036
 -26.00964877  33.72199368 -14.87485339  42.35104951 -14.64694192
  41.5576639   37.36002353  10.61489839  46.11023781]","[ 10.65976888  28.05769066  11.80768452   8.07071225  32.51138564
   8.56964668  10.08427761  -4.21226385  43.28102423  35.39614916
  68.7548023   38.18573407  12.28843848  24.09886476  29.5625955
  24.85188696  47.39834544  22.39942784   6.4937026 ]","[ 12.15568656  39.47674071  29.69465697  39.38516305  72.1729789
   8.95078515  47.41863175  -1.72076082  47.41863175  -3.90019484
  21.69312207  71.95696305  16.85699498  47.67181615  70.81364842
  65.76111181  37.29845373  34.023264    37.29319876]"
"[ 34.0968411   65.78222864  65.78222864 -10.40636329  65.78222864
 -10.40636329  65.78222864 -10.40636329  65.78222864 -10.40636329
  65.78222864 -10.40636329  65.78222864 -10.40636329  65.78222864
  65.78222864 -10.40636329  65.78222864 -10.40636329]","[ 39.477153    -8.82113093  37.19184776  30.50832708  20.59552044
  20.3065437   13.95923398  39.477153     1.19625748  -1.52399496
   5.96397844   5.94265372  36.45372646  41.18983093  13.95923398
  39.477153    -8.82113093   1.19625748  41.18983093]","[ -0.71402958  11.43657121  21.74198315  12.0279629   26.91425618
  27.59434404  32.81567274  12.59022221  13.64029254  44.01788298
 -11.36321075  -1.15886303  40.17562048  18.84936655  36.95978984
  36.37429077  40.17562048  18.84936655  12.53868456]","[  2.996387     6.42983443  54.92990901  10.00020119   8.78518177
  33.34557134  22.27162981  15.91147486  51.93329273  20.98463641
   0.53927856  31.24530294  49.93676152  -4.96017869  66.55532627
  21.19661431  22.27162981  15.91147486  34.56264503]","[ 16.12162934  14.44772965  -0.16596015   9.16707423  34.27360806
  21.12798845  -7.92531524  -1.63557725  23.58263655  44.30724159
  66.14487815  44.57007504  10.99966751  44.00174841 -14.80331718
   7.26958368  47.51083024   0.24635738  32.39141334]","[ -0.24780323  19.5880558   -0.72492482  -2.79712139  28.11204648
  59.70976827  34.54581163  -1.8622326   38.29641492  11.86058494
  26.42169261 -11.04887233   6.79517459  29.00843206  34.13636131
   8.85291128  22.94686898   7.3311554   38.11892549]","[ 22.26316611  12.79647106 -15.94751108   9.98995257   8.27776807
  28.81048751  12.26795504  40.41692596  40.41692596  64.66188086
  12.79647106   3.47466141  13.70383219   5.10973746  47.19679337
   9.63563551  22.26316611  52.85633975  27.02983725]","[  1.61383353e-02   5.69787039e+01   3.21000852e+01   3.68107283e+01
   7.39925449e+01   2.46701104e+01  -3.83722437e-01  -7.72051288e+00
   4.75053693e+01   2.71908028e+01   4.17553131e+01   6.94629611e+00
   3.48628592e+01   3.13562418e+01   3.39005257e+01   4.10759902e+00
   2.58063870e+01   3.32357512e+01   3.11206208e+01]","[ 20.58173388  43.50335017   8.44289711   8.78291293  24.25602873
  25.63483705  31.47066863  13.48510186  32.999919    54.74538936
  22.33813821  -2.6733913   37.46925072  31.35335289  -6.580471
  35.11886209  26.39365845  17.77565351  25.90653328]","[ 18.23353016   7.21930406  10.26546583   2.8170337   50.03409254
  22.15196607  31.0906596   -4.34125206  32.03932181  26.81478417
  38.72862433  18.70924328  33.01862386  35.17736644   7.29387403
  27.8510501   32.03932181  -8.67335546  27.06232252]"
"[ 16.43048757  24.92249414  16.43048757  24.92249414  16.43048757
  24.92249414  13.91206762  16.43048757  13.91206762  16.43048757
  16.43048757  24.92249414  16.43048757  24.92249414  16.43048757
  24.92249414  16.43048757  16.43048757  24.92249414]","[ 50.11429805  46.5852322   31.65621183  17.62546975  46.5852322
  10.99537793 -24.7251982   65.77413757  -4.71112555  13.6957163
  48.24711546  36.57411545  48.24711546  36.57411545  21.98955637
  10.99537793  15.97754655  15.97754655  48.24711546]","[ 30.32820965   8.59800596  49.49166441  28.89896956  46.22671195
   5.22841021  51.27401949  66.15610535  -4.24566894  50.36560724
   7.18212753  42.68117612  46.55076296  66.15610535  -4.24566894
   0.5805107   36.1737627   -1.01852749  48.60378395]","[ 16.11835925  55.08353047  -1.73684527  17.61034955  72.30134132
  25.5775948   -5.99561198   8.93085265  -5.99561198   8.93085265
 -10.93689832  49.79844922  17.28135991  54.57040795  32.51089746
  16.11835925  12.34705293  21.30931795  -4.79113617]","[ 21.01487923  44.73773968  51.71547024  13.26089724  32.86070577
   4.76664554  35.60249417  40.68887309  31.3886833   27.08486228
  48.71986103  52.96635705  49.81496248  26.24739084  35.06056655
  13.77438961  29.07508665  21.88723749  58.93186248]","[  0.11092428  -2.88131525   6.23126411  17.03927241 -15.31239071
  35.5793495   13.30553049  17.46649823  10.87730757  14.84470589
  22.32749603  46.45183236 -12.52089755  29.97688912  30.85319366
  30.81497407  48.16213641  32.60470247  67.93081316]","[-15.73394246  20.61716367  49.20409372 -15.0337731   14.01318868
  46.61141952   4.51988767  10.28837499  28.78477669   8.92379176
  19.83589289  28.78477669  36.06016349  17.96501031   3.95084012
  60.34001771  57.94797978  57.94797978  27.62202299]","[  7.51724247  38.77127321  43.0458922   30.59587612  33.61168311
  38.57033463  21.1745522    4.05755882  22.66507417  60.60672071
  23.77156891  18.11356045   2.06258376 -11.81935094  33.43047601
   9.35172527  50.04679252  43.48921809  25.78865295]","[ 39.14827256  50.7424592   40.9780808   46.3043871   48.8742113
  27.52825811  35.93492141  27.39939286  23.8118696   -8.93643714
  34.31233515  15.62650138   5.82265844  24.00657518  41.16168171
  19.08237552  15.31242815  49.54445651  14.24408743]","[ 44.07498673  21.236775    79.81045287  -0.6014228   49.34015664
  29.1684027   33.69028464  -9.16415389  33.02181367  18.36155589
   2.2181714    8.27500721  22.58492118  11.13640389  32.93370734
  28.40956293  -1.33739326  45.20447529 -22.22839634]"
"[ 45.38321861  13.79958091  45.38321861  13.79958091  13.79958091
  44.06584165  13.79958091  44.06584165  13.79958091  44.06584165
  13.79958091  44.06584165  13.79958091  44.06584165  45.38321861
  13.79958091  13.79958091  44.06584165  13.79958091]","[ 48.24289135  39.1830838   26.92385679  13.11699543  28.52218702
 -14.70568253  13.11699543  28.52218702 -14.70568253  75.44214908
 -14.70568253  75.44214908  41.68015153  41.64097546  38.60866607
  44.57238419  33.27698544  30.72850861  26.92385679]","[ 58.83502451  54.74362161  40.80652817  20.6887045    3.25220481
  31.35672533 -12.36596652  51.24901545  39.62291605  42.07295087
  -4.62074584  20.93353007  10.29699564   1.17544157  35.46122088
  -5.15280421  25.5388425   39.62291605  35.80825053]","[ 20.01455813  45.88001662  -1.3961742   56.31424093  24.02887595
  48.92927112  30.66875444  74.86252019  19.81277881   3.57392368
  36.40152849  12.91426639  24.02887595  48.92927112  57.39594553
   2.91481894  38.64930412  35.30055675  60.37728302]","[ 27.96314806  45.02317139  15.87639901  42.20298263  42.61853594
  14.00470463  34.86187438   4.00227748  62.69440737   1.88967391
  59.27498776  21.83578203  34.28127465  50.17240693  39.72461308
  39.11078225  -8.9285444   13.45059035  15.72532301]","[ 55.91849994  39.56263708  -9.51809566  17.24689443  -8.74824169
  43.43463121  51.93070129  20.44224869  24.51655148  15.87756614
  18.53906466  39.36164055   9.6836736   24.11116345   9.15760262
  47.14981089 -10.41031955  45.81420731  25.03308602]","[ 26.62493612  16.71768856   6.13461747  24.24729387  35.62876842
  62.76630902  17.79855258  16.71768856   7.86840622  31.20051241
  35.8558464   20.2888339    4.92220126  28.11521644  26.97493144
  25.59134323  23.57451211  27.99516992  17.06359545]","[ 11.03489723  33.09860363  39.28537226  55.7880939   22.61832164
  32.23985121  41.35868058   7.5210362   14.16827636  28.6824046
  11.09024693  -9.58132699  57.04066683  34.44519427  -7.05452681
  43.6453995   39.88949667  25.63513215  -2.70227167]","[ 31.89727982  26.06155686  12.40113923 -16.16903156   8.65130431
  20.10289694  44.95053139  27.22347613  46.14920403   8.31851998
  18.18354654  29.24504834   0.71779413  26.56720574  25.09077971
  69.1032833    0.73658299  16.04210743  56.56795418]","[ 19.5361921    3.65264152  48.46510854  55.64400685  14.58505826
   2.55945778   3.93095731  48.22625429   1.4073739   76.08276354
  20.00864497  46.37525128  60.41712181  10.50285282  14.10610839
   1.35173274  43.53438352  32.57364176  -2.59453509]"
"[ 44.70677922  28.15627017  44.70677922  28.15627017  28.15627017
  34.01566804  28.15627017  34.01566804  44.70677922  28.15627017
  44.70677922  28.15627017  28.15627017  34.01566804  28.15627017
  34.01566804  28.15627017  34.01566804  28.15627017]","[ 31.724234    35.82938769  68.2487296   31.724234    36.15279521
  25.51767063  21.71474975  64.61297745  65.19057515  54.93543054
  38.98892107  34.37751796  93.00395391  35.82938769  93.00395391
  57.70569735  58.98250423  65.19057515  54.93543054]","[ 23.58140977   7.58694098  18.56532172   2.33894271   2.20891029
  33.54397533  23.83028749   9.26982484   2.33894271  34.79465589
  20.16351267  -1.81416015   1.57439668  13.19996152  36.88013142
  19.05045797  39.5830747   51.71523471  42.54194534]","[ 51.94257565  51.94257565  60.57981603  35.0029318   27.49055811
  40.37154925  24.41239133  44.95592547  15.31570981  35.89201327
  10.18009751  52.14371464  -2.28945933 -38.13933959  35.32880577
  24.36934887  42.40740549  -5.06249069  12.50348286]","[  3.29589367e+01   3.39242195e+01   4.56149438e+01   3.57682783e+01
  -4.48628026e+00  -8.79094407e+00   3.56285784e+01   4.05229648e+01
   2.92674820e+01   1.12479470e+01   4.07992041e+01  -6.01461981e-02
   8.14934310e+01   5.53601125e+01   3.98371893e+01   5.40159458e+01
   7.08511246e+01   4.46014730e+01   2.56922572e+01]","[ 47.45526935  39.99465727  58.28872384  19.16920303  25.22211201
  24.96685616  42.99201082  60.19047535   2.86140732  45.30450183
  46.30487812  28.45048046   1.01310427  14.37784683  48.96711952
  45.7677548   34.03653524  21.65373758  44.68245471]","[ -4.34247401  61.09573743  24.4258573   -0.99349369  42.29910513
  45.12932148  -0.99349369  39.93753062  44.7645353   36.38825548
   3.57328133  26.29303659  66.41908931  65.44829846  25.48526107
  34.39243393   8.19884781   5.68660588  22.22150759]","[-18.63839168  43.58302261  14.57564158  40.44837146  31.68565112
  33.65532191  21.37328635  23.49628069  35.1645526   86.41421188
  33.37306211   8.9314836   22.61351353  -9.11467844  28.94037161
   2.95016866   0.16135213  34.77417866  57.31379319]","[ 48.6455417    9.57770531  62.65329187  38.44040005  38.31643871
  31.21248598  32.06687658  13.75900066  51.90042642  26.99692689
  41.03578495  -0.47973363  46.95502432 -13.39673507  -4.74709466
  -3.81199343  25.67435092  16.4641332   15.71539169]","[  9.57955786  21.419292    22.2134366   45.4169991   20.15157389
  36.61258899  31.61866666  54.6600961   31.61928148  45.14496373
  50.63328288  15.26810936  45.32809998  52.06918297  27.58345612
  13.89913791   3.56861382  22.36706258  21.91550638]"
"[ 39.73244697  45.21394879  45.21394879  47.85175488  39.73244697
  45.21394879  39.73244697  45.21394879  39.73244697  45.21394879
  45.21394879  47.85175488  39.73244697  45.21394879  45.21394879
  47.85175488  45.21394879  45.21394879  47.85175488]","[ 91.57990803  65.4160972   65.4160972   47.4157204   10.16949174
  47.4157204   10.16949174  34.9975336   91.57990803  65.4160972
  54.87580553  32.10365077  35.23937245  20.99464251  51.73407848
  42.23866816  66.45716499  74.35162901  41.18697308]","[ 39.13669864  -1.49564117  53.74478268  55.77318921  34.42121243
  14.60688671  61.47061192  23.00886822   3.84263665  27.61237561
  34.00941238  50.8132909   19.05575878  12.60175922  25.70579411
  19.70826071  -1.29975719  49.04615283  25.70579411]","[ 61.96014816   8.4735185   56.46154411  42.78558068  33.80843884
  36.86183887   8.4735185   28.32721425  -5.5378153   43.3111744
  39.92365193  -2.77386485  65.2169297   39.03867553  -8.25912555
  46.26040232   2.30503427  -7.27361874  72.34400606]","[ 24.48085014  45.04834642   0.86237151  30.60827496  53.95814955
  26.52439497  41.00605001  57.92520933  25.17323395  51.04075264
   9.00762374  51.07391491  18.23679948   4.0890387    7.41314708
  36.31149223  44.29415419  20.20737965  50.53362565]","[ 46.54491324  15.7008692   50.76820928  50.65010029  49.74302591
  20.99823569  35.3010313   43.48310395  26.8247325    2.01368139
  16.39530503  55.70829798  48.14571487  45.9674002   51.78828141
  41.36731313  34.25146213  15.1818181   43.83615468]","[ 26.92306681  23.52070847   5.14020755   4.99641783  16.35507628
  28.20117622   1.98962155  21.87775816  23.08751016  -4.09165459
  29.26889176   2.87500217  15.1364789   26.83524855   5.14020755
  37.74818984  29.26889176  21.04492396   2.71417355]","[ 24.45956749  37.83439863  45.84612642  -1.85956314  39.86219938
  52.64824386  47.61129202  13.14487915  38.06761682  73.56143066
  45.73115889  43.12956994 -10.3893512   17.22431218  17.43377463
  19.99606682  42.47277529  29.95403478  -0.88161829]","[ 31.00613431  36.38009002  29.69096406  58.77286986  26.86353835
  31.03011664  39.15281786  -7.72925952  48.93793814   4.9859062
  31.09883014  49.77736685  58.1885203   22.20329181  25.18418592
  39.51075517  36.89265011  27.32385126   0.15240711]","[  0.8336948    8.83387631  22.82504162  68.82544303  35.99149467
  51.22425889  25.50413145  35.79254232  32.54083648  17.24763668
  17.67290438   2.98267739  71.01105351   9.67910711   8.7987144
  45.10335129   6.82977197  26.65401198  -0.9736761 ]"
"[ 40.42334099  34.73621319  39.89840476  40.42334099  40.42334099
  34.73621319  40.42334099  34.73621319  39.89840476  40.42334099
  39.89840476  40.42334099  39.89840476  40.42334099  39.89840476
  40.42334099  39.89840476  40.42334099  40.42334099]","[ 41.03425409  23.8489255   45.33239589  61.48146165  68.55298182
  37.38939249  19.40573309  32.90726133  66.59357403  46.8662357
  37.38939249  39.06544781  41.03425409  23.8489255   39.06544781
  44.5709222   28.70364545  46.34097721  37.38939249]","[ 44.03170781   1.20531422   9.43241573  22.13492121  54.38265356
  46.71091604  36.88050609  42.64079553  44.03170781   1.20531422
  15.56877274  20.80872373  30.09640052  31.95980581  27.1088208
  31.28053427  81.04739246  10.14190869  37.79241288]","[ 24.58711528  47.1633261   39.87085288  52.48881952  34.91706047
  39.87085288  58.66909175  15.10331253  30.48390132  63.42780568
  52.26652164  63.73821192  56.23328376  16.63599112  14.81312617
 -10.60282268  44.50016147  59.9695482    4.61402632]","[ 45.09713002  41.14305573  40.09957781  15.35112645  47.30807694
  40.10889814  32.1553357   40.9000936   12.32171734  42.55918997
  43.88261002  41.70259426  -0.55011832  16.64747555  12.39272612
  53.16776476  60.53589635  25.17686593  40.86336322]","[ 51.78920726  59.0284626   33.82013479  50.90703     46.14489824
  39.50754939  58.25555691  82.33043512  40.38584735  64.61510001
 -10.28005647  13.56825753  39.46292376  43.62812034  46.94356828
  24.64634982   2.63291875  53.44773597  53.11635624]","[ 64.23803035  54.28773282   6.70450733  18.93029235  20.32999922
  61.64305252  20.32999922  61.64305252  44.55858804  21.59552743
  18.93029235  57.8665046   67.66710779  51.5433921   35.29339516
  -0.12211454  21.31409666  42.64061099  41.22947923]","[ 20.27665205  47.413921    58.2516733   50.27494683  77.72844472
  34.45268285  42.81636222  -4.95768359  22.48614973  50.5011295
  18.12802083 -13.51069565  86.94451522  55.83614608  26.54193143
  37.26095412  32.01579918  10.85241069  34.33681184]","[ 24.70778217  54.63948535  59.36828136  21.38780371  21.37343782
  26.74581015  72.17378862  -1.54935456  39.34733276  33.98852064
  29.1246816    1.27983295  44.63315984  53.3134238   59.83700731
  22.39224319   1.18677374   7.77312596  37.34214984]","[ 55.89237886  33.64176272   4.74929101  41.16611311  14.61204172
  61.18509334  50.03554072  36.52485036 -28.08423556  70.92938409
  47.74352421  43.29600672  68.05538837  39.64538588  -8.92070415
  25.10475435  60.79163238  39.61721047  32.03262677]"
"[ 31.73507558  49.50840502  52.14175073  31.73507558  52.14175073
  31.73507558  52.14175073  31.73507558  31.73507558  49.50840502
  52.14175073  31.73507558  52.14175073  31.73507558  52.14175073
  31.73507558  31.73507558  52.14175073  31.73507558]","[ 26.91664279  64.00959501  15.73200736 -17.1151998   46.15479209
  26.87561767  23.04583139  15.73200736 -17.1151998   18.29962285
  51.29900863  39.23160216  62.92244052  45.40686387  21.8232248
  62.92244052  45.40686387  39.23160216  62.92244052]","[ 44.75345282  71.32025005  40.00440384  80.73554792  50.20273737
  40.30876355  73.74595717  28.01802974  41.561783    53.77296298
  20.19041376  48.49859267  44.65218214  35.31185643  39.66739297
  34.53097528  39.66739297  37.38729876  31.16615237]","[ 56.22852269  21.81592981   3.66059189  44.53007656  49.25986091
  58.38663883  29.08156982   8.87989592  37.06954018  18.19170604
  35.69788055  43.61718635  12.1325211   22.64712396  62.99703546
  56.22852269   9.33122441  48.82789168  36.18946435]","[ 20.49098429  72.24645482  36.20299969  30.96361485  17.66260927
  39.08911384  44.8843054   31.51104224  47.30423257  26.29236202
  56.74278728  59.67147217  27.98660789  51.0717278   53.8983363
  11.09373605  53.83591283  40.59824087  52.53673934]","[ 48.242994    15.87092703  60.90878848  51.31690805  36.9129049
  66.17388012  55.12416075  42.8064977   38.01946606  62.03417861
  -1.01128276  59.97042637  46.62077879  25.53170266  36.47118147
  29.99683165  49.8528644   43.66663102  65.26611481]","[ 62.73914772  47.4751574   25.68076882  19.99426904  27.42007469
   6.22988494  36.20029582  18.10130965  35.59370034  37.53015562
  47.4751574   13.37170102  58.43059822  25.56684824  36.84699209
  35.4967661   42.38432773  30.46404991  35.59370034]","[ 54.26333329  57.78953072  34.39134022  12.36275582  52.28556885
  27.01129686  25.06240045  48.09543058  56.96027378   3.89646364
  25.00404787  30.71103346  41.4871875   30.64870326  48.76467086
  42.76549501  69.68357187  31.74501202  75.76962058]","[ 56.81813043  55.00279419  30.0023925   61.41544042  34.34764973
  64.00767315  72.7355136   52.14856131  34.76579583  17.4708157
  57.87172217  46.42881923  25.54391862  44.91365345  38.61730193
  53.25119286  83.58872661  51.15176334  41.21028122]","[ 57.4159855   40.28055693  42.79487433  43.61901558  18.6399322
  52.18150599  33.93400958  -7.97062733  48.25234303  54.15251054
  20.05078118  53.05043334  54.63452642  39.77152467  51.45784713
  56.42373142  27.7841079   26.30627896  47.3070435 ]"
"[ 72.48619332  60.99088658  72.48619332  60.99088658  60.99088658
  33.87379787  72.48619332  60.99088658  72.48619332  60.99088658
  60.99088658  72.48619332  60.99088658  72.48619332  60.99088658
  72.48619332  60.99088658  72.48619332  60.99088658]","[ 47.18176116  19.99016238  46.52313315  44.67970402  28.89632454
  16.80262797  24.61171218  37.48266512  62.94218792  26.13930411
  28.89632454  16.80262797  22.89234284  36.27343907  45.11483528
   5.63446016  62.94218792  26.13930411  16.80262797]","[ 50.44774078  50.4059702   55.4417919   20.77838837  53.50012676
  65.55684629  40.70637844  51.44878277  22.63605723  49.69143169
  50.4059702   72.81124199  17.33605699  50.34413807  31.29229674
  40.21233471  36.26820158  44.80899067  33.05074391]","[ 38.61637889  43.79497156   8.74558214  66.9567546   74.57158871
  58.06936239  50.35089993  25.42935374  48.90951731  38.38588209
  37.65657794  76.23581859  19.33643037  47.87249959  62.41819779
  64.70898027  13.95103857   7.8799141   52.59060615]","[ 41.31346438  58.42831447  90.1569047   41.0166382   42.93600784
  31.73172301  24.09201373  11.8207287   15.0878759   48.43723713
  69.58511156  53.89310644  44.33917445  38.34272485  23.75675562
  27.64876424  28.6732787   30.58896405  38.81445553]","[ 72.17110445  34.20429941  24.07113503  54.47250881  14.08362717
  42.01227569  46.69790232  57.08656573  30.48416653   6.29282362
  35.12209977  29.64243264  42.04692777  43.51195947  11.45950599
  44.34508628  52.62734873  47.33795769  28.85501681]","[ 36.58164843  37.30609874  45.24991226  39.72744933  18.05267199
  47.96359374  60.38043406  24.12580714  47.76001285  41.82765446
  36.26269798  28.43489679  14.69132099  12.32874371  25.73949587
  10.64124667  39.72744933  51.43524458  37.30609874]","[ 38.41905801  45.60291455  19.48106225  61.08519933  51.95669354
  38.23868831  52.64768148  11.25900866  39.34477099  49.5679784
  23.38652077  33.38249116  34.29238815  43.35944073  28.1182645
  57.99622604  37.50332468  10.75895235  36.32377775]","[ 57.44747507  33.51396624  10.46927526  35.60267189  39.01565947
  63.33201559  -2.43192433  42.51249564  62.22465776  24.46117418
  12.15417929  40.65678126  54.7738563   16.71544831  43.88925043
  35.6393938   30.67473982  33.62580238  60.77874895]","[ 37.39552096  23.28321535  50.41239178  47.35454356   4.86388327
  44.33091566  76.7420417    6.74200574  58.25620573  51.319506
  21.01899322  63.72268787  23.71627164  46.71823201  39.53175757
   7.63891803  43.08282265  58.06936597   4.1601626 ]"
"[ 11.04456174  63.7553015   11.04456174  63.7553015   11.04456174
  63.7553015   11.04456174  11.04456174  63.7553015   11.04456174
  63.7553015   11.04456174  63.7553015   11.04456174  63.7553015
  63.7553015   14.18879256  11.04456174  63.7553015 ]","[ 70.3608878   13.39960962  56.64646601  37.49736724  54.70460027
  61.00666733  89.06969317  46.20029472 -16.14320739  65.0237468
  47.59820043  31.99491205   5.82135246  65.0237468   47.59820043
  46.20029472 -16.14320739  46.20029472 -16.14320739]","[  4.03083446  29.79393893  52.61843869  27.96718297  63.23651491
  48.7402181   55.82496583  31.08567196  16.30160315  62.8178078
  37.76629274  48.7402181   19.02372333  81.59948161  27.84150118
  57.85307934  29.93858291  73.52380441  61.66406452]","[ 50.07545822  93.54927302  65.14989467  57.11976269  37.54376592
  77.20752386  73.4984087   80.4345039    4.94048542   1.48332298
  33.11243058  13.50080113  65.14989467  41.74677266  76.85040926
  64.18706498  49.01312654  69.71401161]","[ 29.36433     53.89496356  41.67570352  35.3808571   55.14505956
  39.5591359   64.41645497  37.69878061  52.31004045  37.78829499
  59.103522    27.25879033  46.45390932  36.74124775  22.00945599
  51.04633333  29.2388487   63.83015639  45.41608124]","[ 32.57382633  25.63923135  40.5534518   75.70563606  45.28774506
  57.92284063  42.44058717  11.01418421  79.74573004  85.63489111
  56.480958    18.23882846  43.03727408   9.43701924  30.47008019
  37.19008513  62.69139744  70.19717915  12.80995405]","[-18.5150137   54.57882834 -18.5150137   54.57882834  24.78626731
  64.68132188  31.47994293  45.61982124  32.1042741   46.78594054
   4.63880834   1.44364483  64.68132188  14.0034067   43.27471892
  40.58314485  37.54502379  31.5162774   18.64499376]","[ 18.91730422  46.82543197  33.27669463  78.27734512   6.08798284
  58.61535085  45.2065663   70.20448283  48.62222865  77.57711913
  26.27282602  46.1582939   31.38063841  77.04748375  42.74106633
  74.62837712  30.98747439   8.84749185  31.41298929]","[  6.73077357  12.27519348  59.67242093  54.66222198  24.65880858
  34.51649861  46.65351836  35.93494631  32.5945952   59.04398473
  -5.05414005  41.07372163  31.96297026  50.04461872  55.19417638
  24.06141931  54.38851625  49.56378712  60.35583494]","[ 28.1752933   37.03187188  42.47721992  36.59269117  56.16384664
  10.39142916  21.38096556  43.46713779  13.95098112  48.89717754
  39.53882069  48.37994434  50.69893372  56.56799996  42.18675482
  23.77422543  60.19598483  37.68111001  60.99234944]"
