,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,1.3877039870231776e-05,3.9660117570547105e-05,2.1429736904305864e-05,1.7376593843731528e-05,3.8605952328172824e-05,3.258738408416799e-05,1.9696796706247845e-05,2.563671803917151e-05,1.8063238306832045e-05,3.0052173941180245e-05
1,1.2929069506419159e-05,1.7399021494639775e-05,1.0463309463180289e-05,1.9760830585323342e-05,4.172385070084022e-05,3.055136107819246e-05,1.523285769269911e-05,1.708870887239557e-05,1.8053607746735395e-05,2.8349456379156186e-05
2,9.128449324850254e-06,2.2425327996412517e-05,1.7816088635319845e-05,1.4798392692801128e-05,2.5695664902264368e-05,3.4287386863051406e-05,1.6820774393175884e-05,1.5417866606108565e-05,1.6068259378577613e-05,2.5734840334405554e-05
3,1.9087943910714573e-05,3.885047118249261e-05,2.3924354050440448e-05,4.507037867313234e-06,2.668924728318083e-05,2.727779736470505e-05,3.528106641860262e-05,2.526968550491582e-05,1.9145496839843993e-05,3.8117160777058524e-05
4,2.0814733363633158e-05,1.2946788022965264e-05,2.8327570042620615e-05,1.7880341512021734e-05,2.835285687997491e-05,3.284599023015937e-05,1.6401156497538244e-05,1.3971123558244743e-05,2.2048787121025046e-05,1.8555653950096315e-05
5,1.7094974846194094e-05,2.5636063996181276e-05,1.6240499685555564e-05,2.837566350743451e-05,2.2116576032813364e-05,2.9635148908665085e-05,5.4370015299310046e-05,1.938939221586511e-05,1.2717520892481604e-05,1.7739096896294534e-05
6,1.6924703726092386e-05,2.359352376479378e-05,1.9478043472824443e-05,1.3055115555318752e-05,2.052442644065353e-05,4.7223885026365275e-05,2.2091231245496394e-05,3.060460168585689e-05,3.573197499961571e-05,3.00565917172766e-05
7,6.6920527294307965e-06,3.0543966258880406e-05,2.6474880776590782e-05,2.2072701568047727e-05,1.2209463046567721e-05,3.363858389804799e-05,1.0360408011992274e-05,1.723324113755604e-05,2.3030047125642013e-05,3.023924155955938e-05
8,7.586143711113042e-06,3.089025249325545e-05,1.9251517416285624e-05,9.256857098945627e-06,2.5990156675377567e-05,3.539037876198128e-05,1.4013144523647657e-05,1.013502164127263e-05,2.714364784605364e-05,3.90307711558031e-05
9,1.243359268589175e-05,2.2895763616879605e-05,2.141954338486285e-05,8.327086687318978e-06,1.5582927579641617e-05,2.6211861193730603e-05,2.3053382378371653e-05,1.4747711601177617e-05,2.8538398535050823e-05,1.865085485974624e-05
10,2.2168909155746162e-05,2.6488805080288156e-05,1.9055718682046888e-05,2.3064170860093257e-05,2.8296942671023626e-05,3.9681741875228806e-05,8.614661876458652e-06,1.5643402939163327e-05,5.046962413533854e-05,2.7504215631711796e-05
11,2.10930121789031e-05,1.6349699058985742e-05,1.016354349875035e-05,6.024704748659616e-06,2.4559535373851046e-05,4.1408287744504094e-05,2.1304614219653984e-05,1.843914648005135e-05,2.4915785226919044e-05,1.113820402389104e-05
12,1.3242981256038205e-05,2.2989715316863996e-05,2.213938255423995e-05,1.1992937661614097e-05,1.7674270136015777e-05,2.5313313693928018e-05,3.3192932908545354e-05,1.1676149424076842e-05,2.4886482649018278e-05,1.8120699967222624e-05
13,1.8634538967623795e-05,3.97605335613714e-05,3.090533600919965e-05,2.7608326771882008e-05,1.7803216216952266e-05,3.6625456024075715e-05,3.429987784243337e-05,8.644981042302415e-06,1.1907194645563501e-05,2.8056389636901635e-05
14,1.6504543591497065e-05,1.672120110127095e-05,3.777473711245321e-05,8.141877419834158e-06,1.833072449995555e-05,3.058691555634014e-05,2.207589604943034e-05,2.6015614613472655e-05,1.2270890618401578e-05,2.063928835370738e-05
15,5.1753476972315195e-06,1.2379918453132924e-05,3.3385515021990366e-05,1.171299595337064e-05,4.207690342271335e-05,3.3380640929711135e-05,2.6771623968899632e-05,6.930885150040703e-06,1.1657639360665865e-05,3.8248559381714984e-05
16,4.58560470800133e-06,2.090815788491548e-05,2.236062477406322e-05,3.844566864483931e-06,8.452345537234093e-06,4.350687818385404e-05,2.72982138412594e-05,9.690636769876425e-06,1.0270447401141662e-05,2.6524186718093944e-05
17,8.296583047223183e-06,1.50277533351964e-05,2.2918664520114204e-05,8.242699706958813e-06,1.4353724873443357e-05,2.768379956566731e-05,6.904118655152822e-06,1.4200644371203232e-05,2.06450691374093e-05,1.6761988936216623e-05
18,7.74123272771971e-06,1.749836966231898e-05,2.314565528652483e-05,4.446570672796204e-06,1.188413177035149e-05,2.1045874687789388e-05,1.0618858520508596e-05,5.8842479554944105e-06,2.939275206099219e-05,3.625345701142426e-05
19,1.0665401478121317e-05,7.93476417676583e-06,3.9762692038949874e-06,1.9440599564185216e-05,3.413956486233305e-05,4.0385626190788594e-05,2.119182600547541e-05,2.1053634839099895e-05,9.019609374941369e-06,1.5747885960642743e-05
20,8.40571137363591e-06,7.451536638685068e-06,1.2078413510546695e-07,1.45784793236916e-05,1.5812911179631886e-05,4.0502111653856895e-05,1.8110383933803987e-05,3.4304280262596275e-06,2.0642337530497316e-05,2.2955914720449525e-05
21,8.33335283308369e-06,1.131410228834356e-05,4.141652671767799e-05,4.0127618815413574e-06,8.86486509268543e-06,2.0445801895365185e-05,1.0703992501592358e-05,3.865965610919997e-06,1.8422194683929575e-05,1.2690277657594496e-05
22,1.3185663473930625e-05,2.2722400224119125e-05,1.157672508528496e-05,2.184463572623892e-05,5.313579399711716e-06,2.6806665068034065e-05,9.520335812112974e-06,1.1451446750221878e-05,1.0871536549615825e-05,1.5428772868228992e-05
23,4.764883179491598e-06,1.0880713796211832e-05,2.525435771972313e-06,2.540999563982887e-05,2.1806370922095618e-05,2.7719601611433234e-05,5.071069506711197e-06,1.3886660548446604e-05,6.308039398940146e-06,4.083757882149733e-06
24,1.2083070554123439e-05,1.2247062732705044e-05,3.196978908331508e-05,1.4038123031322208e-05,1.9579388408341822e-05,1.909616797314165e-05,2.5516106114379122e-05,9.219567916334617e-06,2.860197907476149e-05,1.648151744738331e-05
