trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  239.79718656   519.76987623   909.66194279   599.88894934   769.73745286
   519.77882968   549.80267646     9.97932768  1029.51252779   849.81789186]","[ 79.92202995   9.98304318  69.93073822  19.97712163  19.97184507
  49.96807954  39.94267236   9.98873941  19.99308741  39.94343167]","[ 99.89382973  79.94069872  49.98681794  39.98301     79.91765417
  49.97186171  39.98766166  99.92624832  39.98558715  89.93490713]","[ 49.96706829   9.98687474  79.9574227    9.98796205  19.97974604
  39.97283288  29.98674504  29.97098164  49.97989615  39.98625438]","[ 49.96714471  59.94390965  39.97671058  19.98513243  39.98118508
  89.9589236   29.96247745  69.97282543  59.96819298  99.95506172]","[ 69.97152465  19.97125527  59.9640125   59.9800915   99.94121834
   9.98844878  29.97109051  19.97391477  49.95803199   9.98422168]","[  0.          29.970625     9.98108114  49.97831752  29.98109531
  19.98743684  19.98056017  59.95436911  49.97277274  39.9687014 ]","[  29.9922647    69.98352524   59.95788209   59.96249429   39.96482932
   39.96398561  109.97634656   29.98247083   49.96417886   29.96811032]","[  29.96636074   69.96595136   39.98586786   49.97693657   29.96655442
   19.97402986   29.98151689  109.95769119    9.98961773   39.98205746]","[ 39.98340923  49.95956655  29.96354407  29.98302202  49.97427986
  49.97762406  89.96187668  19.99110169  29.95800711  59.98348062]"
"[   0.          479.7428854   819.70147474  519.70402767  919.70097111
  629.70211601  619.74060897  809.5573582   139.97272202  929.7182705 ]","[ 39.98668346  49.9782762    9.98462363  19.97913244  39.9883636
  29.95716061  29.98723266   9.98331649  39.97449809  29.97712763]","[ 29.97961938  19.99211472  49.93280858  39.97317318  29.98346916
  49.96345122  59.96257676   9.98541852  59.94107187   9.98788231]","[  19.96716953   19.96780297   79.96997523   79.93661277   29.97906151
  189.94119916   59.9673547    79.97274684   59.94896456   39.95800693]","[ 139.9482177    99.97164078   69.95837025    0.           39.98827416
   59.98507641   19.98580975   29.96322818   19.9836973     9.97975609]","[  39.97713306   39.98609814   19.98477494    0.          129.94838765
    9.98159005   29.96683068   89.96908919   49.96942658   59.98400435]","[ 29.9835012   19.99013916  39.97383616  59.97902623  49.96862099
  39.98206345  19.96933346   9.98699873   9.98272077  39.98242899]","[  0.          59.96924572  89.972037    29.98904031  69.96839696
  29.98828945   9.99003925   0.          39.97953434  69.96985476]","[  9.9917314   19.97860265  49.9521786   39.98377694  29.99252063
  39.99020226  59.97243658  39.98939499   9.98798474  59.94965641]","[ 29.97442767  29.97993137  19.9803936   39.98586357  49.98243607
  69.98609971  29.96151645  69.97807056  29.96169595  19.97408118]"
"[ 429.7271656   629.5692625   439.74689622  339.79266645  519.79341736
  259.78934092  839.69791511  999.82142956  259.78934092  839.69791511]","[  29.98092922   19.97746339    9.98383344    9.9833429     9.98940408
   29.97234774   39.97435353  119.93917217    9.9794949    59.9716012 ]","[ 69.96265119  19.97686065  89.94979248  39.98540848  59.98618768
  79.97452948  29.98437587  49.95215349   9.9860378   79.93387143]","[  9.98683832  59.96343443  79.94817773  19.97569037  29.95559721
  39.96488608  49.93535815  19.97579189  49.9691475   29.98757994]","[ 69.96888458  39.97640857  99.98323296   9.98625145  99.94938724
  39.98166908  19.96898074  29.98644106  29.95940854  29.97950645]","[  9.98451027   9.98196681   9.98810794  39.96673422  39.98213789
  49.95439392  39.98350691  49.98227926  39.97223675  39.97711591]","[ 39.99059012  19.981717    29.95899512  59.97934762  49.98365156
  39.97697362  69.98091085  19.98525337   9.98120881   9.98023572]","[   9.98291371   39.96947259   29.9590063    49.96885815    9.98563963
   59.98728358  119.84087146    9.99058883   29.98683116   29.98731933]","[  9.97922579  29.99197175  39.98217576   9.98535084  49.93396382
  19.97762508  39.97629399   9.9892063   39.98653412  19.97342781]","[  19.97501427    9.98045309  139.89951563   29.9895069    39.94930034
    9.98319542   19.97745531   19.97680855   49.95870663    9.98668623]"
"[  489.76949325  1429.61182016   229.8927723    719.5866178    659.68623941
     0.           249.83748558   689.7599742   1059.25272099     0.        ]","[ 19.96995901  59.98548452  49.98577345  49.96523255  29.97549275
   9.98453922  49.97386105   9.98490242  19.97198036  19.98935833]","[  59.97330054   89.98839911   29.98856789   29.98852847   29.95977116
   39.97635618   39.96378175  109.95973412   69.97774955   39.98650492]","[   9.98825219   19.98724881   29.95623332   39.98449691   39.98313382
  109.93994979   19.97361172   49.96627381   49.98005116   49.96261697]","[  9.98815121  29.97104747  69.97200019  49.98875815  29.9874654
  19.99104591  69.98161239  29.98593696  19.97871308   9.99026243]","[ 19.9911711   19.96964558  49.97182948   9.9850745   39.98901824
  69.966738    49.96892079   9.97978377  29.95177584  19.96766013]","[  9.98133267  59.97723132  59.97854391  19.9764747   99.95056971
  29.97449868   9.98809115   9.98276263  69.95816948  29.96830474]","[ 19.97037767  89.94105466  29.97425949  59.9676892   49.97445689
  19.98937255  39.9631977    9.98365134  39.9439757   29.98498367]","[ 69.97127708  29.98391922  29.98482511   9.98962404   9.98494187
  19.98923203  19.98242928  49.96333723   9.98794194  29.97820171]","[  9.98914041   9.99019895  59.96605914  49.97913428  19.98433075
   9.98517779  69.98510541  19.98205763  49.97268175  39.9565501 ]"
"[  359.8252179   1399.25980396   439.84683121   799.7587809    499.68855856
    69.90215763   549.79097455   899.77975825   529.54559122   329.77836412]","[ 29.95509522  29.9749519    9.97919257  29.95520193  39.96590782
   9.98718338  19.97870405  49.9585105   29.98599514  39.97512323]","[  29.96810791  159.91156792   39.97740412   39.96787926   19.97081755
   39.97800148   49.97511182   39.95591615   39.98880645   19.99144761]","[ 49.97594532  29.97741847  39.96267055  49.96750995  69.97226245
  39.98676346  59.98002273  79.89473074  49.97717321  29.97469474]","[  49.98147618   19.9727857    49.95678792   39.98705491   59.96748695
   19.98228207   39.95026586   29.95970066   59.97717132  139.84971273]","[ 69.97098215  29.97726954  59.9089679   29.97446175   9.98291672
  19.97311931   9.98052626   9.98153658  19.98534434  39.95790261]","[  9.98684802  49.97771881  79.97830423  39.98777082   0.          19.97794702
  19.96967018   9.98901997   9.98473283  29.98240023]","[ 59.95408523  49.93767011  29.96570474   9.98308801  39.9734108
  19.97383094  29.9889212    9.98299704  19.9894514   99.97293598]","[ 19.98225842  19.97801247  39.98956797  49.98313205  19.97661551
  29.96908066   9.98430001  29.99213989  59.95961288  29.98690395]","[ 89.95511507  49.97468837  29.97694812  29.96432871  79.93884205
  19.98993924  49.98533426  39.95712526  49.96966311   9.991586  ]"
"[  209.87412162   879.63711676   969.67613902  1389.62051205   719.823539
   209.87412162   879.63711676   969.67613902   289.85085367    39.95191004]","[  19.97154677   29.98775533   29.9930116    19.98085548   19.98356287
   39.9733911    59.96666104   89.95950641   39.98694395  139.91703486]","[ 39.98744682  29.98887894  49.9590964   89.93404476  79.9794049
  29.98859303  39.97706364  29.95677842  29.9653695   99.94461756]","[ 39.98414306  29.97986286  19.97014584  39.97750986  39.98122539
  49.94026307  39.97745129  19.9896273   49.98264247  19.98237216]","[ 49.98318335  59.97457681  29.97779007   0.           9.98795903
   9.98370894  19.9784777   69.99084654  19.97948797  59.98332588]","[ 39.96236455  19.97231328  89.96134277  39.98631143  49.9674514
  19.97302083  59.97009482  19.98342408  29.98608252  39.96373498]","[  39.95368422   19.98631809   19.98255247   29.99005085    0.
  129.97121532   89.92806679   19.97660851   39.95838229    9.98055456]","[ 79.9754318   39.9783741   29.97842717  29.96835783  19.96180653
  29.97483511   9.99003304  59.9692032   39.98245591  89.95743087]","[ 19.97067037  29.96292721  39.97587795  49.95634887  19.96859933
   9.99059353  19.9897818   49.97658233  29.94405735  39.97520605]","[  69.97505934   39.98700547  129.92213007   49.97549635   39.97649001
   39.99259432   39.94926204   49.98759682   29.9873266    29.96922681]"
"[  639.73915208  1039.6539585   1129.2920014    669.74108176   819.63432798
   419.68233751   669.74108176   819.63432798   419.68233751   899.51262031]","[  29.98029421  209.9380667    59.96070607   19.9933747    39.97952661
   29.97680958  179.85703234   49.98517481   19.97014418   89.96552366]","[  9.98099785  39.982969    19.97667807  49.9825185   19.98733222
  19.99057749  69.97348941  49.95514562  39.9859221   39.98079164]","[  59.98229189   29.9832524    29.97583801   39.96544778    0.
   49.96242919   39.98362745   39.97903347  109.95784191   59.9690889 ]","[  59.98371283   39.98337093   99.95399666   59.95584091    9.98709631
    9.98022038   39.95803592   39.98285499  119.96331507   29.9904316 ]","[ 139.90705682   49.97537593   29.98290481   49.96934407   59.94769185
   99.94722196   39.97822379   69.95357175   19.96900507   29.98421229]","[  19.98296086   39.98381174   39.97014803   69.95395002   59.97170999
   59.97469869  109.97885704   19.98506008   39.99215823   59.93393999]","[ 19.98146562  79.93582657  19.98793012  79.96645475  99.93020596
  39.98717366  49.97273639  39.97190783  49.97639978  59.97044922]","[ 29.98196655  39.98902981  29.97334101  39.97947801  49.97431713
  59.97644462   9.98398901  59.97143083  19.97345522  39.98911377]","[  9.98042826  89.98828797  69.96101501  79.98796987  59.95756659
  39.98214666  89.95925358  49.96766798  59.96837719  59.94666126]"
"[  999.64220701   719.46245264   389.82800897  1059.49092462   599.79512816
  1859.21551967   889.49321637     9.98579353  1069.70559111  2159.40714511]","[ 39.9762464   39.98111722   9.98695527  49.94839739  19.98145001
  19.9861876   49.92777876  99.94196862  49.97342496  39.98007649]","[  29.9603858     9.98325885   19.98581721    0.           29.96457237
   49.97945354  149.9692078    39.97907777   59.96730534   49.97899224]","[  9.98036735  19.96852613  39.97460877   9.98438663  39.95010061
  79.96925243  99.93457508   9.98185945  29.98750563  39.97928853]","[  29.97177269   39.95875546   29.97508486  149.97020206   29.97892055
   49.97866859   79.94726535   39.95228674   49.97466705   39.97252027]","[ 39.9874664   49.97293992  49.98391836  59.95242106  79.98936397
  19.9767609   29.98540553  59.98387084  19.97352798   9.98109707]","[ 29.97368587  39.9463489   29.98932545   9.98830695  49.97336893
  49.96282932  19.97593929  29.96950856  29.98648916  49.97795905]","[ 49.95997517  59.97242538  39.9810259   19.97547942  39.97733671
  59.9753765   69.96629138  39.96531122  29.96648727  29.95794888]","[ 49.96878765  19.98256442  79.91701495  59.97441439  49.95439477
  39.97742305   9.98420555  39.98815126   9.98492157  39.9658953 ]","[ 29.98386393  29.98987883  59.96616565  19.98240055  59.9677568
  19.99061285  29.97340862  19.97464983  59.96075676   9.97982747]"
"[  569.58898245   309.7982312   1839.46522311  1599.41338754   219.82439493
    29.94742473   609.54496542    39.93853838   959.76170245   619.74854603]","[ 39.98937437  29.98453874  19.96650313  19.97017223  89.9553602
  19.9846531   19.99228173  79.94571678   9.98990665  29.9834714 ]","[  9.98119197  49.96615135  39.97780062  49.97333527   9.98300279
  19.9843932   39.97852999  59.97748967  29.9785541   29.97118939]","[ 29.97200269  39.97663919  69.9790853   39.98380261  89.97965844
  69.96358377  29.98533306  29.98730912  19.97701976  39.98287127]","[ 39.97641871  69.95085228  29.98157783  19.98146172   9.98650608
  19.99115971   9.98557386  49.98181728  29.99090169  39.974858  ]","[ 79.91990277  49.98199747  19.97907893  19.98246543  29.95990242
  69.98803936  29.97499634  39.95131311   0.          69.96109105]","[ 69.9614993    9.98979757  39.96729804  19.98833193  39.98452403
   9.98207776  49.98928575  29.98604064  79.93631049   9.97921663]","[ 39.97943063  29.97785846  19.98947674  89.94192576  49.9661257    0.
  29.97194146  39.9790976   39.9709588   39.97313613]","[ 39.97707792  29.98821584  29.96886074  29.97782582  19.98530947
  29.97715579  29.98810363  29.98071244  19.96604717  29.97984388]","[  9.98371752  39.97974344  19.97690856  69.96657721  79.93430954
  69.95976753  99.97174599  39.94693355  49.97506175  29.98687078]"
"[  909.81466538  1169.47805591   339.83055981   329.7890723   1829.43848349
    89.92436732   259.84915007   239.82716861  1289.3761683    679.72442324]","[ 19.97429634  39.99128594  59.97525752   9.98960931  19.97009789
   9.98052889   9.98202189  59.96945448  29.95733035  69.92374957]","[  29.98367358   19.98638542   79.97755978  139.90241959   49.97548582
   39.98420393   59.93621014   19.96848297   19.96768171   49.97232779]","[  49.97211737   29.97979562   49.97547257   59.92331354  139.95803173
   39.98113303   29.97919648   69.96506647   39.96894599   19.97886897]","[  39.97772293   49.9435834   139.90555441  109.93359424   69.97423038
   39.97676819   59.97442892   49.97054405   79.94802861   79.93979368]","[ 29.97656109  39.98814124  19.97582665  19.97393336  29.98017822
  39.9664531   29.95455591  29.95814133  69.95777126  39.98173372]","[  59.9786199    39.98039003   19.97948952   39.9812154    39.97614221
   49.97601066  179.89918518   39.98322775   99.96688589   49.9681148 ]","[ 99.96931475  29.97605572  39.98357103   9.98439373  69.98021801
   9.98160693  19.98179731  19.9835387   49.973242    39.96978397]","[ 29.99278339  29.984925    89.94862352  59.97702058   0.          39.98058979
  19.9743454    9.98751232  89.96640807  39.9617436 ]","[  49.95274325   59.97137006   29.98400829   89.96007119  149.95890966
    9.99016743   79.93290753   59.97610372   89.96628262   29.97628414]"
"[  589.58217865   379.74923599   659.674848     229.77754013  1059.58172682
   659.7062841    259.87962299   269.81750162  1509.38708567  1169.73918727]","[  39.9732731     9.99174287   29.99028468  109.93104237   89.96638936
   49.98135621   19.9778842    19.9687715    39.97878794   19.96721954]","[ 109.96479928   49.94722467   49.96926134   19.9743068    39.97194539
   39.9824593    19.97490549   39.98169423   39.98242353   39.98425055]","[  79.97244089   79.9871828     9.98763769   19.98133206   29.99258378
   79.9652972    49.97531278   49.96659436   29.97530805  229.82539145]","[ 39.97647451  29.95610223  19.97612516  39.99048003   9.9851747
  29.98262323   9.98082935   9.98156584  69.9670233   19.97555264]","[ 59.96777949  39.96239586  19.97816105  39.97926708  29.97186663
  39.9846164   29.99261331  29.99112248  59.9724634   19.97507711]","[   9.98564296   29.97173744   39.97874226   29.98059665   79.96765981
   39.98784535  119.9462608    99.94500964   49.97253034   29.97922567]","[ 39.97623781  19.99447139  39.97763881  69.94522135  49.96975407
  19.99053242  59.95608812  69.97360124  39.96970086  29.98311835]","[ 29.99012739  29.97248057  19.98079432  79.97606731  29.95915328
   9.98337643  29.99109363  39.98367069  39.98072862   9.98884747]","[  59.97638723   59.9672469   119.91890812   59.9437207    49.9785311
   19.99256815   29.96741447   39.98580447   29.98166199    9.98396012]"
"[  169.85781675  1079.50762671   139.87011724   789.5344022    129.87587354
   799.77139482   989.61630922   989.71119956   979.59457859   999.64626804]","[ 39.95395789  39.95104871  29.95701199  59.96924822  19.98560996
   9.98576517  29.98435699  29.97303461  49.97907679   9.98898913]","[  9.98949358  19.97445787  49.98448901  29.97279615   9.98205537
   9.98944165  49.93993729  79.96685396  19.97576153  49.98511678]","[  39.98197209   19.98456277   69.98057997   39.98487916  119.90411858
   29.97845326  129.96238559   69.96006399   39.98834807   99.97813056]","[  59.95884437   19.98284472   39.97543949  179.9321278    19.97675599
   69.96789796   79.93901078    9.98810178    9.98037468   49.97661359]","[ 29.98118349  49.96646987  59.98558796  49.98625207  69.96178845
  29.98061898  29.98652533  19.99015028  69.96921135  19.97382646]","[  9.98384028  49.97612837  59.97980505  29.96370019  39.98637957
  59.9698096   29.98854016  29.97504328  49.96682551  39.97931175]","[ 39.96484666  39.99202144  39.96203382  29.97595743  89.95028175
   9.98895842  59.97282663  19.98853206  29.98745168  59.98731991]","[ 29.98931159  39.9933786   59.98747854  19.97535198  29.97817451
  39.98496694  39.98744429  19.99175929  39.98147808  39.98353093]","[  19.97762316    9.98292014  129.85386421   29.97860461   59.98419616
   39.9827612     0.           29.9589133    29.98598842   39.96345876]"
"[  329.78801482   719.70333805  1209.62379737   669.72009407    49.93324347
  1389.45906479   229.76448524   169.85454474  1089.48289693   959.80013012]","[ 19.97412225  39.97567054  59.97786089  29.96923336  59.9829461
   9.99074094  49.94008001  29.97626776  59.98151539  59.974726  ]","[ 49.97017981  29.98846848  19.99113707  29.97561177  69.97188424
   9.98333122  29.97543985  79.95243156  29.94897388  29.97619141]","[  39.94779372  109.93562218   19.98082842   29.98367415   29.97800448
   39.98419978   89.98483488  149.94555185    9.97993166   39.97483626]","[  49.98472087   59.96539546   29.97744611   39.98846769   39.96776404
  119.90450043   19.96656519   29.98757106   29.9759699    39.97572033]","[ 89.95214877  19.96909156  29.98911116  39.97799368  29.96664488
  69.95925936  79.97453387  39.97981161  39.98838314  59.96961928]","[ 119.97259387    0.           29.97070763    9.98107546   39.98091772
   29.97241634   19.97926779   29.96926221    9.98608845   99.91694223]","[   9.97911949   29.98928243   19.98444776   49.97330341   29.98643278
   69.95679665  109.88805054   39.97574525   49.97158799    9.98578784]","[ 59.96703138   9.98118436  29.98775379  29.99236019  49.98096723
  59.97155625  49.97202718  29.98004709  39.97294999  49.97173404]","[  9.99097477  19.97045929  19.98090747   9.98679261  49.96729979
  49.97119383  39.97018206  29.97560271  49.97518293  59.96459162]"
"[  229.87224791  1019.80815232   899.6545082    779.84027136   729.7267448
   339.69837496   629.77448546   229.87224794  1019.80815206     0.        ]","[ 29.98791656  39.96732781  69.96932037  39.95162164  59.95526961
  29.967246    29.99195619  69.96164483   9.98392995  19.9930628 ]","[ 19.98769723  19.98355168  59.95046605  19.96713815  39.98812385
  69.95459595  29.97037343  19.97344924  19.97375484  19.98076875]","[ 49.9819488   79.97264149  39.96817718  39.97804753  39.93872589
  29.94794355  59.95739896  59.98067479  19.98398089  19.97685937]","[  59.97577806  109.94351887   39.98987039   59.96930404   19.97471628
  139.95142787   79.95445794    9.98239345   49.97605769   69.94789835]","[ 19.97644051  49.98218174  39.96461681  19.97801348   9.9797666
   9.98693042  29.97541694  59.9793095   39.97769401  39.98630136]","[ 59.95964827  19.99086179  59.96575334  49.96442994  49.98583261
  79.97290579  29.95852318  39.97489957  49.97455432  29.98762897]","[ 59.95062842  79.94549219  19.98681224  39.98914467  29.98410449
  49.93671412  39.96367164   9.98311051  19.9819614   69.9844018 ]","[ 29.97628317  19.97486388  19.98671586  89.9895781   19.98074705
  29.96905096  39.9873569   79.95913125  29.97812955   9.98195224]","[ 69.96031074  29.99437089  49.96833847  39.94532183  19.98232949
  49.92993181  39.98407213  39.98747216  69.97290049  79.97159057]"
"[ 1349.60554093   229.86999017   999.81787916   899.65550771    19.9732355
   529.72780455   699.88731313    19.9732355    529.72780455   699.88731313]","[ 29.98197633  29.98776442  39.94448838  29.97600087  79.97299579
  29.9678274   39.97510819  49.96239203  29.97715976  49.98080453]","[  19.9700151    29.98762215   39.98297882   69.97155277    9.98730801
   29.97840391   19.97075226   49.96070502  129.968845     19.98620333]","[  29.95960976   29.97582682  129.95253574   69.96135139   89.95000723
   19.98495931   19.98850764   29.97224542   49.97010577   19.98684532]","[ 19.98019983  59.97540654  19.97170707  19.98111521  39.95902392
  29.96077068  79.96247303  19.98596898   9.98613712   9.98357797]","[ 19.98109106  19.97039556  29.95346158  69.97445096  69.9667972
  19.97654403   0.          99.95335625  39.98835058  59.96458168]","[ 39.98640962  49.93946512  29.9789447   19.97481812  29.96207781
  99.96772073  39.95097659  19.98865038   9.98581533   9.98024465]","[  39.9895257    59.97851644  129.92543475   29.98768705   29.99010747
   19.98054152   39.97918354   39.97329336   49.9842843    79.97324284]","[ 79.96346388  19.98903799  39.97516514  39.97361253  49.97413717
  19.981219    19.97881643  29.97122536  29.97474515  69.94392802]","[  59.98651553   59.98252821   19.98087548   19.97507076   59.95490312
  129.89938552   29.98272438    9.98532548   39.97541299   29.97791633]"
"[  679.81459107   809.57705613   279.93904583   349.73991853  1029.63461658
    39.93418043  1109.76202234   679.81459107   809.57705613   279.93904583]","[ 39.97888698  49.97149933  29.98749104   9.98326002  29.95556663
  19.97123767  69.97406055  49.97350056  89.9298727    9.9844484 ]","[ 19.98745437  29.95761393  29.9847144   39.98649435  39.97772405   0.
  49.97977992  59.95829896  49.95374665  69.96288309]","[ 29.9784409   29.97812507  29.98980721   0.          19.96535227
  69.94012462  39.9685589   29.98769759  29.97231299  19.98006288]","[  59.95928991   19.98604605   39.9711687    29.9762352     9.98787201
   39.97464681  129.98343738  119.96393484   19.9680438    19.97805045]","[  69.97123204   39.950436      9.98397916    9.9842887    59.97927592
   29.96636766   29.97614719  119.95814074   39.96803507   39.96350746]","[ 49.98338591  39.96344955  59.96193527   9.9817103   19.97012027
  99.95334422  29.97443402   9.98809038   0.          29.98041133]","[ 29.98027219  59.97629057  29.98956578  59.97353291  69.95218414
  29.98912566   9.98494133  19.97165932  19.97868784  69.97924714]","[ 19.98894551   9.98576112  49.98210821  29.98054513   9.9895463
  19.97920199  59.96872369  29.98462913  69.97347633  29.97373283]","[ 49.97810101  99.94631514  19.97149313  19.97346069  29.9749887
  39.9764094   39.98456401  29.96517517  59.97117479   0.        ]"
"[ 349.74569548  829.67497768  739.75841863  459.72990787  349.74569548
  829.67497768  739.75841863  829.67497852  739.75841852  459.72990802]","[ 29.97854674  89.96806317  89.95838779  29.98187941  29.94966074
  59.97854186  49.9790496   29.95763067  29.95935757  39.96093229]","[ 119.97474124   49.96734271   99.95634178   69.98417568   99.9630156
   49.98771342   59.96636111   49.9605174    39.9725497    39.97285128]","[ 49.98532884  19.98055441  59.97114003   0.           9.98685586
  19.99173451  49.94979935  39.98357319  29.96182758  19.97347384]","[ 39.97271466  19.98457925  49.96665969  19.97727727   9.98245212
  19.98186203  19.97515291  19.98543576  59.96720593  39.98415542]","[ 79.98180933  39.97724807  19.9866137   99.9714725   59.91769974
  39.97448566   9.9870738   69.9691566   19.98454044  19.97779707]","[  19.97797769   19.96969122    9.98901997   39.95406124   19.98631809
   59.95809122    0.            0.          159.88713363   49.97754258]","[ 19.97923672  29.98785491  39.99117032   9.98528361  69.95807817
  49.94734698   0.          49.96794174  19.98043651  49.96924215]","[ 39.97586483  79.95141384  59.97653007  39.97882778  29.98029366
   9.98943985  29.98787926  59.99132836  49.95226447  39.97705082]","[ 19.98239725  49.9839398   49.97002188  89.97167424  19.97321842
  39.97656684  49.98268831  39.94990699   9.97960434   9.97936088]"
"[  459.72927995   249.84543439  1039.6258578    109.93355187   249.84543439
  1039.6258578    109.93355187   919.39638208   349.75042567   809.68607574]","[ 79.96828372  79.98265581  39.97200824  19.98142538  49.94075624
  49.980996     9.98858555  29.99224181  49.97597192  39.97861385]","[  29.98737495    9.98314738   29.99275186   29.97726146   49.95219261
  179.92715833   39.98407385   79.94717022   29.99308516   29.98194554]","[ 79.97361699  19.97210288  29.97046922  19.9748253   49.94703784
  29.97393316  79.92645093  29.98237432  39.97904492   9.98317528]","[  39.9738047    39.97319019  109.97168752   19.97911179   39.97854688
   69.94307447   69.96852808   29.97445782  139.94651173   29.9703483 ]","[  39.96392115    9.98848678    9.98656186   39.96089546   39.9755791
    9.9902494   139.88884573   29.97569795   19.9842413     9.98099431]","[  0.           0.          59.97408022  19.98257296   9.98341221
  19.9750098   89.95638657  19.98260127  29.9900577    0.        ]","[  9.98012388   9.98394227  39.98349002   9.98298295  39.98620902
   9.98407395  29.9780757   49.98056541  29.96587783  39.98563164]","[ 29.99105678  19.98068756  59.96705071  19.97596483  39.97485016
  19.98199627  39.97530987  49.97712688   9.98464628  49.93500204]","[ 39.93763567  19.97876695  69.96561927   9.98511555   9.98538638
  49.98401519  19.99470195  69.9645521   29.99023911  29.97525949]"
"[  919.38154744    39.945917     249.85448434   369.72243616   109.93348937
   919.38154584    39.945917     459.72860321   249.84261217  1009.64989308]","[ 39.9882198   19.98914045   9.98472294  59.96668321  29.98647664
  29.96755701  59.96483441  39.94878105  39.97782375  59.96303083]","[ 69.97523444  49.98199482  19.96800811  19.99066567  39.95726099
  39.97251495  69.95785577  49.98080132  49.95412099  29.99210207]","[ 29.9768165   19.97659355  39.99135464  49.97304299  29.97597982
  29.9890665    9.98102153  29.99008421  39.97398057  69.97679883]","[ 19.97964217  69.96755452   9.98023845  69.95551242  19.97608936
  29.98700386  79.93341007  79.96632447  79.90318032  79.97050259]","[  29.97747463    9.98442441   59.97430231   29.98512663   19.97173683
  129.88774694   49.9604488    29.9881939    39.95191345   19.97897065]","[  19.97608785   19.98417198   49.93094755   59.95582854   59.97152562
   59.97525495  109.97929478   29.96926318   19.97563102   19.9777134 ]","[  49.98962067   29.95564782   29.98627956   59.97104669  109.97653024
   39.98311607   19.97820633   39.98145279   19.98894729   19.98361213]","[ 29.97305567  19.98259604  59.97993363  69.97336006  29.98776017
  59.94304186   9.98004324  69.96010421  19.97181069  59.97349413]","[  29.96674733   59.9719093    49.97275029   79.96032496  119.96440528
   39.95286489   19.99210898   19.97554605   49.96889728   59.97402906]"
"[ 249.85675656  379.70383833  759.77438979  989.63556828  749.72593252
  689.8175651   399.71534339  749.72593267  689.81756521  159.88462353]","[ 19.98003813  39.98872234   0.          19.96960131  29.98916124
   9.99005215   9.98509347  19.97884182   9.98006891  79.97523597]","[ 49.96684878  19.96407191  29.97159329  89.94558729  29.96516096
   9.98059384  29.96692686  29.98283742  39.9773525    9.98225844]","[  9.98313554  59.96305533   9.98596857  39.97431535   9.98679926
  29.98128378   9.98648159  39.97120696   9.98188722   9.9841082 ]","[  29.97056987   49.97248084   59.98010401   29.96360023   29.97231334
  279.90434656    9.99039966   89.97180076   19.96828485   79.97556171]","[ 29.98546067  39.98500428  19.97075675  49.96848942  49.98291871
  49.98514306  29.98222541   9.98786045  49.95072513  59.97381793]","[ 49.98154631  39.98977141  39.9750418   59.95145445  39.97359299
  29.99171384  89.97361462  39.96179091   9.98167257  59.96294934]","[ 49.95818013  39.97218435  49.96979017  59.98277341  19.97902819
  79.96787084  19.96726572  29.99024107  39.98342568  39.95070752]","[ 19.98384071  19.98748526  19.97612503  49.96491126  29.98006531
  19.98151518  19.97826503  69.93265496  29.96985107  29.95830646]","[  19.9745998    49.96649056   59.98317044  169.9483978     9.98159205
   19.96856937   39.9657127    19.98206278   49.95221914   29.98404158]"
"[ 739.64247857  129.88620814  829.6577118   399.71629808  779.72937159
  129.91169132  779.72937135  129.91169132   19.96310572    9.97912018]","[ 19.97254529  39.95597485  29.98439508   9.9901422   59.96635154
  29.97560427  49.97357126  59.97330092  69.97084307  49.98492917]","[ 59.97715131  29.97600196  89.97677366  39.9703163   29.99325363
  59.97843568  89.9075154   19.98049832  39.96940443  19.98809691]","[  29.97163759   49.96788173   19.98891981   69.96780388  119.96092244
   19.98300148   19.98365979   59.95464456   39.9824346    59.97539235]","[ 49.97779013  19.98893264  79.95572915  99.96951635  19.97605075
  29.95042847  39.98050153  29.97340157  69.95286846  49.98473837]","[  19.96749985   49.97023268  139.90581373    9.98395001   19.98558151
   29.96946964   49.97782665   49.96903229   29.95740905   59.98663656]","[  49.94961569    9.99060138   39.97719864    0.           19.97181449
   79.97424753  169.86027481   49.98591794   29.96986616    9.98017318]","[ 49.96018058  59.97771271  59.96316842  39.94546311  39.97181315
  29.9668993    9.98906581  79.96870434  39.97377514  59.97786851]","[ 39.98025844  19.97639259  69.96312777  39.98456377  39.98533345
   9.98894752  19.98529238   9.98838146  29.99047778  39.9752293 ]","[ 29.96036645  39.97560285  19.97231056  99.95749444  29.97757666
  49.97317495  29.98888834  59.96765258  19.9648612   69.98422754]"
