trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[ 79.94096677  39.96916446  19.98682198  69.97412156  99.93237788
  19.97089024  59.97709626  49.98126769  59.98232247  29.97618739]","[ 39.97331783   9.9846877    9.98223611  19.98240357  19.99001411
  69.95304081  39.98427424  39.98295936  79.97572655  29.97795952]","[ 39.95575013   9.98812413  39.97612495  79.95037554  39.98205781
  69.98861905  19.98868559  49.95789787   9.98391061  19.98647655]","[ 59.96022989  69.95841063  19.97076751  19.9830544   39.97414169
  59.97891862  19.97158117  69.96046087  39.94363527  59.9433611 ]","[  9.98019577  29.98864777  59.96731463  89.95184877  89.94635583
  49.98920453  39.97846981  49.96794551  29.98152422  69.98149505]","[ 19.99083888  49.98060391  59.9690333   29.9702176   49.97849927
  29.97044166  49.97832735  69.94494612  49.98662569  19.99387694]","[  9.98482929  19.97946085  29.98178841  59.9691697    9.98231379
  59.97044619  49.97057434  49.96689535  59.96991552  29.98124916]","[ 69.96720807  39.98458644   0.           9.98540739  49.9722298
  49.9804728   59.90564812  19.99099499  29.96931644  19.98922849]","[  9.98734608  29.98979459  79.97633306  29.98874761   0.           0.
  19.96984631  49.98224483  69.96293938  29.96498499]","[ 19.97069209  19.9773838   39.978757    19.97136428  19.99234925
  19.98819659  29.96142081   0.          29.97965813  19.98605874]"
"[ 29.98380717  29.96988582  69.93416451  19.97344002  29.9812908
  29.97925715   9.98033103   9.98581276  19.97234725  39.95067391]","[ 59.96065427  19.9811223   59.96227917  29.97696591  39.9873492
  19.96461085  19.97385405  29.98682227  19.97209089  39.97818841]","[  49.95385179   39.97213892    9.98136248   39.94471727   39.98886932
   59.97831575   29.97310987  149.95680901   29.98043278   39.96108158]","[ 49.95765616  39.98587507  29.96981757  19.99072918  19.98162912
  19.97203025  19.97374835  29.97634639  19.98535193   9.9798848 ]","[  19.97825843   89.97817165   49.98821734   19.98171547   49.97249865
  189.93313052   89.95195118   19.97989555    0.           49.9818397 ]","[ 69.95330341  89.96370199  19.96758318  29.98779371  39.97279863
  89.96203813  59.97652348   9.9795623   29.98352821  39.97818345]","[   9.9820969   129.97654319   49.98444635   39.98273003   19.98901828
   19.98119148   39.96551808   19.97814694   39.97891738   99.96715063]","[ 39.95280261  29.9661863   89.93107614  39.96305779   9.98873089
  39.98006764  19.98648336   9.9852689   19.97836957  29.98030224]","[  39.97083994   79.97560939    9.98949952   29.97306744   59.96153792
  149.95060478   29.95295727  129.83773738   19.97165058   49.98642786]","[ 39.96462565  39.97316522   9.99157801  39.98342449  49.97472894
   9.98671082  19.98510917  39.97029542  39.98345032  19.98779071]"
"[ 29.98047608  39.98156589  19.9889192   29.98055819  29.9842151
  29.95889248  19.97061348  29.96707729  49.97087127  19.96980895]","[  39.96564992   69.94331636   19.98742834   29.9923114    49.98576932
   29.96792852   39.97704668  119.9126572    69.96946312  119.98117699]","[  19.97195222   69.96811232   29.98383114  109.93750362   49.95551148
   19.99244837   49.97536701   39.97179843   89.91080697   19.99436202]","[ 169.91264991   29.99114164   59.96030434   59.97768653   39.98557455
  119.97094689   29.98084671   49.95625661   59.96630469   59.96039911]","[ 59.98186839  29.97903964   9.98688582  29.96268247  49.98293254
  19.97087007  59.9540565    9.98456708  39.97254298   9.98546108]","[  49.95752742   29.97259408   29.97277157   49.96389655   39.97611891
   39.97319269  129.95483719   29.98072012  109.97124554   19.97531149]","[ 59.96804766  39.94850559  19.98251824  29.96998692  59.96763335
  29.98713001  49.98750446  49.97755476   9.98466468  59.92854373]","[ 19.98702729  79.97665249  19.98688026  49.96935829  29.9789247
   9.98732096  39.98900089  19.98358285  69.97978269  19.98899231]","[ 29.96046443  29.96970981  19.98294709  19.97927542  39.97063401
   9.98687891  49.97848229  39.97781022  19.97964279  49.96424341]","[ 29.98410827  29.98933882  29.97207349  49.97562374  39.97942024
   9.98723949  59.97300899  49.97836949  39.96761984  59.9592598 ]"
"[  19.98865687   39.97649179   39.94335601   29.98240926  119.97442322
   79.95973239   29.95835439   19.98826907   29.99106427    9.98625501]","[  89.98021842   19.98040538   19.98387077   49.96840416   39.98219177
   79.9651965   109.93255085   39.98147125   59.97546987   39.96011303]","[  89.96668967  159.96604307    0.           69.93253198   19.98594229
   19.96814086   19.98032526   39.95423416   49.96344261   59.97892013]","[  69.9752064     9.9845563    19.97594784    9.98250794   19.99067584
  129.95302898   79.96747379   29.96767937  119.96405572   29.98427818]","[ 49.9789926   49.97256845  29.98700748  59.97101799  19.98482997
  49.97538659  99.91121237  89.9739674   89.96520335  89.94142879]","[ 29.99061406  69.96208299   9.98537669  39.98888452  59.96870681
  79.98270314  39.98729253  69.92282466  49.96823672  39.98708541]","[ 29.98047769  19.97883995  39.96637108  29.98517587  29.98302658
  79.96773356  29.98867954  29.98027274   0.          39.98067451]","[   9.98357653   39.99022055   59.97285057   19.97624123   99.96351612
   39.98760806   39.96224186  149.96397076   29.99018198   29.97452637]","[ 139.96431839   39.98032131   19.97270078   29.98044538   39.98478472
   59.96350395   59.98573887    9.98671419    9.98422907   19.97370172]","[ 29.97945888  89.92841807  59.96902003  59.97733378  19.98262333
  79.98366827  49.96886133  29.98404828  39.97844127  19.96093761]"
"[  39.95842199   39.98332897   59.97569044   49.95095043   39.97744153
   29.95623832   29.98838186   29.99140071  129.8035046    19.97263467]","[ 29.99233731  39.97478328  29.99007023  89.9133138   99.9694545
   9.98731579  19.96698375  49.9753861   39.97624495  19.97238055]","[ 59.97997022   0.          49.96327942  59.96812278  39.97071379
  79.97758604  19.97695737  19.98110625  19.97836062  59.93916805]","[  9.98849394  49.98822344  39.9815313   29.96954023  59.95321947
  19.97613962  19.97388479  19.97835137  29.97566784  49.97760058]","[ 49.99120168   9.98427544  19.97109415  89.96861676  59.96873287
  29.97429914  29.9897586   39.94650823  19.97412738   9.98140066]","[ 29.98821528   9.98362036   9.98985628  39.98275424  49.96970007
  49.97030786  19.97814978  39.98267936  29.95464653  39.97228445]","[  9.99018958  89.91928992   9.9867229   39.94912891  29.98640401
  19.96307073  39.98465186  19.98539162  19.98560209  59.96298457]","[ 49.97092492  19.97138269  19.98533145  29.97157801  59.967108
  29.95536165  19.9776042   39.98317509  19.96417049  19.96953694]","[ 19.98942735  39.9880556    9.98802722  19.96503953  29.96900071
  29.98291034   9.98191067  59.96396576  19.97128675  49.95949057]","[ 29.96721383  29.98668378  29.96377462  99.95900117  19.9931137
  59.98124358   9.98591439  19.98015778   9.98975231  39.97610735]"
"[  39.9869955    19.96991724   39.93214434    9.98994946   39.99013116
   29.98251953   29.97656306   49.9556401    29.98588362  149.89291967]","[ 29.98738777  19.99128817  29.99272548  29.9884808   39.97441822
  49.97931214  29.98476991  39.9636134   69.93903504   0.        ]","[ 29.99026722  49.98710184  59.96518037  39.97421496  59.98978291
  49.97584492  39.97018117  39.97190786   9.98195405  29.97982748]","[  39.96324788    9.98139712   49.98436411   49.97140297   29.96617637
    9.98923393   69.9498762   149.946332      9.98423198   49.96585938]","[ 19.98163089  39.97030711  99.95597791  19.97741272   9.98206981
  69.97280279  29.98768908  49.97279997  19.96717868  19.98442753]","[  59.92784276   59.98826692  119.97961497   29.96998031   49.96914677
   39.9697145    99.89324286   39.99098857   19.98185829   39.92622682]","[ 79.97481094   9.98436937  59.96360107  49.97176117  49.9799826
  59.98506111  49.98027516  79.97719343  19.97239625  29.98199839]","[ 29.978044    29.99094835  19.97576832  69.95918064  39.97815599
  19.98272438  29.98912437  29.99336352   9.98774431  19.97658374]","[ 19.97306308  49.95102387  29.98713059  29.99083345  59.96933186
  59.98856335  79.95904724  29.98102326  49.97259335  79.93452289]","[ 49.98002084   9.98794761  39.95715728  29.98059863  29.97820189
  59.97416141  19.97722486   9.98420355  29.98836302  49.92546418]"
"[ 29.98014343  19.96868711  79.90061959   9.98545154  19.98792872
  59.95870513  39.9502658   59.94735939  69.97296147  59.96700267]","[ 29.97919096   9.98342423  39.97502401  59.95454427  29.98409227
  29.96372705   9.98249046  49.96199952  19.97999629  59.95768865]","[ 19.98122854  49.98169526  49.94290919  79.95539511  29.98185872
  49.96420749  19.96199545  49.97383911   9.98596938  39.98481834]","[ 69.96438579  39.97744031  39.98835343  39.98150675  29.98471836
  39.98622387  19.97515044  29.98662126   9.98692279  29.96839887]","[  59.9672831    59.95142411   59.93313305    9.98554272   49.95998844
    9.99052983   29.9874599   119.94179229   39.99110129   49.9728549 ]","[ 89.94771706  49.96271049  59.94136186  79.96689589  39.98312271
  19.97703714  89.96698913  49.97546767  29.98244974  69.98990512]","[ 59.96430227  59.9672115   19.970145     9.98841749  89.95242223
  39.97508158  19.97520863  29.9919792   39.974399    89.96834697]","[ 39.96906755  99.9081763   79.94675819  39.96081949  39.99251951
  19.982937    49.98815716  29.97408258  39.98374459  59.97126022]","[ 29.95915417  29.98320388  59.97695264  99.98250982   9.98450713
  49.9818275    9.98306779   9.99032841   9.98361787  19.97993472]","[ 39.97303898   9.98849852  49.9870005   59.97574644  69.96536865
  49.98654863  19.99465811  69.92393808  39.97137338  19.98513347]"
"[ 109.90850422   39.98413436   19.96707357    0.           89.9390921
   89.9692593    49.97271405   39.98989792    0.           69.94735077]","[ 29.97592517  49.94433002  29.97358239  49.96861234  39.98489476
  39.98088201  69.97615821  19.97348429  39.95229051  49.94927443]","[ 69.96806802  29.97502743  89.97412876  39.98488661  39.95807978
  29.9861995   39.98627997  29.9906035   39.98937841  29.98471344]","[ 79.96956461  19.97337875   9.98547268  99.9028018    0.           9.98736209
  49.97937174  49.96936818  39.9886153   39.96926301]","[ 39.97130844   9.98717084  29.99262043  99.93811921  29.97774845
  39.96086701  49.97190701  49.98400117  39.97262806  59.98531631]","[ 59.95455111  39.97460275  59.96920405  39.98462382  19.98677931
  29.98775943   9.98503348  39.98806147  39.98062296  39.9656334 ]","[ 79.90970358  39.97711908  39.97145917  39.9587922   39.9856491
   9.98677256  29.9642078   99.97953239  49.97017955  29.97729178]","[ 29.97357827  39.98256711  19.97763531  19.97247387  79.97511873
  29.97779393  19.98415351  49.99049794  29.97212161  29.98616773]","[ 129.89819987   49.98131584   19.97841058    9.98684371   29.9689099
   29.98654179   19.98333792   19.98497165    9.98559904   79.91607393]","[ 59.98431904  39.97468025   9.98856008   9.98804841  39.96534753
  29.97404681  19.97994951  49.97350576  49.98819705  29.96450764]"
"[  49.95471773   39.96835194   59.94474422   39.9886189   109.96670216
   29.98970734   29.98065382   29.98689606   19.98599142   59.98132567]","[ 29.98938694  29.95663119  69.96766972  59.96358258  29.97220635
  59.96839047  89.92987064   9.98175009  19.97700192  19.97625459]","[  9.98549938  69.93831385  49.98231759  19.97513032   9.98917592
  39.94373987  49.96906726   9.98694813  19.98806215  29.98211889]","[  0.          19.99387558   0.          19.97646144  19.97667218
  99.97655664  59.99112068  39.98771094  89.97593026  19.98545701]","[  39.96150251    9.98005724   49.96541736   79.95837211  159.93217628
   19.98644266   19.97164742   39.98154771   29.96142763   19.97827444]","[  19.97577469    9.98837595   79.92792339   29.98302291   59.96031208
   19.99040669  179.82505415   39.97108428   29.9798121    49.95712484]","[ 39.96676035  39.96950823  59.96546373  39.95509402  29.98584132
  29.97538282  39.96686257  29.9872822   19.99026905  39.98205615]","[  9.98546009  59.97360393  39.98424158  39.94068575  69.95443077
   9.98632218  39.96206547  79.9764666   39.97764499  39.9404904 ]","[ 19.97520351  89.9514465   69.96692975  49.95004101  69.94138953
  29.97798036  39.97831554  29.97258943  79.92210659  69.94816005]","[ 69.97948522  89.95421769  29.97424219  19.97889311  19.9814136
  29.99043555  49.96924152  29.97936206   9.98528089  59.9104616 ]"
"[  19.97550709   29.97619361   49.96085779   39.98735861  109.95427228
    9.98174573   39.9735074    39.95265885    9.98268186   19.97229   ]","[ 89.98441733  59.96083963  29.95679982  69.98314629  29.9925615
  39.98751563   9.97971359  39.97312636  49.95855678  29.98934204]","[  9.98429007   9.98694514  69.96439082  19.97151468   9.98761964
  39.98125523  19.98964508  59.9355342   29.98328662  29.96963434]","[ 19.98145003  39.98361102  29.98705673  29.97939235  19.97315564
  29.97668165  39.97214119  59.96560481  49.98361759  39.97812933]","[ 59.98238121  49.98093861  19.97429933  59.91671648  49.96420777
  49.98353922   0.          59.98153324   9.98885725  19.9687498 ]","[ 49.98754854  49.91427315  29.98966258  19.98477139   9.9799583
   9.98009781  49.95180355   9.98702547  69.95317251  39.97403399]","[  19.9821817    19.98430027    9.98477004   59.97246649   49.96785756
  149.94596468    9.98986496   19.98878558   19.96919088    9.98369019]","[ 19.97347347  19.97534956  29.98035621   9.98812095  39.97437095
  29.98710594  29.98912112  19.98187905  49.97398417  29.97118847]","[ 49.96693763   9.98263887  49.96329592  29.98235253   0.          19.98290928
  19.97691911  49.95172858  99.97250519  39.97360311]","[ 19.99306422   9.98857362   9.98178781  29.98519414  49.97351052
  39.98236312  19.97867775  49.97628822   9.97993579   9.98585647]"
"[ 39.95457183  89.98611794  39.97041111  79.98145444  39.95981548
  29.95721025  29.98740189  39.94919628   9.98635716  39.97867351]","[ 29.96943885  29.96653723  19.98989543  59.98043598  39.97332831
  39.97120129  29.96811107  39.97519621  19.97638355  39.98161232]","[ 19.98965019  39.95548364  39.97495497  69.94430701  59.97334273
  19.96755079  69.98447019  79.98150924   9.98674264  59.98370339]","[  69.95719783  129.96086037   49.97193492   59.98179847   79.97379992
   49.97641882   79.94581375   19.97137112   29.97012353   39.9768037 ]","[  49.97286912   39.97599437   39.98233249   29.97459318  109.92540558
   79.93499049   59.97255573   99.94271042   39.97390109  109.94213352]","[ 29.95016504  59.97702311  29.99201634  29.97455446  59.9545727
  19.97518505  19.98076658  39.98224331   9.98726759  49.95265441]","[ 79.95722547  59.9702363   19.97243948  59.9716322   49.95467763
  29.98415092  49.96753964  59.97818682  69.95080051  29.97647929]","[ 49.9785266   29.97312084  99.97152155  19.97700101   9.98587926
  29.98687189  49.97531544  29.99299472  29.98107271  49.9665974 ]","[ 49.98036908  89.9825505    9.98614003  79.96121394  39.97938417
   9.9869205   49.95546105  39.98144069  29.9792986   59.98016844]","[ 119.89490904   69.93393923   19.97532376   49.97605803   29.99062023
   39.9832203     0.           39.98668077   59.90987597   49.98497668]"
