varianceSvrg0,varianceSvrg1,varianceSvrg2,varianceSvrg3,varianceSvrg4,varianceSvrg5,varianceSvrg6,varianceSvrg7,varianceSvrg8,varianceSvrg9
1406.4640449648045,15761.052148204755,693.7418553052883,555.9230032977727,975.2281685999092,1965.5337086284376,566.0834994449383,3399.868350313031,430.2938868809524,1338.9863566776637
1003.4925106707212,13125.42491714006,1138.6903152955163,1768.1201627756568,2094.2106351663933,2628.1017295046754,1341.8732178562846,2972.3033664576737,801.6494706521459,1653.9414451986872
2106.3334831045677,17191.535003254452,1334.5531410130857,903.3032841650463,2169.9498213179254,2576.2380580117815,707.990981001268,2494.922592759036,818.7271920009455,1384.3942931449074
1244.693488507043,12182.5918784998,1643.239856548888,1416.6318209836697,1080.5396135612755,2593.2474848947577,1669.5977301323112,3447.265938032273,685.1185838294655,1763.4067445986138
1926.5986811164069,18059.893774646713,3656.983565946286,1257.6344698172647,1264.0731889305698,3333.4936497285075,776.6940217803526,3494.5453854604316,567.8642687856894,1599.556412759861
964.2470058395223,15826.173309560732,2769.4301232552552,1172.7997884664196,1142.1256914012051,5959.004838216271,800.1736773834542,3264.8203578733996,1042.9797323965736,1174.981935606118
1363.3910835636227,9929.771381182341,5926.068911868473,842.6793506016868,1046.7509344776468,5691.4768296904695,2446.7414431643074,6126.7665002873855,624.3964060449981,1453.089305724479
1228.2933925926418,15589.8570975011,4828.7294231401,873.5041132924007,1299.2725532336146,5539.629313990469,1956.742566652226,4800.955271980769,1191.5662789189182,1026.6382784595608
1118.5250998552306,9353.930760703024,21944.41096738544,925.3368684409963,1485.8030239201535,4929.667678092905,1968.9196844843452,6718.31042554058,629.9792603576077,1004.2144549993488
1719.9182273583283,15696.767246325602,6360.430006211452,1469.9494358496524,1049.687161516422,5859.998713861845,3567.977257341381,5701.039113356019,718.3754268890291,709.1392060120382
1398.7129259397225,10971.118170017755,7704.0564320776375,1106.9667386903,743.4613434699022,6898.405160369776,4209.60091512797,8288.01177226706,620.7053084518989,875.95694991075
2071.3608781103458,7836.613034480913,7671.498270651753,986.6839432777338,507.3852523771618,8398.02983941642,3827.1014455207674,5632.870611806158,578.6287152349214,1141.3838856295292
3501.335572277355,7694.345770997508,5064.712861909843,775.7704018403635,389.5841135782476,6211.652166994542,3246.1788940273395,5059.439409426597,276.4386296168341,1074.482060445459
1081.5090995660107,7558.702310271132,9401.407718551978,631.9908512459266,438.032877622871,7274.283996004961,3686.078307863496,8271.505882289362,378.20655293716584,1114.5131784199973
1176.8319450512636,10309.066649822602,12113.632735289018,449.67491257543463,491.4689503527847,5344.851684014942,4937.3343393911,7607.943254469294,538.1571225641324,2573.1167224309215
1548.0643087302717,5923.553036834963,11086.778161466646,1189.4132768805919,516.9503474171211,8757.834465775992,5272.582003833868,8113.665474297069,212.96459179753933,774.0751120995808
1706.1444015340817,3721.353635088993,17737.74286216149,2562.6262421462643,425.6958105024765,9031.046270001301,4637.550886207067,7445.578197348729,372.2979532468268,1073.6748791668902
864.164272568376,6560.339855232842,13099.307174128686,1041.0484949903878,970.7432117622108,7833.136668291452,4889.237755498723,9692.561767224126,560.4609984711105,1367.2089179741151
2268.427154703769,4630.7397039292055,15315.413589213182,812.0087099629034,265.79762148247136,9861.5398255197,5303.668448971686,7805.934265747453,926.4226990068956,998.0399757477353
921.5583221232346,2069.081978183784,12653.741706245677,674.0339393716824,639.5597175257078,9243.522937075846,4211.579692422507,7835.816374854257,1068.6645525937151,556.2508160548101
794.2847752607131,1363.0536004680503,14408.18343841856,716.993555576975,301.5553461906147,9496.116343576785,5907.224529676494,9380.962579457699,936.1376341760773,1297.8026195135321
608.7687689935099,2033.04113200336,11552.60895213718,623.9761775553487,429.7438049952939,10638.146965497564,6851.966570604432,5662.381784238765,303.1513513552476,1186.848215334178
466.7468667842544,1063.6779324892586,15993.467984065193,875.6717212859486,413.22844748070906,9279.33896818287,4634.994475251934,9233.659163448858,381.7479307778766,485.8882650265979
376.0828822391685,1522.6751259931648,15538.017184588702,792.7038010943477,224.9242593127536,10674.816804997363,5680.727387286766,10890.842311963332,617.0972423852281,874.3476899840346
376.25479705941314,1365.429923817252,12969.604123877669,622.1298233234944,340.2828100958801,11263.688311470443,7586.745084739085,10303.747439971383,435.27037181078504,367.8181405427803
568.4051407550377,617.0737194291054,18820.427079983674,924.849893486519,526.9159008823938,14060.7508562819,6536.630763107396,9754.52463009485,1177.5288594963467,579.6601089780169
1044.0732385138608,317.57297348286704,19556.78459160873,799.149374870103,674.3224005554623,11981.826973798934,6255.283734215671,8738.558487646285,588.0532686537093,720.4791776025866
1823.2974549033888,512.1860750083171,13257.998077948012,838.8148015722561,404.48737444308676,11792.09397073742,7645.345732644685,10700.466386559603,784.6398120001638,360.98615622096486
1220.8367045291411,588.0065487712268,21936.88804272112,1295.8573607879853,612.1215408725527,12286.016765532255,8797.380497936088,13856.651788742416,981.52836996769,1449.1080255035758
