,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,0.0001625781091131447,3.2542512160750626e-05,0.0001366540753466123,0.00016640968889240933,8.269213366542027e-05,0.00010102796869982431,0.00012585066360641518,3.918848990176468e-05,0.0002654185392838473,0.00016691264808885633
1,9.077297902352549e-05,8.584987130396212e-05,0.00015008828261952266,4.6240030218682826e-05,2.4404906235470894e-05,9.335173560408873e-05,0.0001269437089608515,6.854206170125143e-05,0.0002585239218135713,0.0001620447696568164
2,0.00016401040384946529,4.286259589010391e-05,0.00012843081804204688,0.00026646948057141917,9.036981120612902e-05,0.0001584173879572007,0.0004076521346816844,0.00013791329466426936,0.00015468814516016497,0.00026784844966274866
3,8.749915236143343e-05,5.2678170615832205e-05,0.0002367700652719689,0.00014991654334793586,0.00024300168075265508,0.00014448242365485374,5.78030964348577e-05,0.00014130212425332177,0.00015036184268606368,0.00017163483976627303
4,0.00011050402412185379,2.8754285061353628e-05,8.73704593562626e-05,8.987209095379615e-05,0.00010859402153197864,9.213630353208006e-05,0.00010529198590520752,0.00014260646591637182,0.0001614721123840482,0.00015920154349968255
5,0.0001417239624297918,6.137974738171912e-05,0.00019429048276966041,0.0003366271037519193,0.00014687840490553786,9.282662096150092e-06,0.00037858690309336255,0.00018460218819909603,0.0003403403420112102,0.00024011399993383126
6,0.00012598480600220854,5.596017185944129e-05,8.949170596181764e-05,0.00029704573392030844,4.901993354495214e-05,9.431625652941942e-06,6.945658094604896e-05,7.418423632540675e-05,0.00015568257318305606,0.00010221061154943122
7,0.00013855289705191301,3.861232559000093e-05,0.00011766178007231331,0.0004767567858653431,0.00010983030887561684,7.110461938675674e-05,0.00016228462236329982,0.00010020267165265427,0.0002116901600870925,0.00022670215959195498
8,0.00019360705927351187,6.580827783590545e-05,9.335479488401867e-05,6.239670390023513e-05,8.006782604639615e-05,0.00017650914230313947,7.038357886632402e-05,0.0002027648185795825,0.00044935542392482485,5.617647385574472e-05
9,0.00017652326063746803,4.336272101163072e-05,7.12088602084489e-05,1.352817511605654e-05,0.00019200309488287881,0.00010623551487397673,-4.631243441495319e-06,3.954694736299899e-05,0.0002594181093649383,0.0003474619710211647
10,0.0001708387211672511,5.775309877197677e-05,7.730555713171247e-05,0.00022087358103448773,0.00022271503884095003,1.2552779864272604e-05,9.633543053213869e-05,0.00010312204098988485,0.0002908539362619804,0.00013577666123361346
11,0.00011942490201497377,4.869962004352813e-05,0.0001450511277440901,0.00017483967296208356,0.00022337250404976094,5.472512908841384e-05,8.943244746264186e-05,0.0001075064462896195,0.0005645421670314462,0.00024836662263156444
12,0.00013069147718611012,7.968214944826599e-05,2.907063296217565e-05,0.0003949766056672132,0.00036590350040719376,0.00010549396599397237,-8.10952157556346e-06,9.412533696249378e-05,0.000300939020910932,9.014723148713841e-05
13,0.0001974616008853813,7.420947307449288e-05,5.249209913809262e-05,4.57175430939559e-05,0.000543096467381056,3.7740659417527853e-06,0.00011188245614329785,9.404977572048866e-05,0.0003816282681559666,5.3607470945832465e-05
14,0.00017094964851514306,6.95672818524861e-05,9.813606757441514e-06,0.0002741510763884414,0.00044343673493397887,4.455568255783112e-05,6.225587496730265e-05,8.055479599397679e-05,0.0005925443923617042,9.502713213181644e-05
15,0.00011614358121189983,0.00010004116719530007,3.586682339068979e-05,0.00020534776068781226,0.00021219840078661457,5.436425127111506e-05,0.00014848370670979375,2.498533696299645e-05,0.0004349858091797274,0.00012247502973637662
16,9.531466655919174e-05,7.803747770001527e-05,3.489039560355699e-05,0.00026998371014898536,0.000345442411090264,0.00016141751401255037,0.00014111692481638536,0.00012389740072171756,0.0003489906387981666,0.00019204404013323893
17,0.00012970944841656147,8.28762005180196e-05,5.479995272425699e-05,-4.111731414490743e-06,0.0003632094458293905,1.5114503275960841e-05,0.0001640784341901275,9.886683887353188e-05,0.00031245479195373077,0.00020334955812573838
18,9.903058450025022e-05,8.578074640141275e-05,3.1433559421089e-05,0.00021053240079082125,0.00031057177565069845,1.550758770834179e-06,0.00012936490569852608,6.249379434169907e-05,0.00018432712676486035,0.00017473966125677726
19,0.0001209887940369542,0.0001275701473791755,6.786649435357792e-05,0.00011644199867517614,0.00019047793285121065,4.0943237210221034e-05,0.00013456182172798806,5.8140514912484486e-05,-0.00010157233495970057,0.00041329328884654186
20,0.00017411812604126829,0.0001294391809105427,2.4309971112345243e-06,5.1715648611486164e-05,0.0003341237456785163,0.00012148481573332346,9.987682932735426e-05,7.80539110419547e-05,0.0004828143653755207,0.0002107817421515409
21,0.00018239181365383786,0.00012284071701430823,8.807932420767989e-05,0.00019293077812075122,0.00025327151819603264,2.7737354037917183e-05,9.408325121873059e-05,6.78449831111348e-05,0.0004632839014887604,0.0001488081833415923
22,0.00024007303622968035,0.00013398516497341924,1.9131575543425896e-05,0.00019566888222375203,0.00026449156084436373,3.084362003775412e-05,6.0828411105257036e-05,3.1162984110888914e-05,9.248791032676838e-05,0.00020808464250140943
