,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,2.0831945442744924e-05,2.6825205739765012e-05,8.969143264935944e-06,1.7612800819181984e-05,1.6396448387909366e-05,1.177815577328873e-05,5.507175444475598e-06,2.1864184018355688e-05,1.8690544116552063e-05,3.0829644086288995e-05
1,3.060483038601947e-05,2.455769847742428e-05,5.1825995142669e-06,1.6717886008000463e-05,1.4699689249925766e-05,4.369750669754745e-06,2.725439176371433e-05,2.8182183823337007e-05,1.9953552569531032e-05,1.9886629136790085e-05
2,1.0857992864334015e-05,1.8552491332799253e-05,9.162511586912025e-06,2.1146209359916987e-05,1.8412833870841517e-05,1.0100749479249948e-05,6.376449395944707e-06,2.114112297560344e-05,1.9043331358200986e-05,1.3376239191995663e-05
3,9.479367585669324e-06,1.9459747334922978e-05,1.8410657501040543e-05,3.021140066790185e-05,1.5672489657379522e-05,9.626247380021198e-06,6.460103142284016e-06,2.0753309308712367e-05,2.5573104786282262e-05,1.8149344601509026e-05
4,8.34372918432371e-06,1.1878831395330873e-05,1.6301962777748132e-05,3.142383469789334e-05,1.4285080173012688e-05,1.421172581863401e-05,1.934550119485554e-05,1.9574713062745642e-05,2.6392941987721283e-05,1.0220258005692193e-05
5,5.6105581879522575e-06,4.662391518297624e-06,2.3733985672892815e-05,2.3242522772205643e-05,1.9796449000209352e-05,3.729853484201134e-06,4.050160273085026e-06,9.70398003239784e-06,4.1559303394073725e-05,2.2249504655584194e-05
6,2.112370947649654e-05,3.732599726251837e-05,3.966304284546089e-06,1.3840613143797688e-05,2.8416939660363158e-05,1.231938301797145e-05,1.3393082382556342e-05,2.5448444498197545e-05,9.145464789436127e-06,2.1239430358041685e-05
7,3.689230858264747e-05,2.8771991693049527e-05,2.1280964844871265e-05,4.264182575254389e-05,1.9587534578413146e-05,1.610009445936301e-05,8.893252361086937e-06,1.696562302304798e-05,1.553832456248436e-05,2.3594465393056335e-05
8,1.4986785929736446e-05,6.402051141763998e-06,1.0206826408255955e-05,2.879345904268e-05,1.4493970492124403e-05,3.97849488335869e-06,1.420278348631101e-05,1.4715642771222713e-05,2.5669955059602127e-05,1.558024592621292e-05
9,2.8218460072028617e-05,7.788398035771671e-06,2.123680448942652e-05,3.887684707045331e-05,4.951399055038414e-06,5.037172391889812e-06,5.542333517790637e-06,1.1640748597476309e-05,1.4265124002674024e-05,2.4893700213438457e-05
10,3.981233917817309e-06,6.478195655048432e-06,7.1730089388282345e-06,1.2216487302899067e-05,8.94164251514672e-06,2.949885363423036e-06,1.2268008342984857e-05,1.1768082357466156e-05,2.1197916548080342e-05,6.123589272957421e-06
11,1.0755836435710853e-06,1.8669175074221298e-05,2.4585307736694813e-06,3.224325452908742e-05,1.843491099264107e-05,6.597651827528515e-06,1.1141057750315283e-05,7.364258460162102e-06,2.6181018220380434e-05,1.1692170703186547e-05
12,1.6588697699963502e-05,7.972254729266496e-06,1.1583717346735836e-05,2.467480683880541e-05,1.4505276611222897e-05,-1.2654571088070833e-06,6.028381741965235e-06,1.6604031720469823e-05,8.07215803668654e-06,1.791431530669303e-05
13,1.701864664493652e-06,1.3013331589797418e-05,1.5920721986614903e-05,2.921725319106533e-05,8.562812020339069e-06,-4.4748134192263556e-06,7.0164896222285866e-06,9.158802512525233e-06,3.6568229063336014e-05,8.638012323558631e-06
14,3.510382109546053e-07,9.211590133620499e-06,1.2784182354107107e-05,1.4082173782303838e-05,2.718082531873725e-05,1.0882587980249304e-05,7.429910765440966e-06,5.600711880723055e-06,1.975709398058345e-05,1.260091058817208e-05
