nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
56,30.0,73.0,53.0,75.0,1.0,6.0,155.0,77.0,3.0
10,16.0,94.0,35.0,127.0,2.0,109.0,59.0,28.0,85.0
22,15.0,30.0,27.0,13.0,11.0,44.0,3.0,3.0,96.0
5,16.0,5.0,7.0,4.0,2.0,32.0,6.0,47.0,37.0
14,3.0,19.0,20.0,3.0,16.0,6.0,12.0,2.0,7.0
4,6.0,5.0,39.0,2.0,97.0,7.0,2.0,36.0,5.0
72,49.0,19.0,15.0,4.0,25.0,5.0,6.0,8.0,8.0
15,19.0,3.0,12.0,3.0,30.0,5.0,15.0,9.0,12.0
2,1.0,5.0,3.0,2.0,13.0,2.0,3.0,1.0,5.0
2,39.0,11.0,10.0,5.0,12.0,7.0,1.0,12.0,4.0
10,5.0,8.0,4.0,13.0,3.0,5.0,3.0,4.0,3.0
6,7.0,4.0,1.0,2.0,12.0,3.0,3.0,4.0,4.0
7,8.0,1.0,11.0,4.0,11.0,4.0,3.0,3.0,1.0
6,10.0,3.0,1.0,6.0,4.0,4.0,8.0,10.0,2.0
4,6.0,5.0,2.0,3.0,9.0,3.0,5.0,14.0,6.0
2,2.0,2.0,4.0,2.0,6.0,9.0,3.0,4.0,5.0
3,5.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,7.0
4,2.0,2.0,15.0,11.0,4.0,2.0,2.0,3.0,1.0
4,2.0,4.0,5.0,3.0,5.0,1.0,2.0,2.0,4.0
2,8.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
2,4.0,1.0,6.0,2.0,6.0,3.0,3.0,4.0,1.0
4,6.0,5.0,6.0,5.0,5.0,2.0,5.0,3.0,2.0
2,9.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,11.0
5,2.0,2.0,3.0,6.0,1.0,5.0,1.0,2.0,4.0
5,4.0,1.0,3.0,2.0,4.0,6.0,5.0,6.0,3.0
3,3.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,7.0
3,3.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0
2,2.0,1.0,2.0,3.0,8.0,2.0,3.0,4.0,1.0
3,5.0,6.0,3.0,2.0,5.0,4.0,2.0,1.0,7.0
1,2.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,5.0
4,6.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0
1,2.0,2.0,3.0,3.0,4.0,9.0,2.0,2.0,2.0
1,2.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,1.0
2,5.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0
3,2.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0
3,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0
3,4.0,4.0,2.0,2.0,4.0,1.0,1.0,7.0,4.0
7,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0
1,3.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,7.0
1,1.0,3.0,6.0,4.0,5.0,5.0,1.0,4.0,2.0
4,3.0,2.0,4.0,6.0,1.0,1.0,1.0,4.0,1.0
3,4.0,1.0,6.0,4.0,1.0,4.0,2.0,3.0,1.0
3,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0
2,4.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0
3,7.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
3,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0
4,6.0,9.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0
1,2.0,2.0,6.0,3.0,3.0,3.0,3.0,2.0,5.0
1,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
1,2.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0
1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
3,5.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0
1,2.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0
6,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
4,1.0,3.0,1.0,1.0,2.0,2.0,2.0,8.0,5.0
6,2.0,5.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0
1,1.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0
2,4.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,
2,4.0,,4.0,,2.0,3.0,1.0,1.0,
2,1.0,,,,3.0,4.0,,1.0,
4,1.0,,,,,1.0,,,
3,,,,,,,,,
