selfWeights0,selfWeights1,selfWeights2,selfWeights3,selfWeights4,selfWeights5,selfWeights6,selfWeights7,selfWeights8,selfWeights9
86.06707633877164,106.17238443474663,120.72346406841747,139.5260225823405,105.58025236797546,131.8293081871463,93.64809807667478,117.08021341724802,114.22824218011328,76.15051526817984
114.39719667038675,142.37670381634544,152.83108008489444,99.26860169503767,79.98277301209926,133.81335441287732,101.70218121086057,115.96585514171106,126.77079099542543,85.40297062891575
99.81820819403781,129.45492357265888,117.14831157806809,121.24639726444141,81.3316233540997,118.79725097966593,155.46188698270342,116.55671079167098,106.86427382684869,132.53000114016
90.54213551063329,136.47517562791978,91.63497438058866,71.9870273515315,94.56061367525074,109.11291549868845,102.33431949774884,110.41793916531371,78.17849097985516,101.29531229036463
114.72538878428479,135.36317076213317,117.03664999990514,75.95398340310622,78.87414662972836,101.90042769002999,103.16136909452936,93.52860367182952,118.89239422051723,142.42012416024676
116.84219872464816,107.05859357800337,97.09237682449739,108.12317853971828,109.35943143962972,102.69320721264359,84.85654294708723,109.32337387466907,99.74462458633002,120.16603088047586
99.59666657715181,108.72259900861697,100.38545552270803,75.54474463751339,74.6974998739379,135.5479911251454,75.24949232263319,88.45253960416134,95.59219597902569,100.05027393181862
114.43262719298431,78.13196992385643,99.92974452295515,109.59831349318853,117.03905877661148,100.02285727578747,109.70392524581922,77.20867397576538,126.66174778319588,102.83352216024956
108.26376005652187,157.56168507042892,83.16737289187246,121.7926434523565,88.60028029857428,96.11586274602003,120.28553034911644,109.39618484574393,75.11179070913128,86.88891301668143
152.3438185407486,101.92585152066287,93.33328487197626,91.30592713729044,113.95487226782785,89.95331197589987,96.26165017546228,132.7858391341037,105.03552466507676,90.64670477729034
109.53191542398665,93.69455085136048,170.76324363931562,84.05553450788943,119.42138778042094,119.53153827093034,101.54682917735965,110.1604339874635,93.80050469238364,137.90654975234256
104.25706382087793,104.3532397086497,104.36263085925611,142.04572405556382,112.63165137484376,119.84261128051213,93.99805455131143,148.61749982835175,124.97143800535362,120.31406128005456
102.50951791316452,131.46985825876453,135.2603234472847,127.15431796531867,83.69990644837029,136.68038119388765,108.30855634750296,95.49624332511111,116.83957369532176,108.65639107106725
116.10896898409143,116.00497357976053,132.58891169109137,128.9489052342749,70.67526261754148,124.78925120820185,106.60378130918563,103.44331426489636,158.9127364068196,136.23508233505035
