nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
19.0,19.0,19.0,17.0,19.0,11,19.0,19.0,12,19
17.0,19.0,13.0,19.0,19.0,19,19.0,17.0,19,19
6.0,19.0,18.0,18.0,15.0,19,7.0,19.0,6,9
19.0,14.0,19.0,19.0,12.0,6,15.0,11.0,2,9
14.0,17.0,10.0,2.0,19.0,9,5.0,19.0,19,19
19.0,19.0,19.0,19.0,7.0,6,4.0,17.0,11,10
19.0,5.0,4.0,19.0,5.0,7,14.0,10.0,19,10
6.0,2.0,19.0,12.0,19.0,1,2.0,19.0,3,19
9.0,19.0,19.0,19.0,19.0,6,18.0,9.0,19,19
7.0,19.0,19.0,19.0,19.0,1,1.0,2.0,11,9
1.0,9.0,18.0,5.0,2.0,19,19.0,1.0,19,3
19.0,1.0,19.0,15.0,12.0,17,1.0,6.0,19,2
1.0,19.0,11.0,6.0,2.0,5,19.0,1.0,4,9
19.0,19.0,6.0,19.0,19.0,2,2.0,19.0,2,19
2.0,3.0,1.0,2.0,19.0,15,8.0,19.0,1,12
2.0,3.0,5.0,2.0,19.0,19,1.0,8.0,12,19
14.0,1.0,19.0,19.0,19.0,10,3.0,2.0,1,3
2.0,8.0,19.0,8.0,2.0,7,1.0,19.0,5,1
1.0,19.0,19.0,19.0,19.0,2,3.0,3.0,3,2
19.0,19.0,2.0,14.0,19.0,6,2.0,2.0,19,19
19.0,19.0,1.0,4.0,19.0,19,19.0,19.0,1,2
19.0,8.0,1.0,2.0,9.0,1,8.0,19.0,19,19
2.0,19.0,19.0,19.0,1.0,1,19.0,1.0,3,1
2.0,10.0,2.0,19.0,19.0,1,6.0,7.0,19,1
1.0,1.0,3.0,3.0,1.0,19,5.0,11.0,19,19
3.0,19.0,19.0,19.0,3.0,19,19.0,1.0,3,7
19.0,19.0,19.0,2.0,9.0,1,2.0,9.0,4,19
19.0,11.0,4.0,11.0,19.0,19,19.0,19.0,1,4
19.0,19.0,1.0,19.0,19.0,2,6.0,19.0,19,19
10.0,2.0,1.0,1.0,1.0,11,19.0,1.0,3,12
19.0,1.0,1.0,1.0,5.0,5,19.0,9.0,2,19
1.0,19.0,19.0,1.0,1.0,19,2.0,2.0,19,4
19.0,19.0,19.0,19.0,2.0,15,19.0,19.0,7,4
19.0,2.0,19.0,19.0,2.0,11,19.0,4.0,1,14
19.0,19.0,19.0,13.0,19.0,5,19.0,19.0,9,19
2.0,19.0,19.0,19.0,4.0,19,5.0,19.0,19,17
18.0,19.0,5.0,12.0,13.0,19,1.0,19.0,19,9
3.0,10.0,1.0,19.0,1.0,1,4.0,3.0,1,7
4.0,5.0,19.0,13.0,19.0,7,19.0,1.0,19,16
4.0,1.0,19.0,19.0,3.0,19,1.0,19.0,5,7
1.0,19.0,5.0,19.0,8.0,19,19.0,8.0,9,1
4.0,12.0,19.0,2.0,19.0,19,1.0,19.0,2,1
2.0,1.0,2.0,19.0,1.0,5,18.0,7.0,7,4
19.0,19.0,14.0,13.0,19.0,19,19.0,1.0,19,6
10.0,4.0,19.0,,19.0,2,19.0,19.0,5,19
19.0,,,,19.0,19,19.0,2.0,19,2
2.0,,,,,3,2.0,19.0,19,2
19.0,,,,,2,19.0,2.0,19,1
,,,,,4,0.0,,1,1
,,,,,7,,,1,12
