rewardsSubIter0,rewardsSubIter1,rewardsSubIter2,rewardsSubIter3,rewardsSubIter4
"[-104.45346639  -87.34913405   -3.15109681  108.32825678  108.32825678
  102.05388448 -104.45346639  -87.34913405  108.32825678  102.05388448]","[-411.59948941  137.50508717 -338.11960399  163.9605042  -389.14228771
 -338.11960399  -86.50526858  -36.62537579 -401.64900152   90.63239601]","[ 100.73984195   45.41861506   11.40869622  323.47808309 -262.06611053
  -91.7565342  -253.72176703  161.48772291  199.07460384  111.46002638]","[-75.55833339 -96.93841128 -58.14967469  -0.92514184  43.65474424
  36.16577898 -37.9963246  -79.89128916 -45.94666806 -63.87386999]","[  71.79812826   55.91639217  -16.91282421  -62.15500629  118.89840114
   67.46860138   14.06601237  -92.97680099   41.69834445   32.95206137]"
"[-46.04151569 -91.72753442  63.21070643 -47.13773698 -46.04151569
 -91.72753442 -46.04151569 -91.72753442  63.21070643 -47.13773698]","[  21.37319508  -85.52291292 -152.38642281  144.45569961  101.52646337
 -179.98415842 -179.98415842   76.11453164    9.8067249  -176.26236596]","[-341.06622106  -56.66042451 -341.06622106  -56.66042451  -42.40325659
 -314.16711195  -93.81226634 -349.141605   -343.41404098  207.21318691]","[ -13.99526467  -79.067399     76.6909666    50.25516508  -14.80820022
 -291.43256107 -130.48468061   29.62191597   33.10397233  128.33785187]","[ -69.54085304   44.87894936  -69.54085304   44.87894936  -42.2715283
   63.29752751  118.82371249   50.85275305 -136.90151356   18.38994485]"
"[  99.23396616  303.58704103  -88.96154211  106.08274153   99.23396616
  303.58704103  161.7024928    92.44677538  303.58704103  -88.96154211]","[ 220.11801226 -296.35443797  -65.02347269 -716.80008067  157.69142894
 -315.7747682  -243.40779494 -307.27431978 -269.99980956  -92.19716266]","[ 282.56591837  138.1694527    23.28515578 -308.75362097   25.5328709
 -373.04159791 -160.00631207 -329.8513016    23.28515578 -308.75362097]","[ -14.7846972   -34.58896036  107.51072248   38.66491649  116.87566944
   55.60422657   41.45239395 -114.67835336  -64.30950436   68.66372206]","[  73.23867609    5.74243322  -38.07935141   15.00538745 -198.80819035
  -28.37602411  -13.22609853  124.5989211   -31.1355743  -119.62297025]"
"[  23.48226158   -1.51763193   45.93901171  103.79028011   23.48226158
   -1.51763193  103.79028011  -36.17805707   45.93901171   23.48226158]","[-246.79489252 -131.10654536  181.76499512 -120.93455807 -362.1448301
 -223.85376118  -70.96238297  -74.4658143     4.29068171   16.48297323]","[ 164.95372459  137.86437204  142.82113468  107.46651786 -300.17997776
  107.8731453    36.9576577   130.642459   -115.82593524  178.48784896]","[ -16.58680017   50.67038479   26.01966169   66.96213984  105.44039779
  193.19884709  113.85803596   36.0778886   144.57517623   26.01966169]","[  49.6884221  -124.81916146   44.10174977  174.01594265   47.92530102
   10.85427503  128.76155107  -79.19062076   52.52544662    1.6232011 ]"
"[ -62.63463887  210.51408573  -62.63463887  210.51408573  210.51408573
  155.57581681  -61.59951721  -62.63463887   -4.73016241   53.18823874]","[-452.51323541  -96.1579638   -95.05373104   -3.25398982  164.8165723
  -43.24176807  193.02119268 -124.9292024    85.38443816  193.02119268]","[  49.68441172  211.55057969 -369.02572714  -26.06920802  129.76938504
 -175.33367432 -595.61337811 -393.95751554 -106.47026801   40.48080388]","[  41.25309362  151.22286958   44.99685722  215.91379696   98.81245372
   58.15305954   44.32691919  -45.92786891  131.52146562   18.98376473]","[ -20.46975664  -64.95851266  -18.64029949   50.93503288   15.43375933
   62.69142223 -226.47600024  -34.97149583   48.24488015   15.83294813]"
"[ 238.24608835  -50.27171427  238.24608835  -50.27171427  -64.73734249
  116.18372478  280.68458434   87.02193745  238.24608835  -50.27171427]","[  85.86833061 -413.68945313  -88.2536462   271.09932056 -378.94039689
  -45.62538262 -176.40537465  -17.70463809   74.90390525   88.65608507]","[ -18.44533203 -281.59385889  264.70922004 -120.13440373 -668.58676743
  347.975187     54.10950731 -216.42514171  264.90317878 -210.41782364]","[  49.27092964  -17.93941365  167.29861941   95.20802929   27.10903839
   92.14500262   49.27092964  -17.93941365  176.86792092  167.29861941]","[ 142.94604123 -151.02123857  -38.98107054 -106.92498063   83.66742052
 -120.31564406   97.229538   -125.07167035  -64.13144728 -124.12707253]"
"[  70.43891009  140.16440359   70.43891009  140.16440359    2.4645491
   86.96163991   86.96163991    2.4645491    86.96163991   70.43891009]","[-222.97326913 -163.74682864  140.36854549   21.34102534 -106.32031033
 -458.3728851   105.76227561 -121.72862202 -170.0971707  -166.77298239]","[  19.97210937  430.34886735  -19.45105675  229.18275139  -48.17299807
  200.14105805   80.06719649 -189.50441934  108.98577716 -373.58558179]","[ 184.65264139  206.72308256    4.5043444    85.598144     99.0516196
   63.8562331   220.78307304   83.01771314  175.96913893   82.74419244]","[ 193.71673375 -106.74947978   52.34145296  136.7234439   -77.08593704
  -42.6773022    12.03698659  -78.78908758   42.49411783   15.26313435]"
"[ 154.37286885   91.23406602  190.49100716  402.94137143  154.37286885
   91.23406602  154.37286885   91.23406602  190.49100716  402.94137143]","[-516.97318543 -338.24370259  189.7198696  -115.13757617 -388.8978962
 -264.36106941  -22.16290643 -205.51459485 -516.97318543 -338.24370259]","[  -31.03275835  -191.2471577     38.77213728   138.0653016   -618.70923504
 -1002.83018537   -89.40320731   -40.68396322   332.74441837  -321.4065465 ]","[ 134.83565343  -76.01785206  121.41077827  244.18719157   54.61261323
  184.78246933  188.77321725   62.45469059 -151.69433063  225.39729796]","[ -13.66429638 -119.00860169   74.94270949 -106.45068926    6.58317432
    3.33424932  100.30700445  133.62850144  -36.24848462  -44.13742514]"
"[  96.85015495  164.82402724   49.66784599  169.91984475   82.03610794
   49.66784599  169.91984475   49.66784599  169.91984475   96.85015495]","[-208.7444352  -285.40795672  -91.3249      150.52242683 -117.68530462
   33.96496779 -123.800004   -211.72315029   98.85205562 -282.71799751]","[-175.00329602  312.06101296  314.23349845 -397.30425944  276.59901213
  250.64779553  -62.30082791 -509.58433673  314.23349845 -397.30425944]","[   7.4471422    98.57935935  226.68815076   49.81804013  104.53391846
  193.7321484    99.73879947  329.91792275  189.10336924  430.90704885]","[  63.58461141   88.96081776   51.77246722  156.51701854   95.6067757
    4.46450823 -140.58930205  142.77727587   -3.78253672   30.54588853]"
"[ 249.80241735 -129.37693023  -35.12034656  245.8670373  -129.37693023
  -97.03548976 -145.8417546     9.23512725  245.8670373   123.56475817]","[-171.94503879 -251.94629111  162.96401252   28.93930311 -245.91590071
   70.05994863 -251.94629111   27.67292127   30.53317746 -123.06974047]","[ 223.99015403 -125.19406532   88.01404438   43.5174427   -38.08873355
   39.51949797   87.95301476 -213.22851991   87.95301476 -213.22851991]","[ 152.40912794   80.04405643  210.01709676  401.37939858  235.10010256
  349.00874139   95.22614632  266.72665721  137.69822756  302.37984949]","[ 112.6111398    18.96281695 -171.55267646   25.47554974   19.20067819
  111.59996515   31.61095081   32.59441044   34.64262231   92.33252916]"
"[ 398.48356563  -91.71828407  154.94871662  -49.2720215   249.78697177
  154.94871662  -49.2720215   -62.72538501  -18.3548538   249.78697177]","[   9.07355357  -90.94656267 -512.55306331 -155.77396181 -155.77396181
 -288.85661424 -211.06752701  235.5810506  -424.47612025  104.46959258]","[ 286.60412661  177.58188533 -310.09615077   77.58221093  -61.04737409
  400.63084142  176.12922614 -208.86144576 -410.07595293    4.93707428]","[ 234.43277705  269.30641077  294.25095733  369.60784539  241.95085306
  280.44806163  273.98860527  392.98563472  150.82465459  292.63288176]","[-106.30249265   10.91183965   84.95747119 -161.95293774  -71.01861609
  -47.53288946  -34.47573974  154.36336092  -37.03823073   16.38692208]"
"[  50.90477708  -73.25424874  -23.2981217   152.11285103  152.11285103
   50.90477708  -23.2981217   152.11285103  -73.25424874  -81.79564038]","[ 101.00195143  411.92609741  -30.65857128 -111.50457746 -111.50457746
   23.89502653  124.58513079  220.09808168 -150.19223774 -297.7324663 ]","[ 358.74613735   78.54633479 -374.43705161  -56.38556983  191.17918392
  127.3076764  -125.9286991  -238.8577135    79.3410251  -121.72461435]","[ 309.24446804  325.15303786  167.09048056  207.82010344  185.00059867
   48.04667995  350.56460492  130.21354557  332.11440972  305.11732826]","[  38.79007769  360.6968996  -204.16509577   18.45986093  116.80321468
   32.04948981 -183.29352715  102.11646885   29.64935807  -50.47465067]"
"[ 107.79562787   74.29311692  -90.59269486  157.02414644  107.79562787
   74.29311692  160.90665591  107.79562787  -90.59269486  157.02414644]","[  21.42043221    1.75813765   21.42043221    1.75813765  -53.01309792
  -62.45499197  121.06817691 -251.10022289 -157.3289396    19.2590793 ]","[ 265.82918527   85.80382065  -46.51620741 -475.06432908 -234.89620976
   38.16428683 -240.30100293  269.38041915 -254.77938203 -482.03628331]","[ 231.33470156  258.57054736  222.27744448  252.10563563  512.77543511
  256.29013089  189.0731696   212.65926394  212.65926394  402.56592005]","[ 260.71320624  -29.70590491   -5.34285326   89.42428323   37.29015537
  -72.86747275  286.97153782 -233.19252942  126.1039759   -24.02179991]"
"[ 292.64592958  256.80783979  -25.8595856   256.80783979  -25.8595856
   88.30734388  104.63109882  -50.67498296  172.96522056  161.55556744]","[  46.92339597  440.6770563   440.6770563  -208.67680771 -201.48269599
 -202.08384397 -286.14984535   60.2247352   -25.88296725 -178.29430301]","[ 188.02685696 -164.06927987  439.89453764 -200.6744501   -81.00017246
  380.76135415  -49.30378283   -9.48808426 -388.37923     107.18416315]","[ 166.98477541  191.16359622  118.71884145  123.2630907   264.05599862
  -38.00348784  287.875415    256.81070331  318.21964365  -49.33877226]","[  -4.51039495  437.58168758 -221.3432771    53.93319375  -82.69947119
    3.95352681 -136.05102537  -23.50014154   70.81467733  -95.89288698]"
"[ 234.93121771   21.95429614 -136.54671886  -11.34680591   78.01268989
   21.95429614 -136.54671886 -107.23243176   78.01268989   78.01268989]","[-108.5858536   102.75777059 -315.00673206  -18.81325598  -18.81325598
  121.18865606  -89.3072133    64.82417954 -121.89575089  132.15858944]","[ 272.15429676  258.96487618 -194.77084455  186.37517295  -64.26424318
 -131.01611737 -575.64789658 -230.01584945 -381.56477603  390.31196248]","[ 345.07976367  151.51148101   57.43011143  389.11347816  239.85330483
  208.39442932  454.95263976  238.2625958   345.07976367  151.51148101]","[ -27.19923312  154.02461417  156.53437105   22.68785574  197.38152657
  227.91461574   -1.04429252  228.44379296  408.5428593    68.31764019]"
"[ -63.10202631   48.81008025   48.81008025  -19.92631056   44.970343
  -16.40425048   48.81008025  -19.92631056  124.7304795    44.970343  ]","[-167.16298094 -268.52029901 -124.65018109  -90.15642855   76.91709466
  196.31951509  -69.32038157 -106.35030606  -55.02239746  148.28043057]","[ 292.07747993 -406.50824658 -177.31836769 -592.00682934  192.47407227
  363.42924906  183.43715795   -2.59587895  106.28360988  312.2798874 ]","[ 280.28946471  205.51395325  531.18821381  256.8168222   469.18792174
  445.11873435  549.41089002  329.69834885  237.44339498  217.91982287]","[ -53.96898862    5.68851393   14.17200931  139.44601955  104.51797289
  108.77123118  271.23141474  116.74056643  132.47506723   75.60716743]"
"[ -13.07614023   32.65030133  -13.07614023   32.65030133  -39.01654098
  135.50806568 -173.06444002  -13.07614023  109.77090535  -39.01654098]","[-329.78780535  104.70961763  -12.15234853   51.12547196  298.75259065
  297.03246504 -168.68938006  -80.3527936   -51.48621793   20.00695229]","[ -66.30138263 -409.36278851 -142.71905985  213.57003923 -125.87359831
  217.20090154  -23.23564848 -109.83836256  154.23806622   84.72243999]","[  10.73148788  561.14617252  269.26053595  314.27804769  132.9046439
  296.24131718   56.0564991   155.53197231  481.29453433  299.25391496]","[ 156.72722113   47.16157754  153.87729061   -3.39264832   60.33783361
   40.79070279    2.78345968  -33.95745888  -50.29617056   22.68938523]"
"[  94.25523466  -40.00972494 -159.04938984  -43.39448353   94.25523466
  -40.00972494  -40.00972494  184.8971638    94.25523466  -40.00972494]","[ -28.79105918   19.60179395  -43.33384674   26.51941151  176.88725613
 -140.7391862   191.45572795   80.62974054   26.51941151 -346.31470517]","[ 191.48741772  389.75565971 -494.97412359  -90.97832541   -1.61136186
 -117.35028279  107.08137866  -15.43282849 -411.21277136  133.05162265]","[ 163.64600008  404.72448494  406.32888063  144.43227828   68.89651465
  458.67255156  423.81748501  276.80493977  338.62635693  -46.16167571]","[ 118.97265892   24.79769915  -33.30900895  -49.60881304  150.83460384
   63.836755     65.41254628  -24.75281496  -69.03985631   17.71798864]"
"[ 317.11324739   -3.60782503  -33.75869096  140.63665436 -123.03323916
  -33.75869096  140.63665436  228.33711997   72.88074889  317.11324739]","[ -89.52010691 -276.13056123   16.99624282 -298.02220217   57.40236672
 -113.45787429 -268.90332297  137.95582747 -219.65715949  -72.91813124]","[ 157.64826081 -175.26989873  -26.32181027  286.84129911  204.74545646
   95.14820261   78.02455239  -58.69503281   15.15959811  -33.78672705]","[ 421.08840623  130.00109845  270.63336878  197.54557505  288.55340281
  331.94515447   86.14772733  660.97347823  248.93910747  453.06495783]","[   5.36971012 -159.37512005    4.54326859  -89.66322973  -53.94140848
  -56.5945969   117.62697266  131.08159664   53.44346945 -208.85382284]"
"[  55.39364495   26.34928078  100.07558284  309.55697083   39.85404999
   55.39364495  100.07558284  309.55697083  100.07558284  309.55697083]","[ -93.6613757   197.27888388  -83.96631019 -140.10649892   14.75626029
 -423.82109869 -357.48917659  338.0175025   -64.76320866   55.32755171]","[ 256.0449421    -7.06574659   91.59746419  143.45364257 -167.36265104
 -302.07179941    2.05175611  116.95944148 -335.05646647  186.12737788]","[ 502.31742446  237.61031367  421.89273851  -34.52958072  168.00260296
  123.73489027  798.41071373  502.31742446  -21.6685292   659.44516326]","[  -1.64850671 -140.77879894  -92.00741895  -63.66485399   41.34936592
  -39.01064338   48.12221143  -62.96634185   47.32947046  -61.59979616]"
"[ 208.60446666  246.7349725   246.7349725  -217.89864384  246.7349725
 -217.89864384  141.51217329  375.54007738  375.54007738   48.98380444]","[ 218.59001192  131.67203342 -366.27708443  362.41865181   97.06050505
   76.36146472  218.59001192  131.67203342  -76.06416465  -26.50912145]","[ -75.15994233  108.30949756  -12.10792236  215.14677516 -122.5204547
  -11.7571349  -143.7591724   -75.26758123  185.8048981   204.79160448]","[ 405.22631033  480.7889119   686.27054514  313.84880213  211.1137807
   77.58748445  437.23977086   37.56460501  -72.80693156  -72.80693156]","[-300.57530615 -217.66049995  -23.42505938  -90.90431037 -131.67515837
  -72.61905851  -27.88448869  -45.85750346 -154.02247256 -114.28455144]"
"[ 219.1551937    15.98760619  -49.67984287  111.44237088   -7.32519088
   -7.32519088  138.45584449   15.98760619   -7.32519088 -100.31895543]","[ 204.28505297   33.72149674  -48.90210779 -121.07216965 -349.00069044
   94.68017977    6.7323854   -21.81984464    6.7323854   -21.81984464]","[-216.75045038 -248.12698555  -52.58593514 -102.7251397   -63.63151076
 -105.25472148 -352.05056992  -18.88529953 -105.25472148  -83.85557295]","[ 549.6340977   192.13393963  503.94382045  -45.71981291  539.49416386
  680.45866659  510.54369802   71.49747888  642.40243516  680.45866659]","[-163.38502175 -149.63867553 -199.14330445 -169.4435725   -42.52573109
  -35.24675451 -173.94486124 -124.38340056  -54.87311013   -5.79902674]"
"[  41.70071664  113.21449415  113.21449415 -374.91806921  -84.62546067
   41.70071664 -284.94239305 -227.74993182 -284.94239305 -227.74993182]","[  88.72920773  -31.90741279    5.3940884   147.05875365    5.3940884
  147.05875365  -85.61441413   32.55912108  -30.8250624   123.53905064]","[  51.57956708  321.22146429  -92.80876862 -285.90035001  -52.90473975
  265.14878764  -96.04774402  140.92191429   20.72440355  379.94582067]","[ 168.90962455  559.18317013  621.89813445   28.60560957  830.94454231
  168.90962455  494.23106896  212.75656213  103.4417572   347.71354083]","[-141.63290908 -157.93834855 -120.26503862 -111.41525143  -96.01696981
 -150.44501391  -82.72916089  -81.53277508  -30.70906175 -236.33708387]"
"[  44.70286815   46.07446227   40.22223409  150.77974832   44.70286815
   46.07446227  276.50855455  276.50855455   92.01913938   44.70286815]","[  44.7240801  -243.12093941  119.5560662   146.03762938 -244.53297287
  -32.58203781 -454.80350358  116.22601445  145.93098189  301.01282961]","[   8.63363445  204.54724844  148.90632222   73.94237687   -3.21911594
 -143.64063904   70.00548433 -134.71566046  153.21084918  148.90632222]","[ 587.62763994  573.90943259  473.66498372  540.0402683   104.30043096
  265.01615812  435.01764658  101.35525691  473.66498372  587.62763994]","[ -77.31073706  -97.74630611 -115.84220549  -43.44269896 -136.68974899
 -127.47912292 -106.05727801  -44.66398829 -169.1707473   -98.95221367]"
"[-277.76143322  101.80248917 -184.4495457  -281.64595268  236.25972854
  236.25972854   39.08149118 -184.4495457  -281.64595268 -277.76143322]","[ 274.50479921  -21.58553884   73.33178184  123.38767065   27.85887258
   91.85398447 -117.79679032 -419.04341765   89.60268074  276.98030917]","[  89.52967877  134.65632652  -22.88805562 -322.29450988  243.43045494
 -120.2333736  -120.2333736   139.55933794  243.47734219 -483.88641766]","[ 496.57140607  653.66980581   10.75644803  548.25712872  740.98582082
  294.42409345  496.57140607  653.66980581   46.53134846  339.17879351]","[  -2.42745347  -54.53494753 -152.75352316 -196.54537346 -137.40586637
  -66.92571271 -128.13203111 -119.78890463 -111.91948404 -172.80505771]"
"[ -25.44670868  -37.30991355   63.04286453  188.92655887 -429.59889795
  370.87140463 -429.59889795  370.87140463 -429.59889795  370.87140463]","[ -90.3655583    93.96034693 -253.6551864   374.69619746   91.62783072
  294.86731593  342.26281137   33.38627927 -123.75996265 -390.09439307]","[ -54.32503942  290.80805698 -334.91476884 -310.20380515  146.3399592
  238.70071802 -381.22596547 -207.07626861   -4.65190679 -295.45437918]","[ 316.49839322  560.4130091   415.14650194  312.57464514  184.2872374
  696.01418216  356.12930313   39.68711437  393.12978702  542.60931905]","[  20.34416233   33.7670832   -47.01790645 -137.83905768 -103.20923328
  -80.96087405  -77.54473266   76.21723605  -36.4646974    28.48727355]"
"[-182.97177292  -28.18164146  -96.22743373   52.65542332  128.60256004
    6.63152284  128.60256004    6.63152284    6.63152284  265.7476703 ]","[ 136.17117652 -401.2932324  -232.43302061 -409.14195286   97.43179196
  148.96142419   -5.66650473  186.37348009  -57.13012362  453.98174685]","[ 114.83989561  115.31269587    2.48594424  -12.73606636  176.29164277
   45.57464824  329.92408251  443.57827047  -18.66939864  275.18060382]","[ 352.55058709  273.92142609  134.43020556  248.81323186  266.62870426
  396.84735233  308.55390569  463.68432666  273.92142609  122.93751309]","[ -71.52138762   35.95256847  -10.13281883   31.46123286   82.58098757
  -50.62690301  -34.01928301 -149.23659869  107.07578479  -18.99309739]"
"[-216.20077073  720.59905819  108.19627731  407.40153669  356.25887221
  589.86168518  414.89626603  223.12970616  356.25887221  589.86168518]","[ -27.76254624   73.99489517  124.35587522  111.06926115  266.44743202
  193.76104478  -86.40217257   97.41358988  -17.54109488  346.38706013]","[ 154.6231972  -142.76677145 -214.69271488  127.58321447  230.19367018
  -78.59494144  320.90749965  -76.85777564  306.0396133   323.29236923]","[  60.37849578  224.04021512  143.10853048  226.88032616   27.4707491
  466.92052324  379.67656493  350.6262128   290.03635102  336.47215618]","[  64.24797034   36.19234087  -34.8987334   134.52605084   46.48078069
  143.29168876  186.93517485  105.04609003  160.15910498  173.4468701 ]"
"[  38.92086575   -9.16850968  353.05896992  105.15171548   59.82304279
  -41.50525966  354.08356198  161.49794877   59.82304279  -41.50525966]","[ 238.97554559   10.30196311  -86.55000723  100.39164495  231.33702004
  197.82769208  216.4081155   192.24378087   74.94799711  154.24817303]","[  43.59044746   84.31087217 -105.33174384 -392.71046946  181.2735677
  240.2881743  -241.95659593  368.29687535   12.90133859  -27.20520067]","[ 309.47437685  514.58825314  495.64557084  689.80457469  548.18827531
  480.04331883  197.2562281   724.89111778  303.17973872  642.26186376]","[ -8.82810011e-02   4.26519986e+01   6.07227746e+01   2.76103851e+01
   5.59618140e+01   3.51827506e+01  -5.04351064e+01   1.40154414e+02
  -1.62720463e+02  -1.21350274e+01]"
